IUPUI,2509,Purdue,85
12:57,85,Jaylen Minnett made Free Throw.,8,10
12:57,85,Jaylen Minnett made Free Throw.,9,10
12:57,85,Jaylen Minnett made Free Throw.,10,10
12:45,2509,P.J. Thompson missed Three Point Jumper.,10,10
12:45,2509,Vincent Edwards Offensive Rebound.,10,10
12:38,2509,P.J. Thompson missed Three Point Jumper.,10,10
12:38,85,Elyjah Goss Defensive Rebound.,10,10
12:30,85,Jaylen Minnett made Three Point Jumper.,13,10
12:14,2509,Foul on Matt Haarms.,13,10
12:14,2509,Matt Haarms Turnover.,13,10
12:06,2509,Foul on P.J. Thompson.,13,10
11:55,85,Jaylen Minnett missed Jumper.,13,10
11:55,85,IUPUI Offensive Rebound.,13,10
11:53,2509,Official TV Timeout,13,10
11:41,85,T.J. Henderson made Three Point Jumper.,16,10
11:16,2509,Dakota Mathias Turnover.,16,10
11:15,85,Elyjah Goss Steal.,16,10
11:12,85,T.J. Henderson made Three Point Jumper. Assisted by Elyjah Goss.,19,10
11:08,2509,Purdue  Timeout,19,10
10:54,2509,Nojel Eastern Turnover.,19,10
10:43,85,T.J. Henderson Turnover.,19,10
10:43,2509,Nojel Eastern Steal.,19,10
10:42,85,Foul on Elyjah Goss.,19,10
10:41,2509,Carsen Edwards missed Three Point Jumper.,19,10
10:41,85,Elyjah Goss Defensive Rebound.,19,10
10:31,85,Jaylen Minnett missed Three Point Jumper.,19,10
10:31,2509,Ryan Cline Defensive Rebound.,19,10
10:14,2509,Vincent Edwards missed Three Point Jumper.,19,10
10:14,85,Evan Hall Defensive Rebound.,19,10
10:08,85,D.J. McCall missed Jumper.,19,10
10:08,2509,Vincent Edwards Defensive Rebound.,19,10
9:50,85,Foul on Evan Hall.,19,10
9:50,2509,Carsen Edwards made Free Throw.,19,11
9:50,2509,Carsen Edwards made Free Throw.,19,12
9:34,85,T.J. Henderson Turnover.,19,12
9:23,2509,Isaac Haas made Jumper. Assisted by Vincent Edwards.,19,14
9:02,85,Elyjah Goss missed Three Point Jumper.,19,14
9:02,2509,Vincent Edwards Defensive Rebound.,19,14
8:50,2509,Vincent Edwards made Jumper.,19,16
8:34,85,Ron Patterson Turnover.,19,16
8:33,2509,Dakota Mathias Steal.,19,16
8:29,2509,Carsen Edwards made Layup. Assisted by Isaac Haas.,19,18
8:24,85,IUPUI  Timeout,19,18
8:03,85,Maurice Kirby made Layup. Assisted by D.J. McCall.,21,18
7:49,2509,Isaac Haas made Layup. Assisted by Dakota Mathias.,21,20
7:32,85,Maurice Kirby missed Jumper.,21,20
7:32,2509,Carsen Edwards Defensive Rebound.,21,20
7:24,2509,Vincent Edwards missed Three Point Jumper.,21,20
7:24,85,Ron Patterson Defensive Rebound.,21,20
7:02,85,Nick Rogers Turnover.,21,20
7:01,2509,Isaac Haas Steal.,21,20
6:50,2509,Vincent Edwards made Jumper.,21,22
6:32,85,Ron Patterson Turnover.,21,22
6:31,2509,P.J. Thompson Steal.,21,22
6:16,2509,Vincent Edwards Turnover.,21,22
6:16,85,D.J. McCall Steal.,21,22
5:59,85,Nick Rogers missed Three Point Jumper.,21,22
5:59,2509,Carsen Edwards Defensive Rebound.,21,22
5:47,85,Foul on Nick Rogers.,21,22
5:47,2509,Isaac Haas made Free Throw.,21,23
5:47,2509,Isaac Haas made Free Throw.,21,24
5:36,85,Aaron Brennan missed Three Point Jumper.,21,24
5:36,2509,Isaac Haas Defensive Rebound.,21,24
5:26,2509,Carsen Edwards made Jumper.,21,26
5:06,2509,Foul on Carsen Edwards.,21,26
5:06,85,Aaron Brennan made Free Throw.,22,26
5:06,85,Aaron Brennan made Free Throw.,23,26
4:52,2509,Carsen Edwards missed Three Point Jumper.,23,26
4:52,85,Jaylen Minnett Defensive Rebound.,23,26
4:41,85,Aaron Brennan made Layup. Assisted by Maurice Kirby.,25,26
4:24,2509,Matt Haarms made Layup. Assisted by Ryan Cline.,25,28
3:52,85,Nick Rogers missed Jumper.,25,28
3:52,85,Maurice Kirby Offensive Rebound.,25,28
3:50,85,Maurice Kirby made Jumper.,27,28
3:32,2509,Ryan Cline made Three Point Jumper. Assisted by P.J. Thompson.,27,31
3:13,85,Aaron Brennan missed Three Point Jumper.,27,31
3:13,2509,Carsen Edwards Defensive Rebound.,27,31
3:05,2509,Carsen Edwards made Layup.,27,33
3:05,85,Foul on Aaron Brennan.,27,33
3:05,2509,Official TV Timeout,27,33
3:05,2509,Carsen Edwards made Free Throw.,27,34
2:43,85,Maurice Kirby made Jumper. Assisted by T.J. Henderson.,29,34
2:29,2509,Dakota Mathias missed Three Point Jumper.,29,34
2:29,85,Maurice Kirby Defensive Rebound.,29,34
2:12,85,D.J. McCall made Jumper.,31,34
1:50,2509,Ryan Cline made Three Point Jumper. Assisted by Dakota Mathias.,31,37
1:16,85,T.J. Henderson missed Jumper.,31,37
1:16,2509,Vincent Edwards Block.,31,37
1:16,85,IUPUI Offensive Rebound.,31,37
1:15,85,Elyjah Goss missed Three Point Jumper.,31,37
1:15,2509,P.J. Thompson Defensive Rebound.,31,37
1:01,2509,Ryan Cline missed Three Point Jumper.,31,37
1:01,85,IUPUI Defensive Rebound.,31,37
0:32,85,Jaylen Minnett missed Three Point Jumper.,31,37
0:32,2509,Vincent Edwards Defensive Rebound.,31,37
0:03,2509,P.J. Thompson made Three Point Jumper. Assisted by Ryan Cline.,31,40
0:00,2509,End of 1st half,31,40
19:48,2509,Carsen Edwards Turnover.,31,40
19:47,85,D.J. McCall Steal.,31,40
19:20,85,Nick Rogers missed Three Point Jumper.,31,40
19:20,2509,Vincent Edwards Defensive Rebound.,31,40
19:10,2509,Carsen Edwards made Jumper. Assisted by P.J. Thompson.,31,42
19:05,85,Evan Hall Turnover.,31,42
19:04,2509,P.J. Thompson Steal.,31,42
18:56,2509,Dakota Mathias Turnover.,31,42
18:55,85,D.J. McCall Steal.,31,42
18:52,85,Nick Rogers Turnover.,31,42
18:34,85,Foul on D.J. McCall.,31,42
18:25,2509,Carsen Edwards made Layup.,31,44
17:54,85,Aaron Brennan missed Layup.,31,44
17:54,2509,Vincent Edwards Defensive Rebound.,31,44
17:42,2509,Carsen Edwards made Three Point Jumper. Assisted by P.J. Thompson.,31,47
17:39,85,IUPUI  Timeout,31,47
17:39,2509,Official TV Timeout,31,47
17:23,85,D.J. McCall Turnover.,31,47
17:23,2509,Vincent Edwards Steal.,31,47
17:23,85,Foul on Aaron Brennan.,31,47
17:11,2509,Dakota Mathias made Three Point Jumper. Assisted by Vincent Edwards.,31,50
17:09,85,Foul on Evan Hall.,31,50
17:09,85,Technical Foul on Evan Hall.,31,50
17:03,2509,Vincent Edwards made Free Throw.,31,51
17:03,2509,Vincent Edwards made Free Throw.,31,52
16:52,85,Ron Patterson missed Three Point Jumper.,31,52
16:52,85,Aaron Brennan Offensive Rebound.,31,52
16:45,85,Nick Rogers Turnover.,31,52
16:44,2509,Carsen Edwards Steal.,31,52
16:32,2509,Isaac Haas made Layup. Assisted by P.J. Thompson.,31,54
16:16,85,Maurice Kirby made Layup. Assisted by Ron Patterson.,33,54
15:55,2509,Carsen Edwards missed Jumper.,33,54
15:55,2509,Vincent Edwards Offensive Rebound.,33,54
15:53,2509,Foul on Vincent Edwards.,33,54
15:53,2509,Vincent Edwards Turnover.,33,54
15:53,2509,Official TV Timeout,33,54
15:37,85,Maurice Kirby missed Layup.,33,54
15:37,2509,Isaac Haas Defensive Rebound.,33,54
15:33,2509,Isaac Haas Turnover.,33,54
15:06,85,Foul on Maurice Kirby.,33,54
15:06,85,Maurice Kirby Turnover.,33,54
14:52,2509,Dakota Mathias missed Three Point Jumper.,33,54
14:52,85,Jaylen Minnett Defensive Rebound.,33,54
14:42,85,Jaylen Minnett missed Layup.,33,54
14:42,2509,Isaac Haas Defensive Rebound.,33,54
14:32,2509,Carsen Edwards made Layup. Assisted by Dakota Mathias.,33,56
14:02,85,Ron Patterson missed Three Point Jumper.,33,56
14:02,2509,Isaac Haas Defensive Rebound.,33,56
13:48,2509,Isaac Haas made Jumper. Assisted by P.J. Thompson.,33,58
13:35,85,Maurice Kirby made Jumper.,35,58
13:22,2509,P.J. Thompson missed Three Point Jumper.,35,58
13:22,85,Elyjah Goss Defensive Rebound.,35,58
13:13,85,Jaylen Minnett made Layup.,37,58
13:13,2509,Foul on Dakota Mathias.,37,58
13:13,85,Jaylen Minnett made Free Throw.,38,58
12:55,2509,Nojel Eastern missed Jumper.,38,58
12:55,85,D.J. McCall Defensive Rebound.,38,58
12:40,85,D.J. McCall missed Jumper.,38,58
12:40,2509,Vincent Edwards Defensive Rebound.,38,58
12:31,2509,Dakota Mathias missed Three Point Jumper.,38,58
12:31,85,Elyjah Goss Defensive Rebound.,38,58
12:12,85,T.J. Henderson made Jumper.,40,58
11:56,2509,Vincent Edwards missed Jumper.,40,58
11:56,2509,Vincent Edwards Offensive Rebound.,40,58
11:52,85,Foul on Elyjah Goss.,40,58
11:52,2509,Official TV Timeout,40,58
11:52,2509,Vincent Edwards made Free Throw.,40,59
11:52,2509,Vincent Edwards made Free Throw.,40,60
11:31,2509,Foul on Matt Haarms.,40,60
11:31,85,Evan Hall missed Free Throw.,40,60
11:31,85,IUPUI Deadball Team Rebound.,40,60
11:31,85,Evan Hall missed Free Throw.,40,60
11:31,2509,Ryan Cline Defensive Rebound.,40,60
11:02,2509,Carsen Edwards made Three Point Jumper. Assisted by Ryan Cline.,40,63
10:42,85,Elyjah Goss Turnover.,40,63
10:16,2509,Vincent Edwards made Layup.,40,65
9:55,85,Evan Hall Turnover.,40,65
9:54,2509,Carsen Edwards Steal.,40,65
9:50,2509,Carsen Edwards missed Layup.,40,65
9:50,85,T.J. Henderson Defensive Rebound.,40,65
9:47,85,D.J. McCall missed Jumper.,40,65
9:46,2509,Purdue Deadball Team Rebound.,40,65
9:45,85,Foul on D.J. McCall.,40,65
9:34,2509,Carsen Edwards missed Three Point Jumper.,40,65
9:34,2509,Matt Haarms Offensive Rebound.,40,65
9:32,2509,Ryan Cline made Three Point Jumper. Assisted by Matt Haarms.,40,68
9:15,85,Evan Hall Turnover.,40,68
9:14,2509,Nojel Eastern Steal.,40,68
9:12,2509,Nojel Eastern made Layup. Assisted by Carsen Edwards.,40,70
9:05,85,IUPUI  Timeout,40,70
8:53,85,Evan Hall missed Jumper.,40,70
8:53,2509,Matt Haarms Block.,40,70
8:52,85,D.J. McCall Offensive Rebound.,40,70
8:51,85,D.J. McCall missed Jumper.,40,70
8:51,2509,Ryan Cline Defensive Rebound.,40,70
8:41,2509,Carsen Edwards made Layup.,40,72
8:04,2509,Foul on Matt Haarms.,40,72
8:04,85,T.J. Henderson made Free Throw.,41,72
8:04,85,T.J. Henderson made Free Throw.,42,72
7:49,85,Foul on Elyjah Goss.,42,72
7:49,2509,Official TV Timeout,42,72
7:49,2509,Matt Haarms made Free Throw.,42,73
7:49,2509,Matt Haarms made Free Throw.,42,74
7:25,85,Maurice Kirby Turnover.,42,74
7:09,2509,Nojel Eastern missed Jumper.,42,74
7:09,85,Evan Hall Block.,42,74
7:08,85,Nick Rogers Defensive Rebound.,42,74
7:04,85,Aaron Brennan made Layup. Assisted by Nick Rogers.,44,74
6:40,2509,Dakota Mathias missed Three Point Jumper.,44,74
6:40,85,IUPUI Deadball Team Rebound.,44,74
6:37,2509,Foul on Nojel Eastern.,44,74
6:10,85,Ron Patterson missed Jumper.,44,74
6:10,2509,Purdue Deadball Team Rebound.,44,74
5:54,2509,Ryan Cline missed Three Point Jumper.,44,74
5:54,85,Aaron Brennan Defensive Rebound.,44,74
5:40,85,Maurice Kirby made Jumper.,46,74
5:13,2509,Matt Haarms missed Three Point Jumper.,46,74
5:13,2509,Nojel Eastern Offensive Rebound.,46,74
5:09,2509,Nojel Eastern made Layup.,46,76
4:54,85,Ron Patterson made Three Point Jumper.,49,76
4:31,2509,Nojel Eastern made Three Point Jumper. Assisted by Ryan Cline.,49,79
4:16,85,Aaron Brennan missed Three Point Jumper.,49,79
4:16,85,IUPUI Offensive Rebound.,49,79
4:03,85,Maurice Kirby missed Jumper.,49,79
4:03,2509,Grady Eifert Defensive Rebound.,49,79
3:45,2509,Nojel Eastern made Layup. Assisted by P.J. Thompson.,49,81
3:26,85,Aaron Brennan missed Layup.,49,81
3:26,85,Maurice Kirby Offensive Rebound.,49,81
3:24,85,Maurice Kirby made Two Point Tip Shot.,51,81
3:06,85,Foul on T.J. Henderson.,51,81
3:04,2509,Official TV Timeout,51,81
3:04,2509,Jacquil Taylor made Free Throw.,51,82
3:04,2509,Jacquil Taylor made Free Throw.,51,83
2:39,85,Nick Rogers made Three Point Jumper. Assisted by Jaylen Minnett.,54,83
2:16,2509,Eden Ewing missed Three Point Jumper.,54,83
2:16,85,Maurice Kirby Defensive Rebound.,54,83
1:58,85,Elyjah Goss made Layup.,56,83
1:41,2509,Nojel Eastern missed Jumper.,56,83
1:41,85,Elyjah Goss Defensive Rebound.,56,83
1:32,85,Foul on Elyjah Goss.,56,83
1:32,85,Elyjah Goss Turnover.,56,83
1:24,2509,Tommy Luce Turnover.,56,83
1:07,2509,Foul on Eden Ewing.,56,83
1:00,85,Jaylen Minnett made Three Point Jumper. Assisted by Chad Hudson.,59,83
0:46,85,Foul on Chad Hudson.,59,83
0:46,2509,Tommy Luce missed Free Throw.,59,83
0:46,2509,Purdue Deadball Team Rebound.,59,83
0:46,2509,Tommy Luce made Free Throw.,59,84
0:42,2509,Foul on Tommy Luce.,59,84
0:42,85,Chad Hudson missed Free Throw.,59,84
0:42,85,Elyjah Goss Offensive Rebound.,59,84
0:39,85,Elyjah Goss Turnover.,59,84
0:39,2509,Nojel Eastern Steal.,59,84
0:25,2509,Eden Ewing made Jumper. Assisted by Tommy Luce.,59,86
0:13,85,Chad Hudson made Jumper.,61,86
0:00,2509,End of Game,61,86
