Notre Dame College,Error,Cleveland State,325
6:49,325,Dontel Highsmith Offensive Rebound.,43,69
6:45,325,Bobby Word missed Three Point Jumper.,43,69
6:45,-1,Angelo Cugini Defensive Rebound.,43,69
6:37,-1,Halil Parks missed Three Point Jumper.,43,69
6:37,325,Stefan Kenic Defensive Rebound.,43,69
6:19,-1,Foul on Daniel Atcheson.,43,69
6:00,-1,Foul on Daniel Atcheson.,43,69
6:00,325,Dontel Highsmith made Free Throw.,43,70
6:00,325,Dontel Highsmith missed Free Throw.,43,70
6:00,325,Stefan Kenic Offensive Rebound.,43,70
5:52,325,Bobby Word made Three Point Jumper. Assisted by Dontel Highsmith.,43,73
5:44,-1,Cole Hayes missed Jumper.,43,73
5:44,325,Kasheem Thomas Defensive Rebound.,43,73
5:37,325,Stefan Kenic made Three Point Jumper. Assisted by Kasheem Thomas.,43,76
5:12,-1,Daniel Atcheson made Layup.,45,76
4:53,-1,Foul on Daniel Atcheson.,45,76
4:53,325,Stefan Kenic made Free Throw.,45,77
4:53,325,Stefan Kenic missed Free Throw.,45,77
4:53,-1,Angelo Cugini Defensive Rebound.,45,77
4:32,-1,Daniel Atcheson missed Jumper.,45,77
4:32,325,Kasheem Thomas Defensive Rebound.,45,77
4:25,325,Stefan Kenic made Layup.,45,79
4:08,-1,Halil Parks made Layup.,47,79
3:56,325,Bobby Word made Three Point Jumper.,47,82
3:36,-1,Daniel Atcheson missed Jumper.,47,82
3:36,325,Bobby Word Defensive Rebound.,47,82
3:28,325,Dontel Highsmith missed Three Point Jumper.,47,82
3:28,-1,Halil Parks Defensive Rebound.,47,82
3:17,-1,Angelo Cugini Turnover.,47,82
3:13,325,Dontel Highsmith Steal.,47,82
3:12,325,Kenny Carpenter made Layup. Assisted by Dontel Highsmith.,47,84
2:45,-1,Cole Hayes made Three Point Jumper. Assisted by Jack Kelsheimer.,50,84
2:27,325,Kasheem Thomas missed Jumper.,50,84
2:27,-1,Halil Parks Defensive Rebound.,50,84
2:21,-1,Halil Parks made Three Point Jumper.,53,84
2:06,325,Bobby Word made Three Point Jumper. Assisted by Kasheem Thomas.,53,87
1:48,-1,Cole Hayes missed Three Point Jumper.,53,87
1:48,-1,Halil Parks Offensive Rebound.,53,87
1:46,325,Foul on Bobby Word.,53,87
1:46,325,Official TV Timeout,53,87
1:46,-1,Halil Parks made Free Throw.,54,87
1:46,-1,Halil Parks made Free Throw.,55,87
1:31,325,Shawn Christian Jr. missed Three Point Jumper.,55,87
1:31,325,Terrell Hales Offensive Rebound.,55,87
1:19,325,Kasheem Thomas missed Layup.,55,87
1:19,325,David Payne Offensive Rebound.,55,87
0:58,325,Kasheem Thomas made Layup.,55,89
0:42,-1,Daniel Atcheson missed Three Point Jumper.,55,89
0:42,-1,Oliver Megins Offensive Rebound.,55,89
0:39,-1,Oliver Megins missed Two Point Tip Shot.,55,89
0:39,-1,Aaron Beidlman Offensive Rebound.,55,89
0:36,-1,Aaron Beidlman missed Jumper.,55,89
0:36,-1,Notre Dame College Offensive Rebound.,55,89
0:34,325,Foul on Kasheem Thomas.,55,89
0:34,-1,Oliver Megins made Free Throw.,56,89
0:34,-1,Oliver Megins missed Free Throw.,56,89
0:34,325,David Payne Defensive Rebound.,56,89
0:14,325,David Payne missed Three Point Jumper.,56,89
0:14,325,Jamarcus Hairston Offensive Rebound.,56,89
0:00,325,End of Game,56,89
