Mercy,Error,Wagner,2681
14:40,2681,Blake Francis made Jumper.,4,4
14:21,-1,Chris Myers made Layup.,6,4
14:09,2681,Elijah Davis missed Three Point Jumper.,6,4
14:09,-1,Sal Barbetto Defensive Rebound.,6,4
13:45,-1,Brendon Smith made Layup. Assisted by Sal Barbetto.,8,4
13:39,-1,Foul on Chris Myers.,8,4
13:31,2681,JoJo Cooper missed Layup.,8,4
13:31,-1,Dequawne Richards Defensive Rebound.,8,4
13:27,-1,Dequawne Richards Turnover.,8,4
13:26,2681,Chase Freeman Steal.,8,4
13:26,-1,Foul on Dequawne Richards.,8,4
13:26,2681,Chase Freeman made Free Throw.,8,5
13:26,2681,Chase Freeman made Free Throw.,8,6
13:04,-1,Henoc Bienne Turnover.,8,6
13:03,2681,Blake Francis Steal.,8,6
12:56,2681,Chase Freeman missed Three Point Jumper.,8,6
12:56,2681,Elijah Davis Offensive Rebound.,8,6
12:36,2681,Elijah Davis missed Three Point Jumper.,8,6
12:36,-1,Kelvin Howard Defensive Rebound.,8,6
12:20,-1,Chris Myers missed Jumper.,8,6
12:20,2681,AJ Sumbry Defensive Rebound.,8,6
12:15,2681,JoJo Cooper made Layup. Assisted by AJ Sumbry.,8,8
11:56,-1,Henoc Bienne missed Three Point Jumper.,8,8
11:56,-1,Mercy Offensive Rebound.,8,8
11:54,2681,Foul on JoJo Cooper.,8,8
11:54,2681,Official TV Timeout,8,8
11:52,-1,Marko Kozul missed Layup.,8,8
11:52,2681,AJ Sumbry Defensive Rebound.,8,8
11:40,2681,Chase Freeman missed Layup.,8,8
11:40,2681,Wagner Offensive Rebound.,8,8
11:25,2681,Chase Freeman Defensive Rebound.,8,8
11:25,-1,Dequawne Richards missed Jumper.,8,8
10:57,2681,JoJo Cooper missed Jumper.,8,8
10:57,-1,Chris Myers Defensive Rebound.,8,8
10:50,-1,Dequawne Richards missed Three Point Jumper.,8,8
10:50,2681,Chase Freeman Defensive Rebound.,8,8
10:42,-1,Foul on Kelvin Howard.,8,8
10:25,2681,Blake Francis Turnover.,8,8
10:04,-1,Henoc Bienne missed Layup.,8,8
10:04,2681,AJ Sumbry Block.,8,8
10:02,-1,Henoc Bienne Offensive Rebound.,8,8
10:01,-1,Henoc Bienne Turnover.,8,8
10:00,2681,Blake Francis Steal.,8,8
9:57,2681,JoJo Cooper missed Layup.,8,8
9:57,2681,AJ Sumbry Offensive Rebound.,8,8
9:36,2681,JoJo Cooper missed Layup.,8,8
9:36,2681,Jamar Brown Offensive Rebound.,8,8
9:32,-1,Foul on Henoc Bienne.,8,8
9:32,2681,Jamar Brown made Free Throw.,8,9
9:32,2681,Jamar Brown missed Free Throw.,8,9
9:32,-1,Chris Myers Defensive Rebound.,8,9
9:24,-1,Marko Kozul missed Jumper.,8,9
9:24,-1,Kelvin Howard Offensive Rebound.,8,9
9:16,2681,Foul on Jamar Brown.,8,9
9:13,-1,Dequawne Richards missed Layup.,8,9
9:13,2681,Nick Madray Block.,8,9
9:11,-1,Marko Kozul Offensive Rebound.,8,9
9:08,-1,Marko Kozul missed Layup.,8,9
9:08,2681,Tyler Plummer Block.,8,9
9:06,-1,Dequawne Richards Offensive Rebound.,8,9
9:05,-1,Dequawne Richards made Layup.,10,9
8:44,2681,Blake Francis made Jumper.,10,11
8:19,-1,Marko Kozul missed Layup.,10,11
8:19,2681,Shack Scott Defensive Rebound.,10,11
7:50,2681,JoJo Cooper made Jumper.,10,13
7:24,-1,Kelvin Howard missed Three Point Jumper.,10,13
7:24,2681,Wagner Defensive Rebound.,10,13
7:21,-1,Foul on Henoc Bienne.,10,13
7:21,2681,Official TV Timeout,10,13
6:56,-1,Foul on Bryan Griffin.,10,13
6:56,2681,Nick Madray missed Free Throw.,10,13
6:56,2681,Wagner Deadball Team Rebound.,10,13
6:56,2681,Nick Madray made Free Throw.,10,14
6:47,-1,Dequawne Richards Turnover.,10,14
6:34,2681,Nick Madray missed Layup.,10,14
6:34,2681,Elijah Davis Offensive Rebound.,10,14
6:31,2681,Elijah Davis missed Layup.,10,14
6:31,2681,Tyler Plummer Offensive Rebound.,10,14
6:23,2681,JoJo Cooper made Three Point Jumper.,10,17
6:06,-1,Dequawne Richards missed Layup.,10,17
6:06,-1,Bryan Griffin Offensive Rebound.,10,17
6:01,2681,Foul on Tyler Plummer.,10,17
6:01,-1,Bryan Griffin made Free Throw.,11,17
6:01,-1,Bryan Griffin made Free Throw.,12,17
5:47,2681,JoJo Cooper missed Jumper.,12,17
5:47,2681,Elijah Davis Offensive Rebound.,12,17
5:43,2681,Elijah Davis made Layup.,12,19
5:23,-1,Daquon Ervin Turnover.,12,19
5:23,-1,Foul on Daquon Ervin.,12,19
5:08,-1,Foul on Kelvin Howard.,12,19
5:08,2681,AJ Sumbry missed Free Throw.,12,19
5:08,2681,Wagner Deadball Team Rebound.,12,19
5:08,2681,AJ Sumbry made Free Throw.,12,20
4:48,-1,Sal Barbetto missed Jumper.,12,20
4:48,2681,Tyler Plummer Defensive Rebound.,12,20
4:40,2681,Elijah Davis missed Layup.,12,20
4:40,-1,Dequawne Richards Block.,12,20
4:38,2681,JoJo Cooper Offensive Rebound.,12,20
4:30,-1,Foul on Bryan Griffin.,12,20
4:30,2681,Elijah Davis made Free Throw.,12,21
4:30,2681,Elijah Davis made Free Throw.,12,22
4:28,2681,Foul on Elijah Davis.,12,22
4:28,-1,Sal Barbetto made Free Throw.,13,22
3:58,2681,Blake Francis missed Three Point Jumper.,13,22
3:58,2681,Wagner Offensive Rebound.,13,22
3:56,2681,Official TV Timeout,13,22
3:46,2681,Chase Freeman missed Jumper.,13,22
3:46,-1,Kelvin Howard Defensive Rebound.,13,22
3:25,-1,Matthew Alectus Turnover.,13,22
3:25,2681,Blake Francis Steal.,13,22
3:25,-1,Foul on Daquon Ervin.,13,22
3:25,2681,Blake Francis made Free Throw.,13,23
3:25,2681,Blake Francis made Free Throw.,13,24
3:25,-1,Mercy  Timeout,13,24
3:19,-1,Matthew Alectus missed Jumper.,13,24
3:19,2681,AJ Sumbry Defensive Rebound.,13,24
2:45,2681,JoJo Cooper Turnover.,13,24
2:43,-1,Brendon Smith Steal.,13,24
2:37,-1,Amir Atkins missed Three Point Jumper.,13,24
2:37,2681,AJ Sumbry Defensive Rebound.,13,24
2:29,2681,JoJo Cooper Turnover.,13,24
2:29,2681,Foul on JoJo Cooper.,13,24
2:11,-1,Daquon Ervin made Jumper.,15,24
1:47,2681,AJ Sumbry Turnover.,15,24
1:47,2681,Foul on AJ Sumbry.,15,24
1:33,2681,Foul on Elijah Davis.,15,24
1:33,-1,Kelvin Howard made Free Throw.,16,24
1:33,-1,Kelvin Howard made Free Throw.,17,24
1:33,-1,Kelvin Howard made Free Throw.,18,24
1:15,2681,Chase Freeman made Layup.,18,26
1:15,-1,Foul on Amir Atkins.,18,26
1:15,2681,Chase Freeman made Free Throw.,18,27
0:52,-1,Daquon Ervin missed Jumper.,18,27
0:52,2681,AJ Sumbry Block.,18,27
0:51,2681,AJ Sumbry Defensive Rebound.,18,27
0:44,-1,Foul on Matthew Alectus.,18,27
0:44,2681,Blake Francis made Free Throw.,18,28
0:44,2681,Blake Francis made Free Throw.,18,29
0:44,2681,Blake Francis made Free Throw.,18,30
0:27,2681,Foul on Chase Freeman.,18,30
0:27,-1,Daquon Ervin missed Free Throw.,18,30
0:27,-1,Mercy Deadball Team Rebound.,18,30
0:27,-1,Daquon Ervin missed Free Throw.,18,30
0:27,2681,Chase Freeman Defensive Rebound.,18,30
0:24,2681,Wagner  Timeout,18,30
0:00,2681,End of 1st half,18,30
19:36,-1,Dequawne Richards missed Jumper.,18,30
19:36,2681,Jamar Brown Defensive Rebound.,18,30
19:26,2681,Elijah Davis missed Layup.,18,30
19:26,2681,JoJo Cooper Offensive Rebound.,18,30
19:11,-1,Foul on Brendon Smith.,18,30
19:11,2681,Jamar Brown made Free Throw.,18,31
19:11,2681,Jamar Brown missed Free Throw.,18,31
19:11,-1,Dequawne Richards Defensive Rebound.,18,31
18:57,-1,Brendon Smith missed Layup.,18,31
18:57,2681,Wagner Defensive Rebound.,18,31
18:56,-1,Foul on Brendon Smith.,18,31
18:42,2681,Devin Liggeons missed Three Point Jumper.,18,31
18:42,-1,Mercy Defensive Rebound.,18,31
18:17,-1,Chris Myers Turnover.,18,31
18:16,2681,Devin Liggeons Steal.,18,31
18:14,2681,JoJo Cooper made Layup. Assisted by Blake Francis.,18,33
18:06,-1,Sal Barbetto Turnover.,18,33
18:05,2681,JoJo Cooper Steal.,18,33
18:03,2681,JoJo Cooper made Layup.,18,35
18:03,-1,Mercy  Timeout,18,35
18:03,2681,Official TV Timeout,18,35
17:49,-1,Matthew Alectus Turnover.,18,35
17:47,2681,Blake Francis Steal.,18,35
17:46,2681,Blake Francis made Layup.,18,37
17:16,-1,Chris Myers missed Three Point Jumper.,18,37
17:16,-1,Kelvin Howard Offensive Rebound.,18,37
17:11,-1,Brendon Smith made Dunk. Assisted by Kelvin Howard.,20,37
16:54,2681,Blake Francis missed Three Point Jumper.,20,37
16:54,-1,Chris Myers Defensive Rebound.,20,37
16:45,-1,Chris Myers missed Layup.,20,37
16:45,2681,Jamar Brown Block.,20,37
16:43,2681,Devin Liggeons Defensive Rebound.,20,37
16:41,2681,Devin Liggeons Turnover.,20,37
16:40,-1,Sal Barbetto Steal.,20,37
16:35,-1,Kelvin Howard missed Three Point Jumper.,20,37
16:35,2681,Elijah Davis Defensive Rebound.,20,37
16:29,2681,JoJo Cooper missed Three Point Jumper.,20,37
16:29,2681,Devin Liggeons Offensive Rebound.,20,37
16:21,2681,Elijah Davis missed Layup.,20,37
16:21,2681,Jamar Brown Offensive Rebound.,20,37
16:18,2681,Jamar Brown made Two Point Tip Shot.,20,39
15:59,-1,Matthew Alectus missed Layup.,20,39
15:59,2681,Devin Liggeons Defensive Rebound.,20,39
15:54,2681,JoJo Cooper made Layup. Assisted by Devin Liggeons.,20,41
15:54,-1,Foul on Sal Barbetto.,20,41
15:54,2681,Official TV Timeout,20,41
15:52,2681,JoJo Cooper missed Free Throw.,20,41
15:52,-1,Brendon Smith Defensive Rebound.,20,41
15:32,-1,Brendon Smith missed Jumper.,20,41
15:32,2681,JoJo Cooper Defensive Rebound.,20,41
15:20,2681,Devin Liggeons missed Layup.,20,41
15:20,2681,AJ Sumbry Offensive Rebound.,20,41
14:55,2681,JoJo Cooper missed Three Point Jumper.,20,41
14:55,-1,Sal Barbetto Defensive Rebound.,20,41
14:47,2681,Foul on Chase Freeman.,20,41
14:45,-1,Sal Barbetto missed Jumper.,20,41
14:45,2681,Elijah Davis Defensive Rebound.,20,41
14:36,2681,Chase Freeman Turnover.,20,41
14:27,-1,Chris Myers Turnover.,20,41
14:14,2681,Jamar Brown made Layup.,20,43
13:50,2681,Foul on Jamar Brown.,20,43
13:36,-1,Bryan Griffin made Jumper. Assisted by Shannon Denny.,22,43
13:15,2681,Devin Liggeons missed Three Point Jumper.,22,43
13:15,2681,Tyler Plummer Offensive Rebound.,22,43
13:08,-1,Foul on Henoc Bienne.,22,43
12:47,2681,Devin Liggeons Turnover.,22,43
12:31,-1,Daquon Ervin missed Jumper.,22,43
12:31,2681,Tyler Plummer Defensive Rebound.,22,43
12:23,2681,Tyler Plummer Turnover.,22,43
12:10,-1,Henoc Bienne missed Three Point Jumper.,22,43
12:10,2681,AJ Sumbry Defensive Rebound.,22,43
12:04,-1,Foul on Henoc Bienne.,22,43
11:45,2681,JoJo Cooper missed Jumper.,22,43
11:45,-1,Henoc Bienne Defensive Rebound.,22,43
11:38,-1,Henoc Bienne made Layup.,24,43
11:20,2681,Blake Francis made Three Point Jumper. Assisted by JoJo Cooper.,24,46
11:08,-1,Henoc Bienne Turnover.,24,46
11:06,2681,Tyler Plummer Steal.,24,46
11:05,2681,Tyler Plummer made Dunk.,24,48
10:52,-1,Shannon Denny missed Layup.,24,48
10:52,2681,Devin Liggeons Block.,24,48
10:50,2681,Devin Liggeons Defensive Rebound.,24,48
10:47,2681,AJ Sumbry made Dunk. Assisted by Blake Francis.,24,50
10:40,2681,Official TV Timeout,24,50
10:31,-1,Daquon Ervin Turnover.,24,50
10:31,2681,JoJo Cooper Steal.,24,50
10:27,2681,Tyler Plummer missed Three Point Jumper.,24,50
10:27,-1,Kelvin Howard Defensive Rebound.,24,50
10:18,-1,Amir Atkins missed Layup.,24,50
10:18,2681,AJ Sumbry Block.,24,50
10:16,-1,Amir Atkins Offensive Rebound.,24,50
10:05,-1,Bryan Griffin missed Jumper.,24,50
10:05,2681,Tyler Plummer Defensive Rebound.,24,50
9:41,2681,JoJo Cooper made Three Point Jumper. Assisted by Blake Francis.,24,53
9:20,-1,Bryan Griffin Turnover.,24,53
9:19,2681,JoJo Cooper Steal.,24,53
9:17,2681,JoJo Cooper made Layup. Assisted by Blake Francis.,24,55
9:01,-1,Sal Barbetto Turnover.,24,55
9:00,2681,Blake Francis Steal.,24,55
8:55,2681,Blake Francis missed Three Point Jumper.,24,55
8:55,-1,Daquon Ervin Defensive Rebound.,24,55
8:27,-1,Chris Myers missed Layup.,24,55
8:27,-1,Dequawne Richards Offensive Rebound.,24,55
8:23,-1,Dequawne Richards made Two Point Tip Shot.,26,55
8:23,-1,Foul on Marko Kozul.,26,55
8:12,-1,Foul on Matthew Alectus.,26,55
8:12,2681,Devin Liggeons made Free Throw.,26,56
8:12,2681,Devin Liggeons made Free Throw.,26,57
7:57,-1,Matthew Alectus missed Three Point Jumper.,26,57
7:57,2681,Devin Liggeons Defensive Rebound.,26,57
7:45,-1,Foul on Sal Barbetto.,26,57
7:45,2681,Official TV Timeout,26,57
7:45,2681,Jamar Brown missed Free Throw.,26,57
7:45,2681,Devin Liggeons Offensive Rebound.,26,57
7:43,2681,Devin Liggeons made Layup.,26,59
7:29,-1,Matthew Alectus missed Three Point Jumper.,26,59
7:29,-1,Dequawne Richards Offensive Rebound.,26,59
7:24,-1,Dequawne Richards made Two Point Tip Shot.,28,59
7:06,2681,Jamar Brown Turnover.,28,59
7:06,2681,Foul on Jamar Brown.,28,59
6:37,-1,Dequawne Richards made Three Point Jumper. Assisted by Chris Myers.,31,59
6:14,2681,Chase Freeman made Three Point Jumper. Assisted by Blake Francis.,31,62
5:56,-1,Sal Barbetto made Layup.,33,62
5:44,2681,Elijah Davis missed Three Point Jumper.,33,62
5:44,2681,AJ Sumbry Offensive Rebound.,33,62
5:30,2681,Elijah Davis missed Three Point Jumper.,33,62
5:30,-1,Matthew Alectus Defensive Rebound.,33,62
5:21,-1,Matthew Alectus Turnover.,33,62
5:20,2681,Blake Francis Steal.,33,62
5:16,2681,Elijah Davis made Layup. Assisted by Tyler Plummer.,33,64
4:58,-1,Dequawne Richards made Three Point Jumper. Assisted by Marko Kozul.,36,64
4:36,2681,Elijah Davis made Jumper.,36,66
4:23,-1,Marko Kozul missed Three Point Jumper.,36,66
4:23,-1,Dequawne Richards Offensive Rebound.,36,66
4:18,-1,Dequawne Richards missed Layup.,36,66
4:18,2681,Blake Francis Defensive Rebound.,36,66
4:13,2681,Jamar Brown made Dunk. Assisted by Elijah Davis.,36,68
3:48,-1,Dequawne Richards Turnover.,36,68
3:46,2681,Blake Francis Steal.,36,68
3:44,2681,Blake Francis made Layup.,36,70
3:37,-1,Sal Barbetto missed Three Point Jumper.,36,70
3:37,2681,Tyler Plummer Defensive Rebound.,36,70
3:29,2681,Elijah Davis made Layup. Assisted by Chase Freeman.,36,72
3:16,2681,Official TV Timeout,36,72
2:56,2681,Foul on Tyler Plummer.,36,72
2:56,-1,Matthew Alectus made Free Throw.,37,72
2:56,-1,Matthew Alectus made Free Throw.,38,72
2:35,2681,Chase Freeman missed Three Point Jumper.,38,72
2:35,-1,Chris Myers Defensive Rebound.,38,72
2:24,-1,Matthew Alectus missed Jumper.,38,72
2:24,2681,Devin Liggeons Defensive Rebound.,38,72
2:16,2681,Jamar Brown missed Layup.,38,72
2:16,-1,Bryan Griffin Block.,38,72
2:16,2681,Wagner Offensive Rebound.,38,72
2:12,2681,Blake Francis missed Three Point Jumper.,38,72
2:12,-1,Bryan Griffin Defensive Rebound.,38,72
1:57,-1,Chris Myers missed Jumper.,38,72
1:57,2681,Devin Liggeons Defensive Rebound.,38,72
1:51,2681,Blake Francis made Three Point Jumper. Assisted by Devin Liggeons.,38,75
1:32,-1,Shannon Denny made Three Point Jumper. Assisted by Chris Myers.,41,75
1:22,2681,Wagner  Timeout,41,75
1:05,2681,Devin Liggeons missed Three Point Jumper.,41,75
1:05,-1,Bryan Griffin Defensive Rebound.,41,75
0:53,2681,Foul on Tyler Plummer.,41,75
0:46,-1,Bryan Griffin missed Layup.,41,75
0:46,2681,Nick Madray Defensive Rebound.,41,75
0:28,2681,Nick Madray missed Three Point Jumper.,41,75
0:28,-1,Mercy Defensive Rebound.,41,75
0:13,-1,Bryan Griffin Turnover.,41,75
0:00,2681,End of Game,41,75
