Bradley,2197,Eastern Illinois,71
6:29,2197,Muusa Dama Defensive Rebound.,27,20
6:22,71,Foul on Dwayne Lautier-Ogunleye.,27,20
6:22,2197,Montell Goodwin missed Free Throw.,27,20
6:22,2197,Eastern Illinois Deadball Team Rebound.,27,20
6:22,2197,Montell Goodwin missed Free Throw.,27,20
6:22,2197,Ray Crossland Offensive Rebound.,27,20
6:21,2197,Ray Crossland missed Jumper.,27,20
6:21,71,Callum Barker Defensive Rebound.,27,20
6:03,71,Nate Kennell Turnover.,27,20
6:01,2197,Ray Crossland missed Jumper.,27,20
6:01,2197,Patrick Muldoon Offensive Rebound.,27,20
5:55,2197,Patrick Muldoon made Layup.,27,22
5:40,71,Callum Barker missed Jumper.,27,22
5:40,71,JoJo McGlaston Offensive Rebound.,27,22
5:35,71,JoJo McGlaston made Layup.,29,22
5:19,2197,Ray Crossland made Jumper.,29,24
5:02,71,JoJo McGlaston made Layup.,31,24
4:47,71,Foul on Jayden Hodgson.,31,24
4:47,2197,Ray Crossland made Layup. Assisted by Cornell Johnston.,31,26
4:30,71,Jayden Hodgson made Layup.,33,26
4:05,2197,Montell Goodwin made Three Point Jumper. Assisted by Ray Crossland.,33,29
3:28,71,Darrell Brown missed Three Point Jumper.,33,29
3:28,71,Koch Bar Offensive Rebound.,33,29
3:25,2197,Foul on Patrick Muldoon.,33,29
3:23,2197,Official TV Timeout,33,29
3:19,71,Antoine Pittman missed Three Point Jumper.,33,29
3:19,71,Donte Thomas Offensive Rebound.,33,29
3:15,71,Donte Thomas made Layup.,35,29
2:56,71,Foul on Antoine Pittman.,35,29
2:56,2197,Montell Goodwin missed Free Throw.,35,29
2:56,2197,Eastern Illinois Deadball Team Rebound.,35,29
2:56,2197,Montell Goodwin made Free Throw.,35,30
2:56,2197,Montell Goodwin made Free Throw.,35,31
2:36,71,Donte Thomas missed Jumper.,35,31
2:36,71,Koch Bar Offensive Rebound.,35,31
2:27,71,Koch Bar Turnover.,35,31
2:25,2197,Cornell Johnston Steal.,35,31
2:24,2197,Montell Goodwin missed Three Point Jumper.,35,31
2:24,71,Antoine Pittman Defensive Rebound.,35,31
2:12,71,Darrell Brown made Three Point Jumper. Assisted by Donte Thomas.,38,31
1:52,2197,Ray Crossland made Jumper. Assisted by Montell Goodwin.,38,33
1:41,71,Darrell Brown Turnover.,38,33
1:38,2197,Cornell Johnston Steal.,38,33
1:37,2197,Cornell Johnston missed Jumper.,38,33
1:37,71,Donte Thomas Defensive Rebound.,38,33
1:21,71,Darrell Brown made Layup.,40,33
0:58,2197,Ray Crossland missed Jumper.,40,33
0:58,71,Koch Bar Block.,40,33
0:56,71,Donte Thomas Defensive Rebound.,40,33
0:49,71,Jayden Hodgson missed Layup.,40,33
0:49,71,Koch Bar Offensive Rebound.,40,33
0:47,2197,Foul on Aboubacar Diallo.,40,33
0:47,71,Koch Bar missed Free Throw.,40,33
0:47,71,Bradley Deadball Team Rebound.,40,33
0:47,71,Koch Bar made Free Throw.,41,33
0:29,71,Foul on Antoine Pittman.,41,33
0:29,2197,Demetrius McReynolds made Free Throw.,41,34
0:29,2197,Demetrius McReynolds made Free Throw.,41,35
0:18,71,Darrell Brown Turnover.,41,35
0:01,2197,Ray Crossland made Jumper.,41,37
0:00,2197,End of 1st half,41,37
19:50,71,Bradley  Turnover.,41,37
19:34,2197,Muusa Dama made Layup.,41,39
19:15,71,Koch Bar made Jumper. Assisted by Jayden Hodgson.,43,39
18:54,71,Foul on Antoine Pittman.,43,39
18:54,2197,Demetrius McReynolds made Free Throw.,43,40
18:54,2197,Demetrius McReynolds made Free Throw.,43,41
18:36,71,Foul on Dwayne Lautier-Ogunleye.,43,41
18:36,71,Dwayne Lautier-Ogunleye Turnover.,43,41
18:07,2197,Muusa Dama made Layup.,43,43
17:56,2197,Foul on Ray Crossland.,43,43
17:56,71,JoJo McGlaston missed Free Throw.,43,43
17:56,71,Bradley Deadball Team Rebound.,43,43
17:56,71,JoJo McGlaston missed Free Throw.,43,43
17:56,71,Koch Bar Offensive Rebound.,43,43
17:54,71,Koch Bar made Layup.,45,43
17:54,2197,Foul on Patrick Muldoon.,45,43
17:54,71,Koch Bar missed Free Throw.,45,43
17:54,71,Koch Bar Offensive Rebound.,45,43
17:53,71,JoJo McGlaston missed Three Point Jumper.,45,43
17:53,2197,Montell Goodwin Defensive Rebound.,45,43
17:42,2197,Ray Crossland Turnover.,45,43
17:41,71,Luuk van Bree Steal.,45,43
17:32,71,JoJo McGlaston missed Three Point Jumper.,45,43
17:32,2197,Ray Crossland Defensive Rebound.,45,43
17:07,71,Foul on Jayden Hodgson.,45,43
17:07,2197,Ray Crossland missed Free Throw.,45,43
17:07,2197,Eastern Illinois Deadball Team Rebound.,45,43
17:07,2197,Ray Crossland made Free Throw.,45,44
16:53,71,Luuk van Bree Turnover.,45,44
16:50,2197,Cornell Johnston Steal.,45,44
16:31,2197,Demetrius McReynolds missed Three Point Jumper.,45,44
16:31,71,Nate Kennell Defensive Rebound.,45,44
16:23,71,Dwayne Lautier-Ogunleye made Layup. Assisted by Nate Kennell.,47,44
16:23,2197,Foul on Casey Teson.,47,44
16:23,71,Dwayne Lautier-Ogunleye missed Free Throw.,47,44
16:23,2197,Lucas Jones Defensive Rebound.,47,44
15:57,2197,Demetrius McReynolds missed Jumper.,47,44
15:57,71,Koch Bar Defensive Rebound.,47,44
15:42,71,Darrell Brown missed Three Point Jumper.,47,44
15:42,2197,Demetrius McReynolds Defensive Rebound.,47,44
15:31,71,Foul on Darrell Brown.,47,44
15:26,2197,Official TV Timeout,47,44
15:21,2197,Montell Goodwin missed Three Point Jumper.,47,44
15:21,71,Nate Kennell Defensive Rebound.,47,44
15:11,2197,Foul on Lucas Jones.,47,44
14:52,71,Dwayne Lautier-Ogunleye missed Layup.,47,44
14:52,71,Dwayne Lautier-Ogunleye Offensive Rebound.,47,44
14:47,71,Dwayne Lautier-Ogunleye Turnover.,47,44
14:47,2197,Cornell Johnston Steal.,47,44
14:20,2197,Lucas Jones missed Layup.,47,44
14:20,2197,Ray Crossland Offensive Rebound.,47,44
14:17,2197,Ray Crossland made Layup.,47,46
14:13,71,Luuk van Bree missed Jumper.,47,46
14:13,2197,Eastern Illinois Defensive Rebound.,47,46
13:56,2197,Logan Koch missed Jumper.,47,46
13:56,71,Nate Kennell Block.,47,46
13:53,2197,Muusa Dama Offensive Rebound.,47,46
13:52,71,Foul on Dwayne Lautier-Ogunleye.,47,46
13:27,2197,Montell Goodwin missed Three Point Jumper.,47,46
13:27,71,Callum Barker Defensive Rebound.,47,46
13:14,2197,Foul on Logan Koch.,47,46
13:03,71,Donte Thomas Turnover.,47,46
13:03,2197,Montell Goodwin Steal.,47,46
13:02,71,Foul on JoJo McGlaston.,47,46
13:02,2197,Montell Goodwin made Free Throw.,47,47
13:02,2197,Montell Goodwin missed Free Throw.,47,47
13:02,71,Nate Kennell Defensive Rebound.,47,47
12:59,71,Nate Kennell Turnover.,47,47
12:47,2197,Ray Crossland missed Jumper.,47,47
12:47,71,Nate Kennell Block.,47,47
12:44,71,Donte Thomas Defensive Rebound.,47,47
12:35,71,Nate Kennell missed Three Point Jumper.,47,47
12:35,2197,Muusa Dama Defensive Rebound.,47,47
12:22,2197,Patrick Muldoon missed Jumper.,47,47
12:22,71,Koch Bar Defensive Rebound.,47,47
12:15,71,Nate Kennell made Three Point Jumper. Assisted by Donte Thomas.,50,47
11:46,2197,Ray Crossland made Jumper. Assisted by Cornell Johnston.,50,49
11:38,71,Koch Bar made Layup. Assisted by Darrell Brown.,52,49
11:23,2197,Patrick Muldoon made Layup. Assisted by Ray Crossland.,52,51
10:59,71,Koch Bar missed Jumper.,52,51
10:59,2197,Ray Crossland Block.,52,51
10:56,2197,Ray Crossland Defensive Rebound.,52,51
10:55,2197,Ray Crossland made Layup.,52,53
10:54,71,Foul on Nate Kennell.,52,53
10:54,2197,Official TV Timeout,52,53
10:54,2197,Ray Crossland missed Free Throw.,52,53
10:54,71,Callum Barker Defensive Rebound.,52,53
10:43,71,Darrell Brown Turnover.,52,53
10:42,2197,Ray Crossland Steal.,52,53
10:33,2197,Cornell Johnston missed Three Point Jumper.,52,53
10:33,2197,Ray Crossland Offensive Rebound.,52,53
10:27,2197,Patrick Muldoon made Layup. Assisted by Ray Crossland.,52,55
10:27,71,Foul on Antoine Pittman.,52,55
10:27,2197,Patrick Muldoon made Free Throw.,52,56
10:14,71,Nate Kennell missed Layup.,52,56
10:14,71,Dwayne Lautier-Ogunleye Offensive Rebound.,52,56
10:05,2197,Foul on Ray Crossland.,52,56
9:53,2197,Foul on Muusa Dama.,52,56
9:53,71,Dwayne Lautier-Ogunleye made Free Throw.,53,56
9:53,71,Dwayne Lautier-Ogunleye made Free Throw.,54,56
9:32,2197,Casey Teson made Jumper.,54,58
9:08,71,Luuk van Bree Turnover.,54,58
8:55,2197,Montell Goodwin missed Jumper.,54,58
8:55,71,Dwayne Lautier-Ogunleye Defensive Rebound.,54,58
8:51,2197,Foul on Demetrius McReynolds.,54,58
8:51,71,Dwayne Lautier-Ogunleye made Free Throw.,55,58
8:51,71,Dwayne Lautier-Ogunleye made Free Throw.,56,58
8:31,2197,Casey Teson made Three Point Jumper. Assisted by Montell Goodwin.,56,61
8:17,71,Jayden Hodgson missed Jumper.,56,61
8:17,71,Callum Barker Offensive Rebound.,56,61
8:15,2197,Foul on Montell Goodwin.,56,61
8:15,71,Callum Barker made Free Throw.,57,61
8:15,71,Callum Barker made Free Throw.,58,61
8:02,2197,Muusa Dama made Dunk. Assisted by Montell Goodwin.,58,63
7:49,71,Bradley  Timeout,58,63
7:35,71,Darrell Brown made Jumper.,60,63
7:19,2197,Cornell Johnston made Three Point Jumper. Assisted by Montell Goodwin.,60,66
6:57,2197,Foul on Cornell Johnston.,60,66
6:57,2197,Official TV Timeout,60,66
6:57,71,Darrell Brown missed Free Throw.,60,66
6:57,71,Bradley Deadball Team Rebound.,60,66
6:57,71,Darrell Brown made Free Throw.,61,66
6:40,2197,Montell Goodwin missed Jumper.,61,66
6:40,71,Jayden Hodgson Defensive Rebound.,61,66
6:31,2197,Foul on Ray Crossland.,61,66
6:31,71,Donte Thomas made Free Throw.,62,66
6:31,71,Donte Thomas made Free Throw.,63,66
6:15,71,Foul on Donte Thomas.,63,66
6:15,2197,Patrick Muldoon missed Free Throw.,63,66
6:15,2197,Eastern Illinois Deadball Team Rebound.,63,66
6:15,2197,Patrick Muldoon missed Free Throw.,63,66
6:15,71,Donte Thomas Defensive Rebound.,63,66
6:00,71,Darrell Brown missed Jumper.,63,66
6:00,2197,Muusa Dama Block.,63,66
5:57,71,Donte Thomas Offensive Rebound.,63,66
5:54,71,Donte Thomas missed Jumper.,63,66
5:54,71,Koch Bar Offensive Rebound.,63,66
5:50,2197,Foul on Patrick Muldoon.,63,66
5:50,71,Koch Bar missed Free Throw.,63,66
5:50,71,Bradley Deadball Team Rebound.,63,66
5:50,71,Koch Bar missed Free Throw.,63,66
5:50,2197,Eastern Illinois Defensive Rebound.,63,66
5:26,2197,Muusa Dama made Jumper. Assisted by Cornell Johnston.,63,68
5:10,71,Dwayne Lautier-Ogunleye Turnover.,63,68
5:09,2197,Patrick Muldoon Steal.,63,68
5:04,2197,Patrick Muldoon missed Layup.,63,68
5:04,2197,Muusa Dama Offensive Rebound.,63,68
5:01,2197,Muusa Dama missed Layup.,63,68
5:01,71,Koch Bar Block.,63,68
4:59,71,Koch Bar Defensive Rebound.,63,68
4:54,71,Jayden Hodgson Turnover.,63,68
4:53,2197,Cornell Johnston Steal.,63,68
4:53,71,Foul on Darrell Brown.,63,68
4:53,2197,Cornell Johnston made Free Throw.,63,69
4:53,2197,Cornell Johnston made Free Throw.,63,70
4:33,71,Luuk van Bree missed Jumper.,63,70
4:33,71,JoJo McGlaston Offensive Rebound.,63,70
4:28,71,JoJo McGlaston made Layup.,65,70
4:08,2197,Casey Teson missed Three Point Jumper.,65,70
4:08,71,Jayden Hodgson Defensive Rebound.,65,70
4:00,71,Jayden Hodgson missed Layup.,65,70
4:00,2197,Muusa Dama Defensive Rebound.,65,70
3:57,2197,Muusa Dama Turnover.,65,70
3:55,71,JoJo McGlaston Steal.,65,70
3:50,71,JoJo McGlaston made Layup.,67,70
3:31,2197,Muusa Dama missed Jumper.,67,70
3:31,71,Dwayne Lautier-Ogunleye Defensive Rebound.,67,70
3:12,71,JoJo McGlaston made Layup. Assisted by Luuk van Bree.,69,70
2:46,2197,Casey Teson made Jumper.,69,72
2:32,71,Dwayne Lautier-Ogunleye Turnover.,69,72
2:32,2197,Official TV Timeout,69,72
2:19,2197,Montell Goodwin missed Jumper.,69,72
2:19,71,Koch Bar Defensive Rebound.,69,72
2:01,71,Antoine Pittman Turnover.,69,72
1:38,2197,Cornell Johnston missed Three Point Jumper.,69,72
1:38,71,Koch Bar Defensive Rebound.,69,72
1:19,71,Koch Bar missed Jumper.,69,72
1:19,2197,Ray Crossland Block.,69,72
1:17,71,Bradley Offensive Rebound.,69,72
1:13,71,Luuk van Bree missed Free Throw.,69,72
1:13,71,Bradley Deadball Team Rebound.,69,72
1:13,71,Luuk van Bree made Free Throw.,70,72
1:13,2197,Foul on Casey Teson.,69,72
0:52,2197,Cornell Johnston missed Three Point Jumper.,70,72
0:52,71,Darrell Brown Defensive Rebound.,70,72
0:43,71,Bradley  Timeout,70,72
0:23,2197,Foul on Muusa Dama.,70,72
0:23,71,Darrell Brown made Free Throw.,71,72
0:23,71,Darrell Brown made Free Throw.,72,72
0:02,2197,Montell Goodwin missed Three Point Jumper.,72,72
0:00,71,Koch Bar Defensive Rebound.,72,72
0:00,2197,End of 2nd half,72,72
4:40,2197,Ray Crossland missed Jumper.,72,72
4:40,71,Koch Bar Defensive Rebound.,72,72
4:12,71,Darrell Brown missed Jumper.,72,72
4:12,2197,Muusa Dama Defensive Rebound.,72,72
4:01,2197,Cornell Johnston missed Jumper.,72,72
4:01,71,Koch Bar Block.,72,72
3:59,71,Darrell Brown Defensive Rebound.,72,72
3:56,71,JoJo McGlaston made Layup. Assisted by Darrell Brown.,74,72
3:36,2197,Montell Goodwin missed Jumper.,74,72
3:36,71,Luuk van Bree Defensive Rebound.,74,72
3:28,2197,Foul on Casey Teson.,74,72
3:28,71,JoJo McGlaston missed Free Throw.,74,72
3:28,71,Bradley Deadball Team Rebound.,74,72
3:28,71,JoJo McGlaston made Free Throw.,75,72
3:08,2197,Ray Crossland missed Jumper.,75,72
3:08,2197,Muusa Dama Offensive Rebound.,75,72
2:53,2197,Demetrius McReynolds missed Three Point Jumper.,75,72
2:53,71,Dwayne Lautier-Ogunleye Defensive Rebound.,75,72
2:23,71,Koch Bar made Layup. Assisted by Dwayne Lautier-Ogunleye.,77,72
2:15,2197,Eastern Illinois  Timeout,77,72
2:04,71,Foul on Dwayne Lautier-Ogunleye.,77,72
2:04,2197,Demetrius McReynolds made Free Throw.,77,73
2:04,2197,Demetrius McReynolds made Free Throw.,77,74
2:02,71,Bradley  Timeout,77,74
1:58,71,Dwayne Lautier-Ogunleye made Free Throw.,78,74
1:58,71,Dwayne Lautier-Ogunleye made Free Throw.,79,74
1:54,2197,Foul on Ray Crossland.,79,74
1:50,2197,Montell Goodwin missed Three Point Jumper.,79,74
1:50,2197,Muusa Dama Offensive Rebound.,79,74
1:42,2197,Cornell Johnston missed Three Point Jumper.,79,74
1:42,71,JoJo McGlaston Defensive Rebound.,79,74
1:17,2197,Foul on Patrick Muldoon.,79,74
1:17,71,Luuk van Bree made Free Throw.,80,74
1:17,71,Luuk van Bree made Free Throw.,81,74
1:07,2197,Demetrius McReynolds missed Three Point Jumper.,81,74
1:07,2197,Muusa Dama Offensive Rebound.,81,74
1:00,2197,Muusa Dama made Jumper.,81,76
0:59,2197,Eastern Illinois  Timeout,81,76
0:55,71,JoJo McGlaston Turnover.,81,76
0:50,2197,Montell Goodwin missed Jumper.,81,76
0:50,2197,Patrick Muldoon Offensive Rebound.,81,76
0:44,2197,Patrick Muldoon missed Jumper.,81,76
0:44,71,Luuk van Bree Block.,81,76
0:44,71,Dwayne Lautier-Ogunleye Defensive Rebound.,81,76
0:43,71,Foul on Darrell Brown.,81,76
0:43,71,Darrell Brown Turnover.,81,76
0:42,2197,Demetrius McReynolds made Three Point Jumper. Assisted by Cornell Johnston.,81,79
0:40,2197,Eastern Illinois  Timeout,81,79
0:32,2197,Foul on Cornell Johnston.,81,79
0:32,71,Darrell Brown made Free Throw.,82,79
0:32,71,Darrell Brown made Free Throw.,83,79
0:17,2197,Demetrius McReynolds missed Three Point Jumper.,83,79
0:17,71,Dwayne Lautier-Ogunleye Defensive Rebound.,83,79
0:11,2197,Foul on Cornell Johnston.,83,79
0:11,71,Dwayne Lautier-Ogunleye made Free Throw.,84,79
0:11,71,Dwayne Lautier-Ogunleye made Free Throw.,85,79
0:09,2197,Demetrius McReynolds made Three Point Jumper. Assisted by Montell Goodwin.,85,82
0:03,2197,Foul on Joe Kuligoski.,85,82
0:03,71,JoJo McGlaston made Free Throw.,86,82
0:03,71,Bradley  Timeout,86,82
0:03,71,JoJo McGlaston made Free Throw.,87,82
0:01,71,Foul on Dwayne Lautier-Ogunleye.,87,82
0:01,2197,Demetrius McReynolds made Free Throw.,87,83
