Mars Hill,Error,Wofford,2747
2:39,2747,Nathan Hoover missed Jumper.,37,32
2:39,2369,Luke Van-Rijn Defensive Rebound.,37,32
2:17,2747,Foul on Eric Garcia.,37,32
2:01,2369,Vernon Jackson missed Three Point Jumper.,37,32
2:01,2747,Ryan Sawvell Defensive Rebound.,37,32
1:54,2747,Eric Garcia made Three Point Jumper. Assisted by Fletcher Magee.,37,35
1:25,2747,Foul on Cameron Jackson.,37,35
1:25,2369,Vernon Jackson missed Free Throw.,37,35
1:25,2369,Mars Hill Deadball Team Rebound.,37,35
1:25,2369,Vernon Jackson made Free Throw.,38,35
1:04,2747,Eric Garcia Turnover.,38,35
1:03,2369,Charles Moore Steal.,38,35
1:00,2369,Charles Moore Turnover.,38,35
0:59,2747,Dishon Lowery Steal.,38,35
0:56,2747,Eric Garcia missed Three Point Jumper.,38,35
0:56,2747,Wofford Offensive Rebound.,38,35
0:31,2747,Ryan Sawvell made Three Point Jumper. Assisted by Eric Garcia.,38,38
0:15,2369,Mars Hill  Timeout,38,38
0:08,2369,Charles Moore made Three Point Jumper. Assisted by Makyle Wilkerson.,41,38
0:00,2747,End of 1st half,41,38
19:47,2369,Bennett Wilson missed Layup.,41,38
19:47,2369,Vernon Jackson Offensive Rebound.,41,38
19:37,2369,Vernon Jackson Turnover.,41,38
19:18,2369,Foul on Vernon Jackson.,41,38
19:06,2747,Jaylen Allen Turnover.,41,38
18:46,2369,Vernon Jackson made Jumper.,43,38
18:28,2747,Ryan Sawvell missed Jumper.,43,38
18:28,2369,Bennett Wilson Defensive Rebound.,43,38
18:23,2369,Bennett Wilson Turnover.,43,38
18:22,2747,Jaylen Allen Steal.,43,38
18:17,2747,Eric Garcia missed Three Point Jumper.,43,38
18:17,2747,Matthew Pegram Offensive Rebound.,43,38
18:11,2747,Ryan Sawvell made Layup. Assisted by Eric Garcia.,43,40
17:37,2369,Brandon Watkins missed Layup.,43,40
17:37,2369,Brandon Watkins Offensive Rebound.,43,40
17:34,2747,Foul on Matthew Pegram.,43,40
17:34,2369,Brandon Watkins made Free Throw.,44,40
17:34,2369,Brandon Watkins made Free Throw.,45,40
17:25,2369,Foul on Valentine Bauer.,45,40
17:10,2747,Nathan Hoover missed Three Point Jumper.,45,40
17:10,2747,Ryan Sawvell Offensive Rebound.,45,40
17:08,2747,Ryan Sawvell made Layup.,45,42
16:43,2369,Bennett Wilson made Layup.,47,42
16:23,2747,Ryan Sawvell made Layup. Assisted by Cameron Jackson.,47,44
16:08,2369,Luke Van-Rijn missed Jumper.,47,44
16:08,2747,Cameron Jackson Defensive Rebound.,47,44
16:03,2369,Foul on Bennett Wilson.,47,44
16:03,2747,Ryan Sawvell missed Free Throw.,47,44
16:03,2747,Wofford Deadball Team Rebound.,47,44
16:03,2747,Ryan Sawvell made Free Throw.,47,45
15:48,2369,Valentine Bauer made Layup.,49,45
15:29,2747,Cameron Jackson made Layup.,49,47
15:29,2369,Foul on Vernon Jackson.,49,47
15:29,2747,Official TV Timeout,49,47
15:29,2747,Cameron Jackson missed Free Throw.,49,47
15:29,2747,Nathan Hoover Offensive Rebound.,49,47
15:20,2747,Cameron Jackson made Layup.,49,49
14:53,2369,Brandon Watkins missed Three Point Jumper.,49,49
14:53,2747,Cameron Jackson Defensive Rebound.,49,49
14:43,2747,Ryan Sawvell made Layup. Assisted by Donovan Theme-Love.,49,51
14:40,2369,Mars Hill  Timeout,49,51
14:27,2369,Vernon Jackson made Layup.,51,51
14:10,2747,Foul on Cameron Jackson.,51,51
14:10,2747,Cameron Jackson Turnover.,51,51
13:59,2369,Vernon Jackson Turnover.,51,51
13:57,2747,Donovan Theme-Love Steal.,51,51
13:54,2747,Nathan Hoover missed Three Point Jumper.,51,51
13:54,2747,Ryan Sawvell Offensive Rebound.,51,51
13:28,2747,Dishon Lowery missed Layup.,51,51
13:28,2747,Dishon Lowery Offensive Rebound.,51,51
13:26,2747,Dishon Lowery missed Layup.,51,51
13:26,2369,Vernon Jackson Defensive Rebound.,51,51
13:19,2369,Justin Hartfield made Layup.,53,51
12:52,2747,Derrick Brooks made Three Point Jumper. Assisted by Ryan Sawvell.,53,54
12:37,2369,Valentine Bauer Turnover.,53,54
12:36,2747,Jaylen Allen Steal.,53,54
12:27,2747,Ryan Sawvell missed Three Point Jumper.,53,54
12:27,2369,Justin Hartfield Defensive Rebound.,53,54
12:16,2369,Vernon Jackson made Layup. Assisted by Bennett Wilson.,55,54
11:56,2747,Derrick Brooks Turnover.,55,54
11:56,2747,Official TV Timeout,55,54
11:26,2369,Valentine Bauer Turnover.,55,54
11:26,2747,Donovan Theme-Love Steal.,55,54
10:59,2747,Ryan Sawvell missed Dunk.,55,54
10:59,2747,Wofford Offensive Rebound.,55,54
10:53,2747,Ryan Sawvell made Three Point Jumper. Assisted by Eric Garcia.,55,57
10:40,2369,Dotson Griffin made Layup.,57,57
10:15,2747,Ryan Sawvell missed Jumper.,57,57
10:15,2369,Valentine Bauer Defensive Rebound.,57,57
10:07,2369,Bennett Wilson Turnover.,57,57
10:07,2369,Foul on Bennett Wilson.,57,57
9:55,2747,Matthew Pegram Turnover.,57,57
9:55,2747,Foul on Matthew Pegram.,57,57
9:29,2747,Foul on Justin Tucker.,57,57
9:29,2369,Charles Moore made Free Throw.,58,57
9:29,2369,Charles Moore made Free Throw.,59,57
9:21,2747,Nathan Hoover missed Three Point Jumper.,59,57
9:21,2747,Ryan Sawvell Offensive Rebound.,59,57
9:13,2747,Nathan Hoover made Jumper.,59,59
8:51,2369,Bennett Wilson made Layup.,61,59
8:51,2747,Foul on Eric Garcia.,61,59
8:51,2369,Bennett Wilson made Free Throw.,62,59
8:29,2747,Justin Tucker Turnover.,62,59
8:02,2369,Dotson Griffin Turnover.,62,59
8:02,2747,Official TV Timeout,62,59
7:43,2369,Foul on Dotson Griffin.,62,59
7:43,2747,Ryan Sawvell made Free Throw.,62,60
7:43,2747,Ryan Sawvell missed Free Throw.,62,60
7:43,2369,Dotson Griffin Defensive Rebound.,62,60
7:24,2369,Bennett Wilson Turnover.,62,60
7:11,2747,Ryan Sawvell made Layup. Assisted by Eric Garcia.,62,62
6:51,2369,Brandon Watkins made Jumper.,64,62
6:25,2747,Nathan Hoover made Three Point Jumper. Assisted by Eric Garcia.,64,65
6:04,2369,Brandon Watkins made Jumper. Assisted by Valentine Bauer.,66,65
5:48,2747,Fletcher Magee made Three Point Jumper. Assisted by Eric Garcia.,66,68
5:22,2747,Foul on Donovan Theme-Love.,66,68
5:08,2369,Justin Hartfield Turnover.,66,68
4:57,2369,Foul on Justin Hartfield.,66,68
4:57,2747,Justin Tucker made Free Throw.,66,69
4:57,2747,Justin Tucker missed Free Throw.,66,69
4:57,2747,Cameron Jackson Offensive Rebound.,66,69
4:50,2747,Cameron Jackson made Layup.,66,71
4:39,2369,Justin Hartfield made Jumper.,68,71
4:29,2369,Foul on Brandon Watkins.,68,71
4:29,2747,Eric Garcia made Free Throw.,68,72
4:29,2747,Eric Garcia made Free Throw.,68,73
4:15,2369,Brandon Watkins missed Three Point Jumper.,68,73
4:15,2747,Ryan Sawvell Defensive Rebound.,68,73
4:02,2747,Nathan Hoover missed Three Point Jumper.,68,73
4:02,2369,Justin Hartfield Defensive Rebound.,68,73
3:45,2369,Luke Van-Rijn missed Jumper.,68,73
3:45,2747,Ryan Sawvell Defensive Rebound.,68,73
3:39,2747,Nathan Hoover made Layup. Assisted by Eric Garcia.,68,75
3:37,2747,Wofford  Timeout,68,75
3:37,2747,Official TV Timeout,68,75
3:15,2369,Vernon Jackson made Three Point Jumper. Assisted by Valentine Bauer.,71,75
2:51,2747,Cameron Jackson missed Layup.,71,75
2:51,2369,Luke Van-Rijn Defensive Rebound.,71,75
2:35,2369,Vernon Jackson made Three Point Jumper. Assisted by Luke Van-Rijn.,74,75
2:07,2747,Fletcher Magee missed Three Point Jumper.,74,75
2:07,2747,Nathan Hoover Offensive Rebound.,74,75
1:53,2747,Cameron Jackson Turnover.,74,75
1:52,2369,Brandon Watkins Steal.,74,75
1:38,2369,Vernon Jackson missed Three Point Jumper.,74,75
1:38,2747,Cameron Jackson Defensive Rebound.,74,75
1:29,2369,Foul on Brandon Watkins.,74,75
1:29,2747,Eric Garcia made Free Throw.,74,76
1:29,2747,Eric Garcia made Free Throw.,74,77
1:01,2369,Luke Van-Rijn made Layup. Assisted by Brandon Watkins.,76,77
1:01,2369,Mars Hill  Timeout,76,77
0:46,2747,Fletcher Magee missed Three Point Jumper.,76,77
0:46,2747,Cameron Jackson Offensive Rebound.,76,77
0:43,2747,Cameron Jackson Turnover.,76,77
0:43,2369,Brandon Watkins Steal.,76,77
0:16,2369,Brandon Watkins Turnover.,76,77
0:16,2369,Foul on Brandon Watkins.,76,77
0:16,2369,Mars Hill  Timeout,76,77
0:15,2369,Foul on Collin Hartman.,76,77
0:15,2747,Cameron Jackson made Free Throw.,76,78
0:15,2747,Cameron Jackson made Free Throw.,76,79
0:15,2747,Wofford  Timeout,76,79
0:08,2369,Bennett Wilson missed Three Point Jumper.,76,79
0:08,2369,Vernon Jackson Offensive Rebound.,76,79
0:05,2369,Vernon Jackson missed Layup.,76,79
0:05,2747,Derrick Brooks Defensive Rebound.,76,79
0:00,2747,End of Game,76,79
