Tennessee St,238,Vanderbilt,2634
0:34,238,Riley LaChance Defensive Rebound.,22,41
0:03,238,Jeff Roberson missed Layup.,22,41
0:03,238,Luke Kornet Offensive Rebound.,22,41
0:01,2634,Foul on Armani Chaney.,22,41
0:01,238,Luke Kornet made Free Throw.,22,42
0:01,238,Luke Kornet made Free Throw.,22,43
0:00,238,End of 1st half,22,43
19:43,238,Foul on Jeff Roberson.,22,43
19:43,2634,Ken'Darrius Hamilton made Free Throw.,23,43
19:43,2634,Ken'Darrius Hamilton missed Free Throw.,23,43
19:43,238,Jeff Roberson Defensive Rebound.,23,43
19:34,238,Payton Willis Turnover.,23,43
19:16,2634,Ken'Darrius Hamilton made Layup.,25,43
19:16,238,Foul on Luke Kornet.,25,43
19:16,238,Vanderbilt  Timeout,25,43
19:16,2634,Ken'Darrius Hamilton missed Free Throw.,25,43
19:16,238,Jeff Roberson Defensive Rebound.,25,43
18:54,238,Matthew Fisher-Davis Turnover.,25,43
18:40,2634,Ken'Darrius Hamilton Turnover.,25,43
18:40,238,Jeff Roberson Steal.,25,43
18:26,2634,Foul on Jordan Reed.,25,43
18:26,238,Matthew Fisher-Davis made Free Throw.,25,44
18:26,238,Matthew Fisher-Davis made Free Throw.,25,45
18:11,238,Foul on Luke Kornet.,25,45
18:07,2634,Darreon Reddick missed Jumper.,25,45
18:07,238,Luke Kornet Block.,25,45
18:05,2634,Ken'Darrius Hamilton Offensive Rebound.,25,45
17:50,2634,Ken'Darrius Hamilton missed Layup.,25,45
17:50,2634,Wayne Martin Offensive Rebound.,25,45
17:45,2634,Wayne Martin missed Two Point Tip Shot.,25,45
17:45,238,Payton Willis Defensive Rebound.,25,45
17:36,238,Jeff Roberson missed Layup.,25,45
17:36,238,Luke Kornet Offensive Rebound.,25,45
17:36,2634,Foul on Wayne Martin.,25,45
17:36,238,Luke Kornet made Free Throw.,25,46
17:36,238,Luke Kornet made Free Throw.,25,47
17:30,2634,Tahjere McCall missed Jumper.,25,47
17:30,238,Vanderbilt Defensive Rebound.,25,47
17:16,238,Riley LaChance missed Three Point Jumper.,25,47
17:16,238,Luke Kornet Offensive Rebound.,25,47
17:11,2634,Foul on Wayne Martin.,25,47
17:11,238,Luke Kornet made Free Throw.,25,48
17:11,238,Luke Kornet made Free Throw.,25,49
16:59,2634,Ken'Darrius Hamilton Turnover.,25,49
16:39,238,Matthew Fisher-Davis missed Three Point Jumper.,25,49
16:39,2634,Ken'Darrius Hamilton Defensive Rebound.,25,49
16:15,2634,Ken'Darrius Hamilton Turnover.,25,49
16:13,238,Jeff Roberson Steal.,25,49
16:11,238,Payton Willis Turnover.,25,49
15:59,2634,Ken'Darrius Hamilton made Three Point Jumper. Assisted by Delano Spencer.,28,49
15:34,238,Matthew Fisher-Davis made Three Point Jumper. Assisted by Payton Willis.,28,52
15:07,238,Foul on Payton Willis.,28,52
15:07,238,Official TV Timeout,28,52
15:02,2634,Christian Mekowulu Turnover.,28,52
14:47,2634,Foul on Tahjere McCall.,28,52
14:47,238,Matthew Fisher-Davis missed Free Throw.,28,52
14:47,238,Vanderbilt Deadball Team Rebound.,28,52
14:47,238,Matthew Fisher-Davis made Free Throw.,28,53
14:31,238,Foul on Matthew Fisher-Davis.,28,53
14:31,2634,Tahjere McCall made Free Throw.,29,53
14:31,2634,Tahjere McCall made Free Throw.,30,53
14:05,238,Jeff Roberson missed Layup.,30,53
14:05,2634,Christian Mekowulu Block.,30,53
14:01,238,Djery Baptiste Offensive Rebound.,30,53
13:56,238,Djery Baptiste made Layup.,30,55
13:40,238,Foul on Jeff Roberson.,30,55
13:29,238,Foul on Jeff Roberson.,30,55
13:29,2634,Wayne Martin missed Free Throw.,30,55
13:29,2634,Tennessee St Deadball Team Rebound.,30,55
13:29,2634,Wayne Martin made Free Throw.,31,55
13:24,238,Nolan Cressler made Layup. Assisted by Riley LaChance.,31,57
13:08,2634,Darreon Reddick made Three Point Jumper. Assisted by Tahjere McCall.,34,57
12:36,238,Nolan Cressler Turnover.,34,57
12:26,238,Foul on Nolan Cressler.,34,57
12:26,2634,Tahjere McCall made Free Throw.,35,57
12:26,2634,Tahjere McCall missed Free Throw.,35,57
12:26,238,Joe Toye Defensive Rebound.,35,57
12:03,2634,Foul on Christian Mekowulu.,35,57
11:48,2634,Foul on Ken'Darrius Hamilton.,35,57
11:48,238,Official TV Timeout,35,57
11:41,238,Luke Kornet missed Jumper.,35,57
11:41,238,Clevon Brown Offensive Rebound.,35,57
11:16,238,Riley LaChance made Three Point Jumper. Assisted by Nolan Cressler.,35,60
10:56,238,Foul on Joe Toye.,35,60
10:56,2634,Tahjere McCall made Free Throw.,36,60
10:56,2634,Tahjere McCall made Free Throw.,37,60
10:45,238,Foul on Clevon Brown.,37,60
10:45,238,Clevon Brown Turnover.,37,60
10:35,2634,Darreon Reddick missed Jumper.,37,60
10:35,238,Jeff Roberson Defensive Rebound.,37,60
10:21,238,Riley LaChance made Three Point Jumper.,37,63
10:02,2634,Wayne Martin Turnover.,37,63
9:40,238,Payton Willis Turnover.,37,63
9:31,2634,Delano Spencer missed Three Point Jumper.,37,63
9:31,238,Jeff Roberson Defensive Rebound.,37,63
9:08,238,Joe Toye made Layup.,37,65
8:54,2634,Ken'Darrius Hamilton made Three Point Jumper.,40,65
8:44,2634,Foul on Tahjere McCall.,40,65
8:44,238,Payton Willis made Free Throw.,40,66
8:44,238,Payton Willis made Free Throw.,40,67
8:30,2634,Darreon Reddick made Layup.,42,67
8:17,238,Clevon Brown missed Three Point Jumper.,42,67
8:17,2634,Jordan Reed Defensive Rebound.,42,67
8:05,2634,Ken'Darrius Hamilton made Jumper. Assisted by Armani Chaney.,44,67
8:03,238,Vanderbilt  Timeout,44,67
8:03,238,Official TV Timeout,44,67
7:37,238,Jeff Roberson missed Three Point Jumper.,44,67
7:37,238,Matthew Fisher-Davis Offensive Rebound.,44,67
7:31,238,Riley LaChance made Three Point Jumper. Assisted by Matthew Fisher-Davis.,44,70
7:19,238,Foul on Payton Willis.,44,70
7:19,2634,Jordan Reed missed Free Throw.,44,70
7:19,2634,Tennessee St Deadball Team Rebound.,44,70
7:19,2634,Jordan Reed made Free Throw.,45,70
6:58,238,Jeff Roberson Turnover.,45,70
6:47,2634,Tahjere McCall made Layup.,47,70
6:26,238,Payton Willis missed Three Point Jumper.,47,70
6:26,238,Matthew Fisher-Davis Offensive Rebound.,47,70
5:54,238,Payton Willis made Three Point Jumper. Assisted by Riley LaChance.,47,73
5:41,238,Foul on Riley LaChance.,47,73
5:41,2634,Tahjere McCall missed Free Throw.,47,73
5:41,2634,Tennessee St Deadball Team Rebound.,47,73
5:41,2634,Tahjere McCall made Free Throw.,48,73
5:34,2634,Foul on Tahjere McCall.,48,73
5:34,238,Payton Willis made Free Throw.,48,74
5:34,238,Payton Willis made Free Throw.,48,75
5:20,2634,Jordan Reed Turnover.,48,75
5:05,238,Matthew Fisher-Davis missed Three Point Jumper.,48,75
5:05,2634,Wayne Martin Defensive Rebound.,48,75
4:57,2634,Wayne Martin Turnover.,48,75
4:56,238,Matthew Fisher-Davis Steal.,48,75
4:27,238,Vanderbilt  Turnover.,48,75
4:19,2634,Jordan Reed made Dunk. Assisted by Armani Chaney.,50,75
3:55,238,Payton Willis made Jumper.,50,77
3:34,2634,Darreon Reddick missed Jumper.,50,77
3:34,238,Vanderbilt Defensive Rebound.,50,77
3:31,238,Official TV Timeout,50,77
3:26,238,Nolan Cressler Turnover.,50,77
3:25,2634,Jordan Reed Steal.,50,77
3:24,2634,Jordan Reed missed Jumper.,50,77
3:24,2634,Jordan Reed Offensive Rebound.,50,77
3:24,238,Foul on Camron Justice.,50,77
3:24,2634,Jordan Reed made Free Throw.,51,77
3:24,2634,Jordan Reed missed Free Throw.,51,77
3:24,2634,Tennessee St Offensive Rebound.,51,77
3:16,2634,Delano Spencer made Three Point Jumper. Assisted by Jordan Reed.,54,77
3:01,2634,Foul on Delano Spencer.,54,77
3:01,238,Camron Justice made Free Throw.,54,78
3:01,238,Camron Justice missed Free Throw.,54,78
3:01,2634,Jordan Reed Defensive Rebound.,54,78
2:54,2634,Darreon Reddick made Three Point Jumper.,57,78
2:42,238,Camron Justice missed Layup.,57,78
2:42,2634,Ken'Darrius Hamilton Block.,57,78
2:42,238,Vanderbilt Offensive Rebound.,57,78
2:41,238,Joe Toye Turnover.,57,78
2:33,238,Foul on Camron Justice.,57,78
2:33,2634,Jordan Reed missed Free Throw.,57,78
2:33,2634,Tennessee St Deadball Team Rebound.,57,78
2:33,2634,Jordan Reed missed Free Throw.,57,78
2:33,238,Djery Baptiste Defensive Rebound.,57,78
2:08,238,Camron Justice missed Three Point Jumper.,57,78
2:08,238,Joe Toye Offensive Rebound.,57,78
2:04,238,Joe Toye made Layup.,57,80
1:45,2634,Darreon Reddick missed Three Point Jumper.,57,80
1:45,2634,Jordan Reed Offensive Rebound.,57,80
1:40,2634,Jordan Reed made Dunk.,59,80
1:38,2634,Technical Foul on Jordan Reed.,59,80
1:38,2634,Foul on Jordan Reed.,59,80
1:38,238,Camron Justice missed Free Throw.,59,80
1:38,238,Vanderbilt Deadball Team Rebound.,59,80
1:36,2634,Foul on Armani Chaney.,59,80
1:36,238,Joe Toye missed Free Throw.,59,80
1:36,238,Vanderbilt Deadball Team Rebound.,59,80
1:36,238,Joe Toye made Free Throw.,59,81
1:27,2634,Delano Spencer missed Three Point Jumper.,59,81
1:27,238,Nolan Cressler Defensive Rebound.,59,81
1:19,238,Djery Baptiste made Layup. Assisted by Camron Justice.,59,83
0:48,2634,Delano Spencer missed Jumper.,59,83
0:48,238,Nolan Cressler Defensive Rebound.,59,83
0:24,238,Clevon Brown missed Jumper.,59,83
0:24,2634,Xavier Williams Defensive Rebound.,59,83
0:13,2634,Armani Chaney Turnover.,59,83
0:10,238,Camron Justice Steal.,59,83
0:00,238,End of Game,59,83
