IU-Kokomo,Error,Ball State,2050
19:21,2050,Tayler Persons Defensive Rebound.,26,46
19:11,2050,Ryan Weber made Layup. Assisted by Tayler Persons.,26,48
19:11,-1,Foul on Dante Butler.,26,48
19:11,2050,Ryan Weber made Free Throw.,26,49
18:50,-1,Stephen Calhoun missed Jumper.,26,49
18:50,2050,Tahjai Teague Block.,26,49
18:46,2050,Tayler Persons Defensive Rebound.,26,49
18:43,2050,Francis Kiapway made Three Point Jumper. Assisted by Tayler Persons.,26,52
18:28,-1,Jonathan Hurt Turnover.,26,52
18:27,2050,Tahjai Teague Steal.,26,52
18:25,2050,Tahjai Teague made Dunk.,26,54
18:13,-1,Stephen Calhoun missed Layup.,26,54
18:13,2050,Tayler Persons Defensive Rebound.,26,54
18:03,2050,Tahjai Teague made Three Point Jumper. Assisted by Ryan Weber.,26,57
17:57,2050,Official TV Timeout,26,57
17:57,-1,Indiana-Kokomo  Timeout,26,57
17:40,-1,Dante Butler missed Three Point Jumper.,26,57
17:40,-1,Durante Lee Offensive Rebound.,26,57
17:36,-1,Durante Lee missed Layup.,26,57
17:36,2050,Trey Moses Block.,26,57
17:34,2050,Trey Moses Defensive Rebound.,26,57
17:31,2050,Ryan Weber made Layup. Assisted by Tayler Persons.,26,59
17:31,-1,Foul on Trent Elliot.,26,59
17:31,2050,Ryan Weber made Free Throw.,26,60
17:06,2050,Foul on Trey Moses.,26,60
17:06,-1,Durante Lee missed Free Throw.,26,60
17:06,-1,Indiana-Kokomo Deadball Team Rebound.,26,60
17:06,-1,Durante Lee made Free Throw.,27,60
16:57,2050,Francis Kiapway missed Three Point Jumper.,27,60
16:57,2050,Trey Moses Offensive Rebound.,27,60
16:48,2050,Ryan Weber made Three Point Jumper. Assisted by Tahjai Teague.,27,63
16:30,-1,Eric Miller made Jumper. Assisted by Beau Dedmond.,29,63
16:18,2050,Foul on Tayler Persons.,29,63
16:18,2050,Trey Moses Turnover.,29,63
16:12,-1,Beau Dedmond missed Three Point Jumper.,29,63
16:12,-1,Durante Lee Offensive Rebound.,29,63
16:06,-1,Skyler Smith missed Three Point Jumper.,29,63
16:06,2050,Trey Moses Defensive Rebound.,29,63
15:58,2050,Tayler Persons Turnover.,29,63
15:58,2050,Official TV Timeout,29,63
15:30,-1,Eric Miller made Jumper. Assisted by Skyler Smith.,31,63
15:15,2050,Tahjai Teague missed Layup.,31,63
15:15,-1,Beau Dedmond Block.,31,63
15:09,2050,Tahjai Teague Offensive Rebound.,31,63
15:07,2050,Tahjai Teague made Layup.,31,65
15:00,2050,Foul on Tahjai Teague.,31,65
14:38,-1,Eric Miller missed Jumper.,31,65
14:38,2050,Tahjai Teague Block.,31,65
14:34,2050,Tahjai Teague Defensive Rebound.,31,65
14:30,2050,Kyle Mallers missed Three Point Jumper.,31,65
14:30,-1,Indiana-Kokomo Defensive Rebound.,31,65
14:08,-1,Devon Burton missed Three Point Jumper.,31,65
14:08,-1,Beau Dedmond Offensive Rebound.,31,65
14:05,2050,Foul on Kyle Mallers.,31,65
14:05,2050,Foul on Francis Kiapway.,31,65
14:01,-1,Beau Dedmond Turnover.,31,65
14:00,2050,Tahjai Teague Steal.,31,65
13:59,2050,Tahjai Teague made Layup.,31,67
13:59,-1,Foul on Eric Miller.,31,67
13:59,2050,Tahjai Teague missed Free Throw.,31,67
13:59,-1,Eric Miller Defensive Rebound.,31,67
13:48,-1,Dante Butler missed Layup.,31,67
13:48,2050,Doudou Gueye Block.,31,67
13:45,2050,Doudou Gueye Defensive Rebound.,31,67
13:27,-1,Foul on Devon Burton.,31,67
13:27,2050,Tahjai Teague missed Free Throw.,31,67
13:27,2050,Ball State Deadball Team Rebound.,31,67
13:27,2050,Tahjai Teague made Free Throw.,31,68
13:17,-1,Antoin Clifton missed Jumper.,31,68
13:17,-1,Max Escamilla Offensive Rebound.,31,68
13:11,-1,Devan Straub missed Three Point Jumper.,31,68
13:11,2050,Tahjai Teague Defensive Rebound.,31,68
13:08,2050,Tahjai Teague Turnover.,31,68
13:05,-1,Devon Burton missed Jumper.,31,68
13:05,2050,Tahjai Teague Defensive Rebound.,31,68
12:49,-1,Foul on Max Escamilla.,31,68
12:46,2050,Francis Kiapway missed Three Point Jumper.,31,68
12:46,-1,Eric Miller Defensive Rebound.,31,68
12:22,-1,Devon Burton Turnover.,31,68
12:20,2050,Francis Kiapway Steal.,31,68
12:17,2050,Ryan Weber missed Three Point Jumper.,31,68
12:17,-1,Max Escamilla Defensive Rebound.,31,68
12:15,2050,Foul on Tahjai Teague.,31,68
11:58,-1,Max Escamilla Turnover.,31,68
11:58,2050,Doudou Gueye Steal.,31,68
11:58,-1,Foul on Max Escamilla.,31,68
11:58,2050,Official TV Timeout,31,68
11:41,-1,Foul on Devan Straub.,31,68
11:41,2050,Tayler Persons missed Free Throw.,31,68
11:41,-1,Max Escamilla Defensive Rebound.,31,68
11:09,-1,Jonathan Hurt Turnover.,31,68
11:07,2050,Doudou Gueye Steal.,31,68
11:06,2050,Ryan Weber made Dunk. Assisted by Doudou Gueye.,31,70
10:46,-1,Eric Miller missed Three Point Jumper.,31,70
10:46,2050,Tayler Persons Defensive Rebound.,31,70
10:31,2050,Ryan Weber missed Three Point Jumper.,31,70
10:31,2050,Ryan Weber Offensive Rebound.,31,70
10:19,2050,Ryan Weber missed Three Point Jumper.,31,70
10:19,-1,Antoin Clifton Defensive Rebound.,31,70
10:08,-1,Devan Straub missed Three Point Jumper.,31,70
10:08,-1,Jonathan Hurt Offensive Rebound.,31,70
9:54,-1,Devan Straub made Three Point Jumper. Assisted by Jonathan Hurt.,34,70
9:20,2050,Kyle Mallers missed Three Point Jumper.,34,70
9:20,-1,Antoin Clifton Defensive Rebound.,34,70
9:10,-1,Devan Straub missed Three Point Jumper.,34,70
9:10,2050,Francis Kiapway Defensive Rebound.,34,70
9:02,2050,Ryan Weber made Layup. Assisted by Tayler Persons.,34,72
8:46,-1,Jonathan Hurt made Three Point Jumper.,37,72
8:24,-1,Foul on Devan Straub.,37,72
8:24,2050,Tayler Persons missed Free Throw.,37,72
8:24,2050,Tahjai Teague Offensive Rebound.,37,72
8:12,2050,Francis Kiapway made Three Point Jumper. Assisted by Tayler Persons.,37,75
7:53,-1,Antoin Clifton missed Jumper.,37,75
7:53,2050,Trey Moses Defensive Rebound.,37,75
7:43,2050,Kyle Mallers missed Three Point Jumper.,37,75
7:43,2050,Tahjai Teague Offensive Rebound.,37,75
7:23,2050,Trey Moses missed Layup.,37,75
7:23,2050,Trey Moses Offensive Rebound.,37,75
7:20,2050,Trey Moses missed Layup.,37,75
7:20,2050,Tahjai Teague Offensive Rebound.,37,75
7:20,2050,Official TV Timeout,37,75
7:18,2050,Francis Kiapway missed Three Point Jumper.,37,75
7:18,2050,Kyle Mallers Offensive Rebound.,37,75
7:15,2050,Kyle Mallers Turnover.,37,75
7:09,-1,Skyler Smith missed Three Point Jumper.,37,75
7:09,2050,Trey Moses Defensive Rebound.,37,75
6:49,2050,Tahjai Teague made Layup. Assisted by Tayler Persons.,37,77
6:25,-1,Antoin Clifton missed Three Point Jumper.,37,77
6:25,2050,Trey Moses Defensive Rebound.,37,77
6:07,2050,Trey Moses missed Layup.,37,77
6:07,2050,Kyle Mallers Offensive Rebound.,37,77
6:03,2050,Tayler Persons made Three Point Jumper. Assisted by Kyle Mallers.,37,80
5:40,-1,Antoin Clifton Turnover.,37,80
5:38,2050,Tayler Persons Steal.,37,80
5:35,2050,Tahjai Teague made Layup. Assisted by Tayler Persons.,37,82
5:33,-1,Indiana-Kokomo  Timeout,37,82
5:24,-1,Devan Straub made Three Point Jumper. Assisted by Skyler Smith.,40,82
5:04,2050,Kyle Mallers made Three Point Jumper. Assisted by Kaleb Mallory.,40,85
4:43,-1,Skyler Smith made Three Point Jumper. Assisted by Devan Straub.,43,85
4:18,2050,Kyle Mallers made Three Point Jumper. Assisted by Doudou Gueye.,43,88
4:03,-1,Devan Straub missed Three Point Jumper.,43,88
4:03,-1,Toby Vanliew Offensive Rebound.,43,88
4:01,2050,Foul on Kaleb Mallory.,43,88
4:01,-1,Toby Vanliew missed Free Throw.,43,88
4:01,-1,Indiana-Kokomo Deadball Team Rebound.,43,88
4:01,-1,Toby Vanliew made Free Throw.,44,88
3:44,2050,Tahjai Teague missed Layup.,44,88
3:44,-1,Devan Straub Defensive Rebound.,44,88
3:32,-1,Max Escamilla missed Layup.,44,88
3:32,2050,Tahjai Teague Defensive Rebound.,44,88
3:08,2050,Doudou Gueye made Layup. Assisted by Kaleb Mallory.,44,90
2:42,-1,Devan Straub missed Three Point Jumper.,44,90
2:42,-1,Max Escamilla Offensive Rebound.,44,90
2:37,-1,Max Escamilla made Layup.,46,90
2:34,-1,Foul on Skyler Smith.,46,90
2:34,2050,Official TV Timeout,46,90
2:34,2050,Kaleb Mallory missed Free Throw.,46,90
2:34,-1,Max Escamilla Defensive Rebound.,46,90
2:15,-1,Skyler Smith made Three Point Jumper. Assisted by Devan Straub.,49,90
2:01,2050,Kaleb Mallory missed Layup.,49,90
2:01,-1,Devan Straub Block.,49,90
1:58,-1,Toby Vanliew Defensive Rebound.,49,90
1:48,-1,Eli Mollet made Three Point Jumper. Assisted by Devan Straub.,52,90
1:21,2050,Tahjai Teague Turnover.,52,90
1:19,-1,Toby Vanliew Steal.,52,90
1:08,-1,Max Escamilla Turnover.,52,90
0:48,2050,Kaleb Mallory missed Three Point Jumper.,52,90
0:48,2050,Doudou Gueye Offensive Rebound.,52,90
0:18,2050,Doudou Gueye made Layup. Assisted by Kaleb Mallory.,52,92
0:00,-1,Skyler Smith missed Three Point Jumper.,52,92
0:00,2050,Ryan Weber Defensive Rebound.,52,92
0:00,2050,End of Game,52,92
