Louisville,96,Kentucky,97
2:44,96,Hamidou Diallo made Layup. Assisted by Shai Gilgeous-Alexander.,21,32
2:44,97,Foul on Lance Thomas.,21,32
2:44,96,Hamidou Diallo made Free Throw.,21,33
2:26,97,Deng Adel Turnover.,21,33
2:26,96,Hamidou Diallo Steal.,21,33
2:15,96,Foul on Wenyen Gabriel.,21,33
2:15,96,Wenyen Gabriel Turnover.,21,33
2:07,96,Foul on Quade Green.,21,33
2:07,97,Ryan McMahon made Free Throw.,22,33
2:07,97,Ryan McMahon made Free Throw.,23,33
1:51,96,PJ Washington made Jumper.,23,35
1:42,97,Lance Thomas missed Three Point Jumper.,23,35
1:42,96,Hamidou Diallo Defensive Rebound.,23,35
1:34,96,Quade Green Turnover.,23,35
1:34,97,Lance Thomas Steal.,23,35
1:28,97,Deng Adel made Layup. Assisted by Quentin Snider.,25,35
1:04,97,Foul on Lance Thomas.,25,35
1:04,96,PJ Washington made Free Throw.,25,36
1:04,96,PJ Washington made Free Throw.,25,37
0:55,97,Darius Perry missed Jumper.,25,37
0:55,96,Wenyen Gabriel Defensive Rebound.,25,37
0:30,96,Shai Gilgeous-Alexander made Jumper.,25,39
0:30,97,Foul on Jordan Nwora.,25,39
0:30,96,Shai Gilgeous-Alexander missed Free Throw.,25,39
0:30,97,Deng Adel Defensive Rebound.,25,39
0:30,96,Foul on Nick Richards.,25,39
0:30,97,Deng Adel made Free Throw.,26,39
0:30,97,Deng Adel made Free Throw.,27,39
0:10,96,PJ Washington made Layup.,27,41
0:00,96,End of 1st half,27,41
20:00,96,Jump Ball won by Kentucky,27,41
19:52,96,Quade Green made Jumper.,27,43
19:29,97,Ray Spalding made Jumper.,29,43
19:11,96,PJ Washington made Dunk. Assisted by Quade Green.,29,45
18:47,97,Ray Spalding made Jumper.,31,45
18:31,96,Quade Green made Three Point Jumper.,31,48
18:12,97,V.J. King made Jumper.,33,48
17:46,97,Foul on Anas Mahmoud.,33,48
17:46,96,Quade Green made Free Throw.,33,49
17:46,96,Quade Green made Free Throw.,33,50
17:36,97,Deng Adel missed Three Point Jumper.,33,50
17:36,96,PJ Washington Defensive Rebound.,33,50
17:29,96,Quade Green missed Three Point Jumper.,33,50
17:29,97,Ray Spalding Defensive Rebound.,33,50
17:02,97,Deng Adel Turnover.,33,50
16:46,96,Shai Gilgeous-Alexander made Layup.,33,52
16:34,97,Louisville  Timeout,33,52
16:31,97,Ray Spalding missed Jumper.,33,52
16:31,96,PJ Washington Defensive Rebound.,33,52
16:17,96,PJ Washington Turnover.,33,52
16:02,97,Anas Mahmoud Turnover.,33,52
15:39,97,Foul on Anas Mahmoud.,33,52
15:39,96,Official TV Timeout,33,52
15:31,96,Shai Gilgeous-Alexander made Jumper.,33,54
15:09,97,Quentin Snider missed Three Point Jumper.,33,54
15:09,96,Kevin Knox Defensive Rebound.,33,54
15:00,96,PJ Washington missed Three Point Jumper.,33,54
15:00,97,Ray Spalding Defensive Rebound.,33,54
14:51,97,Deng Adel made Layup. Assisted by Ryan McMahon.,35,54
14:33,97,Foul on Quentin Snider.,35,54
14:25,96,Kevin Knox missed Jumper.,35,54
14:25,97,Ryan McMahon Defensive Rebound.,35,54
14:09,97,Ryan McMahon missed Jumper.,35,54
14:09,96,Nick Richards Defensive Rebound.,35,54
13:48,96,Shai Gilgeous-Alexander made Layup.,35,56
13:29,97,Darius Perry missed Three Point Jumper.,35,56
13:29,97,Louisville Offensive Rebound.,35,56
13:21,97,Ryan McMahon Turnover.,35,56
13:06,96,Kevin Knox made Jumper. Assisted by Wenyen Gabriel.,35,58
12:45,97,Malik Williams made Three Point Jumper. Assisted by Deng Adel.,38,58
12:14,96,Shai Gilgeous-Alexander missed Layup.,38,58
12:14,96,Nick Richards Offensive Rebound.,38,58
12:10,97,Foul on Ryan McMahon.,38,58
12:10,96,Nick Richards made Free Throw.,38,59
12:10,96,Nick Richards made Free Throw.,38,60
12:03,97,Malik Williams missed Three Point Jumper.,38,60
12:03,96,Kevin Knox Defensive Rebound.,38,60
11:52,97,Foul on Darius Perry.,38,60
11:52,96,Official TV Timeout,38,60
11:47,97,Foul on Darius Perry.,38,60
11:30,97,Foul on Darius Perry.,38,60
11:30,96,Shai Gilgeous-Alexander made Free Throw.,38,61
11:30,96,Shai Gilgeous-Alexander made Free Throw.,38,62
11:20,97,Darius Perry missed Three Point Jumper.,38,62
11:20,97,Louisville Deadball Team Rebound.,38,62
11:16,96,Foul on Nick Richards.,38,62
11:13,97,Dwayne Sutton Turnover.,38,62
11:13,96,Shai Gilgeous-Alexander Steal.,38,62
11:02,96,Shai Gilgeous-Alexander made Dunk.,38,64
10:54,97,Ray Spalding Turnover.,38,64
10:54,96,Shai Gilgeous-Alexander Steal.,38,64
10:47,96,Shai Gilgeous-Alexander made Layup.,38,66
10:47,97,Foul on Darius Perry.,38,66
10:47,97,Louisville  Timeout,38,66
10:47,96,Shai Gilgeous-Alexander made Free Throw.,38,67
10:33,96,Foul on Sacha Killeya-Jones.,38,67
10:29,97,Ray Spalding missed Layup.,38,67
10:29,96,Wenyen Gabriel Block.,38,67
10:29,96,Kevin Knox Defensive Rebound.,38,67
10:19,96,Kevin Knox Turnover.,38,67
10:05,96,Foul on Kevin Knox.,38,67
10:05,97,Jordan Nwora missed Free Throw.,38,67
10:05,97,Louisville Deadball Team Rebound.,38,67
10:05,97,Jordan Nwora made Free Throw.,39,67
9:57,97,Foul on V.J. King.,39,67
9:57,96,Sacha Killeya-Jones made Free Throw.,39,68
9:57,96,Sacha Killeya-Jones made Free Throw.,39,69
9:31,97,Quentin Snider missed Jumper.,39,69
9:31,97,Ray Spalding Offensive Rebound.,39,69
9:31,97,Ray Spalding made Two Point Tip Shot.,41,69
9:20,96,Wenyen Gabriel made Three Point Jumper. Assisted by PJ Washington.,41,72
9:09,97,V.J. King made Jumper.,43,72
9:09,96,Foul on Sacha Killeya-Jones.,43,72
9:09,97,V.J. King made Free Throw.,44,72
9:03,96,Hamidou Diallo missed Layup.,44,72
9:03,97,Deng Adel Block.,44,72
8:58,96,Wenyen Gabriel Offensive Rebound.,44,72
8:53,96,Wenyen Gabriel missed Layup.,44,72
8:53,96,Shai Gilgeous-Alexander Offensive Rebound.,44,72
8:47,96,Shai Gilgeous-Alexander made Layup.,44,74
8:39,97,Deng Adel Turnover.,44,74
8:39,96,Hamidou Diallo Steal.,44,74
8:39,96,Kevin Knox missed Three Point Jumper.,44,74
8:39,97,Deng Adel Defensive Rebound.,44,74
8:33,97,Quentin Snider missed Three Point Jumper.,44,74
8:33,96,Kevin Knox Defensive Rebound.,44,74
8:08,97,Foul on Anas Mahmoud.,44,74
8:08,96,Shai Gilgeous-Alexander made Free Throw.,44,75
8:08,96,Shai Gilgeous-Alexander made Free Throw.,44,76
7:50,97,V.J. King missed Jumper.,44,76
7:46,97,Ray Spalding Offensive Rebound.,44,76
7:46,96,Foul on Kevin Knox.,44,76
7:46,96,Official TV Timeout,44,76
7:39,97,Deng Adel made Layup.,46,76
7:22,96,Wenyen Gabriel Turnover.,46,76
7:15,97,V.J. King made Jumper.,48,76
7:02,96,PJ Washington Turnover.,48,76
6:44,97,Jordan Nwora made Layup. Assisted by Quentin Snider.,50,76
6:28,96,PJ Washington made Layup. Assisted by Quade Green.,50,78
6:16,97,Jordan Nwora missed Three Point Jumper.,50,78
6:16,97,V.J. King Offensive Rebound.,50,78
6:09,97,V.J. King made Layup.,52,78
5:43,96,Quade Green Turnover.,52,78
5:32,97,Deng Adel missed Three Point Jumper.,52,78
5:32,96,Kentucky Defensive Rebound.,52,78
5:17,96,Kevin Knox made Layup.,52,80
5:17,97,Foul on Ray Spalding.,52,80
5:17,96,Kevin Knox made Free Throw.,52,81
5:03,97,V.J. King missed Jumper.,52,81
5:03,96,Wenyen Gabriel Defensive Rebound.,52,81
4:36,96,Hamidou Diallo made Three Point Jumper. Assisted by Shai Gilgeous-Alexander.,52,84
4:19,97,Quentin Snider made Layup.,54,84
4:19,96,Foul on Kevin Knox.,54,84
4:19,97,Quentin Snider made Free Throw.,55,84
4:09,96,Sacha Killeya-Jones made Dunk. Assisted by Quade Green.,55,86
3:54,97,V.J. King missed Three Point Jumper.,55,86
3:54,96,Hamidou Diallo Defensive Rebound.,55,86
3:31,96,Shai Gilgeous-Alexander missed Jumper.,55,86
3:31,97,Ray Spalding Defensive Rebound.,55,86
3:21,97,Quentin Snider missed Layup.,55,86
3:21,96,Shai Gilgeous-Alexander Defensive Rebound.,55,86
3:13,96,Hamidou Diallo missed Layup.,55,86
3:13,97,V.J. King Defensive Rebound.,55,86
3:06,96,Foul on Hamidou Diallo.,55,86
3:06,96,Official TV Timeout,55,86
3:06,97,Deng Adel made Free Throw.,56,86
3:06,97,Deng Adel made Free Throw.,57,86
2:50,96,Shai Gilgeous-Alexander missed Layup.,57,86
2:50,97,Ray Spalding Block.,57,86
2:50,96,Kentucky Offensive Rebound.,57,86
2:40,96,Sacha Killeya-Jones missed Layup.,57,86
2:40,96,PJ Washington Offensive Rebound.,57,86
2:40,96,PJ Washington made Two Point Tip Shot.,57,88
2:26,97,Deng Adel made Three Point Jumper. Assisted by Ryan McMahon.,60,88
2:16,96,Foul on Quade Green.,60,88
2:16,96,Quade Green Turnover.,60,88
2:14,97,Ryan McMahon missed Three Point Jumper.,60,88
2:14,97,Malik Williams Offensive Rebound.,60,88
2:09,96,Foul on PJ Washington.,60,88
2:09,97,Malik Williams missed Free Throw.,60,88
2:09,97,Louisville Deadball Team Rebound.,60,88
2:09,97,Malik Williams made Free Throw.,61,88
1:45,96,PJ Washington missed Layup.,61,88
1:45,97,Lance Thomas Block.,61,88
1:45,97,Malik Williams Defensive Rebound.,61,88
1:31,97,Jordan Nwora missed Three Point Jumper.,61,88
1:31,96,Nick Richards Defensive Rebound.,61,88
1:01,96,Shai Gilgeous-Alexander missed Three Point Jumper.,61,88
1:01,97,Deng Adel Defensive Rebound.,61,88
0:45,97,Ryan McMahon missed Three Point Jumper.,61,88
0:45,97,Malik Williams Offensive Rebound.,61,88
0:33,97,Malik Williams Turnover.,61,88
0:16,96,Nick Richards made Dunk. Assisted by Brad Calipari.,61,90
0:00,96,End of Game,61,90
