Ecclesia,Error,Southern,2582
15:25,2582,Jamar Sandifer Defensive Rebound.,11,12
15:25,2582,Jared Sam missed Jumper.,11,12
15:25,-1,Noah Banks Defensive Rebound.,11,12
15:13,-1,Ashton Worgu Turnover.,11,12
15:11,2582,Sidney Umude Steal.,11,12
15:08,2582,Sidney Umude missed Layup.,11,12
15:08,2582,Sidney Umude Offensive Rebound.,11,12
15:03,2582,Sidney Umude missed Jumper.,11,12
15:03,-1,Ashton Worgu Defensive Rebound.,11,12
14:49,-1,Noah Banks Turnover.,11,12
14:24,2582,Jamar Sandifer made Jumper.,11,14
14:19,-1,Ashton Worgu missed Layup.,11,14
14:19,2582,Jared Sam Defensive Rebound.,11,14
14:05,2582,Aaron Ray missed Three Point Jumper.,11,14
14:05,2582,Sidney Umude Offensive Rebound.,11,14
13:58,2582,Sidney Umude made Layup.,11,16
13:54,-1,Foul on Ashton Worgu.,11,16
13:28,2582,Sidney Umude made Free Throw.,11,17
13:22,-1,Chris White missed Three Point Jumper.,11,17
13:22,2582,Aaron Ray Defensive Rebound.,11,17
13:21,2582,Emanual Shepherd made Layup. Assisted by Aaron Ray.,11,19
13:14,-1,Foul on Ashton Worgu.,11,19
12:52,2582,Sidney Umude made Free Throw.,11,20
12:49,-1,Cash Krueger made Jumper.,13,20
12:49,2582,Sidney Umude made Jumper. Assisted by Richard Lee.,13,22
12:49,-1,Cash Krueger missed Three Point Jumper.,13,22
12:49,2582,Mubashar Ali Defensive Rebound.,13,22
12:49,2582,Aaron Ray missed Jumper.,13,22
12:49,2582,DeRias Johnson Offensive Rebound.,13,22
12:47,2582,Richard Lee missed Three Point Jumper.,13,22
12:47,2582,Mubashar Ali Offensive Rebound.,13,22
12:38,2582,Mubashar Ali missed Jumper.,13,22
12:38,-1,Ashton Worgu Defensive Rebound.,13,22
12:24,2582,Foul on Aaron Ray.,13,22
12:08,-1,Reagan Babyar missed Three Point Jumper.,13,22
12:08,2582,DeRias Johnson Defensive Rebound.,13,22
12:00,2582,DeRias Johnson missed Layup.,13,22
12:00,-1,Cash Krueger Defensive Rebound.,13,22
11:44,2582,Foul on DeRias Johnson.,13,22
11:44,2582,Official TV Timeout,13,22
11:38,-1,Reagan Babyar missed Three Point Jumper.,13,22
11:38,2582,Aaron Ray Defensive Rebound.,13,22
11:24,2582,Sidney Umude missed Jumper.,13,22
11:24,-1,Ashton Worgu Defensive Rebound.,13,22
11:06,-1,Cash Krueger missed Jumper.,13,22
11:06,2582,LaQuentin Collins Defensive Rebound.,13,22
10:55,2582,Aaron Ray missed Jumper.,13,22
10:55,-1,Milacio Freeland Defensive Rebound.,13,22
10:49,2582,Foul on Aaron Ray.,13,22
10:32,-1,Chris White missed Three Point Jumper.,13,22
10:32,2582,Sidney Umude Defensive Rebound.,13,22
10:21,2582,Richard Lee made Jumper.,13,24
9:34,-1,Dequcelan Bagsby Turnover.,13,24
9:30,2582,LaQuentin Collins made Three Point Jumper.,13,27
8:58,-1,Vlad Chira missed Three Point Jumper.,13,27
8:58,2582,LaQuentin Collins Defensive Rebound.,13,27
8:56,2582,Richard Lee made Three Point Jumper.,13,30
8:42,-1,Chris White missed Jumper.,13,30
8:42,2582,Chris Thomas Block.,13,30
8:42,-1,Milacio Freeland Offensive Rebound.,13,30
8:33,-1,Foul on Chris White.,13,30
8:08,2582,Richard Lee missed Three Point Jumper.,13,30
8:08,-1,Chris White Defensive Rebound.,13,30
7:53,-1,Dequcelan Bagsby missed Three Point Jumper.,13,30
7:53,2582,Mubashar Ali Defensive Rebound.,13,30
7:41,2582,LaQuentin Collins Turnover.,13,30
7:39,-1,Dequcelan Bagsby Steal.,13,30
7:35,-1,Milacio Freeland missed Jumper.,13,30
7:35,2582,Chris Thomas Defensive Rebound.,13,30
7:26,2582,Chris Thomas missed Jumper.,13,30
7:26,-1,Noah Banks Defensive Rebound.,13,30
7:26,-1,Dequcelan Bagsby missed Layup.,13,30
7:26,2582,Mubashar Ali Defensive Rebound.,13,30
7:26,2582,Richard Lee made Three Point Jumper. Assisted by Jared Sam.,13,33
7:22,-1,Vlad Chira made Three Point Jumper. Assisted by Milacio Freeland.,16,33
7:13,2582,Chris Thomas missed Three Point Jumper.,16,33
7:13,-1,Ecclesia Defensive Rebound.,16,33
7:08,2582,Foul on Jared Sam.,16,33
6:44,-1,Cash Krueger missed Jumper.,16,33
6:44,-1,Ecclesia Offensive Rebound.,16,33
6:21,-1,Ashton Worgu missed Three Point Jumper.,16,33
6:21,-1,Cash Krueger Offensive Rebound.,16,33
6:01,-1,Ashton Worgu made Three Point Jumper. Assisted by Noah Banks.,19,33
5:36,2582,Aaron Ray made Jumper.,19,35
5:27,2582,Foul on Aaron Ray.,19,35
5:27,-1,Cash Krueger made Jumper. Assisted by Dequcelan Bagsby.,21,35
5:27,2582,Jared Sam missed Jumper.,21,35
5:27,-1,Noah Banks Defensive Rebound.,21,35
5:27,-1,Noah Banks missed Three Point Jumper.,21,35
5:27,2582,Jamar Sandifer Defensive Rebound.,21,35
5:27,2582,LaQuentin Collins Turnover.,21,35
5:07,-1,Cash Krueger missed Three Point Jumper.,21,35
5:07,2582,Sidney Umude Defensive Rebound.,21,35
4:57,-1,Foul on Ashton Worgu.,21,35
4:57,2582,Jared Sam made Free Throw.,21,36
4:57,2582,Jared Sam made Free Throw.,21,37
4:43,2582,Foul on Jamar Sandifer.,21,37
4:43,2582,LaQuentin Collins missed Jumper.,21,37
4:43,2582,Jared Sam Offensive Rebound.,21,37
4:43,2582,Jared Sam missed Jumper.,21,37
4:43,-1,Reagan Babyar Defensive Rebound.,21,37
4:43,-1,Dequcelan Bagsby missed Layup.,21,37
4:43,2582,Jared Sam Defensive Rebound.,21,37
4:43,-1,Dequcelan Bagsby missed Free Throw.,21,37
4:43,2582,Jared Sam Defensive Rebound.,21,37
4:43,-1,Foul on Noah Banks.,21,37
3:42,2582,Official TV Timeout,21,37
3:42,2582,Sidney Umude missed Free Throw.,21,37
3:42,2582,Southern Deadball Team Rebound.,21,37
3:42,2582,Sidney Umude missed Free Throw.,21,37
3:42,-1,Reagan Babyar Defensive Rebound.,21,37
3:42,-1,Chris White missed Three Point Jumper.,21,37
3:42,2582,Emanual Shepherd Defensive Rebound.,21,37
3:42,2582,Jared Sam missed Jumper.,21,37
3:42,-1,Dequcelan Bagsby Defensive Rebound.,21,37
3:42,-1,Reagan Babyar missed Three Point Jumper.,21,37
3:42,2582,Jamar Sandifer Defensive Rebound.,21,37
3:41,-1,Foul on Chris White.,21,37
2:48,2582,Sidney Umude missed Free Throw.,21,37
2:48,2582,Southern Deadball Team Rebound.,21,37
2:48,2582,Sidney Umude missed Free Throw.,21,37
2:48,-1,Noah Banks Defensive Rebound.,21,37
2:40,-1,Reagan Babyar missed Layup.,21,37
2:40,2582,LaQuentin Collins Defensive Rebound.,21,37
2:32,2582,Jamar Sandifer made Dunk. Assisted by LaQuentin Collins.,21,39
2:11,-1,Noah Banks Turnover.,21,39
2:08,2582,Jamar Sandifer Steal.,21,39
2:06,2582,Jamar Sandifer Turnover.,21,39
2:05,-1,Dequcelan Bagsby Steal.,21,39
2:00,-1,Cash Krueger missed Three Point Jumper.,21,39
2:00,2582,Jamar Sandifer Defensive Rebound.,21,39
1:56,2582,Sidney Umude made Dunk. Assisted by Jamar Sandifer.,21,41
1:34,-1,Reagan Babyar made Three Point Jumper. Assisted by Dequcelan Bagsby.,24,41
1:21,-1,Foul on Noah Banks.,24,41
1:21,2582,Emanual Shepherd made Free Throw.,24,42
1:21,2582,Emanual Shepherd missed Free Throw.,24,42
1:21,-1,Milacio Freeland Defensive Rebound.,24,42
1:12,-1,Cash Krueger missed Layup.,24,42
1:12,2582,Sidney Umude Defensive Rebound.,24,42
1:00,2582,LaQuentin Collins made Three Point Jumper. Assisted by Sidney Umude.,24,45
0:30,-1,Reagan Babyar missed Three Point Jumper.,24,45
0:30,2582,Richard Lee Defensive Rebound.,24,45
0:07,2582,Sidney Umude missed Jumper.,24,45
0:07,2582,Sidney Umude Offensive Rebound.,24,45
0:05,2582,Sidney Umude made Jumper.,24,47
0:00,2582,End of 1st half,24,47
19:36,-1,Dequcelan Bagsby missed Three Point Jumper.,24,47
19:36,2582,LaQuentin Collins Defensive Rebound.,24,47
19:32,2582,Emanual Shepherd missed Jumper.,24,47
19:32,2582,Southern Offensive Rebound.,24,47
19:27,2582,Jared Sam made Jumper.,24,49
19:27,-1,Foul on Cash Krueger.,24,49
19:27,2582,Jared Sam made Free Throw.,24,50
19:16,-1,Chris White missed Jumper.,24,50
19:16,2582,Jamar Sandifer Block.,24,50
19:16,2582,Emanual Shepherd Defensive Rebound.,24,50
18:52,2582,Emanual Shepherd made Jumper. Assisted by Jared Sam.,24,52
18:49,-1,Dequcelan Bagsby missed Three Point Jumper.,24,52
18:49,2582,Emanual Shepherd Defensive Rebound.,24,52
18:40,2582,Chris Thomas made Layup. Assisted by LaQuentin Collins.,24,54
18:17,-1,Noah Banks missed Three Point Jumper.,24,54
18:17,2582,LaQuentin Collins Defensive Rebound.,24,54
18:11,-1,Foul on Noah Banks.,24,54
18:01,2582,Chris Thomas missed Jumper.,24,54
18:01,2582,Emanual Shepherd Offensive Rebound.,24,54
17:48,2582,Emanual Shepherd missed Two Point Tip Shot.,24,54
17:48,-1,Noah Banks Defensive Rebound.,24,54
17:32,-1,Cash Krueger missed Jumper.,24,54
17:32,2582,Jamar Sandifer Defensive Rebound.,24,54
17:20,2582,Jamar Sandifer made Jumper. Assisted by Emanual Shepherd.,24,56
16:45,-1,Noah Banks Turnover.,24,56
16:30,2582,Aaron Ray made Three Point Jumper. Assisted by Jamar Sandifer.,24,59
16:12,-1,Dequcelan Bagsby missed Three Point Jumper.,24,59
16:12,2582,Jared Sam Defensive Rebound.,24,59
15:58,2582,Jared Sam missed Jumper.,24,59
15:58,2582,Jared Sam Offensive Rebound.,24,59
15:55,2582,Jared Sam missed Two Point Tip Shot.,24,59
15:55,2582,Emanual Shepherd Offensive Rebound.,24,59
15:51,2582,Emanual Shepherd missed Jumper.,24,59
15:51,2582,Jared Sam Offensive Rebound.,24,59
15:48,2582,Jared Sam missed Dunk.,24,59
15:48,-1,Noah Banks Defensive Rebound.,24,59
15:48,-1,Dequcelan Bagsby Turnover.,24,59
15:48,2582,Official TV Timeout,24,59
15:33,2582,Chris Thomas missed Jumper.,24,59
15:33,-1,Noah Banks Defensive Rebound.,24,59
15:27,-1,Noah Banks Turnover.,24,59
15:23,2582,Jamar Sandifer Steal.,24,59
15:22,2582,Jamar Sandifer missed Jumper.,24,59
15:22,-1,Noah Banks Defensive Rebound.,24,59
14:56,-1,Chris White missed Jumper.,24,59
14:56,2582,Jared Sam Defensive Rebound.,24,59
14:55,2582,Jared Sam Turnover.,24,59
14:55,-1,Chris White Steal.,24,59
14:55,2582,Foul on Aaron Ray.,24,59
14:31,-1,Dequcelan Bagsby Turnover.,24,59
14:31,-1,Foul on Dequcelan Bagsby.,24,59
14:18,2582,Jared Sam missed Jumper.,24,59
14:18,-1,Noah Banks Defensive Rebound.,24,59
14:04,-1,Reagan Babyar missed Three Point Jumper.,24,59
14:04,2582,Jamar Sandifer Defensive Rebound.,24,59
13:57,2582,Richard Lee missed Three Point Jumper.,24,59
13:57,-1,Noah Banks Defensive Rebound.,24,59
13:46,-1,Noah Banks made Jumper.,26,59
13:46,2582,Foul on Jamar Sandifer.,26,59
13:46,-1,Noah Banks made Free Throw.,27,59
13:34,2582,Sidney Umude made Jumper. Assisted by Mubashar Ali.,27,61
13:05,-1,Dequcelan Bagsby made Three Point Jumper. Assisted by Ashton Worgu.,30,61
12:47,2582,Sidney Umude missed Jumper.,30,61
12:47,2582,Jamar Sandifer Offensive Rebound.,30,61
12:44,2582,Jamar Sandifer made Jumper.,30,63
12:44,2582,Jamar Sandifer made Free Throw.,30,64
12:37,-1,Foul on Ashton Worgu.,30,64
12:30,-1,Dequcelan Bagsby missed Three Point Jumper.,30,64
12:30,2582,Richard Lee Defensive Rebound.,30,64
12:07,2582,Mubashar Ali made Layup. Assisted by Jamar Sandifer.,30,66
12:05,2582,Foul on LaQuentin Collins.,30,66
12:03,2582,Foul on Mubashar Ali.,30,66
12:03,-1,Noah Banks missed Free Throw.,30,66
12:03,-1,Ecclesia Deadball Team Rebound.,30,66
12:03,-1,Noah Banks made Free Throw.,31,66
11:44,2582,Mubashar Ali missed Jumper.,31,66
11:44,-1,Reagan Babyar Defensive Rebound.,31,66
11:37,2582,Foul on DeRias Johnson.,31,66
11:37,2582,Official TV Timeout,31,66
11:37,-1,Cash Krueger made Free Throw.,32,66
11:37,-1,Cash Krueger made Free Throw.,33,66
11:33,2582,DeRias Johnson missed Three Point Jumper.,33,66
11:33,-1,Reagan Babyar Defensive Rebound.,33,66
11:16,2582,Foul on Richard Lee.,33,66
11:16,-1,Cash Krueger made Free Throw.,34,66
11:16,-1,Cash Krueger made Free Throw.,35,66
11:02,2582,LaQuentin Collins Turnover.,35,66
10:51,-1,Reagan Babyar missed Jumper.,35,66
10:51,2582,DeRias Johnson Defensive Rebound.,35,66
10:43,2582,Sidney Umude made Layup. Assisted by DeRias Johnson.,35,68
10:28,-1,Reagan Babyar missed Three Point Jumper.,35,68
10:28,2582,Mubashar Ali Defensive Rebound.,35,68
10:21,2582,Richard Lee made Jumper.,35,70
10:03,-1,Reagan Babyar missed Jumper.,35,70
10:03,-1,Reagan Babyar Offensive Rebound.,35,70
10:01,-1,Reagan Babyar made Jumper.,37,70
9:44,2582,Richard Lee made Three Point Jumper.,37,73
9:44,-1,Cash Krueger made Three Point Jumper. Assisted by Milacio Freeland.,40,73
8:57,2582,Sidney Umude missed Jumper.,40,73
8:57,-1,Chris White Defensive Rebound.,40,73
8:52,-1,Chris White made Layup.,42,73
8:52,2582,Foul on Chris Thomas.,42,73
8:52,-1,Chris White made Free Throw.,43,73
8:37,2582,Richard Lee missed Three Point Jumper.,43,73
8:37,-1,Noah Banks Defensive Rebound.,43,73
8:13,-1,Noah Banks Turnover.,43,73
8:12,2582,Jamar Sandifer Steal.,43,73
8:10,2582,Jamar Sandifer made Dunk.,43,75
7:47,-1,Cash Krueger Turnover.,43,75
7:39,2582,Jared Sam made Jumper. Assisted by Richard Lee.,43,77
7:11,-1,Cash Krueger made Layup.,45,77
7:11,2582,Foul on Sidney Umude.,45,77
7:11,-1,Cash Krueger made Free Throw.,46,77
7:11,2582,DeRias Johnson missed Three Point Jumper.,46,77
7:11,-1,Cash Krueger Defensive Rebound.,46,77
7:11,-1,Chris White Turnover.,46,77
7:11,2582,Emanual Shepherd Steal.,46,77
7:11,2582,Emanual Shepherd Turnover.,46,77
7:11,-1,Cash Krueger Steal.,46,77
6:44,-1,Chris White Turnover.,46,77
6:43,2582,Shaquille Benson Steal.,46,77
5:54,2582,Shaquille Benson missed Jumper.,46,77
5:54,2582,Jamar Sandifer Offensive Rebound.,46,77
5:49,2582,Jamar Sandifer made Jumper.,46,79
5:46,2582,Foul on Richard Lee.,46,79
5:46,-1,Chris White missed Free Throw.,46,79
5:46,-1,Ecclesia Deadball Team Rebound.,46,79
5:46,-1,Chris White made Free Throw.,47,79
5:29,2582,Shaquille Benson missed Jumper.,47,79
5:29,-1,Noah Banks Defensive Rebound.,47,79
5:08,-1,Noah Banks missed Three Point Jumper.,47,79
5:08,2582,Mubashar Ali Defensive Rebound.,47,79
4:51,2582,Shaquille Benson made Layup.,47,81
4:51,2582,Shaquille Benson missed Free Throw.,47,81
4:51,-1,Ashton Worgu Defensive Rebound.,47,81
4:51,-1,Foul on Dequcelan Bagsby.,47,81
4:51,2582,Foul on DeRias Johnson.,47,81
4:51,-1,Milacio Freeland made Free Throw.,48,81
4:51,-1,Milacio Freeland made Free Throw.,49,81
4:51,2582,Aaron Ray missed Jumper.,49,81
4:51,2582,Mubashar Ali Offensive Rebound.,49,81
4:51,2582,Mubashar Ali made Jumper.,49,83
4:51,-1,Milacio Freeland made Three Point Jumper. Assisted by Dequcelan Bagsby.,52,83
4:51,2582,DeRias Johnson missed Three Point Jumper.,52,83
4:51,2582,Mubashar Ali Offensive Rebound.,52,83
4:51,2582,Mubashar Ali made Layup.,52,85
3:48,2582,Official TV Timeout,52,85
3:48,-1,Dequcelan Bagsby made Free Throw.,53,85
3:48,-1,Dequcelan Bagsby made Free Throw.,54,85
3:31,2582,Aaron Ray made Jumper.,54,87
3:14,-1,Noah Banks made Jumper.,56,87
2:54,2582,Aaron Ray made Three Point Jumper. Assisted by LaQuentin Collins.,56,90
2:39,-1,Dequcelan Bagsby missed Layup.,56,90
2:39,2582,Mubashar Ali Block.,56,90
2:39,-1,Ecclesia Offensive Rebound.,56,90
2:25,-1,Noah Banks Turnover.,56,90
2:24,2582,Aaron Ray Steal.,56,90
2:21,-1,Foul on Reagan Babyar.,56,90
2:21,2582,Aaron Ray missed Free Throw.,56,90
2:21,2582,Southern Deadball Team Rebound.,56,90
2:21,2582,Aaron Ray missed Free Throw.,56,90
2:21,-1,Ecclesia Deadball Team Rebound.,56,90
2:21,2582,Aaron Ray missed Free Throw.,56,90
2:21,-1,Ecclesia Defensive Rebound.,56,90
2:21,-1,Reagan Babyar missed Three Point Jumper.,56,90
2:21,2582,DeRias Johnson Defensive Rebound.,56,90
2:21,2582,DeRias Johnson made Jumper. Assisted by Aaron Ray.,56,92
2:20,2582,Foul on Mubashar Ali.,56,92
1:48,-1,Ashton Worgu missed Free Throw.,56,92
1:48,2582,Southern Deadball Team Rebound.,56,92
1:48,-1,Ashton Worgu made Free Throw.,57,92
1:48,-1,Foul on Milacio Freeland.,57,92
1:48,2582,Mubashar Ali made Free Throw.,57,93
1:48,2582,Mubashar Ali made Free Throw.,57,94
1:38,-1,Noah Banks Turnover.,57,94
1:37,2582,Aaron Ray Steal.,57,94
1:34,2582,Aaron Ray made Layup.,57,96
1:10,-1,Ashton Worgu Turnover.,57,96
1:09,2582,LaQuentin Collins Steal.,57,96
1:02,2582,DeRias Johnson missed Layup.,57,96
1:02,2582,Mubashar Ali Offensive Rebound.,57,96
0:57,2582,Mubashar Ali missed Two Point Tip Shot.,57,96
0:57,2582,Mubashar Ali missed Two Point Tip Shot.,57,97
0:57,2582,Mubashar Ali Offensive Rebound.,57,97
0:57,2582,Mubashar Ali missed Two Point Tip Shot.,57,97
0:57,2582,Mubashar Ali Offensive Rebound.,57,97
0:53,-1,Foul on Noah Banks.,57,96
0:46,2582,Mubashar Ali made Free Throw.,57,97
0:46,2582,Mubashar Ali made Free Throw.,57,98
0:30,-1,Milacio Freeland missed Three Point Jumper.,57,98
0:30,-1,Reagan Babyar Offensive Rebound.,57,98
0:24,-1,Reagan Babyar missed Jumper.,57,98
0:24,2582,Mubashar Ali Block.,57,98
0:24,2582,Aaron Ray Defensive Rebound.,57,98
0:19,2582,Aaron Ray missed Layup.,57,98
0:19,2582,Mubashar Ali Offensive Rebound.,57,98
0:17,2582,Mubashar Ali Turnover.,57,98
0:14,-1,Ashton Worgu missed Three Point Jumper.,57,98
0:14,2582,LaQuentin Collins Defensive Rebound.,57,98
0:00,2582,End of 2nd half,57,99
0:00,2582,End of Game,57,98
