Youngstown State,84,Indiana,2754
9:42,84,Foul on Aljami Durham.,10,14
9:31,2754,Cameron Morse Turnover.,10,14
9:30,84,Juwan Morgan Steal.,10,14
9:16,84,Aljami Durham missed Three Point Jumper.,10,14
9:16,84,Zach McRoberts Offensive Rebound.,10,14
9:12,84,Aljami Durham Turnover.,10,14
9:12,84,Foul on Aljami Durham.,10,14
8:52,2754,Jaylen Benton missed Three Point Jumper.,10,14
8:52,84,Justin Smith Defensive Rebound.,10,14
8:37,2754,Foul on Naz Bohannon.,10,14
8:25,84,Justin Smith missed Layup.,10,14
8:25,84,Juwan Morgan Offensive Rebound.,10,14
8:23,84,Juwan Morgan made Dunk.,10,16
8:03,2754,Tyree Robinson missed Layup.,10,16
8:03,84,Justin Smith Defensive Rebound.,10,16
7:39,84,Justin Smith made Three Point Jumper. Assisted by Robert Johnson.,10,19
7:15,2754,Garrett Covington missed Three Point Jumper.,10,19
7:15,84,Indiana Defensive Rebound.,10,19
7:14,84,Official TV Timeout,10,19
7:13,84,Official TV Timeout,10,19
6:52,84,Justin Smith Turnover.,10,19
6:51,2754,Tyree Robinson Steal.,10,19
6:28,2754,Tyree Robinson made Layup. Assisted by Braun Hartfield.,12,19
6:18,2754,Foul on Garrett Covington.,12,19
6:15,84,Juwan Morgan made Layup. Assisted by Devonte Green.,12,21
6:15,2754,Foul on Tyree Robinson.,12,21
6:15,84,Juwan Morgan made Free Throw.,12,22
6:01,2754,Jaylen Benton made Layup. Assisted by Braun Hartfield.,14,22
5:50,84,Robert Johnson missed Three Point Jumper.,14,22
5:50,84,Josh Newkirk Offensive Rebound.,14,22
5:42,2754,Foul on Noe Anabir.,14,22
5:42,84,Devonte Green missed Free Throw.,14,22
5:42,2754,Noe Anabir Defensive Rebound.,14,22
5:41,84,Foul on Collin Hartman.,14,22
5:23,2754,Braun Hartfield Turnover.,14,22
5:05,84,Devonte Green missed Three Point Jumper.,14,22
5:05,2754,Cameron Morse Defensive Rebound.,14,22
4:54,2754,Cameron Morse Turnover.,14,22
4:54,84,Juwan Morgan Steal.,14,22
4:51,84,Freddie McSwain Jr. Turnover.,14,22
4:50,2754,Braun Hartfield Steal.,14,22
4:47,2754,Cameron Morse made Layup. Assisted by Braun Hartfield.,16,22
4:25,84,Josh Newkirk missed Jumper.,16,22
4:25,2754,Naz Bohannon Defensive Rebound.,16,22
3:55,2754,Jaylen Benton missed Jumper.,16,22
3:55,84,Indiana Defensive Rebound.,16,22
3:53,84,Official TV Timeout,16,22
3:43,84,Robert Johnson missed Three Point Jumper.,16,22
3:43,2754,Naz Bohannon Defensive Rebound.,16,22
3:40,84,Foul on Freddie McSwain Jr..,16,22
3:21,84,Foul on Zach McRoberts.,16,22
3:21,2754,Cameron Morse missed Free Throw.,16,22
3:21,84,Robert Johnson Defensive Rebound.,16,22
3:00,84,Josh Newkirk missed Three Point Jumper.,16,22
3:00,84,Zach McRoberts Offensive Rebound.,16,22
2:54,84,Robert Johnson Turnover.,16,22
2:54,84,Foul on Robert Johnson.,16,22
2:40,2754,Tyree Robinson made Layup. Assisted by Jaylen Benton.,18,22
2:19,84,Josh Newkirk Turnover.,18,22
2:17,2754,Tyree Robinson Steal.,18,22
2:15,2754,Cameron Morse missed Three Point Jumper.,18,22
2:15,84,Juwan Morgan Defensive Rebound.,18,22
2:05,84,Devonte Green missed Layup.,18,22
2:05,84,Juwan Morgan Offensive Rebound.,18,22
2:01,84,Juwan Morgan made Layup.,18,24
1:54,2754,Youngstown State  Timeout,18,24
1:45,2754,Cameron Morse Turnover.,18,24
1:31,2754,Foul on Noe Anabir.,18,24
1:31,84,De'Ron Davis made Free Throw.,18,25
1:31,84,De'Ron Davis made Free Throw.,18,26
1:13,2754,Jaylen Benton missed Three Point Jumper.,18,26
1:13,2754,Jaylen Benton Offensive Rebound.,18,26
1:08,2754,Jaylen Benton made Layup.,20,26
1:00,2754,Foul on Jaylen Benton.,20,26
1:00,84,De'Ron Davis missed Free Throw.,20,26
1:00,84,Indiana Deadball Team Rebound.,20,26
1:00,84,De'Ron Davis missed Free Throw.,20,26
1:00,84,Zach McRoberts Offensive Rebound.,20,26
0:33,2754,Foul on Noe Anabir.,20,26
0:33,84,Devonte Green made Free Throw.,20,27
0:33,84,Devonte Green missed Free Throw.,20,27
0:33,2754,Tyree Robinson Defensive Rebound.,20,27
0:09,2754,Jaylen Benton Turnover.,20,27
0:08,84,Devonte Green Steal.,20,27
0:04,84,Devonte Green made Jumper.,20,29
0:00,84,End of 1st half,20,29
19:48,2754,Cameron Morse missed Three Point Jumper.,20,29
19:48,84,Robert Johnson Defensive Rebound.,20,29
19:31,84,Zach McRoberts made Three Point Jumper. Assisted by De'Ron Davis.,20,32
19:08,2754,Devin Haygood made Layup. Assisted by Cameron Morse.,22,32
18:55,84,Robert Johnson missed Layup.,22,32
18:55,2754,Cameron Morse Defensive Rebound.,22,32
18:53,84,Foul on Josh Newkirk.,22,32
18:41,2754,Naz Bohannon missed Layup.,22,32
18:41,84,Juwan Morgan Block.,22,32
18:41,2754,Youngstown State Offensive Rebound.,22,32
18:33,2754,Cameron Morse missed Jumper.,22,32
18:33,84,Josh Newkirk Defensive Rebound.,22,32
18:26,84,Robert Johnson made Layup. Assisted by Josh Newkirk.,22,34
18:03,2754,Naz Bohannon Turnover.,22,34
18:02,84,Juwan Morgan Steal.,22,34
18:01,2754,Foul on Cameron Morse.,22,34
17:53,84,De'Ron Davis missed Layup.,22,34
17:53,2754,Devin Haygood Block.,22,34
17:52,2754,Devin Haygood Defensive Rebound.,22,34
17:36,2754,Garrett Covington Turnover.,22,34
17:35,84,Zach McRoberts Steal.,22,34
17:32,84,Josh Newkirk made Dunk. Assisted by Zach McRoberts.,22,36
17:31,2754,Youngstown State  Timeout,22,36
17:31,84,Official TV Timeout,22,36
17:13,2754,Braun Hartfield missed Layup.,22,36
17:13,84,Zach McRoberts Block.,22,36
17:11,2754,Naz Bohannon Offensive Rebound.,22,36
17:07,2754,Garrett Covington made Layup. Assisted by Naz Bohannon.,24,36
16:56,84,Juwan Morgan made Dunk. Assisted by Robert Johnson.,24,38
16:42,2754,Devin Haygood Turnover.,24,38
16:42,84,Josh Newkirk Steal.,24,38
16:23,2754,Foul on Devin Haygood.,24,38
16:23,84,De'Ron Davis made Free Throw.,24,39
16:23,84,De'Ron Davis made Free Throw.,24,40
16:06,2754,Braun Hartfield missed Three Point Jumper.,24,40
16:06,84,Josh Newkirk Defensive Rebound.,24,40
16:01,84,Robert Johnson made Layup. Assisted by Josh Newkirk.,24,42
15:51,2754,Cameron Morse missed Jumper.,24,42
15:51,2754,Naz Bohannon Offensive Rebound.,24,42
15:46,2754,Naz Bohannon Turnover.,24,42
15:45,84,Josh Newkirk Steal.,24,42
15:43,84,Robert Johnson made Layup. Assisted by Josh Newkirk.,24,44
15:25,2754,Naz Bohannon missed Layup.,24,44
15:25,84,De'Ron Davis Block.,24,44
15:25,2754,Youngstown State Offensive Rebound.,24,44
15:25,84,Official TV Timeout,24,44
15:16,2754,Cameron Morse missed Three Point Jumper.,24,44
15:16,84,Juwan Morgan Defensive Rebound.,24,44
14:58,84,Josh Newkirk made Layup.,24,46
14:58,2754,Foul on Naz Bohannon.,24,46
14:58,84,Josh Newkirk made Free Throw.,24,47
14:31,84,Foul on Aljami Durham.,24,47
14:31,2754,Cameron Morse missed Jumper.,24,47
14:31,2754,Youngstown State Offensive Rebound.,24,47
14:16,2754,Noe Anabir made Layup. Assisted by Cameron Morse.,26,47
14:03,84,Zach McRoberts missed Three Point Jumper.,26,47
14:03,84,Indiana Offensive Rebound.,26,47
13:55,84,Juwan Morgan made Layup.,26,49
13:38,84,Foul on Juwan Morgan.,26,49
13:25,2754,Braun Hartfield Turnover.,26,49
13:24,84,Zach McRoberts Steal.,26,49
13:17,84,Aljami Durham missed Three Point Jumper.,26,49
13:17,2754,Cameron Morse Defensive Rebound.,26,49
12:55,84,Foul on Collin Hartman.,26,49
12:55,2754,Tyree Robinson made Free Throw.,27,49
12:55,2754,Tyree Robinson missed Free Throw.,27,49
12:55,84,Zach McRoberts Defensive Rebound.,27,49
12:45,2754,Foul on Tyree Robinson.,27,49
12:34,2754,Foul on Michael Akuchie.,27,49
12:34,84,Aljami Durham made Free Throw.,27,50
12:34,84,Aljami Durham made Free Throw.,27,51
12:28,84,Foul on Aljami Durham.,27,51
12:16,2754,Jaylen Benton made Three Point Jumper. Assisted by Michael Akuchie.,30,51
12:02,84,De'Ron Davis made Layup. Assisted by Robert Johnson.,30,53
11:47,2754,Jaylen Benton made Three Point Jumper.,33,53
11:35,84,De'Ron Davis Turnover.,33,53
11:33,2754,Jaylen Benton Steal.,33,53
11:29,2754,Garrett Covington made Layup. Assisted by Jaylen Benton.,35,53
11:02,84,Devonte Green missed Three Point Jumper.,35,53
11:02,2754,Youngstown State Deadball Team Rebound.,35,53
11:02,84,Foul on De'Ron Davis.,35,53
11:02,84,Official TV Timeout,35,53
10:49,84,Foul on De'Ron Davis.,35,53
10:49,2754,Devin Haygood made Free Throw.,36,53
10:49,2754,Devin Haygood missed Free Throw.,36,53
10:49,84,Juwan Morgan Defensive Rebound.,36,53
10:24,84,Robert Johnson missed Jumper.,36,53
10:24,84,Justin Smith Offensive Rebound.,36,53
10:23,2754,Foul on Michael Akuchie.,36,53
10:14,2754,Foul on Devin Haygood.,36,53
10:14,84,Juwan Morgan made Free Throw.,36,54
10:14,84,Juwan Morgan missed Free Throw.,36,54
10:14,84,Zach McRoberts Offensive Rebound.,36,54
10:11,84,Robert Johnson missed Three Point Jumper.,36,54
10:11,2754,Jaylen Benton Defensive Rebound.,36,54
10:04,2754,Jaylen Benton Turnover.,36,54
10:04,84,Josh Newkirk Steal.,36,54
10:03,2754,Foul on Michael Akuchie.,36,54
10:03,84,Justin Smith missed Free Throw.,36,54
10:03,2754,Noe Anabir Defensive Rebound.,36,54
9:43,2754,Michael Akuchie missed Three Point Jumper.,36,54
9:43,84,Juwan Morgan Defensive Rebound.,36,54
9:38,2754,Foul on Noe Anabir.,36,54
9:38,84,Robert Johnson missed Free Throw.,36,54
9:38,2754,Jacob Brown Defensive Rebound.,36,54
9:38,84,Foul on Justin Smith.,36,54
9:38,2754,Jacob Brown missed Free Throw.,36,54
9:38,84,Robert Johnson Defensive Rebound.,36,54
9:20,84,Juwan Morgan made Dunk. Assisted by Robert Johnson.,36,56
9:03,2754,Michael Akuchie made Jumper.,38,56
8:42,84,Zach McRoberts made Three Point Jumper. Assisted by Josh Newkirk.,38,59
8:42,2754,Foul on Michael Akuchie.,38,59
8:42,84,Zach McRoberts made Free Throw.,38,60
8:28,2754,Cameron Morse missed Three Point Jumper.,38,60
8:28,84,Aljami Durham Defensive Rebound.,38,60
8:21,84,Freddie McSwain Jr. made Layup. Assisted by Juwan Morgan.,38,62
8:21,2754,Foul on Jaylen Benton.,38,62
8:21,84,Freddie McSwain Jr. missed Free Throw.,38,62
8:21,2754,Naz Bohannon Defensive Rebound.,38,62
8:05,2754,Cameron Morse missed Three Point Jumper.,38,62
8:05,84,Freddie McSwain Jr. Defensive Rebound.,38,62
8:02,84,Freddie McSwain Jr. Turnover.,38,62
7:54,2754,Braun Hartfield Turnover.,38,62
7:53,84,Freddie McSwain Jr. Steal.,38,62
7:51,84,Freddie McSwain Jr. made Layup.,38,64
7:39,2754,Jaylen Benton Turnover.,38,64
7:38,84,Official TV Timeout,38,64
7:26,84,Juwan Morgan missed Three Point Jumper.,38,64
7:26,2754,Devin Haygood Defensive Rebound.,38,64
7:12,2754,Garrett Covington missed Layup.,38,64
7:12,84,Freddie McSwain Jr. Defensive Rebound.,38,64
6:59,84,Aljami Durham Turnover.,38,64
6:58,2754,Naz Bohannon Steal.,38,64
6:54,2754,Braun Hartfield missed Layup.,38,64
6:54,84,Juwan Morgan Block.,38,64
6:52,2754,Devin Haygood Offensive Rebound.,38,64
6:50,2754,Devin Haygood made Layup.,40,64
6:23,84,Devonte Green missed Three Point Jumper.,40,64
6:23,2754,Naz Bohannon Defensive Rebound.,40,64
6:16,84,Foul on Freddie McSwain Jr..,40,64
6:16,2754,Garrett Covington missed Free Throw.,40,64
6:16,2754,Youngstown State Deadball Team Rebound.,40,64
6:16,2754,Garrett Covington made Free Throw.,41,64
5:50,84,Freddie McSwain Jr. made Layup. Assisted by Juwan Morgan.,41,66
5:50,2754,Foul on Braun Hartfield.,41,66
5:50,84,Freddie McSwain Jr. made Free Throw.,41,67
5:23,2754,Garrett Covington missed Three Point Jumper.,41,67
5:23,84,Devonte Green Defensive Rebound.,41,67
5:18,84,Devonte Green Turnover.,41,67
5:08,2754,Naz Bohannon made Jumper.,43,67
4:35,84,Freddie McSwain Jr. Turnover.,43,67
4:34,2754,Jaylen Benton Steal.,43,67
4:31,2754,Braun Hartfield made Layup. Assisted by Jaylen Benton.,45,67
4:12,84,Aljami Durham missed Three Point Jumper.,45,67
4:12,2754,Naz Bohannon Defensive Rebound.,45,67
3:55,2754,Naz Bohannon made Layup.,47,67
3:53,2754,Youngstown State  Timeout,47,67
3:53,84,Official TV Timeout,47,67
3:43,84,Justin Smith made Layup. Assisted by Aljami Durham.,47,69
3:35,2754,Garrett Covington Turnover.,47,69
3:35,84,Justin Smith Steal.,47,69
3:33,2754,Foul on Naz Bohannon.,47,69
3:33,84,Justin Smith made Free Throw.,47,70
3:33,84,Justin Smith missed Free Throw.,47,70
3:33,2754,Naz Bohannon Defensive Rebound.,47,70
3:19,2754,Jaylen Benton missed Jumper.,47,70
3:19,2754,Naz Bohannon Offensive Rebound.,47,70
3:14,2754,Naz Bohannon missed Layup.,47,70
3:14,2754,Naz Bohannon Offensive Rebound.,47,70
3:11,84,Foul on Clifton Moore.,47,70
3:11,2754,Naz Bohannon made Free Throw.,48,70
3:11,2754,Naz Bohannon missed Free Throw.,48,70
3:11,84,Justin Smith Defensive Rebound.,48,70
2:48,84,Robert Johnson missed Three Point Jumper.,48,70
2:48,2754,Braun Hartfield Defensive Rebound.,48,70
2:41,2754,Jaylen Benton missed Three Point Jumper.,48,70
2:41,84,Robert Johnson Defensive Rebound.,48,70
2:22,2754,Foul on Jaylen Benton.,48,70
2:22,84,Robert Johnson made Free Throw.,48,71
2:22,84,Robert Johnson made Free Throw.,48,72
2:02,2754,Naz Bohannon made Jumper. Assisted by Jaylen Benton.,50,72
1:44,84,Josh Newkirk made Three Point Jumper. Assisted by Clifton Moore.,50,75
1:22,84,Foul on Justin Smith.,50,75
1:22,2754,Naz Bohannon missed Free Throw.,50,75
1:22,2754,Youngstown State Deadball Team Rebound.,50,75
1:22,2754,Naz Bohannon made Free Throw.,51,75
0:59,84,Clifton Moore made Jumper. Assisted by Quentin Taylor.,51,77
0:44,2754,Dan Ritter missed Three Point Jumper.,51,77
0:44,84,Justin Smith Defensive Rebound.,51,77
0:30,84,Justin Smith made Layup. Assisted by Johnny Jager.,51,79
0:30,2754,Foul on Jacob Brown.,51,79
0:30,84,Justin Smith missed Free Throw.,51,79
0:30,2754,Michael Akuchie Defensive Rebound.,51,79
0:24,2754,Ryan Strollo missed Three Point Jumper.,51,79
0:24,2754,John Kirincic Offensive Rebound.,51,79
0:11,2754,Michael Akuchie missed Three Point Jumper.,51,79
0:11,84,Indiana Defensive Rebound.,51,79
0:00,84,End of Game,51,79
