Washington State,26,UCLA,265
9:08,26,Chris Smith Turnover.,19,24
9:08,265,Milan Acquaah Steal.,19,24
9:00,265,Milan Acquaah missed Three Point Jumper.,19,24
9:00,26,Alex Olesinski Defensive Rebound.,19,24
8:38,26,Aaron Holiday missed Layup.,19,24
8:38,265,Arinze Chidom Defensive Rebound.,19,24
8:31,265,Milan Acquaah made Three Point Jumper. Assisted by Malachi Flynn.,22,24
8:11,26,Alex Olesinski missed Three Point Jumper.,22,24
8:11,265,Milan Acquaah Defensive Rebound.,22,24
8:04,265,Arinze Chidom missed Three Point Jumper.,22,24
8:04,26,Jaylen Hands Defensive Rebound.,22,24
7:46,26,Aaron Holiday made Three Point Jumper. Assisted by Jaylen Hands.,22,27
7:18,265,Milan Acquaah made Layup.,24,27
6:58,26,Aaron Holiday made Layup. Assisted by Jaylen Hands.,24,29
6:40,265,Arinze Chidom missed Jumper.,24,29
6:40,26,Aaron Holiday Defensive Rebound.,24,29
6:29,26,Foul on Jaylen Hands.,24,29
6:29,26,Jaylen Hands Turnover.,24,29
6:29,26,Official TV Timeout,24,29
6:03,265,Arinze Chidom made Three Point Jumper. Assisted by Davante Cooper.,27,29
5:44,26,Thomas Welsh missed Three Point Jumper.,27,29
5:44,265,Milan Acquaah Defensive Rebound.,27,29
5:33,26,Foul on Aaron Holiday.,27,29
5:33,265,Milan Acquaah missed Free Throw.,27,29
5:33,265,Washington State Deadball Team Rebound.,27,29
5:33,265,Milan Acquaah made Free Throw.,28,29
5:27,26,Prince Ali missed Three Point Jumper.,28,29
5:27,26,UCLA Offensive Rebound.,28,29
5:17,26,Aaron Holiday made Three Point Jumper. Assisted by Thomas Welsh.,28,32
4:55,265,Foul on Milan Acquaah.,28,32
4:55,265,Milan Acquaah Turnover.,28,32
4:51,26,Kris Wilkes made Three Point Jumper. Assisted by Prince Ali.,28,35
4:25,265,Davante Cooper missed Layup.,28,35
4:25,26,Gyorgy Goloman Block.,28,35
4:25,26,Thomas Welsh Defensive Rebound.,28,35
4:18,26,Thomas Welsh missed Three Point Jumper.,28,35
4:18,265,Arinze Chidom Defensive Rebound.,28,35
3:54,265,Viont'e Daniels made Jumper.,30,35
3:41,26,Thomas Welsh made Jumper. Assisted by Kris Wilkes.,30,37
3:22,265,Malachi Flynn made Three Point Jumper.,33,37
2:59,26,Thomas Welsh missed Jumper.,33,37
2:59,265,Arinze Chidom Defensive Rebound.,33,37
2:52,265,Robert Franks missed Three Point Jumper.,33,37
2:52,26,Thomas Welsh Defensive Rebound.,33,37
2:41,26,Prince Ali missed Layup.,33,37
2:41,265,Robert Franks Defensive Rebound.,33,37
2:34,265,Viont'e Daniels missed Three Point Jumper.,33,37
2:34,26,Kris Wilkes Defensive Rebound.,33,37
2:14,265,Foul on Davante Cooper.,33,37
2:14,26,Official TV Timeout,33,37
2:14,26,Thomas Welsh made Free Throw.,33,38
2:14,26,Thomas Welsh made Free Throw.,33,39
1:56,265,Robert Franks missed Three Point Jumper.,33,39
1:56,26,Aaron Holiday Defensive Rebound.,33,39
1:48,26,Prince Ali missed Three Point Jumper.,33,39
1:48,265,Jeff Pollard Defensive Rebound.,33,39
1:46,26,Foul on Thomas Welsh.,33,39
1:46,265,Jeff Pollard made Free Throw.,34,39
1:46,265,Jeff Pollard made Free Throw.,35,39
1:29,26,Kris Wilkes missed Three Point Jumper.,35,39
1:29,26,Gyorgy Goloman Offensive Rebound.,35,39
1:21,26,Prince Ali missed Layup.,35,39
1:21,26,Alex Olesinski Offensive Rebound.,35,39
1:16,26,Alex Olesinski missed Jumper.,35,39
1:16,265,Milan Acquaah Defensive Rebound.,35,39
1:11,265,Milan Acquaah Turnover.,35,39
1:11,26,Gyorgy Goloman Steal.,35,39
0:54,26,Kris Wilkes made Layup.,35,41
0:54,265,Foul on Robert Franks.,35,41
0:54,26,Kris Wilkes made Free Throw.,35,42
0:35,265,Robert Franks made Layup.,37,42
0:29,26,UCLA  Timeout,37,42
0:04,26,Aaron Holiday missed Layup.,37,42
0:04,265,Robert Franks Defensive Rebound.,37,42
0:00,26,End of 1st half,37,42
20:00,265,Jump Ball won by Washington State,37,42
19:37,265,Jeff Pollard made Layup. Assisted by Robert Franks.,39,42
19:19,26,Kris Wilkes missed Three Point Jumper.,39,42
19:19,26,Thomas Welsh Offensive Rebound.,39,42
19:10,26,Thomas Welsh made Jumper. Assisted by Prince Ali.,39,44
18:39,265,Malachi Flynn missed Three Point Jumper.,39,44
18:39,26,Aaron Holiday Defensive Rebound.,39,44
18:28,26,Thomas Welsh made Jumper. Assisted by Aaron Holiday.,39,46
18:11,265,Milan Acquaah Turnover.,39,46
18:11,26,Aaron Holiday Steal.,39,46
18:06,26,Kris Wilkes made Jumper. Assisted by Prince Ali.,39,48
17:56,265,Washington State  Timeout,39,48
17:29,265,Washington State  Turnover.,39,48
17:20,26,Prince Ali missed Layup.,39,48
17:20,265,Milan Acquaah Defensive Rebound.,39,48
17:02,265,Robert Franks made Layup. Assisted by Jeff Pollard.,41,48
16:49,26,Thomas Welsh missed Three Point Jumper.,41,48
16:49,265,Milan Acquaah Defensive Rebound.,41,48
16:40,265,Viont'e Daniels missed Three Point Jumper.,41,48
16:40,26,Thomas Welsh Defensive Rebound.,41,48
16:26,26,Prince Ali Turnover.,41,48
16:26,265,Jeff Pollard Steal.,41,48
16:18,26,Foul on Aaron Holiday.,41,48
16:18,265,Viont'e Daniels made Free Throw.,42,48
16:18,265,Viont'e Daniels missed Free Throw.,42,48
16:18,26,Thomas Welsh Defensive Rebound.,42,48
16:18,265,Foul on Robert Franks.,42,48
16:04,26,Prince Ali missed Three Point Jumper.,42,48
16:04,26,Kris Wilkes Offensive Rebound.,42,48
15:57,26,Official TV Timeout,42,48
15:49,26,Kris Wilkes Turnover.,42,48
15:49,265,Milan Acquaah Steal.,42,48
15:44,265,Milan Acquaah made Layup.,44,48
15:25,26,Aaron Holiday made Three Point Jumper.,44,51
15:00,26,Foul on Gyorgy Goloman.,44,51
15:00,265,Robert Franks missed Free Throw.,44,51
15:00,265,Washington State Deadball Team Rebound.,44,51
15:00,265,Robert Franks made Free Throw.,45,51
14:48,265,Foul on Viont'e Daniels.,45,51
14:48,26,Aaron Holiday made Free Throw.,45,52
14:48,26,Aaron Holiday made Free Throw.,45,53
14:48,26,Aaron Holiday made Free Throw.,45,54
14:40,265,Milan Acquaah Turnover.,45,54
14:22,26,Gyorgy Goloman made Jumper.,45,56
14:07,265,Carter Skaggs made Three Point Jumper. Assisted by Robert Franks.,48,56
13:48,26,Kris Wilkes missed Three Point Jumper.,48,56
13:48,265,Jeff Pollard Defensive Rebound.,48,56
13:37,265,Carter Skaggs made Three Point Jumper. Assisted by Viont'e Daniels.,51,56
13:26,26,Gyorgy Goloman made Three Point Jumper. Assisted by Jaylen Hands.,51,59
13:04,265,Carter Skaggs made Three Point Jumper.,54,59
12:56,26,Jaylen Hands missed Jumper.,54,59
12:56,265,Robert Franks Defensive Rebound.,54,59
12:36,265,Carter Skaggs missed Three Point Jumper.,54,59
12:36,26,Gyorgy Goloman Block.,54,59
12:36,26,Aaron Holiday Defensive Rebound.,54,59
12:29,26,Jaylen Hands made Dunk. Assisted by Aaron Holiday.,54,61
12:07,265,Milan Acquaah missed Three Point Jumper.,54,61
12:07,26,Thomas Welsh Defensive Rebound.,54,61
11:53,26,Gyorgy Goloman Turnover.,54,61
11:41,265,Robert Franks missed Three Point Jumper.,54,61
11:41,26,Aaron Holiday Defensive Rebound.,54,61
11:29,265,Foul on Carter Skaggs.,54,61
11:29,26,Chris Smith made Free Throw.,54,62
11:29,26,Chris Smith missed Free Throw.,54,62
11:29,265,Robert Franks Defensive Rebound.,54,62
11:09,265,Robert Franks missed Jumper.,54,62
11:09,26,Alex Olesinski Defensive Rebound.,54,62
10:43,26,Jaylen Hands missed Layup.,54,62
10:43,265,Carter Skaggs Defensive Rebound.,54,62
10:30,265,Malachi Flynn made Three Point Jumper.,57,62
10:10,26,Aaron Holiday made Layup.,57,64
10:00,265,Robert Franks made Layup. Assisted by Malachi Flynn.,59,64
9:46,26,Aaron Holiday missed Layup.,59,64
9:46,265,Robert Franks Defensive Rebound.,59,64
9:40,265,Carter Skaggs made Three Point Jumper. Assisted by Malachi Flynn.,62,64
9:28,26,UCLA  Timeout,62,64
9:19,26,Chris Smith missed Three Point Jumper.,62,64
9:19,265,Malachi Flynn Defensive Rebound.,62,64
9:00,265,Malachi Flynn missed Three Point Jumper.,62,64
9:00,26,Jaylen Hands Defensive Rebound.,62,64
8:45,26,Chris Smith made Jumper. Assisted by Jaylen Hands.,62,66
8:21,265,Carter Skaggs missed Three Point Jumper.,62,66
8:21,26,Chris Smith Defensive Rebound.,62,66
8:08,26,Thomas Welsh missed Layup.,62,66
8:08,26,Alex Olesinski Offensive Rebound.,62,66
8:08,26,Alex Olesinski made Dunk.,62,68
7:43,265,Carter Skaggs missed Layup.,62,68
7:43,26,Thomas Welsh Defensive Rebound.,62,68
7:36,265,Foul on Jeff Pollard.,62,68
7:36,26,Official TV Timeout,62,68
7:36,26,Chris Smith made Free Throw.,62,69
7:36,26,Chris Smith missed Free Throw.,62,69
7:36,265,Robert Franks Defensive Rebound.,62,69
7:18,265,Jeff Pollard made Layup. Assisted by Carter Skaggs.,64,69
7:00,265,Foul on Carter Skaggs.,64,69
6:53,26,Aaron Holiday missed Layup.,64,69
6:53,26,Aaron Holiday Offensive Rebound.,64,69
6:47,26,Aaron Holiday missed Jumper.,64,69
6:47,265,Malachi Flynn Defensive Rebound.,64,69
6:30,26,Foul on Alex Olesinski.,64,69
6:11,265,Jeff Pollard missed Layup.,64,69
6:11,26,Aaron Holiday Defensive Rebound.,64,69
6:04,26,Jaylen Hands made Three Point Jumper.,64,72
5:41,265,Robert Franks missed Three Point Jumper.,64,72
5:41,26,Aaron Holiday Defensive Rebound.,64,72
5:36,26,Jaylen Hands made Three Point Jumper. Assisted by Thomas Welsh.,64,75
5:27,265,Washington State  Timeout,64,75
5:17,265,Jeff Pollard missed Layup.,64,75
5:17,26,Thomas Welsh Defensive Rebound.,64,75
5:09,26,Jaylen Hands made Layup.,64,77
4:52,265,Robert Franks made Layup.,66,77
4:30,26,Thomas Welsh missed Three Point Jumper.,66,77
4:30,265,Milan Acquaah Defensive Rebound.,66,77
4:23,265,Jeff Pollard made Layup. Assisted by Milan Acquaah.,68,77
4:08,26,Jaylen Hands made Three Point Jumper. Assisted by Gyorgy Goloman.,68,80
3:44,265,Robert Franks made Three Point Jumper.,71,80
3:39,265,Washington State  Timeout,71,80
3:27,265,Foul on Arinze Chidom.,71,80
3:16,265,Foul on Milan Acquaah.,71,80
3:16,26,Thomas Welsh made Free Throw.,71,81
3:16,26,Thomas Welsh made Free Throw.,71,82
3:07,26,Foul on Gyorgy Goloman.,71,82
3:07,265,Arinze Chidom missed Free Throw.,71,82
3:07,265,Washington State Deadball Team Rebound.,71,82
3:07,265,Arinze Chidom made Free Throw.,72,82
2:48,265,Foul on Arinze Chidom.,72,82
2:48,26,Jaylen Hands made Free Throw.,72,83
2:48,26,Jaylen Hands missed Free Throw.,72,83
2:48,26,Gyorgy Goloman Offensive Rebound.,72,83
2:47,265,Foul on Carter Skaggs.,72,83
2:47,26,Gyorgy Goloman made Free Throw.,72,84
2:47,26,Gyorgy Goloman made Free Throw.,72,85
2:38,26,Foul on Thomas Welsh.,72,85
2:38,265,Jeff Pollard missed Free Throw.,72,85
2:38,265,Washington State Deadball Team Rebound.,72,85
2:38,265,Jeff Pollard made Free Throw.,73,85
2:33,265,Foul on Malachi Flynn.,73,85
2:33,26,Kris Wilkes made Free Throw.,73,86
2:33,26,Kris Wilkes made Free Throw.,73,87
2:23,26,Foul on Gyorgy Goloman.,73,87
2:23,265,Jeff Pollard made Free Throw.,74,87
2:23,265,Jeff Pollard missed Free Throw.,74,87
2:23,26,Jaylen Hands Defensive Rebound.,74,87
2:04,265,Foul on Malachi Flynn.,74,87
2:04,26,Aaron Holiday made Free Throw.,74,88
2:04,26,Aaron Holiday made Free Throw.,74,89
1:49,265,Carter Skaggs made Jumper.,76,89
1:37,265,Foul on Viont'e Daniels.,76,89
1:37,26,Jaylen Hands made Free Throw.,76,90
1:37,26,Jaylen Hands made Free Throw.,76,91
1:29,265,Robert Franks made Three Point Jumper. Assisted by Malachi Flynn.,79,91
1:18,265,Foul on Milan Acquaah.,79,91
1:18,26,Kris Wilkes made Free Throw.,79,92
1:18,26,Kris Wilkes made Free Throw.,79,93
1:03,265,Robert Franks missed Jumper.,79,93
1:03,26,Aaron Holiday Defensive Rebound.,79,93
0:38,26,Prince Ali made Three Point Jumper. Assisted by Aaron Holiday.,79,96
0:18,265,Carter Skaggs made Three Point Jumper.,82,96
0:00,26,End of Game,82,96
