Georgia State,6,South Alabama,2247
11:51,6,Jordan Andrews missed Three Point Jumper.,11,6
11:51,2247,Malik Benlevi Defensive Rebound.,11,6
11:38,2247,D'Marcus Simonds Turnover.,11,6
11:38,2247,Foul on D'Marcus Simonds.,11,6
11:38,6,Official TV Timeout,11,6
11:09,6,Jordan Andrews Turnover.,11,6
11:08,2247,Jeff Thomas missed Three Point Jumper.,11,6
11:08,6,Kevin Morris Defensive Rebound.,11,6
11:02,6,Nick Davis made Dunk. Assisted by Dederick Lee.,11,8
10:40,2247,Jeff Thomas missed Jumper.,11,8
10:40,6,Nick Davis Defensive Rebound.,11,8
10:22,6,Jordan Andrews missed Jumper.,11,8
10:22,2247,Malik Benlevi Defensive Rebound.,11,8
10:16,6,Foul on Jordan Andrews.,11,8
9:57,2247,Isaiah Williams Turnover.,11,8
9:57,6,Jordan Andrews Steal.,11,8
9:48,6,Rodrick Sikes missed Jumper.,11,8
9:48,6,Nick Davis Offensive Rebound.,11,8
9:46,6,Nick Davis made Layup.,11,10
9:23,2247,Jordan Tyson Turnover.,11,10
9:10,6,Rodrick Sikes made Three Point Jumper. Assisted by Dederick Lee.,11,13
9:09,2247,Foul on Malik Benlevi.,11,13
9:09,6,Rodrick Sikes made Free Throw.,11,14
8:50,6,Foul on Kevin Morris.,11,14
8:45,6,Foul on Trhae Mitchell.,11,14
8:40,2247,D'Marcus Simonds made Jumper.,13,14
8:23,6,Dederick Lee made Three Point Jumper. Assisted by Trhae Mitchell.,13,17
7:57,2247,D'Marcus Simonds missed Jumper.,13,17
7:57,2247,Isaiah Williams Offensive Rebound.,13,17
7:49,2247,Jeff Thomas made Three Point Jumper. Assisted by Kane Williams.,16,17
7:37,6,Trhae Mitchell missed Jumper.,16,17
7:37,2247,Georgia State Defensive Rebound.,16,17
7:36,6,Foul on Kevin Morris.,16,17
7:36,6,Official TV Timeout,16,17
7:19,2247,Jeff Thomas made Three Point Jumper. Assisted by D'Marcus Simonds.,19,17
7:01,6,Jordan Andrews missed Jumper.,19,17
7:01,2247,Jordan Session Defensive Rebound.,19,17
6:51,2247,Jeff Thomas missed Three Point Jumper.,19,17
6:51,6,Dederick Lee Defensive Rebound.,19,17
6:41,2247,Foul on Jordan Session.,19,17
6:38,6,Josh Ajayi made Jumper.,19,19
6:18,2247,Jeff Thomas missed Jumper.,19,19
6:18,2247,Jordan Session Offensive Rebound.,19,19
6:14,2247,Jordan Session missed Layup.,19,19
6:13,6,Trhae Mitchell Block.,19,19
6:12,2247,Jeff Thomas Offensive Rebound.,19,19
6:09,2247,Isaiah Williams missed Three Point Jumper.,19,19
6:09,6,Trhae Mitchell Defensive Rebound.,19,19
6:01,6,Herb McGee made Layup. Assisted by Dederick Lee.,19,21
5:44,2247,D'Marcus Simonds missed Jumper.,19,21
5:44,6,Josh Ajayi Defensive Rebound.,19,21
5:28,6,Josh Ajayi made Layup.,19,23
5:11,2247,D'Marcus Simonds Turnover.,19,23
4:54,6,Trhae Mitchell missed Layup.,19,23
4:54,2247,Jordan Tyson Defensive Rebound.,19,23
4:29,2247,Jordan Tyson missed Layup.,19,23
4:29,6,Dederick Lee Defensive Rebound.,19,23
4:12,6,Rodrick Sikes Turnover.,19,23
4:12,6,Foul on Herb McGee.,19,23
4:12,2247,D'Marcus Simonds missed Free Throw.,19,23
4:12,6,Nick Davis Defensive Rebound.,19,23
3:52,6,Josh Ajayi missed Layup.,19,23
3:52,2247,Malik Benlevi Defensive Rebound.,19,23
3:43,2247,D'Marcus Simonds made Dunk.,21,23
3:26,6,Rodrick Sikes Turnover.,21,23
3:26,6,Official TV Timeout,21,23
3:08,2247,Malik Benlevi missed Jumper.,21,23
3:08,6,Josh Ajayi Defensive Rebound.,21,23
2:53,6,Nick Davis made Dunk. Assisted by Dederick Lee.,21,25
2:33,2247,D'Marcus Simonds made Three Point Jumper.,24,25
2:14,6,Rodrick Sikes made Layup. Assisted by Dederick Lee.,24,27
1:49,2247,Josh Linder Turnover.,24,27
1:49,2247,Foul on Josh Linder.,24,27
1:37,6,Jordan Andrews made Three Point Jumper. Assisted by Rodrick Sikes.,24,30
1:21,6,Foul on Nick Davis.,24,30
1:21,2247,D'Marcus Simonds missed Free Throw.,24,30
1:21,6,Nick Davis Defensive Rebound.,24,30
1:05,6,Rodrick Sikes made Layup. Assisted by Dederick Lee.,24,32
0:51,2247,Malik Benlevi missed Layup.,24,32
0:51,6,Nick Davis Block.,24,32
0:50,6,Nick Davis Defensive Rebound.,24,32
0:45,6,Rodrick Sikes missed Three Point Jumper.,24,32
0:45,2247,Georgia State Defensive Rebound.,24,32
0:41,2247,Georgia State  Timeout,24,32
0:17,6,Foul on Rodrick Sikes.,24,32
0:17,2247,Jordan Session missed Free Throw.,24,32
0:17,2247,Georgia State Deadball Team Rebound.,24,32
0:17,2247,Jordan Session made Free Throw.,25,32
0:07,6,Nick Davis Turnover.,25,32
0:00,2247,Jeff Thomas missed Three Point Jumper.,25,32
0:00,6,Nick Davis Block.,25,32
0:00,6,Trhae Mitchell Defensive Rebound.,25,32
0:00,6,End of 1st half,25,32
19:46,2247,D'Marcus Simonds made Layup.,27,32
19:17,6,Trhae Mitchell Turnover.,27,32
19:15,2247,Jeff Thomas Steal.,27,32
19:08,2247,D'Marcus Simonds made Layup.,29,32
18:51,6,Rodrick Sikes made Three Point Jumper.,29,35
18:29,2247,Jeff Thomas missed Three Point Jumper.,29,35
18:29,6,South Alabama Deadball Team Rebound.,29,35
18:04,6,Herb McGee missed Layup.,29,35
18:04,6,Josh Ajayi Offensive Rebound.,29,35
18:04,2247,Foul on Jordan Session.,29,35
18:04,6,Josh Ajayi made Free Throw.,29,36
18:04,6,Josh Ajayi made Free Throw.,29,37
17:43,2247,D'Marcus Simonds missed Jumper.,29,37
17:43,6,Josh Ajayi Defensive Rebound.,29,37
17:37,6,Nick Davis missed Dunk.,29,37
17:37,6,Rodrick Sikes Offensive Rebound.,29,37
17:34,6,Rodrick Sikes made Three Point Jumper.,29,40
17:12,2247,D'Marcus Simonds Turnover.,29,40
17:11,6,Trhae Mitchell Steal.,29,40
17:09,2247,Foul on D'Marcus Simonds.,29,40
17:09,6,Nick Davis made Free Throw.,29,41
17:09,6,Nick Davis missed Free Throw.,29,41
17:09,2247,Malik Benlevi Defensive Rebound.,29,41
16:57,2247,Malik Benlevi missed Three Point Jumper.,29,41
16:57,6,Josh Ajayi Defensive Rebound.,29,41
16:36,2247,Foul on Jeff Thomas.,29,41
16:36,6,Jordan Andrews made Free Throw.,29,42
16:36,6,Jordan Andrews made Free Throw.,29,43
16:36,6,Jordan Andrews made Free Throw.,29,44
16:12,2247,Isaiah Williams made Jumper.,31,44
15:51,6,Jordan Andrews Turnover.,31,44
15:50,2247,Jordan Session Steal.,31,44
15:47,2247,Isaiah Williams missed Three Point Jumper.,31,44
15:47,6,Trhae Mitchell Defensive Rebound.,31,44
15:31,6,Jordan Andrews Turnover.,31,44
15:30,2247,Jordan Session Steal.,31,44
15:28,2247,D'Marcus Simonds made Jumper.,33,44
15:02,6,Josh Ajayi made Layup.,33,46
14:42,2247,D'Marcus Simonds missed Three Point Jumper.,33,46
14:42,6,South Alabama Deadball Team Rebound.,33,46
14:41,6,Official TV Timeout,33,46
14:29,6,Jordan Andrews made Three Point Jumper. Assisted by Herb McGee.,33,49
14:13,2247,Devin Mitchell missed Three Point Jumper.,33,49
14:13,2247,Jordan Session Offensive Rebound.,33,49
14:08,2247,Isaiah Williams missed Three Point Jumper.,33,49
14:08,6,Josh Ajayi Defensive Rebound.,33,49
13:41,6,Jordan Andrews made Three Point Jumper. Assisted by Rodrick Sikes.,33,52
13:21,6,Foul on Nick Davis.,33,52
13:21,2247,Jordan Session Turnover.,33,52
13:21,2247,Foul on Jordan Session.,33,52
13:14,6,Josh Ajayi made Dunk. Assisted by Herb McGee.,33,54
12:52,2247,D'Marcus Simonds made Jumper.,35,54
12:25,6,Herb McGee missed Three Point Jumper.,35,54
12:25,6,Nick Davis Offensive Rebound.,35,54
12:06,6,Rodrick Sikes made Three Point Jumper. Assisted by Herb McGee.,35,57
11:51,2247,D'Marcus Simonds missed Jumper.,35,57
11:51,6,Rodrick Sikes Defensive Rebound.,35,57
11:29,6,Rodrick Sikes made Layup.,35,59
11:14,2247,Devin Mitchell made Three Point Jumper. Assisted by Kane Williams.,38,59
10:52,6,Rodrick Sikes Turnover.,38,59
10:51,2247,D'Marcus Simonds Steal.,38,59
10:47,2247,Kane Williams Turnover.,38,59
10:46,6,Official TV Timeout,38,59
10:43,6,Herb McGee Turnover.,38,59
10:42,2247,Malik Benlevi Steal.,38,59
10:40,2247,Malik Benlevi Turnover.,38,59
10:37,6,Jordan Andrews Steal.,38,59
10:22,6,Jordan Andrews missed Three Point Jumper.,38,59
10:22,2247,Jordan Tyson Defensive Rebound.,38,59
9:57,2247,D'Marcus Simonds made Layup.,40,59
9:57,6,Foul on Trhae Mitchell.,40,59
9:57,2247,D'Marcus Simonds made Free Throw.,41,59
9:47,6,Trhae Mitchell Turnover.,41,59
9:42,2247,Malik Benlevi Steal.,41,59
9:41,2247,D'Marcus Simonds made Layup. Assisted by Malik Benlevi.,43,59
9:28,6,Rodrick Sikes Turnover.,43,59
9:24,2247,D'Marcus Simonds missed Layup.,43,59
9:24,6,Trhae Mitchell Block.,43,59
9:22,2247,Georgia State Offensive Rebound.,43,59
9:14,2247,Isaiah Williams missed Three Point Jumper.,43,59
9:14,6,South Alabama Deadball Team Rebound.,43,59
8:55,6,Jordan Andrews made Three Point Jumper. Assisted by Trhae Mitchell.,43,62
8:38,2247,Devin Mitchell Turnover.,43,62
8:36,6,Kevin Morris Steal.,43,62
8:31,2247,Foul on Devin Mitchell.,43,62
8:31,6,Rodrick Sikes made Free Throw.,43,63
8:31,6,Rodrick Sikes missed Free Throw.,43,63
8:31,6,South Alabama Deadball Team Rebound.,43,63
8:31,6,Rodrick Sikes made Free Throw.,43,64
8:21,2247,D'Marcus Simonds missed Three Point Jumper.,43,64
8:21,6,Rodrick Sikes Defensive Rebound.,43,64
7:50,6,Dederick Lee Turnover.,43,64
7:49,2247,Jeff Thomas Steal.,43,64
7:45,2247,D'Marcus Simonds Turnover.,43,64
7:45,6,Trhae Mitchell Steal.,43,64
7:45,6,Official TV Timeout,43,64
7:33,6,Rodrick Sikes made Three Point Jumper. Assisted by Herb McGee.,43,67
7:17,2247,D'Marcus Simonds missed Layup.,43,67
7:17,6,Trhae Mitchell Block.,43,67
7:16,6,South Alabama Defensive Rebound.,43,67
7:03,6,Rodrick Sikes made Layup. Assisted by Jordan Andrews.,43,69
6:45,2247,Devin Mitchell made Jumper.,45,69
6:17,6,Trhae Mitchell missed Jumper.,45,69
6:17,2247,Malik Benlevi Block.,45,69
6:15,6,Trhae Mitchell Offensive Rebound.,45,69
6:13,6,Trhae Mitchell missed Layup.,45,69
6:13,2247,Malik Benlevi Block.,45,69
6:11,2247,Kane Williams Defensive Rebound.,45,69
6:03,2247,Devin Mitchell made Three Point Jumper. Assisted by Malik Benlevi.,48,69
6:00,2247,Georgia State  Timeout,48,69
5:57,6,Herb McGee Turnover.,48,69
5:56,2247,Kane Williams Steal.,48,69
5:53,2247,D'Marcus Simonds missed Three Point Jumper.,48,69
5:53,2247,Devin Mitchell Offensive Rebound.,48,69
5:47,2247,Devin Mitchell missed Jumper.,48,69
5:47,6,Herb McGee Defensive Rebound.,48,69
5:42,6,Josh Ajayi made Dunk. Assisted by Herb McGee.,48,71
5:31,2247,Devin Mitchell Turnover.,48,71
5:29,2247,Foul on Kane Williams.,48,71
5:26,6,Jordan Andrews Turnover.,48,71
5:24,2247,Malik Benlevi Steal.,48,71
5:22,2247,Malik Benlevi made Layup.,50,71
4:59,6,Rodrick Sikes made Three Point Jumper. Assisted by Nick Davis.,50,74
4:48,6,Foul on Josh Ajayi.,50,74
4:48,2247,Kane Williams made Free Throw.,51,74
4:48,2247,Kane Williams missed Free Throw.,51,74
4:48,6,Jordan Andrews Defensive Rebound.,51,74
4:37,6,Rodrick Sikes missed Three Point Jumper.,51,74
4:37,2247,Georgia State Defensive Rebound.,51,74
4:12,2247,Jordan Session Turnover.,51,74
4:08,6,Herb McGee made Layup. Assisted by Jordan Andrews.,51,76
3:58,2247,Jeff Thomas made Jumper.,53,76
3:48,6,Official TV Timeout,53,76
3:34,2247,Foul on Malik Benlevi.,53,76
3:34,6,Jordan Andrews made Free Throw.,53,77
3:34,6,Jordan Andrews missed Free Throw.,53,77
3:34,2247,Jeff Thomas Defensive Rebound.,53,77
3:19,2247,Josh Linder made Layup. Assisted by Kane Williams.,55,77
3:08,6,South Alabama  Timeout,55,77
3:08,6,Jordan Andrews Turnover.,55,77
3:07,2247,Jeff Thomas missed Three Point Jumper.,55,77
3:07,6,Josh Ajayi Defensive Rebound.,55,77
2:58,6,Herb McGee Turnover.,55,77
2:56,2247,Malik Benlevi Steal.,55,77
2:53,2247,Kane Williams made Layup. Assisted by Malik Benlevi.,57,77
2:43,2247,Foul on Kane Williams.,57,77
2:43,6,Rodrick Sikes made Free Throw.,57,78
2:43,6,Rodrick Sikes made Free Throw.,57,79
2:38,6,Foul on Herb McGee.,57,79
2:38,2247,D'Marcus Simonds made Free Throw.,58,79
2:38,2247,D'Marcus Simonds missed Free Throw.,58,79
2:38,6,Josh Ajayi Defensive Rebound.,58,79
2:34,2247,Foul on D'Marcus Simonds.,58,79
2:34,6,Herb McGee made Free Throw.,58,80
2:34,6,Herb McGee made Free Throw.,58,81
2:26,2247,Jeff Thomas Turnover.,58,81
2:23,6,Jordan Andrews Steal.,58,81
2:16,6,Jordan Andrews made Three Point Jumper. Assisted by Herb McGee.,58,84
1:59,6,Foul on Nick Davis.,58,84
1:59,2247,D'Marcus Simonds made Free Throw.,59,84
1:59,2247,D'Marcus Simonds made Free Throw.,60,84
1:58,6,Herb McGee Turnover.,60,84
1:54,2247,D'Marcus Simonds missed Jumper.,60,84
1:54,6,Josh Ajayi Defensive Rebound.,60,84
1:41,6,South Alabama  Timeout,60,84
1:26,6,Herb McGee Turnover.,60,84
1:25,2247,Jordan Session Steal.,60,84
1:20,2247,Denis Alibegovic made Jumper.,62,84
1:07,6,Herb McGee made Jumper.,62,86
0:55,2247,Denis Alibegovic missed Jumper.,62,86
0:55,6,Jordan Andrews Block.,62,86
0:53,6,Herb McGee Defensive Rebound.,62,86
0:26,6,Herb McGee missed Three Point Jumper.,62,86
0:26,2247,Malik Benlevi Defensive Rebound.,62,86
0:13,2247,Josh Linder made Dunk. Assisted by Kane Williams.,64,86
0:00,6,End of Game,64,86
