UT Arlington,324,Coastal Carolina,250
10:46,324,Jaylen Shaw missed Jumper.,11,16
10:46,324,Amidou Bamba Offensive Rebound.,11,16
10:40,324,Amidou Bamba made Dunk.,11,18
10:29,250,Davion Turner missed Three Point Jumper.,11,18
10:29,250,Johnny Hamilton Offensive Rebound.,11,18
10:08,250,Johnny Hamilton missed Jumper.,11,18
10:08,324,Jaylen Shaw Defensive Rebound.,11,18
9:52,324,Amidou Bamba made Jumper. Assisted by Jaylen Shaw.,11,20
9:30,250,Mairega Clarke missed Jumper.,11,20
9:30,324,Amidou Bamba Block.,11,20
9:30,324,Jaylen Shaw Defensive Rebound.,11,20
9:23,250,Foul on Kaelon Wilson.,11,20
9:23,324,Jaylen Shaw missed Free Throw.,11,20
9:23,324,Amidou Bamba Offensive Rebound.,11,20
9:19,324,Jaylen Shaw missed Jumper.,11,20
9:19,250,Kevin Hervey Defensive Rebound.,11,20
9:10,250,Johnny Hamilton made Layup. Assisted by Erick Neal.,13,20
9:10,324,Foul on Amidou Bamba.,13,20
9:10,250,Johnny Hamilton made Free Throw.,14,20
8:52,324,Trevion Brown missed Jumper.,14,20
8:52,250,Johnny Hamilton Defensive Rebound.,14,20
8:44,250,Kaelon Wilson missed Layup.,14,20
8:44,250,Johnny Hamilton Offensive Rebound.,14,20
8:44,250,Johnny Hamilton made Two Point Tip Shot.,16,20
8:29,324,Amidou Bamba made Dunk. Assisted by Christian Adams.,16,22
8:10,250,Johnny Hamilton made Jumper.,18,22
7:59,324,Zac Cuthbertson missed Layup.,18,22
7:59,324,Zac Cuthbertson Offensive Rebound.,18,22
7:54,324,Zac Cuthbertson missed Jumper.,18,22
7:54,250,Johnny Hamilton Defensive Rebound.,18,22
7:44,250,Erick Neal made Three Point Jumper. Assisted by Nathan Hawkins.,21,22
7:24,324,Zac Cuthbertson Turnover.,21,22
7:24,324,Official TV Timeout,21,22
7:11,250,Kaelon Wilson missed Three Point Jumper.,21,22
7:11,324,Jaylen Shaw Defensive Rebound.,21,22
6:52,324,Christian Adams Turnover.,21,22
6:38,324,Foul on Josh Coleman.,21,22
6:38,250,Julian Harris missed Free Throw.,21,22
6:38,250,UT Arlington Deadball Team Rebound.,21,22
6:38,250,Julian Harris made Free Throw.,22,22
6:21,324,Zac Cuthbertson Turnover.,22,22
6:07,250,Kaelon Wilson missed Three Point Jumper.,22,22
6:07,324,Jaylen Shaw Defensive Rebound.,22,22
5:47,324,Artur Labinowicz made Three Point Jumper. Assisted by Jaylen Shaw.,22,25
5:14,250,Nathan Hawkins missed Layup.,22,25
5:14,324,Josh Coleman Defensive Rebound.,22,25
5:04,324,Ajay Sanders made Three Point Jumper.,22,28
4:48,250,Davion Turner made Dunk. Assisted by Kevin Hervey.,24,28
4:30,324,Zac Cuthbertson missed Three Point Jumper.,24,28
4:30,250,Kaelon Wilson Defensive Rebound.,24,28
4:20,250,Davion Turner Turnover.,24,28
4:09,324,Zac Cuthbertson missed Layup.,24,28
4:09,250,Johnny Hamilton Block.,24,28
4:09,250,Kaelon Wilson Defensive Rebound.,24,28
4:00,324,Foul on Trevion Brown.,24,28
4:00,324,Official TV Timeout,24,28
3:54,324,Foul on Demario Beck.,24,28
3:47,250,Kevin Hervey missed Three Point Jumper.,24,28
3:47,324,Trevion Brown Defensive Rebound.,24,28
3:41,324,Demario Beck made Three Point Jumper. Assisted by Trevion Brown.,24,31
3:21,250,Kaelon Wilson Turnover.,24,31
3:12,324,Demario Beck made Three Point Jumper. Assisted by Artur Labinowicz.,24,34
3:02,250,Johnny Hamilton made Dunk. Assisted by Nathan Hawkins.,26,34
2:48,324,Jaylen Shaw made Three Point Jumper.,26,37
2:24,250,Kevin Hervey made Layup. Assisted by Erick Neal.,28,37
1:56,324,Ajay Sanders made Three Point Jumper. Assisted by Jaylen Shaw.,28,40
1:33,324,Foul on Amidou Bamba.,28,40
1:33,250,Kaelon Wilson missed Free Throw.,28,40
1:33,250,UT Arlington Deadball Team Rebound.,28,40
1:33,250,Kaelon Wilson made Free Throw.,29,40
1:14,250,UT Arlington  Timeout,29,40
1:08,324,Zac Cuthbertson Turnover.,29,40
0:59,250,Kaelon Wilson missed Three Point Jumper.,29,40
0:59,324,Josh Coleman Defensive Rebound.,29,40
0:54,250,Foul on Kevin Hervey.,29,40
0:54,324,Josh Coleman missed Free Throw.,29,40
0:54,250,Mairega Clarke Defensive Rebound.,29,40
0:47,250,Kaelon Wilson made Layup.,31,40
0:24,324,Jaylen Shaw missed Jumper.,31,40
0:24,324,Ajay Sanders Offensive Rebound.,31,40
0:07,324,Jaylen Shaw made Jumper.,31,42
0:00,324,End of 1st half,31,42
20:00,250,Jump Ball won by UT Arlington,31,42
19:50,324,Foul on Zac Cuthbertson.,31,42
19:43,250,Kevin Hervey Turnover.,31,42
19:25,324,Zac Cuthbertson missed Three Point Jumper.,31,42
19:25,250,Nathan Hawkins Defensive Rebound.,31,42
19:17,250,Kevin Hervey missed Three Point Jumper.,31,42
19:17,324,Zac Cuthbertson Defensive Rebound.,31,42
19:03,324,Artur Labinowicz Turnover.,31,42
19:03,250,Johnny Hamilton Steal.,31,42
18:52,250,Kevin Hervey made Jumper. Assisted by Erick Neal.,33,42
18:41,250,Foul on Johnny Hamilton.,33,42
18:25,250,Foul on Johnny Hamilton.,33,42
18:20,324,Foul on Zac Cuthbertson.,33,42
18:20,324,Zac Cuthbertson Turnover.,33,42
18:11,324,Foul on Ajay Sanders.,33,42
18:00,250,Erick Neal missed Three Point Jumper.,33,42
18:00,324,Artur Labinowicz Defensive Rebound.,33,42
17:49,324,Jaylen Shaw missed Three Point Jumper.,33,42
17:49,250,Kaelon Wilson Defensive Rebound.,33,42
17:49,324,Foul on Josh Coleman.,33,42
17:38,250,Kaelon Wilson missed Jumper.,33,42
17:38,324,Artur Labinowicz Defensive Rebound.,33,42
17:32,324,Zac Cuthbertson missed Three Point Jumper.,33,42
17:32,250,Kevin Hervey Defensive Rebound.,33,42
17:23,250,Nathan Hawkins missed Three Point Jumper.,33,42
17:23,250,Kaelon Wilson Offensive Rebound.,33,42
17:09,324,Foul on Ajay Sanders.,33,42
17:09,250,Kaelon Wilson missed Free Throw.,33,42
17:09,250,UT Arlington Deadball Team Rebound.,33,42
17:09,250,Kaelon Wilson made Free Throw.,34,42
17:00,324,Foul on Artur Labinowicz.,34,42
17:00,324,Artur Labinowicz Turnover.,34,42
16:35,250,Kaelon Wilson missed Layup.,34,42
16:35,324,Artur Labinowicz Defensive Rebound.,34,42
16:23,250,Foul on Nathan Hawkins.,34,42
16:23,324,Amidou Bamba made Free Throw.,34,43
16:23,324,Amidou Bamba made Free Throw.,34,44
16:08,250,Nathan Hawkins made Three Point Jumper. Assisted by Erick Neal.,37,44
15:48,324,Jaylen Shaw made Three Point Jumper.,37,47
15:26,250,Johnny Hamilton made Dunk. Assisted by Kaelon Wilson.,39,47
15:13,324,Artur Labinowicz made Three Point Jumper. Assisted by Jaylen Shaw.,39,50
15:13,250,Foul on Erick Neal.,39,50
15:13,324,Artur Labinowicz made Free Throw.,39,51
15:11,324,Official TV Timeout,39,51
15:05,250,Nathan Hawkins made Three Point Jumper. Assisted by Kaelon Wilson.,42,51
14:52,324,Artur Labinowicz missed Three Point Jumper.,42,51
14:52,250,Erick Neal Defensive Rebound.,42,51
14:39,250,Johnny Hamilton Turnover.,42,51
14:14,324,Artur Labinowicz missed Jumper.,42,51
14:14,324,Demario Beck Offensive Rebound.,42,51
14:09,324,Demario Beck made Layup.,42,53
14:01,250,Nathan Hawkins made Layup.,44,53
13:30,324,Artur Labinowicz missed Three Point Jumper.,44,53
13:30,250,Johnny Hamilton Defensive Rebound.,44,53
13:04,324,Foul on Amidou Bamba.,44,53
13:04,250,Kaelon Wilson missed Free Throw.,44,53
13:04,250,Nathan Hawkins Offensive Rebound.,44,53
12:58,250,Erick Neal Turnover.,44,53
12:58,324,Jaylen Shaw Steal.,44,53
12:52,324,Jaylen Shaw made Layup.,44,55
12:39,250,Johnny Hamilton made Jumper. Assisted by Erick Neal.,46,55
12:19,324,Zac Cuthbertson missed Three Point Jumper.,46,55
12:19,324,Ajay Sanders Offensive Rebound.,46,55
12:02,324,Demario Beck made Jumper. Assisted by Zac Cuthbertson.,46,57
11:46,250,Nathan Hawkins missed Three Point Jumper.,46,57
11:46,324,Demario Beck Defensive Rebound.,46,57
11:31,324,Amidou Bamba made Layup. Assisted by Jaylen Shaw.,46,59
11:14,250,Kevin Hervey missed Jumper.,46,59
11:14,250,Johnny Hamilton Offensive Rebound.,46,59
11:14,324,Foul on Zac Cuthbertson.,46,59
11:14,250,Johnny Hamilton made Free Throw.,47,59
11:14,250,Johnny Hamilton made Free Throw.,48,59
11:11,324,Official TV Timeout,48,59
10:53,324,Amidou Bamba made Jumper. Assisted by Jaylen Shaw.,48,61
10:39,250,Davion Turner made Three Point Jumper. Assisted by Erick Neal.,51,61
10:15,324,Ajay Sanders missed Jumper.,51,61
10:15,250,Mairega Clarke Defensive Rebound.,51,61
10:04,324,Foul on Ajay Sanders.,51,61
10:04,250,Erick Neal made Free Throw.,52,61
10:04,250,Erick Neal missed Free Throw.,52,61
10:04,324,Demario Beck Defensive Rebound.,52,61
9:49,324,Jaylen Shaw made Layup.,52,63
9:34,250,Kaelon Wilson missed Jumper.,52,63
9:34,324,Jaylen Shaw Defensive Rebound.,52,63
9:28,250,Foul on Erick Neal.,52,63
9:28,324,Jaylen Shaw missed Free Throw.,52,63
9:28,324,Coastal Carolina Deadball Team Rebound.,52,63
9:28,324,Jaylen Shaw made Free Throw.,52,64
9:19,324,Foul on Trevion Brown.,52,64
9:19,250,DJ Bryant missed Free Throw.,52,64
9:19,250,UT Arlington Deadball Team Rebound.,52,64
9:19,250,DJ Bryant made Free Throw.,53,64
9:10,324,Artur Labinowicz missed Jumper.,53,64
9:10,324,Christian Adams Offensive Rebound.,53,64
9:04,324,Jump Ball won by Coastal Carolina,53,64
8:54,324,Christian Adams made Three Point Jumper. Assisted by Demario Beck.,53,67
8:32,250,DJ Bryant Turnover.,53,67
8:32,324,Trevion Brown Steal.,53,67
8:28,324,Christian Adams made Layup. Assisted by Trevion Brown.,53,69
8:12,250,UT Arlington  Timeout,53,69
8:02,324,Foul on Trevion Brown.,53,69
8:02,250,Kaelon Wilson made Free Throw.,54,69
8:02,250,Kaelon Wilson made Free Throw.,55,69
7:37,250,Foul on Link Kabadyundi.,55,69
7:37,324,Official TV Timeout,55,69
7:37,324,Christian Adams missed Free Throw.,55,69
7:37,324,Coastal Carolina Deadball Team Rebound.,55,69
7:37,324,Christian Adams made Free Throw.,55,70
7:28,250,Link Kabadyundi made Dunk.,57,70
7:14,324,Amidou Bamba made Dunk. Assisted by Jaylen Shaw.,57,72
6:52,250,Mairega Clarke missed Three Point Jumper.,57,72
6:52,324,Christian Adams Defensive Rebound.,57,72
6:37,324,Jaylen Shaw made Jumper.,57,74
6:23,250,Kaelon Wilson made Jumper.,59,74
6:18,250,UT Arlington  Timeout,59,74
6:14,324,Christian Adams Turnover.,59,74
6:14,250,Erick Neal Steal.,59,74
6:07,324,Foul on Jaylen Shaw.,59,74
6:07,250,Kaelon Wilson missed Free Throw.,59,74
6:07,250,UT Arlington Deadball Team Rebound.,59,74
6:07,250,Kaelon Wilson made Free Throw.,60,74
5:55,250,Flagrant Foul on Johnny Hamilton.,60,74
5:55,324,Jaylen Shaw made Free Throw.,60,75
5:55,324,Jaylen Shaw made Free Throw.,60,76
5:52,324,Zac Cuthbertson Turnover.,60,76
5:47,324,Foul on Demario Beck.,60,76
5:47,250,Erick Neal made Free Throw.,61,76
5:47,250,Erick Neal missed Free Throw.,61,76
5:47,250,Johnny Hamilton Offensive Rebound.,61,76
5:47,250,Johnny Hamilton Turnover.,61,76
5:37,324,Artur Labinowicz Turnover.,61,76
5:37,250,Johnny Hamilton Steal.,61,76
5:20,250,Kevin Hervey missed Three Point Jumper.,61,76
5:20,250,Kevin Hervey Offensive Rebound.,61,76
5:15,250,Erick Neal missed Three Point Jumper.,61,76
5:15,250,Johnny Hamilton Offensive Rebound.,61,76
5:11,250,Erick Neal missed Three Point Jumper.,61,76
5:11,250,UT Arlington Offensive Rebound.,61,76
5:05,250,Kevin Hervey missed Three Point Jumper.,61,76
5:05,324,Christian Adams Defensive Rebound.,61,76
4:36,324,Zac Cuthbertson missed Layup.,61,76
4:36,250,Kevin Hervey Defensive Rebound.,61,76
4:30,250,Kaelon Wilson missed Three Point Jumper.,61,76
4:30,324,Jaylen Shaw Defensive Rebound.,61,76
4:18,324,Jaylen Shaw made Layup.,61,78
4:18,250,Foul on Mairega Clarke.,61,78
4:18,324,Jaylen Shaw made Free Throw.,61,79
4:14,250,Kaelon Wilson missed Jumper.,61,79
4:14,324,Amidou Bamba Block.,61,79
4:14,250,Kaelon Wilson Offensive Rebound.,61,79
4:07,250,Kevin Hervey Turnover.,61,79
4:07,324,Ajay Sanders Steal.,61,79
3:44,324,Jaylen Shaw made Layup.,61,81
3:36,250,Erick Neal missed Layup.,61,81
3:36,324,Demario Beck Defensive Rebound.,61,81
3:28,324,Demario Beck made Three Point Jumper. Assisted by Christian Adams.,61,84
3:12,250,Nathan Hawkins Turnover.,61,84
3:12,324,Ajay Sanders Steal.,61,84
2:40,250,Foul on Johnny Hamilton.,61,84
2:40,324,Official TV Timeout,61,84
2:40,324,Jaylen Shaw made Free Throw.,61,85
2:40,324,Jaylen Shaw made Free Throw.,61,86
2:31,250,Davion Turner missed Three Point Jumper.,61,86
2:31,250,Julian Harris Offensive Rebound.,61,86
2:17,250,Julian Harris Turnover.,61,86
2:17,324,Ajay Sanders Steal.,61,86
2:14,250,Foul on Mairega Clarke.,61,86
2:14,324,Christian Adams made Free Throw.,61,87
2:14,324,Christian Adams made Free Throw.,61,88
1:59,324,Foul on Amidou Bamba.,61,88
1:59,250,Julian Harris made Free Throw.,62,88
1:59,250,Julian Harris made Free Throw.,63,88
1:33,324,Trevion Brown missed Three Point Jumper.,63,88
1:33,250,Davion Turner Defensive Rebound.,63,88
1:26,324,Foul on Trevion Brown.,63,88
1:26,250,Link Kabadyundi missed Free Throw.,63,88
1:26,250,UT Arlington Deadball Team Rebound.,63,88
1:26,250,Link Kabadyundi missed Free Throw.,63,88
1:26,324,Demario Beck Defensive Rebound.,63,88
1:07,324,Demario Beck missed Three Point Jumper.,63,88
1:07,324,Ajay Sanders Offensive Rebound.,63,88
1:01,250,Foul on Davion Turner.,63,88
1:01,324,Ajay Sanders made Free Throw.,63,89
1:01,324,Ajay Sanders made Free Throw.,63,90
0:56,250,Mairega Clarke Turnover.,63,90
0:37,324,Matt Lindsey missed Three Point Jumper.,63,90
0:37,250,Link Kabadyundi Defensive Rebound.,63,90
0:25,250,Link Kabadyundi made Dunk. Assisted by Julian Harris.,65,90
0:00,324,End of Game,65,90
