Kansas State,66,Iowa State,2306
15:45,2306,Foul on Dean Wade.,10,16
15:45,66,Lindell Wigginton missed Free Throw.,10,16
15:45,2306,Dean Wade Defensive Rebound.,10,16
15:24,2306,Kamau Stokes made Jumper.,12,16
15:13,66,Nick Weiler-Babb Turnover.,12,16
15:13,2306,Dean Wade Steal.,12,16
14:54,2306,Dean Wade made Jumper.,14,16
14:54,66,Foul on Jeff Beverly.,14,16
14:54,2306,Dean Wade missed Free Throw.,14,16
14:54,66,Nick Weiler-Babb Defensive Rebound.,14,16
14:42,66,Jeff Beverly Turnover.,14,16
14:42,2306,Kamau Stokes Steal.,14,16
14:31,2306,Barry Brown missed Jumper.,14,16
14:31,66,Cameron Lard Block.,14,16
14:31,2306,Kansas State Offensive Rebound.,14,16
14:26,2306,Barry Brown Turnover.,14,16
14:26,66,Cameron Lard Steal.,14,16
14:20,66,Cameron Lard made Dunk. Assisted by Nick Weiler-Babb.,14,18
14:00,2306,Dean Wade missed Three Point Jumper.,14,18
14:00,66,Lindell Wigginton Defensive Rebound.,14,18
13:48,2306,Foul on Barry Brown.,14,18
13:48,66,Nick Weiler-Babb missed Free Throw.,14,18
13:48,66,Iowa State Deadball Team Rebound.,14,18
13:48,66,Nick Weiler-Babb made Free Throw.,14,19
13:39,2306,Xavier Sneed missed Three Point Jumper.,14,19
13:39,66,Terrence Lewis Defensive Rebound.,14,19
13:28,2306,Foul on Xavier Sneed.,14,19
13:28,66,Lindell Wigginton missed Free Throw.,14,19
13:28,66,Iowa State Deadball Team Rebound.,14,19
13:28,66,Lindell Wigginton made Free Throw.,14,20
13:15,2306,Dean Wade made Three Point Jumper. Assisted by Kamau Stokes.,17,20
13:02,66,Cameron Lard Turnover.,17,20
13:02,2306,Levi Stockard III Steal.,17,20
12:43,2306,Dean Wade missed Jumper.,17,20
12:43,66,Cameron Lard Block.,17,20
12:43,2306,Levi Stockard III Offensive Rebound.,17,20
12:32,2306,Xavier Sneed missed Three Point Jumper.,17,20
12:32,66,Lindell Wigginton Defensive Rebound.,17,20
12:24,66,Lindell Wigginton made Jumper.,17,22
12:05,2306,Kamau Stokes missed Jumper.,17,22
12:05,66,Terrence Lewis Defensive Rebound.,17,22
12:05,66,Terrence Lewis Turnover.,17,22
12:05,2306,Kamau Stokes Steal.,17,22
12:05,66,Foul on Terrence Lewis.,17,22
11:49,2306,Kamau Stokes Turnover.,17,22
11:49,66,Terrence Lewis Steal.,17,22
11:35,66,Foul on Terrence Lewis.,17,22
11:35,66,Terrence Lewis Turnover.,17,22
11:16,2306,Dean Wade made Jumper. Assisted by Brian Patrick.,19,22
11:02,2306,Foul on Cartier Diarra.,19,22
11:02,66,Nick Weiler-Babb made Free Throw.,19,23
11:02,66,Nick Weiler-Babb made Free Throw.,19,24
10:52,2306,Cartier Diarra made Layup.,21,24
10:41,66,Donovan Jackson missed Three Point Jumper.,21,24
10:41,2306,Amaad Wainright Defensive Rebound.,21,24
10:32,2306,Brian Patrick missed Three Point Jumper.,21,24
10:32,66,Lindell Wigginton Defensive Rebound.,21,24
10:11,2306,Foul on Amaad Wainright.,21,24
10:11,66,Solomon Young made Free Throw.,21,25
10:11,66,Solomon Young missed Free Throw.,21,25
10:11,2306,Levi Stockard III Defensive Rebound.,21,25
10:00,2306,Barry Brown missed Three Point Jumper.,21,25
10:00,2306,Levi Stockard III Offensive Rebound.,21,25
9:50,2306,Kamau Stokes made Three Point Jumper. Assisted by Cartier Diarra.,24,25
9:22,66,Solomon Young made Layup.,24,27
9:06,2306,Levi Stockard III missed Jumper.,24,27
9:06,2306,Dean Wade Offensive Rebound.,24,27
8:54,2306,Dean Wade made Three Point Jumper. Assisted by Kamau Stokes.,27,27
8:29,66,Nick Weiler-Babb made Layup.,27,29
8:29,2306,Foul on Levi Stockard III.,27,29
8:29,66,Nick Weiler-Babb missed Free Throw.,27,29
8:29,2306,Levi Stockard III Defensive Rebound.,27,29
8:13,2306,Kamau Stokes made Three Point Jumper. Assisted by Barry Brown.,30,29
8:01,66,Donovan Jackson made Jumper.,30,31
7:45,2306,Kamau Stokes made Three Point Jumper. Assisted by Barry Brown.,33,31
7:23,66,Nick Weiler-Babb missed Jumper.,33,31
7:23,66,Solomon Young Offensive Rebound.,33,31
7:05,2306,Foul on Kamau Stokes.,33,31
7:05,66,Official TV Timeout,33,31
7:05,66,Lindell Wigginton made Free Throw.,33,32
7:05,66,Lindell Wigginton made Free Throw.,33,33
6:54,2306,Cartier Diarra Turnover.,33,33
6:54,66,Nick Weiler-Babb Steal.,33,33
6:45,66,Lindell Wigginton made Three Point Jumper. Assisted by Solomon Young.,33,36
6:27,2306,Barry Brown missed Jumper.,33,36
6:27,66,Lindell Wigginton Defensive Rebound.,33,36
6:16,66,Solomon Young made Three Point Jumper. Assisted by Nick Weiler-Babb.,33,39
5:51,66,Foul on Jeff Beverly.,33,39
5:47,2306,Barry Brown missed Three Point Jumper.,33,39
5:47,2306,Levi Stockard III Offensive Rebound.,33,39
5:40,2306,Dean Wade made Three Point Jumper. Assisted by Kamau Stokes.,36,39
5:16,66,Lindell Wigginton Turnover.,36,39
5:16,2306,Dean Wade Steal.,36,39
5:09,2306,Kamau Stokes made Three Point Jumper.,39,39
4:39,66,Nick Weiler-Babb made Jumper.,39,41
4:34,66,Iowa State  Timeout,39,41
4:21,66,Foul on Solomon Young.,39,41
4:15,66,Foul on Donovan Jackson.,39,41
4:15,2306,Kamau Stokes missed Free Throw.,39,41
4:15,2306,Kansas State Deadball Team Rebound.,39,41
4:15,2306,Kamau Stokes made Free Throw.,40,41
4:15,2306,Kamau Stokes made Free Throw.,41,41
3:48,66,Nick Weiler-Babb missed Three Point Jumper.,41,41
3:48,2306,Dean Wade Defensive Rebound.,41,41
3:40,66,Foul on Lindell Wigginton.,41,41
3:40,66,Official TV Timeout,41,41
3:40,2306,Barry Brown made Free Throw.,42,41
3:40,2306,Barry Brown made Free Throw.,43,41
3:25,66,Cameron Lard made Jumper. Assisted by Nick Weiler-Babb.,43,43
3:04,66,Foul on Donovan Jackson.,43,43
3:04,2306,Kamau Stokes made Free Throw.,44,43
3:04,2306,Kamau Stokes made Free Throw.,45,43
3:04,2306,Kamau Stokes made Free Throw.,46,43
2:52,2306,Foul on Levi Stockard III.,46,43
2:52,66,Solomon Young made Free Throw.,46,44
2:52,66,Solomon Young made Free Throw.,46,45
2:26,2306,Kamau Stokes missed Jumper.,46,45
2:26,66,Cameron Lard Defensive Rebound.,46,45
2:21,66,Nick Weiler-Babb Turnover.,46,45
2:21,2306,Kamau Stokes Steal.,46,45
2:11,2306,Dean Wade made Three Point Jumper. Assisted by Kamau Stokes.,49,45
1:42,66,Cameron Lard made Dunk. Assisted by Lindell Wigginton.,49,47
1:42,2306,Foul on Levi Stockard III.,49,47
1:42,66,Cameron Lard made Free Throw.,49,48
1:27,2306,Brian Patrick missed Three Point Jumper.,49,48
1:27,66,Jakolby Long Defensive Rebound.,49,48
1:06,66,Solomon Young missed Jumper.,49,48
1:06,2306,Brian Patrick Defensive Rebound.,49,48
0:44,66,Foul on Lindell Wigginton.,49,48
0:44,2306,Barry Brown made Free Throw.,50,48
0:44,2306,Barry Brown made Free Throw.,51,48
0:32,66,Cameron Lard missed Layup.,51,48
0:32,2306,Amaad Wainright Block.,51,48
0:32,66,Cameron Lard Offensive Rebound.,51,48
0:32,66,Cameron Lard missed Layup.,51,48
0:32,66,Cameron Lard Offensive Rebound.,51,48
0:19,66,Cameron Lard made Layup.,51,50
0:19,2306,Kansas State  Timeout,51,50
0:04,2306,Barry Brown made Layup.,53,50
0:00,66,End of 1st half,53,50
20:00,66,Jump Ball won by Iowa State,53,50
19:49,2306,Foul on Makol Mawien.,53,50
19:46,66,Donovan Jackson missed Jumper.,53,50
19:46,66,Jeff Beverly Offensive Rebound.,53,50
19:30,66,Nick Weiler-Babb missed Jumper.,53,50
19:30,66,Jeff Beverly Offensive Rebound.,53,50
19:30,66,Jeff Beverly missed Two Point Tip Shot.,53,50
19:30,2306,Dean Wade Block.,53,50
19:30,2306,Dean Wade Defensive Rebound.,53,50
19:00,2306,Kamau Stokes missed Jumper.,53,50
19:00,2306,Barry Brown Offensive Rebound.,53,50
18:54,2306,Kamau Stokes made Jumper.,55,50
18:40,66,Lindell Wigginton Turnover.,55,50
18:40,2306,Barry Brown Steal.,55,50
18:35,2306,Barry Brown missed Jumper.,55,50
18:35,66,Lindell Wigginton Block.,55,50
18:35,2306,Kansas State Offensive Rebound.,55,50
18:32,2306,Barry Brown Turnover.,55,50
18:11,66,Lindell Wigginton missed Jumper.,55,50
18:11,2306,Kamau Stokes Defensive Rebound.,55,50
17:57,66,Foul on Jeff Beverly.,55,50
17:57,2306,Barry Brown made Free Throw.,56,50
17:57,2306,Barry Brown missed Free Throw.,56,50
17:57,66,Cameron Lard Defensive Rebound.,56,50
17:57,2306,Foul on Makol Mawien.,56,50
17:32,66,Nick Weiler-Babb missed Three Point Jumper.,56,50
17:32,2306,Dean Wade Defensive Rebound.,56,50
17:23,2306,Xavier Sneed missed Jumper.,56,50
17:23,2306,Xavier Sneed Offensive Rebound.,56,50
17:15,2306,Barry Brown missed Three Point Jumper.,56,50
17:15,66,Donovan Jackson Defensive Rebound.,56,50
17:08,66,Donovan Jackson Turnover.,56,50
17:08,2306,Xavier Sneed Steal.,56,50
16:46,2306,Barry Brown made Layup.,58,50
16:43,66,Iowa State  Timeout,58,50
16:43,66,Official TV Timeout,58,50
16:22,2306,Foul on Levi Stockard III.,58,50
16:22,66,Solomon Young made Free Throw.,58,51
16:22,66,Solomon Young made Free Throw.,58,52
16:11,66,Foul on Lindell Wigginton.,58,52
16:07,2306,Barry Brown Turnover.,58,52
15:51,66,Nick Weiler-Babb missed Jumper.,58,52
15:51,66,Cameron Lard Offensive Rebound.,58,52
15:51,66,Cameron Lard missed Two Point Tip Shot.,58,52
15:51,66,Nick Weiler-Babb Offensive Rebound.,58,52
15:51,66,Nick Weiler-Babb missed Two Point Tip Shot.,58,52
15:51,2306,Kamau Stokes Defensive Rebound.,58,52
15:35,2306,Xavier Sneed missed Three Point Jumper.,58,52
15:35,66,Cameron Lard Defensive Rebound.,58,52
15:26,66,Cameron Lard Turnover.,58,52
15:26,66,Official TV Timeout,58,52
15:00,2306,Dean Wade made Layup.,60,52
14:53,66,Cameron Lard made Layup. Assisted by Solomon Young.,60,54
14:39,66,Foul on Cameron Lard.,60,54
14:30,2306,Xavier Sneed made Three Point Jumper. Assisted by Kamau Stokes.,63,54
14:18,66,Solomon Young Turnover.,63,54
13:53,2306,Kamau Stokes missed Three Point Jumper.,63,54
13:53,66,Nick Weiler-Babb Defensive Rebound.,63,54
13:46,2306,Foul on Amaad Wainright.,63,54
13:30,2306,Foul on Kamau Stokes.,63,54
13:30,66,Lindell Wigginton missed Free Throw.,63,54
13:30,66,Iowa State Deadball Team Rebound.,63,54
13:30,66,Lindell Wigginton missed Free Throw.,63,54
13:30,66,Iowa State Deadball Team Rebound.,63,54
13:30,66,Lindell Wigginton missed Free Throw.,63,54
13:30,2306,Makol Mawien Defensive Rebound.,63,54
13:15,2306,Xavier Sneed made Three Point Jumper. Assisted by Amaad Wainright.,66,54
13:01,66,Terrence Lewis missed Three Point Jumper.,66,54
13:01,66,Solomon Young Offensive Rebound.,66,54
13:01,2306,Foul on Makol Mawien.,66,54
12:59,2306,Foul on James Love III.,66,54
12:59,66,Cameron Lard made Free Throw.,66,55
12:59,66,Cameron Lard made Free Throw.,66,56
12:39,2306,Xavier Sneed missed Three Point Jumper.,66,56
12:39,66,Nick Weiler-Babb Defensive Rebound.,66,56
12:34,66,Nick Weiler-Babb Turnover.,66,56
12:34,2306,Amaad Wainright Steal.,66,56
12:24,66,Foul on Solomon Young.,66,56
12:24,2306,Xavier Sneed made Free Throw.,67,56
12:24,2306,Xavier Sneed missed Free Throw.,67,56
12:24,66,Terrence Lewis Defensive Rebound.,67,56
12:24,2306,Foul on Xavier Sneed.,67,56
12:24,66,Terrence Lewis missed Free Throw.,67,56
12:24,66,Cameron Lard Offensive Rebound.,67,56
12:06,2306,Foul on Amaad Wainright.,67,56
12:06,66,Jeff Beverly made Free Throw.,67,57
12:06,66,Jeff Beverly made Free Throw.,67,58
11:47,2306,Dean Wade Turnover.,67,58
11:47,66,Jeff Beverly Steal.,67,58
11:39,66,Donovan Jackson missed Three Point Jumper.,67,58
11:39,2306,Kansas State Defensive Rebound.,67,58
11:39,66,Official TV Timeout,67,58
11:30,2306,Barry Brown made Layup.,69,58
11:09,66,Nick Weiler-Babb missed Jumper.,69,58
11:09,2306,Amaad Wainright Block.,69,58
11:09,2306,Dean Wade Defensive Rebound.,69,58
10:39,2306,Dean Wade made Three Point Jumper. Assisted by Kamau Stokes.,72,58
10:11,2306,Foul on Dean Wade.,72,58
10:11,66,Lindell Wigginton made Free Throw.,72,59
10:11,66,Lindell Wigginton made Free Throw.,72,60
9:50,2306,Barry Brown missed Layup.,72,60
9:50,2306,Barry Brown Offensive Rebound.,72,60
9:44,2306,Dean Wade made Three Point Jumper. Assisted by Barry Brown.,75,60
9:32,66,Nick Weiler-Babb made Layup.,75,62
9:31,66,Iowa State  Timeout,75,62
9:19,2306,Kamau Stokes Turnover.,75,62
9:10,66,Lindell Wigginton missed Three Point Jumper.,75,62
9:10,66,Solomon Young Offensive Rebound.,75,62
9:03,66,Lindell Wigginton missed Three Point Jumper.,75,62
9:03,2306,Amaad Wainright Defensive Rebound.,75,62
8:51,2306,Dean Wade made Layup. Assisted by Kamau Stokes.,77,62
8:35,66,Solomon Young made Layup. Assisted by Nick Weiler-Babb.,77,64
8:09,66,Foul on Terrence Lewis.,77,64
8:09,66,Foul on Donovan Jackson.,77,64
7:53,2306,Foul on Kamau Stokes.,77,64
7:53,2306,Kamau Stokes Turnover.,77,64
7:53,66,Official TV Timeout,77,64
7:39,2306,Foul on Kamau Stokes.,77,64
7:39,66,Lindell Wigginton made Free Throw.,77,65
7:39,66,Lindell Wigginton made Free Throw.,77,66
7:23,2306,Dean Wade made Jumper.,79,66
6:59,66,Lindell Wigginton missed Jumper.,79,66
6:59,2306,Xavier Sneed Defensive Rebound.,79,66
6:37,2306,Barry Brown made Layup.,81,66
6:24,66,Nick Weiler-Babb missed Three Point Jumper.,81,66
6:24,2306,Amaad Wainright Defensive Rebound.,81,66
6:00,66,Foul on Cameron Lard.,81,66
6:00,2306,Dean Wade made Free Throw.,82,66
6:00,2306,Dean Wade made Free Throw.,83,66
5:40,2306,Foul on Barry Brown.,83,66
5:40,66,Nick Weiler-Babb made Free Throw.,83,67
5:40,66,Nick Weiler-Babb missed Free Throw.,83,67
5:40,2306,Dean Wade Defensive Rebound.,83,67
5:28,2306,Dean Wade made Jumper.,85,67
4:59,2306,Foul on Xavier Sneed.,85,67
4:59,66,Lindell Wigginton missed Free Throw.,85,67
4:59,66,Iowa State Deadball Team Rebound.,85,67
4:59,66,Lindell Wigginton made Free Throw.,85,68
4:59,66,Iowa State  Timeout,85,68
4:37,66,Foul on Lindell Wigginton.,85,68
4:37,2306,Barry Brown missed Free Throw.,85,68
4:37,66,Nick Weiler-Babb Defensive Rebound.,85,68
4:24,66,Donovan Jackson missed Three Point Jumper.,85,68
4:24,66,Nick Weiler-Babb Offensive Rebound.,85,68
4:10,66,Nick Weiler-Babb made Jumper.,85,70
3:39,2306,Barry Brown made Layup.,87,70
3:26,66,Cameron Lard missed Jumper.,87,70
3:26,2306,Cartier Diarra Defensive Rebound.,87,70
3:00,2306,Barry Brown Turnover.,87,70
2:55,66,Official TV Timeout,87,70
2:46,66,Lindell Wigginton made Layup.,87,72
2:46,2306,Foul on Cartier Diarra.,87,72
2:46,66,Lindell Wigginton made Free Throw.,87,73
2:44,2306,Kamau Stokes Turnover.,87,73
2:44,66,Solomon Young Steal.,87,73
2:41,66,Solomon Young missed Layup.,87,73
2:41,2306,Kamau Stokes Defensive Rebound.,87,73
2:12,2306,Kamau Stokes missed Jumper.,87,73
1:52,2306,Xavier Sneed Offensive Rebound.,87,73
1:47,2306,Amaad Wainright made Layup. Assisted by Barry Brown.,89,73
1:41,66,Nick Weiler-Babb missed Three Point Jumper.,89,73
1:41,2306,Xavier Sneed Defensive Rebound.,89,73
1:15,2306,Xavier Sneed Turnover.,89,73
1:15,66,Jeff Beverly Steal.,89,73
1:10,66,Nick Weiler-Babb made Layup.,89,75
0:35,2306,Kamau Stokes missed Jumper.,89,75
0:35,2306,Xavier Sneed Offensive Rebound.,89,75
0:35,2306,Xavier Sneed made Dunk.,91,75
0:35,66,Foul on Lindell Wigginton.,91,75
0:35,2306,Xavier Sneed missed Free Throw.,91,75
0:35,66,Jeff Beverly Defensive Rebound.,91,75
0:28,66,Nick Weiler-Babb missed Layup.,91,75
0:28,2306,Dean Wade Defensive Rebound.,91,75
0:00,66,End of Game,91,75
