Fairleigh Dickinson,2341,LIU Brooklyn,161
4:00,2341,Joel Hernandez made Free Throw.,29,28
4:00,2341,Joel Hernandez missed Free Throw.,29,28
4:00,2341,Joel Hernandez Offensive Rebound.,29,28
3:57,161,Foul on Nadi Beciri.,29,28
3:57,2341,Joel Hernandez made Free Throw.,29,29
3:57,2341,Joel Hernandez made Free Throw.,29,30
3:44,161,Jahlil Jenkins missed Three Point Jumper.,29,30
3:44,2341,Eral Penn Defensive Rebound.,29,30
3:35,161,Foul on Darian Anderson.,29,30
3:35,2341,Jashaun Agosto made Free Throw.,29,31
3:35,2341,Jashaun Agosto made Free Throw.,29,32
3:20,161,Nadi Beciri missed Layup.,29,32
3:20,2341,Joel Hernandez Defensive Rebound.,29,32
2:55,2341,Jashaun Agosto Turnover.,29,32
2:54,161,Elyjah Williams Steal.,29,32
2:51,161,Elyjah Williams missed Layup.,29,32
2:51,2341,Joel Hernandez Defensive Rebound.,29,32
2:44,2341,Jashaun Agosto made Layup. Assisted by Julian Batts.,29,34
2:44,161,Fairleigh Dickinson  Timeout,29,34
2:33,161,Mike Holloway Jr. missed Layup.,29,34
2:33,2341,Eral Penn Block.,29,34
2:31,161,Mike Holloway Jr. Offensive Rebound.,29,34
2:30,161,Mike Holloway Jr. made Layup.,31,34
2:28,2341,Foul on Eral Penn.,31,34
2:28,2341,Technical Foul on Eral Penn.,31,34
2:28,161,Foul on Mike Holloway Jr..,31,34
2:28,161,Technical Foul on Mike Holloway Jr..,31,34
2:09,2341,Eral Penn missed Dunk.,31,34
2:09,2341,Eral Penn Offensive Rebound.,31,34
2:07,2341,Eral Penn missed Two Point Tip Shot.,31,34
2:07,161,Elyjah Williams Defensive Rebound.,31,34
1:51,161,Mike Holloway Jr. missed Layup.,31,34
1:51,2341,Eral Penn Block.,31,34
1:49,161,Noah Morgan Offensive Rebound.,31,34
1:40,161,Noah Morgan made Three Point Jumper. Assisted by Jahlil Jenkins.,34,34
1:18,2341,Raiquan Clark missed Layup.,34,34
1:18,161,Nadi Beciri Block.,34,34
1:15,161,Nadi Beciri Defensive Rebound.,34,34
1:07,161,Elyjah Williams missed Layup.,34,34
1:07,161,Elyjah Williams Offensive Rebound.,34,34
1:03,161,Elyjah Williams made Layup.,36,34
0:39,2341,Joel Hernandez made Jumper.,36,36
0:12,161,Elyjah Williams made Layup.,38,36
0:11,2341,Foul on Raiquan Clark.,38,36
0:11,161,Elyjah Williams made Free Throw.,39,36
0:01,2341,Joel Hernandez missed Three Point Jumper.,39,36
0:01,2341,Raul Frias Offensive Rebound.,39,36
0:00,2341,End of 1st half,39,36
19:49,2341,Raiquan Clark Turnover.,39,36
19:18,161,Jahlil Jenkins missed Three Point Jumper.,39,36
19:18,2341,LIU Brooklyn Deadball Team Rebound.,39,36
19:02,2341,Raiquan Clark made Layup.,39,38
18:38,161,Darnell Edge made Layup.,41,38
18:12,2341,Joel Hernandez made Jumper.,41,40
17:58,161,Jahlil Jenkins missed Layup.,41,40
17:58,2341,LIU Brooklyn Defensive Rebound.,41,40
17:57,161,Foul on Mike Holloway Jr..,41,40
17:50,2341,Jashaun Agosto made Three Point Jumper.,41,43
17:33,161,Darnell Edge missed Jumper.,41,43
17:33,2341,Jashaun Agosto Defensive Rebound.,41,43
17:26,2341,Joel Hernandez missed Three Point Jumper.,41,43
17:26,161,Noah Morgan Defensive Rebound.,41,43
17:11,161,Mike Holloway Jr. made Three Point Jumper. Assisted by Jahlil Jenkins.,44,43
16:48,2341,Julian Batts missed Jumper.,44,43
16:48,2341,LIU Brooklyn Offensive Rebound.,44,43
16:28,2341,Julian Batts missed Layup.,44,43
16:28,161,Noah Morgan Block.,44,43
16:27,2341,LIU Brooklyn Offensive Rebound.,44,43
16:24,2341,Raiquan Clark made Layup. Assisted by Joel Hernandez.,44,45
16:00,161,Noah Morgan made Layup. Assisted by Darnell Edge.,46,45
15:35,2341,Raiquan Clark Turnover.,46,45
15:34,161,Darian Anderson Steal.,46,45
15:29,161,Jahlil Jenkins missed Three Point Jumper.,46,45
15:29,2341,Jashaun Agosto Defensive Rebound.,46,45
15:21,2341,Julius van Sauers Turnover.,46,45
15:21,2341,Official TV Timeout,46,45
15:06,161,Darnell Edge made Three Point Jumper. Assisted by Noah Morgan.,49,45
14:45,2341,Joel Hernandez missed Three Point Jumper.,49,45
14:45,2341,Julius van Sauers Offensive Rebound.,49,45
14:40,2341,Julius van Sauers missed Layup.,49,45
14:40,2341,Raiquan Clark Offensive Rebound.,49,45
14:38,2341,Raiquan Clark missed Two Point Tip Shot.,49,45
14:38,161,Noah Morgan Defensive Rebound.,49,45
14:21,161,Foul on Darnell Edge.,49,45
14:21,161,Darnell Edge Turnover.,49,45
13:55,2341,Raiquan Clark made Layup.,49,47
13:55,161,Foul on Noah Morgan.,49,47
13:55,2341,Raiquan Clark made Free Throw.,49,48
13:34,161,Jahlil Jenkins made Layup.,51,48
13:34,2341,Foul on Julius van Sauers.,51,48
13:34,161,Jahlil Jenkins made Free Throw.,52,48
13:18,2341,Raiquan Clark missed Layup.,52,48
13:18,161,Kaleb Bishop Defensive Rebound.,52,48
13:11,161,Jahlil Jenkins Turnover.,52,48
12:57,2341,Raiquan Clark made Layup.,52,50
12:43,161,Noah Morgan missed Jumper.,52,50
12:43,2341,Eral Penn Defensive Rebound.,52,50
12:23,2341,Julian Batts missed Three Point Jumper.,52,50
12:23,161,Darnell Edge Defensive Rebound.,52,50
12:08,161,Jahlil Jenkins missed Layup.,52,50
12:08,2341,Joel Hernandez Defensive Rebound.,52,50
12:02,2341,Joel Hernandez Turnover.,52,50
12:01,161,Jahlil Jenkins Steal.,52,50
11:58,161,Kaleb Bishop missed Layup.,52,50
11:58,161,Noah Morgan Offensive Rebound.,52,50
11:56,161,Noah Morgan made Two Point Tip Shot.,54,50
11:29,2341,Joel Hernandez made Layup.,54,52
11:26,2341,Official TV Timeout,54,52
11:00,161,Darian Anderson missed Three Point Jumper.,54,52
11:00,161,Kaleb Bishop Offensive Rebound.,54,52
10:42,161,Mike Holloway Jr. made Layup. Assisted by Darian Anderson.,56,52
10:29,2341,Jashaun Agosto missed Three Point Jumper.,56,52
10:29,161,Darian Anderson Defensive Rebound.,56,52
10:22,161,Darian Anderson made Layup.,58,52
10:04,2341,Raiquan Clark made Layup.,58,54
9:47,161,Noah Morgan missed Three Point Jumper.,58,54
9:47,2341,Raiquan Clark Defensive Rebound.,58,54
9:38,2341,Jamall Robinson made Three Point Jumper. Assisted by Jashaun Agosto.,58,57
9:19,2341,Foul on Jamall Robinson.,58,57
9:06,161,Darian Anderson made Three Point Jumper. Assisted by Elyjah Williams.,61,57
9:02,161,Foul on Noah Morgan.,61,57
9:02,161,Technical Foul on Noah Morgan.,61,57
9:02,2341,Foul on Julian Batts.,61,57
9:02,2341,Technical Foul on Julian Batts.,61,57
8:51,2341,Jamall Robinson Turnover.,61,57
8:50,161,Darian Anderson Steal.,61,57
8:36,161,Darnell Edge missed Jumper.,61,57
8:36,161,Mike Holloway Jr. Offensive Rebound.,61,57
8:33,2341,Foul on Julius van Sauers.,61,57
8:33,161,Mike Holloway Jr. made Free Throw.,62,57
8:33,161,Mike Holloway Jr. made Free Throw.,63,57
8:06,2341,Joel Hernandez missed Jumper.,63,57
8:06,2341,Eral Penn Offensive Rebound.,63,57
8:00,2341,Official TV Timeout,63,60
8:00,2341,LIU Brooklyn  Turnover.,63,57
8:00,2341,Official TV Timeout,63,57
7:48,161,Elyjah Williams missed Jumper.,63,57
7:48,161,Elyjah Williams Offensive Rebound.,63,57
7:44,2341,Foul on Eral Penn.,63,57
7:35,161,Noah Morgan missed Three Point Jumper.,63,57
7:35,2341,Eral Penn Defensive Rebound.,63,57
7:04,2341,Raiquan Clark missed Jumper.,63,57
7:04,161,Noah Morgan Defensive Rebound.,63,57
6:49,2341,Foul on Eral Penn.,63,57
6:49,161,Noah Morgan made Free Throw.,64,57
6:49,161,Noah Morgan missed Free Throw.,64,57
6:49,2341,Joel Hernandez Defensive Rebound.,64,57
6:46,2341,Joel Hernandez Turnover.,64,57
6:45,161,Jahlil Jenkins Steal.,64,57
6:32,161,Mike Holloway Jr. missed Layup.,64,57
6:32,2341,Joel Hernandez Defensive Rebound.,64,57
6:21,2341,Jamall Robinson missed Three Point Jumper.,64,57
6:21,161,Darnell Edge Defensive Rebound.,64,57
6:13,161,Darnell Edge missed Three Point Jumper.,64,57
6:13,161,Elyjah Williams Offensive Rebound.,64,57
6:09,161,Mike Holloway Jr. made Layup. Assisted by Elyjah Williams.,66,57
6:09,2341,LIU Brooklyn  Timeout,66,57
6:09,2341,Official TV Timeout,66,57
5:51,2341,Raiquan Clark made Layup.,66,59
5:25,161,Jahlil Jenkins missed Layup.,66,59
5:25,2341,Raiquan Clark Block.,66,59
5:22,161,Noah Morgan Offensive Rebound.,66,59
5:21,161,Noah Morgan missed Layup.,66,59
5:21,2341,Raiquan Clark Defensive Rebound.,66,59
5:15,2341,Raiquan Clark Turnover.,66,59
5:15,2341,Foul on Raiquan Clark.,66,59
4:52,161,Noah Morgan made Three Point Jumper. Assisted by Darian Anderson.,69,59
4:33,2341,Raiquan Clark missed Layup.,69,59
4:33,161,Mike Holloway Jr. Defensive Rebound.,69,59
4:21,161,Darian Anderson missed Layup.,69,59
4:21,2341,Julian Batts Defensive Rebound.,69,59
4:13,2341,Raiquan Clark made Layup. Assisted by Joel Hernandez.,69,61
3:55,161,Darian Anderson made Three Point Jumper.,72,61
3:34,2341,Joel Hernandez missed Layup.,72,61
3:34,161,Darnell Edge Defensive Rebound.,72,61
3:28,161,Mike Holloway Jr. made Dunk. Assisted by Darnell Edge.,74,61
3:25,2341,LIU Brooklyn  Timeout,74,61
3:25,2341,Official TV Timeout,74,61
3:08,2341,Jashaun Agosto missed Three Point Jumper.,74,61
3:08,161,Darian Anderson Defensive Rebound.,74,61
2:40,161,Darian Anderson missed Three Point Jumper.,74,61
2:40,2341,Jashaun Agosto Defensive Rebound.,74,61
2:33,161,Foul on Darian Anderson.,74,61
2:33,2341,Joel Hernandez missed Free Throw.,74,61
2:33,2341,LIU Brooklyn Deadball Team Rebound.,74,61
2:33,2341,Joel Hernandez missed Free Throw.,74,61
2:33,161,Mike Holloway Jr. Defensive Rebound.,74,61
2:32,2341,Foul on Raiquan Clark.,74,61
2:32,161,Mike Holloway Jr. missed Free Throw.,74,61
2:32,2341,Raiquan Clark Defensive Rebound.,74,61
2:23,161,Foul on Mike Holloway Jr..,74,61
2:23,2341,Raiquan Clark made Free Throw.,74,62
2:23,2341,Raiquan Clark made Free Throw.,74,63
2:05,161,Darian Anderson missed Jumper.,74,63
2:05,2341,LIU Brooklyn Defensive Rebound.,74,63
1:50,2341,Joel Hernandez made Jumper.,74,65
1:28,161,Fairleigh Dickinson  Timeout,74,65
1:17,161,Darian Anderson missed Three Point Jumper.,74,65
1:17,2341,Raiquan Clark Defensive Rebound.,74,65
1:09,2341,Julian Batts missed Three Point Jumper.,74,65
1:09,2341,LIU Brooklyn Offensive Rebound.,74,65
1:02,2341,Jamall Robinson missed Three Point Jumper.,74,65
1:02,161,Jahlil Jenkins Defensive Rebound.,74,65
0:55,2341,Foul on Jashaun Agosto.,74,65
0:55,161,Jahlil Jenkins made Free Throw.,75,65
0:55,161,Jahlil Jenkins made Free Throw.,76,65
0:43,2341,Jamall Robinson made Three Point Jumper. Assisted by Raiquan Clark.,76,68
0:43,2341,LIU Brooklyn  Timeout,76,68
0:36,161,Mike Holloway Jr. made Dunk. Assisted by Jahlil Jenkins.,78,68
0:29,2341,Joel Hernandez made Three Point Jumper. Assisted by Jashaun Agosto.,78,71
0:25,2341,Foul on Jashaun Agosto.,78,71
0:25,161,Darnell Edge made Free Throw.,79,71
0:25,161,Darnell Edge made Free Throw.,80,71
0:20,2341,Joel Hernandez missed Three Point Jumper.,80,71
0:20,2341,Jamall Robinson Offensive Rebound.,80,71
0:17,2341,Joel Hernandez missed Three Point Jumper.,80,71
0:17,161,Noah Morgan Defensive Rebound.,80,71
0:16,2341,Foul on Julian Batts.,80,71
0:16,161,Noah Morgan made Free Throw.,81,71
