Siena,2368,Marist,2561
11:19,2561,Prince Oduro Defensive Rebound.,9,12
11:01,2561,Khalil Richard Turnover.,9,12
11:00,2368,David Knudsen Steal.,9,12
10:59,2561,Foul on Khalil Richard.,9,12
10:59,2368,David Knudsen made Free Throw.,9,13
10:59,2368,David Knudsen made Free Throw.,9,14
10:49,2368,Foul on Isaiah Lamb.,9,14
10:34,2368,Foul on Aleksandar Dozic.,9,14
10:34,2561,Kadeem Smithen made Free Throw.,10,14
10:34,2561,Kadeem Smithen made Free Throw.,11,14
10:28,2561,Foul on Khalil Richard.,11,14
10:28,2368,Brian Parker made Free Throw.,11,15
10:28,2368,Brian Parker missed Free Throw.,11,15
10:28,2561,Nico Clareth Defensive Rebound.,11,15
10:05,2561,Christian Bentley made Layup. Assisted by Nico Clareth.,13,15
9:53,2368,Foul on David Knudsen.,13,15
9:53,2368,David Knudsen Turnover.,13,15
9:45,2561,Roman Penn missed Three Point Jumper.,13,15
9:45,2368,Lasse Gummerus Defensive Rebound.,13,15
9:35,2368,Isaiah Lamb missed Three Point Jumper.,13,15
9:35,2561,Kadeem Smithen Defensive Rebound.,13,15
9:27,2561,Nico Clareth made Three Point Jumper. Assisted by Roman Penn.,16,15
9:10,2368,Brian Parker missed Jumper.,16,15
9:10,2368,Brian Parker Offensive Rebound.,16,15
9:08,2561,Foul on Prince Oduro.,16,15
9:08,2368,Brian Parker made Free Throw.,16,16
9:08,2368,Brian Parker made Free Throw.,16,17
8:58,2561,Nico Clareth Turnover.,16,17
8:41,2368,Lasse Gummerus missed Three Point Jumper.,16,17
8:41,2561,Roman Penn Defensive Rebound.,16,17
8:22,2561,Prince Oduro missed Jumper.,16,17
8:22,2561,Prince Oduro Offensive Rebound.,16,17
8:18,2561,Prince Oduro made Two Point Tip Shot.,18,17
7:59,2368,Tobias Sjoberg Turnover.,18,17
7:59,2368,Official TV Timeout,18,17
7:52,2561,Nico Clareth missed Jumper.,18,17
7:52,2368,Ryan Funk Defensive Rebound.,18,17
7:46,2561,Foul on Nico Clareth.,18,17
7:46,2368,Ryan Funk made Free Throw.,18,18
7:46,2368,Ryan Funk made Free Throw.,18,19
7:31,2561,Roman Penn missed Layup.,18,19
7:31,2561,Christian Bentley Offensive Rebound.,18,19
7:28,2561,Christian Bentley missed Two Point Tip Shot.,18,19
7:28,2368,Marist Defensive Rebound.,18,19
7:27,2561,Foul on Kadeem Smithen.,18,19
7:27,2368,David Knudsen made Free Throw.,18,20
7:27,2368,David Knudsen made Free Throw.,18,21
7:08,2561,Prince Oduro missed Layup.,18,21
7:08,2368,Tobias Sjoberg Defensive Rebound.,18,21
6:51,2368,Foul on Isaiah Lamb.,18,21
6:51,2368,Isaiah Lamb Turnover.,18,21
6:36,2561,Jordan Horn missed Three Point Jumper.,18,21
6:36,2368,Marist Defensive Rebound.,18,21
6:23,2368,Brian Parker missed Layup.,18,21
6:23,2561,Siena Defensive Rebound.,18,21
6:11,2561,Nico Clareth Turnover.,18,21
6:10,2368,David Knudsen Steal.,18,21
6:08,2368,David Knudsen made Layup.,18,23
6:08,2561,Foul on Nico Clareth.,18,23
6:08,2368,David Knudsen made Free Throw.,18,24
5:54,2561,Kadeem Smithen missed Jumper.,18,24
5:54,2561,Ahsante Shivers Offensive Rebound.,18,24
5:39,2561,Jordan Horn made Three Point Jumper. Assisted by Roman Penn.,21,24
5:19,2368,Brian Parker made Jumper.,21,26
4:59,2368,Foul on Brian Parker.,21,26
4:58,2561,Prince Oduro missed Free Throw.,21,26
4:57,2561,Kadeem Smithen Offensive Rebound.,21,26
4:49,2368,Foul on Connor McClenaghan.,21,26
4:49,2561,Prince Oduro missed Free Throw.,21,26
4:49,2561,Siena Deadball Team Rebound.,21,26
4:49,2561,Prince Oduro made Free Throw.,22,26
4:34,2368,Brian Parker made Layup.,22,28
4:19,2561,Roman Penn missed Layup.,22,28
4:19,2368,Ryan Funk Defensive Rebound.,22,28
4:11,2368,Ryan Funk missed Three Point Jumper.,22,28
4:11,2561,Ahsante Shivers Defensive Rebound.,22,28
3:58,2561,Ahsante Shivers made Three Point Jumper. Assisted by Roman Penn.,25,28
3:30,2368,Brian Parker Turnover.,25,28
3:28,2561,Jordan Horn Steal.,25,28
3:20,2561,Jordan Horn missed Three Point Jumper.,25,28
3:20,2368,Brian Parker Defensive Rebound.,25,28
3:12,2368,Brian Parker missed Three Point Jumper.,25,28
3:12,2561,Roman Penn Defensive Rebound.,25,28
2:54,2561,Ahsante Shivers missed Three Point Jumper.,25,28
2:54,2368,Austin Williams Defensive Rebound.,25,28
2:32,2368,Brian Parker made Jumper.,25,30
2:21,2368,Official TV Timeout,25,30
2:05,2561,Roman Penn made Jumper. Assisted by Ahsante Shivers.,27,30
1:38,2368,Ryan Funk Turnover.,27,30
1:12,2561,Roman Penn missed Three Point Jumper.,27,30
1:12,2561,Ahsante Shivers Offensive Rebound.,27,30
1:03,2561,Kadeem Smithen made Dunk.,29,30
0:47,2561,Foul on Roman Penn.,29,30
0:47,2368,Brian Parker missed Free Throw.,29,30
0:47,2368,Marist Deadball Team Rebound.,29,30
0:47,2368,Brian Parker made Free Throw.,29,31
0:35,2561,Ahsante Shivers made Jumper.,31,31
0:33,2561,Siena  Timeout,31,31
0:07,2368,Ryan Funk missed Three Point Jumper.,31,31
0:07,2561,Kadeem Smithen Defensive Rebound.,31,31
0:00,2368,End of 1st half,31,31
19:41,2368,David Knudsen made Jumper.,31,33
19:18,2561,Khalil Richard made Jumper.,33,33
18:56,2368,Ryan Funk made Three Point Jumper. Assisted by David Knudsen.,33,36
18:38,2561,Ahsante Shivers missed Jumper.,33,36
18:38,2368,Tobias Sjoberg Defensive Rebound.,33,36
18:24,2368,Aleksandar Dozic missed Three Point Jumper.,33,36
18:24,2561,Prince Oduro Defensive Rebound.,33,36
18:07,2561,Prince Oduro missed Jumper.,33,36
18:07,2368,Aleksandar Dozic Defensive Rebound.,33,36
17:51,2368,Ryan Funk made Three Point Jumper. Assisted by Brian Parker.,33,39
17:32,2561,Prince Oduro missed Jumper.,33,39
17:32,2368,Tobias Sjoberg Defensive Rebound.,33,39
17:21,2368,David Knudsen missed Three Point Jumper.,33,39
17:21,2561,Kadeem Smithen Defensive Rebound.,33,39
17:04,2561,Roman Penn missed Layup.,33,39
17:04,2368,Aleksandar Dozic Defensive Rebound.,33,39
16:56,2368,Foul on Brian Parker.,33,39
16:56,2368,Brian Parker Turnover.,33,39
16:38,2561,Nico Clareth missed Jumper.,33,39
16:38,2561,Nico Clareth Offensive Rebound.,33,39
16:34,2561,Khalil Richard missed Jumper.,33,39
16:34,2368,Ryan Funk Defensive Rebound.,33,39
16:20,2368,Ryan Funk made Three Point Jumper. Assisted by David Knudsen.,33,42
16:00,2561,Foul on Ahsante Shivers.,33,42
16:00,2561,Ahsante Shivers Turnover.,33,42
15:44,2561,Foul on Prince Oduro.,33,42
15:44,2368,Official TV Timeout,33,42
15:44,2368,Ryan Funk made Free Throw.,33,43
15:44,2368,Ryan Funk made Free Throw.,33,44
15:21,2561,Khalil Richard missed Three Point Jumper.,33,44
15:21,2368,Ryan Funk Defensive Rebound.,33,44
15:02,2561,Foul on Nico Clareth.,33,44
15:02,2368,Ryan Funk made Free Throw.,33,45
15:02,2368,Ryan Funk missed Free Throw.,33,45
15:02,2561,Kadeem Smithen Defensive Rebound.,33,45
15:02,2368,Foul on Aleksandar Dozic.,33,45
14:52,2561,Nico Clareth Turnover.,33,45
14:51,2368,David Knudsen Steal.,33,45
14:40,2561,Foul on Evan Fisher.,33,45
14:40,2368,Isaiah Lamb missed Free Throw.,33,45
14:40,2368,Marist Deadball Team Rebound.,33,45
14:40,2368,Isaiah Lamb missed Free Throw.,33,45
14:40,2561,Prince Oduro Defensive Rebound.,33,45
14:30,2561,Foul on Prince Oduro.,33,45
14:30,2561,Prince Oduro Turnover.,33,45
14:14,2368,David Knudsen made Jumper.,33,47
13:53,2561,Roman Penn missed Jumper.,33,47
13:53,2368,Tobias Sjoberg Defensive Rebound.,33,47
13:37,2368,Isaiah Lamb Turnover.,33,47
13:18,2561,Roman Penn made Jumper.,35,47
12:55,2368,David Knudsen missed Three Point Jumper.,35,47
12:55,2561,Ahsante Shivers Defensive Rebound.,35,47
12:32,2561,Ahsante Shivers Turnover.,35,47
12:31,2368,Ryan Funk Steal.,35,47
12:30,2561,Foul on Christian Bentley.,35,47
12:30,2368,Isaiah Lamb Turnover.,35,47
12:14,2561,Jordan Horn missed Three Point Jumper.,35,47
12:14,2368,David Knudsen Defensive Rebound.,35,47
12:04,2561,Foul on Christian Bentley.,35,47
12:04,2368,Isaiah Lamb made Free Throw.,35,48
12:04,2368,Isaiah Lamb missed Free Throw.,35,48
12:04,2561,Nico Clareth Defensive Rebound.,35,48
11:56,2368,Foul on Ryan Funk.,35,48
11:56,2368,Official TV Timeout,35,48
11:56,2561,Siena  Timeout,35,48
11:41,2561,Nico Clareth missed Three Point Jumper.,35,48
11:41,2561,Prince Oduro Offensive Rebound.,35,48
11:35,2561,Nico Clareth made Jumper. Assisted by Prince Oduro.,37,48
11:16,2368,David Knudsen missed Layup.,37,48
11:16,2561,Ahsante Shivers Defensive Rebound.,37,48
10:57,2561,Kadeem Smithen missed Three Point Jumper.,37,48
10:57,2368,Tobias Sjoberg Defensive Rebound.,37,48
10:37,2368,Foul on Tobias Sjoberg.,37,48
10:37,2368,Tobias Sjoberg Turnover.,37,48
10:27,2561,Kadeem Smithen missed Layup.,37,48
10:27,2561,Roman Penn Offensive Rebound.,37,48
10:23,2561,Roman Penn made Layup.,39,48
10:15,2561,Foul on Kadeem Smithen.,39,48
10:15,2368,Brian Parker made Free Throw.,39,49
10:15,2368,Brian Parker missed Free Throw.,39,49
10:15,2561,Nico Clareth Defensive Rebound.,39,49
10:05,2561,Nico Clareth missed Three Point Jumper.,39,49
10:05,2561,Siena Deadball Team Rebound.,39,49
10:04,2368,Foul on Tobias Sjoberg.,39,49
9:49,2561,Ahsante Shivers made Three Point Jumper.,42,49
9:36,2368,Brian Parker missed Jumper.,42,49
9:36,2561,Nico Clareth Block.,42,49
9:35,2561,Manny Camper Defensive Rebound.,42,49
9:07,2561,Ahsante Shivers made Layup.,44,49
9:02,2368,Marist  Timeout,44,49
8:49,2368,Isaiah Lamb made Layup.,44,51
8:30,2561,Nico Clareth missed Jumper.,44,51
8:30,2368,Marist Defensive Rebound.,44,51
8:21,2368,Isaiah Lamb Turnover.,44,51
8:21,2561,Kadeem Smithen Steal.,44,51
8:05,2561,Roman Penn missed Three Point Jumper.,44,51
8:05,2368,Aleksandar Dozic Defensive Rebound.,44,51
8:04,2561,Foul on Nico Clareth.,44,51
8:04,2368,Aleksandar Dozic missed Free Throw.,44,51
8:04,2561,Jordan Horn Defensive Rebound.,44,51
7:40,2561,Khalil Richard made Jumper.,46,51
7:16,2368,Austin Williams made Layup.,46,53
7:07,2368,Official TV Timeout,46,53
6:51,2561,Khalil Richard made Jumper. Assisted by Nico Clareth.,48,53
6:19,2368,David Knudsen missed Three Point Jumper.,48,53
6:19,2561,Ahsante Shivers Defensive Rebound.,48,53
6:03,2561,Nico Clareth missed Jumper.,48,53
6:03,2561,Siena Offensive Rebound.,48,53
5:46,2368,Foul on Aleksandar Dozic.,48,53
5:46,2561,Khalil Richard made Free Throw.,49,53
5:46,2561,Khalil Richard missed Free Throw.,49,53
5:46,2368,Brian Parker Defensive Rebound.,49,53
5:30,2368,Tobias Sjoberg Turnover.,49,53
5:05,2561,Kadeem Smithen missed Layup.,49,53
5:05,2368,Tobias Sjoberg Defensive Rebound.,49,53
4:58,2368,Ryan Funk made Three Point Jumper. Assisted by David Knudsen.,49,56
4:27,2561,Roman Penn missed Three Point Jumper.,49,56
4:27,2368,Tobias Sjoberg Defensive Rebound.,49,56
4:12,2368,Foul on Isaiah Lamb.,49,56
4:12,2368,Isaiah Lamb Turnover.,49,56
4:00,2561,Nico Clareth missed Three Point Jumper.,49,56
4:00,2368,David Knudsen Defensive Rebound.,49,56
3:47,2561,Foul on Khalil Richard.,49,56
3:47,2368,Official TV Timeout,49,56
3:47,2368,Brian Parker made Free Throw.,49,57
3:47,2368,Brian Parker missed Free Throw.,49,57
3:47,2561,Ahsante Shivers Defensive Rebound.,49,57
3:33,2368,Foul on Ryan Funk.,49,57
3:33,2561,Prince Oduro missed Free Throw.,49,57
3:33,2561,Siena Deadball Team Rebound.,49,57
3:33,2561,Prince Oduro missed Free Throw.,49,57
3:33,2561,Ahsante Shivers Offensive Rebound.,49,57
3:18,2561,Ahsante Shivers missed Jumper.,49,57
3:18,2561,Ahsante Shivers Offensive Rebound.,49,57
3:14,2368,Foul on Tobias Sjoberg.,49,57
3:14,2561,Nico Clareth made Free Throw.,50,57
3:14,2561,Nico Clareth made Free Throw.,51,57
3:04,2368,Isaiah Lamb missed Three Point Jumper.,51,57
3:04,2561,Ahsante Shivers Defensive Rebound.,51,57
2:58,2561,Christian Bentley made Layup. Assisted by Ahsante Shivers.,53,57
2:33,2561,Foul on Prince Oduro.,53,57
2:33,2368,Isaiah Lamb made Free Throw.,53,58
2:33,2368,Isaiah Lamb missed Free Throw.,53,58
2:33,2561,Kadeem Smithen Defensive Rebound.,53,58
2:33,2368,Foul on David Knudsen.,53,58
2:33,2561,Kadeem Smithen missed Free Throw.,53,58
2:33,2561,Siena Deadball Team Rebound.,53,58
2:33,2561,Kadeem Smithen made Free Throw.,54,58
2:16,2368,Brian Parker made Jumper.,54,60
2:09,2561,Ahsante Shivers made Layup.,56,60
2:09,2368,Foul on Isaiah Lamb.,56,60
2:09,2561,Ahsante Shivers missed Free Throw.,56,60
2:09,2368,Ryan Funk Defensive Rebound.,56,60
1:42,2368,David Knudsen missed Three Point Jumper.,56,60
1:42,2561,Kadeem Smithen Defensive Rebound.,56,60
1:24,2561,Prince Oduro missed Layup.,56,60
1:24,2368,Tobias Sjoberg Defensive Rebound.,56,60
1:22,2561,Foul on Roman Penn.,56,60
1:22,2368,Tobias Sjoberg missed Free Throw.,56,60
1:22,2368,Marist Deadball Team Rebound.,56,60
1:22,2368,Tobias Sjoberg missed Free Throw.,56,60
1:22,2561,Kadeem Smithen Defensive Rebound.,56,60
1:08,2561,Nico Clareth missed Layup.,56,60
1:08,2368,Marist Defensive Rebound.,56,60
1:04,2368,David Knudsen Turnover.,56,60
0:48,2561,Ahsante Shivers missed Three Point Jumper.,56,60
0:48,2561,Khalil Richard Offensive Rebound.,56,60
0:45,2368,Foul on Tobias Sjoberg.,56,60
0:45,2561,Roman Penn made Free Throw.,57,60
0:45,2561,Roman Penn made Free Throw.,58,60
0:45,2561,Siena  Timeout,58,60
0:32,2368,Marist  Timeout,58,60
0:29,2561,Foul on Kadeem Smithen.,58,60
0:29,2368,Tobias Sjoberg missed Free Throw.,58,60
0:29,2368,Marist Deadball Team Rebound.,58,60
0:29,2368,Tobias Sjoberg made Free Throw.,58,61
0:29,2368,Marist  Timeout,58,61
0:19,2561,Roman Penn missed Jumper.,58,61
0:19,2368,Aleksandar Dozic Defensive Rebound.,58,61
0:13,2561,Foul on Roman Penn.,58,61
0:13,2368,Brian Parker made Free Throw.,58,62
0:13,2368,Brian Parker made Free Throw.,58,63
0:07,2561,Nico Clareth missed Jumper.,58,63
0:07,2368,Brian Parker Defensive Rebound.,58,63
0:00,2368,End of Game,58,63
