Robert Morris,2803,Bryant,2523
6:14,2523,Charles Bain missed Jumper.,16,21
6:14,2803,Ikenna Ndugba Defensive Rebound.,16,21
6:04,2803,Bosko Kostur missed Jumper.,16,21
6:04,2523,Ronnie Gombe Defensive Rebound.,16,21
5:40,2523,Ronnie Gombe made Layup. Assisted by Jon Williams.,18,21
5:21,2803,Bosko Kostur made Layup. Assisted by Taylor McHugh.,18,23
5:12,2523,Charles Bain missed Three Point Jumper.,18,23
5:12,2803,Adam Grant Defensive Rebound.,18,23
5:01,2803,Sabastian Townes missed Layup.,18,23
5:01,2523,Ronnie Gombe Defensive Rebound.,18,23
4:39,2523,Jon Williams made Jumper.,20,23
4:02,2803,Sabastian Townes missed Jumper.,20,23
4:02,2523,Jon Williams Defensive Rebound.,20,23
3:53,2523,Jon Williams missed Three Point Jumper.,20,23
3:53,2803,Bosko Kostur Defensive Rebound.,20,23
3:45,2803,Bryant  Timeout,20,23
3:45,2803,Official TV Timeout,20,23
3:37,2803,Ryan Layman missed Three Point Jumper.,20,23
3:37,2803,Ryan Layman Offensive Rebound.,20,23
3:28,2803,Adam Grant missed Jumper.,20,23
3:28,2523,Dachon Burke Defensive Rebound.,20,23
3:08,2523,Dachon Burke missed Layup.,20,23
3:08,2523,Charles Bain Offensive Rebound.,20,23
3:01,2803,Foul on Adam Grant.,20,23
3:01,2523,Dachon Burke missed Free Throw.,20,23
3:01,2523,Robert Morris Deadball Team Rebound.,20,23
3:01,2523,Dachon Burke missed Free Throw.,20,23
3:01,2803,Ikenna Ndugba Defensive Rebound.,20,23
2:49,2803,Taylor McHugh made Three Point Jumper. Assisted by Ikenna Ndugba.,20,26
2:38,2523,Leondre Washington made Three Point Jumper. Assisted by Jon Williams.,23,26
2:26,2523,Foul on Leondre Washington.,23,26
2:26,2803,Brandon Carroll made Free Throw.,23,27
2:26,2803,Brandon Carroll missed Free Throw.,23,27
2:26,2523,Dachon Burke Defensive Rebound.,23,27
2:09,2523,Matty McConnell made Layup.,25,27
1:39,2803,Hunter Ware made Layup.,25,29
1:21,2523,Leondre Washington made Three Point Jumper.,28,29
1:01,2803,Hunter Ware missed Jumper.,28,29
1:01,2523,Ronnie Gombe Defensive Rebound.,28,29
0:42,2523,Leondre Washington missed Three Point Jumper.,28,29
0:42,2803,Bryant Defensive Rebound.,28,29
0:15,2803,Bosko Kostur missed Three Point Jumper.,28,29
0:15,2523,Jon Williams Defensive Rebound.,28,29
0:07,2523,Jon Williams Turnover.,28,29
0:07,2803,Taylor McHugh Steal.,28,29
0:00,2803,Adam Grant missed Three Point Jumper.,28,29
0:00,2523,Robert Morris Defensive Rebound.,28,29
0:00,2803,End of 1st half,28,29
19:46,2523,Matty McConnell made Layup.,30,29
19:22,2803,Ikenna Ndugba missed Jumper.,30,29
19:22,2523,Ronnie Gombe Defensive Rebound.,30,29
19:09,2523,Dachon Burke missed Jumper.,30,29
19:09,2803,Brandon Carroll Defensive Rebound.,30,29
18:59,2523,Foul on Jon Williams.,30,29
18:58,2803,Adam Grant missed Layup.,30,29
18:58,2523,Koby Thomas Defensive Rebound.,30,29
18:32,2523,Jon Williams Turnover.,30,29
18:30,2803,Sabastian Townes Steal.,30,29
18:27,2803,Brandon Carroll made Dunk. Assisted by Taylor McHugh.,30,31
18:06,2523,Koby Thomas made Jumper.,32,31
17:56,2803,Sabastian Townes missed Layup.,32,31
17:56,2523,Koby Thomas Defensive Rebound.,32,31
17:50,2523,Koby Thomas missed Layup.,32,31
17:50,2803,Ikenna Ndugba Defensive Rebound.,32,31
17:33,2803,Sabastian Townes missed Three Point Jumper.,32,31
17:33,2523,Koby Thomas Defensive Rebound.,32,31
17:14,2523,Matty McConnell missed Layup.,32,31
17:14,2523,Robert Morris Offensive Rebound.,32,31
16:57,2523,Dachon Burke made Layup.,34,31
16:48,2523,Foul on Dachon Burke.,34,31
16:45,2523,Foul on David Cole.,34,31
16:33,2803,Bosko Kostur Turnover.,34,31
16:24,2803,Foul on Ikenna Ndugba.,34,31
16:10,2523,Dachon Burke Turnover.,34,31
15:55,2803,Sabastian Townes made Layup. Assisted by Taylor McHugh.,34,33
15:54,2523,Foul on Charles Bain.,34,33
15:54,2803,Official TV Timeout,34,33
15:54,2803,Sabastian Townes made Free Throw.,34,34
15:41,2523,Charles Bain missed Layup.,34,34
15:41,2803,Hunter Ware Block.,34,34
15:40,2803,Bosko Kostur Defensive Rebound.,34,34
15:21,2803,Hunter Ware made Layup. Assisted by Sabastian Townes.,34,36
15:06,2523,Matty McConnell made Layup.,36,36
15:06,2803,Foul on Hunter Ware.,36,36
15:06,2523,Matty McConnell made Free Throw.,37,36
14:40,2523,Foul on Charles Bain.,37,36
14:32,2803,Bosko Kostur Turnover.,37,36
14:32,2803,Foul on Bosko Kostur.,37,36
14:10,2523,Dachon Burke Turnover.,37,36
14:10,2803,Hunter Ware Steal.,37,36
13:58,2803,Taylor McHugh missed Layup.,37,36
13:58,2803,Sabastian Townes Offensive Rebound.,37,36
13:55,2523,Foul on Charles Bain.,37,36
13:55,2803,Sabastian Townes made Layup.,37,38
13:55,2803,Sabastian Townes made Free Throw.,37,39
13:32,2523,Matty McConnell missed Layup.,37,39
13:32,2523,Robert Morris Offensive Rebound.,37,39
13:30,2523,Dachon Burke missed Three Point Jumper.,37,39
13:30,2803,Sabastian Townes Defensive Rebound.,37,39
13:30,2803,Adam Grant missed Three Point Jumper.,37,39
13:30,2523,Matty McConnell Defensive Rebound.,37,39
12:57,2523,Dachon Burke made Free Throw.,38,39
12:57,2523,Dachon Burke made Free Throw.,39,39
12:57,2803,Foul on Brandon Carroll.,39,39
12:52,2523,Foul on Dachon Burke.,39,39
12:52,2803,Ikenna Ndugba made Free Throw.,39,40
12:52,2803,Ikenna Ndugba missed Free Throw.,39,40
12:52,2803,Sabastian Townes Offensive Rebound.,39,40
12:37,2803,Ikenna Ndugba missed Jumper.,39,40
12:37,2523,Matty McConnell Defensive Rebound.,39,40
12:15,2523,Jon Williams Turnover.,39,40
12:02,2523,Foul on Matty McConnell.,39,40
12:02,2803,Sabastian Townes made Free Throw.,39,41
12:02,2803,Sabastian Townes made Free Throw.,39,42
11:50,2523,Chris Coalmon Turnover.,39,42
11:50,2523,Foul on Chris Coalmon.,39,42
11:50,2803,Official TV Timeout,39,42
11:45,2803,Bosko Kostur made Layup. Assisted by Sabastian Townes.,39,44
11:24,2803,Foul on Bosko Kostur.,39,44
11:22,2523,Matty McConnell made Jumper. Assisted by Leondre Washington.,41,44
11:01,2803,Bosko Kostur Turnover.,41,44
10:48,2803,Foul on Adam Grant.,41,44
10:47,2523,Matty McConnell missed Jumper.,41,44
10:47,2803,Ikenna Ndugba Defensive Rebound.,41,44
10:36,2803,Sabastian Townes Turnover.,41,44
10:22,2523,Dachon Burke made Layup.,43,44
9:57,2803,Ikenna Ndugba missed Three Point Jumper.,43,44
9:57,2523,Dachon Burke Defensive Rebound.,43,44
9:49,2523,Koby Thomas made Layup. Assisted by Dachon Burke.,45,44
9:29,2523,Foul on Dachon Burke.,45,44
9:29,2803,Adam Grant missed Free Throw.,45,44
9:29,2803,Bryant Deadball Team Rebound.,45,44
9:28,2803,Adam Grant missed Free Throw.,45,44
9:28,2803,Bryant Offensive Rebound.,45,44
9:28,2803,Adam Grant missed Free Throw.,45,44
9:28,2523,Jon Williams Defensive Rebound.,45,44
9:16,2803,Foul on Ikenna Ndugba.,45,44
9:10,2523,Leondre Washington made Free Throw.,46,44
9:10,2523,Leondre Washington made Free Throw.,47,44
9:02,2803,Taylor McHugh missed Jumper.,47,44
9:02,2523,Matty McConnell Defensive Rebound.,47,44
8:47,2523,Matty McConnell made Layup.,49,44
8:36,2803,Bryant  Timeout,49,44
8:36,2803,Official TV Timeout,49,44
8:26,2523,Foul on Ronnie Gombe.,49,44
8:26,2803,Sabastian Townes made Free Throw.,49,45
8:26,2803,Sabastian Townes made Free Throw.,49,46
8:07,2523,Jon Williams missed Three Point Jumper.,49,46
8:07,2523,Koby Thomas Offensive Rebound.,49,46
7:48,2523,Jon Williams made Layup.,51,46
7:22,2803,Bosko Kostur missed Three Point Jumper.,51,46
7:22,2523,Dachon Burke Defensive Rebound.,51,46
7:01,2523,Ronnie Gombe missed Jumper.,51,46
7:01,2803,Bosko Kostur Defensive Rebound.,51,46
6:52,2523,Foul on Ronnie Gombe.,51,46
6:52,2803,Official TV Timeout,51,46
6:52,2803,Sabastian Townes missed Free Throw.,51,46
6:52,2803,Bryant Deadball Team Rebound.,51,46
6:52,2803,Sabastian Townes missed Free Throw.,51,46
6:52,2523,Ronnie Gombe Defensive Rebound.,51,46
6:26,2803,Foul on Bosko Kostur.,51,46
6:26,2523,Koby Thomas made Free Throw.,52,46
6:26,2523,Koby Thomas made Free Throw.,53,46
6:13,2803,Ikenna Ndugba Turnover.,53,46
6:13,2523,Dachon Burke Steal.,53,46
6:10,2523,Koby Thomas made Dunk. Assisted by Dachon Burke.,55,46
5:57,2803,Bryant  Timeout,55,46
5:50,2803,Ikenna Ndugba missed Layup.,55,46
5:50,2523,Dachon Burke Block.,55,46
5:48,2803,Sabastian Townes Offensive Rebound.,55,46
5:47,2523,Foul on Ronnie Gombe.,55,46
5:46,2803,Sabastian Townes made Free Throw.,55,47
5:46,2803,Sabastian Townes missed Free Throw.,55,47
5:46,2523,Ronnie Gombe Defensive Rebound.,55,47
5:30,2523,Dachon Burke made Layup.,57,47
5:08,2803,Sabastian Townes missed Jumper.,57,47
5:08,2803,Sabastian Townes Offensive Rebound.,57,47
5:04,2803,Sabastian Townes missed Layup.,57,47
5:04,2523,Dachon Burke Defensive Rebound.,57,47
4:39,2523,Dachon Burke missed Jumper.,57,47
4:39,2803,Adam Grant Defensive Rebound.,57,47
4:25,2803,Sabastian Townes Turnover.,57,47
4:25,2803,Foul on Sabastian Townes.,57,47
4:05,2523,Dachon Burke missed Three Point Jumper.,57,47
4:05,2523,Koby Thomas Offensive Rebound.,57,47
3:45,2523,Charles Bain Turnover.,57,47
3:45,2523,Foul on Charles Bain.,57,47
3:29,2803,Bosko Kostur Turnover.,57,47
3:28,2523,Ronnie Gombe Steal.,57,47
3:21,2523,Dachon Burke Turnover.,57,47
3:20,2803,Adam Grant Steal.,57,47
3:18,2803,Adam Grant missed Layup.,57,47
3:18,2523,Matty McConnell Block.,57,47
3:16,2803,Bryant Offensive Rebound.,57,47
3:05,2803,Sabastian Townes missed Layup.,57,47
3:05,2523,Koby Thomas Defensive Rebound.,57,47
2:46,2523,Koby Thomas Turnover.,57,47
2:45,2803,Taylor McHugh Steal.,57,47
2:42,2523,Foul on Matty McConnell.,57,47
2:42,2803,Taylor McHugh made Free Throw.,57,48
2:42,2803,Taylor McHugh made Free Throw.,57,49
2:38,2803,Foul on Ryan Layman.,57,49
2:38,2523,Matty McConnell made Free Throw.,58,49
2:38,2523,Matty McConnell made Free Throw.,59,49
2:19,2803,Adam Grant made Layup.,59,51
2:16,2803,Bryant  Timeout,59,51
2:08,2803,Foul on Taylor McHugh.,59,51
2:08,2523,Jon Williams made Free Throw.,60,51
2:08,2523,Jon Williams made Free Throw.,61,51
1:50,2803,Adam Grant Turnover.,61,51
1:50,2523,Ronnie Gombe Steal.,61,51
1:50,2803,Foul on Bosko Kostur.,61,51
1:49,2523,Jon Williams made Free Throw.,62,51
1:49,2523,Jon Williams made Free Throw.,63,51
1:31,2803,Ikenna Ndugba missed Three Point Jumper.,63,51
1:31,2523,Koby Thomas Defensive Rebound.,63,51
1:22,2803,Foul on Taylor McHugh.,63,51
1:22,2523,Jon Williams made Free Throw.,64,51
1:22,2523,Jon Williams made Free Throw.,65,51
1:16,2803,Tanner Johnson missed Three Point Jumper.,65,51
1:16,2523,Matty McConnell Defensive Rebound.,65,51
1:13,2803,Foul on Brandon Carroll.,65,51
1:13,2523,Matty McConnell missed Free Throw.,65,51
1:13,2523,Robert Morris Deadball Team Rebound.,65,51
1:13,2523,Matty McConnell made Free Throw.,66,51
1:05,2803,Brandon Carroll missed Three Point Jumper.,66,51
1:05,2523,Leondre Washington Defensive Rebound.,66,51
0:35,2523,Dachon Burke made Layup.,68,51
0:21,2803,Ikenna Ndugba missed Three Point Jumper.,68,51
0:21,2803,Brandon Carroll Offensive Rebound.,68,51
0:12,2803,Tanner Johnson made Three Point Jumper.,68,54
0:00,2803,End of Game,68,54
