Texas A&amp;M-CC,2608,Saint Mary's,357
0:57,2608,Dane Pineau Turnover.,18,33
0:57,2608,Foul on Dane Pineau.,18,33
0:38,357,Rashawn Thomas missed Layup.,18,33
0:38,2608,Jordan Ford Defensive Rebound.,18,33
0:15,2608,Kyle Clark missed Three Point Jumper.,18,33
0:15,2608,Saint Mary's Offensive Rebound.,18,33
0:11,2608,Saint Mary's  Timeout,18,33
0:04,2608,Foul on Kyle Clark.,18,33
0:04,2608,Kyle Clark Turnover.,18,33
0:01,357,Ehab Amin missed Three Point Jumper.,18,33
0:01,2608,Dane Pineau Defensive Rebound.,18,33
0:00,2608,End of 1st half,18,33
19:38,357,Rashawn Thomas missed Jumper.,18,33
19:38,357,Texas A&M-CC Offensive Rebound.,18,33
19:32,357,Ehab Amin made Layup.,20,33
19:07,2608,Jock Landale made Jumper.,20,35
18:46,357,Rashawn Thomas made Jumper.,22,35
18:27,2608,Calvin Hermanson Turnover.,22,35
18:26,357,Ehab Amin Steal.,22,35
18:23,357,Ehab Amin missed Layup.,22,35
18:23,2608,Evan Fitzner Defensive Rebound.,22,35
18:03,2608,Calvin Hermanson missed Three Point Jumper.,22,35
18:03,357,Cole Martinez Defensive Rebound.,22,35
17:51,357,Ehab Amin made Layup.,24,35
17:25,357,Foul on Kareem South.,24,35
17:25,2608,Jock Landale made Free Throw.,24,36
17:25,2608,Jock Landale made Free Throw.,24,37
17:06,357,Rashawn Thomas missed Layup.,24,37
17:06,2608,Jock Landale Defensive Rebound.,24,37
16:53,357,Foul on Rashawn Thomas.,24,37
16:37,2608,Emmett Naar made Jumper.,24,39
16:09,357,Rashawn Thomas missed Jumper.,24,39
16:09,2608,Jock Landale Defensive Rebound.,24,39
15:59,2608,Joe Rahon missed Layup.,24,39
15:59,357,Perry Francois Block.,24,39
15:59,2608,Saint Mary's Offensive Rebound.,24,39
15:59,2608,Official TV Timeout,24,39
15:57,2608,Emmett Naar missed Three Point Jumper.,24,39
15:57,2608,Jock Landale Offensive Rebound.,24,39
15:52,2608,Jock Landale missed Two Point Tip Shot.,24,39
15:52,2608,Dane Pineau Offensive Rebound.,24,39
15:48,357,Foul on Rashawn Thomas.,24,39
15:48,2608,Calvin Hermanson made Free Throw.,24,40
15:48,2608,Calvin Hermanson missed Free Throw.,24,40
15:48,357,Rashawn Thomas Defensive Rebound.,24,40
15:33,357,Rashawn Thomas made Jumper. Assisted by Joseph Kilgore.,26,40
15:16,2608,Emmett Naar made Layup.,26,42
15:03,357,Rashawn Thomas made Jumper. Assisted by Ehab Amin.,28,42
14:42,2608,Calvin Hermanson missed Three Point Jumper.,28,42
14:42,357,Rashawn Thomas Defensive Rebound.,28,42
14:33,2608,Foul on Dane Pineau.,28,42
14:33,357,Rashawn Thomas made Free Throw.,29,42
14:33,357,Rashawn Thomas missed Free Throw.,29,42
14:33,2608,Dane Pineau Defensive Rebound.,29,42
14:10,2608,Jock Landale Turnover.,29,42
14:07,357,Ehab Amin Steal.,29,42
13:57,2608,Foul on Calvin Hermanson.,29,42
13:49,357,Ehab Amin Turnover.,29,42
13:48,2608,Dane Pineau Steal.,29,42
13:42,2608,Dane Pineau missed Layup.,29,42
13:42,357,Rashawn Thomas Block.,29,42
13:42,357,Jake Kocher Defensive Rebound.,29,42
13:34,2608,Foul on Calvin Hermanson.,29,42
13:34,357,Rashawn Thomas made Free Throw.,30,42
13:34,357,Rashawn Thomas made Free Throw.,31,42
13:26,2608,Joe Rahon Turnover.,31,42
13:25,357,Ehab Amin Steal.,31,42
13:23,357,Ehab Amin made Layup.,33,42
13:09,357,Foul on Jake Kocher.,33,42
13:09,357,Texas A&M-CC  Timeout,33,42
13:09,2608,Official TV Timeout,33,42
12:47,2608,Emmett Naar missed Jumper.,33,42
12:47,2608,Dane Pineau Offensive Rebound.,33,42
12:39,2608,Calvin Hermanson Turnover.,33,42
12:39,357,Ehab Amin Steal.,33,42
12:39,357,Texas A&M-CC  Timeout,33,42
12:25,357,Rashawn Thomas made Jumper.,35,42
12:04,357,Foul on Ehab Amin.,35,42
11:53,2608,Joe Rahon made Three Point Jumper. Assisted by Emmett Naar.,35,45
11:28,357,Rashawn Thomas made Jumper.,37,45
11:14,357,Foul on Alex Holcombe.,37,45
11:14,2608,Official TV Timeout,37,45
11:14,2608,Joe Rahon missed Free Throw.,37,45
11:14,2608,Saint Mary's Deadball Team Rebound.,37,45
11:14,2608,Joe Rahon made Free Throw.,37,46
11:02,357,Joseph Kilgore missed Jumper.,37,46
11:02,2608,Emmett Naar Defensive Rebound.,37,46
10:34,357,Foul on Jake Kocher.,37,46
10:34,2608,Emmett Naar made Free Throw.,37,47
10:34,2608,Emmett Naar missed Free Throw.,37,47
10:34,357,Rashawn Thomas Defensive Rebound.,37,47
10:22,357,Joseph Kilgore made Three Point Jumper. Assisted by Alex Holcombe.,40,47
9:55,2608,Evan Fitzner missed Three Point Jumper.,40,47
9:55,2608,Jock Landale Offensive Rebound.,40,47
9:45,2608,Evan Fitzner missed Three Point Jumper.,40,47
9:45,357,Ehab Amin Defensive Rebound.,40,47
9:39,357,Ehab Amin Turnover.,40,47
9:39,2608,Evan Fitzner Steal.,40,47
9:34,2608,Calvin Hermanson missed Three Point Jumper.,40,47
9:34,357,Ehab Amin Defensive Rebound.,40,47
9:25,357,Joseph Kilgore missed Three Point Jumper.,40,47
9:25,2608,Jock Landale Defensive Rebound.,40,47
9:15,2608,Calvin Hermanson missed Three Point Jumper.,40,47
9:15,357,Ehab Amin Defensive Rebound.,40,47
9:07,2608,Foul on Joe Rahon.,40,47
9:07,357,Ehab Amin made Free Throw.,41,47
9:07,357,Ehab Amin made Free Throw.,42,47
8:54,2608,Joe Rahon made Three Point Jumper. Assisted by Emmett Naar.,42,50
8:37,357,Joseph Kilgore missed Jumper.,42,50
8:37,2608,Jock Landale Defensive Rebound.,42,50
8:37,357,Foul on Perry Francois.,42,50
8:37,2608,Jock Landale made Free Throw.,42,51
8:37,2608,Jock Landale missed Free Throw.,42,51
8:37,357,Perry Francois Defensive Rebound.,42,51
8:14,357,Rashawn Thomas missed Jumper.,42,51
8:14,2608,Joe Rahon Defensive Rebound.,42,51
7:54,2608,Jock Landale made Dunk. Assisted by Emmett Naar.,42,53
7:25,2608,Foul on Dane Pineau.,42,53
7:25,2608,Official TV Timeout,42,53
6:59,357,Ehab Amin made Layup.,44,53
6:36,2608,Stefan Gonzalez missed Three Point Jumper.,44,53
6:36,357,Ehab Amin Defensive Rebound.,44,53
6:21,357,Rashawn Thomas missed Jumper.,44,53
6:21,2608,Jock Landale Defensive Rebound.,44,53
5:53,2608,Jock Landale missed Layup.,44,53
5:53,2608,Dane Pineau Offensive Rebound.,44,53
5:52,357,Foul on Jake Kocher.,44,53
5:52,2608,Dane Pineau made Free Throw.,44,54
5:52,2608,Dane Pineau made Free Throw.,44,55
5:35,2608,Foul on Dane Pineau.,44,55
5:35,357,Rashawn Thomas made Free Throw.,45,55
5:35,357,Rashawn Thomas made Free Throw.,46,55
5:11,2608,Stefan Gonzalez missed Three Point Jumper.,46,55
5:11,357,Alex Holcombe Defensive Rebound.,46,55
4:57,357,Ehab Amin missed Three Point Jumper.,46,55
4:57,357,Alex Holcombe Offensive Rebound.,46,55
4:55,2608,Foul on Emmett Naar.,46,55
4:55,357,Alex Holcombe missed Free Throw.,46,55
4:55,2608,Dane Pineau Defensive Rebound.,46,55
4:24,2608,Joe Rahon missed Jumper.,46,55
4:24,2608,Calvin Hermanson Offensive Rebound.,46,55
3:59,357,Foul on Rashawn Thomas.,46,55
3:59,2608,Official TV Timeout,46,55
3:59,2608,Joe Rahon made Free Throw.,46,56
3:59,2608,Joe Rahon missed Free Throw.,46,56
3:59,2608,Jock Landale Offensive Rebound.,46,56
3:29,2608,Joe Rahon made Three Point Jumper. Assisted by Emmett Naar.,46,59
3:08,357,Rashawn Thomas missed Three Point Jumper.,46,59
3:08,2608,Emmett Naar Defensive Rebound.,46,59
2:45,2608,Jock Landale made Layup. Assisted by Emmett Naar.,46,61
2:31,357,Kareem South missed Three Point Jumper.,46,61
2:31,357,Ehab Amin Offensive Rebound.,46,61
2:15,357,Joseph Kilgore missed Jumper.,46,61
2:15,2608,Joe Rahon Defensive Rebound.,46,61
2:10,2608,Saint Mary's  Timeout,46,61
1:45,2608,Emmett Naar missed Jumper.,46,61
1:45,357,Rashawn Thomas Defensive Rebound.,46,61
1:34,357,Kareem South missed Three Point Jumper.,46,61
1:34,2608,Tanner Krebs Defensive Rebound.,46,61
1:02,2608,Jordan Ford made Three Point Jumper. Assisted by Joe Rahon.,46,64
0:47,357,Rashawn Thomas missed Jumper.,46,64
0:47,2608,Tanner Krebs Defensive Rebound.,46,64
0:22,2608,Tanner Krebs made Three Point Jumper. Assisted by Jordan Ford.,46,67
0:04,357,Ehab Amin missed Jumper.,46,67
0:04,357,Kareem South Offensive Rebound.,46,67
0:00,2608,End of 2nd half,46,67
