Charleston Southern,259,Virginia Tech,2127
9:21,2127,Christian Keeling missed Jumper.,47,59
9:21,259,Ahmed Hill Block.,47,59
9:21,2127,Christian Keeling Offensive Rebound.,47,59
9:21,2127,Jump Ball won by Charleston Southern,47,59
9:03,2127,Javis Howard missed Layup.,47,59
9:03,2127,Antwan Maxwell Jr. Offensive Rebound.,47,59
8:58,2127,Antwan Maxwell Jr. missed Dunk.,47,59
8:58,259,Chris Clarke Defensive Rebound.,47,59
8:49,259,Ahmed Hill made Layup.,47,61
8:49,2127,Foul on Javis Howard.,47,61
8:49,259,Ahmed Hill made Free Throw.,47,62
8:30,2127,Cortez Mitchell missed Three Point Jumper.,47,62
8:30,2127,Antwan Maxwell Jr. Offensive Rebound.,47,62
8:21,2127,Cortez Mitchell missed Layup.,47,62
8:21,259,Khadim Sy Block.,47,62
8:21,2127,Cortez Mitchell Offensive Rebound.,47,62
8:20,259,Foul on Khadim Sy.,47,62
8:20,2127,Cortez Mitchell missed Free Throw.,47,62
8:20,2127,Charleston Southern Deadball Team Rebound.,47,62
8:20,2127,Cortez Mitchell missed Free Throw.,47,62
8:20,259,Chris Clarke Defensive Rebound.,47,62
8:10,259,Justin Robinson Turnover.,47,62
8:10,2127,Jordan Jones Steal.,47,62
8:02,2127,Jordan Jones missed Layup.,47,62
8:02,259,Khadim Sy Defensive Rebound.,47,62
7:54,2127,Foul on Jordan Jones.,47,62
7:54,259,Official TV Timeout,47,62
7:54,259,Chris Clarke missed Free Throw.,47,62
7:54,259,Virginia Tech Deadball Team Rebound.,47,62
7:54,259,Chris Clarke made Free Throw.,47,63
7:43,2127,Antwan Maxwell Jr. Turnover.,47,63
7:43,259,Chris Clarke Steal.,47,63
7:34,259,Ahmed Hill missed Three Point Jumper.,47,63
7:34,259,Khadim Sy Offensive Rebound.,47,63
7:31,2127,Foul on Jordan Jones.,47,63
7:31,259,Khadim Sy made Free Throw.,47,64
7:31,259,Khadim Sy made Free Throw.,47,65
7:14,2127,Jamal Thomas made Three Point Jumper. Assisted by Armel Potter.,50,65
6:59,259,Khadim Sy Turnover.,50,65
6:44,2127,Patrick Wallace missed Layup.,50,65
6:44,259,Chris Clarke Defensive Rebound.,50,65
6:37,2127,Foul on Antwan Maxwell Jr..,50,65
6:37,259,Chris Clarke made Free Throw.,50,66
6:37,259,Chris Clarke made Free Throw.,50,67
6:29,2127,Patrick Wallace missed Three Point Jumper.,50,67
6:29,259,Chris Clarke Defensive Rebound.,50,67
6:20,259,Ahmed Hill made Layup.,50,69
6:05,2127,Patrick Wallace missed Layup.,50,69
6:05,259,Khadim Sy Block.,50,69
6:05,259,Ty Outlaw Defensive Rebound.,50,69
5:49,259,Seth Allen Turnover.,50,69
5:43,2127,Armel Potter missed Three Point Jumper.,50,69
5:43,259,Virginia Tech Defensive Rebound.,50,69
5:25,259,Ahmed Hill missed Jumper.,50,69
5:25,2127,Ugo Mmonu Block.,50,69
5:25,2127,Jamar Martin Defensive Rebound.,50,69
5:13,2127,Jamar Martin Turnover.,50,69
5:03,259,Seth Allen Turnover.,50,69
4:55,259,Foul on Ahmed Hill.,50,69
4:55,2127,Christian Keeling made Free Throw.,51,69
4:55,2127,Christian Keeling missed Free Throw.,51,69
4:55,259,Zach LeDay Defensive Rebound.,51,69
4:48,259,Justin Bibbs missed Jumper.,51,69
4:48,2127,Christian Keeling Defensive Rebound.,51,69
4:47,259,Foul on Zach LeDay.,51,69
4:47,2127,Christian Keeling made Free Throw.,52,69
4:47,2127,Christian Keeling made Free Throw.,53,69
4:31,259,Justin Bibbs missed Three Point Jumper.,53,69
4:31,259,Zach LeDay Offensive Rebound.,53,69
4:25,2127,Foul on Cortez Mitchell.,53,69
4:25,259,Zach LeDay made Free Throw.,53,70
4:25,259,Zach LeDay made Free Throw.,53,71
4:17,2127,Cortez Mitchell missed Three Point Jumper.,53,71
4:17,259,Matt Galloway Defensive Rebound.,53,71
4:08,259,Ahmed Hill made Layup.,53,73
4:08,2127,Foul on Patrick Wallace.,53,73
4:08,259,Ahmed Hill made Free Throw.,53,74
3:43,2127,Cortez Mitchell made Layup.,55,74
3:30,259,Virginia Tech  Timeout,55,74
3:27,259,Ahmed Hill made Three Point Jumper. Assisted by Chris Clarke.,55,77
3:13,259,Foul on Chris Clarke.,55,77
3:13,2127,Christian Keeling made Free Throw.,56,77
3:13,2127,Christian Keeling made Free Throw.,57,77
3:03,259,Justin Robinson made Three Point Jumper. Assisted by Chris Clarke.,57,80
2:46,2127,Armel Potter missed Jumper.,57,80
2:46,259,Ahmed Hill Defensive Rebound.,57,80
2:33,259,Zach LeDay made Layup.,57,82
2:16,2127,Armel Potter Turnover.,57,82
2:16,259,Justin Robinson Steal.,57,82
2:12,2127,Foul on Raemond Robinson.,57,82
2:12,259,Justin Robinson made Free Throw.,57,83
2:12,259,Justin Robinson made Free Throw.,57,84
1:55,2127,Javis Howard missed Jumper.,57,84
1:55,259,Ty Outlaw Defensive Rebound.,57,84
1:44,259,Virginia Tech  Timeout,57,84
1:39,259,Seth Allen Turnover.,57,84
1:29,2127,Christian Keeling missed Jumper.,57,84
1:29,259,Justin Robinson Defensive Rebound.,57,84
1:04,259,Matt Galloway missed Three Point Jumper.,57,84
1:04,2127,Antwan Maxwell Jr. Defensive Rebound.,57,84
0:57,259,Foul on Matt Galloway.,57,84
0:57,2127,Cortez Mitchell missed Free Throw.,57,84
0:57,2127,Charleston Southern Deadball Team Rebound.,57,84
0:57,2127,Cortez Mitchell missed Free Throw.,57,84
0:57,259,Ty Outlaw Defensive Rebound.,57,84
0:44,259,Greg Donlon missed Jumper.,57,84
0:44,259,Ty Outlaw Offensive Rebound.,57,84
0:32,259,Matt Galloway made Three Point Jumper. Assisted by Seth Allen.,57,87
0:16,2127,Christian Keeling made Layup.,59,87
0:00,259,End of Game,59,87
