Creighton,9,Arizona State,156
12:27,156,Justin Patton Block.,63,49
12:27,156,Isaiah Zierden Defensive Rebound.,63,49
12:20,156,Khyri Thomas made Three Point Jumper. Assisted by Isaiah Zierden.,66,49
12:00,9,Foul on Torian Graham.,66,49
12:00,9,Torian Graham Turnover.,66,49
11:50,156,Tyler Clement Turnover.,66,49
11:50,9,Torian Graham Steal.,66,49
11:47,9,Torian Graham made Dunk.,66,51
11:25,156,Justin Patton made Layup.,68,51
11:11,9,Torian Graham missed Jumper.,68,51
11:11,156,Justin Patton Block.,68,51
11:11,156,Toby Hegner Defensive Rebound.,68,51
11:03,156,Isaiah Zierden made Three Point Jumper. Assisted by Toby Hegner.,71,51
10:44,9,Tra Holder made Jumper.,71,53
10:31,9,Foul on Ramon Vila.,71,53
10:31,9,Official TV Timeout,71,53
10:31,156,Justin Patton made Free Throw.,72,53
10:31,156,Justin Patton missed Free Throw.,72,53
10:31,9,Obinna Oleka Defensive Rebound.,72,53
10:11,9,Shannon Evans II missed Layup.,72,53
10:11,9,Obinna Oleka Offensive Rebound.,72,53
10:08,9,Obinna Oleka missed Dunk.,72,53
10:07,156,Toby Hegner Defensive Rebound.,72,53
10:06,9,Foul on Obinna Oleka.,72,53
9:47,156,Maurice Watson Jr. missed Layup.,72,53
9:47,9,Shannon Evans II Block.,72,53
9:47,9,Obinna Oleka Defensive Rebound.,72,53
9:42,156,Foul on Khyri Thomas.,72,53
9:38,9,Torian Graham missed Three Point Jumper.,72,53
9:38,9,Tra Holder Offensive Rebound.,72,53
9:30,9,Torian Graham missed Three Point Jumper.,72,53
9:30,9,Torian Graham Offensive Rebound.,72,53
9:21,156,Foul on Toby Hegner.,72,53
9:21,9,Tra Holder made Free Throw.,72,54
9:21,9,Tra Holder missed Free Throw.,72,54
9:21,156,Toby Hegner Defensive Rebound.,72,54
9:09,156,Maurice Watson Jr. missed Layup.,72,54
9:09,9,Obinna Oleka Defensive Rebound.,72,54
9:01,156,Foul on Martin Krampelj.,72,54
9:01,9,Obinna Oleka made Free Throw.,72,55
9:01,9,Obinna Oleka made Free Throw.,72,56
8:37,156,Toby Hegner made Three Point Jumper. Assisted by Maurice Watson Jr..,75,56
8:22,9,Tra Holder made Layup.,75,58
7:51,156,Marcus Foster missed Layup.,75,58
7:51,9,Kodi Justice Block.,75,58
7:51,9,Shannon Evans II Defensive Rebound.,75,58
7:45,9,Tra Holder made Layup. Assisted by Torian Graham.,75,60
7:31,156,Tyler Clement Turnover.,75,60
7:31,9,Shannon Evans II Steal.,75,60
7:27,9,Torian Graham made Dunk. Assisted by Shannon Evans II.,75,62
7:24,156,Creighton  Timeout,75,62
7:24,9,Official TV Timeout,75,62
7:00,156,Isaiah Zierden missed Three Point Jumper.,75,62
7:00,9,Obinna Oleka Defensive Rebound.,75,62
6:44,9,Kodi Justice made Three Point Jumper. Assisted by Tra Holder.,75,65
6:23,156,Marcus Foster made Three Point Jumper. Assisted by Toby Hegner.,78,65
5:53,9,Tra Holder made Layup.,78,67
5:32,156,Maurice Watson Jr. made Layup.,80,67
5:32,9,Foul on Tra Holder.,80,67
5:32,156,Maurice Watson Jr. missed Free Throw.,80,67
5:32,9,Obinna Oleka Defensive Rebound.,80,67
5:12,9,Torian Graham made Three Point Jumper. Assisted by Tra Holder.,80,70
5:00,156,Marcus Foster made Layup. Assisted by Maurice Watson Jr..,82,70
5:00,9,Foul on Torian Graham.,82,70
5:00,156,Marcus Foster made Free Throw.,83,70
4:49,9,Kodi Justice missed Three Point Jumper.,83,70
4:49,156,Marcus Foster Defensive Rebound.,83,70
4:41,156,Marcus Foster Turnover.,83,70
4:23,9,Torian Graham missed Three Point Jumper.,83,70
4:23,9,Obinna Oleka Offensive Rebound.,83,70
4:21,156,Foul on Justin Patton.,83,70
4:21,9,Obinna Oleka missed Free Throw.,83,70
4:21,156,Khyri Thomas Defensive Rebound.,83,70
3:56,156,Cole Huff missed Layup.,83,70
3:56,156,Justin Patton Offensive Rebound.,83,70
3:52,156,Justin Patton made Layup.,85,70
3:44,9,Tra Holder missed Three Point Jumper.,85,70
3:44,9,Tra Holder Offensive Rebound.,85,70
3:41,9,Tra Holder Turnover.,85,70
3:41,156,Maurice Watson Jr. Steal.,85,70
3:26,156,Marcus Foster made Layup. Assisted by Maurice Watson Jr..,87,70
3:11,156,Foul on Maurice Watson Jr..,87,70
3:11,9,Official TV Timeout,87,70
3:11,9,Tra Holder made Free Throw.,87,71
3:11,9,Tra Holder made Free Throw.,87,72
3:07,9,Foul on Shannon Evans II.,87,72
3:07,156,Justin Patton made Free Throw.,88,72
3:07,156,Justin Patton made Free Throw.,89,72
2:57,9,Shannon Evans II made Three Point Jumper. Assisted by Kodi Justice.,89,75
2:49,156,Maurice Watson Jr. Turnover.,89,75
2:49,9,Tra Holder Steal.,89,75
2:46,156,Foul on Maurice Watson Jr..,89,75
2:46,9,Tra Holder made Free Throw.,89,76
2:46,9,Tra Holder made Free Throw.,89,77
2:26,9,Foul on Kodi Justice.,89,77
2:26,156,Justin Patton made Free Throw.,90,77
2:26,156,Justin Patton made Free Throw.,91,77
2:12,9,Shannon Evans II missed Three Point Jumper.,91,77
2:12,156,Khyri Thomas Block.,91,77
2:12,156,Khyri Thomas Defensive Rebound.,91,77
2:09,156,Khyri Thomas Turnover.,91,77
2:05,9,Obinna Oleka missed Three Point Jumper.,91,77
2:05,156,Tyler Clement Defensive Rebound.,91,77
2:01,9,Foul on Tra Holder.,91,77
2:01,156,Tyler Clement missed Free Throw.,91,77
2:01,156,Creighton Deadball Team Rebound.,91,77
2:01,156,Tyler Clement made Free Throw.,92,77
1:48,156,Foul on Justin Patton.,92,77
1:48,9,Obinna Oleka missed Free Throw.,92,77
1:48,9,Arizona St Deadball Team Rebound.,92,77
1:48,9,Obinna Oleka made Free Throw.,92,78
1:43,156,Marcus Foster Turnover.,92,78
1:35,9,Torian Graham made Jumper.,92,80
1:23,9,Foul on Tra Holder.,92,80
1:23,156,Marcus Foster made Free Throw.,93,80
1:23,156,Marcus Foster made Free Throw.,94,80
1:18,9,Tra Holder made Jumper.,94,82
1:03,9,Foul on Kodi Justice.,94,82
1:03,156,Marcus Foster made Free Throw.,95,82
1:03,156,Marcus Foster missed Free Throw.,95,82
1:03,9,Obinna Oleka Defensive Rebound.,95,82
0:56,9,Torian Graham missed Jumper.,95,82
0:56,9,Obinna Oleka Offensive Rebound.,95,82
0:52,156,Foul on Justin Patton.,95,82
0:52,9,Obinna Oleka missed Free Throw.,95,82
0:52,9,Arizona St Deadball Team Rebound.,95,82
0:52,9,Obinna Oleka made Free Throw.,95,83
0:51,156,Tyler Clement Turnover.,95,83
0:51,9,Obinna Oleka Steal.,95,83
0:48,9,Obinna Oleka made Layup.,95,85
0:46,9,Foul on Torian Graham.,95,85
0:46,156,Marcus Foster missed Free Throw.,95,85
0:46,156,Creighton Deadball Team Rebound.,95,85
0:46,156,Marcus Foster made Free Throw.,96,85
0:40,9,Obinna Oleka missed Jumper.,96,85
0:40,156,Isaiah Zierden Defensive Rebound.,96,85
0:25,156,Creighton  Timeout,96,85
0:18,156,Foul on Tyler Clement.,96,85
0:18,156,Tyler Clement Turnover.,96,85
0:12,9,Tra Holder missed Layup.,96,85
0:12,156,Creighton Defensive Rebound.,96,85
0:00,9,End of Game,96,85
