South Carolina,2550,Seton Hall,2579
14:38,2579,Chris Silva Turnover.,42,40
14:38,2550,Khadeen Carrington Steal.,42,40
14:36,2579,Foul on Hassani Gravett.,42,40
14:36,2550,Khadeen Carrington made Free Throw.,42,41
14:36,2550,Khadeen Carrington made Free Throw.,42,42
14:16,2579,PJ Dozier made Three Point Jumper. Assisted by Duane Notice.,45,42
14:06,2579,Foul on PJ Dozier.,45,42
14:06,2550,Angel Delgado made Free Throw.,45,43
14:06,2550,Angel Delgado missed Free Throw.,45,43
14:06,2579,Maik Kotsar Defensive Rebound.,45,43
13:40,2579,Hassani Gravett made Three Point Jumper.,48,43
13:27,2579,Foul on Sedee Keita.,48,43
13:27,2550,Khadeen Carrington missed Free Throw.,48,43
13:27,2550,Seton Hall Deadball Team Rebound.,48,43
13:27,2550,Khadeen Carrington made Free Throw.,48,44
13:05,2579,PJ Dozier missed Three Point Jumper.,48,44
13:05,2550,Angel Delgado Defensive Rebound.,48,44
12:48,2550,Michael Nzei made Dunk. Assisted by Angel Delgado.,48,46
12:31,2579,Maik Kotsar missed Jumper.,48,46
12:31,2550,Angel Delgado Defensive Rebound.,48,46
12:24,2550,Myles Powell made Layup. Assisted by Madison Jones.,48,48
12:24,2579,Foul on Maik Kotsar.,48,48
12:24,2550,Myles Powell made Free Throw.,48,49
12:08,2579,Sedee Keita made Dunk. Assisted by PJ Dozier.,50,49
11:41,2550,Khadeen Carrington missed Jumper.,50,49
11:41,2550,Khadeen Carrington Offensive Rebound.,50,49
11:38,2550,Khadeen Carrington missed Layup.,50,49
11:38,2579,Chris Silva Block.,50,49
11:38,2579,Chris Silva Defensive Rebound.,50,49
11:28,2579,Duane Notice Turnover.,50,49
11:28,2550,Myles Powell Steal.,50,49
11:27,2579,Foul on Hassani Gravett.,50,49
11:27,2550,Official TV Timeout,50,49
11:27,2550,Madison Jones made Free Throw.,50,50
11:27,2550,Madison Jones made Free Throw.,50,51
11:09,2550,Foul on Myles Powell.,50,51
11:09,2579,Chris Silva made Free Throw.,51,51
11:09,2579,Chris Silva missed Free Throw.,51,51
11:09,2550,Desi Rodriguez Defensive Rebound.,51,51
10:56,2550,Foul on Michael Nzei.,51,51
10:56,2550,Michael Nzei Turnover.,51,51
10:43,2550,Foul on Desi Rodriguez.,51,51
10:43,2579,Hassani Gravett made Free Throw.,52,51
10:43,2579,Hassani Gravett made Free Throw.,53,51
10:30,2550,Myles Powell missed Three Point Jumper.,53,51
10:30,2579,South Carolina Defensive Rebound.,53,51
10:13,2579,Chris Silva Turnover.,53,51
10:13,2550,Angel Delgado Steal.,53,51
10:01,2550,Myles Powell missed Layup.,53,51
10:01,2579,Chris Silva Defensive Rebound.,53,51
9:49,2550,Foul on Angel Delgado.,53,51
9:49,2579,Chris Silva made Free Throw.,54,51
9:49,2579,Chris Silva missed Free Throw.,54,51
9:49,2579,Chris Silva Offensive Rebound.,54,51
9:46,2579,Chris Silva missed Layup.,54,51
9:46,2550,Angel Delgado Defensive Rebound.,54,51
9:25,2579,Foul on Chris Silva.,54,51
9:25,2550,Angel Delgado made Free Throw.,54,52
9:25,2550,Angel Delgado missed Free Throw.,54,52
9:25,2550,Desi Rodriguez Offensive Rebound.,54,52
9:22,2550,Desi Rodriguez made Layup.,54,54
9:09,2550,Foul on Khadeen Carrington.,54,54
9:09,2579,PJ Dozier made Free Throw.,55,54
9:09,2579,PJ Dozier missed Free Throw.,55,54
9:09,2550,Ismael Sanogo Defensive Rebound.,55,54
9:00,2579,Foul on Sedee Keita.,55,54
9:00,2550,Angel Delgado missed Free Throw.,55,54
9:00,2550,Ismael Sanogo Offensive Rebound.,55,54
8:50,2550,Foul on Desi Rodriguez.,55,54
8:50,2550,Desi Rodriguez Turnover.,55,54
8:35,2579,PJ Dozier missed Jumper.,55,54
8:35,2550,Myles Powell Defensive Rebound.,55,54
8:26,2550,Khadeen Carrington made Layup.,55,56
7:57,2579,Justin McKie missed Jumper.,55,56
7:57,2550,Seton Hall Defensive Rebound.,55,56
7:57,2550,Official TV Timeout,55,56
7:42,2550,Madison Jones missed Layup.,55,56
7:42,2579,Chris Silva Block.,55,56
7:42,2550,Seton Hall Offensive Rebound.,55,56
7:25,2550,Myles Powell missed Three Point Jumper.,55,56
7:25,2550,Seton Hall Offensive Rebound.,55,56
7:25,2579,Foul on Jarrell Holliman.,55,56
7:25,2550,Angel Delgado missed Free Throw.,55,56
7:25,2550,Seton Hall Deadball Team Rebound.,55,56
7:25,2550,Angel Delgado made Free Throw.,55,57
7:03,2579,Chris Silva missed Layup.,55,57
7:03,2550,Angel Delgado Defensive Rebound.,55,57
6:51,2550,Khadeen Carrington missed Three Point Jumper.,55,57
6:51,2579,Chris Silva Defensive Rebound.,55,57
6:36,2579,Duane Notice missed Jumper.,55,57
6:36,2550,Ismael Sanogo Defensive Rebound.,55,57
6:29,2550,Madison Jones missed Layup.,55,57
6:29,2579,Duane Notice Defensive Rebound.,55,57
6:22,2579,Chris Silva Turnover.,55,57
6:22,2550,Madison Jones Steal.,55,57
6:17,2550,Madison Jones missed Layup.,55,57
6:17,2579,Chris Silva Block.,55,57
6:17,2579,Duane Notice Defensive Rebound.,55,57
6:05,2579,PJ Dozier made Layup.,57,57
5:44,2550,Khadeen Carrington missed Jumper.,57,57
5:44,2550,Ismael Sanogo Offensive Rebound.,57,57
5:41,2550,Ismael Sanogo missed Layup.,57,57
5:41,2579,PJ Dozier Defensive Rebound.,57,57
5:34,2579,South Carolina  Timeout,57,57
5:10,2579,Hassani Gravett missed Three Point Jumper.,57,57
5:10,2579,Duane Notice Offensive Rebound.,57,57
4:54,2579,Maik Kotsar missed Layup.,57,57
4:54,2550,Angel Delgado Defensive Rebound.,57,57
4:35,2550,Angel Delgado made Layup.,57,59
4:19,2579,PJ Dozier missed Jumper.,57,59
4:19,2550,Myles Powell Defensive Rebound.,57,59
4:09,2550,Madison Jones Turnover.,57,59
4:09,2579,Justin McKie Steal.,57,59
4:05,2579,Duane Notice missed Three Point Jumper.,57,59
4:05,2579,Maik Kotsar Offensive Rebound.,57,59
3:56,2579,Justin McKie made Three Point Jumper. Assisted by Duane Notice.,60,59
3:29,2550,Angel Delgado missed Jumper.,60,59
3:29,2579,PJ Dozier Defensive Rebound.,60,59
3:21,2550,Foul on Myles Powell.,60,59
3:21,2550,Official TV Timeout,60,59
3:21,2579,PJ Dozier missed Free Throw.,60,59
3:21,2550,Desi Rodriguez Defensive Rebound.,60,59
3:00,2579,Foul on Chris Silva.,60,59
3:00,2550,Khadeen Carrington made Free Throw.,60,60
3:00,2550,Khadeen Carrington made Free Throw.,60,61
2:33,2579,Hassani Gravett Turnover.,60,61
2:11,2550,Khadeen Carrington made Jumper.,60,63
1:52,2579,PJ Dozier missed Jumper.,60,63
1:52,2550,Desi Rodriguez Defensive Rebound.,60,63
1:52,2579,Foul on Chris Silva.,60,63
1:52,2550,Desi Rodriguez made Free Throw.,60,64
1:52,2550,Desi Rodriguez missed Free Throw.,60,64
1:52,2579,PJ Dozier Defensive Rebound.,60,64
1:40,2579,Maik Kotsar made Jumper. Assisted by PJ Dozier.,62,64
1:12,2550,Khadeen Carrington missed Dunk.,62,64
1:12,2579,Justin McKie Defensive Rebound.,62,64
1:01,2579,Duane Notice missed Layup.,62,64
1:01,2550,Angel Delgado Defensive Rebound.,62,64
0:39,2550,Desi Rodriguez Turnover.,62,64
0:39,2579,Justin McKie Steal.,62,64
0:34,2550,Foul on Ismael Sanogo.,62,64
0:34,2579,Justin McKie made Free Throw.,63,64
0:34,2579,Justin McKie made Free Throw.,64,64
0:34,2550,Seton Hall  Timeout,64,64
0:17,2550,Seton Hall  Timeout,64,64
0:12,2550,Desi Rodriguez made Layup.,64,66
0:01,2579,PJ Dozier missed Three Point Jumper.,64,66
0:01,2550,Ismael Sanogo Defensive Rebound.,64,66
0:01,2579,Foul on Hassani Gravett.,64,66
0:01,2550,Myles Powell made Free Throw.,64,67
0:01,2550,Myles Powell missed Free Throw.,64,67
0:01,2579,PJ Dozier Defensive Rebound.,64,67
0:01,2579,PJ Dozier missed Three Point Jumper.,64,67
0:01,2579,South Carolina Offensive Rebound.,64,67
0:00,2550,End of Game,64,67
