Urbana,Error,IUPUI,85
14:52,-1,DeQuan Abrom Steal.,5,15
14:50,-1,DeQuan Abrom missed Layup.,5,15
14:50,85,Matt O'Leary Defensive Rebound.,5,15
14:36,85,Ron Patterson missed Three Point Jumper.,5,15
14:36,85,Aaron Brennan Offensive Rebound.,5,15
14:30,85,Foul on Josh James.,5,15
14:30,85,Josh James Turnover.,5,15
14:15,-1,Jimmy Weinke missed Layup.,5,15
14:15,85,Josh James Defensive Rebound.,5,15
14:07,85,Foul on Josh James.,5,15
14:07,85,Josh James Turnover.,5,15
13:56,-1,Jimmy Weinke Turnover.,5,15
13:38,85,T.J. Henderson made Three Point Jumper. Assisted by Ron Patterson.,5,18
13:20,-1,Dalton Payton missed Three Point Jumper.,5,18
13:20,85,D.J. McCall Defensive Rebound.,5,18
13:06,85,Ron Patterson missed Layup.,5,18
13:06,-1,Andre Hawes Defensive Rebound.,5,18
13:05,85,Foul on Ron Patterson.,5,18
12:58,-1,Andre Hawes missed Jumper.,5,18
12:58,85,T.J. Henderson Defensive Rebound.,5,18
12:31,-1,Foul on Dalton Payton.,5,18
12:21,85,Aaron Brennan missed Three Point Jumper.,5,18
12:21,-1,Aarmanni Garnett Defensive Rebound.,5,18
12:11,-1,DeQuan Abrom made Jumper.,7,18
11:58,85,Josh James made Dunk. Assisted by Aaron Brennan.,7,20
11:43,-1,Jimmy Weinke missed Three Point Jumper.,7,20
11:43,85,D.J. McCall Defensive Rebound.,7,20
11:32,85,Ron Patterson missed Three Point Jumper.,7,20
11:32,-1,Aarmanni Garnett Defensive Rebound.,7,20
11:22,-1,Andre Hawes made Three Point Jumper. Assisted by Carlas Jackson.,10,20
10:55,85,D.J. McCall Turnover.,10,20
10:54,-1,Andre Hawes Steal.,10,20
10:52,-1,Andre Hawes made Layup.,12,20
10:52,85,IUPUI  Timeout,12,20
10:38,85,T.J. Henderson Turnover.,12,20
10:23,-1,Aarmanni Garnett missed Layup.,12,20
10:23,85,Evan Hall Block.,12,20
10:23,-1,Urbana Offensive Rebound.,12,20
10:15,-1,Demetrius Carr missed Jumper.,12,20
10:15,85,D.J. McCall Defensive Rebound.,12,20
10:08,-1,Foul on Aarmanni Garnett.,12,20
10:08,85,Darell Combs missed Free Throw.,12,20
10:08,85,IUPUI Deadball Team Rebound.,12,20
10:08,85,Darell Combs made Free Throw.,12,21
9:54,-1,DeQuan Abrom made Three Point Jumper.,15,21
9:42,85,Darell Combs made Layup.,15,23
9:20,-1,Aarmanni Garnett missed Layup.,15,23
9:20,85,D.J. McCall Block.,15,23
9:18,85,Matt O'Leary Defensive Rebound.,15,23
9:16,-1,Foul on Demetrius Carr.,15,23
9:16,85,Darell Combs made Free Throw.,15,24
9:16,85,Darell Combs missed Free Throw.,15,24
9:16,-1,Demetrius Carr Defensive Rebound.,15,24
9:06,-1,Demetrius Carr made Jumper.,17,24
8:56,-1,Foul on Dalton Payton.,17,24
8:56,85,Evan Hall made Free Throw.,17,25
8:56,85,Evan Hall made Free Throw.,17,26
8:37,-1,Demetrius Carr made Jumper.,19,26
8:29,85,Foul on Darell Combs.,19,26
8:29,85,Darell Combs Turnover.,19,26
8:13,-1,Ethan Snapp missed Three Point Jumper.,19,26
8:13,85,Ron Patterson Defensive Rebound.,19,26
8:04,85,Darell Combs made Three Point Jumper. Assisted by Kellon Thomas.,19,29
7:35,-1,Carlas Jackson missed Jumper.,19,29
7:35,85,Kellon Thomas Defensive Rebound.,19,29
7:28,85,Ron Patterson made Three Point Jumper. Assisted by Kellon Thomas.,19,32
7:23,-1,Urbana  Timeout,19,32
7:05,-1,Aarmanni Garnett missed Jumper.,19,32
7:05,85,T.J. Henderson Defensive Rebound.,19,32
7:05,-1,Foul on Jimmy Weinke.,19,32
7:05,85,T.J. Henderson made Free Throw.,19,33
7:05,85,T.J. Henderson made Free Throw.,19,34
6:51,-1,Aarmanni Garnett missed Three Point Jumper.,19,34
6:51,-1,Carlas Jackson Offensive Rebound.,19,34
6:44,-1,Carlas Jackson made Two Point Tip Shot.,21,34
6:37,85,Kellon Thomas made Layup.,21,36
6:18,-1,Demetrius Carr made Three Point Jumper.,24,36
6:01,85,T.J. Henderson made Three Point Jumper. Assisted by Matt O'Leary.,24,39
5:32,-1,Foul on Jimmy Weinke.,24,39
5:32,-1,Jimmy Weinke Turnover.,24,39
5:22,85,Aaron Brennan missed Jumper.,24,39
5:22,85,Giovanni Fraser Offensive Rebound.,24,39
5:17,85,Kellon Thomas missed Three Point Jumper.,24,39
5:17,-1,Demetrius Carr Defensive Rebound.,24,39
5:02,-1,Aarmanni Garnett made Layup. Assisted by Jimmy Weinke.,26,39
5:01,85,IUPUI  Timeout,26,39
4:47,85,T.J. Henderson missed Three Point Jumper.,26,39
4:47,-1,DeQuan Abrom Defensive Rebound.,26,39
4:36,-1,DeQuan Abrom missed Jumper.,26,39
4:36,85,Giovanni Fraser Defensive Rebound.,26,39
4:22,85,Ron Patterson Turnover.,26,39
4:20,-1,Demetrius Carr Steal.,26,39
4:17,-1,Ethan Snapp made Three Point Jumper. Assisted by Demetrius Carr.,29,39
4:10,85,IUPUI  Timeout,29,39
3:54,85,D.J. McCall missed Layup.,29,39
3:54,85,Aaron Brennan Offensive Rebound.,29,39
3:50,85,Aaron Brennan made Layup.,29,41
3:33,-1,Aarmanni Garnett missed Three Point Jumper.,29,41
3:33,85,Aaron Brennan Defensive Rebound.,29,41
3:21,85,Aaron Brennan made Layup. Assisted by D.J. McCall.,29,43
3:11,-1,Carlas Jackson Turnover.,29,43
3:08,85,T.J. Henderson Steal.,29,43
3:04,85,Ron Patterson made Three Point Jumper. Assisted by Aaron Brennan.,29,46
2:35,-1,Dalton Payton missed Three Point Jumper.,29,46
2:35,85,Ron Patterson Defensive Rebound.,29,46
2:22,85,Ron Patterson Turnover.,29,46
2:22,85,Foul on Giovanni Fraser.,29,46
2:11,-1,Carlas Jackson missed Jumper.,29,46
2:11,85,Evan Hall Defensive Rebound.,29,46
1:57,85,Evan Hall made Layup.,29,48
1:57,-1,Foul on Carlas Jackson.,29,48
1:57,85,Evan Hall made Free Throw.,29,49
1:34,-1,Ethan Snapp made Jumper.,31,49
1:09,-1,Foul on Aarmanni Garnett.,31,49
1:09,85,Aaron Brennan made Free Throw.,31,50
1:09,85,Aaron Brennan made Free Throw.,31,51
0:52,85,Foul on Darell Combs.,31,51
0:52,-1,DeQuan Abrom made Free Throw.,32,51
0:52,-1,DeQuan Abrom made Free Throw.,33,51
0:48,85,Darell Combs made Three Point Jumper. Assisted by Kellon Thomas.,33,54
0:37,-1,Ethan Snapp missed Three Point Jumper.,33,54
0:37,85,Matt O'Leary Defensive Rebound.,33,54
0:31,85,Kellon Thomas made Layup. Assisted by Aaron Brennan.,33,56
0:17,-1,DeQuan Abrom made Layup.,35,56
0:03,85,Darell Combs missed Jumper.,35,56
0:03,85,IUPUI Offensive Rebound.,35,56
0:03,-1,Foul on Carlas Jackson.,35,56
0:03,85,Evan Hall made Free Throw.,35,57
0:03,85,Evan Hall made Free Throw.,35,58
0:00,85,End of 1st half,35,58
19:44,85,D.J. McCall made Dunk.,35,60
19:29,-1,Carlas Jackson made Layup. Assisted by Aarmanni Garnett.,37,60
19:20,85,D.J. McCall Turnover.,37,60
19:04,-1,Carlas Jackson missed Three Point Jumper.,37,60
19:04,85,Matt O'Leary Defensive Rebound.,37,60
18:50,85,D.J. McCall made Dunk. Assisted by Evan Hall.,37,62
18:25,-1,Carlas Jackson made Three Point Jumper.,40,62
18:09,85,Matt O'Leary made Jumper. Assisted by Evan Hall.,40,64
17:46,-1,Demetrius Carr missed Jumper.,40,64
17:46,85,Kellon Thomas Defensive Rebound.,40,64
17:35,85,Matt O'Leary missed Three Point Jumper.,40,64
17:35,85,Darell Combs Offensive Rebound.,40,64
17:30,85,Darell Combs made Layup.,40,66
17:23,-1,Urbana  Timeout,40,66
17:13,-1,Aarmanni Garnett missed Layup.,40,66
17:13,85,Darell Combs Defensive Rebound.,40,66
17:02,85,D.J. McCall Turnover.,40,66
16:59,-1,Ethan Snapp missed Three Point Jumper.,40,66
16:59,85,Matt O'Leary Defensive Rebound.,40,66
16:49,85,Kellon Thomas made Layup.,40,68
16:30,-1,Carlas Jackson made Three Point Jumper. Assisted by Aarmanni Garnett.,43,68
16:05,85,Darell Combs made Layup.,43,70
15:49,-1,Carlas Jackson missed Layup.,43,70
15:49,85,Matt O'Leary Defensive Rebound.,43,70
15:39,85,Foul on Matt O'Leary.,43,70
15:39,85,Matt O'Leary Turnover.,43,70
15:39,-1,Urbana  Timeout,43,70
15:33,-1,DeQuan Abrom made Three Point Jumper.,46,70
15:23,85,Kellon Thomas made Three Point Jumper. Assisted by Matt O'Leary.,46,73
15:04,-1,DeQuan Abrom Turnover.,46,73
15:02,85,Matt O'Leary Steal.,46,73
14:58,85,Kellon Thomas missed Layup.,46,73
14:58,-1,Dalton Payton Defensive Rebound.,46,73
14:32,-1,DeQuan Abrom missed Layup.,46,73
14:32,-1,DeQuan Abrom Offensive Rebound.,46,73
14:32,-1,DeQuan Abrom Turnover.,46,73
14:25,85,T.J. Henderson Turnover.,46,73
14:22,-1,Jimmy Weinke Steal.,46,73
14:22,-1,Jimmy Weinke Turnover.,46,73
14:06,85,Kellon Thomas missed Three Point Jumper.,46,73
14:06,-1,Carlas Jackson Defensive Rebound.,46,73
13:41,-1,Demetrius Carr missed Jumper.,46,73
13:41,85,T.J. Henderson Defensive Rebound.,46,73
13:26,85,Ron Patterson missed Three Point Jumper.,46,73
13:26,-1,Jimmy Weinke Defensive Rebound.,46,73
13:23,85,Foul on Aaron Brennan.,46,73
13:05,85,Foul on Aaron Brennan.,46,73
13:05,-1,Jimmy Weinke made Free Throw.,47,73
13:05,-1,Jimmy Weinke made Free Throw.,48,73
12:59,85,Ron Patterson made Layup. Assisted by Darell Combs.,48,75
12:36,-1,Jimmy Weinke missed Three Point Jumper.,48,75
12:36,85,T.J. Henderson Defensive Rebound.,48,75
12:26,85,Aaron Brennan Turnover.,48,75
12:24,-1,Carlas Jackson Steal.,48,75
12:17,-1,Dalton Payton Turnover.,48,75
12:16,85,Aaron Brennan Steal.,48,75
12:12,85,Ron Patterson made Layup. Assisted by Aaron Brennan.,48,77
11:51,-1,Carlas Jackson made Three Point Jumper. Assisted by DeQuan Abrom.,51,77
11:31,85,Darell Combs made Three Point Jumper. Assisted by T.J. Henderson.,51,80
10:54,-1,Urbana  Turnover.,51,80
10:51,85,IUPUI  Timeout,51,80
10:44,85,T.J. Henderson made Three Point Jumper. Assisted by Ron Patterson.,51,83
10:16,-1,Ethan Snapp missed Jumper.,51,83
10:16,85,T.J. Henderson Defensive Rebound.,51,83
10:04,85,Darell Combs made Three Point Jumper. Assisted by Ron Patterson.,51,86
9:53,-1,DeQuan Abrom missed Jumper.,51,86
9:53,85,T.J. Henderson Defensive Rebound.,51,86
9:40,85,Darell Combs missed Three Point Jumper.,51,86
9:40,-1,Carlas Jackson Defensive Rebound.,51,86
9:30,-1,Carlas Jackson Turnover.,51,86
9:22,85,Matt O'Leary made Three Point Jumper. Assisted by Darell Combs.,51,89
8:50,-1,Demetrius Carr missed Three Point Jumper.,51,89
8:50,85,IUPUI Defensive Rebound.,51,89
8:41,-1,Urbana  Timeout,51,89
8:30,85,Darell Combs made Three Point Jumper. Assisted by T.J. Henderson.,51,92
8:06,-1,Carlas Jackson missed Three Point Jumper.,51,92
8:06,85,Giovanni Fraser Defensive Rebound.,51,92
7:48,-1,Foul on Aarmanni Garnett.,51,92
7:48,85,IUPUI  Timeout,51,92
7:48,85,Darell Combs made Free Throw.,51,93
7:48,85,Darell Combs made Free Throw.,51,94
7:48,85,Darell Combs missed Free Throw.,51,94
7:48,-1,DeQuan Abrom Defensive Rebound.,51,94
7:45,85,Foul on Darell Combs.,51,94
7:34,-1,Jimmy Weinke made Jumper.,53,94
7:21,85,Aaron Brennan made Jumper.,53,96
7:04,-1,Jimmy Weinke missed Three Point Jumper.,53,96
7:04,85,Josh James Defensive Rebound.,53,96
6:56,-1,Foul on DeQuan Abrom.,53,96
6:52,85,Aaron Brennan made Three Point Jumper. Assisted by Kellon Thomas.,53,99
6:22,-1,Demetrius Carr missed Jumper.,53,99
6:22,85,Aaron Brennan Defensive Rebound.,53,99
6:16,85,Aaron Brennan Turnover.,53,99
6:15,-1,Demetrius Carr Steal.,53,99
6:09,85,Foul on T.J. Henderson.,53,99
6:09,-1,Dalton Payton made Free Throw.,54,99
6:09,-1,Dalton Payton made Free Throw.,55,99
5:55,85,Josh James missed Jumper.,55,99
5:55,85,Aaron Brennan Offensive Rebound.,55,99
5:52,85,Aaron Brennan made Layup.,55,101
5:35,-1,DeQuan Abrom missed Three Point Jumper.,55,101
5:35,85,Ron Patterson Defensive Rebound.,55,101
5:26,85,IUPUI  Timeout,55,101
5:16,85,Chad Hudson Turnover.,55,101
5:14,-1,DeQuan Abrom Steal.,55,101
5:13,-1,DeQuan Abrom missed Layup.,55,101
5:13,85,Chad Hudson Defensive Rebound.,55,101
5:06,-1,Foul on Aarmanni Garnett.,55,101
4:46,85,Ron Patterson missed Three Point Jumper.,55,101
4:46,-1,Jimmy Weinke Defensive Rebound.,55,101
4:20,-1,Demetrius Carr made Three Point Jumper. Assisted by Jimmy Weinke.,58,101
4:07,85,Chad Hudson Turnover.,58,101
4:06,-1,Demetrius Carr Steal.,58,101
4:02,-1,Demetrius Carr missed Layup.,58,101
4:02,85,Ron Patterson Defensive Rebound.,58,101
3:52,85,Noah Thomas missed Jumper.,58,101
3:52,-1,Carlas Jackson Defensive Rebound.,58,101
3:43,-1,Carlas Jackson missed Three Point Jumper.,58,101
3:43,85,Ron Patterson Defensive Rebound.,58,101
3:35,-1,Foul on Demetrius Carr.,58,101
3:35,85,IUPUI  Timeout,58,101
3:26,85,Noah Thomas Turnover.,58,101
3:25,-1,Jimmy Weinke Steal.,58,101
3:25,85,Foul on T.J. Henderson.,58,101
3:02,-1,Jimmy Weinke Turnover.,58,101
2:46,85,Noah Thomas Turnover.,58,101
2:44,-1,Demetrius Carr Steal.,58,101
2:35,-1,Andre Hawes missed Jumper.,58,101
2:35,85,Noah Thomas Defensive Rebound.,58,101
2:26,85,Chad Hudson made Three Point Jumper. Assisted by T.J. Henderson.,58,104
2:14,-1,DeQuan Abrom made Layup. Assisted by Ethan Snapp.,60,104
2:14,85,Foul on Giovanni Fraser.,60,104
2:14,-1,DeQuan Abrom made Free Throw.,61,104
1:58,85,Chad Hudson missed Three Point Jumper.,61,104
1:58,85,Grant Sinn Offensive Rebound.,61,104
1:53,-1,Foul on Jimmy Weinke.,61,104
1:44,85,Grant Sinn missed Three Point Jumper.,61,104
1:44,85,Noah Thomas Offensive Rebound.,61,104
1:39,85,Grant Sinn made Three Point Jumper. Assisted by Chad Hudson.,61,107
1:22,85,Foul on Chad Hudson.,61,107
1:22,-1,Demetrius Carr made Free Throw.,62,107
1:22,-1,Demetrius Carr made Free Throw.,63,107
1:12,85,Noah Thomas missed Jumper.,63,107
1:12,-1,Carlas Jackson Defensive Rebound.,63,107
1:01,-1,Jimmy Weinke missed Three Point Jumper.,63,107
1:01,-1,DeQuan Abrom Offensive Rebound.,63,107
0:57,85,Foul on Grant Sinn.,63,107
0:57,-1,DeQuan Abrom made Free Throw.,64,107
0:57,-1,DeQuan Abrom made Free Throw.,65,107
0:47,-1,Foul on Carlas Jackson.,65,107
0:47,85,Noah Thomas made Free Throw.,65,108
0:47,85,Noah Thomas made Free Throw.,65,109
0:37,-1,Andre Hawes missed Jumper.,65,109
0:37,85,Noah Thomas Defensive Rebound.,65,109
0:30,85,Chad Hudson Turnover.,65,109
0:28,-1,Andre Hawes Steal.,65,109
0:23,-1,DeQuan Abrom missed Layup.,65,109
0:23,-1,Andre Hawes Offensive Rebound.,65,109
0:20,-1,Andre Hawes made Jumper.,67,109
0:00,85,End of Game,67,109
