San Diego State,301,San Diego,21
9:05,21,Devin Watson Steal.,47,38
8:52,21,Matt Mitchell Turnover.,47,38
8:41,301,Alex Floresca Turnover.,47,38
8:40,21,Jordan Schakel Steal.,47,38
8:37,21,Devin Watson made Layup. Assisted by Jordan Schakel.,49,38
8:37,301,Foul on Isaiah Pineiro.,49,38
8:37,21,Devin Watson missed Free Throw.,49,38
8:37,301,Isaiah Wright Defensive Rebound.,49,38
8:29,301,Isaiah Wright missed Three Point Jumper.,49,38
8:29,21,Jalen McDaniels Defensive Rebound.,49,38
8:00,21,Jalen McDaniels Turnover.,49,38
7:42,301,Isaiah Pineiro missed Jumper.,49,38
7:42,21,Jalen McDaniels Defensive Rebound.,49,38
7:21,21,Jalen McDaniels made Jumper.,51,38
7:00,301,Tyler Williams missed Three Point Jumper.,51,38
7:00,301,San Diego Offensive Rebound.,51,38
6:59,21,Foul on Jalen McDaniels.,51,38
6:59,301,Official TV Timeout,51,38
6:38,301,Tyler Williams Turnover.,51,38
6:37,21,Devin Watson Steal.,51,38
6:17,21,Montaque Gill-Caesar missed Jumper.,51,38
6:17,21,Nolan Narain Offensive Rebound.,51,38
6:11,21,Nolan Narain Turnover.,51,38
6:02,301,Isaiah Pineiro made Three Point Jumper. Assisted by Isaiah Wright.,51,41
5:38,301,Foul on Tyler Williams.,51,41
5:38,21,Montaque Gill-Caesar made Free Throw.,52,41
5:38,21,Montaque Gill-Caesar made Free Throw.,53,41
5:16,301,Olin Carter III missed Three Point Jumper.,53,41
5:16,21,Kameron Rooks Defensive Rebound.,53,41
5:02,21,Matt Mitchell Turnover.,53,41
5:02,301,Isaiah Wright Steal.,53,41
4:50,301,Isaiah Wright Turnover.,53,41
4:49,21,Devin Watson Steal.,53,41
4:32,21,Devin Watson missed Three Point Jumper.,53,41
4:32,301,Olin Carter III Defensive Rebound.,53,41
4:28,301,Olin Carter III Turnover.,53,41
4:27,21,Devin Watson Steal.,53,41
4:10,21,Kameron Rooks missed Jumper.,53,41
4:10,301,Isaiah Wright Defensive Rebound.,53,41
4:09,21,Foul on Kameron Rooks.,53,41
3:48,301,Cameron Neubauer made Jumper.,53,43
3:27,301,Foul on Isaiah Wright.,53,43
3:27,301,Official TV Timeout,53,43
3:27,21,Devin Watson made Free Throw.,54,43
3:27,21,Devin Watson made Free Throw.,55,43
3:21,301,Isaiah Pineiro Turnover.,55,43
3:20,21,Devin Watson Steal.,55,43
3:20,301,Foul on Isaiah Pineiro.,55,43
3:20,21,Devin Watson made Free Throw.,56,43
3:20,21,Devin Watson made Free Throw.,57,43
3:12,301,Isaiah Wright missed Three Point Jumper.,57,43
3:12,21,Malik Pope Defensive Rebound.,57,43
2:42,21,Devin Watson missed Three Point Jumper.,57,43
2:42,21,Malik Pope Offensive Rebound.,57,43
2:40,21,Malik Pope missed Jumper.,57,43
2:40,301,Yauhen Massalski Defensive Rebound.,57,43
2:26,301,Olin Carter III missed Three Point Jumper.,57,43
2:26,21,Malik Pope Defensive Rebound.,57,43
1:56,21,Jeremy Hemsley missed Jumper.,57,43
1:56,301,Isaiah Pineiro Defensive Rebound.,57,43
1:48,301,Isaiah Pineiro made Three Point Jumper. Assisted by Isaiah Wright.,57,46
1:39,301,Foul on Tyler Williams.,57,46
1:39,21,Jeremy Hemsley made Free Throw.,58,46
1:39,21,Jeremy Hemsley missed Free Throw.,58,46
1:39,301,Isaiah Pineiro Defensive Rebound.,58,46
1:27,301,Isaiah Pineiro missed Three Point Jumper.,58,46
1:27,301,San Diego Offensive Rebound.,58,46
1:18,301,Isaiah Pineiro made Jumper. Assisted by Isaiah Wright.,58,48
1:10,301,Foul on Isaiah Pineiro.,58,48
1:10,21,Jeremy Hemsley missed Free Throw.,58,48
1:10,21,San Diego State Deadball Team Rebound.,58,48
1:10,21,Jeremy Hemsley made Free Throw.,59,48
1:01,301,Olin Carter III Turnover.,59,48
0:55,21,Devin Watson Turnover.,59,48
0:54,301,Olin Carter III Steal.,59,48
0:53,21,Foul on Malik Pope.,59,48
0:53,301,Olin Carter III made Free Throw.,59,49
0:53,301,Olin Carter III made Free Throw.,59,50
0:50,301,Foul on Isaiah Wright.,59,50
0:49,21,Devin Watson made Free Throw.,60,50
0:49,21,Devin Watson made Free Throw.,61,50
0:40,301,Isaiah Wright made Three Point Jumper. Assisted by Cameron Neubauer.,61,53
0:40,301,San Diego  Timeout,61,53
0:34,301,Foul on Juwan Gray.,61,53
0:34,21,Matt Mitchell missed Free Throw.,61,53
0:34,21,San Diego State Deadball Team Rebound.,61,53
0:34,21,Matt Mitchell made Free Throw.,62,53
0:24,301,Tyler Williams made Layup. Assisted by Isaiah Wright.,62,55
0:24,301,Foul on Olin Carter III.,62,55
0:24,21,Devin Watson made Free Throw.,63,55
0:24,21,Devin Watson made Free Throw.,64,55
0:15,301,Isaiah Wright made Layup.,64,57
0:14,301,Foul on Jose Martinez.,64,57
0:14,21,Devin Watson made Free Throw.,65,57
0:14,21,Devin Watson made Free Throw.,66,57
0:08,301,Isaiah Wright missed Three Point Jumper.,66,57
0:08,21,Matt Mitchell Defensive Rebound.,66,57
0:00,301,End of Game,66,57
