Northern Arizona,2541,Santa Clara,2464
13:43,2541,Santa Clara Defensive Rebound.,5,17
13:18,2541,Josip Vrankic made Three Point Jumper. Assisted by Henry Caruso.,5,20
13:03,2464,Gino Littles Turnover.,5,20
13:02,2541,Josip Vrankic Steal.,5,20
12:52,2541,Henry Caruso made Three Point Jumper. Assisted by Matt Turner.,5,23
12:49,2464,Northern Arizona  Timeout,5,23
12:35,2464,Brooks Debisschop made Layup. Assisted by Gino Littles.,7,23
12:17,2541,Josip Vrankic Turnover.,7,23
12:16,2464,Karl Harris Steal.,7,23
12:11,2464,Jojo Anderson Turnover.,7,23
12:10,2541,Matt Hauser Steal.,7,23
12:06,2541,Josip Vrankic made Layup. Assisted by Matt Turner.,7,25
11:39,2464,Corey Brown Turnover.,7,25
11:38,2541,Shaquille Walters Steal.,7,25
11:35,2541,Matt Hauser made Layup. Assisted by Shaquille Walters.,7,27
11:21,2464,Gino Littles Turnover.,7,27
11:21,2541,Official TV Timeout,7,27
10:58,2541,KJ Feagin made Three Point Jumper. Assisted by Jarvis Pugh.,7,30
10:28,2464,Chris Bowling missed Three Point Jumper.,7,30
10:28,2541,Emmanuel Ndumanya Defensive Rebound.,7,30
10:11,2541,Matt Turner missed Three Point Jumper.,7,30
10:11,2541,Emmanuel Ndumanya Offensive Rebound.,7,30
10:09,2464,Foul on Brooks Debisschop.,7,30
10:09,2541,Emmanuel Ndumanya made Free Throw.,7,31
10:09,2541,Emmanuel Ndumanya missed Free Throw.,7,31
10:09,2464,Corey Brown Defensive Rebound.,7,31
9:41,2464,Chris Bowling missed Three Point Jumper.,7,31
9:41,2464,Corey Brown Offensive Rebound.,7,31
9:37,2464,Corey Brown made Layup.,9,31
9:13,2541,Matt Turner missed Jumper.,9,31
9:13,2464,Northern Arizona Defensive Rebound.,9,31
9:11,2541,Foul on Emmanuel Ndumanya.,9,31
9:09,2464,Jojo Anderson made Three Point Jumper. Assisted by Gino Littles.,12,31
9:03,2541,KJ Feagin made Layup.,12,33
8:25,2541,Foul on Henry Caruso.,12,33
8:13,2464,Corey Brown made Layup. Assisted by Jojo Anderson.,14,33
7:51,2541,Josip Vrankic missed Three Point Jumper.,14,33
7:51,2464,Corey Brown Defensive Rebound.,14,33
7:40,2464,Corey Brown missed Jumper.,14,33
7:40,2541,KJ Feagin Defensive Rebound.,14,33
7:31,2541,KJ Feagin Turnover.,14,33
7:31,2541,Foul on KJ Feagin.,14,33
7:31,2541,Official TV Timeout,14,33
7:08,2464,Corey Brown made Dunk. Assisted by Gino Littles.,16,33
6:44,2541,Shaquille Walters missed Three Point Jumper.,16,33
6:44,2541,Josip Vrankic Offensive Rebound.,16,33
6:42,2464,Foul on Chris Bowling.,16,33
6:42,2541,Josip Vrankic missed Free Throw.,16,33
6:42,2464,Chris Bowling Defensive Rebound.,16,33
6:21,2464,Corey Brown made Layup. Assisted by Jojo Anderson.,18,33
6:21,2541,Foul on KJ Feagin.,18,33
6:21,2464,Corey Brown missed Free Throw.,18,33
6:21,2541,Shaquille Walters Defensive Rebound.,18,33
6:09,2541,Josip Vrankic Turnover.,18,33
6:09,2541,Foul on Josip Vrankic.,18,33
5:48,2464,Jojo Anderson Turnover.,18,33
5:47,2541,Josip Vrankic Steal.,18,33
5:46,2541,Josip Vrankic made Layup.,18,35
5:31,2464,Torry Johnson missed Layup.,18,35
5:31,2541,Josip Vrankic Block.,18,35
5:31,2464,Northern Arizona Offensive Rebound.,18,35
5:22,2464,Jojo Anderson Turnover.,18,35
4:59,2541,KJ Feagin missed Jumper.,18,35
4:59,2464,Jojo Anderson Defensive Rebound.,18,35
4:36,2464,Gino Littles missed Three Point Jumper.,18,35
4:36,2541,Shaquille Walters Defensive Rebound.,18,35
4:29,2541,Shaquille Walters Turnover.,18,35
4:09,2464,Corey Brown made Layup. Assisted by Jojo Anderson.,20,35
3:54,2541,KJ Feagin made Three Point Jumper. Assisted by Shaquille Walters.,20,38
3:25,2464,Jojo Anderson missed Three Point Jumper.,20,38
3:25,2541,Santa Clara Defensive Rebound.,20,38
3:22,2541,Official TV Timeout,20,38
2:52,2541,Josip Vrankic missed Jumper.,20,38
2:52,2464,Ruben Fuamba Defensive Rebound.,20,38
2:35,2464,Gino Littles made Jumper.,22,38
2:15,2541,Matt Turner missed Three Point Jumper.,22,38
2:15,2541,Henry Caruso Offensive Rebound.,22,38
1:55,2541,Jarvis Pugh Turnover.,22,38
1:41,2464,Torry Johnson Turnover.,22,38
1:18,2541,Jarvis Pugh made Three Point Jumper. Assisted by Matt Hauser.,22,41
0:49,2464,Ruben Fuamba missed Layup.,22,41
0:49,2541,Henry Caruso Defensive Rebound.,22,41
0:30,2541,Josip Vrankic missed Layup.,22,41
0:30,2541,Henry Caruso Offensive Rebound.,22,41
0:26,2541,Henry Caruso made Layup.,22,43
0:16,2464,Torry Johnson Turnover.,22,43
0:03,2541,Josip Vrankic made Three Point Jumper. Assisted by KJ Feagin.,22,46
0:00,2541,End of 1st half,22,46
19:50,2464,Chris Bowling made Layup.,24,46
19:26,2464,Foul on Gino Littles.,24,46
19:26,2541,Josip Vrankic made Free Throw.,24,47
19:26,2541,Josip Vrankic made Free Throw.,24,48
19:13,2464,Gino Littles made Layup.,26,48
18:52,2541,Henry Caruso made Three Point Jumper. Assisted by Josip Vrankic.,26,51
18:34,2541,Foul on Josip Vrankic.,26,51
18:27,2464,Chris Bowling missed Three Point Jumper.,26,51
18:27,2541,Emmanuel Ndumanya Defensive Rebound.,26,51
18:11,2541,Matt Hauser missed Three Point Jumper.,26,51
18:11,2464,Isaiah Thomas Defensive Rebound.,26,51
18:00,2541,Foul on Emmanuel Ndumanya.,26,51
18:00,2464,Gino Littles made Free Throw.,27,51
18:00,2464,Gino Littles missed Free Throw.,27,51
18:00,2541,Josip Vrankic Defensive Rebound.,27,51
17:35,2541,Emmanuel Ndumanya Turnover.,27,51
17:34,2464,Brooks Debisschop Steal.,27,51
17:24,2464,Torry Johnson Turnover.,27,51
17:14,2541,Henry Caruso missed Three Point Jumper.,27,51
17:14,2464,Jojo Anderson Defensive Rebound.,27,51
17:10,2541,Foul on KJ Feagin.,27,51
16:59,2464,Brooks Debisschop missed Layup.,27,51
16:59,2541,Emmanuel Ndumanya Defensive Rebound.,27,51
16:35,2541,Matt Hauser missed Three Point Jumper.,27,51
16:35,2541,Josip Vrankic Offensive Rebound.,27,51
16:30,2541,Josip Vrankic Turnover.,27,51
16:30,2541,Foul on Josip Vrankic.,27,51
16:09,2464,Gino Littles missed Jumper.,27,51
16:09,2541,Matt Hauser Defensive Rebound.,27,51
15:55,2541,Emmanuel Ndumanya made Layup. Assisted by Henry Caruso.,27,53
15:55,2464,Foul on Chris Bowling.,27,53
15:55,2541,Official TV Timeout,27,53
15:55,2541,Emmanuel Ndumanya made Free Throw.,27,54
15:31,2464,Brooks Debisschop Turnover.,27,54
15:30,2541,Henry Caruso Steal.,27,54
15:01,2541,Henry Caruso made Jumper.,27,56
14:39,2464,Chris Bowling missed Jumper.,27,56
14:39,2464,Brooks Debisschop Offensive Rebound.,27,56
14:36,2464,Jojo Anderson missed Three Point Jumper.,27,56
14:36,2464,Gino Littles Offensive Rebound.,27,56
14:28,2464,Jojo Anderson Turnover.,27,56
14:10,2464,Foul on Jojo Anderson.,27,56
14:03,2541,Josip Vrankic missed Three Point Jumper.,27,56
14:03,2541,KJ Feagin Offensive Rebound.,27,56
14:00,2464,Foul on Gino Littles.,27,56
13:57,2541,Santa Clara  Turnover.,27,56
13:44,2464,Torry Johnson missed Layup.,27,56
13:44,2541,Josip Vrankic Defensive Rebound.,27,56
13:31,2541,Josip Vrankic missed Layup.,27,56
13:31,2464,Corey Brown Defensive Rebound.,27,56
13:20,2464,Jojo Anderson missed Jumper.,27,56
13:20,2541,Shaquille Walters Defensive Rebound.,27,56
12:59,2541,Shaquille Walters made Three Point Jumper. Assisted by Henry Caruso.,27,59
12:39,2464,Torry Johnson missed Three Point Jumper.,27,59
12:39,2541,KJ Feagin Defensive Rebound.,27,59
12:30,2464,Foul on Karl Harris.,27,59
12:24,2541,Shaquille Walters missed Three Point Jumper.,27,59
12:24,2464,Ruben Fuamba Defensive Rebound.,27,59
12:13,2464,Torry Johnson made Jumper. Assisted by Karl Harris.,29,59
11:59,2541,Shaquille Walters made Jumper. Assisted by Jarvis Pugh.,29,61
11:41,2464,Chris Bowling missed Jumper.,29,61
11:41,2464,Ruben Fuamba Offensive Rebound.,29,61
11:29,2541,Foul on Shaquille Walters.,29,61
11:29,2541,Official TV Timeout,29,61
11:29,2464,Karl Harris made Free Throw.,30,61
11:29,2464,Karl Harris made Free Throw.,31,61
11:20,2541,Shaquille Walters Turnover.,31,61
11:19,2464,Torry Johnson Steal.,31,61
11:15,2464,Torry Johnson Turnover.,31,61
11:15,2541,Matt Hauser Steal.,31,61
11:03,2541,Jarvis Pugh made Three Point Jumper. Assisted by Matt Hauser.,31,64
10:46,2464,Ruben Fuamba Turnover.,31,64
10:46,2464,Foul on Ruben Fuamba.,31,64
10:46,2541,Shaquille Walters Turnover.,31,64
10:46,2541,Foul on Shaquille Walters.,31,64
10:42,2541,Foul on Emmanuel Ndumanya.,31,64
10:42,2464,Lenell Henry made Free Throw.,32,64
10:42,2464,Lenell Henry missed Free Throw.,32,64
10:42,2541,Shaquille Walters Defensive Rebound.,32,64
10:19,2464,Foul on Lenell Henry.,32,64
10:19,2541,Jarvis Pugh missed Free Throw.,32,64
10:19,2464,Karl Harris Defensive Rebound.,32,64
10:09,2464,Lenell Henry Turnover.,32,64
10:08,2541,Josip Vrankic Steal.,32,64
9:59,2464,Foul on Corey Brown.,32,64
9:59,2541,Josip Vrankic missed Free Throw.,32,64
9:59,2541,Santa Clara Deadball Team Rebound.,32,64
9:59,2541,Josip Vrankic made Free Throw.,32,65
9:36,2464,Corey Brown made Layup. Assisted by Karl Harris.,34,65
9:19,2541,Josip Vrankic missed Layup.,34,65
9:19,2464,Brooks Debisschop Defensive Rebound.,34,65
9:12,2464,Chris Bowling missed Layup.,34,65
9:12,2541,Shaquille Walters Defensive Rebound.,34,65
9:06,2541,Shaquille Walters Turnover.,34,65
9:05,2464,Karl Harris Steal.,34,65
9:05,2541,Foul on Shaquille Walters.,34,65
9:05,2464,Karl Harris made Free Throw.,35,65
9:05,2464,Karl Harris made Free Throw.,36,65
8:52,2541,Matt Hauser made Jumper.,36,67
8:32,2464,Karl Harris made Jumper. Assisted by Chris Bowling.,38,67
8:19,2541,Matt Turner missed Three Point Jumper.,38,67
8:19,2464,Brooks Debisschop Defensive Rebound.,38,67
8:04,2464,Karl Harris missed Three Point Jumper.,38,67
8:04,2541,Matt Turner Defensive Rebound.,38,67
7:41,2541,Matt Hauser missed Three Point Jumper.,38,67
7:41,2464,Chris Bowling Defensive Rebound.,38,67
7:19,2464,Karl Harris missed Jumper.,38,67
7:19,2464,Corey Brown Offensive Rebound.,38,67
7:16,2464,Corey Brown made Layup.,40,67
6:52,2541,Matt Hauser made Three Point Jumper.,40,70
6:23,2464,Corey Brown missed Layup.,40,70
6:23,2541,Matt Turner Defensive Rebound.,40,70
6:18,2464,Foul on Chris Bowling.,40,70
6:17,2541,Official TV Timeout,40,70
6:16,2541,Matt Turner missed Free Throw.,40,70
6:16,2464,Jojo Anderson Defensive Rebound.,40,70
6:12,2464,Jojo Anderson made Layup.,42,70
5:51,2541,Matt Turner made Three Point Jumper. Assisted by KJ Feagin.,42,73
5:41,2464,Gino Littles missed Three Point Jumper.,42,73
5:41,2541,Jarvis Pugh Defensive Rebound.,42,73
5:31,2541,Kai Healy made Three Point Jumper. Assisted by KJ Feagin.,42,76
5:12,2464,Chris Bowling Turnover.,42,76
5:11,2541,Josip Vrankic Steal.,42,76
4:57,2541,Kai Healy missed Three Point Jumper.,42,76
4:57,2464,Gino Littles Defensive Rebound.,42,76
4:27,2541,Foul on Shaquille Walters.,42,76
4:27,2464,Gino Littles missed Free Throw.,42,76
4:27,2464,Northern Arizona Deadball Team Rebound.,42,76
4:27,2464,Gino Littles made Free Throw.,43,76
4:09,2541,Henrik Jadersten made Three Point Jumper. Assisted by Matt Turner.,43,79
3:54,2464,Brooks Debisschop made Three Point Jumper. Assisted by Jojo Anderson.,46,79
3:46,2541,Shaquille Walters Turnover.,46,79
3:46,2464,Jojo Anderson Steal.,46,79
3:44,2541,Foul on Shaquille Walters.,46,79
3:44,2541,Official TV Timeout,46,79
3:44,2464,Jojo Anderson missed Free Throw.,46,79
3:44,2464,Northern Arizona Deadball Team Rebound.,46,79
3:44,2464,Jojo Anderson made Free Throw.,47,79
3:36,2541,Kai Healy missed Three Point Jumper.,47,79
3:36,2464,Brooks Debisschop Defensive Rebound.,47,79
3:27,2541,Foul on Jarvis Pugh.,47,79
3:27,2464,Jojo Anderson made Free Throw.,48,79
3:27,2464,Jojo Anderson made Free Throw.,49,79
3:16,2541,Jarvis Pugh missed Three Point Jumper.,49,79
3:16,2464,Gino Littles Defensive Rebound.,49,79
3:01,2464,Corey Brown missed Layup.,49,79
3:01,2541,Henrik Jadersten Block.,49,79
3:00,2541,Henrik Jadersten Defensive Rebound.,49,79
2:55,2541,Kai Healy made Three Point Jumper. Assisted by Matt Turner.,49,82
2:41,2541,Foul on Julian Roche.,49,82
2:41,2464,Corey Brown missed Free Throw.,49,82
2:41,2464,Northern Arizona Deadball Team Rebound.,49,82
2:41,2464,Corey Brown missed Free Throw.,49,82
2:41,2541,Henrik Jadersten Defensive Rebound.,49,82
2:21,2541,Kai Healy Turnover.,49,82
2:20,2464,Corey Brown Steal.,49,82
2:19,2541,Foul on Kai Healy.,49,82
2:18,2464,Jojo Anderson missed Free Throw.,49,82
2:18,2464,Northern Arizona Deadball Team Rebound.,49,82
2:18,2464,Jojo Anderson made Free Throw.,50,82
2:11,2541,Kai Healy missed Jumper.,50,82
2:11,2464,Brooks Debisschop Defensive Rebound.,50,82
1:57,2464,Chris Bowling missed Jumper.,50,82
1:57,2541,Julian Roche Defensive Rebound.,50,82
1:37,2541,Henrik Jadersten made Jumper.,50,84
1:28,2541,Foul on Matt Turner.,50,84
1:28,2464,Jojo Anderson made Free Throw.,51,84
1:28,2464,Jojo Anderson made Free Throw.,52,84
1:16,2464,Foul on Corey Brown.,52,84
1:16,2541,Matt Turner made Free Throw.,52,85
1:16,2541,Matt Turner made Free Throw.,52,86
1:06,2464,Jojo Anderson missed Layup.,52,86
1:06,2541,Matt Turner Defensive Rebound.,52,86
0:53,2541,Henrik Jadersten made Three Point Jumper. Assisted by Matt Jasaitis.,52,89
0:38,2464,Brooks Debisschop made Three Point Jumper. Assisted by Jojo Anderson.,55,89
0:12,2541,Matt Jasaitis missed Three Point Jumper.,55,89
0:12,2464,Chris Bowling Defensive Rebound.,55,89
0:02,2541,Foul on Matt Jasaitis.,55,89
0:02,2464,Jojo Anderson made Free Throw.,56,89
0:02,2464,Jojo Anderson made Free Throw.,57,89
0:00,2541,End of Game,57,89
