UNC Wilmington,151,East Carolina,350
13:11,151,Foul on Justin Whatley.,15,12
13:08,350,Devontae Cacok made Layup.,17,12
12:50,151,B.J. Tyson made Three Point Jumper.,17,15
12:42,350,Marcus Bryan made Layup. Assisted by Jeffrey Gary.,19,15
12:42,151,Foul on Usman Haruna.,19,15
12:42,350,Marcus Bryan missed Free Throw.,19,15
12:42,151,Kentrell Barkley Defensive Rebound.,19,15
12:24,151,Jabari Craig missed Layup.,19,15
12:24,350,Devontae Cacok Block.,19,15
12:22,151,B.J. Tyson Offensive Rebound.,19,15
12:19,151,B.J. Tyson made Jumper.,19,17
12:07,350,Devontae Cacok made Layup. Assisted by Jay Estime'.,21,17
11:59,151,Shawn Williams missed Three Point Jumper.,21,17
11:59,151,Justin Whatley Offensive Rebound.,21,17
11:41,151,Jabari Craig missed Jumper.,21,17
11:41,350,Jaylen Fornes Defensive Rebound.,21,17
11:18,350,Jay Estime' missed Jumper.,21,17
11:18,151,Kentrell Barkley Defensive Rebound.,21,17
11:12,151,Kentrell Barkley Turnover.,21,17
11:12,151,Official TV Timeout,21,17
10:59,350,Devontae Cacok made Layup. Assisted by Ty Taylor II.,23,17
10:40,151,B.J. Tyson made Layup. Assisted by Jabari Craig.,23,19
10:25,151,Foul on Justin Whatley.,23,19
10:25,350,Jaylen Fornes made Free Throw.,24,19
10:25,350,Jaylen Fornes missed Free Throw.,24,19
10:25,151,Kentrell Barkley Defensive Rebound.,24,19
10:20,151,Isaac Fleming missed Three Point Jumper.,24,19
10:20,151,Dimitri Spasojevic Offensive Rebound.,24,19
10:08,151,Dimitri Spasojevic Turnover.,24,19
10:07,350,Devontae Cacok Steal.,24,19
10:07,151,Foul on Dimitri Spasojevic.,24,19
9:53,350,Jordon Talley missed Three Point Jumper.,24,19
9:53,151,Jabari Craig Defensive Rebound.,24,19
9:38,151,Dimitri Spasojevic missed Jumper.,24,19
9:38,350,Devontae Cacok Defensive Rebound.,24,19
9:30,350,Jaylen Fornes missed Layup.,24,19
9:30,151,Dimitri Spasojevic Block.,24,19
9:28,350,Ty Taylor II Offensive Rebound.,24,19
9:26,350,Ty Taylor II missed Jumper.,24,19
9:26,151,B.J. Tyson Defensive Rebound.,24,19
9:13,151,Isaac Fleming made Layup.,24,21
8:41,350,Ty Taylor II Turnover.,24,21
8:10,151,Jabari Craig missed Layup.,24,21
8:10,350,Trey Kalina Defensive Rebound.,24,21
8:01,350,Marcus Bryan made Layup. Assisted by Jordon Talley.,26,21
7:38,151,Jabari Craig missed Jumper.,26,21
7:38,350,Marcus Bryan Defensive Rebound.,26,21
7:28,350,Jordon Talley Turnover.,26,21
7:28,151,East Carolina  Timeout,26,21
7:17,151,B.J. Tyson made Jumper.,26,23
7:17,350,Foul on Jordon Talley.,26,23
7:17,151,B.J. Tyson made Free Throw.,26,24
7:00,350,Jeffrey Gary Turnover.,26,24
6:59,151,Kentrell Barkley Steal.,26,24
6:57,151,Kentrell Barkley made Dunk.,26,26
6:42,350,Jaylen Fornes missed Three Point Jumper.,26,26
6:42,151,B.J. Tyson Defensive Rebound.,26,26
6:32,151,Dimitri Spasojevic made Layup. Assisted by Isaac Fleming.,26,28
6:25,151,Foul on Isaac Fleming.,26,28
6:25,350,Jeffrey Gary made Free Throw.,27,28
6:25,350,Jeffrey Gary made Free Throw.,28,28
6:25,151,Aaron Jackson missed Three Point Jumper.,28,28
6:25,350,Jeffrey Gary Defensive Rebound.,28,28
6:25,350,Jeffrey Gary made Three Point Jumper. Assisted by Marcus Bryan.,31,28
6:21,151,Dimitri Spasojevic made Layup. Assisted by B.J. Tyson.,31,30
5:07,350,Devontae Cacok made Dunk. Assisted by Jay Estime'.,33,30
4:37,151,Kentrell Barkley made Three Point Jumper. Assisted by Aaron Jackson.,33,33
4:15,350,Marcus Bryan missed Layup.,33,33
4:15,151,Dimitri Spasojevic Defensive Rebound.,33,33
3:52,151,Dimitri Spasojevic Turnover.,33,33
3:52,151,Official TV Timeout,33,33
3:41,151,Foul on Aaron Jackson.,33,33
3:41,350,Devontae Cacok made Free Throw.,34,33
3:41,350,Devontae Cacok made Free Throw.,35,33
3:30,151,Shawn Williams made Jumper.,35,35
3:18,151,Foul on Aaron Jackson.,35,35
3:18,350,Devontae Cacok missed Free Throw.,35,35
3:18,151,Dimitri Spasojevic Defensive Rebound.,35,35
2:55,151,Shawn Williams made Three Point Jumper.,35,38
2:41,350,Devontae Cacok made Layup. Assisted by Ty Taylor II.,37,38
2:18,350,Foul on Jeffrey Gary.,37,38
2:18,151,Shawn Williams made Free Throw.,37,39
2:18,151,Shawn Williams made Free Throw.,37,40
2:07,350,Ty Taylor II made Three Point Jumper. Assisted by Jay Estime'.,40,40
1:36,151,Dimitri Spasojevic made Layup.,40,42
1:28,350,Ty Taylor II made Jumper. Assisted by Jeffrey Gary.,42,42
1:19,350,Foul on Jeffrey Gary.,42,42
1:19,151,Shawn Williams made Free Throw.,42,43
1:19,151,Shawn Williams made Free Throw.,42,44
1:11,350,JaQuel Richmond missed Jumper.,42,44
1:11,151,Aaron Jackson Defensive Rebound.,42,44
0:55,151,Dimitri Spasojevic made Layup.,42,46
0:31,350,Ty Taylor II Turnover.,42,46
0:07,151,Shawn Williams missed Layup.,42,46
0:07,350,Marcus Bryan Defensive Rebound.,42,46
0:03,350,Jacque Brown Turnover.,42,46
0:00,151,B.J. Tyson made Jumper.,42,48
0:00,151,End of 1st half,42,48
19:46,151,Isaac Fleming missed Layup.,42,48
19:46,350,Marcus Bryan Defensive Rebound.,42,48
19:39,350,Ty Taylor II missed Three Point Jumper.,42,48
19:39,151,Isaac Fleming Defensive Rebound.,42,48
19:20,151,B.J. Tyson missed Jumper.,42,48
19:20,350,Ty Taylor II Defensive Rebound.,42,48
18:49,350,Jaylen Fornes missed Three Point Jumper.,42,48
18:49,151,East Carolina Defensive Rebound.,42,48
18:19,151,Kentrell Barkley missed Three Point Jumper.,42,48
18:19,350,Devontae Cacok Defensive Rebound.,42,48
18:02,151,Foul on Dimitri Spasojevic.,42,48
18:02,350,Ty Taylor II made Free Throw.,43,48
18:02,350,Ty Taylor II missed Free Throw.,43,48
18:02,151,East Carolina Defensive Rebound.,43,48
17:37,151,B.J. Tyson missed Three Point Jumper.,43,48
17:37,350,Jordon Talley Defensive Rebound.,43,48
17:28,350,Jordon Talley missed Layup.,43,48
17:28,151,Isaac Fleming Defensive Rebound.,43,48
17:20,151,Dimitri Spasojevic made Layup. Assisted by Isaac Fleming.,43,50
17:03,350,Jordon Talley made Three Point Jumper. Assisted by Marcus Bryan.,46,50
16:40,151,Jabari Craig made Dunk. Assisted by Isaac Fleming.,46,52
16:40,350,Foul on Marcus Bryan.,46,52
16:40,151,Jabari Craig made Free Throw.,46,53
16:22,350,Trey Kalina made Layup. Assisted by Devontae Cacok.,48,53
16:02,151,B.J. Tyson made Layup.,48,55
15:56,350,Jaylen Fornes made Layup. Assisted by Jordon Talley.,50,55
15:43,151,Isaac Fleming Turnover.,50,55
15:43,350,Devontae Cacok Steal.,50,55
15:43,151,Official TV Timeout,50,55
15:27,350,Devontae Cacok made Dunk. Assisted by JaQuel Richmond.,52,55
15:13,350,Foul on Trey Kalina.,52,55
14:53,151,B.J. Tyson missed Three Point Jumper.,52,55
14:53,350,Devontae Cacok Defensive Rebound.,52,55
14:43,350,Trey Kalina missed Layup.,52,55
14:43,151,Kentrell Barkley Block.,52,55
14:42,350,Trey Kalina Offensive Rebound.,52,55
14:40,350,Trey Kalina missed Layup.,52,55
14:40,151,Jabari Craig Block.,52,55
14:37,350,UNC Wilmington Offensive Rebound.,52,55
14:37,350,Jay Estime' missed Layup.,52,55
14:37,151,Kentrell Barkley Block.,52,55
14:35,151,Isaac Fleming Defensive Rebound.,52,55
14:32,350,Foul on JaQuel Richmond.,52,55
14:29,151,Shawn Williams made Three Point Jumper. Assisted by Jabari Craig.,52,58
14:10,350,JaQuel Richmond missed Layup.,52,58
14:10,151,Jabari Craig Defensive Rebound.,52,58
14:04,151,Isaac Fleming missed Layup.,52,58
14:04,151,Jabari Craig Offensive Rebound.,52,58
13:55,151,Shawn Williams missed Three Point Jumper.,52,58
13:55,350,UNC Wilmington Defensive Rebound.,52,58
13:40,350,Devontae Cacok missed Layup.,52,58
13:40,151,Jabari Craig Defensive Rebound.,52,58
13:16,151,Kentrell Barkley Turnover.,52,58
13:15,350,Jordon Talley Steal.,52,58
13:13,350,JaQuel Richmond missed Layup.,52,58
13:13,151,Jabari Craig Block.,52,58
13:11,350,Devontae Cacok Offensive Rebound.,52,58
13:10,350,Devontae Cacok made Layup.,54,58
12:52,151,Jabari Craig missed Jumper.,54,58
12:52,151,East Carolina Offensive Rebound.,54,58
12:51,151,Foul on Jabari Craig.,54,58
12:43,350,Jordon Talley missed Jumper.,54,58
12:43,151,Jabari Craig Defensive Rebound.,54,58
12:33,350,Foul on Jordon Talley.,54,58
12:28,350,Foul on JaQuel Richmond.,54,58
12:19,151,B.J. Tyson missed Layup.,54,58
12:19,151,Jabari Craig Offensive Rebound.,54,58
12:17,151,Jabari Craig made Layup.,54,60
12:15,350,Foul on Jeffrey Gary.,54,60
12:15,151,Jabari Craig made Free Throw.,54,61
12:04,350,Marcus Bryan made Layup. Assisted by JaQuel Richmond.,56,61
11:45,151,Jabari Craig missed Layup.,56,61
11:45,151,Jabari Craig Offensive Rebound.,56,61
11:43,151,Jabari Craig missed Layup.,56,61
11:43,350,Jaylen Fornes Defensive Rebound.,56,61
11:37,151,Foul on Aaron Jackson.,56,61
11:37,350,UNC Wilmington  Timeout,56,61
11:28,350,Devontae Cacok made Layup. Assisted by Ty Taylor II.,58,61
11:11,151,Isaac Fleming made Layup.,58,63
10:57,350,Jaylen Fornes Turnover.,58,63
10:35,151,B.J. Tyson missed Jumper.,58,63
10:35,350,UNC Wilmington Defensive Rebound.,58,63
10:16,350,Jordon Talley missed Jumper.,58,63
10:16,151,Jabari Craig Defensive Rebound.,58,63
10:02,151,Isaac Fleming made Layup.,58,65
9:46,350,Devontae Cacok made Layup. Assisted by Ty Taylor II.,60,65
9:43,151,Foul on Jabari Craig.,60,65
9:43,350,Devontae Cacok made Free Throw.,61,65
9:37,350,Foul on Jordon Talley.,61,65
9:37,151,Isaac Fleming made Free Throw.,61,66
9:37,151,Isaac Fleming made Free Throw.,61,67
9:24,350,Devontae Cacok made Layup. Assisted by Jeffrey Gary.,63,67
9:07,151,Shawn Williams made Layup.,63,69
8:44,350,Marcus Bryan missed Jumper.,63,69
8:44,151,Kentrell Barkley Defensive Rebound.,63,69
8:36,151,B.J. Tyson missed Jumper.,63,69
8:36,350,Ty Taylor II Defensive Rebound.,63,69
8:29,350,Devontae Cacok made Layup. Assisted by Ty Taylor II.,65,69
8:10,151,Shawn Williams missed Three Point Jumper.,65,69
8:10,350,Marcus Bryan Defensive Rebound.,65,69
7:48,350,Ty Taylor II missed Three Point Jumper.,65,69
7:48,151,Jabari Craig Defensive Rebound.,65,69
7:45,350,Foul on Devontae Cacok.,65,69
7:45,151,Official TV Timeout,65,69
7:45,151,Jabari Craig missed Free Throw.,65,69
7:45,350,Jay Estime' Defensive Rebound.,65,69
7:45,350,Devontae Cacok missed Layup.,65,69
7:45,151,Kentrell Barkley Defensive Rebound.,65,69
7:03,151,B.J. Tyson Turnover.,65,69
6:51,350,Jay Estime' missed Jumper.,65,69
6:51,350,UNC Wilmington Offensive Rebound.,65,69
6:42,350,JaQuel Richmond missed Layup.,65,69
6:42,350,Devontae Cacok Offensive Rebound.,65,69
6:37,350,Devontae Cacok made Layup.,67,69
6:18,151,Dimitri Spasojevic Turnover.,67,69
6:17,350,Marcus Bryan Steal.,67,69
5:52,350,Jeffrey Gary missed Three Point Jumper.,67,69
5:52,350,UNC Wilmington Offensive Rebound.,67,69
5:47,350,UNC Wilmington  Timeout,67,69
5:27,350,Jay Estime' made Three Point Jumper. Assisted by JaQuel Richmond.,70,69
5:16,151,B.J. Tyson missed Three Point Jumper.,70,69
5:16,350,Marcus Bryan Defensive Rebound.,70,69
4:49,350,Marcus Bryan made Layup. Assisted by Devontae Cacok.,72,69
4:34,151,Isaac Fleming missed Three Point Jumper.,72,69
4:34,151,Jabari Craig Offensive Rebound.,72,69
4:28,350,Foul on JaQuel Richmond.,72,69
4:28,151,Jabari Craig made Free Throw.,72,70
4:28,151,Jabari Craig missed Free Throw.,72,70
4:28,350,Jeffrey Gary Defensive Rebound.,72,70
4:19,350,JaQuel Richmond Turnover.,72,70
3:56,151,B.J. Tyson missed Jumper.,72,70
3:56,350,Marcus Bryan Defensive Rebound.,72,70
3:28,350,Marcus Bryan missed Layup.,72,70
3:28,350,Devontae Cacok Offensive Rebound.,72,70
3:21,350,Devontae Cacok missed Layup.,72,70
3:21,350,Marcus Bryan Offensive Rebound.,72,70
3:17,350,Marcus Bryan made Layup.,74,70
3:16,350,Foul on JaQuel Richmond.,74,70
3:16,151,Official TV Timeout,74,70
3:16,151,Kentrell Barkley made Free Throw.,74,71
3:16,151,Kentrell Barkley made Free Throw.,74,72
3:03,350,Jaylen Fornes missed Three Point Jumper.,74,72
3:03,151,B.J. Tyson Defensive Rebound.,74,72
2:57,151,Kentrell Barkley made Layup.,74,74
2:50,350,Jordon Talley Turnover.,74,74
2:24,151,Isaac Fleming made Layup.,74,76
2:01,151,Foul on Isaac Fleming.,74,76
2:01,350,Foul on Jaylen Fornes.,74,76
2:01,350,Jaylen Fornes made Free Throw.,75,76
2:01,350,Jaylen Fornes missed Free Throw.,75,76
2:01,151,Jabari Craig Defensive Rebound.,75,76
1:40,151,Dimitri Spasojevic missed Layup.,75,76
1:40,350,Devontae Cacok Defensive Rebound.,75,76
1:11,350,Marcus Bryan missed Jumper.,75,76
1:11,350,Ty Taylor II Offensive Rebound.,75,76
1:07,350,Ty Taylor II Turnover.,75,76
1:07,151,East Carolina  Timeout,75,76
0:46,151,B.J. Tyson made Layup.,75,78
0:40,350,Devontae Cacok made Dunk. Assisted by Jordon Talley.,77,78
0:32,151,Foul on Isaac Fleming.,77,78
0:32,151,Isaac Fleming Turnover.,77,78
0:18,350,Devontae Cacok made Layup.,79,78
0:05,350,Foul on Devontae Cacok.,79,78
0:05,151,B.J. Tyson missed Free Throw.,79,78
0:05,151,East Carolina Offensive Rebound.,79,78
0:05,151,B.J. Tyson made Free Throw.,79,79
0:05,151,East Carolina  Timeout,79,79
0:02,350,Jordon Talley missed Three Point Jumper.,79,79
0:02,151,East Carolina Defensive Rebound.,79,79
0:00,151,End of 2nd half,79,79
4:47,151,Isaac Fleming missed Jumper.,79,79
4:47,350,Devontae Cacok Defensive Rebound.,79,79
4:40,350,JaQuel Richmond made Jumper. Assisted by Jordon Talley.,81,79
4:23,151,B.J. Tyson made Three Point Jumper.,81,82
3:58,151,Foul on Dimitri Spasojevic.,81,82
3:58,350,Devontae Cacok missed Free Throw.,81,82
3:58,350,JaQuel Richmond Offensive Rebound.,81,82
3:36,350,Jordon Talley made Jumper.,83,82
3:20,151,Isaac Fleming made Layup.,83,84
3:09,350,JaQuel Richmond missed Three Point Jumper.,83,84
3:09,151,Jabari Craig Defensive Rebound.,83,84
2:38,151,Isaac Fleming made Layup.,83,86
2:20,350,Jordon Talley missed Three Point Jumper.,83,86
2:20,151,B.J. Tyson Defensive Rebound.,83,86
2:15,350,Foul on Devontae Cacok.,83,86
2:15,151,B.J. Tyson made Free Throw.,83,87
2:15,151,B.J. Tyson made Free Throw.,83,88
2:02,350,Devontae Cacok made Layup. Assisted by Jordon Talley.,85,88
1:32,151,B.J. Tyson made Layup.,85,90
1:26,350,JaQuel Richmond missed Three Point Jumper.,85,90
1:26,151,East Carolina Defensive Rebound.,85,90
1:08,151,Shawn Williams missed Three Point Jumper.,85,90
1:08,350,Devontae Cacok Defensive Rebound.,85,90
0:47,350,JaQuel Richmond Turnover.,85,90
0:30,350,Foul on Jay Estime'.,85,90
0:30,151,Shawn Williams made Free Throw.,85,91
0:30,151,Shawn Williams missed Free Throw.,85,91
0:30,350,Devontae Cacok Defensive Rebound.,85,91
0:25,350,Jordon Talley made Three Point Jumper.,88,91
0:22,350,UNC Wilmington  Timeout,88,91
0:22,151,East Carolina  Timeout,88,91
0:21,350,Foul on Ty Taylor II.,88,91
0:21,151,B.J. Tyson missed Free Throw.,88,91
0:21,151,East Carolina Offensive Rebound.,88,91
0:21,151,B.J. Tyson made Free Throw.,88,92
0:18,350,Jordon Talley missed Layup.,88,92
0:18,151,Kentrell Barkley Block.,88,92
0:17,350,UNC Wilmington Offensive Rebound.,88,92
0:16,350,Jeffrey Gary missed Three Point Jumper.,88,92
0:16,350,Ty Taylor II Offensive Rebound.,88,92
0:11,151,Foul on Isaac Fleming.,88,92
0:11,350,Ty Taylor II missed Free Throw.,88,92
0:11,350,Jeffrey Gary Offensive Rebound.,88,92
0:08,350,Ty Taylor II missed Three Point Jumper.,88,92
0:08,151,B.J. Tyson Defensive Rebound.,88,92
0:01,350,Foul on Marcus Bryan.,88,92
0:01,151,B.J. Tyson made Free Throw.,88,93
0:01,151,B.J. Tyson missed Free Throw.,88,93
0:01,350,Marcus Bryan Defensive Rebound.,88,93
0:00,151,End of Game,88,93
