Hartford,2341,LIU Brooklyn,42
5:35,42,Jason Dunne Block.,24,24
5:32,42,Jack Hobbs Defensive Rebound.,24,24
5:27,42,Travis Weatherington made Three Point Jumper. Assisted by J.R. Lynch.,27,24
5:04,2341,Julian Batts Turnover.,27,24
5:03,42,Jason Dunne Steal.,27,24
5:01,42,Jason Dunne made Layup.,29,24
4:58,2341,LIU Brooklyn  Timeout,29,24
4:47,2341,Joel Hernandez missed Three Point Jumper.,29,24
4:47,42,J.R. Lynch Defensive Rebound.,29,24
4:36,42,Jason Dunne missed Layup.,29,24
4:36,2341,Joel Hernandez Defensive Rebound.,29,24
4:35,42,Foul on John Carroll.,29,24
4:35,2341,Joel Hernandez made Free Throw.,29,25
4:35,2341,Joel Hernandez made Free Throw.,29,26
4:12,42,Jack Hobbs Turnover.,29,26
4:12,2341,Jamall Robinson Steal.,29,26
4:09,42,Foul on Jalen Knight.,29,26
4:09,2341,Joel Hernandez missed Free Throw.,29,26
4:09,42,John Carroll Defensive Rebound.,29,26
3:51,42,John Carroll missed Layup.,29,26
3:51,2341,Zach Coleman Block.,29,26
3:49,2341,Julian Batts Defensive Rebound.,29,26
3:38,2341,Jashaun Agosto made Layup.,29,28
3:10,42,J.R. Lynch Turnover.,29,28
3:08,2341,Jamall Robinson Steal.,29,28
3:04,2341,Joel Hernandez Turnover.,29,28
3:03,42,Travis Weatherington Steal.,29,28
2:59,42,J.R. Lynch missed Three Point Jumper.,29,28
2:59,2341,Joel Hernandez Defensive Rebound.,29,28
2:48,42,Foul on J.R. Lynch.,29,28
2:48,2341,Official TV Timeout,29,28
2:48,2341,Jashaun Agosto made Free Throw.,29,29
2:48,2341,Jashaun Agosto made Free Throw.,29,30
2:18,42,Jason Dunne missed Three Point Jumper.,29,30
2:18,2341,Jashaun Agosto Defensive Rebound.,29,30
2:10,2341,Jashaun Agosto made Layup.,29,32
2:04,42,Jason Dunne Turnover.,29,32
2:03,2341,Julian Batts Steal.,29,32
1:56,2341,Zach Coleman missed Three Point Jumper.,29,32
1:56,42,Jack Hobbs Defensive Rebound.,29,32
1:45,42,Hartford  Timeout,29,32
1:33,42,Travis Weatherington missed Three Point Jumper.,29,32
1:33,42,Hassan Attia Offensive Rebound.,29,32
1:27,42,Hassan Attia made Layup.,31,32
1:19,42,Foul on Hassan Attia.,31,32
1:19,2341,Zach Coleman made Free Throw.,31,33
1:19,2341,Zach Coleman missed Free Throw.,31,33
1:19,42,John Carroll Defensive Rebound.,31,33
0:55,42,Jason Dunne made Three Point Jumper. Assisted by J.R. Lynch.,34,33
0:34,2341,Jashaun Agosto missed Three Point Jumper.,34,33
0:34,2341,Jamall Robinson Offensive Rebound.,34,33
0:28,2341,Joel Hernandez made Layup.,34,35
0:11,42,Travis Weatherington missed Three Point Jumper.,34,35
0:11,2341,Jamall Robinson Defensive Rebound.,34,35
0:03,2341,Jashaun Agosto made Layup. Assisted by Julian Batts.,34,37
0:00,2341,End of 1st half,34,37
19:41,2341,Foul on Zach Coleman.,34,37
19:36,42,Jack Hobbs missed Three Point Jumper.,34,37
19:36,2341,Joel Hernandez Defensive Rebound.,34,37
19:28,2341,Joel Hernandez made Layup.,34,39
19:09,42,John Carroll Turnover.,34,39
18:54,2341,Julian Batts made Three Point Jumper. Assisted by Joel Hernandez.,34,42
18:30,42,John Carroll missed Layup.,34,42
18:30,42,Jack Hobbs Offensive Rebound.,34,42
18:28,42,Jack Hobbs made Layup.,36,42
18:11,2341,Joel Hernandez missed Layup.,36,42
18:11,2341,Joel Hernandez Offensive Rebound.,36,42
18:10,2341,Joel Hernandez made Two Point Tip Shot.,36,44
17:52,2341,Foul on Zach Coleman.,36,44
17:52,42,John Carroll made Free Throw.,37,44
17:52,42,John Carroll made Free Throw.,38,44
17:39,2341,Raiquan Clark made Layup. Assisted by Julian Batts.,38,46
17:23,42,John Carroll missed Layup.,38,46
17:23,2341,Zach Coleman Defensive Rebound.,38,46
17:12,2341,Joel Hernandez made Layup. Assisted by Jashaun Agosto.,38,48
17:10,42,Foul on Jason Dunne.,38,48
17:10,2341,Joel Hernandez missed Free Throw.,38,48
17:10,42,Travis Weatherington Defensive Rebound.,38,48
16:50,42,Jalen Knight Turnover.,38,48
16:50,2341,Julian Batts Steal.,38,48
16:46,2341,Jashaun Agosto made Layup. Assisted by Julian Batts.,38,50
16:30,42,George Blagojevic made Layup. Assisted by Hassan Attia.,40,50
16:05,2341,Julian Batts missed Three Point Jumper.,40,50
16:05,42,Andrew Ramirez Defensive Rebound.,40,50
15:56,42,Andrew Ramirez Turnover.,40,50
15:55,2341,Julian Batts Steal.,40,50
15:50,2341,Zach Coleman made Layup. Assisted by Julian Batts.,40,52
15:42,2341,Foul on Jashaun Agosto.,40,52
15:42,2341,Official TV Timeout,40,52
15:27,42,Hassan Attia made Layup. Assisted by Jason Dunne.,42,52
15:27,2341,Foul on Julian Batts.,42,52
15:27,42,Hassan Attia missed Free Throw.,42,52
15:27,2341,Raiquan Clark Defensive Rebound.,42,52
15:21,2341,Joel Hernandez missed Layup.,42,52
15:21,42,Hassan Attia Defensive Rebound.,42,52
15:14,42,Jason Dunne missed Layup.,42,52
15:14,42,Travis Weatherington Offensive Rebound.,42,52
15:00,42,Travis Weatherington made Layup.,44,52
14:32,2341,Zach Coleman made Three Point Jumper. Assisted by Jashaun Agosto.,44,55
14:09,42,Jason Dunne missed Three Point Jumper.,44,55
14:09,2341,Joel Hernandez Defensive Rebound.,44,55
13:57,2341,Jashaun Agosto missed Three Point Jumper.,44,55
13:57,42,John Carroll Defensive Rebound.,44,55
13:47,2341,Foul on Raiquan Clark.,44,55
13:39,42,J.R. Lynch made Layup.,46,55
13:24,42,Foul on J.R. Lynch.,46,55
13:12,2341,Joel Hernandez missed Jumper.,46,55
13:12,42,J.R. Lynch Defensive Rebound.,46,55
13:05,42,J.R. Lynch missed Layup.,46,55
13:05,2341,Jashaun Agosto Block.,46,55
13:04,42,John Carroll Offensive Rebound.,46,55
13:02,2341,Foul on Julian Batts.,46,55
12:54,42,Travis Weatherington made Layup.,48,55
12:27,42,Foul on Hassan Attia.,48,55
12:13,2341,Foul on Joel Hernandez.,48,55
12:13,2341,Joel Hernandez Turnover.,48,55
11:53,42,Travis Weatherington missed Three Point Jumper.,48,55
11:53,2341,Jamall Robinson Defensive Rebound.,48,55
11:46,2341,Joel Hernandez missed Layup.,48,55
11:46,42,Travis Weatherington Defensive Rebound.,48,55
11:40,42,Jason Dunne missed Three Point Jumper.,48,55
11:40,2341,Raul Frias Defensive Rebound.,48,55
11:30,42,Foul on Max Twyman.,48,55
11:30,2341,Official TV Timeout,48,55
11:30,2341,Jamall Robinson missed Free Throw.,48,55
11:30,2341,LIU Brooklyn Deadball Team Rebound.,48,55
11:30,2341,Jamall Robinson missed Free Throw.,48,55
11:30,2341,Raul Frias Offensive Rebound.,48,55
11:03,2341,Joel Hernandez made Jumper.,48,57
10:32,42,Travis Weatherington made Three Point Jumper.,51,57
10:09,2341,Raul Frias made Three Point Jumper. Assisted by Jashaun Agosto.,51,60
9:37,42,John Carroll made Layup.,53,60
9:22,42,Foul on J.R. Lynch.,53,60
9:16,2341,Jamall Robinson missed Three Point Jumper.,53,60
9:16,42,John Carroll Defensive Rebound.,53,60
9:03,42,Jason Dunne missed Layup.,53,60
9:03,2341,Joel Hernandez Defensive Rebound.,53,60
8:58,2341,Jamall Robinson missed Three Point Jumper.,53,60
8:58,42,Max Twyman Defensive Rebound.,53,60
8:40,42,Jason Dunne made Three Point Jumper.,56,60
8:38,2341,Official TV Timeout,56,60
8:38,2341,Technical Foul on LIU Brooklyn.,56,60
8:38,2341,Foul on Eral Penn.,56,60
8:38,42,Jason Dunne made Free Throw.,57,60
8:38,42,Jason Dunne made Free Throw.,58,60
8:16,42,Jason Dunne missed Three Point Jumper.,58,60
8:16,2341,Raul Frias Defensive Rebound.,58,60
8:00,2341,Raul Frias missed Jumper.,58,60
8:00,2341,Julius van Sauers Offensive Rebound.,58,60
7:49,2341,Joel Hernandez made Three Point Jumper. Assisted by Julian Batts.,58,63
7:30,2341,Foul on Raiquan Clark.,58,63
7:30,2341,Official TV Timeout,58,63
7:30,42,John Carroll made Free Throw.,59,63
7:30,42,John Carroll made Free Throw.,60,63
7:20,42,Foul on Travis Weatherington.,60,63
7:20,2341,Julian Batts made Free Throw.,60,64
7:20,2341,Julian Batts made Free Throw.,60,65
7:05,42,Travis Weatherington missed Three Point Jumper.,60,65
7:05,2341,Joel Hernandez Defensive Rebound.,60,65
6:58,2341,Joel Hernandez made Layup.,60,67
6:34,42,John Carroll missed Layup.,60,67
6:34,2341,Joel Hernandez Defensive Rebound.,60,67
6:32,42,Foul on Jason Dunne.,60,67
6:32,2341,Joel Hernandez missed Free Throw.,60,67
6:32,2341,Julius van Sauers Offensive Rebound.,60,67
6:29,2341,Julius van Sauers Turnover.,60,67
6:28,42,J.R. Lynch Steal.,60,67
6:24,2341,Foul on Jamall Robinson.,60,67
6:24,42,J.R. Lynch missed Free Throw.,60,67
6:24,42,Hartford Deadball Team Rebound.,60,67
6:24,42,J.R. Lynch made Free Throw.,61,67
6:11,2341,Jashaun Agosto Turnover.,61,67
6:10,42,J.R. Lynch Steal.,61,67
6:08,42,J.R. Lynch missed Three Point Jumper.,61,67
6:08,42,John Carroll Offensive Rebound.,61,67
6:04,42,John Carroll made Two Point Tip Shot.,63,67
5:33,2341,Julian Batts missed Three Point Jumper.,63,67
5:33,2341,LIU Brooklyn Offensive Rebound.,63,67
5:14,2341,Joel Hernandez missed Jumper.,63,67
5:14,42,Hassan Attia Defensive Rebound.,63,67
4:56,2341,Foul on Jamall Robinson.,63,67
4:56,42,Hassan Attia missed Free Throw.,63,67
4:56,42,Hartford Deadball Team Rebound.,63,67
4:56,42,Hassan Attia missed Free Throw.,63,67
4:56,42,John Carroll Offensive Rebound.,63,67
4:52,42,Jack Hobbs missed Three Point Jumper.,63,67
4:52,2341,Zach Coleman Defensive Rebound.,63,67
4:26,2341,Julian Batts made Three Point Jumper. Assisted by Zach Coleman.,63,70
3:57,42,Jack Hobbs missed Three Point Jumper.,63,70
3:57,42,John Carroll Offensive Rebound.,63,70
3:53,42,John Carroll missed Layup.,63,70
3:53,2341,Zach Coleman Defensive Rebound.,63,70
3:52,42,Foul on John Carroll.,63,70
3:52,2341,Official TV Timeout,63,70
3:52,2341,Zach Coleman made Free Throw.,63,71
3:52,2341,Zach Coleman made Free Throw.,63,72
3:38,42,John Carroll made Dunk.,65,72
3:10,2341,Zach Coleman missed Three Point Jumper.,65,72
3:10,2341,Julian Batts Offensive Rebound.,65,72
2:47,42,Foul on John Carroll.,65,72
2:47,2341,Jashaun Agosto made Free Throw.,65,73
2:47,2341,Jashaun Agosto missed Free Throw.,65,73
2:47,42,Jason Dunne Defensive Rebound.,65,73
2:38,42,J.R. Lynch missed Layup.,65,73
2:38,2341,Raiquan Clark Defensive Rebound.,65,73
2:35,42,Foul on Jason Dunne.,65,73
2:35,2341,Joel Hernandez missed Free Throw.,65,73
2:35,2341,LIU Brooklyn Deadball Team Rebound.,65,73
2:35,2341,Joel Hernandez made Free Throw.,65,74
2:16,2341,Foul on Joel Hernandez.,65,74
2:16,42,Hassan Attia missed Free Throw.,65,74
2:16,42,Hartford Deadball Team Rebound.,65,74
2:16,42,Hassan Attia missed Free Throw.,65,74
2:16,42,John Carroll Offensive Rebound.,65,74
2:15,42,John Carroll made Layup.,67,74
2:15,2341,Foul on Julian Batts.,67,74
2:15,42,John Carroll missed Free Throw.,67,74
2:15,2341,Joel Hernandez Defensive Rebound.,67,74
1:45,2341,Raiquan Clark Turnover.,67,74
1:44,42,Travis Weatherington Steal.,67,74
1:39,42,Jason Dunne made Three Point Jumper. Assisted by J.R. Lynch.,70,74
1:37,42,Hartford  Timeout,70,74
1:37,2341,Official TV Timeout,70,74
1:30,2341,Joel Hernandez made Jumper.,70,76
1:13,42,John Carroll made Layup.,72,76
0:40,2341,Raiquan Clark missed Layup.,72,76
0:40,42,Hartford Defensive Rebound.,72,76
0:27,2341,Foul on Raiquan Clark.,72,76
0:27,42,John Carroll made Free Throw.,73,76
0:27,42,John Carroll made Free Throw.,74,76
0:27,42,Foul on Travis Weatherington.,74,76
0:27,2341,Julian Batts made Free Throw.,74,77
0:27,2341,Julian Batts missed Free Throw.,74,77
0:27,42,John Carroll Defensive Rebound.,74,77
0:19,2341,Foul on Zach Coleman.,74,77
0:19,42,Hassan Attia made Free Throw.,75,77
0:19,42,Hassan Attia missed Free Throw.,75,77
0:19,2341,Julian Batts Defensive Rebound.,75,77
0:13,42,Foul on Jalen Knight.,75,77
0:13,2341,Jashaun Agosto missed Free Throw.,75,77
0:13,2341,LIU Brooklyn Deadball Team Rebound.,75,77
0:13,2341,Jashaun Agosto made Free Throw.,75,78
0:13,2341,LIU Brooklyn  Timeout,75,78
0:05,42,Travis Weatherington made Three Point Jumper.,78,78
0:01,42,Foul on Jason Dunne.,78,78
0:01,2341,Joel Hernandez made Free Throw.,78,79
0:01,2341,Joel Hernandez missed Free Throw.,78,79
0:01,2341,LIU Brooklyn Deadball Team Rebound.,78,79
0:01,42,Hartford  Timeout,78,79
0:01,2341,Joel Hernandez missed Free Throw.,78,79
0:01,42,Jack Hobbs Defensive Rebound.,78,79
0:00,2341,End of Game,78,79
