New Mexico State,2638,UTEP,166
15:06,166,Eli Chuha made Free Throw.,6,11
15:06,166,Eli Chuha made Free Throw.,7,11
14:52,2638,Tirus Smith Turnover.,7,11
14:51,166,Johnny McCants Steal.,7,11
14:46,166,Keyon Jones missed Three Point Jumper.,7,11
14:46,2638,Tirus Smith Defensive Rebound.,7,11
14:37,2638,Isiah Osborne missed Three Point Jumper.,7,11
14:37,166,Zach Lofton Defensive Rebound.,7,11
14:20,166,Keyon Jones missed Three Point Jumper.,7,11
14:20,2638,Tirus Smith Defensive Rebound.,7,11
14:12,2638,Trey Touchet missed Three Point Jumper.,7,11
14:12,166,Keyon Jones Defensive Rebound.,7,11
14:08,2638,Foul on Tirus Smith.,7,11
13:52,166,Johnny McCants Turnover.,7,11
13:37,2638,Trey Wade missed Jumper.,7,11
13:37,166,Keyon Jones Defensive Rebound.,7,11
13:15,166,Foul on Eli Chuha.,7,11
13:15,166,Eli Chuha Turnover.,7,11
13:00,2638,Omega Harris missed Three Point Jumper.,7,11
13:00,166,Zach Lofton Defensive Rebound.,7,11
12:53,166,Johnny McCants made Layup.,9,11
12:33,2638,Trey Wade missed Three Point Jumper.,9,11
12:33,166,Keyon Jones Defensive Rebound.,9,11
12:22,166,Eli Chuha missed Three Point Jumper.,9,11
12:22,2638,Tirus Smith Defensive Rebound.,9,11
12:20,166,Foul on Eli Chuha.,9,11
11:59,2638,Omega Harris Turnover.,9,11
11:46,166,Shunn Buchanan missed Three Point Jumper.,9,11
11:46,166,Sidy N'Dir Offensive Rebound.,9,11
11:40,166,Johnathon Wilkins made Layup.,11,11
11:26,2638,Jake Flaggert missed Three Point Jumper.,11,11
11:26,2638,Omega Harris Offensive Rebound.,11,11
11:14,2638,Omega Harris made Three Point Jumper.,11,14
10:50,166,Shunn Buchanan missed Jumper.,11,14
10:50,2638,Paul Thomas Defensive Rebound.,11,14
10:37,2638,Paul Thomas missed Layup.,11,14
10:37,166,Keyon Jones Defensive Rebound.,11,14
10:19,166,Keyon Jones made Three Point Jumper.,14,14
9:54,2638,Foul on Paul Thomas.,14,14
9:54,2638,Paul Thomas Turnover.,14,14
9:53,166,Zach Lofton missed Three Point Jumper.,14,14
9:39,166,Jemerrio Jones Offensive Rebound.,14,14
9:38,2638,Foul on Jake Flaggert.,14,14
9:38,166,Jemerrio Jones missed Free Throw.,14,14
9:38,166,New Mexico State Deadball Team Rebound.,14,14
9:38,166,Jemerrio Jones made Free Throw.,15,14
9:32,2638,Omega Harris Turnover.,15,14
9:30,2638,Foul on Omega Harris.,15,14
9:30,166,Jemerrio Jones missed Free Throw.,15,14
9:30,166,New Mexico State Deadball Team Rebound.,15,14
9:30,166,Jemerrio Jones made Free Throw.,16,14
9:10,166,Foul on A.J. Harris.,16,14
9:10,2638,Isiah Osborne missed Free Throw.,16,14
9:10,2638,UTEP Deadball Team Rebound.,16,14
9:10,2638,Isiah Osborne made Free Throw.,16,15
9:10,2638,Isiah Osborne missed Free Throw.,16,15
9:10,166,Johnathon Wilkins Defensive Rebound.,16,15
8:58,166,Sidy N'Dir Turnover.,16,15
8:51,2638,UTEP  Timeout,16,15
8:37,2638,Kobe Magee missed Three Point Jumper.,16,15
8:37,166,New Mexico State Defensive Rebound.,16,15
8:15,166,Sidy N'Dir made Three Point Jumper. Assisted by Johnathon Wilkins.,19,15
7:59,166,Foul on Sidy N'Dir.,19,15
7:59,2638,Official TV Timeout,19,15
7:59,2638,Paul Thomas missed Free Throw.,19,15
7:59,2638,UTEP Deadball Team Rebound.,19,15
7:59,2638,Paul Thomas made Free Throw.,19,16
7:50,166,Foul on Johnathon Wilkins.,19,16
7:50,166,Johnathon Wilkins Turnover.,19,16
7:30,2638,Paul Thomas Turnover.,19,16
7:15,2638,Foul on Keith Frazier.,19,16
7:15,166,Zach Lofton made Free Throw.,20,16
7:15,166,Zach Lofton made Free Throw.,21,16
6:53,2638,Trey Wade missed Three Point Jumper.,21,16
6:53,166,Jemerrio Jones Defensive Rebound.,21,16
6:33,166,Jemerrio Jones made Jumper.,23,16
6:18,2638,Kobe Magee missed Layup.,23,16
6:18,166,Johnny McCants Defensive Rebound.,23,16
6:06,166,Zach Lofton made Jumper.,25,16
5:45,2638,Trey Wade Turnover.,25,16
5:41,166,A.J. Harris made Layup.,27,16
5:38,2638,UTEP  Timeout,27,16
5:24,2638,Paul Thomas Turnover.,27,16
5:06,166,Jemerrio Jones made Layup.,29,16
4:44,2638,Omega Harris made Jumper.,29,18
4:25,166,Jemerrio Jones Turnover.,29,18
4:01,2638,Kobe Magee Turnover.,29,18
3:56,2638,Official TV Timeout,29,18
3:41,166,Zach Lofton made Jumper.,31,18
3:24,2638,Paul Thomas Turnover.,31,18
3:23,166,Keyon Jones Steal.,31,18
3:22,2638,Foul on Omega Harris.,31,18
3:22,166,Keyon Jones made Free Throw.,32,18
3:22,166,Keyon Jones made Free Throw.,33,18
3:10,2638,Evan Gilyard Turnover.,33,18
2:51,166,Shunn Buchanan missed Jumper.,33,18
2:51,2638,Evan Gilyard Defensive Rebound.,33,18
2:45,166,Foul on Shunn Buchanan.,33,18
2:45,2638,Evan Gilyard made Free Throw.,33,19
2:45,2638,Evan Gilyard missed Free Throw.,33,19
2:45,166,Johnny McCants Defensive Rebound.,33,19
2:34,166,Johnny McCants Turnover.,33,19
2:29,2638,Omega Harris missed Three Point Jumper.,33,19
2:29,166,Jemerrio Jones Defensive Rebound.,33,19
2:22,166,Johnny McCants Turnover.,33,19
2:04,2638,Evan Gilyard Turnover.,33,19
2:03,166,Keyon Jones Steal.,33,19
2:01,2638,Foul on Evan Gilyard.,33,19
2:01,166,A.J. Harris made Free Throw.,34,19
2:01,166,A.J. Harris made Free Throw.,35,19
1:45,2638,Omega Harris made Jumper.,35,21
1:33,166,Jemerrio Jones missed Jumper.,35,21
1:33,2638,UTEP Defensive Rebound.,35,21
1:17,2638,Paul Thomas made Jumper. Assisted by Omega Harris.,35,23
1:05,166,A.J. Harris Turnover.,35,23
0:41,2638,Tirus Smith missed Layup.,35,23
0:41,166,A.J. Harris Defensive Rebound.,35,23
0:22,166,Johnny McCants made Layup.,37,23
0:01,2638,Omega Harris missed Three Point Jumper.,37,23
0:01,166,Johnny McCants Defensive Rebound.,37,23
0:00,2638,End of 1st half,37,23
19:44,166,Johnathon Wilkins Turnover.,37,23
19:13,2638,Omega Harris missed Three Point Jumper.,37,23
19:13,166,Jemerrio Jones Defensive Rebound.,37,23
18:53,2638,Foul on Tirus Smith.,37,23
18:53,166,Jemerrio Jones missed Free Throw.,37,23
18:53,166,New Mexico State Deadball Team Rebound.,37,23
18:53,166,Jemerrio Jones missed Free Throw.,37,23
18:53,2638,Paul Thomas Defensive Rebound.,37,23
18:30,2638,Keith Frazier made Three Point Jumper.,37,26
18:17,166,A.J. Harris made Three Point Jumper.,40,26
17:58,2638,Tirus Smith missed Jumper.,40,26
17:58,166,Zach Lofton Defensive Rebound.,40,26
17:37,166,Jemerrio Jones made Layup.,42,26
17:12,2638,Isiah Osborne missed Layup.,42,26
17:12,166,Jemerrio Jones Defensive Rebound.,42,26
17:06,166,A.J. Harris made Three Point Jumper.,45,26
16:57,166,New Mexico State  Timeout,45,26
16:57,2638,Official TV Timeout,45,26
16:41,2638,Tirus Smith made Layup.,45,28
16:30,166,A.J. Harris made Jumper.,47,28
16:18,2638,Paul Thomas made Jumper.,47,30
16:04,166,Sidy N'Dir missed Layup.,47,30
16:04,166,Eli Chuha Offensive Rebound.,47,30
16:02,166,Eli Chuha missed Layup.,47,30
16:02,2638,Tirus Smith Defensive Rebound.,47,30
15:48,2638,Tirus Smith missed Layup.,47,30
15:48,166,Jemerrio Jones Defensive Rebound.,47,30
15:46,2638,Official TV Timeout,47,30
15:19,166,Foul on Zach Lofton.,47,30
15:19,166,Zach Lofton Turnover.,47,30
15:07,2638,Keith Frazier missed Three Point Jumper.,47,30
15:07,2638,Tirus Smith Offensive Rebound.,47,30
14:55,2638,Paul Thomas Turnover.,47,30
14:40,166,Eli Chuha missed Jumper.,47,30
14:40,2638,Isiah Osborne Defensive Rebound.,47,30
14:27,2638,Isiah Osborne missed Jumper.,47,30
14:27,166,Eli Chuha Defensive Rebound.,47,30
14:13,166,A.J. Harris Turnover.,47,30
13:45,2638,Omega Harris missed Three Point Jumper.,47,30
13:45,2638,Trey Wade Offensive Rebound.,47,30
13:43,2638,Trey Wade made Layup.,47,32
13:43,166,Foul on Johnny McCants.,47,32
13:43,2638,Trey Wade missed Free Throw.,47,32
13:43,2638,Trey Wade Offensive Rebound.,47,32
13:39,2638,Keith Frazier missed Three Point Jumper.,47,32
13:39,166,Shunn Buchanan Defensive Rebound.,47,32
13:14,166,Johnny McCants made Dunk. Assisted by Sidy N'Dir.,49,32
12:52,2638,Trey Wade missed Three Point Jumper.,49,32
12:52,166,Zach Lofton Defensive Rebound.,49,32
12:41,166,Zach Lofton missed Jumper.,49,32
12:41,166,New Mexico State Offensive Rebound.,49,32
12:33,166,Zach Lofton missed Jumper.,49,32
12:33,2638,Keith Frazier Defensive Rebound.,49,32
12:27,2638,Foul on Omega Harris.,49,32
12:27,2638,Omega Harris Turnover.,49,32
12:11,166,Shunn Buchanan missed Jumper.,49,32
12:11,2638,Keith Frazier Defensive Rebound.,49,32
11:52,2638,Trey Touchet missed Jumper.,49,32
11:52,166,Shunn Buchanan Defensive Rebound.,49,32
11:34,166,Zach Lofton Turnover.,49,32
11:22,2638,Keith Frazier missed Jumper.,49,32
11:22,166,Keyon Jones Defensive Rebound.,49,32
11:21,166,Foul on Johnathon Wilkins.,49,32
11:17,166,Foul on Keyon Jones.,49,32
11:17,2638,Deshaun Highler made Free Throw.,49,33
11:17,2638,Deshaun Highler missed Free Throw.,49,33
11:17,166,Johnathon Wilkins Defensive Rebound.,49,33
10:53,166,Keyon Jones Turnover.,49,33
10:40,166,Foul on Johnathon Wilkins.,49,33
10:40,2638,Keith Frazier made Free Throw.,49,34
10:40,2638,Keith Frazier missed Free Throw.,49,34
10:40,166,Sidy N'Dir Defensive Rebound.,49,34
10:29,166,Shunn Buchanan made Three Point Jumper. Assisted by Sidy N'Dir.,52,34
10:07,2638,Paul Thomas missed Three Point Jumper.,52,34
10:07,166,Jemerrio Jones Defensive Rebound.,52,34
9:59,166,Keyon Jones made Jumper.,54,34
9:46,2638,Isiah Osborne missed Jumper.,54,34
9:46,166,Keyon Jones Defensive Rebound.,54,34
9:34,166,Keyon Jones made Three Point Jumper. Assisted by Sidy N'Dir.,57,34
9:10,2638,Paul Thomas made Layup.,57,36
9:10,166,Foul on Eli Chuha.,57,36
9:10,2638,Paul Thomas missed Free Throw.,57,36
9:10,166,Jemerrio Jones Defensive Rebound.,57,36
9:01,166,Keyon Jones missed Three Point Jumper.,57,36
9:01,166,Jemerrio Jones Offensive Rebound.,57,36
8:58,166,Jemerrio Jones missed Layup.,57,36
8:58,166,Johnny McCants Offensive Rebound.,57,36
8:55,166,Johnny McCants Turnover.,57,36
8:40,166,Foul on Keyon Jones.,57,36
8:40,2638,Deshaun Highler made Free Throw.,57,37
8:40,2638,Deshaun Highler made Free Throw.,57,38
8:31,166,Sidy N'Dir Turnover.,57,38
8:26,2638,Paul Thomas made Layup.,57,40
8:08,166,Sidy N'Dir made Dunk.,59,40
7:57,166,Foul on Shunn Buchanan.,59,40
7:57,2638,Official TV Timeout,59,40
7:57,2638,Trey Touchet made Free Throw.,59,41
7:57,2638,Trey Touchet made Free Throw.,59,42
7:37,166,A.J. Harris missed Jumper.,59,42
7:37,166,Zach Lofton Offensive Rebound.,59,42
7:15,166,Sidy N'Dir missed Three Point Jumper.,59,42
7:15,2638,Trey Touchet Defensive Rebound.,59,42
7:12,2638,Foul on Paul Thomas.,59,42
7:12,2638,Paul Thomas Turnover.,59,42
7:10,166,Zach Lofton missed Three Point Jumper.,59,42
7:10,2638,Omega Harris Defensive Rebound.,59,42
6:54,166,Foul on Sidy N'Dir.,59,42
6:54,2638,Tirus Smith missed Free Throw.,59,42
6:54,166,Johnny McCants Defensive Rebound.,59,42
6:36,166,Jemerrio Jones missed Jumper.,59,42
6:36,166,Sidy N'Dir Offensive Rebound.,59,42
6:18,166,Sidy N'Dir missed Jumper.,59,42
6:18,2638,Keith Frazier Defensive Rebound.,59,42
6:03,166,Foul on Johnny McCants.,59,42
6:03,2638,Tirus Smith made Free Throw.,59,43
6:03,2638,Tirus Smith made Free Throw.,59,44
5:56,166,A.J. Harris made Layup.,61,44
5:41,2638,Deshaun Highler Turnover.,61,44
5:37,166,A.J. Harris made Layup.,63,44
5:20,2638,Foul on Tirus Smith.,63,44
5:20,2638,Tirus Smith Turnover.,63,44
5:05,166,Jemerrio Jones missed Layup.,63,44
5:05,2638,Keith Frazier Defensive Rebound.,63,44
5:00,2638,Keith Frazier Turnover.,63,44
4:59,166,Jemerrio Jones Steal.,63,44
4:56,166,Sidy N'Dir made Dunk. Assisted by Zach Lofton.,65,44
4:39,2638,Trey Touchet made Jumper.,65,46
4:25,166,A.J. Harris made Jumper.,67,46
4:14,2638,Tirus Smith made Dunk. Assisted by Trey Touchet.,67,48
3:57,166,Johnny McCants made Dunk. Assisted by A.J. Harris.,69,48
3:42,2638,Keith Frazier missed Three Point Jumper.,69,48
3:42,166,A.J. Harris Defensive Rebound.,69,48
3:35,166,Sidy N'Dir made Three Point Jumper. Assisted by A.J. Harris.,72,48
3:33,166,Foul on Zach Lofton.,72,48
3:33,166,Technical Foul on Zach Lofton.,72,48
3:33,2638,Foul on Keith Frazier.,72,48
3:33,2638,Technical Foul on Keith Frazier.,72,48
3:33,2638,Official TV Timeout,72,48
3:20,166,Foul on Eli Chuha.,72,48
3:20,2638,Tirus Smith missed Free Throw.,72,48
3:20,2638,UTEP Deadball Team Rebound.,72,48
3:20,2638,Tirus Smith made Free Throw.,72,49
3:15,166,Keyon Jones Turnover.,72,49
3:03,2638,Omega Harris missed Layup.,72,49
3:03,166,Jemerrio Jones Defensive Rebound.,72,49
2:36,2638,Foul on Tirus Smith.,72,49
2:36,166,Eli Chuha missed Free Throw.,72,49
2:36,166,New Mexico State Deadball Team Rebound.,72,49
2:36,166,Eli Chuha made Free Throw.,73,49
2:27,2638,Trey Touchet made Jumper.,73,51
2:17,166,Gabe Hadley Turnover.,73,51
2:17,2638,Trey Touchet Steal.,73,51
2:09,2638,Trey Touchet missed Layup.,73,51
2:09,2638,Trey Wade Offensive Rebound.,73,51
2:03,2638,Trey Wade made Dunk.,73,53
1:52,166,Eli Chuha Turnover.,73,53
1:48,2638,Trey Touchet Steal.,73,53
1:32,166,Foul on Eli Chuha.,73,53
1:32,2638,Tirus Smith made Free Throw.,73,54
1:32,2638,Tirus Smith made Free Throw.,73,55
1:27,166,Kortrijk Miles made Layup.,75,55
1:10,2638,Trey Touchet missed Jumper.,75,55
1:10,2638,Tirus Smith Offensive Rebound.,75,55
1:09,2638,Trey Wade made Layup.,75,57
1:00,166,Gabe Hadley made Three Point Jumper. Assisted by Shunn Buchanan.,78,57
0:48,2638,Trey Touchet made Three Point Jumper.,78,60
0:21,166,Gabe Hadley missed Three Point Jumper.,78,60
0:21,166,Kortrijk Miles Offensive Rebound.,78,60
0:18,166,Kortrijk Miles made Layup.,80,60
0:08,2638,Trey Wade missed Three Point Jumper.,80,60
0:08,166,Keyon Jones Defensive Rebound.,80,60
0:00,2638,End of Game,80,60
