Alice Lloyd College,Error,Morehead St,2413
6:30,-1,Chance Cornett missed Three Point Jumper.,23,29
6:30,2413,Morehead State Defensive Rebound.,23,29
6:02,2413,Londell King made Layup. Assisted by Jordan Walker.,23,31
5:47,-1,Blake Smith made Layup.,25,31
5:30,2413,Jordan Walker missed Layup.,25,31
5:30,2413,James Baker Offensive Rebound.,25,31
5:26,2413,James Baker Turnover.,25,31
5:24,-1,Timmy Dalton Steal.,25,31
5:22,-1,Timmy Dalton made Layup.,27,31
4:58,2413,Jordan Walker missed Jumper.,27,31
4:58,-1,Blake Smith Defensive Rebound.,27,31
4:41,-1,Blake Smith missed Three Point Jumper.,27,31
4:41,2413,Djimon Henson Defensive Rebound.,27,31
4:34,-1,Foul on Chance Cornett.,27,31
4:34,2413,Djimon Henson made Free Throw.,27,32
4:34,2413,Djimon Henson made Free Throw.,27,33
4:22,-1,Timmy Dalton missed Three Point Jumper.,27,33
4:22,2413,Djimon Henson Block.,27,33
4:19,2413,Morehead State Defensive Rebound.,27,33
4:14,-1,Foul on Timmy Dalton.,27,33
4:14,2413,Djimon Henson made Free Throw.,27,34
4:14,2413,Djimon Henson made Free Throw.,27,35
4:00,-1,Timmy Dalton missed Layup.,27,35
4:00,-1,Timmy Dalton Offensive Rebound.,27,35
3:58,2413,Foul on Londell King.,27,35
3:58,2413,Official TV Timeout,27,35
3:58,-1,Timmy Dalton made Free Throw.,28,35
3:58,-1,Timmy Dalton made Free Throw.,29,35
3:37,2413,Lamontray Harris Turnover.,29,35
3:35,-1,Austin Crisp Steal.,29,35
3:31,-1,Ryan House missed Three Point Jumper.,29,35
3:31,2413,Malek Green Defensive Rebound.,29,35
3:29,-1,Foul on Simon Christon.,29,35
3:29,2413,Malek Green made Free Throw.,29,36
3:29,2413,Malek Green made Free Throw.,29,37
3:18,-1,Noah Young Turnover.,29,37
3:17,2413,A.J. Hicks Steal.,29,37
3:15,2413,Jordan Walker made Layup. Assisted by A.J. Hicks.,29,39
3:00,-1,Austin Crisp missed Three Point Jumper.,29,39
3:00,2413,Jordan Walker Defensive Rebound.,29,39
2:49,2413,Foul on A.J. Hicks.,29,39
2:49,2413,A.J. Hicks Turnover.,29,39
2:49,-1,Alice Lloyd  Timeout,29,39
2:32,-1,Blake Smith missed Layup.,29,39
2:32,2413,Lamontray Harris Block.,29,39
2:30,2413,Djimon Henson Defensive Rebound.,29,39
2:25,2413,De'Von Cooper missed Three Point Jumper.,29,39
2:25,2413,Djimon Henson Offensive Rebound.,29,39
2:20,2413,Alonzo Chatman made Jumper. Assisted by De'Von Cooper.,29,41
1:56,-1,Ryan House missed Three Point Jumper.,29,41
1:56,-1,Timmy Dalton Offensive Rebound.,29,41
1:50,-1,Sean Ross made Layup. Assisted by Timmy Dalton.,31,41
1:33,2413,Alonzo Chatman made Layup. Assisted by Jordan Walker.,31,43
1:19,-1,Ryan House missed Layup.,31,43
1:19,-1,Ryan House Offensive Rebound.,31,43
1:05,-1,Blake Smith made Three Point Jumper. Assisted by Austin Crisp.,34,43
0:50,-1,Foul on Austin Crisp.,34,43
0:50,2413,Jordan Walker missed Free Throw.,34,43
0:50,2413,Morehead State Deadball Team Rebound.,34,43
0:50,2413,Jordan Walker made Free Throw.,34,44
0:40,-1,Timmy Dalton missed Layup.,34,44
0:40,2413,Trell Thompson Defensive Rebound.,34,44
0:32,-1,Foul on Austin Crisp.,34,44
0:32,2413,Jordan Walker made Free Throw.,34,45
0:32,2413,Jordan Walker made Free Throw.,34,46
0:05,-1,Alice Lloyd  Timeout,34,46
0:01,-1,Blake Smith missed Jumper.,34,46
0:01,2413,Londell King Defensive Rebound.,34,46
0:00,2413,End of 1st half,34,46
19:46,2413,Londell King Turnover.,34,46
19:20,-1,Timmy Dalton Turnover.,34,46
19:03,2413,Jordan Walker made Three Point Jumper. Assisted by A.J. Hicks.,34,49
19:02,-1,Foul on Simon Christon.,34,49
19:02,-1,Technical Foul on Alice Lloyd.,34,49
19:02,-1,Foul on Alice Lloyd.,34,49
19:02,2413,Jordan Walker missed Free Throw.,34,49
19:02,2413,Morehead State Deadball Team Rebound.,34,49
19:02,2413,Jordan Walker made Free Throw.,34,50
19:02,-1,Alice Lloyd  Turnover.,34,50
18:59,2413,Djimon Henson made Three Point Jumper. Assisted by Jordan Walker.,34,53
18:45,-1,Timmy Dalton missed Layup.,34,53
18:45,-1,Chance Cornett Offensive Rebound.,34,53
18:44,2413,Foul on Jordan Walker.,34,53
18:44,-1,Chance Cornett made Free Throw.,35,53
18:44,-1,Chance Cornett missed Free Throw.,35,53
18:44,2413,Londell King Defensive Rebound.,35,53
18:24,2413,Foul on Londell King.,35,53
18:24,2413,Londell King Turnover.,35,53
18:11,-1,Blake Smith made Dunk.,37,53
18:05,-1,Foul on Blake Smith.,37,53
17:56,2413,Londell King missed Three Point Jumper.,37,53
17:56,2413,Alonzo Chatman Offensive Rebound.,37,53
17:47,2413,Alonzo Chatman Turnover.,37,53
17:44,-1,Austin Crisp Steal.,37,53
17:42,-1,Blake Smith made Layup.,39,53
17:17,2413,Foul on Alonzo Chatman.,39,53
17:17,2413,Alonzo Chatman Turnover.,39,53
17:09,-1,Jake Allen missed Jumper.,39,53
17:09,2413,A.J. Hicks Defensive Rebound.,39,53
16:54,2413,Djimon Henson made Jumper.,39,55
16:19,-1,Alice Lloyd  Turnover.,39,55
16:03,2413,Lamontray Harris made Three Point Jumper. Assisted by De'Von Cooper.,39,58
15:47,-1,Jake Allen missed Jumper.,39,58
15:47,2413,De'Von Cooper Defensive Rebound.,39,58
15:39,2413,Djimon Henson made Three Point Jumper. Assisted by De'Von Cooper.,39,61
15:29,-1,Timmy Dalton missed Jumper.,39,61
15:29,2413,De'Von Cooper Defensive Rebound.,39,61
15:23,-1,Foul on Timmy Dalton.,39,61
15:23,2413,Official TV Timeout,39,61
15:14,-1,Foul on Austin Crisp.,39,61
15:06,2413,Malek Green Turnover.,39,61
15:06,-1,Ryan House Steal.,39,61
14:56,-1,Ryan House missed Three Point Jumper.,39,61
14:56,2413,De'Von Cooper Defensive Rebound.,39,61
14:45,2413,Lamontray Harris missed Three Point Jumper.,39,61
14:45,2413,Lamontray Harris Offensive Rebound.,39,61
14:39,2413,Malek Green made Layup. Assisted by Lamontray Harris.,39,63
14:17,-1,Noah Young Turnover.,39,63
14:05,2413,Malek Green missed Layup.,39,63
14:05,2413,Lamontray Harris Offensive Rebound.,39,63
14:01,2413,Lamontray Harris Offensive Rebound.,39,63
13:59,2413,Lamontray Harris made Layup.,39,65
13:45,-1,Timmy Dalton missed Layup.,39,65
13:45,2413,De'Von Cooper Defensive Rebound.,39,65
13:40,2413,Lamontray Harris made Dunk. Assisted by Trell Thompson.,39,67
13:40,-1,Foul on Chance Cornett.,39,67
13:40,2413,Lamontray Harris missed Free Throw.,39,67
13:40,2413,Trell Thompson Offensive Rebound.,39,67
13:40,2413,Foul on Trell Thompson.,39,67
13:40,2413,Trell Thompson Turnover.,39,67
13:33,-1,Ryan House missed Jumper.,39,67
13:33,2413,Lamontray Harris Block.,39,67
13:33,-1,Alice Lloyd Offensive Rebound.,39,67
13:26,-1,Noah Young made Jumper.,41,67
13:11,-1,Foul on Chance Cornett.,41,67
13:03,-1,Foul on Noah Young.,41,67
13:03,2413,Jordan Walker made Free Throw.,41,68
13:03,2413,Jordan Walker made Free Throw.,41,69
12:55,-1,Ryan House missed Three Point Jumper.,41,69
12:55,2413,A.J. Hicks Defensive Rebound.,41,69
12:42,2413,Djimon Henson missed Jumper.,41,69
12:42,2413,Trell Thompson Offensive Rebound.,41,69
12:36,2413,Trell Thompson made Layup.,41,71
12:26,-1,Ryan House missed Three Point Jumper.,41,71
12:26,-1,Sean Ross Offensive Rebound.,41,71
12:16,-1,Blake Smith made Jumper.,43,71
12:07,-1,Foul on Blake Smith.,43,71
12:07,2413,Malek Green made Free Throw.,43,72
12:07,2413,Malek Green made Free Throw.,43,73
11:56,-1,Ryan House made Layup.,45,73
11:41,2413,Malek Green made Layup. Assisted by A.J. Hicks.,45,75
11:35,2413,Official TV Timeout,45,75
11:24,-1,Blake Smith missed Jumper.,45,75
11:24,2413,A.J. Hicks Defensive Rebound.,45,75
10:58,2413,Djimon Henson made Jumper. Assisted by A.J. Hicks.,45,77
10:49,-1,Jake Allen missed Three Point Jumper.,45,77
10:49,2413,Djimon Henson Defensive Rebound.,45,77
10:39,2413,Djimon Henson Turnover.,45,77
10:38,-1,Ryan House Steal.,45,77
10:34,-1,Sean Ross made Layup. Assisted by Ryan House.,47,77
10:19,2413,A.J. Hicks missed Three Point Jumper.,47,77
10:19,-1,Blake Smith Defensive Rebound.,47,77
10:10,-1,Noah Young made Layup.,49,77
9:51,2413,Trell Thompson made Three Point Jumper. Assisted by Lamontray Harris.,49,80
9:27,-1,Jake Allen missed Jumper.,49,80
9:27,2413,Lamontray Harris Defensive Rebound.,49,80
9:16,2413,Malek Green missed Dunk.,49,80
9:16,2413,Lamontray Harris Offensive Rebound.,49,80
9:13,2413,Lamontray Harris made Layup.,49,82
9:00,-1,Foul on Sean Ross.,49,82
9:00,-1,Sean Ross Turnover.,49,82
8:43,2413,Djimon Henson made Layup. Assisted by Alonzo Chatman.,49,84
8:35,-1,Ryan House missed Three Point Jumper.,49,84
8:35,2413,De'Von Cooper Defensive Rebound.,49,84
8:22,2413,Djimon Henson made Three Point Jumper. Assisted by Jordan Walker.,49,87
8:01,-1,Ryan House made Layup.,51,87
7:35,2413,Alonzo Chatman Turnover.,51,87
7:33,-1,Timmy Dalton Steal.,51,87
7:30,-1,Ian Lee Turnover.,51,87
7:28,2413,Jordan Walker Steal.,51,87
7:10,2413,Jordan Walker missed Dunk.,51,87
7:10,-1,Timmy Dalton Defensive Rebound.,51,87
7:06,-1,Ryan House made Jumper. Assisted by Timmy Dalton.,53,87
6:46,2413,Alonzo Chatman Turnover.,53,87
6:46,-1,Timmy Dalton Steal.,53,87
6:46,2413,Foul on Alonzo Chatman.,53,87
6:43,2413,Official TV Timeout,53,87
6:31,-1,Timmy Dalton missed Jumper.,53,87
6:31,2413,Cedric Wright Defensive Rebound.,53,87
6:19,2413,Trell Thompson missed Three Point Jumper.,53,87
6:19,2413,Cedric Wright Offensive Rebound.,53,87
6:15,2413,Cedric Wright made Layup.,53,89
6:00,-1,Chance Cornett missed Three Point Jumper.,53,89
6:00,2413,Richard Feagin Defensive Rebound.,53,89
5:53,2413,Trell Thompson made Layup. Assisted by Richard Feagin.,53,91
5:45,-1,Ian Lee missed Three Point Jumper.,53,91
5:45,2413,Lamontray Harris Defensive Rebound.,53,91
5:39,2413,Lamontray Harris Turnover.,53,91
5:37,-1,Ian Lee Steal.,53,91
5:35,-1,Timmy Dalton missed Layup.,53,91
5:35,-1,Ian Lee Offensive Rebound.,53,91
5:34,2413,Foul on Lamontray Harris.,53,91
5:32,-1,Ian Lee made Free Throw.,54,91
5:32,-1,Ian Lee missed Free Throw.,54,91
5:32,2413,Londell King Defensive Rebound.,54,91
5:19,-1,Foul on Timmy Dalton.,54,91
5:19,2413,Londell King made Free Throw.,54,92
5:19,2413,Londell King made Free Throw.,54,93
5:16,-1,Ian Lee missed Three Point Jumper.,54,93
5:16,2413,Londell King Defensive Rebound.,54,93
5:07,2413,Foul on Cedric Wright.,54,93
5:07,2413,Cedric Wright Turnover.,54,93
5:01,-1,Austin Crisp missed Layup.,54,93
5:01,2413,Richard Feagin Defensive Rebound.,54,93
4:49,2413,Londell King missed Layup.,54,93
4:49,2413,Londell King Offensive Rebound.,54,93
4:45,2413,Londell King made Layup.,54,95
4:36,-1,Noah Young missed Three Point Jumper.,54,95
4:36,2413,Richard Feagin Defensive Rebound.,54,95
4:30,2413,A.J. Hicks made Layup. Assisted by Richard Feagin.,54,97
4:10,-1,Noah Young missed Layup.,54,97
4:10,2413,Richard Feagin Defensive Rebound.,54,97
4:02,2413,Cedric Wright made Layup. Assisted by Richard Feagin.,54,99
3:37,-1,Ian Lee missed Jumper.,54,99
3:37,2413,Londell King Defensive Rebound.,54,99
3:17,2413,Official TV Timeout,54,99
3:08,2413,Richard Feagin missed Layup.,54,99
3:08,-1,Emmanuel Malumba Block.,54,99
3:05,2413,Cedric Wright Offensive Rebound.,54,99
3:03,2413,Cedric Wright made Layup.,54,101
2:40,-1,Sean Ross missed Jumper.,54,101
2:40,2413,James Baker Defensive Rebound.,54,101
2:22,2413,James Baker missed Three Point Jumper.,54,101
2:22,-1,Ian Lee Defensive Rebound.,54,101
2:13,-1,Grayson Griffith missed Three Point Jumper.,54,101
2:13,-1,Emmanuel Malumba Offensive Rebound.,54,101
2:06,-1,Grayson Griffith made Layup. Assisted by Sean Ross.,56,101
1:50,2413,De'Von Cooper made Jumper. Assisted by James Baker.,56,103
1:31,-1,Noah Young Turnover.,56,103
1:29,2413,De'Von Cooper Steal.,56,103
1:25,2413,Austin Crawford missed Layup.,56,103
1:25,2413,Cedric Wright Turnover.,56,103
1:25,2413,Cedric Wright Offensive Rebound.,56,103
1:14,-1,Sean Ross Turnover.,56,103
1:06,2413,Austin Crawford missed Three Point Jumper.,56,103
1:06,2413,De'Von Cooper Offensive Rebound.,56,103
0:59,2413,De'Von Cooper missed Layup.,56,103
0:59,2413,James Baker Offensive Rebound.,56,103
0:56,2413,James Baker Turnover.,56,103
0:28,-1,Emmanuel Malumba missed Jumper.,56,103
0:28,2413,De'Von Cooper Defensive Rebound.,56,103
0:00,2413,End of Game,56,103
