Kennesaw State,2547,Seattle,338
13:36,2547,Foul on Scott Ulaneo.,8,12
13:36,338,James Scott missed Free Throw.,8,12
13:36,338,Kennesaw State Deadball Team Rebound.,8,12
13:36,338,James Scott missed Free Throw.,8,12
13:36,2547,Josh Hearlihy Defensive Rebound.,8,12
13:15,2547,Matej Kavas Turnover.,8,12
12:58,338,Kosta Jankovic missed Jumper.,8,12
12:58,2547,Seattle Deadball Team Rebound.,8,12
12:56,338,Foul on Jordan Jones.,8,12
12:36,2547,Josh Hearlihy made Three Point Jumper. Assisted by Morgan Means.,8,15
12:24,338,James Scott made Three Point Jumper.,11,15
12:08,2547,Josh Hearlihy missed Jumper.,11,15
12:08,2547,Richaud Gittens Offensive Rebound.,11,15
11:40,2547,Josh Hearlihy missed Three Point Jumper.,11,15
11:40,2547,Richaud Gittens Offensive Rebound.,11,15
11:20,338,Foul on Bryson Lockley.,11,15
11:20,2547,Official TV Timeout,11,15
11:10,2547,Aaron Menzies made Layup. Assisted by Morgan Means.,11,17
10:37,338,Tristan Jarrett missed Three Point Jumper.,11,17
10:37,338,Kennesaw State Deadball Team Rebound.,11,17
10:35,2547,Foul on Matej Kavas.,11,17
10:34,338,Tristan Jarrett Turnover.,11,17
10:22,338,Foul on Bryson Lockley.,11,17
10:22,2547,Josh Hearlihy made Free Throw.,11,18
10:22,2547,Josh Hearlihy made Free Throw.,11,19
10:02,338,Nick Masterson made Jumper.,13,19
9:44,2547,Josh Hearlihy missed Jumper.,13,19
9:44,338,Kyle Clarke Defensive Rebound.,13,19
9:20,338,Kyle Clarke missed Jumper.,13,19
9:20,2547,Josh Hearlihy Defensive Rebound.,13,19
9:00,2547,Josh Hearlihy missed Jumper.,13,19
9:00,338,Tristan Jarrett Defensive Rebound.,13,19
8:41,338,Nick Masterson missed Three Point Jumper.,13,19
8:41,2547,Josh Hearlihy Defensive Rebound.,13,19
8:36,338,Foul on Bryson Lockley.,13,19
8:36,2547,Richaud Gittens made Free Throw.,13,20
8:36,2547,Richaud Gittens made Free Throw.,13,21
8:19,338,Tristan Jarrett Turnover.,13,21
8:18,2547,Richaud Gittens Steal.,13,21
8:17,2547,Richaud Gittens missed Layup.,13,21
8:17,338,Tristan Jarrett Defensive Rebound.,13,21
8:06,2547,Foul on Aaron Menzies.,13,21
8:06,338,Kyle Clarke made Free Throw.,14,21
8:06,338,Kyle Clarke made Free Throw.,15,21
7:43,2547,Jordan Hill missed Layup.,15,21
7:43,338,Jordan Jones Defensive Rebound.,15,21
7:13,338,Kyle Clarke made Jumper. Assisted by Nick Masterson.,17,21
6:49,338,Foul on Tristan Jarrett.,17,21
6:49,2547,Official TV Timeout,17,21
6:30,2547,Josh Hearlihy missed Three Point Jumper.,17,21
6:30,338,Jordan Jones Defensive Rebound.,17,21
6:12,338,Tristan Jarrett Turnover.,17,21
6:11,2547,Richaud Gittens Steal.,17,21
6:09,2547,Richaud Gittens missed Layup.,17,21
6:09,338,Tristan Jarrett Block.,17,21
6:08,2547,Morgan Means Offensive Rebound.,17,21
6:07,2547,Morgan Means missed Layup.,17,21
6:07,338,Isaac Mbuyamba Defensive Rebound.,17,21
5:50,338,Nick Masterson missed Jumper.,17,21
5:50,2547,Aaron Menzies Defensive Rebound.,17,21
5:36,2547,Morgan Means missed Jumper.,17,21
5:36,338,Isaac Mbuyamba Defensive Rebound.,17,21
5:22,338,Nick Masterson missed Jumper.,17,21
5:22,2547,Morgan Means Defensive Rebound.,17,21
4:59,2547,Josh Hearlihy missed Three Point Jumper.,17,21
4:59,338,Tristan Jarrett Defensive Rebound.,17,21
4:41,2547,Foul on Aaron Menzies.,17,21
4:41,338,Jordan Jones missed Free Throw.,17,21
4:41,338,Kennesaw State Deadball Team Rebound.,17,21
4:41,338,Jordan Jones missed Free Throw.,17,21
4:41,2547,Josh Hearlihy Defensive Rebound.,17,21
4:15,2547,Morgan Means made Jumper.,17,23
3:47,338,James Scott missed Jumper.,17,23
3:42,338,Nick Masterson Offensive Rebound.,17,23
3:37,338,Kosta Jankovic missed Three Point Jumper.,17,23
3:37,2547,Aaron Nettles Defensive Rebound.,17,23
3:06,2547,Morgan Means made Jumper.,17,25
2:53,2547,Foul on Jake Spurgeon.,17,25
2:53,2547,Official TV Timeout,17,25
2:53,338,James Scott made Free Throw.,18,25
2:53,338,James Scott made Free Throw.,19,25
2:41,2547,Morgan Means made Jumper. Assisted by Josh Hearlihy.,19,27
2:15,338,Jordan Jones missed Jumper.,19,27
2:15,2547,Josh Hearlihy Defensive Rebound.,19,27
2:14,338,Foul on Tyler Hooker.,19,27
2:14,2547,Aaron Nettles made Free Throw.,19,28
2:14,2547,Aaron Nettles made Free Throw.,19,29
1:56,2547,Scott Ulaneo missed Jumper.,19,29
1:56,338,Tyler Hooker Defensive Rebound.,19,29
1:47,2547,Foul on Mattia Da Campo.,19,29
1:47,338,Tyler Hooker made Free Throw.,20,29
1:47,338,Tyler Hooker made Free Throw.,21,29
1:23,2547,Morgan Means missed Three Point Jumper.,21,29
1:23,338,Jordan Jones Defensive Rebound.,21,29
1:09,338,James Scott missed Jumper.,21,29
1:09,2547,Richaud Gittens Defensive Rebound.,21,29
0:53,2547,Richaud Gittens missed Jumper.,21,29
0:53,338,Kosta Jankovic Block.,21,29
0:51,338,Kennesaw State Deadball Team Rebound.,21,29
0:51,2547,Foul on Mattia Da Campo.,21,29
0:51,338,Kosta Jankovic missed Free Throw.,21,29
0:51,338,Kennesaw State Deadball Team Rebound.,21,29
0:51,338,Kosta Jankovic made Free Throw.,22,29
0:36,2547,Josh Hearlihy missed Jumper.,22,29
0:36,2547,Josh Hearlihy Offensive Rebound.,22,29
0:34,338,Foul on Jordan Jones.,22,29
0:34,2547,Josh Hearlihy made Free Throw.,22,30
0:34,2547,Josh Hearlihy made Free Throw.,22,31
0:24,338,James Scott made Jumper. Assisted by Nick Masterson.,24,31
0:12,2547,Seattle  Timeout,24,31
0:00,2547,Matej Kavas missed Three Point Jumper.,24,31
0:00,2547,Seattle Deadball Team Rebound.,24,31
0:00,2547,End of 1st half,24,31
19:36,338,Jordan Jones missed Jumper.,24,31
19:36,2547,Matej Kavas Defensive Rebound.,24,31
19:14,2547,Richaud Gittens Turnover.,24,31
19:13,338,James Scott Steal.,24,31
19:10,338,Jordan Jones missed Dunk.,24,31
19:10,2547,Aaron Menzies Defensive Rebound.,24,31
19:03,2547,Richaud Gittens made Layup.,24,33
18:44,338,Tyler Hooker missed Jumper.,24,33
18:44,338,Kennesaw State Offensive Rebound.,24,33
18:26,2547,Foul on Jordan Hill.,24,33
18:26,338,James Scott missed Free Throw.,24,33
18:26,338,Kennesaw State Deadball Team Rebound.,24,33
18:26,338,James Scott missed Free Throw.,24,33
18:26,338,Kennesaw State Deadball Team Rebound.,24,33
18:26,338,James Scott made Free Throw.,25,33
18:19,2547,Jordan Hill made Three Point Jumper.,25,36
17:56,338,Jordan Jones missed Jumper.,25,36
17:56,338,Tyler Hooker Offensive Rebound.,25,36
17:36,338,Tyler Hooker made Layup. Assisted by Jordan Jones.,27,36
17:19,2547,Aaron Menzies made Layup. Assisted by Josh Hearlihy.,27,38
17:08,338,James Scott made Three Point Jumper. Assisted by Tyler Hooker.,30,38
16:37,2547,Aaron Menzies made Layup. Assisted by Jordan Hill.,30,40
16:24,338,James Scott missed Three Point Jumper.,30,40
16:24,338,Kennesaw State Deadball Team Rebound.,30,40
16:22,2547,Foul on Mattia Da Campo.,30,40
16:22,338,Foul on Kosta Jankovic.,30,40
16:22,338,Kosta Jankovic Turnover.,30,40
16:08,2547,Foul on Josh Hearlihy.,30,40
16:08,2547,Josh Hearlihy Turnover.,30,40
15:43,338,Tyler Hooker made Jumper.,32,40
15:30,2547,Jordan Hill missed Jumper.,32,40
15:30,338,Kennesaw State Defensive Rebound.,32,40
15:26,2547,Official TV Timeout,32,40
15:16,338,James Scott missed Three Point Jumper.,32,40
15:16,2547,Matej Kavas Defensive Rebound.,32,40
15:02,2547,Matej Kavas Turnover.,32,40
15:01,338,James Scott Steal.,32,40
14:55,338,Tyler Hooker missed Jumper.,32,40
14:55,338,Kosta Jankovic Offensive Rebound.,32,40
14:54,2547,Foul on Jordan Hill.,32,40
14:38,338,Jordan Jones missed Jumper.,32,40
14:38,2547,Richaud Gittens Defensive Rebound.,32,40
14:06,2547,Aaron Menzies missed Jumper.,32,40
14:06,2547,Richaud Gittens Offensive Rebound.,32,40
14:03,2547,Richaud Gittens missed Jumper.,32,40
14:03,2547,Matej Kavas Offensive Rebound.,32,40
14:01,2547,Matej Kavas made Layup.,32,42
13:36,338,Kosta Jankovic missed Jumper.,32,42
13:36,2547,Morgan Means Defensive Rebound.,32,42
13:12,2547,Josh Hearlihy made Jumper.,32,44
12:57,338,Tyler Hooker Turnover.,32,44
12:56,2547,Richaud Gittens Steal.,32,44
12:56,338,Foul on Nick Masterson.,32,44
12:44,2547,Josh Hearlihy missed Jumper.,32,44
12:44,2547,Matej Kavas Offensive Rebound.,32,44
12:42,2547,Matej Kavas made Jumper.,32,46
12:30,338,Kennesaw State  Timeout,32,46
12:21,338,Bryson Lockley missed Jumper.,32,46
12:21,2547,Morgan Means Defensive Rebound.,32,46
12:06,2547,Richaud Gittens Turnover.,32,46
12:05,338,James Scott Steal.,32,46
12:04,2547,Foul on Morgan Means.,32,46
11:52,338,Foul on Kosta Jankovic.,32,46
11:52,338,Kosta Jankovic Turnover.,32,46
11:52,2547,Official TV Timeout,32,46
11:41,2547,Richaud Gittens made Three Point Jumper. Assisted by Josh Hearlihy.,32,49
11:28,338,James Scott missed Jumper.,32,49
11:28,2547,Josh Hearlihy Defensive Rebound.,32,49
11:07,2547,Richaud Gittens Turnover.,32,49
10:48,338,James Scott missed Jumper.,32,49
10:48,338,Bryson Lockley Offensive Rebound.,32,49
10:46,338,Bryson Lockley Turnover.,32,49
10:44,2547,Josh Hearlihy Steal.,32,49
10:38,2547,Matej Kavas Turnover.,32,49
10:37,338,James Scott Steal.,32,49
10:23,338,Bryson Lockley made Three Point Jumper. Assisted by Tyler Hooker.,35,49
10:00,338,Foul on Nick Masterson.,35,49
10:00,2547,Matej Kavas made Free Throw.,35,50
10:00,2547,Matej Kavas made Free Throw.,35,51
9:37,2547,Foul on Morgan Means.,35,51
9:37,338,Bryson Lockley made Free Throw.,36,51
9:37,338,Bryson Lockley made Free Throw.,37,51
9:20,2547,Scott Ulaneo Turnover.,37,51
9:06,338,Bryson Lockley missed Jumper.,37,51
9:06,2547,Richaud Gittens Defensive Rebound.,37,51
8:44,2547,Matej Kavas missed Three Point Jumper.,37,51
8:44,2547,Seattle Deadball Team Rebound.,37,51
8:41,338,Foul on Tyler Hooker.,37,51
8:37,2547,Morgan Means made Layup. Assisted by Scott Ulaneo.,37,53
8:22,338,Nick Masterson missed Jumper.,37,53
8:22,2547,Scott Ulaneo Defensive Rebound.,37,53
7:59,2547,Matej Kavas missed Three Point Jumper.,37,53
7:59,338,James Scott Defensive Rebound.,37,53
7:45,338,Nick Masterson made Jumper.,39,53
7:25,2547,Morgan Means made Layup.,39,55
7:06,2547,Foul on Matej Kavas.,39,55
7:06,2547,Official TV Timeout,39,55
7:06,338,Kosta Jankovic missed Free Throw.,39,55
7:06,2547,Scott Ulaneo Defensive Rebound.,39,55
6:41,2547,Aaron Menzies made Jumper. Assisted by Scott Ulaneo.,39,57
6:39,2547,Seattle  Timeout,39,57
6:26,2547,Foul on Scott Ulaneo.,39,57
6:26,338,Kosta Jankovic missed Free Throw.,39,57
6:26,338,Kennesaw State Deadball Team Rebound.,39,57
6:26,338,Kosta Jankovic made Free Throw.,40,57
6:01,2547,Morgan Means missed Jumper.,40,57
6:01,2547,Morgan Means Offensive Rebound.,40,57
5:35,2547,Morgan Means missed Layup.,40,57
5:35,338,Bryson Lockley Block.,40,57
5:34,2547,Seattle Offensive Rebound.,40,57
5:30,2547,Morgan Means Turnover.,40,57
5:29,338,James Scott Steal.,40,57
5:26,338,James Scott made Layup.,42,57
5:26,2547,Foul on Josh Hearlihy.,42,57
5:26,338,James Scott made Free Throw.,43,57
5:10,2547,Richaud Gittens missed Three Point Jumper.,43,57
5:10,338,Kyle Clarke Defensive Rebound.,43,57
5:00,338,Kosta Jankovic made Layup. Assisted by Kyle Clarke.,45,57
4:35,2547,Aaron Menzies made Dunk. Assisted by Josh Hearlihy.,45,59
4:34,2547,Seattle  Timeout,45,59
4:29,338,James Scott missed Jumper.,45,59
4:29,338,Bryson Lockley Offensive Rebound.,45,59
4:26,338,Bryson Lockley missed Jumper.,45,59
4:26,2547,Aaron Menzies Block.,45,59
4:25,2547,Richaud Gittens Defensive Rebound.,45,59
4:02,2547,Morgan Means made Layup. Assisted by Josh Hearlihy.,45,61
3:44,338,Bryson Lockley missed Jumper.,45,61
3:44,2547,Josh Hearlihy Defensive Rebound.,45,61
3:12,2547,Aaron Menzies Turnover.,45,61
3:07,2547,Official TV Timeout,45,61
2:48,338,Kosta Jankovic made Layup.,47,61
2:48,2547,Foul on Matej Kavas.,47,61
2:48,338,Kosta Jankovic made Free Throw.,48,61
2:22,2547,Richaud Gittens made Three Point Jumper. Assisted by Josh Hearlihy.,48,64
2:04,338,James Scott made Jumper.,50,64
1:40,2547,Richaud Gittens missed Three Point Jumper.,50,64
1:40,338,Kosta Jankovic Defensive Rebound.,50,64
1:32,338,James Scott missed Layup.,50,64
1:32,2547,Morgan Means Defensive Rebound.,50,64
1:09,2547,Josh Hearlihy made Layup.,50,66
0:52,338,Jordan Jones made Jumper. Assisted by Kyle Clarke.,52,66
0:30,2547,Matej Kavas missed Three Point Jumper.,52,66
0:30,338,Nick Masterson Defensive Rebound.,52,66
0:22,338,Nick Masterson made Layup.,54,66
0:00,2547,End of Game,54,66
