Weber State,278,Fresno State,2692
8:58,2692,Trevon Ary-Turner Turnover.,13,27
8:45,278,Jaron Hopkins missed Layup.,13,27
8:45,2692,Jordan Dallas Block.,13,27
8:44,2692,Jordan Dallas Defensive Rebound.,13,27
8:40,2692,Jerrick Harding missed Layup.,13,27
8:40,2692,Weber State Deadball Team Rebound.,13,27
8:37,2692,Trevon Ary-Turner Turnover.,13,27
8:37,278,Johnny McWilliams Steal.,13,27
8:24,2692,Foul on Trevon Ary-Turner.,13,27
8:24,278,Deshon Taylor missed Free Throw.,13,27
8:24,278,Fresno State Deadball Team Rebound.,13,27
8:24,278,Deshon Taylor made Free Throw.,13,28
8:05,2692,Ricky Nelson made Layup.,15,28
7:49,2692,Foul on Ryan Richardson.,15,28
7:49,278,Official TV Timeout,15,28
7:46,278,Foul on Bryson Williams.,15,28
7:46,278,Bryson Williams Turnover.,15,28
7:30,2692,Ricky Nelson Turnover.,15,28
7:29,278,Deshon Taylor Steal.,15,28
7:00,278,Jaron Hopkins missed Jumper.,15,28
7:00,2692,Michal Kozak Defensive Rebound.,15,28
6:49,278,Foul on Jaron Hopkins.,15,28
6:36,278,Foul on Sam Bittner.,15,28
6:36,2692,Zach Braxton made Free Throw.,16,28
6:36,2692,Zach Braxton made Free Throw.,17,28
6:26,278,Ray Bowles Jr. missed Three Point Jumper.,17,28
6:26,2692,Michal Kozak Defensive Rebound.,17,28
6:13,2692,Michal Kozak made Three Point Jumper. Assisted by Dusty Baker.,20,28
5:45,278,Bryson Williams made Jumper.,20,30
5:23,2692,Zach Braxton made Jumper.,22,30
5:07,278,Jaron Hopkins made Layup.,22,32
5:07,2692,Foul on Michal Kozak.,22,32
5:07,278,Jaron Hopkins made Free Throw.,22,33
4:49,2692,Dusty Baker made Three Point Jumper. Assisted by Zach Braxton.,25,33
4:34,2692,Foul on Ryan Richardson.,25,33
4:34,278,Deshon Taylor made Free Throw.,25,34
4:34,278,Deshon Taylor missed Free Throw.,25,34
4:34,2692,Dusty Baker Defensive Rebound.,25,34
4:22,2692,Ricky Nelson missed Three Point Jumper.,25,34
4:22,2692,Zach Braxton Offensive Rebound.,25,34
4:04,2692,Dusty Baker missed Three Point Jumper.,25,34
4:04,278,Bryson Williams Defensive Rebound.,25,34
3:51,278,Bryson Williams made Layup. Assisted by Jaron Hopkins.,25,36
3:29,2692,Jerrick Harding made Layup. Assisted by Zach Braxton.,27,36
3:29,278,Official TV Timeout,27,36
3:15,278,Jaron Hopkins made Jumper. Assisted by Ray Bowles Jr..,27,38
2:53,278,Foul on Terrell Carter II.,27,38
2:53,2692,Zach Braxton missed Free Throw.,27,38
2:53,2692,Weber State Deadball Team Rebound.,27,38
2:53,2692,Zach Braxton made Free Throw.,28,38
2:42,278,Jahmel Taylor missed Three Point Jumper.,28,38
2:42,278,Jahmel Taylor Offensive Rebound.,28,38
2:27,278,Terrell Carter II missed Jumper.,28,38
2:27,2692,Brekkott Chapman Defensive Rebound.,28,38
2:19,2692,Jerrick Harding Turnover.,28,38
2:18,278,Jaron Hopkins Steal.,28,38
2:14,278,Jaron Hopkins made Layup. Assisted by Jahmel Taylor.,28,40
1:58,2692,Dusty Baker Turnover.,28,40
1:57,278,Jaron Hopkins Steal.,28,40
1:55,278,Jaron Hopkins made Layup.,28,42
1:32,2692,Jerrick Harding made Layup.,30,42
1:17,278,Jaron Hopkins missed Jumper.,30,42
1:17,2692,Brekkott Chapman Defensive Rebound.,30,42
1:06,2692,Foul on Brekkott Chapman.,30,42
1:06,2692,Brekkott Chapman Turnover.,30,42
0:47,278,Terrell Carter II made Jumper.,30,44
0:28,2692,Dusty Baker Turnover.,30,44
0:28,278,Fresno State  Timeout,30,44
0:01,278,Deshon Taylor missed Jumper.,30,44
0:01,2692,Michal Kozak Defensive Rebound.,30,44
0:00,278,End of 1st half,30,44
19:45,278,Bryson Williams missed Jumper.,30,44
19:45,278,Sam Bittner Offensive Rebound.,30,44
19:29,278,Sam Bittner made Three Point Jumper. Assisted by Ray Bowles Jr..,30,47
19:12,2692,Zach Braxton Turnover.,30,47
19:09,278,Jaron Hopkins Steal.,30,47
18:41,278,Sam Bittner missed Three Point Jumper.,30,47
18:41,2692,Brekkott Chapman Defensive Rebound.,30,47
18:18,2692,Jerrick Harding missed Three Point Jumper.,30,47
18:18,278,Bryson Williams Defensive Rebound.,30,47
18:07,2692,Foul on Brekkott Chapman.,30,47
18:07,278,Jaron Hopkins made Free Throw.,30,48
18:07,278,Jaron Hopkins missed Free Throw.,30,48
18:07,2692,Zach Braxton Defensive Rebound.,30,48
17:57,278,Foul on Jaron Hopkins.,30,48
17:44,2692,Jerrick Harding missed Layup.,30,48
17:44,278,Fresno State Defensive Rebound.,30,48
17:25,278,Bryson Williams missed Dunk.,30,48
17:25,278,Bryson Williams Offensive Rebound.,30,48
17:23,278,Bryson Williams made Layup.,30,50
17:12,2692,Brekkott Chapman missed Three Point Jumper.,30,50
17:12,278,Jaron Hopkins Defensive Rebound.,30,50
17:03,278,Foul on Bryson Williams.,30,50
17:03,278,Bryson Williams Turnover.,30,50
16:54,2692,Michal Kozak made Three Point Jumper. Assisted by Ryan Richardson.,33,50
16:32,278,Ray Bowles Jr. missed Three Point Jumper.,33,50
16:32,278,Sam Bittner Offensive Rebound.,33,50
16:26,278,Foul on Bryson Williams.,33,50
16:26,278,Bryson Williams Turnover.,33,50
16:09,2692,Jerrick Harding missed Jumper.,33,50
16:09,278,Deshon Taylor Block.,33,50
16:09,2692,Weber State Offensive Rebound.,33,50
15:55,2692,Zach Braxton missed Jumper.,33,50
15:55,278,Sam Bittner Defensive Rebound.,33,50
15:51,278,Deshon Taylor made Layup. Assisted by Sam Bittner.,33,52
15:30,2692,Jerrick Harding Turnover.,33,52
15:29,278,Jaron Hopkins Steal.,33,52
15:24,2692,Foul on Michal Kozak.,33,52
15:24,278,Official TV Timeout,33,52
15:24,278,Jaron Hopkins made Free Throw.,33,53
15:24,278,Jaron Hopkins made Free Throw.,33,54
15:11,2692,Ryan Richardson made Jumper. Assisted by Brekkott Chapman.,35,54
15:08,278,Deshon Taylor Turnover.,35,54
15:08,2692,Brekkott Chapman Steal.,35,54
14:55,2692,Brekkott Chapman Turnover.,35,54
14:47,278,Foul on Ray Bowles Jr..,35,54
14:47,278,Ray Bowles Jr. Turnover.,35,54
14:38,2692,Ryan Richardson Turnover.,35,54
14:37,278,Jaron Hopkins Steal.,35,54
14:32,278,Jaron Hopkins made Layup. Assisted by Sam Bittner.,35,56
14:17,2692,Ryan Richardson made Three Point Jumper. Assisted by Dusty Baker.,38,56
14:01,278,Sam Bittner missed Three Point Jumper.,38,56
14:01,2692,Ryan Richardson Defensive Rebound.,38,56
13:45,2692,Michal Kozak Turnover.,38,56
13:44,278,Sam Bittner Steal.,38,56
13:33,2692,Foul on Zach Braxton.,38,56
13:15,278,Deshon Taylor Turnover.,38,56
12:56,2692,Ricky Nelson Turnover.,38,56
12:55,278,Deshon Taylor Steal.,38,56
12:55,2692,Foul on Dusty Baker.,38,56
12:55,278,Deshon Taylor made Free Throw.,38,57
12:55,278,Deshon Taylor made Free Throw.,38,58
12:47,2692,Foul on Ricky Nelson.,38,58
12:47,2692,Foul on Dusty Baker.,38,58
12:38,278,Jahmel Taylor missed Jumper.,38,58
12:38,278,Jahmel Taylor Offensive Rebound.,38,58
12:23,278,Foul on Terrell Carter II.,38,58
12:23,278,Terrell Carter II Turnover.,38,58
12:08,2692,Ryan Richardson missed Three Point Jumper.,38,58
12:08,278,Terrell Carter II Defensive Rebound.,38,58
11:44,278,Official TV Timeout,38,58
11:39,278,Foul on Terrell Carter II.,38,58
11:39,278,Terrell Carter II Turnover.,38,58
11:11,2692,Weber State  Timeout,38,58
11:08,2692,Weber State  Turnover.,38,58
10:54,2692,Foul on Jordan Dallas.,38,58
10:54,278,Ray Bowles Jr. made Free Throw.,38,59
10:54,278,Ray Bowles Jr. missed Free Throw.,38,59
10:54,2692,Dusty Baker Defensive Rebound.,38,59
10:38,2692,Ryan Richardson made Three Point Jumper. Assisted by Dusty Baker.,41,59
10:19,278,Ray Bowles Jr. made Three Point Jumper. Assisted by Jaron Hopkins.,41,62
10:03,2692,Brekkott Chapman made Three Point Jumper. Assisted by Ryan Richardson.,44,62
9:30,278,Ray Bowles Jr. missed Layup.,44,62
9:30,2692,Dusty Baker Defensive Rebound.,44,62
9:13,2692,Ryan Richardson missed Three Point Jumper.,44,62
9:13,278,Bryson Williams Defensive Rebound.,44,62
9:00,278,Jaron Hopkins made Layup. Assisted by Jahmel Taylor.,44,64
9:00,2692,Foul on Jordan Dallas.,44,64
9:00,278,Jaron Hopkins made Free Throw.,44,65
8:50,2692,Brekkott Chapman missed Three Point Jumper.,44,65
8:50,278,Bryson Williams Defensive Rebound.,44,65
8:38,2692,Foul on Jordan Dallas.,44,65
8:38,278,Bryson Williams made Free Throw.,44,66
8:38,278,Bryson Williams made Free Throw.,44,67
8:15,2692,Trevon Ary-Turner Turnover.,44,67
8:15,278,Deshon Taylor Steal.,44,67
8:12,278,Bryson Williams made Dunk. Assisted by Deshon Taylor.,44,69
8:02,2692,Jordan Dallas made Jumper.,46,69
7:43,2692,Foul on Trevon Ary-Turner.,46,69
7:43,278,Official TV Timeout,46,69
7:43,278,Deshon Taylor made Free Throw.,46,70
7:43,278,Deshon Taylor made Free Throw.,46,71
7:20,2692,Brekkott Chapman made Three Point Jumper. Assisted by Jerrick Harding.,49,71
6:54,2692,Foul on Dusty Baker.,49,71
6:54,278,Jaron Hopkins missed Free Throw.,49,71
6:54,278,Fresno State Deadball Team Rebound.,49,71
6:54,278,Jaron Hopkins made Free Throw.,49,72
6:37,2692,Brekkott Chapman made Three Point Jumper. Assisted by Jerrick Harding.,52,72
6:09,278,Jaron Hopkins Turnover.,52,72
6:08,2692,Trevon Ary-Turner Steal.,52,72
6:04,2692,Trevon Ary-Turner missed Three Point Jumper.,52,72
6:04,278,Jaron Hopkins Defensive Rebound.,52,72
5:54,278,Fresno State  Timeout,52,72
5:41,278,Deshon Taylor made Jumper.,52,74
5:41,2692,Foul on Trevon Ary-Turner.,52,74
5:41,278,Deshon Taylor made Free Throw.,52,75
5:29,2692,Zach Braxton made Layup. Assisted by Dusty Baker.,54,75
5:29,278,Foul on Jahmel Taylor.,54,75
5:29,2692,Zach Braxton made Free Throw.,55,75
4:59,278,Deshon Taylor missed Three Point Jumper.,55,75
4:59,2692,Zach Braxton Defensive Rebound.,55,75
4:48,2692,Trevon Ary-Turner made Three Point Jumper. Assisted by Jerrick Harding.,58,75
4:17,278,Jahmel Taylor missed Three Point Jumper.,58,75
4:17,278,Ray Bowles Jr. Offensive Rebound.,58,75
4:13,278,Jahmel Taylor missed Three Point Jumper.,58,75
4:13,2692,Brekkott Chapman Defensive Rebound.,58,75
4:01,2692,Dusty Baker made Jumper.,60,75
3:51,278,Fresno State  Timeout,60,75
3:51,278,Official TV Timeout,60,75
3:43,278,Ray Bowles Jr. made Jumper.,60,77
3:24,2692,Jerrick Harding missed Three Point Jumper.,60,77
3:24,278,Jaron Hopkins Defensive Rebound.,60,77
2:59,2692,Foul on Jerrick Harding.,60,77
2:59,278,Jaron Hopkins made Free Throw.,60,78
2:59,278,Jaron Hopkins missed Free Throw.,60,78
2:59,2692,Dusty Baker Defensive Rebound.,60,78
2:45,2692,Zach Braxton missed Jumper.,60,78
2:45,2692,Brekkott Chapman Offensive Rebound.,60,78
2:45,278,Foul on Sam Bittner.,60,78
2:45,2692,Brekkott Chapman made Free Throw.,61,78
2:45,2692,Brekkott Chapman made Free Throw.,62,78
2:19,278,Jaron Hopkins made Layup. Assisted by Deshon Taylor.,62,80
2:04,2692,Jerrick Harding missed Layup.,62,80
2:04,278,Deshon Taylor Block.,62,80
2:02,2692,Zach Braxton Offensive Rebound.,62,80
1:58,2692,Zach Braxton made Dunk.,64,80
1:50,2692,Foul on Trevon Ary-Turner.,64,80
1:50,278,Deshon Taylor made Free Throw.,64,81
1:50,278,Deshon Taylor made Free Throw.,64,82
1:40,2692,Brekkott Chapman made Layup.,66,82
1:40,278,Foul on Sam Bittner.,66,82
1:40,2692,Brekkott Chapman made Free Throw.,67,82
1:15,278,Ray Bowles Jr. missed Three Point Jumper.,67,82
1:15,2692,Dusty Baker Defensive Rebound.,67,82
1:08,2692,Brekkott Chapman made Layup. Assisted by Dusty Baker.,69,82
0:38,278,Deshon Taylor Turnover.,69,82
0:37,2692,Brekkott Chapman Steal.,69,82
0:35,2692,Dusty Baker made Layup. Assisted by Jerrick Harding.,71,82
0:32,2692,Foul on Dusty Baker.,71,82
0:32,278,Deshon Taylor missed Free Throw.,71,82
0:32,278,Fresno State Deadball Team Rebound.,71,82
0:32,278,Deshon Taylor made Free Throw.,71,83
0:16,2692,Jordan Dallas missed Layup.,71,83
0:16,278,Bryson Williams Defensive Rebound.,71,83
0:00,278,End of Game,71,83
