Northern Iowa,9,Arizona State,2460
9:31,2460,Wyatt Lohaus Turnover.,25,17
9:18,2460,Foul on Bennett Koch.,25,17
9:18,9,Shannon Evans II made Free Throw.,25,18
9:18,9,Shannon Evans II made Free Throw.,25,19
9:00,2460,Bennett Koch made Dunk.,27,19
8:41,9,Tra Holder missed Three Point Jumper.,27,19
8:41,2460,Jeremy Morgan Defensive Rebound.,27,19
8:26,2460,Bennett Koch Turnover.,27,19
8:16,9,Torian Graham made Three Point Jumper. Assisted by Obinna Oleka.,27,22
7:52,2460,Jordan Ashton missed Jumper.,27,22
7:52,9,Obinna Oleka Defensive Rebound.,27,22
7:39,9,Torian Graham missed Three Point Jumper.,27,22
7:39,2460,Northern Iowa Defensive Rebound.,27,22
7:35,9,Official TV Timeout,27,22
7:08,2460,Wyatt Lohaus missed Jumper.,27,22
7:07,9,Shannon Evans II Defensive Rebound.,27,22
6:44,9,Tra Holder Turnover.,27,22
6:44,2460,Wyatt Lohaus Steal.,27,22
6:40,2460,Juwan McCloud missed Layup.,27,22
6:40,2460,Wyatt Lohaus Offensive Rebound.,27,22
6:40,2460,Wyatt Lohaus missed Two Point Tip Shot.,27,22
6:40,9,Arizona St Defensive Rebound.,27,22
6:36,2460,Jordan Ashton Turnover.,27,22
6:36,9,Shannon Evans II Steal.,27,22
6:36,9,Foul on Kodi Justice.,27,22
6:36,2460,Wyatt Lohaus Turnover.,27,22
6:08,9,Ramon Vila missed Three Point Jumper.,27,22
6:08,2460,Jordan Ashton Defensive Rebound.,27,22
5:29,2460,Wyatt Lohaus missed Three Point Jumper.,27,22
5:29,2460,Klint Carlson Offensive Rebound.,27,22
5:18,2460,Foul on Bennett Koch.,27,22
5:18,2460,Bennett Koch Turnover.,27,22
5:00,9,Kodi Justice missed Three Point Jumper.,27,22
5:00,2460,Jeremy Morgan Defensive Rebound.,27,22
4:37,2460,Juwan McCloud missed Three Point Jumper.,27,22
4:37,9,Shannon Evans II Defensive Rebound.,27,22
4:30,9,Torian Graham made Layup. Assisted by Shannon Evans II.,27,24
4:27,2460,Northern Iowa  Timeout,27,24
4:27,9,Official TV Timeout,27,24
4:11,2460,Klint Carlson missed Three Point Jumper.,27,24
4:11,9,Obinna Oleka Defensive Rebound.,27,24
3:56,9,Tra Holder Turnover.,27,24
3:56,2460,Jeremy Morgan Steal.,27,24
3:31,2460,Klint Carlson made Jumper.,29,24
3:12,9,Sam Cunliffe missed Jumper.,29,24
3:12,2460,Jeremy Morgan Defensive Rebound.,29,24
2:59,2460,Klint Carlson made Jumper.,31,24
2:39,2460,Foul on Spencer Haldeman.,31,24
2:25,2460,Foul on Jordan Ashton.,31,24
2:25,9,Kodi Justice made Free Throw.,31,25
2:25,9,Kodi Justice missed Free Throw.,31,25
2:25,2460,Jeremy Morgan Defensive Rebound.,31,25
1:57,2460,Spencer Haldeman made Three Point Jumper. Assisted by Jeremy Morgan.,34,25
1:36,9,Obinna Oleka made Dunk. Assisted by Kodi Justice.,34,27
1:14,2460,Spencer Haldeman made Three Point Jumper. Assisted by Jordan Ashton.,37,27
0:54,9,Shannon Evans II missed Jumper.,37,27
0:54,2460,Hunter Rhodes Block.,37,27
0:54,9,Shannon Evans II Offensive Rebound.,37,27
0:47,2460,Foul on Spencer Haldeman.,37,27
0:47,9,Kodi Justice made Free Throw.,37,28
0:47,9,Kodi Justice made Free Throw.,37,29
0:36,9,Foul on Ramon Vila.,37,29
0:11,2460,Jordan Ashton missed Three Point Jumper.,37,29
0:11,2460,Jeremy Morgan Offensive Rebound.,37,29
0:02,2460,Juwan McCloud missed Three Point Jumper.,37,29
0:02,2460,Northern Iowa Offensive Rebound.,37,29
0:00,9,End of 1st half,37,29
20:00,9,Jump Ball won by Arizona St,37,29
19:57,9,Sam Cunliffe made Three Point Jumper. Assisted by Obinna Oleka.,37,32
19:19,9,Foul on Torian Graham.,37,32
19:19,2460,Jeremy Morgan made Free Throw.,38,32
19:19,2460,Jeremy Morgan made Free Throw.,39,32
19:09,9,Obinna Oleka made Jumper.,39,34
18:49,2460,Bennett Koch made Jumper.,41,34
18:30,9,Sam Cunliffe missed Three Point Jumper.,41,34
18:30,2460,Juwan McCloud Defensive Rebound.,41,34
18:21,2460,Jeremy Morgan made Three Point Jumper. Assisted by Juwan McCloud.,44,34
18:03,9,Torian Graham missed Jumper.,44,34
18:03,2460,Wyatt Lohaus Defensive Rebound.,44,34
17:54,2460,Wyatt Lohaus missed Three Point Jumper.,44,34
17:54,9,Obinna Oleka Defensive Rebound.,44,34
17:50,2460,Foul on Klint Carlson.,44,34
17:24,9,Obinna Oleka missed Jumper.,44,34
17:24,9,Obinna Oleka Offensive Rebound.,44,34
17:24,2460,Foul on Bennett Koch.,44,34
17:09,9,Torian Graham missed Three Point Jumper.,44,34
17:09,2460,Klint Carlson Defensive Rebound.,44,34
16:58,9,Foul on Torian Graham.,44,34
16:58,2460,Bennett Koch made Free Throw.,45,34
16:58,2460,Bennett Koch made Free Throw.,46,34
16:50,9,Tra Holder Turnover.,46,34
16:50,2460,Juwan McCloud Steal.,46,34
16:49,9,Foul on Tra Holder.,46,34
16:37,2460,Wyatt Lohaus missed Three Point Jumper.,46,34
16:37,9,Obinna Oleka Defensive Rebound.,46,34
16:23,9,Obinna Oleka missed Jumper.,46,34
16:23,2460,Jeremy Morgan Defensive Rebound.,46,34
16:13,2460,Jeremy Morgan missed Three Point Jumper.,46,34
16:13,9,Tra Holder Defensive Rebound.,46,34
15:53,9,Torian Graham made Jumper.,46,36
15:32,2460,Klint Carlson made Layup.,48,36
15:32,9,Foul on Ramon Vila.,48,36
15:32,9,Official TV Timeout,48,36
15:32,2460,Klint Carlson made Free Throw.,49,36
15:13,9,Torian Graham made Three Point Jumper.,49,39
14:53,2460,Jeremy Morgan missed Three Point Jumper.,49,39
14:53,9,Kodi Justice Defensive Rebound.,49,39
14:44,9,Tra Holder Turnover.,49,39
14:24,2460,Juwan McCloud missed Jumper.,49,39
14:24,9,Shannon Evans II Defensive Rebound.,49,39
13:56,9,Torian Graham missed Jumper.,49,39
13:56,2460,Northern Iowa Defensive Rebound.,49,39
13:31,2460,Klint Carlson made Three Point Jumper.,52,39
13:12,9,Shannon Evans II made Three Point Jumper.,52,42
12:53,2460,Spencer Haldeman missed Three Point Jumper.,52,42
12:53,9,Shannon Evans II Defensive Rebound.,52,42
12:40,2460,Foul on Ted Friedman.,52,42
12:40,9,Obinna Oleka made Free Throw.,52,43
12:40,9,Obinna Oleka made Free Throw.,52,44
12:32,2460,Jordan Ashton missed Three Point Jumper.,52,44
12:32,9,Sam Cunliffe Defensive Rebound.,52,44
12:21,2460,Foul on Spencer Haldeman.,52,44
12:21,9,Sam Cunliffe missed Free Throw.,52,44
12:21,9,Arizona St Deadball Team Rebound.,52,44
12:21,9,Sam Cunliffe made Free Throw.,52,45
12:03,2460,Spencer Haldeman made Three Point Jumper. Assisted by Hunter Rhodes.,55,45
11:39,9,Tra Holder missed Layup.,55,45
11:39,2460,Jeremy Morgan Defensive Rebound.,55,45
11:22,2460,Spencer Haldeman made Three Point Jumper. Assisted by Jeremy Morgan.,58,45
10:59,9,Shannon Evans II Turnover.,58,45
10:59,2460,Hunter Rhodes Steal.,58,45
10:46,2460,Spencer Haldeman Turnover.,58,45
10:46,9,Tra Holder Steal.,58,45
10:39,9,Obinna Oleka missed Jumper.,58,45
10:39,2460,Jeremy Morgan Defensive Rebound.,58,45
10:35,9,Foul on Sam Cunliffe.,58,45
10:35,9,Official TV Timeout,58,45
10:10,2460,Spencer Haldeman Turnover.,58,45
9:58,9,Kodi Justice missed Three Point Jumper.,58,45
9:58,2460,Northern Iowa Defensive Rebound.,58,45
9:49,2460,Jordan Ashton missed Three Point Jumper.,58,45
9:49,9,Kodi Justice Defensive Rebound.,58,45
9:38,9,Tra Holder made Three Point Jumper.,58,48
9:17,2460,Jeremy Morgan made Jumper.,60,48
8:59,9,Sam Cunliffe made Layup.,60,50
8:46,2460,Jeremy Morgan missed Jumper.,60,50
8:46,9,Obinna Oleka Defensive Rebound.,60,50
8:37,2460,Foul on Jeremy Morgan.,60,50
8:23,9,Tra Holder missed Layup.,60,50
8:23,9,Tra Holder Offensive Rebound.,60,50
8:19,2460,Foul on Jeremy Morgan.,60,50
8:16,9,Obinna Oleka Turnover.,60,50
8:16,9,Foul on Obinna Oleka.,60,50
8:09,9,Foul on Ramon Vila.,60,50
8:09,2460,Juwan McCloud made Free Throw.,61,50
8:09,2460,Juwan McCloud made Free Throw.,62,50
7:59,9,Obinna Oleka missed Three Point Jumper.,62,50
7:59,2460,Spencer Haldeman Defensive Rebound.,62,50
7:33,2460,Klint Carlson made Layup.,64,50
7:20,9,Torian Graham missed Three Point Jumper.,64,50
7:20,2460,Klint Carlson Defensive Rebound.,64,50
7:05,9,Foul on Sam Cunliffe.,64,50
7:05,9,Official TV Timeout,64,50
7:05,2460,Juwan McCloud made Free Throw.,65,50
7:05,2460,Juwan McCloud made Free Throw.,66,50
6:50,9,Sam Cunliffe missed Jumper.,66,50
6:50,2460,Klint Carlson Defensive Rebound.,66,50
6:41,2460,Bennett Koch made Jumper.,68,50
6:15,9,Tra Holder Turnover.,68,50
6:15,2460,Jeremy Morgan Steal.,68,50
5:54,2460,Juwan McCloud Turnover.,68,50
5:54,9,Shannon Evans II Steal.,68,50
5:48,9,Sam Cunliffe missed Layup.,68,50
5:48,9,Sam Cunliffe Offensive Rebound.,68,50
5:48,9,Sam Cunliffe missed Two Point Tip Shot.,68,50
5:48,2460,Jeremy Morgan Defensive Rebound.,68,50
5:28,2460,Spencer Haldeman missed Three Point Jumper.,68,50
5:28,9,Sam Cunliffe Defensive Rebound.,68,50
5:19,2460,Foul on Spencer Haldeman.,68,50
5:19,9,Sam Cunliffe missed Free Throw.,68,50
5:19,9,Arizona St Deadball Team Rebound.,68,50
5:19,9,Sam Cunliffe made Free Throw.,68,51
4:51,2460,Klint Carlson made Three Point Jumper. Assisted by Jordan Ashton.,71,51
4:38,9,Tra Holder made Layup.,71,53
4:23,2460,Northern Iowa  Timeout,71,53
4:00,2460,Klint Carlson made Layup.,73,53
3:46,9,Kodi Justice made Jumper.,73,55
3:32,2460,Juwan McCloud missed Layup.,73,55
3:32,9,Obinna Oleka Block.,73,55
3:32,9,Tra Holder Defensive Rebound.,73,55
3:26,9,Torian Graham made Three Point Jumper. Assisted by Tra Holder.,73,58
2:58,9,Foul on Kodi Justice.,73,58
2:58,9,Official TV Timeout,73,58
2:58,2460,Jeremy Morgan made Free Throw.,74,58
2:58,2460,Jeremy Morgan made Free Throw.,75,58
2:43,9,Shannon Evans II missed Three Point Jumper.,75,58
2:43,9,Obinna Oleka Offensive Rebound.,75,58
2:39,9,Obinna Oleka made Layup.,75,60
2:24,2460,Jeremy Morgan Turnover.,75,60
2:16,9,Foul on Obinna Oleka.,75,60
2:16,9,Obinna Oleka Turnover.,75,60
1:49,2460,Spencer Haldeman made Layup.,77,60
1:27,2460,Foul on Jordan Ashton.,77,60
1:27,9,Tra Holder missed Free Throw.,77,60
1:27,9,Arizona St Deadball Team Rebound.,77,60
1:27,9,Tra Holder made Free Throw.,77,61
1:03,2460,Jordan Ashton made Three Point Jumper.,80,61
0:50,9,Maurice O'Field made Dunk. Assisted by Tra Holder.,80,63
0:26,2460,Hunter Rhodes missed Layup.,80,63
0:26,9,Jethro Tshisumpa Block.,80,63
0:26,2460,Northern Iowa Offensive Rebound.,80,63
0:21,2460,Jeremy Morgan made Jumper.,82,63
0:13,9,Tra Holder missed Jumper.,82,63
0:13,9,Jethro Tshisumpa Offensive Rebound.,82,63
0:10,9,Jethro Tshisumpa missed Layup.,82,63
0:10,2460,Jeremy Morgan Defensive Rebound.,82,63
0:00,9,End of Game,82,63
