Rutgers,305,DePaul,164
11:37,164,Nigel Johnson missed Three Point Jumper.,12,9
11:37,305,Tre'Darius McCallum Defensive Rebound.,12,9
11:28,305,Chris Harrison-Docks made Three Point Jumper.,12,12
11:11,164,Eugene Omoruyi Turnover.,12,12
11:10,305,Darrick Wood Steal.,12,12
11:08,164,Foul on Eugene Omoruyi.,12,12
11:08,305,Official TV Timeout,12,12
11:08,305,Darrick Wood made Free Throw.,12,13
11:08,305,Darrick Wood made Free Throw.,12,14
10:57,305,Tre'Darius McCallum missed Three Point Jumper.,12,14
10:57,164,Issa Thiam Defensive Rebound.,12,14
10:44,164,Corey Sanders made Layup.,14,14
10:22,305,Darrick Wood made Three Point Jumper. Assisted by Joe Hanel.,14,17
10:03,164,Corey Sanders missed Three Point Jumper.,14,17
10:03,164,Mike Williams Offensive Rebound.,14,17
10:00,164,Mike Williams made Layup.,16,17
10:00,305,Foul on Darrick Wood.,16,17
10:00,164,Mike Williams made Free Throw.,17,17
9:31,305,Tre'Darius McCallum missed Jumper.,17,17
9:31,305,Darrick Wood Offensive Rebound.,17,17
9:14,305,Eli Cain missed Jumper.,17,17
9:14,164,Mike Williams Defensive Rebound.,17,17
8:50,164,C.J. Gettys missed Layup.,17,17
8:50,164,Issa Thiam Offensive Rebound.,17,17
8:20,164,Nigel Johnson missed Jumper.,17,17
8:20,305,Tre'Darius McCallum Defensive Rebound.,17,17
7:57,305,Devin Gage missed Three Point Jumper.,17,17
7:57,164,Nigel Johnson Defensive Rebound.,17,17
7:41,164,Corey Sanders missed Jumper.,17,17
7:41,305,Tre'Darius McCallum Block.,17,17
7:41,164,Rutgers Offensive Rebound.,17,17
7:41,305,Official TV Timeout,17,17
7:41,305,Foul on Billy Garrett Jr..,17,17
7:36,164,Deshawn Freeman made Jumper.,19,17
7:09,305,Eli Cain made Three Point Jumper. Assisted by Devin Gage.,19,20
6:50,164,Corey Sanders missed Jumper.,19,20
6:50,164,Candido Sa Offensive Rebound.,19,20
6:46,164,Candido Sa missed Layup.,19,20
6:46,305,Joe Hanel Defensive Rebound.,19,20
6:27,305,Billy Garrett Jr. Turnover.,19,20
6:25,164,Deshawn Freeman Steal.,19,20
6:18,164,Issa Thiam missed Three Point Jumper.,19,20
6:18,305,Al Eichelberger Block.,19,20
6:18,164,Issa Thiam Offensive Rebound.,19,20
6:16,305,Foul on Joe Hanel.,19,20
6:16,164,Issa Thiam missed Free Throw.,19,20
6:16,164,Rutgers Deadball Team Rebound.,19,20
6:16,164,Issa Thiam made Free Throw.,20,20
6:00,305,Billy Garrett Jr. missed Three Point Jumper.,20,20
6:00,164,Nigel Johnson Defensive Rebound.,20,20
5:49,305,Foul on Billy Garrett Jr..,20,20
5:31,164,Deshawn Freeman Turnover.,20,20
5:11,305,Brandon Cyrus missed Jumper.,20,20
5:11,164,Jonathan Laurent Defensive Rebound.,20,20
4:59,164,Corey Sanders Turnover.,20,20
4:57,305,Brandon Cyrus Steal.,20,20
4:56,164,Foul on Nigel Johnson.,20,20
4:56,305,Brandon Cyrus missed Free Throw.,20,20
4:56,164,C.J. Gettys Defensive Rebound.,20,20
4:36,164,Jonathan Laurent missed Three Point Jumper.,20,20
4:36,164,C.J. Gettys Offensive Rebound.,20,20
4:34,305,Foul on Al Eichelberger.,20,20
4:34,164,C.J. Gettys made Free Throw.,21,20
4:34,164,C.J. Gettys made Free Throw.,22,20
4:21,305,Chris Harrison-Docks missed Three Point Jumper.,22,20
4:21,164,Mike Williams Defensive Rebound.,22,20
4:02,305,Foul on Joe Hanel.,22,20
4:02,164,Nigel Johnson made Free Throw.,23,20
4:02,164,Nigel Johnson made Free Throw.,24,20
3:37,305,Eli Cain missed Layup.,24,20
3:37,164,Mike Williams Defensive Rebound.,24,20
3:29,164,Jonathan Laurent Turnover.,24,20
3:29,305,Official TV Timeout,24,20
3:16,305,Tre'Darius McCallum Turnover.,24,20
3:14,164,Candido Sa Steal.,24,20
2:49,164,Jonathan Laurent missed Layup.,24,20
2:49,164,Deshawn Freeman Offensive Rebound.,24,20
2:45,164,Deshawn Freeman missed Layup.,24,20
2:45,305,DePaul Defensive Rebound.,24,20
2:31,305,Chris Harrison-Docks missed Three Point Jumper.,24,20
2:31,164,Candido Sa Defensive Rebound.,24,20
2:22,164,Corey Sanders missed Jumper.,24,20
2:22,164,Deshawn Freeman Offensive Rebound.,24,20
2:22,305,Foul on Brandon Cyrus.,24,20
2:22,164,Rutgers  Timeout,24,20
2:22,164,Deshawn Freeman made Free Throw.,25,20
2:22,164,Deshawn Freeman made Free Throw.,26,20
2:04,305,Devin Gage made Layup.,26,22
1:50,305,Foul on Devin Gage.,26,22
1:50,164,Corey Sanders made Free Throw.,27,22
1:50,164,Corey Sanders made Free Throw.,28,22
1:40,305,Chris Harrison-Docks missed Three Point Jumper.,28,22
1:40,164,Deshawn Freeman Defensive Rebound.,28,22
1:20,164,Deshawn Freeman made Layup.,30,22
1:20,305,Foul on Tre'Darius McCallum.,30,22
1:20,164,Deshawn Freeman made Free Throw.,31,22
1:20,164,Foul on Candido Sa.,31,22
1:20,305,Eli Cain made Free Throw.,31,23
1:20,305,Eli Cain made Free Throw.,31,24
0:59,164,Mike Williams missed Three Point Jumper.,31,24
0:59,164,Rutgers Offensive Rebound.,31,24
0:48,164,Corey Sanders missed Three Point Jumper.,31,24
0:48,164,Jonathan Laurent Offensive Rebound.,31,24
0:44,164,Jonathan Laurent made Layup.,33,24
0:22,305,DePaul  Timeout,33,24
0:10,305,Eli Cain made Jumper.,33,26
0:00,164,Corey Sanders missed Jumper.,33,26
0:00,164,Eugene Omoruyi Offensive Rebound.,33,26
0:00,164,Eugene Omoruyi missed Layup.,33,26
0:00,164,Rutgers Offensive Rebound.,33,26
0:00,305,End of 1st half,33,26
19:54,305,Foul on Billy Garrett Jr..,33,26
19:54,164,Rutgers  Timeout,33,26
19:43,305,Foul on Brandon Cyrus.,33,26
19:38,164,Issa Thiam missed Three Point Jumper.,33,26
19:38,305,Billy Garrett Jr. Defensive Rebound.,33,26
19:30,164,Foul on Issa Thiam.,33,26
19:13,305,Tre'Darius McCallum missed Jumper.,33,26
19:13,305,Brandon Cyrus Offensive Rebound.,33,26
19:08,305,Billy Garrett Jr. missed Three Point Jumper.,33,26
19:08,164,Deshawn Freeman Defensive Rebound.,33,26
18:45,164,Jonathan Laurent missed Layup.,33,26
18:45,164,Jonathan Laurent Offensive Rebound.,33,26
18:43,164,Jonathan Laurent missed Layup.,33,26
18:43,305,Tre'Darius McCallum Defensive Rebound.,33,26
18:23,305,Billy Garrett Jr. missed Layup.,33,26
18:23,164,Deshawn Freeman Defensive Rebound.,33,26
18:16,164,Corey Sanders made Layup.,35,26
17:56,164,Foul on Corey Sanders.,35,26
17:43,305,Al Eichelberger missed Layup.,35,26
17:43,164,Deshawn Freeman Block.,35,26
17:43,305,DePaul Offensive Rebound.,35,26
17:30,305,Al Eichelberger made Layup. Assisted by Billy Garrett Jr..,35,28
17:09,164,Candido Sa made Three Point Jumper. Assisted by Corey Sanders.,38,28
16:51,305,Joe Hanel Turnover.,38,28
16:51,305,DePaul  Timeout,38,28
16:46,164,Foul on Jonathan Laurent.,38,28
16:46,164,Jonathan Laurent Turnover.,38,28
16:32,305,Billy Garrett Jr. missed Jumper.,38,28
16:32,305,Brandon Cyrus Offensive Rebound.,38,28
16:19,305,Eli Cain Turnover.,38,28
16:18,164,Jonathan Laurent Steal.,38,28
16:05,164,Mike Williams missed Layup.,38,28
16:05,164,Mike Williams Offensive Rebound.,38,28
16:03,305,Foul on Tre'Darius McCallum.,38,28
16:03,164,Mike Williams made Free Throw.,39,28
16:03,164,Mike Williams made Free Throw.,40,28
15:50,305,Joe Hanel missed Layup.,40,28
15:50,164,Rutgers Defensive Rebound.,40,28
15:46,305,Official TV Timeout,40,28
15:36,164,Candido Sa Turnover.,40,28
15:35,305,Joe Hanel Steal.,40,28
15:22,305,Tre'Darius McCallum Turnover.,40,28
15:02,164,Foul on Deshawn Freeman.,40,28
15:02,164,Deshawn Freeman Turnover.,40,28
14:47,305,Foul on Chris Harrison-Docks.,40,28
14:47,305,Chris Harrison-Docks Turnover.,40,28
14:31,164,Corey Sanders made Jumper.,42,28
14:20,305,Devin Gage Turnover.,42,28
14:19,164,Nigel Johnson Steal.,42,28
14:16,164,Nigel Johnson made Layup.,44,28
13:59,164,Foul on C.J. Gettys.,44,28
13:52,305,Billy Garrett Jr. missed Jumper.,44,28
13:52,164,Corey Sanders Block.,44,28
13:52,164,Nigel Johnson Defensive Rebound.,44,28
13:47,164,Corey Sanders made Layup. Assisted by Nigel Johnson.,46,28
13:24,305,Eli Cain missed Layup.,46,28
13:24,305,Tre'Darius McCallum Offensive Rebound.,46,28
13:19,305,Eli Cain made Layup. Assisted by Tre'Darius McCallum.,46,30
13:03,305,Foul on Devin Gage.,46,30
13:03,164,Corey Sanders made Free Throw.,47,30
13:03,164,Corey Sanders made Free Throw.,48,30
12:45,164,Foul on Corey Sanders.,48,30
12:28,305,Billy Garrett Jr. missed Three Point Jumper.,48,30
12:28,164,Nigel Johnson Defensive Rebound.,48,30
12:12,164,Jonathan Laurent made Layup.,50,30
11:54,305,Devin Gage made Layup.,50,32
11:54,305,Official TV Timeout,50,32
11:49,164,Foul on Shaquille Doorson.,50,32
11:49,164,Shaquille Doorson Turnover.,50,32
11:35,164,Foul on Shaquille Doorson.,50,32
11:35,305,Eli Cain missed Free Throw.,50,32
11:35,305,DePaul Deadball Team Rebound.,50,32
11:35,305,Eli Cain missed Free Throw.,50,32
11:35,164,Deshawn Freeman Defensive Rebound.,50,32
11:13,164,Nigel Johnson made Jumper.,52,32
11:04,305,Brandon Cyrus Turnover.,52,32
11:02,164,Jonathan Laurent Steal.,52,32
10:43,164,Nigel Johnson missed Three Point Jumper.,52,32
10:43,164,Shaquille Doorson Offensive Rebound.,52,32
10:39,164,Shaquille Doorson made Layup.,54,32
10:13,164,Foul on Shaquille Doorson.,54,32
10:13,305,Eli Cain missed Free Throw.,54,32
10:13,164,Mike Williams Defensive Rebound.,54,32
9:58,164,Nigel Johnson Turnover.,54,32
9:38,305,Al Eichelberger made Layup. Assisted by Tre'Darius McCallum.,54,34
9:38,164,Foul on Deshawn Freeman.,54,34
9:38,305,Al Eichelberger missed Free Throw.,54,34
9:38,164,Jonathan Laurent Defensive Rebound.,54,34
9:16,164,Candido Sa missed Layup.,54,34
9:16,164,C.J. Gettys Offensive Rebound.,54,34
9:16,305,Foul on Billy Garrett Jr..,54,34
9:05,164,Corey Sanders missed Jumper.,54,34
9:05,305,Tre'Darius McCallum Defensive Rebound.,54,34
8:56,305,Billy Garrett Jr. made Three Point Jumper. Assisted by Chris Harrison-Docks.,54,37
8:24,305,Foul on Billy Garrett Jr..,54,37
8:24,164,Candido Sa made Free Throw.,55,37
8:24,164,Candido Sa made Free Throw.,56,37
8:06,305,Chris Harrison-Docks missed Three Point Jumper.,56,37
8:06,305,Erten Gazi Offensive Rebound.,56,37
8:00,305,Chris Harrison-Docks made Jumper. Assisted by Erten Gazi.,56,39
7:35,305,Foul on Chris Harrison-Docks.,56,39
7:35,305,Official TV Timeout,56,39
7:35,164,Mike Williams made Free Throw.,57,39
7:35,164,Mike Williams made Free Throw.,58,39
7:08,305,Erten Gazi made Jumper. Assisted by Tre'Darius McCallum.,58,41
6:38,164,Mike Williams made Jumper.,60,41
6:19,305,Chris Harrison-Docks missed Three Point Jumper.,60,41
6:19,164,Mike Williams Defensive Rebound.,60,41
5:49,164,Candido Sa missed Jumper.,60,41
5:49,305,Erten Gazi Defensive Rebound.,60,41
5:37,164,Foul on Corey Sanders.,60,41
5:37,305,Eli Cain missed Free Throw.,60,41
5:37,305,DePaul Deadball Team Rebound.,60,41
5:37,305,Eli Cain made Free Throw.,60,42
5:16,164,Candido Sa missed Layup.,60,42
5:16,305,Joe Hanel Defensive Rebound.,60,42
5:04,305,Eli Cain made Three Point Jumper. Assisted by Chris Harrison-Docks.,60,45
4:51,305,Foul on Eli Cain.,60,45
4:51,164,Nigel Johnson missed Free Throw.,60,45
4:51,305,Tre'Darius McCallum Defensive Rebound.,60,45
4:41,305,Eli Cain made Three Point Jumper.,60,48
4:06,164,Mike Williams missed Jumper.,60,48
4:06,305,Tre'Darius McCallum Defensive Rebound.,60,48
3:49,305,Eli Cain missed Three Point Jumper.,60,48
3:49,305,Chris Harrison-Docks Offensive Rebound.,60,48
3:30,164,Foul on Candido Sa.,60,48
3:30,305,Official TV Timeout,60,48
3:30,305,Tre'Darius McCallum made Free Throw.,60,49
3:30,305,Tre'Darius McCallum made Free Throw.,60,50
3:19,164,Deshawn Freeman made Dunk. Assisted by Corey Sanders.,62,50
3:00,305,Erten Gazi missed Jumper.,62,50
3:00,164,Corey Sanders Block.,62,50
3:00,305,Erten Gazi Offensive Rebound.,62,50
2:54,305,Erten Gazi made Layup.,62,52
2:32,164,Corey Sanders missed Layup.,62,52
2:32,305,Erten Gazi Defensive Rebound.,62,52
2:25,305,Erten Gazi Turnover.,62,52
1:57,305,Foul on Tre'Darius McCallum.,62,52
1:57,164,Nigel Johnson missed Free Throw.,62,52
1:57,164,Rutgers Deadball Team Rebound.,62,52
1:57,164,Nigel Johnson missed Free Throw.,62,52
1:57,305,Joe Hanel Defensive Rebound.,62,52
1:40,305,Erten Gazi missed Three Point Jumper.,62,52
1:40,164,Rutgers Defensive Rebound.,62,52
1:10,164,Nigel Johnson missed Jumper.,62,52
1:10,164,Mike Williams Offensive Rebound.,62,52
1:05,164,Mike Williams made Layup.,64,52
0:47,305,Eli Cain made Jumper.,64,54
0:47,305,DePaul  Timeout,64,54
0:45,164,Deshawn Freeman Turnover.,64,54
0:44,305,Eli Cain Steal.,64,54
0:44,164,Foul on Deshawn Freeman.,64,54
0:44,305,Eli Cain missed Free Throw.,64,54
0:44,305,DePaul Deadball Team Rebound.,64,54
0:44,305,Eli Cain missed Free Throw.,64,54
0:44,164,Deshawn Freeman Defensive Rebound.,64,54
0:36,305,Foul on Joe Hanel.,64,54
0:36,164,Corey Sanders made Free Throw.,65,54
0:36,164,Corey Sanders missed Free Throw.,65,54
0:36,305,Joe Hanel Defensive Rebound.,65,54
0:26,305,Eli Cain made Three Point Jumper.,65,57
0:24,305,DePaul  Timeout,65,57
0:20,164,Corey Sanders Turnover.,65,57
0:19,305,Chris Harrison-Docks Steal.,65,57
0:17,305,Chris Harrison-Docks missed Layup.,65,57
0:17,305,Tre'Darius McCallum Offensive Rebound.,65,57
0:14,305,Tre'Darius McCallum made Layup.,65,59
0:13,305,Foul on Chris Harrison-Docks.,65,59
0:13,164,Nigel Johnson made Free Throw.,66,59
0:13,164,Nigel Johnson missed Free Throw.,66,59
0:13,305,Joe Hanel Defensive Rebound.,66,59
0:05,305,Eli Cain missed Three Point Jumper.,66,59
0:05,164,Deshawn Freeman Defensive Rebound.,66,59
0:00,305,End of 2nd half,66,59
0:00,305,End of Game,66,59
