Holy Names,Error,UC Davis,302
10:37,302,Darius Graham made Free Throw.,14,21
10:37,302,Darius Graham made Free Throw.,14,22
10:25,2868,Jewels Sanders made Jumper.,16,22
9:58,302,Lawrence White missed Layup.,16,22
9:58,302,Garrison Goode Offensive Rebound.,16,22
9:51,302,Lawrence White missed Three Point Jumper.,16,22
9:51,2868,Jason Webster Defensive Rebound.,16,22
9:43,2868,Jewels Sanders Turnover.,16,22
9:21,2868,Foul on Jason Webster.,16,22
9:11,2868,Foul on Jewels Sanders.,16,22
9:11,302,Lawrence White missed Free Throw.,16,22
9:11,302,UC Davis Deadball Team Rebound.,16,22
9:11,302,Lawrence White made Free Throw.,16,23
9:02,2868,Reece Wible Turnover.,16,23
9:02,302,Garrison Goode Steal.,16,23
8:54,302,Garrison Goode made Layup.,16,25
8:37,2868,Foul on Reece Wible.,16,25
8:37,2868,Reece Wible Turnover.,16,25
8:23,302,Chima Moneke made Layup. Assisted by Garrison Goode.,16,27
8:07,2868,Andre Green missed Three Point Jumper.,16,27
8:07,302,Chima Moneke Defensive Rebound.,16,27
8:00,302,Brynton Lemar missed Three Point Jumper.,16,27
8:00,2868,Holy Names University Defensive Rebound.,16,27
7:55,302,Official TV Timeout,16,27
7:32,2868,Marcelas Perry missed Three Point Jumper.,16,27
7:32,2868,Reece Wible Offensive Rebound.,16,27
7:05,2868,Zachary Rower missed Layup.,16,27
7:05,302,Chima Moneke Block.,16,27
7:04,302,Darius Graham Defensive Rebound.,16,27
6:58,302,Darius Graham made Layup.,16,29
6:40,2868,Zac Young made Layup. Assisted by Marcelas Perry.,18,29
6:28,302,Darius Graham made Layup.,18,31
6:25,2868,Holy Names University  Timeout,18,31
5:55,2868,Holy Names University  Turnover.,18,31
5:41,302,Chima Moneke made Dunk. Assisted by Siler Schneider.,18,33
5:17,302,Foul on Brynton Lemar.,18,33
5:11,302,Foul on Mikey Henn.,18,33
4:53,2868,Zac Young made Jumper.,20,33
4:41,302,Siler Schneider Turnover.,20,33
4:38,2868,Zac Young Steal.,20,33
4:37,2868,Zac Young missed Layup.,20,33
4:37,2868,Reece Wible Offensive Rebound.,20,33
4:33,2868,Reece Wible made Two Point Tip Shot.,22,33
4:12,2868,Foul on Reece Wible.,22,33
4:12,302,Brynton Lemar made Free Throw.,22,34
4:12,302,Brynton Lemar made Free Throw.,22,35
3:45,302,Official TV Timeout,22,35
3:39,2868,Zac Young missed Layup.,22,35
3:39,302,Joe Mooney Defensive Rebound.,22,35
3:22,302,Siler Schneider missed Three Point Jumper.,22,35
3:22,302,Garrison Goode Offensive Rebound.,22,35
3:18,302,Garrison Goode made Layup.,22,37
2:49,2868,Marcelas Perry missed Three Point Jumper.,22,37
2:49,302,Siler Schneider Defensive Rebound.,22,37
2:42,302,Foul on Siler Schneider.,22,37
2:42,302,Siler Schneider Turnover.,22,37
2:28,2868,Andre Green Turnover.,22,37
2:20,302,Garrison Goode made Layup. Assisted by Mikey Henn.,22,39
1:59,302,Foul on Garrison Goode.,22,39
1:56,2868,Zac Young missed Layup.,22,39
1:56,302,Brynton Lemar Defensive Rebound.,22,39
1:49,302,Brynton Lemar missed Jumper.,22,39
1:49,2868,Ryan Herrera Defensive Rebound.,22,39
1:33,2868,Andre Green Turnover.,22,39
1:33,302,Mikey Henn Steal.,22,39
1:20,302,Siler Schneider missed Layup.,22,39
1:20,302,Garrison Goode Offensive Rebound.,22,39
1:19,302,Mikey Henn missed Jumper.,22,39
1:19,2868,Jake Higgins Defensive Rebound.,22,39
0:55,2868,Jake Higgins made Three Point Jumper. Assisted by Marcelas Perry.,25,39
0:38,302,Mikey Henn made Layup. Assisted by Garrison Goode.,25,41
0:18,2868,Marcelas Perry made Jumper.,27,41
0:02,2868,Foul on Marcelas Perry.,27,41
0:02,302,Siler Schneider made Free Throw.,27,42
0:02,302,Siler Schneider missed Free Throw.,27,42
0:02,2868,Dante Robinson Defensive Rebound.,27,42
0:00,302,End of 1st half,27,42
19:50,302,Chima Moneke made Layup. Assisted by Garrison Goode.,27,44
19:27,2868,Jason Webster missed Jumper.,27,44
19:27,302,Lawrence White Defensive Rebound.,27,44
19:16,2868,Foul on Zachary Rower.,27,44
19:16,302,Lawrence White made Free Throw.,27,45
19:16,302,Lawrence White made Free Throw.,27,46
18:55,2868,Reece Wible made Three Point Jumper. Assisted by Jason Webster.,30,46
18:33,302,Darius Graham made Three Point Jumper. Assisted by Brynton Lemar.,30,49
18:16,2868,Marcelas Perry Turnover.,30,49
18:14,302,Chima Moneke Steal.,30,49
18:12,302,Chima Moneke made Dunk.,30,51
17:54,302,Foul on Lawrence White.,30,51
17:53,2868,Zac Young missed Layup.,30,51
17:53,2868,Zachary Rower Offensive Rebound.,30,51
17:51,2868,Zachary Rower made Layup.,32,51
17:24,302,Chima Moneke made Dunk. Assisted by Darius Graham.,32,53
17:00,2868,Marcelas Perry missed Three Point Jumper.,32,53
17:00,302,Garrison Goode Defensive Rebound.,32,53
16:49,2868,Foul on Zac Young.,32,53
16:49,302,Darius Graham missed Free Throw.,32,53
16:49,302,UC Davis Deadball Team Rebound.,32,53
16:49,302,Darius Graham made Free Throw.,32,54
16:39,302,Foul on Garrison Goode.,32,54
16:39,2868,Jamarae Moss missed Free Throw.,32,54
16:39,2868,Holy Names University Deadball Team Rebound.,32,54
16:39,2868,Jamarae Moss missed Free Throw.,32,54
16:39,302,Garrison Goode Defensive Rebound.,32,54
16:14,2868,Foul on Jamarae Moss.,32,54
16:10,302,Chima Moneke missed Layup.,32,54
16:10,2868,Jason Webster Block.,32,54
16:10,2868,Jewels Sanders Defensive Rebound.,32,54
16:03,2868,Reece Wible made Layup.,34,54
15:49,302,Brynton Lemar missed Three Point Jumper.,34,54
15:49,2868,Jamarae Moss Defensive Rebound.,34,54
15:41,2868,Jason Webster missed Jumper.,34,54
15:41,302,UC Davis Defensive Rebound.,34,54
15:37,302,Official TV Timeout,34,54
15:20,302,Lawrence White Turnover.,34,54
15:19,2868,Marcelas Perry Steal.,34,54
15:17,2868,Marcelas Perry made Layup.,36,54
15:03,302,Lawrence White made Layup. Assisted by Arell Hennings.,36,56
15:03,2868,Foul on Jamarae Moss.,36,56
15:03,302,Lawrence White missed Free Throw.,36,56
15:03,302,Lawrence White Offensive Rebound.,36,56
14:58,302,Arell Hennings missed Three Point Jumper.,36,56
14:58,2868,Reece Wible Defensive Rebound.,36,56
14:29,2868,Marcelas Perry missed Jumper.,36,56
14:29,302,Lawrence White Defensive Rebound.,36,56
14:18,2868,Foul on Jason Webster.,36,56
14:12,2868,Foul on Ryan Herrera.,36,56
14:12,302,Siler Schneider made Free Throw.,36,57
14:12,302,Siler Schneider missed Free Throw.,36,57
14:12,2868,Dante Robinson Defensive Rebound.,36,57
13:58,302,Foul on Mikey Henn.,36,57
13:58,2868,Jewels Sanders made Free Throw.,37,57
13:58,2868,Jewels Sanders made Free Throw.,38,57
13:48,302,Arell Hennings Turnover.,38,57
13:47,2868,Dante Robinson Steal.,38,57
13:45,2868,Dante Robinson missed Three Point Jumper.,38,57
13:45,2868,Jason Webster Offensive Rebound.,38,57
13:42,2868,Jason Webster made Two Point Tip Shot.,40,57
13:24,302,Joe Mooney missed Layup.,40,57
13:24,302,Garrison Goode Offensive Rebound.,40,57
13:22,302,Garrison Goode missed Layup.,40,57
13:22,2868,Marcelas Perry Defensive Rebound.,40,57
13:16,2868,Jewels Sanders made Three Point Jumper. Assisted by Marcelas Perry.,43,57
12:46,302,Joe Mooney missed Three Point Jumper.,43,57
12:45,2868,Jason Webster Block.,43,57
12:45,302,UC Davis Offensive Rebound.,43,57
12:43,302,Darius Graham missed Three Point Jumper.,43,57
12:43,2868,Holy Names University Deadball Team Rebound.,43,57
12:28,2868,Jewels Sanders missed Jumper.,43,57
12:28,302,Chima Moneke Defensive Rebound.,43,57
12:25,2868,Foul on Zachary Rower.,43,57
12:25,302,Chima Moneke made Free Throw.,43,58
12:25,302,Chima Moneke missed Free Throw.,43,58
12:25,2868,Zachary Rower Defensive Rebound.,43,58
12:07,2868,Zachary Rower made Jumper. Assisted by Andre Green.,45,58
11:41,302,Chima Moneke made Layup. Assisted by Siler Schneider.,45,60
11:19,2868,Andre Green made Jumper. Assisted by Marcelas Perry.,47,60
10:59,302,Siler Schneider missed Jumper.,47,60
10:59,2868,Andre Green Block.,47,60
10:56,2868,Dante Robinson Defensive Rebound.,47,60
10:40,2868,Jewels Sanders missed Three Point Jumper.,47,60
10:40,302,UC Davis Defensive Rebound.,47,60
10:37,302,Official TV Timeout,47,60
10:25,302,Garrison Goode Turnover.,47,60
10:22,2868,Dante Robinson Turnover.,47,60
10:19,302,Brynton Lemar missed Three Point Jumper.,47,60
10:19,302,Chima Moneke Offensive Rebound.,47,60
10:14,302,Chima Moneke made Two Point Tip Shot.,47,62
9:23,2868,Dante Robinson missed Three Point Jumper.,47,62
9:23,2868,Jewels Sanders Offensive Rebound.,47,62
9:19,2868,Jewels Sanders missed Layup.,47,62
9:19,2868,Dante Robinson Offensive Rebound.,47,62
9:18,302,Foul on Garrison Goode.,47,62
9:18,2868,Dante Robinson missed Free Throw.,47,62
9:18,2868,Holy Names University Deadball Team Rebound.,47,62
9:18,2868,Dante Robinson made Free Throw.,48,62
8:57,302,Chima Moneke made Dunk. Assisted by Garrison Goode.,48,64
8:31,2868,Jewels Sanders made Layup.,50,64
8:14,302,Lawrence White made Layup.,50,66
8:07,2868,Foul on Dante Robinson.,50,66
8:07,2868,Dante Robinson Turnover.,50,66
7:55,302,Chima Moneke missed Layup.,50,66
7:55,2868,Dante Robinson Defensive Rebound.,50,66
7:31,2868,Marcelas Perry made Three Point Jumper. Assisted by Jason Webster.,53,66
7:17,2868,Foul on Zac Young.,53,66
7:17,302,Official TV Timeout,53,66
7:17,302,Lawrence White made Free Throw.,53,67
7:17,302,Lawrence White made Free Throw.,53,68
7:06,2868,Dante Robinson missed Jumper.,53,68
7:06,302,Garrison Goode Defensive Rebound.,53,68
6:53,302,Lawrence White Turnover.,53,68
6:39,2868,Dante Robinson missed Jumper.,53,68
6:39,302,Siler Schneider Defensive Rebound.,53,68
6:31,302,Lawrence White made Dunk. Assisted by Siler Schneider.,53,70
6:31,2868,Foul on Jason Webster.,53,70
6:31,302,Lawrence White made Free Throw.,53,71
6:13,2868,Marcelas Perry missed Jumper.,53,71
6:13,302,Siler Schneider Defensive Rebound.,53,71
6:03,302,Mikey Henn missed Jumper.,53,71
6:03,2868,Reece Wible Defensive Rebound.,53,71
5:54,2868,Andre Green missed Jumper.,53,71
5:54,302,Garrison Goode Block.,53,71
5:53,302,Mikey Henn Defensive Rebound.,53,71
5:39,302,Joe Mooney missed Three Point Jumper.,53,71
5:39,302,Lawrence White Offensive Rebound.,53,71
5:35,302,Lawrence White missed Layup.,53,71
5:35,302,Garrison Goode Offensive Rebound.,53,71
5:33,302,Garrison Goode made Two Point Tip Shot.,53,73
5:11,2868,Jason Webster made Jumper.,55,73
4:56,302,Garrison Goode made Free Throw.,55,74
4:56,302,Garrison Goode missed Free Throw.,55,74
4:56,2868,Reece Wible Defensive Rebound.,55,74
4:55,2868,Foul on Reece Wible.,55,74
4:39,2868,Foul on Reece Wible.,55,74
4:39,2868,Reece Wible Turnover.,55,74
4:29,302,Siler Schneider missed Jumper.,55,74
4:29,302,Joe Mooney Offensive Rebound.,55,74
4:18,302,Foul on Georgi Funtarov.,55,74
4:18,302,Georgi Funtarov Turnover.,55,74
4:08,302,Foul on Siler Schneider.,55,74
4:01,302,Foul on Joe Mooney.,55,74
4:01,2868,Jason Webster missed Free Throw.,55,74
4:01,2868,Holy Names University Deadball Team Rebound.,55,74
4:01,2868,Jason Webster made Free Throw.,56,74
3:54,2868,Foul on Jewels Sanders.,56,74
3:54,302,Mikey Henn made Free Throw.,56,75
3:53,302,Mikey Henn missed Free Throw.,56,75
3:53,2868,Ryan Herrera Defensive Rebound.,56,75
3:27,2868,Jamarae Moss made Layup. Assisted by Jake Higgins.,58,75
3:10,302,Georgi Funtarov made Layup. Assisted by Siler Schneider.,58,77
3:10,2868,Foul on Justin Canzoneri.,58,77
3:10,302,Georgi Funtarov missed Free Throw.,58,77
3:10,2868,Ryan Herrera Defensive Rebound.,58,77
2:55,2868,Jake Higgins made Three Point Jumper. Assisted by Justin Canzoneri.,61,77
2:45,302,Siler Schneider made Three Point Jumper. Assisted by Mikey Henn.,61,80
2:31,2868,Jake Higgins made Three Point Jumper.,64,80
2:16,302,Siler Schneider missed Three Point Jumper.,64,80
2:16,2868,Jake Higgins Defensive Rebound.,64,80
2:15,302,Foul on Georgi Funtarov.,64,80
2:15,2868,Ryan Herrera missed Free Throw.,64,80
2:15,302,Michael Onyebalu Defensive Rebound.,64,80
1:58,302,Mikey Henn made Layup. Assisted by Arell Hennings.,64,82
1:57,2868,Foul on Jamarae Moss.,64,82
1:57,302,Mikey Henn made Free Throw.,64,83
1:51,2868,Jake Higgins missed Three Point Jumper.,64,83
1:51,2868,Jamarae Moss Offensive Rebound.,64,83
1:45,2868,Ryan Herrera missed Layup.,64,83
1:45,2868,Ryan Herrera Offensive Rebound.,64,83
1:40,2868,Ryan Herrera missed Two Point Tip Shot.,64,83
1:40,302,Georgi Funtarov Defensive Rebound.,64,83
1:33,302,Arell Hennings Turnover.,64,83
1:32,2868,Jamarae Moss Steal.,64,83
1:30,2868,Jamarae Moss made Layup.,66,83
1:13,2868,Foul on Jamarae Moss.,66,83
1:13,302,Mikey Henn made Free Throw.,66,84
1:13,302,Mikey Henn missed Free Throw.,66,84
1:13,302,Georgi Funtarov Offensive Rebound.,66,84
1:10,302,Georgi Funtarov made Layup.,66,86
1:10,2868,Foul on Fabian Arciniega.,66,86
1:10,302,Georgi Funtarov missed Free Throw.,66,86
1:10,2868,Jamarae Moss Defensive Rebound.,66,86
0:56,2868,Ryan Herrera Turnover.,66,86
0:55,302,Michael Onyebalu Steal.,66,86
0:54,302,Joe Mooney Turnover.,66,86
0:52,2868,Jake Higgins Steal.,66,86
0:50,2868,Jake Higgins made Three Point Jumper.,69,86
0:46,302,Arell Hennings made Three Point Jumper.,69,89
0:45,2868,Holy Names University  Timeout,69,89
0:37,2868,Justin Canzoneri made Three Point Jumper. Assisted by Jake Higgins.,72,89
0:15,302,Arell Hennings Turnover.,72,89
0:14,2868,Fabian Arciniega Steal.,72,89
0:10,2868,Fabian Arciniega missed Layup.,72,89
0:10,2868,Jake Higgins Offensive Rebound.,72,89
0:01,2868,Jake Higgins made Three Point Jumper.,75,89
0:00,302,End of Game,75,89
