Northeastern,41,Connecticut,111
4:23,111,Donnell Gresham Jr. missed Three Point Jumper.,29,29
4:23,41,Terry Larrier Defensive Rebound.,29,29
4:10,41,Terry Larrier made Jumper.,29,31
3:43,111,T.J. Williams made Jumper.,31,31
3:17,41,Kentan Facey missed Jumper.,31,31
3:17,111,Alex Murphy Defensive Rebound.,31,31
3:09,111,T.J. Williams made Layup.,33,31
2:53,41,Terry Larrier missed Three Point Jumper.,33,31
2:53,111,Donnell Gresham Jr. Defensive Rebound.,33,31
2:32,111,Donnell Gresham Jr. missed Three Point Jumper.,33,31
2:32,111,Alex Murphy Offensive Rebound.,33,31
2:30,111,Alex Murphy Turnover.,33,31
2:29,41,Official TV Timeout,33,31
2:02,41,Rodney Purvis missed Three Point Jumper.,33,31
1:50,111,T.J. Williams Defensive Rebound.,33,31
1:34,111,Maxime Boursiquot missed Jumper.,33,31
1:34,41,Rodney Purvis Defensive Rebound.,33,31
1:03,41,Rodney Purvis missed Three Point Jumper.,33,31
1:03,111,T.J. Williams Defensive Rebound.,33,31
0:54,111,Maxime Boursiquot made Layup. Assisted by T.J. Williams.,35,31
0:48,41,Connecticut  Timeout,35,31
0:39,41,Jalen Adams Turnover.,35,31
0:38,111,Devon Begley Steal.,35,31
0:18,111,T.J. Williams missed Layup.,35,31
0:18,41,Kentan Facey Block.,35,31
0:17,41,Alterique Gilbert Defensive Rebound.,35,31
0:12,41,Terry Larrier missed Layup.,35,31
0:12,41,Terry Larrier Offensive Rebound.,35,31
0:09,41,Terry Larrier missed Layup.,35,31
0:09,111,Anthony Green Block.,35,31
0:07,111,Maxime Boursiquot Defensive Rebound.,35,31
0:04,111,T.J. Williams missed Layup.,35,31
0:04,41,Kentan Facey Block.,35,31
0:03,111,Maxime Boursiquot Offensive Rebound.,35,31
0:02,111,Maxime Boursiquot missed Layup.,35,31
0:02,41,Alterique Gilbert Defensive Rebound.,35,31
0:00,41,End of 1st half,35,31
19:40,111,Foul on Jeremy Miller.,35,31
19:40,111,Jeremy Miller Turnover.,35,31
19:32,41,Jalen Adams made Layup.,35,33
19:14,111,Jeremy Miller missed Three Point Jumper.,35,33
19:14,41,Jalen Adams Defensive Rebound.,35,33
18:59,41,Jalen Adams made Layup.,35,35
18:34,111,Donnell Gresham Jr. Turnover.,35,35
18:33,41,Rodney Purvis Steal.,35,35
18:31,111,Foul on Donnell Gresham Jr..,35,35
18:31,41,Amida Brimah missed Free Throw.,35,35
18:31,41,Connecticut Deadball Team Rebound.,35,35
18:31,41,Amida Brimah made Free Throw.,35,36
18:12,111,T.J. Williams missed Jumper.,35,36
18:12,111,Alex Murphy Offensive Rebound.,35,36
18:00,41,Foul on Terry Larrier.,35,36
18:00,111,Alex Murphy missed Free Throw.,35,36
18:00,111,Northeastern Deadball Team Rebound.,35,36
18:00,111,Alex Murphy made Free Throw.,36,36
17:29,41,Rodney Purvis made Jumper.,36,38
17:21,111,Anthony Green missed Layup.,36,38
17:21,41,Amida Brimah Block.,36,38
17:18,41,Jalen Adams Defensive Rebound.,36,38
17:14,41,Alterique Gilbert missed Three Point Jumper.,36,38
17:14,111,Alex Murphy Defensive Rebound.,36,38
16:53,111,Shawn Occeus missed Jumper.,36,38
16:53,41,Terry Larrier Block.,36,38
16:51,41,Rodney Purvis Defensive Rebound.,36,38
16:43,41,Amida Brimah made Dunk. Assisted by Terry Larrier.,36,40
16:18,111,T.J. Williams Turnover.,36,40
16:17,41,Rodney Purvis Steal.,36,40
16:14,41,Rodney Purvis Turnover.,36,40
16:13,111,Alex Murphy Steal.,36,40
16:09,111,T.J. Williams missed Layup.,36,40
16:09,41,Amida Brimah Block.,36,40
16:07,41,Jalen Adams Defensive Rebound.,36,40
15:40,41,Amida Brimah Turnover.,36,40
15:39,41,Official TV Timeout,36,40
15:21,111,Devon Begley made Three Point Jumper. Assisted by Alex Murphy.,39,40
15:05,41,Terry Larrier made Dunk. Assisted by Alterique Gilbert.,39,42
14:47,111,Alex Murphy Turnover.,39,42
14:28,41,Jalen Adams missed Jumper.,39,42
14:28,111,T.J. Williams Defensive Rebound.,39,42
14:20,111,Maxime Boursiquot missed Jumper.,39,42
14:20,41,Amida Brimah Block.,39,42
14:20,111,Northeastern Offensive Rebound.,39,42
14:11,111,T.J. Williams made Three Point Jumper. Assisted by Devon Begley.,42,42
13:44,41,Rodney Purvis missed Three Point Jumper.,42,42
13:44,111,Alex Murphy Defensive Rebound.,42,42
13:30,111,T.J. Williams made Three Point Jumper. Assisted by Alex Murphy.,45,42
13:07,111,Foul on Anthony Green.,45,42
13:07,41,Alterique Gilbert missed Free Throw.,45,42
13:07,41,Connecticut Deadball Team Rebound.,45,42
13:07,41,Alterique Gilbert missed Free Throw.,45,42
13:07,111,Anthony Green Defensive Rebound.,45,42
12:51,111,Devon Begley missed Layup.,45,42
12:51,111,Anthony Green Offensive Rebound.,45,42
12:49,111,Anthony Green made Two Point Tip Shot.,47,42
12:29,41,Jalen Adams missed Layup.,47,42
12:29,41,Steven Enoch Offensive Rebound.,47,42
12:27,41,Steven Enoch missed Layup.,47,42
12:27,111,Maxime Boursiquot Defensive Rebound.,47,42
12:23,111,Maxime Boursiquot Turnover.,47,42
12:22,41,Alterique Gilbert Steal.,47,42
12:20,41,Alterique Gilbert made Layup.,47,44
12:00,111,Anthony Green missed Jumper.,47,44
12:00,111,T.J. Williams Offensive Rebound.,47,44
11:58,111,T.J. Williams missed Two Point Tip Shot.,47,44
11:58,111,Maxime Boursiquot Offensive Rebound.,47,44
11:56,111,Maxime Boursiquot made Jumper.,49,44
11:44,41,Vance Jackson missed Layup.,49,44
11:44,41,Connecticut Offensive Rebound.,49,44
11:44,111,Foul on Maxime Boursiquot.,49,44
11:44,41,Official TV Timeout,49,44
11:27,41,Terry Larrier made Layup.,49,46
10:53,111,T.J. Williams made Jumper.,51,46
10:35,41,Vance Jackson missed Three Point Jumper.,51,46
10:35,111,Devon Begley Defensive Rebound.,51,46
10:11,111,Maxime Boursiquot Turnover.,51,46
10:10,41,Terry Larrier Steal.,51,46
10:08,111,Foul on Devon Begley.,51,46
10:08,41,Terry Larrier made Free Throw.,51,47
10:08,41,Terry Larrier missed Free Throw.,51,47
10:08,111,Alex Murphy Defensive Rebound.,51,47
9:47,111,T.J. Williams made Jumper.,53,47
9:39,111,Foul on Anthony Green.,53,47
9:39,41,Amida Brimah made Free Throw.,53,48
9:39,41,Amida Brimah made Free Throw.,53,49
9:17,111,Jeremy Miller missed Three Point Jumper.,53,49
9:17,41,Jalen Adams Defensive Rebound.,53,49
8:57,41,Jalen Adams missed Layup.,53,49
8:57,41,Amida Brimah Offensive Rebound.,53,49
8:55,41,Amida Brimah Turnover.,53,49
8:43,41,Foul on Vance Jackson.,53,49
8:36,111,Jeremy Miller missed Three Point Jumper.,53,49
8:36,41,Amida Brimah Defensive Rebound.,53,49
8:15,41,Rodney Purvis missed Three Point Jumper.,53,49
8:15,111,Northeastern Defensive Rebound.,53,49
8:15,41,Foul on Amida Brimah.,53,49
8:01,111,Alex Murphy missed Three Point Jumper.,53,49
8:01,41,Amida Brimah Defensive Rebound.,53,49
7:45,41,Terry Larrier missed Jumper.,53,49
7:45,41,Terry Larrier Offensive Rebound.,53,49
7:42,41,Terry Larrier Turnover.,53,49
7:40,111,Alex Murphy Steal.,53,49
7:29,111,Devon Begley missed Three Point Jumper.,53,49
7:29,41,Alterique Gilbert Defensive Rebound.,53,49
7:22,41,Terry Larrier missed Layup.,53,49
7:22,111,Alex Murphy Defensive Rebound.,53,49
7:10,111,Northeastern  Turnover.,53,49
7:10,41,Official TV Timeout,53,49
6:48,41,Vance Jackson made Three Point Jumper. Assisted by Rodney Purvis.,53,52
6:13,41,Foul on Rodney Purvis.,53,52
6:13,111,T.J. Williams made Free Throw.,54,52
6:13,111,T.J. Williams made Free Throw.,55,52
5:53,41,Vance Jackson missed Three Point Jumper.,55,52
5:53,111,Alex Murphy Defensive Rebound.,55,52
5:43,111,Anthony Green missed Layup.,55,52
5:43,111,Devon Begley Offensive Rebound.,55,52
5:36,111,Alex Murphy made Jumper.,57,52
5:05,41,Jalen Adams made Jumper.,57,54
4:50,111,Anthony Green missed Jumper.,57,54
4:50,41,Amida Brimah Block.,57,54
4:48,111,Anthony Green Offensive Rebound.,57,54
4:47,111,Anthony Green made Layup.,59,54
4:27,41,Alterique Gilbert missed Three Point Jumper.,59,54
4:27,111,Devon Begley Defensive Rebound.,59,54
4:01,111,Alex Murphy missed Three Point Jumper.,59,54
4:01,41,Alterique Gilbert Defensive Rebound.,59,54
3:52,41,Alterique Gilbert Turnover.,59,54
3:51,111,T.J. Williams Steal.,59,54
3:49,111,Alex Murphy made Dunk.,61,54
3:48,41,Connecticut  Timeout,61,54
3:29,41,Terry Larrier made Jumper. Assisted by Jalen Adams.,61,56
3:14,111,T.J. Williams Turnover.,61,56
3:13,41,Alterique Gilbert Steal.,61,56
3:10,41,Official TV Timeout,61,56
2:54,41,Alterique Gilbert made Three Point Jumper. Assisted by Rodney Purvis.,61,59
2:16,111,Donnell Gresham Jr. made Three Point Jumper. Assisted by Devon Begley.,64,59
2:05,41,Terry Larrier Turnover.,64,59
1:40,111,Donnell Gresham Jr. Turnover.,64,59
1:36,41,Connecticut  Timeout,64,59
1:15,41,Terry Larrier made Jumper.,64,61
1:07,111,Alex Murphy Turnover.,64,61
0:57,41,Terry Larrier missed Three Point Jumper.,64,61
0:57,111,Devon Begley Defensive Rebound.,64,61
0:53,41,Foul on Rodney Purvis.,64,61
0:51,41,Foul on Jalen Adams.,64,61
0:29,111,Devon Begley missed Three Point Jumper.,64,61
0:29,41,Connecticut Defensive Rebound.,64,61
0:26,41,Connecticut  Timeout,64,61
0:11,41,Terry Larrier missed Three Point Jumper.,64,61
0:11,111,Northeastern Defensive Rebound.,64,61
0:00,111,Alex Murphy Turnover.,64,61
0:00,41,Alterique Gilbert Steal.,64,61
0:00,41,Alterique Gilbert missed Three Point Jumper.,64,61
0:00,111,Alex Murphy Defensive Rebound.,64,61
0:00,41,End of Game,64,61
