Wagner,2349,UMass Lowell,2681
17:18,2681,Corey Henson made Three Point Jumper. Assisted by JoJo Cooper.,31,43
17:01,2349,Isaac White missed Three Point Jumper.,31,43
17:01,2681,Shack Scott Defensive Rebound.,31,43
16:58,2349,Foul on Jahad Thomas.,31,43
16:43,2681,Corey Henson Turnover.,31,43
16:43,2349,Jahad Thomas Steal.,31,43
16:43,2681,Foul on Corey Henson.,31,43
16:25,2349,Jahad Thomas made Jumper. Assisted by Tyler Livingston.,31,45
16:03,2681,Michael Carey missed Jumper.,31,45
16:03,2681,Mike Aaman Offensive Rebound.,31,45
15:54,2681,Corey Henson missed Jumper.,31,45
15:54,2349,UMass Lowell Defensive Rebound.,31,45
15:53,2681,Foul on Shack Scott.,31,45
15:53,2349,Official TV Timeout,31,45
15:39,2349,Isaac White made Jumper.,31,47
15:24,2681,Michael Carey made Layup. Assisted by JoJo Cooper.,33,47
15:09,2349,Stefan Borovac missed Layup.,33,47
15:09,2349,Tyler Livingston Offensive Rebound.,33,47
15:09,2681,Foul on AJ Sumbry.,33,47
15:02,2349,Jahad Thomas Turnover.,33,47
15:01,2681,AJ Sumbry Steal.,33,47
14:56,2349,Foul on Stefan Borovac.,33,47
14:46,2349,Foul on Logan Primerano.,33,47
14:46,2681,AJ Sumbry made Free Throw.,34,47
14:46,2681,AJ Sumbry made Free Throw.,35,47
14:38,2349,Isaac White Turnover.,35,47
14:37,2681,Blake Francis Steal.,35,47
14:34,2681,Blake Francis made Layup.,37,47
14:16,2349,Jahad Thomas made Layup.,37,49
13:53,2681,Blake Francis Turnover.,37,49
13:52,2349,Jahad Thomas Steal.,37,49
13:45,2349,Cameron Wolter made Jumper. Assisted by Jahad Thomas.,37,51
13:34,2349,Foul on Logan Primerano.,37,51
13:23,2349,Foul on Tyler Livingston.,37,51
13:23,2681,Corey Henson made Free Throw.,38,51
13:23,2681,Corey Henson made Free Throw.,39,51
13:07,2349,Foul on Cameron Wolter.,39,51
13:07,2349,Cameron Wolter Turnover.,39,51
12:51,2349,Foul on Tyler Livingston.,39,51
12:51,2681,JoJo Cooper made Free Throw.,40,51
12:51,2681,JoJo Cooper made Free Throw.,41,51
12:36,2349,Tyler Livingston Turnover.,41,51
12:35,2681,Corey Henson Steal.,41,51
12:30,2681,Devin Liggeons made Three Point Jumper. Assisted by Corey Henson.,44,51
12:13,2681,Foul on Blake Francis.,44,51
12:06,2681,Foul on Devin Liggeons.,44,51
11:50,2349,Cameron Wolter missed Layup.,44,51
11:50,2681,Shack Scott Block.,44,51
11:49,2681,Michael Carey Defensive Rebound.,44,51
11:39,2681,AJ Sumbry Turnover.,44,51
11:38,2349,Matt Harris Steal.,44,51
11:35,2349,Ryan Jones missed Jumper.,44,51
11:35,2681,AJ Sumbry Defensive Rebound.,44,51
11:33,2349,Foul on Cameron Wolter.,44,51
11:33,2349,Official TV Timeout,44,51
11:33,2681,AJ Sumbry made Free Throw.,45,51
11:33,2681,AJ Sumbry made Free Throw.,46,51
11:09,2349,Tyler Livingston missed Layup.,46,51
11:09,2681,AJ Sumbry Defensive Rebound.,46,51
10:48,2681,Corey Henson missed Three Point Jumper.,46,51
10:48,2349,Tyler Livingston Defensive Rebound.,46,51
10:27,2349,Tyler Livingston made Three Point Jumper. Assisted by Jahad Thomas.,46,54
10:06,2681,Foul on JoJo Cooper.,46,54
10:06,2681,JoJo Cooper Turnover.,46,54
9:52,2349,Matt Harris missed Three Point Jumper.,46,54
9:52,2681,Blake Francis Defensive Rebound.,46,54
9:43,2681,Michael Carey made Layup. Assisted by JoJo Cooper.,48,54
9:26,2349,Isaac White made Three Point Jumper. Assisted by Matt Harris.,48,57
9:11,2681,Mike Aaman made Layup. Assisted by Corey Henson.,50,57
9:11,2681,Wagner  Timeout,50,57
9:09,2349,Matt Harris Turnover.,50,57
8:56,2681,Corey Henson missed Three Point Jumper.,50,57
8:56,2349,Jahad Thomas Defensive Rebound.,50,57
8:52,2681,Foul on Michael Carey.,50,57
8:52,2349,Jahad Thomas missed Free Throw.,50,57
8:52,2349,Jahad Thomas Offensive Rebound.,50,57
8:48,2349,Jahad Thomas made Layup.,50,59
8:30,2681,Michael Carey missed Layup.,50,59
8:30,2681,Mike Aaman Offensive Rebound.,50,59
8:27,2681,Mike Aaman made Layup.,52,59
8:24,2681,Foul on Blake Francis.,52,59
8:24,2349,Isaac White made Free Throw.,52,60
8:24,2349,Isaac White made Free Throw.,52,61
8:11,2349,Foul on Isaac White.,52,61
8:11,2681,Corey Henson missed Free Throw.,52,61
8:11,2681,AJ Sumbry Offensive Rebound.,52,61
8:06,2681,AJ Sumbry missed Layup.,52,61
8:06,2681,AJ Sumbry Offensive Rebound.,52,61
8:03,2681,Michael Carey missed Jumper.,52,61
8:03,2681,Wagner Offensive Rebound.,52,61
7:48,2681,Corey Henson made Layup.,54,61
7:22,2349,Isaac White missed Three Point Jumper.,54,61
7:22,2681,JoJo Cooper Defensive Rebound.,54,61
7:15,2681,JoJo Cooper Turnover.,54,61
6:56,2349,Tyler Livingston missed Jumper.,54,61
6:56,2681,JoJo Cooper Defensive Rebound.,54,61
6:51,2681,Shack Scott Turnover.,54,61
6:51,2681,Foul on Shack Scott.,54,61
6:30,2349,Logan Primerano made Jumper. Assisted by Matt Harris.,54,63
6:16,2681,Michael Carey missed Layup.,54,63
6:16,2681,Blake Francis Offensive Rebound.,54,63
6:12,2681,Michael Carey made Jumper.,56,63
5:57,2681,Foul on Michael Carey.,56,63
5:57,2349,Jahad Thomas made Free Throw.,56,64
5:57,2349,Jahad Thomas missed Free Throw.,56,64
5:57,2681,Shack Scott Defensive Rebound.,56,64
5:37,2349,Foul on Matt Harris.,56,64
5:37,2681,Corey Henson missed Free Throw.,56,64
5:37,2681,Wagner Deadball Team Rebound.,56,64
5:37,2681,Corey Henson made Free Throw.,57,64
5:24,2349,Matt Harris made Layup.,57,66
5:24,2681,Foul on AJ Sumbry.,57,66
5:24,2349,Matt Harris made Free Throw.,57,67
5:09,2681,Corey Henson missed Three Point Jumper.,57,67
5:09,2681,JoJo Cooper Offensive Rebound.,57,67
4:56,2681,JoJo Cooper missed Three Point Jumper.,57,67
4:56,2681,Wagner Offensive Rebound.,57,67
4:54,2681,Foul on Shack Scott.,57,67
4:54,2349,Jahad Thomas made Free Throw.,57,68
4:54,2349,Jahad Thomas made Free Throw.,57,69
4:35,2681,Corey Henson made Layup.,59,69
4:23,2349,Matt Harris missed Three Point Jumper.,59,69
4:23,2681,JoJo Cooper Defensive Rebound.,59,69
4:09,2681,Mike Aaman missed Layup.,59,69
4:09,2681,Michael Carey Offensive Rebound.,59,69
4:06,2681,Blake Francis made Layup.,61,69
3:54,2349,UMass Lowell  Timeout,61,69
3:40,2349,Tyler Livingston made Three Point Jumper. Assisted by Isaac White.,61,72
3:24,2681,Michael Carey Turnover.,61,72
3:10,2349,Matt Harris Turnover.,61,72
3:09,2681,Michael Carey Steal.,61,72
3:06,2349,Foul on Isaac White.,61,72
3:06,2681,Corey Henson made Free Throw.,62,72
3:06,2681,Corey Henson missed Free Throw.,62,72
3:06,2681,Wagner Deadball Team Rebound.,62,72
3:06,2681,Foul on Shack Scott.,62,72
3:06,2681,Wagner  Timeout,62,72
3:06,2349,Jahad Thomas missed Free Throw.,62,72
3:06,2349,UMass Lowell Deadball Team Rebound.,62,72
3:06,2349,Jahad Thomas made Free Throw.,62,73
2:53,2681,Blake Francis missed Three Point Jumper.,62,73
2:53,2681,Blake Francis Offensive Rebound.,62,73
2:43,2349,Foul on Matt Harris.,62,73
2:43,2681,JoJo Cooper missed Free Throw.,62,73
2:43,2681,Wagner Deadball Team Rebound.,62,73
2:43,2681,JoJo Cooper made Free Throw.,63,73
2:24,2681,Foul on JoJo Cooper.,63,73
2:24,2349,Isaac White made Free Throw.,63,74
2:24,2349,Isaac White made Free Throw.,63,75
2:12,2681,JoJo Cooper made Layup.,65,75
1:56,2349,Matt Harris Turnover.,65,75
1:49,2681,Corey Henson made Layup.,67,75
1:49,2349,Foul on Tyler Livingston.,67,75
1:49,2681,Corey Henson made Free Throw.,68,75
1:37,2681,Foul on Blake Francis.,68,75
1:37,2349,Matt Harris made Free Throw.,68,76
1:37,2349,Matt Harris made Free Throw.,68,77
1:29,2681,Corey Henson missed Three Point Jumper.,68,77
1:29,2681,Wagner Offensive Rebound.,68,77
1:27,2349,Foul on Matt Harris.,68,77
1:27,2681,Mike Aaman missed Free Throw.,68,77
1:27,2681,Wagner Deadball Team Rebound.,68,77
1:27,2681,Mike Aaman made Free Throw.,69,77
1:07,2681,Foul on Devin Liggeons.,69,77
1:07,2349,Matt Harris made Free Throw.,69,78
1:07,2349,Matt Harris made Free Throw.,69,79
1:03,2349,Foul on Matt Harris.,69,79
1:03,2349,UMass Lowell  Timeout,69,79
1:03,2681,JoJo Cooper made Free Throw.,70,79
1:03,2681,JoJo Cooper made Free Throw.,71,79
0:56,2681,Foul on JoJo Cooper.,71,79
0:56,2349,Isaac White made Free Throw.,71,80
0:56,2349,Isaac White made Free Throw.,71,81
0:51,2681,Corey Henson made Three Point Jumper.,74,81
0:49,2681,Wagner  Timeout,74,81
0:44,2681,Foul on Michael Carey.,74,81
0:44,2349,Isaac White made Free Throw.,74,82
0:44,2349,Isaac White made Free Throw.,74,83
0:39,2681,Devin Liggeons missed Three Point Jumper.,74,83
0:39,2681,JoJo Cooper Offensive Rebound.,74,83
0:32,2681,JoJo Cooper Turnover.,74,83
0:32,2349,Matt Harris Steal.,74,83
0:32,2681,Foul on Corey Henson.,74,83
0:32,2349,Matt Harris made Free Throw.,74,84
0:32,2349,Matt Harris made Free Throw.,74,85
0:29,2681,Corey Henson missed Three Point Jumper.,74,85
0:29,2681,Wagner Offensive Rebound.,74,85
0:27,2349,Foul on Tyler Livingston.,74,85
0:27,2681,Michael Carey made Free Throw.,75,85
0:27,2681,Michael Carey made Free Throw.,76,85
0:26,2349,Jahad Thomas Turnover.,76,85
0:25,2681,Devin Liggeons Steal.,76,85
0:23,2681,Devin Liggeons missed Three Point Jumper.,76,85
0:23,2349,Jahad Thomas Defensive Rebound.,76,85
0:20,2681,Foul on Devin Liggeons.,76,85
0:20,2349,Matt Harris made Free Throw.,76,86
0:20,2349,Matt Harris made Free Throw.,76,87
0:16,2681,Corey Henson missed Jumper.,76,87
0:16,2681,Blake Francis Offensive Rebound.,76,87
0:11,2681,Blake Francis missed Three Point Jumper.,76,87
0:11,2681,Michael Carey Offensive Rebound.,76,87
0:07,2681,Michael Carey missed Layup.,76,87
0:07,2349,Isaac White Defensive Rebound.,76,87
0:00,2349,End of Game,76,87
