San Diego State,2250,Gonzaga,21
4:39,21,San Diego St  Timeout,17,30
4:19,21,Montaque Gill-Caesar missed Three Point Jumper.,17,30
4:19,2250,Killian Tillie Defensive Rebound.,17,30
3:58,2250,Nigel Williams-Goss missed Jumper.,17,30
3:58,21,Montaque Gill-Caesar Defensive Rebound.,17,30
3:34,21,Zylan Cheatham Turnover.,17,30
3:34,2250,Zach Collins Steal.,17,30
3:18,2250,Killian Tillie made Jumper. Assisted by Jordan Mathews.,17,32
3:01,21,Montaque Gill-Caesar missed Jumper.,17,32
3:01,2250,Killian Tillie Defensive Rebound.,17,32
2:46,21,Foul on Zylan Cheatham.,17,32
2:46,2250,Official TV Timeout,17,32
2:46,2250,Zach Collins made Free Throw.,17,33
2:46,2250,Zach Collins made Free Throw.,17,34
2:26,2250,Foul on Silas Melson.,17,34
2:26,21,Trey Kell made Free Throw.,18,34
2:26,21,Trey Kell made Free Throw.,19,34
2:07,2250,Jordan Mathews missed Three Point Jumper.,19,34
2:07,2250,Killian Tillie Offensive Rebound.,19,34
1:56,2250,Killian Tillie missed Layup.,19,34
1:56,21,Dakarai Allen Defensive Rebound.,19,34
1:52,21,Trey Kell missed Layup.,19,34
1:52,2250,Jordan Mathews Block.,19,34
1:52,2250,Killian Tillie Defensive Rebound.,19,34
1:40,2250,Nigel Williams-Goss missed Jumper.,19,34
1:40,2250,Zach Collins Offensive Rebound.,19,34
1:40,2250,Zach Collins made Two Point Tip Shot.,19,36
1:25,21,Dakarai Allen missed Jumper.,19,36
1:25,2250,Zach Collins Defensive Rebound.,19,36
1:04,2250,Nigel Williams-Goss missed Three Point Jumper.,19,36
1:04,21,Trey Kell Defensive Rebound.,19,36
1:02,2250,Foul on Killian Tillie.,19,36
1:02,21,Trey Kell missed Free Throw.,19,36
1:02,2250,Zach Collins Defensive Rebound.,19,36
0:53,21,Foul on Dakarai Allen.,19,36
0:53,2250,Killian Tillie missed Free Throw.,19,36
0:53,21,Valentine Izundu Defensive Rebound.,19,36
0:40,21,Jeremy Hemsley missed Three Point Jumper.,19,36
0:40,2250,Nigel Williams-Goss Defensive Rebound.,19,36
0:34,2250,Nigel Williams-Goss Turnover.,19,36
0:34,21,Trey Kell Steal.,19,36
0:32,2250,Foul on Josh Perkins.,19,36
0:32,21,Trey Kell made Free Throw.,20,36
0:32,21,Trey Kell made Free Throw.,21,36
0:32,2250,Gonzaga  Timeout,21,36
0:05,2250,Josh Perkins missed Three Point Jumper.,21,36
0:05,21,Valentine Izundu Defensive Rebound.,21,36
0:01,21,Jeremy Hemsley missed Three Point Jumper.,21,36
0:01,21,San Diego St Deadball Team Rebound.,21,36
0:00,2250,End of 1st half,21,36
20:00,21,Jump Ball won by San Diego St,21,36
19:41,21,Dakarai Allen made Three Point Jumper. Assisted by Jeremy Hemsley.,24,36
19:08,2250,Johnathan Williams missed Layup.,24,36
19:08,21,Valentine Izundu Block.,24,36
19:08,21,Valentine Izundu Defensive Rebound.,24,36
18:45,21,Jeremy Hemsley missed Jumper.,24,36
18:45,2250,Nigel Williams-Goss Defensive Rebound.,24,36
18:36,2250,Foul on Johnathan Williams.,24,36
18:36,2250,Johnathan Williams Turnover.,24,36
18:26,21,Trey Kell made Jumper.,26,36
18:01,2250,Jordan Mathews made Three Point Jumper. Assisted by Nigel Williams-Goss.,26,39
17:40,21,Jeremy Hemsley made Three Point Jumper. Assisted by Trey Kell.,29,39
17:18,2250,Jordan Mathews made Three Point Jumper. Assisted by Przemek Karnowski.,29,42
16:50,21,Zylan Cheatham missed Layup.,29,42
16:50,2250,Przemek Karnowski Defensive Rebound.,29,42
16:39,2250,Johnathan Williams missed Layup.,29,42
16:39,21,Zylan Cheatham Defensive Rebound.,29,42
16:30,21,Trey Kell missed Jumper.,29,42
16:30,2250,Johnathan Williams Defensive Rebound.,29,42
16:25,2250,Jordan Mathews made Three Point Jumper. Assisted by Johnathan Williams.,29,45
15:58,21,Zylan Cheatham made Jumper.,31,45
15:48,21,Foul on Valentine Izundu.,31,45
15:48,2250,Official TV Timeout,31,45
15:48,2250,Nigel Williams-Goss made Free Throw.,31,46
15:48,2250,Nigel Williams-Goss made Free Throw.,31,47
15:38,21,Dakarai Allen missed Jumper.,31,47
15:38,2250,Przemek Karnowski Block.,31,47
15:38,2250,Killian Tillie Defensive Rebound.,31,47
15:38,2250,Jump Ball won by Gonzaga,31,47
15:22,2250,Silas Melson missed Jumper.,31,47
15:22,21,Zylan Cheatham Defensive Rebound.,31,47
15:02,21,Dakarai Allen missed Jumper.,31,47
15:02,2250,Killian Tillie Defensive Rebound.,31,47
14:52,2250,Przemek Karnowski missed Layup.,31,47
14:51,21,Valentine Izundu Block.,31,47
14:50,2250,Przemek Karnowski Offensive Rebound.,31,47
14:49,2250,Przemek Karnowski made Two Point Tip Shot.,31,49
14:27,21,Jeremy Hemsley Turnover.,31,49
14:27,2250,Nigel Williams-Goss Steal.,31,49
14:20,2250,Nigel Williams-Goss missed Three Point Jumper.,31,49
14:20,2250,Killian Tillie Offensive Rebound.,31,49
14:14,2250,Przemek Karnowski made Layup. Assisted by Killian Tillie.,31,51
13:39,21,Valentine Izundu Turnover.,31,51
13:39,2250,Silas Melson Steal.,31,51
13:17,2250,Zach Collins made Jumper.,31,53
12:57,21,Trey Kell Turnover.,31,53
12:57,2250,Zach Collins Steal.,31,53
12:45,21,Foul on Zylan Cheatham.,31,53
12:34,2250,Zach Collins missed Layup.,31,53
12:34,21,Zylan Cheatham Block.,31,53
12:34,2250,Zach Collins Offensive Rebound.,31,53
12:32,2250,Zach Collins made Layup.,31,55
12:06,21,Jeremy Hemsley missed Jumper.,31,55
12:06,2250,Zach Collins Defensive Rebound.,31,55
11:56,2250,Nigel Williams-Goss missed Three Point Jumper.,31,55
11:56,21,Matt Shrigley Defensive Rebound.,31,55
11:50,2250,Foul on Josh Perkins.,31,55
11:50,2250,Official TV Timeout,31,55
11:20,21,Trey Kell missed Layup.,31,55
11:20,2250,Killian Tillie Defensive Rebound.,31,55
11:02,2250,Zach Collins made Layup. Assisted by Killian Tillie.,31,57
10:39,2250,Foul on Jordan Mathews.,31,57
10:38,21,Jeremy Hemsley Turnover.,31,57
10:38,2250,Killian Tillie Steal.,31,57
10:33,2250,Josh Perkins Turnover.,31,57
10:33,21,Jeremy Hemsley Steal.,31,57
10:29,2250,Foul on Killian Tillie.,31,57
10:29,21,San Diego St  Timeout,31,57
10:25,21,Nolan Narain missed Layup.,31,57
10:25,2250,Jordan Mathews Block.,31,57
10:25,2250,Killian Tillie Defensive Rebound.,31,57
9:59,2250,Jordan Mathews missed Layup.,31,57
9:59,21,Matt Shrigley Defensive Rebound.,31,57
9:51,21,San Diego St  Timeout,31,57
9:38,21,Trey Kell missed Three Point Jumper.,31,57
9:38,21,San Diego St Offensive Rebound.,31,57
9:35,2250,Foul on Silas Melson.,31,57
9:28,21,Montaque Gill-Caesar missed Three Point Jumper.,31,57
9:28,2250,Nigel Williams-Goss Defensive Rebound.,31,57
9:19,2250,Josh Perkins missed Three Point Jumper.,31,57
9:19,21,Montaque Gill-Caesar Defensive Rebound.,31,57
8:53,21,Valentine Izundu missed Jumper.,31,57
8:53,2250,Zach Collins Block.,31,57
8:53,2250,Silas Melson Defensive Rebound.,31,57
8:46,2250,Przemek Karnowski made Layup. Assisted by Zach Collins.,31,59
8:13,21,San Diego St  Turnover.,31,59
7:59,21,Foul on D'Erryl Williams.,31,59
7:59,2250,Official TV Timeout,31,59
7:59,2250,Nigel Williams-Goss made Free Throw.,31,60
7:59,2250,Nigel Williams-Goss made Free Throw.,31,61
7:53,2250,Foul on Przemek Karnowski.,31,61
7:39,21,Montaque Gill-Caesar missed Jumper.,31,61
7:39,2250,Nigel Williams-Goss Defensive Rebound.,31,61
7:30,2250,Josh Perkins missed Three Point Jumper.,31,61
7:30,2250,Gonzaga Offensive Rebound.,31,61
7:05,2250,Josh Perkins Turnover.,31,61
7:05,21,D'Erryl Williams Steal.,31,61
6:58,21,D'Erryl Williams missed Layup.,31,61
6:58,2250,Zach Collins Block.,31,61
6:58,21,Matt Shrigley Offensive Rebound.,31,61
6:55,21,Matt Shrigley missed Three Point Jumper.,31,61
6:55,2250,Przemek Karnowski Defensive Rebound.,31,61
6:47,2250,Nigel Williams-Goss missed Jumper.,31,61
6:47,21,San Diego St Deadball Team Rebound.,31,61
6:31,2250,Foul on Przemek Karnowski.,31,61
6:31,21,Trey Kell made Free Throw.,32,61
6:31,21,Trey Kell made Free Throw.,33,61
6:31,21,San Diego St  Timeout,33,61
6:17,2250,Josh Perkins missed Jumper.,33,61
6:17,21,Montaque Gill-Caesar Defensive Rebound.,33,61
6:00,21,Trey Kell made Jumper.,35,61
5:37,2250,Nigel Williams-Goss made Layup.,35,63
5:30,21,Montaque Gill-Caesar Turnover.,35,63
5:30,2250,Johnathan Williams Steal.,35,63
5:25,2250,Silas Melson missed Three Point Jumper.,35,63
5:25,21,Trey Kell Defensive Rebound.,35,63
5:15,21,Trey Kell made Layup.,37,63
4:53,2250,Nigel Williams-Goss missed Layup.,37,63
4:53,21,Dakarai Allen Block.,37,63
4:53,21,Dakarai Allen Defensive Rebound.,37,63
4:52,21,Jump Ball won by San Diego St,37,63
4:40,21,Jeremy Hemsley made Jumper.,39,63
4:21,2250,Rui Hachimura missed Three Point Jumper.,39,63
4:21,21,Trey Kell Defensive Rebound.,39,63
4:10,21,Trey Kell missed Three Point Jumper.,39,63
4:10,2250,Rui Hachimura Defensive Rebound.,39,63
3:46,2250,Nigel Williams-Goss Turnover.,39,63
3:46,21,Trey Kell Steal.,39,63
3:45,2250,Official TV Timeout,39,63
3:32,21,Dakarai Allen made Layup. Assisted by Zylan Cheatham.,41,63
3:31,2250,Foul on Rui Hachimura.,41,63
3:31,21,Dakarai Allen missed Free Throw.,41,63
3:31,2250,Nigel Williams-Goss Defensive Rebound.,41,63
3:07,2250,Nigel Williams-Goss missed Jumper.,41,63
3:07,21,Montaque Gill-Caesar Defensive Rebound.,41,63
2:56,21,Montaque Gill-Caesar made Three Point Jumper. Assisted by Zylan Cheatham.,44,63
2:39,21,Foul on Montaque Gill-Caesar.,44,63
2:39,2250,Johnathan Williams made Free Throw.,44,64
2:39,2250,Johnathan Williams missed Free Throw.,44,64
2:39,21,Zylan Cheatham Defensive Rebound.,44,64
2:18,21,Zylan Cheatham Turnover.,44,64
2:18,2250,Nigel Williams-Goss Steal.,44,64
1:57,2250,Killian Tillie made Three Point Jumper. Assisted by Bryan Alberts.,44,67
1:36,21,Trey Kell missed Three Point Jumper.,44,67
1:36,2250,Josh Perkins Defensive Rebound.,44,67
1:26,2250,Bryan Alberts missed Three Point Jumper.,44,67
1:26,21,San Diego St Defensive Rebound.,44,67
1:14,2250,Foul on Rem Bakamus.,44,67
1:14,21,Montaque Gill-Caesar missed Free Throw.,44,67
1:14,21,San Diego St Deadball Team Rebound.,44,67
1:14,21,Montaque Gill-Caesar made Free Throw.,45,67
1:01,2250,Bryan Alberts missed Three Point Jumper.,45,67
1:01,21,Dakarai Allen Defensive Rebound.,45,67
0:48,21,D'Erryl Williams made Three Point Jumper. Assisted by Jeremy Hemsley.,48,67
0:37,2250,Ryan Edwards made Jumper. Assisted by Rem Bakamus.,48,69
0:17,21,Montaque Gill-Caesar missed Jumper.,48,69
0:17,2250,Killian Tillie Defensive Rebound.,48,69
0:00,2250,End of Game,48,69
