Southern Illinois,8,Arkansas,79
13:55,8,Foul on Daryl Macon.,10,18
13:44,79,Sean O'Brien missed Jumper.,10,18
13:44,8,Moses Kingsley Block.,10,18
13:43,79,Mike Rodriguez Offensive Rebound.,10,18
13:36,79,Sean O'Brien Turnover.,10,18
13:31,8,Manuale Watkins missed Layup.,10,18
13:31,79,Thik Bol Block.,10,18
13:31,8,Arkansas Offensive Rebound.,10,18
13:25,8,Dusty Hannahs missed Layup.,10,18
13:25,79,Sean Lloyd Defensive Rebound.,10,18
13:18,79,Leo Vincent missed Three Point Jumper.,10,18
13:18,79,Thik Bol Offensive Rebound.,10,18
13:14,79,Thik Bol missed Layup.,10,18
13:14,8,Arlando Cook Defensive Rebound.,10,18
13:03,8,Anton Beard made Jumper.,10,20
12:43,79,Foul on Sean O'Brien.,10,20
12:43,79,Sean O'Brien Turnover.,10,20
12:21,8,Arlando Cook Turnover.,10,20
12:20,79,Sean Lloyd Steal.,10,20
12:16,8,Foul on C.J. Jones.,10,20
12:16,79,Mike Rodriguez made Free Throw.,11,20
12:16,79,Mike Rodriguez missed Free Throw.,11,20
12:16,8,C.J. Jones Defensive Rebound.,11,20
12:10,8,C.J. Jones made Three Point Jumper. Assisted by Anton Beard.,11,23
11:57,8,Foul on Trey Thompson.,11,23
11:57,8,Official TV Timeout,11,23
11:57,79,Leo Vincent made Free Throw.,12,23
11:57,79,Leo Vincent made Free Throw.,13,23
11:46,8,Anton Beard made Three Point Jumper.,13,26
11:16,79,Austin Weiher Turnover.,13,26
11:16,8,Anton Beard Steal.,13,26
10:55,8,Arlando Cook missed Jumper.,13,26
10:55,79,Armon Fletcher Defensive Rebound.,13,26
10:44,79,Austin Weiher missed Three Point Jumper.,13,26
10:44,8,Arlando Cook Defensive Rebound.,13,26
10:35,8,Arlando Cook made Layup. Assisted by Manuale Watkins.,13,28
10:20,79,Sean O'Brien missed Layup.,13,28
10:20,8,Trey Thompson Defensive Rebound.,13,28
10:16,8,C.J. Jones made Dunk. Assisted by Anton Beard.,13,30
10:13,79,Southern Illinois  Timeout,13,30
9:53,79,Jonathan Wiley missed Jumper.,13,30
9:53,8,Arkansas Defensive Rebound.,13,30
9:39,8,C.J. Jones missed Three Point Jumper.,13,30
9:39,79,Leo Vincent Defensive Rebound.,13,30
9:32,79,Leo Vincent missed Layup.,13,30
9:32,8,Trey Thompson Defensive Rebound.,13,30
9:26,8,Arlando Cook missed Jumper.,13,30
9:26,79,Thik Bol Defensive Rebound.,13,30
9:15,79,Leo Vincent made Three Point Jumper. Assisted by Thik Bol.,16,30
8:50,8,Trey Thompson missed Layup.,16,30
8:50,8,Trey Thompson Offensive Rebound.,16,30
8:47,79,Foul on Leo Vincent.,16,30
8:47,8,Trey Thompson made Free Throw.,16,31
8:47,8,Trey Thompson made Free Throw.,16,32
8:35,79,Armon Fletcher Turnover.,16,32
8:35,8,Adrio Bailey Turnover.,16,32
8:35,79,Armon Fletcher Steal.,16,32
8:35,79,Armon Fletcher Turnover.,16,32
8:26,8,Manuale Watkins made Jumper. Assisted by Anton Beard.,16,34
8:07,8,Foul on Brachen Hazen.,16,34
7:58,8,Foul on Jaylen Barford.,16,34
7:58,8,Official TV Timeout,16,34
7:44,79,Thik Bol made Dunk. Assisted by Mike Rodriguez.,18,34
7:21,79,Foul on Armon Fletcher.,18,34
7:21,8,Jaylen Barford missed Free Throw.,18,34
7:21,8,Arkansas Deadball Team Rebound.,18,34
7:21,8,Jaylen Barford missed Free Throw.,18,34
7:21,79,Thik Bol Defensive Rebound.,18,34
7:01,79,Sean Lloyd missed Three Point Jumper.,18,34
7:01,8,Jaylen Barford Defensive Rebound.,18,34
6:51,8,Brachen Hazen Turnover.,18,34
6:49,79,Thik Bol Steal.,18,34
6:47,8,Foul on Brachen Hazen.,18,34
6:47,79,Mike Rodriguez made Free Throw.,19,34
6:47,79,Mike Rodriguez made Free Throw.,20,34
6:32,8,Dusty Hannahs made Three Point Jumper. Assisted by Daryl Macon.,20,37
6:14,79,Mike Rodriguez missed Layup.,20,37
6:14,79,Rudy Stradnieks Offensive Rebound.,20,37
6:09,79,Rudy Stradnieks missed Jumper.,20,37
6:09,79,Rudy Stradnieks Offensive Rebound.,20,37
6:08,79,Rudy Stradnieks missed Jumper.,20,37
6:08,8,Dusty Hannahs Defensive Rebound.,20,37
6:04,8,Daryl Macon made Three Point Jumper.,20,40
5:44,79,Sean Lloyd missed Layup.,20,40
5:44,8,Jaylen Barford Defensive Rebound.,20,40
5:37,8,Daryl Macon made Three Point Jumper. Assisted by Dusty Hannahs.,20,43
5:34,79,Southern Illinois  Timeout,20,43
5:25,79,Southern Illinois  Timeout,20,43
5:14,79,Leo Vincent Turnover.,20,43
5:06,8,Jaylen Barford made Three Point Jumper. Assisted by Daryl Macon.,20,46
4:51,79,Armon Fletcher missed Layup.,20,46
4:51,79,Rudy Stradnieks Offensive Rebound.,20,46
4:49,79,Rudy Stradnieks made Two Point Tip Shot.,22,46
4:42,8,Jaylen Barford made Layup.,22,48
4:29,79,Rudy Stradnieks missed Jumper.,22,48
4:29,8,Dusty Hannahs Defensive Rebound.,22,48
4:19,79,Foul on Sean O'Brien.,22,48
4:19,8,Moses Kingsley made Free Throw.,22,49
4:19,8,Moses Kingsley made Free Throw.,22,50
4:15,79,Thik Bol missed Dunk.,22,50
4:15,8,Moses Kingsley Defensive Rebound.,22,50
4:03,8,Moses Kingsley made Layup. Assisted by Daryl Macon.,22,52
3:51,79,Mike Rodriguez missed Layup.,22,52
3:51,8,Moses Kingsley Block.,22,52
3:50,8,Arkansas Defensive Rebound.,22,52
3:49,8,Official TV Timeout,22,52
3:30,8,Foul on Jaylen Barford.,22,52
3:30,8,Jaylen Barford Turnover.,22,52
3:05,79,Armon Fletcher Turnover.,22,52
3:05,8,Dustin Thomas Steal.,22,52
2:49,8,Moses Kingsley missed Three Point Jumper.,22,52
2:49,79,Southern Illinois Defensive Rebound.,22,52
2:38,79,Jonathan Wiley missed Layup.,22,52
2:38,8,Moses Kingsley Block.,22,52
2:37,79,Thik Bol Offensive Rebound.,22,52
2:36,79,Thik Bol missed Jumper.,22,52
2:36,79,Southern Illinois Offensive Rebound.,22,52
2:19,79,Jonathan Wiley missed Three Point Jumper.,22,52
2:19,8,Manuale Watkins Defensive Rebound.,22,52
2:07,8,Moses Kingsley Turnover.,22,52
1:53,79,Jonathan Wiley Turnover.,22,52
1:53,8,Manuale Watkins Steal.,22,52
1:28,8,Manuale Watkins made Layup. Assisted by Trey Thompson.,22,54
1:08,79,Jonathan Wiley Turnover.,22,54
0:57,8,Trey Thompson missed Jumper.,22,54
0:57,79,Jonathan Wiley Defensive Rebound.,22,54
0:46,79,Thik Bol Turnover.,22,54
0:45,8,Trey Thompson Steal.,22,54
0:41,8,Arlando Cook made Layup. Assisted by Anton Beard.,22,56
0:21,79,Armon Fletcher made Three Point Jumper. Assisted by Mike Rodriguez.,25,56
0:05,8,Anton Beard missed Three Point Jumper.,25,56
0:05,79,Thik Bol Defensive Rebound.,25,56
0:00,8,End of 1st half,25,56
19:48,79,Thik Bol missed Layup.,25,56
19:48,8,Moses Kingsley Block.,25,56
19:47,8,Arkansas Defensive Rebound.,25,56
19:27,8,Moses Kingsley missed Jumper.,25,56
19:27,79,Mike Rodriguez Defensive Rebound.,25,56
19:05,8,Foul on Moses Kingsley.,25,56
18:54,79,Leo Vincent missed Three Point Jumper.,25,56
18:54,8,Moses Kingsley Defensive Rebound.,25,56
18:43,8,Moses Kingsley missed Jumper.,25,56
18:43,79,Leo Vincent Defensive Rebound.,25,56
18:15,79,Mike Rodriguez missed Three Point Jumper.,25,56
18:15,8,Moses Kingsley Defensive Rebound.,25,56
18:06,8,Daryl Macon missed Three Point Jumper.,25,56
18:06,79,Armon Fletcher Defensive Rebound.,25,56
17:56,79,Mike Rodriguez missed Jumper.,25,56
17:56,8,Daryl Macon Block.,25,56
17:55,8,Dusty Hannahs Defensive Rebound.,25,56
17:51,8,Moses Kingsley made Dunk. Assisted by Dustin Thomas.,25,58
17:33,79,Armon Fletcher missed Three Point Jumper.,25,58
17:33,8,Moses Kingsley Defensive Rebound.,25,58
17:29,79,Foul on Thik Bol.,25,58
17:13,8,Jaylen Barford Turnover.,25,58
17:11,79,Sean O'Brien Turnover.,25,58
17:10,8,Daryl Macon Steal.,25,58
17:07,79,Foul on Sean O'Brien.,25,58
17:07,8,Moses Kingsley made Free Throw.,25,59
17:07,8,Moses Kingsley made Free Throw.,25,60
16:49,79,Sean Lloyd made Layup. Assisted by Mike Rodriguez.,27,60
16:41,8,Daryl Macon made Three Point Jumper. Assisted by Jaylen Barford.,27,63
16:10,79,Sean Lloyd made Jumper.,29,63
16:10,8,Foul on Daryl Macon.,29,63
16:10,79,Sean Lloyd missed Free Throw.,29,63
16:10,8,Moses Kingsley Defensive Rebound.,29,63
15:58,8,Moses Kingsley missed Jumper.,29,63
15:58,79,Jonathan Wiley Defensive Rebound.,29,63
15:34,79,Jonathan Wiley made Jumper.,31,63
15:13,79,Foul on Leo Vincent.,31,63
15:13,8,Official TV Timeout,31,63
15:13,8,Dusty Hannahs made Free Throw.,31,64
15:13,8,Dusty Hannahs made Free Throw.,31,65
15:08,79,Jonathan Wiley Turnover.,31,65
14:57,79,Foul on Sean Lloyd.,31,65
14:57,79,Foul on Mike Rodriguez.,31,65
14:57,8,Dusty Hannahs made Free Throw.,31,66
14:57,8,Dusty Hannahs made Free Throw.,31,67
14:48,79,Sean Lloyd made Layup. Assisted by Leo Vincent.,33,67
14:48,8,Foul on Trey Thompson.,33,67
14:48,79,Sean Lloyd made Free Throw.,34,67
14:40,8,Trey Thompson Turnover.,34,67
14:39,79,Mike Rodriguez Steal.,34,67
14:36,8,Foul on Trey Thompson.,34,67
14:36,79,Mike Rodriguez missed Free Throw.,34,67
14:36,79,Southern Illinois Deadball Team Rebound.,34,67
14:36,79,Mike Rodriguez made Free Throw.,35,67
14:21,8,Arlando Cook missed Jumper.,35,67
14:21,8,Manuale Watkins Offensive Rebound.,35,67
14:16,8,Jaylen Barford made Jumper. Assisted by Manuale Watkins.,35,69
13:40,79,Sean Lloyd missed Jumper.,35,69
13:40,8,Arlando Cook Block.,35,69
13:39,8,Arkansas Deadball Team Rebound.,35,69
13:23,8,Anton Beard Turnover.,35,69
13:23,79,Armon Fletcher Steal.,35,69
13:18,79,Sean Lloyd missed Layup.,35,69
13:18,79,Thik Bol Offensive Rebound.,35,69
13:15,79,Thik Bol missed Two Point Tip Shot.,35,69
13:15,79,Armon Fletcher Offensive Rebound.,35,69
12:56,79,Sean Lloyd made Three Point Jumper. Assisted by Armon Fletcher.,38,69
12:28,79,Foul on Sean Lloyd.,38,69
12:28,8,Arkansas  Timeout,38,69
12:20,8,C.J. Jones missed Three Point Jumper.,38,69
12:20,79,Thik Bol Defensive Rebound.,38,69
12:02,79,Thik Bol Turnover.,38,69
11:58,8,Anton Beard missed Jumper.,38,69
11:58,79,Thik Bol Defensive Rebound.,38,69
11:47,79,Sean O'Brien missed Layup.,38,69
11:47,8,Trey Thompson Defensive Rebound.,38,69
11:22,8,Manuale Watkins missed Jumper.,38,69
11:22,79,Sean O'Brien Defensive Rebound.,38,69
10:58,79,Sean O'Brien Turnover.,38,69
10:57,8,Arlando Cook Steal.,38,69
10:56,8,Arlando Cook made Layup. Assisted by Anton Beard.,38,71
10:56,79,Foul on Armon Fletcher.,38,71
10:56,8,Official TV Timeout,38,71
10:56,8,Arlando Cook made Free Throw.,38,72
10:27,79,Mike Rodriguez missed Three Point Jumper.,38,72
10:27,8,C.J. Jones Defensive Rebound.,38,72
10:00,8,Arlando Cook missed Layup.,38,72
10:00,8,Brachen Hazen Offensive Rebound.,38,72
9:56,8,Anton Beard missed Three Point Jumper.,38,72
9:56,79,Sean O'Brien Defensive Rebound.,38,72
9:52,8,Foul on C.J. Jones.,38,72
9:43,79,Sean O'Brien made Layup.,40,72
9:19,8,C.J. Jones made Three Point Jumper. Assisted by Anton Beard.,40,75
9:19,79,Foul on Leo Vincent.,40,75
9:19,8,C.J. Jones made Free Throw.,40,76
9:03,79,Leo Vincent made Three Point Jumper. Assisted by Aaron Cook.,43,76
8:49,8,Brachen Hazen Turnover.,43,76
8:49,79,Aaron Cook Steal.,43,76
8:34,8,Foul on Anton Beard.,43,76
8:23,79,Sean O'Brien made Layup.,45,76
8:10,8,Anton Beard missed Three Point Jumper.,45,76
8:10,8,Arkansas Offensive Rebound.,45,76
7:54,8,Adrio Bailey missed Layup.,45,76
7:54,8,Anton Beard Offensive Rebound.,45,76
7:49,8,Adrio Bailey Turnover.,45,76
7:49,79,Armon Fletcher Steal.,45,76
7:49,8,Official TV Timeout,45,76
7:29,8,Foul on Brachen Hazen.,45,76
7:29,79,Aaron Cook made Free Throw.,46,76
7:29,79,Aaron Cook made Free Throw.,47,76
7:08,8,Brachen Hazen Turnover.,47,76
7:08,79,Rudy Stradnieks Steal.,47,76
6:53,79,Austin Weiher made Jumper. Assisted by Aaron Cook.,49,76
6:45,79,Foul on Austin Weiher.,49,76
6:45,8,C.J. Jones made Free Throw.,49,77
6:45,8,C.J. Jones made Free Throw.,49,78
6:23,79,Armon Fletcher made Layup.,51,78
6:14,8,Dusty Hannahs made Three Point Jumper. Assisted by Daryl Macon.,51,81
5:52,8,Foul on Dustin Thomas.,51,81
5:52,8,Arkansas  Timeout,51,81
5:52,79,Austin Weiher made Free Throw.,52,81
5:52,79,Austin Weiher missed Free Throw.,52,81
5:52,79,Southern Illinois Deadball Team Rebound.,52,81
5:42,79,Austin Weiher Turnover.,52,81
5:18,8,Dusty Hannahs made Three Point Jumper. Assisted by Dustin Thomas.,52,84
4:55,79,Aaron Cook Turnover.,52,84
4:33,8,Dusty Hannahs missed Three Point Jumper.,52,84
4:33,79,Thik Bol Defensive Rebound.,52,84
4:05,79,Thik Bol missed Jumper.,52,84
4:05,8,Daryl Macon Defensive Rebound.,52,84
3:58,8,Daryl Macon missed Three Point Jumper.,52,84
3:58,8,Dusty Hannahs Offensive Rebound.,52,84
3:54,8,Foul on Dusty Hannahs.,52,84
3:54,8,Dusty Hannahs Turnover.,52,84
3:54,8,Official TV Timeout,52,84
3:47,8,Foul on Manuale Watkins.,52,84
3:47,79,Aaron Cook made Free Throw.,53,84
3:47,79,Aaron Cook made Free Throw.,54,84
3:25,8,Jaylen Barford missed Three Point Jumper.,54,84
3:25,8,Manuale Watkins Offensive Rebound.,54,84
3:20,79,Foul on Sean O'Brien.,54,84
3:20,8,Moses Kingsley made Free Throw.,54,85
3:20,8,Moses Kingsley made Free Throw.,54,86
3:08,79,Thik Bol made Dunk. Assisted by Aaron Cook.,56,86
2:56,8,Trey Thompson made Layup. Assisted by Manuale Watkins.,56,88
2:35,79,Armon Fletcher made Layup.,58,88
2:21,8,Moses Kingsley made Jumper.,58,90
1:48,8,Foul on Manuale Watkins.,58,90
1:48,79,Thik Bol made Free Throw.,59,90
1:48,79,Thik Bol made Free Throw.,60,90
1:41,8,Foul on Adrio Bailey.,60,90
1:41,8,Adrio Bailey Turnover.,60,90
1:41,8,Arkansas  Timeout,60,90
1:28,79,Leo Vincent missed Jumper.,60,90
1:28,8,Brachen Hazen Defensive Rebound.,60,90
1:08,8,Manuale Watkins missed Layup.,60,90
1:08,8,Adrio Bailey Offensive Rebound.,60,90
1:04,79,Foul on Armon Fletcher.,60,90
1:04,8,Adrio Bailey missed Free Throw.,60,90
1:04,8,Arkansas Deadball Team Rebound.,60,90
1:04,8,Adrio Bailey missed Free Throw.,60,90
1:04,79,Thik Bol Defensive Rebound.,60,90
0:52,79,Aaron Cook missed Three Point Jumper.,60,90
0:52,79,Armon Fletcher Offensive Rebound.,60,90
0:45,79,Armon Fletcher made Three Point Jumper.,63,90
0:25,8,Brachen Hazen Turnover.,63,90
0:24,79,Aaron Cook Steal.,63,90
0:22,79,Aaron Cook made Dunk.,65,90
0:00,8,End of Game,65,90
