Edward Waters,Error,North Florida,2454
18:12,-1,Oceaan Maddox missed Layup.,38,62
18:12,2454,Romelo Banks Block.,38,62
18:10,2454,Chris Davenport Defensive Rebound.,38,62
18:04,2454,Dallas Moore made Three Point Jumper. Assisted by Nick Malonga.,38,65
18:02,2454,Foul on Chris Davenport.,38,65
18:02,2454,Technical Foul on Chris Davenport.,38,65
18:02,-1,Keith Williams Jr. made Free Throw.,39,65
17:51,-1,Keith Williams Jr. missed Jumper.,39,65
17:51,2454,Romelo Banks Defensive Rebound.,39,65
17:36,2454,Wajid Aminu made Three Point Jumper. Assisted by Dallas Moore.,39,68
17:17,2454,Foul on Aaron Bodager.,39,68
17:17,-1,Oceaan Maddox made Free Throw.,40,68
17:17,-1,Oceaan Maddox made Free Throw.,41,68
17:07,2454,Wajid Aminu Turnover.,41,68
17:06,-1,Brandon Miller Steal.,41,68
17:04,2454,Foul on Nick Malonga.,41,68
17:04,-1,Oceaan Maddox missed Free Throw.,41,68
17:04,-1,Edward Waters College Fla Deadball Team Rebound.,41,68
17:04,-1,Oceaan Maddox missed Free Throw.,41,68
17:04,2454,Romelo Banks Defensive Rebound.,41,68
16:56,-1,Foul on Oceaan Maddox.,41,68
16:43,2454,Wajid Aminu Turnover.,41,68
16:31,2454,Foul on Romelo Banks.,41,68
16:20,-1,Oceaan Maddox missed Free Throw.,41,68
16:20,-1,Edward Waters College Fla Deadball Team Rebound.,41,68
16:20,-1,Oceaan Maddox made Free Throw.,42,68
16:14,2454,Dallas Moore missed Three Point Jumper.,42,68
16:13,-1,Keith Williams Jr. Defensive Rebound.,42,68
16:05,-1,Oceaan Maddox missed Layup.,42,68
16:05,2454,Romelo Banks Block.,42,68
16:04,2454,Dallas Moore Defensive Rebound.,42,68
15:58,2454,Dallas Moore missed Layup.,42,68
15:57,-1,Oceaan Maddox Defensive Rebound.,42,68
15:43,2454,Foul on Nick Malonga.,42,68
15:43,-1,Edward Waters College Fla  Timeout,42,68
15:43,-1,Oceaan Maddox made Free Throw.,43,68
15:43,-1,Oceaan Maddox missed Free Throw.,43,68
15:43,2454,Romelo Banks Defensive Rebound.,43,68
15:22,2454,Romelo Banks made Layup.,43,70
15:02,-1,Keith Williams Jr. missed Three Point Jumper.,43,70
15:02,2454,Aaron Bodager Defensive Rebound.,43,70
14:51,2454,Dallas Moore made Three Point Jumper. Assisted by Nick Malonga.,43,73
14:36,-1,Jonathan Hart missed Jumper.,43,73
14:36,2454,Dallas Moore Defensive Rebound.,43,73
14:29,2454,Nick Malonga missed Three Point Jumper.,43,73
14:29,2454,Aaron Bodager Offensive Rebound.,43,73
14:24,2454,Dallas Moore missed Three Point Jumper.,43,73
14:24,-1,Oceaan Maddox Defensive Rebound.,43,73
14:00,-1,Jonathan Hart missed Layup.,43,73
14:00,-1,Jonathan Hart Offensive Rebound.,43,73
13:58,2454,Foul on Aaron Bodager.,43,73
13:58,-1,Jonathan Hart missed Free Throw.,43,73
13:58,-1,Edward Waters College Fla Deadball Team Rebound.,43,73
13:58,-1,Jonathan Hart made Free Throw.,44,73
13:49,2454,Chris Davenport made Dunk.,44,75
13:49,-1,Foul on Jonathan Hart.,44,75
13:49,2454,Chris Davenport missed Free Throw.,44,75
13:49,-1,Oceaan Maddox Defensive Rebound.,44,75
13:47,2454,Foul on Garrett Sams.,44,75
13:47,-1,Oceaan Maddox made Free Throw.,45,75
13:28,2454,CJ Fisher made Layup. Assisted by Chris Davenport.,45,77
13:08,-1,Trumell McCrimmon II made Jumper. Assisted by Blake Harper.,47,77
13:00,2454,Garrett Sams missed Three Point Jumper.,47,77
13:00,-1,Oceaan Maddox Defensive Rebound.,47,77
12:49,2454,Foul on CJ Fisher.,47,77
12:49,-1,Brandon Miller made Free Throw.,48,77
12:49,-1,Brandon Miller missed Free Throw.,48,77
12:49,2454,Chris Davenport Defensive Rebound.,48,77
12:42,2454,Garrett Sams missed Three Point Jumper.,48,77
12:42,2454,Karlos Odum Offensive Rebound.,48,77
12:37,2454,Karlos Odum missed Layup.,48,77
12:37,2454,North Florida Offensive Rebound.,48,77
12:34,2454,Chris Davenport Turnover.,48,77
12:34,-1,Brandon Miller Steal.,48,77
12:31,2454,Foul on Chris Davenport.,48,77
12:22,-1,Brandon Miller made Free Throw.,49,77
12:22,-1,Brandon Miller made Free Throw.,50,77
12:15,-1,Foul on Omar Banaga.,50,77
12:07,2454,Osborn Blount made Layup. Assisted by Romelo Banks.,50,79
11:45,-1,Brandon Miller missed Jumper.,50,79
11:45,-1,Trumell McCrimmon II Offensive Rebound.,50,79
11:41,-1,Trumell McCrimmon II made Layup.,52,79
11:31,2454,Osborn Blount missed Three Point Jumper.,52,79
11:31,-1,Blake Harper Defensive Rebound.,52,79
11:20,-1,Brandon Miller Turnover.,52,79
11:17,2454,Romelo Banks Steal.,52,79
11:14,2454,Osborn Blount Turnover.,52,79
11:10,-1,Oceaan Maddox missed Dunk.,52,79
11:10,2454,Garrett Sams Defensive Rebound.,52,79
11:01,-1,Foul on Blake Harper.,52,79
11:01,2454,Official TV Timeout,52,79
11:01,2454,Garrett Sams made Free Throw.,52,80
11:01,2454,Garrett Sams made Free Throw.,52,81
10:44,-1,Omar Banaga missed Three Point Jumper.,52,81
10:44,-1,Prince Braynen Offensive Rebound.,52,81
10:42,2454,Foul on Garrett Sams.,52,81
10:42,-1,Prince Braynen made Free Throw.,53,81
10:42,-1,Prince Braynen made Free Throw.,54,81
10:26,-1,Foul on Trumell McCrimmon II.,54,81
10:26,2454,Garrett Sams made Free Throw.,54,82
10:26,2454,Garrett Sams made Free Throw.,54,83
10:07,2454,Foul on Osborn Blount.,54,83
10:07,-1,Josiah Crawford made Free Throw.,55,83
10:07,-1,Josiah Crawford missed Free Throw.,55,83
10:07,2454,Romelo Banks Defensive Rebound.,55,83
9:47,2454,Osborn Blount Turnover.,55,83
9:43,-1,Omar Banaga missed Layup.,55,83
9:43,2454,Romelo Banks Block.,55,83
9:43,-1,Edward Waters College Fla Offensive Rebound.,55,83
9:42,2454,Foul on Osborn Blount.,55,83
9:42,-1,Josiah Crawford made Free Throw.,56,83
9:42,-1,Josiah Crawford missed Free Throw.,56,83
9:42,2454,Wajid Aminu Defensive Rebound.,56,83
9:40,-1,Foul on Prince Braynen.,56,83
9:40,2454,Wajid Aminu missed Free Throw.,56,83
9:40,-1,Trumell McCrimmon II Defensive Rebound.,56,83
9:30,-1,Omar Banaga missed Three Point Jumper.,56,83
9:30,2454,Osborn Blount Defensive Rebound.,56,83
9:24,-1,Foul on Brandon Miller.,56,83
9:24,2454,Osborn Blount made Free Throw.,56,84
9:24,2454,Osborn Blount made Free Throw.,56,85
9:07,-1,Trumell McCrimmon II missed Layup.,56,85
9:07,2454,Romelo Banks Defensive Rebound.,56,85
8:56,2454,Dallas Moore made Jumper.,56,87
8:40,-1,Prince Braynen Turnover.,56,87
8:38,2454,Dallas Moore Steal.,56,87
8:35,2454,Dallas Moore missed Layup.,56,87
8:35,2454,Wajid Aminu Offensive Rebound.,56,87
8:33,-1,Foul on Trumell McCrimmon II.,56,87
8:33,2454,Wajid Aminu missed Free Throw.,56,87
8:33,2454,North Florida Deadball Team Rebound.,56,87
8:33,2454,Wajid Aminu made Free Throw.,56,88
8:28,-1,Prince Braynen missed Layup.,56,88
8:28,2454,Romelo Banks Block.,56,88
8:27,-1,Edward Waters College Fla Offensive Rebound.,56,88
8:02,-1,Edward Waters College Fla  Turnover.,56,88
7:54,2454,Wajid Aminu missed Layup.,56,88
7:54,-1,Jonathan Hart Defensive Rebound.,56,88
7:33,2454,Foul on Romelo Banks.,56,88
7:33,2454,Official TV Timeout,56,88
7:33,-1,Josiah Crawford made Free Throw.,57,88
7:33,-1,Josiah Crawford made Free Throw.,58,88
7:27,-1,Foul on Josiah Crawford.,58,88
7:27,2454,Nick Malonga made Free Throw.,58,89
7:27,2454,Nick Malonga made Free Throw.,58,90
7:15,2454,Foul on Aaron Horne.,58,90
7:15,-1,Keith Williams Jr. made Free Throw.,59,90
7:15,-1,Keith Williams Jr. made Free Throw.,60,90
7:00,2454,Aaron Bodager Turnover.,60,90
6:47,-1,Omar Banaga Turnover.,60,90
6:44,2454,Aaron Horne Steal.,60,90
6:43,2454,Aaron Horne made Dunk.,60,92
6:27,-1,Keith Williams Jr. made Jumper.,62,92
6:08,2454,Nick Malonga made Layup.,62,94
5:56,-1,Keith Williams Jr. missed Three Point Jumper.,62,94
5:56,-1,Josiah Crawford Offensive Rebound.,62,94
5:54,2454,Foul on Nick Malonga.,62,94
5:54,-1,Josiah Crawford made Free Throw.,63,94
5:50,2454,CJ Fisher made Layup.,63,96
5:38,-1,Josiah Crawford made Free Throw.,64,96
5:26,2454,Wajid Aminu missed Three Point Jumper.,64,96
5:26,2454,CJ Fisher Offensive Rebound.,64,96
5:22,2454,Garrett Sams missed Three Point Jumper.,64,96
5:22,2454,CJ Fisher Offensive Rebound.,64,96
5:17,2454,CJ Fisher missed Layup.,64,96
5:17,2454,Romelo Banks Offensive Rebound.,64,96
5:10,-1,Foul on Charles-Eddie Smith.,64,96
5:10,2454,Romelo Banks missed Free Throw.,64,96
5:10,2454,North Florida Deadball Team Rebound.,64,96
5:10,2454,Romelo Banks made Free Throw.,64,97
4:51,2454,Foul on Wajid Aminu.,64,97
4:51,-1,Keith Williams Jr. made Free Throw.,65,97
4:51,-1,Keith Williams Jr. made Free Throw.,66,97
4:35,2454,Garrett Sams missed Layup.,66,97
4:35,-1,Jonathan Hart Block.,66,97
4:34,-1,Prince Braynen Defensive Rebound.,66,97
4:30,-1,Keith Williams Jr. missed Three Point Jumper.,66,97
4:30,-1,Oceaan Maddox Offensive Rebound.,66,97
4:26,-1,Keith Williams Jr. missed Jumper.,66,97
4:26,-1,Jonathan Hart Offensive Rebound.,66,97
4:24,2454,Foul on Wajid Aminu.,66,97
4:24,-1,Jonathan Hart made Free Throw.,67,97
4:24,-1,Jonathan Hart missed Free Throw.,67,97
4:24,2454,Karlos Odum Defensive Rebound.,67,97
4:11,2454,Garrett Sams missed Three Point Jumper.,67,97
4:11,2454,Aaron Horne Offensive Rebound.,67,97
4:00,2454,Karlos Odum made Layup.,67,99
4:00,-1,Foul on Liric Chavers.,67,99
4:00,2454,Karlos Odum made Free Throw.,67,100
3:45,-1,Liric Chavers missed Three Point Jumper.,67,100
3:45,2454,Karlos Odum Defensive Rebound.,67,100
3:38,2454,Aaron Horne missed Three Point Jumper.,67,100
3:38,2454,Garrett Sams Offensive Rebound.,67,100
3:24,-1,Foul on Prince Braynen.,67,100
3:24,2454,Official TV Timeout,67,100
3:24,2454,Aaron Horne made Free Throw.,67,101
3:24,2454,Aaron Horne made Free Throw.,67,102
3:06,-1,Brandon Miller missed Jumper.,67,102
3:06,2454,Wajid Aminu Defensive Rebound.,67,102
2:56,2454,Aaron Horne missed Three Point Jumper.,67,102
2:56,2454,Wajid Aminu Offensive Rebound.,67,102
2:52,2454,Wajid Aminu made Layup.,67,104
2:38,-1,Keith Williams Jr. missed Three Point Jumper.,67,104
2:38,2454,Aaron Horne Defensive Rebound.,67,104
2:26,2454,Wajid Aminu Turnover.,67,104
2:25,-1,Charles-Eddie Smith Steal.,67,104
2:22,-1,Oceaan Maddox missed Layup.,67,104
2:22,2454,Aaron Horne Defensive Rebound.,67,104
2:12,2454,CJ Fisher Turnover.,67,104
2:11,-1,Charles-Eddie Smith Steal.,67,104
2:08,2454,Foul on CJ Fisher.,67,104
2:08,-1,Oceaan Maddox missed Free Throw.,67,104
2:08,-1,Edward Waters College Fla Deadball Team Rebound.,67,104
2:08,-1,Oceaan Maddox made Free Throw.,68,104
1:51,2454,Garrett Sams made Jumper.,68,106
1:40,-1,Brandon Miller missed Three Point Jumper.,68,106
1:40,2454,Wajid Aminu Defensive Rebound.,68,106
1:27,2454,Osborn Blount Turnover.,68,106
1:26,-1,Brandon Miller Steal.,68,106
1:22,-1,Oceaan Maddox made Dunk. Assisted by Brandon Miller.,70,106
1:15,2454,North Florida  Timeout,70,106
1:05,2454,Osborn Blount missed Jumper.,70,106
1:05,-1,Brandon Miller Defensive Rebound.,70,106
0:59,-1,Brandon Miller Turnover.,70,106
0:55,2454,Osborn Blount Steal.,70,106
0:53,-1,Foul on Liric Chavers.,70,106
0:53,2454,Chase Driscoll missed Free Throw.,70,106
0:53,2454,North Florida Deadball Team Rebound.,70,106
0:53,2454,Chase Driscoll missed Free Throw.,70,106
0:53,2454,North Florida Deadball Team Rebound.,70,106
0:53,2454,Chase Driscoll made Free Throw.,70,107
0:39,-1,Blake Harper made Three Point Jumper. Assisted by Josiah Crawford.,73,107
0:08,-1,Foul on Blake Harper.,73,107
0:08,2454,Garrett Sams made Free Throw.,73,108
0:08,2454,Garrett Sams made Free Throw.,73,109
0:03,-1,Brandon Miller missed Layup.,73,109
0:03,2454,Garrett Sams Defensive Rebound.,73,109
0:00,2454,End of Game,73,109
