Oakland City,Error,Austin Peay,2046
0:03,-1,Logan Worthington Defensive Rebound.,38,65
0:00,2046,End of 1st half,38,65
19:42,2046,Chris Porter-Bunton missed Layup.,38,65
19:42,-1,Addison Wagler Defensive Rebound.,38,65
19:24,-1,Andrew Scott Turnover.,38,65
19:11,2046,Kenny Jones missed Layup.,38,65
19:11,-1,Matt Lucas Defensive Rebound.,38,65
19:04,2046,Foul on Jared Savage.,38,65
19:04,-1,Matt Lucas made Free Throw.,39,65
19:04,-1,Matt Lucas missed Free Throw.,39,65
19:04,2046,Chris Porter-Bunton Defensive Rebound.,39,65
18:46,2046,Kenny Jones Turnover.,39,65
18:28,-1,Addison Wagler Turnover.,39,65
18:09,-1,Foul on Andrew Scott.,39,65
18:09,2046,Kenny Jones made Free Throw.,39,66
18:09,2046,Kenny Jones made Free Throw.,39,67
17:52,-1,Andrew Scott made Layup. Assisted by Addison Wagler.,41,67
17:30,2046,Jared Savage made Dunk. Assisted by Josh Robinson.,41,69
17:10,2046,Foul on Chris Porter-Bunton.,41,69
17:02,-1,Matt Lucas missed Three Point Jumper.,41,69
17:02,2046,Chris Porter-Bunton Defensive Rebound.,41,69
16:55,2046,Zach Glotta made Three Point Jumper. Assisted by Josh Robinson.,41,72
16:32,-1,Matt Lucas Turnover.,41,72
16:31,2046,Jared Savage Steal.,41,72
16:31,-1,Foul on Matt Lucas.,41,72
16:31,-1,Oakland City  Timeout,41,72
16:31,2046,Official TV Timeout,41,72
16:04,2046,Jared Savage missed Layup.,41,72
16:04,-1,Addison Wagler Block.,41,72
16:02,-1,Addison Wagler Defensive Rebound.,41,72
15:52,-1,Logan Worthington missed Jumper.,41,72
15:52,2046,Jared Savage Defensive Rebound.,41,72
15:40,2046,Zach Glotta missed Three Point Jumper.,41,72
15:40,2046,Kenny Jones Offensive Rebound.,41,72
15:36,2046,Kenny Jones made Dunk.,41,74
15:12,-1,Matt Lucas missed Three Point Jumper.,41,74
15:12,-1,Addison Wagler Offensive Rebound.,41,74
15:08,2046,Foul on Jared Savage.,41,74
15:08,2046,Official TV Timeout,41,74
15:08,-1,Addison Wagler made Free Throw.,42,74
15:08,-1,Addison Wagler missed Free Throw.,42,74
15:08,2046,Josh Robinson Defensive Rebound.,42,74
14:46,-1,Foul on Andrew Scott.,42,74
14:46,2046,Chris Porter-Bunton missed Free Throw.,42,74
14:46,2046,Austin Peay Deadball Team Rebound.,42,74
14:46,2046,Chris Porter-Bunton missed Free Throw.,42,74
14:46,-1,Joe Hinton Defensive Rebound.,42,74
14:26,-1,Addison Wagler made Layup.,44,74
14:14,2046,Josh Robinson made Layup.,44,76
14:00,-1,Joe Hinton Turnover.,44,76
13:59,2046,Zach Glotta Steal.,44,76
13:55,2046,John Murry made Layup. Assisted by Zach Glotta.,44,78
13:37,-1,Joe Hinton Turnover.,44,78
13:36,2046,Josh Robinson Steal.,44,78
13:34,-1,Foul on Joe Hinton.,44,78
13:34,2046,Josh Robinson made Free Throw.,44,79
13:34,2046,Josh Robinson made Free Throw.,44,80
13:20,-1,Andrew Scott made Three Point Jumper. Assisted by Matt Lucas.,47,80
13:08,2046,Kenny Jones made Layup.,47,82
12:44,-1,Matt Lucas Turnover.,47,82
12:42,2046,Josh Robinson Steal.,47,82
12:41,2046,Kenny Jones missed Dunk.,47,82
12:41,-1,Andrew Scott Defensive Rebound.,47,82
12:37,2046,Foul on Kenny Jones.,47,82
12:24,-1,Logan Worthington missed Three Point Jumper.,47,82
12:24,2046,Josh Robinson Block.,47,82
12:22,-1,Oakland City Offensive Rebound.,47,82
12:20,-1,Andrew Scott missed Three Point Jumper.,47,82
12:20,2046,Zach Glotta Defensive Rebound.,47,82
12:12,2046,Foul on Kenny Jones.,47,82
12:12,2046,Kenny Jones Turnover.,47,82
11:57,-1,Logan Worthington Turnover.,47,82
11:56,2046,Josh Robinson Steal.,47,82
11:50,2046,John Murry made Layup. Assisted by Josh Robinson.,47,84
11:50,-1,Foul on Addison Wagler.,47,84
11:50,2046,John Murry made Free Throw.,47,85
11:34,-1,Matt Lucas missed Layup.,47,85
11:34,2046,Josh Robinson Block.,47,85
11:32,2046,Josh Robinson Defensive Rebound.,47,85
11:30,2046,John Murry made Dunk. Assisted by Josh Robinson.,47,87
11:05,-1,Matt Lucas missed Jumper.,47,87
11:05,2046,Chris Porter-Bunton Defensive Rebound.,47,87
10:55,2046,John Murry made Jumper.,47,89
10:38,2046,Foul on John Murry.,47,89
10:37,-1,Andre Bearden Turnover.,47,89
10:31,-1,Foul on Andre Bearden.,47,89
10:25,2046,John Murry made Jumper.,47,91
10:16,-1,Mitch Frederick missed Jumper.,47,91
10:16,-1,Mitch Frederick Offensive Rebound.,47,91
10:10,-1,Mitch Frederick missed Jumper.,47,91
10:10,2046,Chris Porter-Bunton Defensive Rebound.,47,91
10:02,2046,Josh Robinson missed Three Point Jumper.,47,91
10:02,-1,Oakland City Defensive Rebound.,47,91
9:43,-1,Addison Wagler made Jumper.,49,91
9:31,-1,Foul on Logan Worthington.,49,91
9:31,2046,Steve Harris made Free Throw.,49,92
9:31,2046,Steve Harris missed Free Throw.,49,92
9:31,-1,Mitch Frederick Defensive Rebound.,49,92
9:19,-1,Kinzer Havill missed Layup.,49,92
9:19,-1,Kinzer Havill Offensive Rebound.,49,92
9:16,-1,Kinzer Havill missed Layup.,49,92
9:16,2046,Dre'Kalo Clayton Defensive Rebound.,49,92
9:08,2046,Assane Diop made Dunk. Assisted by Dre'Kalo Clayton.,49,94
8:51,-1,Andre Bearden Turnover.,49,94
8:42,2046,John Murry made Jumper.,49,96
8:22,-1,Addison Wagler missed Layup.,49,96
8:22,2046,Dre'Kalo Clayton Block.,49,96
8:20,2046,Dre'Kalo Clayton Defensive Rebound.,49,96
8:08,2046,John Murry Turnover.,49,96
8:07,-1,Andrew Scott Steal.,49,96
7:58,-1,Andrew Scott Turnover.,49,96
7:57,2046,Steve Harris Steal.,49,96
7:55,2046,John Murry made Dunk. Assisted by Steve Harris.,49,98
7:33,-1,Addison Wagler missed Jumper.,49,98
7:33,2046,Assane Diop Defensive Rebound.,49,98
7:22,2046,Dre'Kalo Clayton made Three Point Jumper. Assisted by Steve Harris.,49,101
7:01,2046,Foul on Assane Diop.,49,101
7:01,2046,Official TV Timeout,49,101
7:01,-1,Andre Bearden made Free Throw.,50,101
7:01,-1,Andre Bearden made Free Throw.,51,101
6:49,2046,Steve Harris made Dunk. Assisted by Josh Robinson.,51,103
6:33,-1,Andre Bearden Turnover.,51,103
6:32,2046,Steve Harris Steal.,51,103
6:30,2046,Steve Harris made Layup.,51,105
6:05,2046,Foul on Assane Diop.,51,105
6:05,-1,Addison Wagler made Free Throw.,52,105
6:05,-1,Addison Wagler made Free Throw.,53,105
5:55,2046,Foul on Assane Diop.,53,105
5:55,2046,Assane Diop Turnover.,53,105
5:33,-1,Tad Thompson made Jumper.,55,105
5:14,2046,Foul on Dre'Kalo Clayton.,55,105
5:14,2046,Dre'Kalo Clayton Turnover.,55,105
5:01,-1,Tad Thompson missed Three Point Jumper.,55,105
5:01,2046,Dre'Kalo Clayton Defensive Rebound.,55,105
4:41,2046,Domas Budrys missed Layup.,55,105
4:41,-1,Kinzer Havill Block.,55,105
4:39,-1,Tad Thompson Defensive Rebound.,55,105
4:32,-1,Tad Thompson made Three Point Jumper.,58,105
4:18,2046,Dre'Kalo Clayton missed Jumper.,58,105
4:18,2046,Jartavious Dobbs Offensive Rebound.,58,105
4:12,-1,Foul on Kinzer Havill.,58,105
4:12,2046,Tre' Ivory missed Free Throw.,58,105
4:12,2046,Austin Peay Deadball Team Rebound.,58,105
4:12,2046,Tre' Ivory missed Free Throw.,58,105
4:12,-1,Kinzer Havill Defensive Rebound.,58,105
4:03,-1,Andre Bearden Turnover.,58,105
4:02,2046,Steve Harris Steal.,58,105
3:45,-1,Foul on Mitch Frederick.,58,105
3:45,2046,Official TV Timeout,58,105
3:45,-1,Oakland City  Timeout,58,105
3:45,2046,Jartavious Dobbs missed Free Throw.,58,105
3:45,-1,Kinzer Havill Defensive Rebound.,58,105
3:30,-1,Tad Thompson Turnover.,58,105
3:29,2046,Domas Budrys Steal.,58,105
3:17,-1,Foul on Addison Wagler.,58,105
3:17,2046,Dre'Kalo Clayton made Free Throw.,58,106
3:17,2046,Dre'Kalo Clayton missed Free Throw.,58,106
3:17,-1,Oakland City Defensive Rebound.,58,106
2:52,-1,Addison Wagler Turnover.,58,106
2:41,2046,Foul on Dre'Kalo Clayton.,58,106
2:41,2046,Dre'Kalo Clayton Turnover.,58,106
2:31,-1,Tad Thompson made Jumper.,60,106
2:13,-1,Foul on Addison Wagler.,60,106
2:13,2046,Dre'Kalo Clayton made Free Throw.,60,107
2:13,2046,Dre'Kalo Clayton missed Free Throw.,60,107
2:13,2046,Jartavious Dobbs Offensive Rebound.,60,107
2:04,2046,Domas Budrys Turnover.,60,107
1:58,-1,Kinzer Havill missed Jumper.,60,107
1:58,-1,Oakland City Offensive Rebound.,60,107
1:43,-1,Kinzer Havill made Jumper.,62,107
1:18,2046,Domas Budrys missed Three Point Jumper.,62,107
1:18,2046,Steve Harris Offensive Rebound.,62,107
1:14,2046,Steve Harris missed Jumper.,62,107
1:14,-1,Kinzer Havill Defensive Rebound.,62,107
1:04,-1,Tad Thompson missed Three Point Jumper.,62,107
1:04,-1,Kinzer Havill Offensive Rebound.,62,107
0:57,-1,Tad Thompson made Three Point Jumper. Assisted by Andre Bearden.,65,107
0:37,2046,Steve Harris missed Three Point Jumper.,65,107
0:37,-1,Andre Bearden Defensive Rebound.,65,107
0:31,-1,Tad Thompson made Layup. Assisted by Andre Bearden.,67,107
0:00,2046,End of Game,67,107
