Central Arkansas,197,Oklahoma State,2110
8:17,2110,Mathieu Kamba missed Jumper.,18,29
8:17,197,Cameron McGriff Defensive Rebound.,18,29
8:14,2110,Foul on Albert Christensson.,18,29
8:14,197,Cameron McGriff missed Free Throw.,18,29
8:14,2110,Mathieu Kamba Defensive Rebound.,18,29
8:02,197,Foul on Leyton Hammonds.,18,29
8:02,2110,Jordan Howard made Free Throw.,19,29
8:02,2110,Jordan Howard made Free Throw.,20,29
7:56,197,Leyton Hammonds Turnover.,20,29
7:56,197,Official TV Timeout,20,29
7:50,197,Foul on Jawun Evans.,20,29
7:50,2110,Jordan Howard made Free Throw.,21,29
7:50,2110,Jordan Howard made Free Throw.,22,29
7:22,2110,Foul on Albert Christensson.,22,29
7:22,197,Phil Forte III made Free Throw.,22,30
7:22,197,Phil Forte III made Free Throw.,22,31
7:04,2110,Jeff Lowery made Jumper.,24,31
6:57,197,Phil Forte III made Three Point Jumper. Assisted by Jawun Evans.,24,34
6:45,2110,Jordan Howard Turnover.,24,34
6:41,197,Jawun Evans Steal.,24,34
6:33,197,Leyton Hammonds Turnover.,24,34
6:31,2110,Jeff Lowery Steal.,24,34
6:29,2110,Jordan Howard made Three Point Jumper. Assisted by Jeff Lowery.,27,34
6:02,197,Lindy Waters III Turnover.,27,34
5:44,2110,Jordan Howard made Three Point Jumper.,30,34
5:42,197,Foul on Jawun Evans.,30,34
5:42,2110,Jordan Howard made Free Throw.,31,34
5:33,197,Phil Forte III Turnover.,31,34
5:19,2110,Jeff Lowery missed Layup.,31,34
5:19,197,Jeffrey Carroll Defensive Rebound.,31,34
5:10,197,Lindy Waters III made Layup.,31,36
4:51,2110,Derreck Brooks made Jumper.,33,36
4:45,197,Thomas Dziagwa made Three Point Jumper. Assisted by Phil Forte III.,33,39
4:26,2110,Foul on Derreck Brooks.,33,39
4:26,2110,Derreck Brooks Turnover.,33,39
4:03,197,Lindy Waters III missed Three Point Jumper.,33,39
4:03,2110,Tanner Schmit Defensive Rebound.,33,39
3:48,197,Foul on Lucas N'Guessan.,33,39
3:48,197,Official TV Timeout,33,39
3:48,2110,Mathieu Kamba missed Free Throw.,33,39
3:48,2110,C. Arkansas Deadball Team Rebound.,33,39
3:48,2110,Mathieu Kamba made Free Throw.,34,39
3:29,197,Lindy Waters III missed Three Point Jumper.,34,39
3:29,2110,Mathieu Kamba Defensive Rebound.,34,39
3:26,197,Foul on Thomas Dziagwa.,34,39
3:26,2110,Darraja Parnell missed Free Throw.,34,39
3:26,2110,C. Arkansas Deadball Team Rebound.,34,39
3:26,2110,Darraja Parnell made Free Throw.,35,39
2:57,197,Cameron McGriff Turnover.,35,39
2:55,2110,Darraja Parnell Steal.,35,39
2:53,2110,Mathieu Kamba made Dunk. Assisted by Darraja Parnell.,37,39
2:39,2110,Foul on Aaron Weidenaar.,37,39
2:39,197,Jeffrey Carroll made Free Throw.,37,40
2:39,197,Jeffrey Carroll made Free Throw.,37,41
2:24,2110,Tanner Schmit missed Jumper.,37,41
2:24,2110,Mathieu Kamba Offensive Rebound.,37,41
2:21,2110,Mathieu Kamba made Layup.,39,41
2:06,197,Brandon Averette missed Three Point Jumper.,39,41
2:06,2110,Mathieu Kamba Defensive Rebound.,39,41
1:59,197,Foul on Brandon Averette.,39,41
1:59,2110,Jeff Lowery made Free Throw.,40,41
1:59,2110,Jeff Lowery made Free Throw.,41,41
1:48,2110,Foul on Jeff Lowery.,41,41
1:48,197,Phil Forte III made Free Throw.,41,42
1:48,197,Phil Forte III made Free Throw.,41,43
1:29,2110,Aaron Weidenaar Turnover.,41,43
1:02,197,Tyler Underwood missed Three Point Jumper.,41,43
1:02,197,Cameron McGriff Offensive Rebound.,41,43
0:58,197,Lindy Waters III Offensive Rebound.,41,43
0:58,197,Cameron McGriff missed Dunk.,41,43
0:50,197,Lindy Waters III made Layup.,41,45
0:34,2110,Derreck Brooks missed Layup.,41,45
0:34,197,Will Lienhard Block.,41,45
0:32,197,Phil Forte III Defensive Rebound.,41,45
0:28,2110,Foul on Mathieu Kamba.,41,45
0:28,197,Phil Forte III made Free Throw.,41,46
0:28,197,Phil Forte III made Free Throw.,41,47
0:20,197,Foul on Cameron McGriff.,41,47
0:20,2110,Jordan Howard missed Free Throw.,41,47
0:20,2110,C. Arkansas Deadball Team Rebound.,41,47
0:20,2110,Jordan Howard made Free Throw.,42,47
0:14,197,Oklahoma St  Timeout,42,47
0:05,197,Thomas Dziagwa made Three Point Jumper. Assisted by Leyton Hammonds.,42,50
0:01,2110,Darraja Parnell Turnover.,42,50
0:01,197,Thomas Dziagwa missed Three Point Jumper.,42,50
0:01,2110,C. Arkansas Defensive Rebound.,42,50
0:00,197,End of 1st half,42,50
19:50,197,Mitchell Solomon missed Three Point Jumper.,42,50
19:50,2110,Thatch Unruh Defensive Rebound.,42,50
19:31,2110,Thatch Unruh missed Three Point Jumper.,42,50
19:31,2110,Derreck Brooks Offensive Rebound.,42,50
19:26,2110,Derreck Brooks made Layup.,44,50
19:13,197,Leyton Hammonds missed Three Point Jumper.,44,50
19:13,197,Jawun Evans Offensive Rebound.,44,50
19:07,197,Jawun Evans missed Layup.,44,50
19:07,2110,Albert Christensson Defensive Rebound.,44,50
18:59,2110,Derreck Brooks missed Layup.,44,50
18:59,2110,Mathieu Kamba Offensive Rebound.,44,50
18:56,197,Foul on Mitchell Solomon.,44,50
18:51,197,Foul on Leyton Hammonds.,44,50
18:51,2110,Mathieu Kamba made Free Throw.,45,50
18:51,2110,Mathieu Kamba made Free Throw.,46,50
18:37,197,Jeffrey Carroll Turnover.,46,50
18:36,2110,Derreck Brooks Steal.,46,50
18:32,2110,Derreck Brooks missed Layup.,46,50
18:32,197,Mitchell Solomon Block.,46,50
18:32,2110,C. Arkansas Offensive Rebound.,46,50
18:21,2110,Derreck Brooks made Jumper.,48,50
18:20,2110,Foul on Mathieu Kamba.,48,50
17:53,2110,Foul on Derreck Brooks.,48,50
17:53,197,Phil Forte III made Free Throw.,48,51
17:53,197,Phil Forte III made Free Throw.,48,52
17:37,2110,Mathieu Kamba missed Layup.,48,52
17:37,2110,Albert Christensson Offensive Rebound.,48,52
17:35,197,Foul on Mitchell Solomon.,48,52
17:35,2110,Albert Christensson missed Free Throw.,48,52
17:35,2110,C. Arkansas Deadball Team Rebound.,48,52
17:35,2110,Albert Christensson missed Free Throw.,48,52
17:35,197,Jeffrey Carroll Defensive Rebound.,48,52
17:27,197,Jawun Evans made Layup.,48,54
17:18,2110,Jeff Lowery missed Layup.,48,54
17:18,2110,Mathieu Kamba Offensive Rebound.,48,54
17:14,2110,Mathieu Kamba made Layup.,50,54
17:11,2110,Foul on Mathieu Kamba.,50,54
16:51,2110,Foul on Ethan Lee.,50,54
16:51,197,Jawun Evans missed Free Throw.,50,54
16:51,197,Oklahoma St Deadball Team Rebound.,50,54
16:51,197,Jawun Evans made Free Throw.,50,55
16:27,197,Foul on Leyton Hammonds.,50,55
16:15,2110,Jordan Howard missed Jumper.,50,55
16:15,197,Leyton Hammonds Defensive Rebound.,50,55
15:56,197,Cameron McGriff missed Layup.,50,55
15:56,197,Leyton Hammonds Offensive Rebound.,50,55
15:53,197,Leyton Hammonds made Layup.,50,57
15:41,197,Foul on Cameron McGriff.,50,57
15:29,2110,Jordan Howard Turnover.,50,57
15:28,197,Jawun Evans Steal.,50,57
15:25,197,Leyton Hammonds made Layup. Assisted by Jawun Evans.,50,59
15:05,2110,C. Arkansas  Timeout,50,59
14:47,2110,C. Arkansas  Turnover.,50,59
14:26,197,Cameron McGriff Turnover.,50,59
14:18,197,Foul on Lindy Waters III.,50,59
14:18,2110,Jeff Lowery made Free Throw.,51,59
14:18,2110,Jeff Lowery made Free Throw.,52,59
14:10,197,Jawun Evans missed Jumper.,52,59
14:10,2110,Aaron Weidenaar Defensive Rebound.,52,59
14:07,197,Foul on Cameron McGriff.,52,59
14:07,2110,Aaron Weidenaar missed Free Throw.,52,59
14:07,197,Jeffrey Carroll Defensive Rebound.,52,59
13:52,2110,Foul on Darraja Parnell.,52,59
13:52,197,Leyton Hammonds missed Free Throw.,52,59
13:52,197,Oklahoma St Deadball Team Rebound.,52,59
13:52,197,Leyton Hammonds missed Free Throw.,52,59
13:52,2110,Tanner Schmit Defensive Rebound.,52,59
13:43,2110,Aaron Weidenaar made Three Point Jumper. Assisted by Darraja Parnell.,55,59
13:27,197,Jawun Evans made Jumper. Assisted by Jeffrey Carroll.,55,61
13:14,197,Foul on Jawun Evans.,55,61
13:14,2110,Darraja Parnell made Free Throw.,56,61
13:14,2110,Darraja Parnell made Free Throw.,57,61
12:59,197,Phil Forte III missed Three Point Jumper.,57,61
12:59,2110,Jordan Howard Defensive Rebound.,57,61
12:48,2110,Jordan Howard missed Layup.,57,61
12:48,197,Leyton Hammonds Defensive Rebound.,57,61
12:41,2110,Foul on Jeff Lowery.,57,61
12:33,197,Phil Forte III made Jumper.,57,63
12:17,197,Foul on Lucas N'Guessan.,57,63
12:17,2110,Jordan Howard made Free Throw.,58,63
12:17,2110,Jordan Howard made Free Throw.,59,63
12:03,2110,Foul on Jeff Lowery.,59,63
12:03,197,Jawun Evans missed Free Throw.,59,63
12:03,2110,Otas Iyekekpolor Defensive Rebound.,59,63
11:57,2110,Jordan Howard made Three Point Jumper.,62,63
11:47,2110,Foul on Jordan Howard.,62,63
11:47,197,Official TV Timeout,62,63
11:47,197,Jawun Evans missed Free Throw.,62,63
11:47,2110,Otas Iyekekpolor Defensive Rebound.,62,63
11:32,197,Foul on Tavarius Shine.,62,63
11:32,2110,Ethan Lee missed Free Throw.,62,63
11:32,2110,C. Arkansas Deadball Team Rebound.,62,63
11:32,2110,Ethan Lee missed Free Throw.,62,63
11:32,197,Jeffrey Carroll Defensive Rebound.,62,63
11:23,2110,Foul on Otas Iyekekpolor.,62,63
11:23,197,Jawun Evans made Free Throw.,62,64
11:23,197,Jawun Evans made Free Throw.,62,65
11:15,2110,Derreck Brooks missed Jumper.,62,65
11:15,2110,Otas Iyekekpolor Offensive Rebound.,62,65
11:13,197,Foul on Leyton Hammonds.,62,65
11:13,2110,Otas Iyekekpolor missed Free Throw.,62,65
11:13,197,Jeffrey Carroll Defensive Rebound.,62,65
10:44,197,Jeffrey Carroll made Three Point Jumper. Assisted by Jawun Evans.,62,68
10:44,2110,Foul on Jordan Howard.,62,68
10:30,2110,Foul on Tanner Schmit.,62,68
10:30,197,Jeffrey Carroll made Free Throw.,62,69
10:30,197,Jeffrey Carroll made Free Throw.,62,70
10:13,2110,Jordan Howard missed Jumper.,62,70
10:13,197,Jawun Evans Defensive Rebound.,62,70
10:05,197,Jawun Evans made Layup.,62,72
9:58,2110,Tanner Schmit missed Jumper.,62,72
9:58,197,Cameron McGriff Defensive Rebound.,62,72
9:37,197,Jeffrey Carroll missed Three Point Jumper.,62,72
9:37,197,Cameron McGriff Offensive Rebound.,62,72
9:33,197,Phil Forte III missed Three Point Jumper.,62,72
9:33,2110,Tanner Schmit Defensive Rebound.,62,72
9:25,2110,Derreck Brooks missed Three Point Jumper.,62,72
9:25,197,Cameron McGriff Defensive Rebound.,62,72
9:14,197,Lindy Waters III missed Three Point Jumper.,62,72
9:14,197,Phil Forte III Offensive Rebound.,62,72
9:10,2110,Foul on Tanner Schmit.,62,72
9:10,197,Phil Forte III made Free Throw.,62,73
9:10,197,Phil Forte III made Free Throw.,62,74
8:52,2110,Derreck Brooks made Jumper.,64,74
8:40,197,Foul on Cameron McGriff.,64,74
8:40,197,Cameron McGriff Turnover.,64,74
8:32,2110,Jordan Howard missed Three Point Jumper.,64,74
8:32,197,Brandon Averette Defensive Rebound.,64,74
8:22,197,Jeffrey Carroll made Dunk. Assisted by Phil Forte III.,64,76
8:08,2110,Mathieu Kamba Turnover.,64,76
8:07,197,Brandon Averette Steal.,64,76
8:04,197,Phil Forte III missed Three Point Jumper.,64,76
8:04,2110,Jordan Howard Defensive Rebound.,64,76
7:51,197,Foul on Mitchell Solomon.,64,76
7:51,2110,Ethan Lee made Free Throw.,65,76
7:51,2110,Ethan Lee missed Free Throw.,65,76
7:51,197,Jeffrey Carroll Defensive Rebound.,65,76
7:40,197,Jawun Evans made Jumper.,65,78
7:30,2110,Mathieu Kamba made Layup.,67,78
7:30,197,Foul on Lindy Waters III.,67,78
7:30,2110,Mathieu Kamba made Free Throw.,68,78
7:11,197,Tavarius Shine made Three Point Jumper. Assisted by Brandon Averette.,68,81
6:51,2110,Jeff Lowery missed Jumper.,68,81
6:51,197,Jawun Evans Defensive Rebound.,68,81
6:44,197,Jeffrey Carroll missed Dunk.,68,81
6:44,197,Tavarius Shine Offensive Rebound.,68,81
6:41,197,Tavarius Shine made Layup.,68,83
6:37,197,Foul on Brandon Averette.,68,83
6:37,2110,Jordan Howard made Free Throw.,69,83
6:37,2110,Jordan Howard made Free Throw.,70,83
6:15,2110,Foul on Jordan Howard.,70,83
6:15,197,Jeffrey Carroll missed Free Throw.,70,83
6:15,197,Oklahoma St Deadball Team Rebound.,70,83
6:15,197,Jeffrey Carroll missed Free Throw.,70,83
6:15,2110,Mathieu Kamba Defensive Rebound.,70,83
6:10,2110,Mathieu Kamba made Layup.,72,83
5:56,197,Jawun Evans made Layup.,72,85
5:48,2110,Jordan Howard made Three Point Jumper.,75,85
5:21,2110,Foul on Darraja Parnell.,75,85
5:21,197,Jeffrey Carroll made Free Throw.,75,86
5:21,197,Jeffrey Carroll made Free Throw.,75,87
5:10,2110,Jeff Lowery missed Jumper.,75,87
5:10,197,Jeffrey Carroll Defensive Rebound.,75,87
5:06,197,Jeffrey Carroll Turnover.,75,87
4:52,2110,Darraja Parnell made Layup.,77,87
4:52,197,Foul on Tavarius Shine.,77,87
4:52,2110,Darraja Parnell made Free Throw.,78,87
4:42,197,Tavarius Shine made Three Point Jumper. Assisted by Phil Forte III.,78,90
4:42,197,Oklahoma St  Timeout,78,90
4:27,2110,Derreck Brooks missed Layup.,78,90
4:27,2110,Mathieu Kamba Offensive Rebound.,78,90
4:22,2110,Mathieu Kamba made Layup.,80,90
4:03,197,Jawun Evans missed Layup.,80,90
4:03,2110,Darraja Parnell Block.,80,90
4:01,2110,Darraja Parnell Defensive Rebound.,80,90
3:58,197,Foul on Tavarius Shine.,80,90
3:58,197,Official TV Timeout,80,90
3:58,2110,Mathieu Kamba missed Free Throw.,80,90
3:58,2110,C. Arkansas Deadball Team Rebound.,80,90
3:58,2110,Mathieu Kamba made Free Throw.,81,90
3:39,197,Jeffrey Carroll made Three Point Jumper. Assisted by Jawun Evans.,81,93
3:28,2110,Darraja Parnell missed Layup.,81,93
3:28,197,Phil Forte III Defensive Rebound.,81,93
3:21,197,Phil Forte III made Layup.,81,95
3:19,197,Oklahoma St  Timeout,81,95
2:59,2110,Mathieu Kamba made Layup. Assisted by Jeff Lowery.,83,95
2:46,197,Jawun Evans made Jumper.,83,97
2:21,2110,Mathieu Kamba Turnover.,83,97
2:08,197,Jawun Evans Turnover.,83,97
2:07,2110,Jordan Howard Steal.,83,97
2:03,2110,Jordan Howard missed Layup.,83,97
2:03,197,Jeffrey Carroll Defensive Rebound.,83,97
1:39,197,Leyton Hammonds made Layup. Assisted by Jawun Evans.,83,99
1:26,2110,Derreck Brooks made Jumper.,85,99
1:23,2110,C. Arkansas  Timeout,85,99
1:00,197,Phil Forte III made Three Point Jumper. Assisted by Lindy Waters III.,85,102
0:47,2110,Derreck Brooks made Three Point Jumper. Assisted by Jordan Howard.,88,102
0:22,197,Phil Forte III Turnover.,88,102
0:21,2110,Derreck Brooks Steal.,88,102
0:19,2110,Jordan Howard made Layup. Assisted by Derreck Brooks.,90,102
0:00,197,End of Game,90,102
