Charleston,324,Coastal Carolina,232
18:56,324,Foul on Josh Coleman.,37,32
18:56,232,Jarrell Brantley made Free Throw.,38,32
18:56,232,Jarrell Brantley made Free Throw.,39,32
18:41,324,Joseph Williams-Powell missed Three Point Jumper.,39,32
18:41,232,Joe Chealey Defensive Rebound.,39,32
18:32,232,Cameron Johnson Turnover.,39,32
18:04,324,Colton Ray-St Cyr missed Jumper.,39,32
18:04,324,Joseph Williams-Powell Offensive Rebound.,39,32
17:59,324,Joseph Williams-Powell made Layup.,39,34
17:42,232,Cameron Johnson Turnover.,39,34
17:42,324,Colton Ray-St Cyr Steal.,39,34
17:12,324,Jaylan Robertson missed Jumper.,39,34
17:12,324,Jaylan Robertson Offensive Rebound.,39,34
17:05,324,Elijah Wilson made Three Point Jumper. Assisted by Jaylan Robertson.,39,37
16:41,232,Jarrell Brantley made Three Point Jumper. Assisted by Payton Hulsey.,42,37
16:26,324,Jaylan Robertson Turnover.,42,37
16:25,232,Payton Hulsey Steal.,42,37
16:22,232,Joe Chealey made Three Point Jumper. Assisted by Payton Hulsey.,45,37
15:58,324,Colton Ray-St Cyr Turnover.,45,37
15:56,324,Official TV Timeout,45,37
15:32,232,Payton Hulsey missed Jumper.,45,37
15:32,232,Cameron Johnson Offensive Rebound.,45,37
15:26,232,Evan Bailey made Three Point Jumper. Assisted by Cameron Johnson.,48,37
15:06,324,Foul on Elijah Wilson.,48,37
15:06,324,Elijah Wilson Turnover.,48,37
14:51,232,Nick Harris Turnover.,48,37
14:32,232,Foul on Evan Bailey.,48,37
14:32,324,Demario Beck missed Free Throw.,48,37
14:32,324,Coastal Carolina Deadball Team Rebound.,48,37
14:32,324,Demario Beck made Free Throw.,48,38
14:18,232,Marquise Pointer missed Jumper.,48,38
14:18,232,Nick Harris Offensive Rebound.,48,38
14:15,232,Nick Harris missed Two Point Tip Shot.,48,38
14:15,324,Demario Beck Defensive Rebound.,48,38
13:52,324,Elijah Wilson made Three Point Jumper. Assisted by Jaylen Shaw.,48,41
13:30,232,Evan Bailey Turnover.,48,41
13:28,324,Jaylen Shaw Steal.,48,41
13:27,324,Jaylen Shaw made Layup.,48,43
13:21,232,Charleston  Timeout,48,43
13:21,324,Official TV Timeout,48,43
13:05,232,Joe Chealey missed Three Point Jumper.,48,43
13:05,324,Demario Beck Defensive Rebound.,48,43
12:50,232,Foul on Joe Chealey.,48,43
12:50,324,Josh Coleman missed Free Throw.,48,43
12:50,324,Coastal Carolina Deadball Team Rebound.,48,43
12:50,324,Josh Coleman made Free Throw.,48,44
12:31,232,Cameron Johnson Turnover.,48,44
12:13,324,Jaylen Shaw missed Jumper.,48,44
12:13,232,Chevez Goodwin Defensive Rebound.,48,44
12:12,324,Foul on Josh Coleman.,48,44
11:56,232,Chevez Goodwin missed Layup.,48,44
11:56,324,Josh Coleman Block.,48,44
11:56,232,Charleston Offensive Rebound.,48,44
11:56,324,Official TV Timeout,48,44
11:45,232,Joe Chealey made Jumper.,50,44
11:19,232,Foul on Joe Chealey.,50,44
11:00,324,Jaylen Shaw made Three Point Jumper.,50,47
11:00,232,Foul on Joe Chealey.,50,47
11:00,324,Jaylen Shaw missed Free Throw.,50,47
11:00,232,Grant Riller Defensive Rebound.,50,47
10:33,232,Jarrell Brantley made Layup.,52,47
10:06,324,Colton Ray-St Cyr made Jumper.,52,49
9:35,232,Marquise Pointer missed Three Point Jumper.,52,49
9:35,324,Colton Ray-St Cyr Defensive Rebound.,52,49
9:27,324,Elijah Wilson made Jumper.,52,51
8:58,232,Nick Harris made Dunk. Assisted by Jarrell Brantley.,54,51
8:42,324,Jaylen Shaw Turnover.,54,51
8:39,232,Payton Hulsey Steal.,54,51
8:39,324,Foul on Elijah Wilson.,54,51
8:39,232,Grant Riller made Free Throw.,55,51
8:39,232,Grant Riller made Free Throw.,56,51
8:16,324,Jaylen Shaw missed Jumper.,56,51
8:16,232,Marquise Pointer Defensive Rebound.,56,51
8:04,232,Nick Harris missed Layup.,56,51
8:04,324,Josh Coleman Block.,56,51
8:04,232,Charleston Offensive Rebound.,56,51
7:54,232,Marquise Pointer missed Three Point Jumper.,56,51
7:54,232,Marquise Pointer Offensive Rebound.,56,51
7:52,324,Official TV Timeout,56,51
7:18,232,Grant Riller missed Three Point Jumper.,56,51
7:18,324,Joseph Williams-Powell Defensive Rebound.,56,51
7:03,324,Colton Ray-St Cyr missed Layup.,56,51
7:03,324,Colton Ray-St Cyr Offensive Rebound.,56,51
7:00,324,Colton Ray-St Cyr missed Two Point Tip Shot.,56,51
7:00,232,Grant Riller Defensive Rebound.,56,51
6:56,232,Foul on Grant Riller.,56,51
6:56,232,Grant Riller Turnover.,56,51
6:32,324,Jaylen Shaw missed Three Point Jumper.,56,51
6:32,232,Jarrell Brantley Defensive Rebound.,56,51
6:16,232,Joe Chealey made Layup.,58,51
6:16,324,Foul on Jaylan Robertson.,58,51
6:16,232,Joe Chealey made Free Throw.,59,51
5:45,324,Amidou Bamba missed Jumper.,59,51
5:45,232,Payton Hulsey Block.,59,51
5:44,232,Payton Hulsey Defensive Rebound.,59,51
5:32,232,Nick Harris missed Jumper.,59,51
5:32,324,Amidou Bamba Block.,59,51
5:29,232,Payton Hulsey Offensive Rebound.,59,51
5:10,232,Marquise Pointer made Layup.,61,51
4:51,324,Jaylen Shaw missed Three Point Jumper.,61,51
4:51,232,Jarrell Brantley Defensive Rebound.,61,51
4:28,232,Payton Hulsey Turnover.,61,51
4:10,324,Foul on Colton Ray-St Cyr.,61,51
4:10,324,Colton Ray-St Cyr Turnover.,61,51
3:54,232,Chevez Goodwin made Dunk. Assisted by Jarrell Brantley.,63,51
3:35,232,Foul on Chevez Goodwin.,63,51
3:35,324,Official TV Timeout,63,51
3:27,324,Josh Coleman made Jumper. Assisted by Colton Ray-St Cyr.,63,53
2:59,232,Joe Chealey missed Three Point Jumper.,63,53
2:59,324,Josh Coleman Defensive Rebound.,63,53
2:57,232,Foul on Chevez Goodwin.,63,53
2:57,324,Josh Coleman missed Free Throw.,63,53
2:57,232,Nick Harris Defensive Rebound.,63,53
2:33,232,Cameron Johnson missed Three Point Jumper.,63,53
2:33,232,Nick Harris Offensive Rebound.,63,53
2:27,324,Foul on Colton Ray-St Cyr.,63,53
2:27,232,Nick Harris made Free Throw.,64,53
2:27,232,Nick Harris made Free Throw.,65,53
2:15,324,Elijah Wilson missed Three Point Jumper.,65,53
2:15,324,Demario Beck Offensive Rebound.,65,53
2:09,324,Demario Beck made Three Point Jumper. Assisted by Colton Ray-St Cyr.,65,56
2:06,324,Coastal Carolina  Timeout,65,56
1:45,324,Foul on Demario Beck.,65,56
1:45,232,Cameron Johnson made Free Throw.,66,56
1:45,232,Cameron Johnson made Free Throw.,67,56
1:38,324,Josh Coleman made Layup. Assisted by Jaylen Shaw.,67,58
1:38,232,Foul on Nick Harris.,67,58
1:38,324,Josh Coleman missed Free Throw.,67,58
1:38,232,Jarrell Brantley Defensive Rebound.,67,58
1:31,232,Jarrell Brantley Turnover.,67,58
1:29,324,Jaylen Shaw Steal.,67,58
1:23,324,Elijah Wilson missed Three Point Jumper.,67,58
1:23,324,Coastal Carolina Offensive Rebound.,67,58
1:14,324,Elijah Wilson made Three Point Jumper.,67,61
0:37,324,Foul on Josh Coleman.,67,61
0:37,232,Cameron Johnson missed Free Throw.,67,61
0:37,324,Jaylen Shaw Defensive Rebound.,67,61
0:29,324,Elijah Wilson made Three Point Jumper. Assisted by Jaylen Shaw.,67,64
0:29,324,Coastal Carolina  Timeout,67,64
0:20,324,Foul on Colton Ray-St Cyr.,67,64
0:20,232,Jarrell Brantley made Free Throw.,68,64
0:20,232,Jarrell Brantley made Free Throw.,69,64
0:11,324,Elijah Wilson missed Three Point Jumper.,69,64
0:11,232,Cameron Johnson Defensive Rebound.,69,64
0:07,324,Foul on Colton Ray-St Cyr.,69,64
0:07,232,Cameron Johnson made Free Throw.,70,64
0:07,232,Cameron Johnson made Free Throw.,71,64
0:00,324,Elijah Wilson missed Three Point Jumper.,71,64
0:00,324,Josh Coleman Offensive Rebound.,71,64
0:00,324,End of Game,71,64
