Alcorn State,2348,Louisiana Tech,2016
13:58,2348,Jacobi Boykins made Three Point Jumper. Assisted by Jy'lan Washington.,6,17
13:32,2016,Denzel Dulin made Jumper. Assisted by Juwan Henderson.,8,17
13:05,2348,Erik McCree missed Jumper.,8,17
13:05,2016,A.J. Mosby Defensive Rebound.,8,17
12:57,2016,A.J. Mosby missed Jumper.,8,17
12:57,2348,Jacobi Boykins Block.,8,17
12:55,2348,Jy'lan Washington Defensive Rebound.,8,17
12:43,2348,Jy'lan Washington missed Layup.,8,17
12:43,2016,Marquis Vance Block.,8,17
12:40,2016,A.J. Mosby Defensive Rebound.,8,17
12:37,2016,Denzel Dulin made Layup. Assisted by A.J. Mosby.,10,17
12:24,2348,Erik McCree made Three Point Jumper. Assisted by DaQuan Bracey.,10,20
12:08,2016,Marquis Vance made Three Point Jumper. Assisted by Denzel Dulin.,13,20
12:07,2016,Marquis Vance made Free Throw.,14,20
12:07,2348,Foul on Jacobi Boykins.,13,20
11:57,2348,Jacobi Boykins made Three Point Jumper. Assisted by Derric Jean.,14,23
11:44,2016,TyQuaylon Smith missed Layup.,14,23
11:44,2348,Joniah White Block.,14,23
11:40,2348,Derric Jean Defensive Rebound.,14,23
11:23,2348,Jy'lan Washington missed Layup.,14,23
11:23,2016,Avery Patterson Defensive Rebound.,14,23
11:23,2016,Avery Patterson Turnover.,14,23
11:03,2348,Derric Jean made Three Point Jumper. Assisted by Jy'lan Washington.,14,26
10:44,2016,Marquis Vance missed Three Point Jumper.,14,26
10:44,2348,Oliver Powell Defensive Rebound.,14,26
10:29,2348,DaQuan Bracey made Jumper.,14,28
10:08,2016,Reginal Johnson missed Jumper.,14,28
10:08,2348,Jy'lan Washington Defensive Rebound.,14,28
9:57,2016,Foul on Reginal Johnson.,14,28
9:41,2348,Jy'lan Washington made Three Point Jumper. Assisted by DaQuan Bracey.,14,31
9:26,2016,Yalen Reed made Jumper. Assisted by A.J. Mosby.,16,31
9:12,2348,Jy'lan Washington Turnover.,16,31
8:48,2016,Marquis Vance missed Three Point Jumper.,16,31
8:48,2348,DaQuan Bracey Defensive Rebound.,16,31
8:46,2016,Foul on Avery Patterson.,16,31
8:24,2348,Oliver Powell missed Three Point Jumper.,16,31
8:24,2016,Avery Patterson Defensive Rebound.,16,31
8:14,2016,Avery Patterson missed Three Point Jumper.,16,31
8:14,2016,Alcorn St Offensive Rebound.,16,31
8:07,2016,A.J. Mosby missed Three Point Jumper.,16,31
8:07,2348,Omar Sherman Defensive Rebound.,16,31
7:57,2348,Erik McCree missed Layup.,16,31
7:57,2016,Yalen Reed Block.,16,31
7:55,2348,Jacobi Boykins Offensive Rebound.,16,31
7:54,2348,Jacobi Boykins missed Jumper.,16,31
7:54,2016,Alcorn St Defensive Rebound.,16,31
7:54,2348,Foul on Omar Sherman.,16,31
7:54,2348,Official TV Timeout,16,31
7:33,2016,Maurice Howard Turnover.,16,31
7:15,2348,DaQuan Bracey Turnover.,16,31
7:13,2016,Denzel Dulin Steal.,16,31
6:52,2016,Maurice Howard Turnover.,16,31
6:50,2348,Derric Jean Steal.,16,31
6:48,2348,Jacobi Boykins made Three Point Jumper. Assisted by DaQuan Bracey.,16,34
6:39,2016,Alcorn St  Timeout,16,34
6:22,2016,Yalen Reed Turnover.,16,34
6:04,2348,Jacobi Boykins Turnover.,16,34
6:02,2016,Denzel Dulin Steal.,16,34
5:58,2016,Rahamanh Katumbusi made Layup. Assisted by Juwan Henderson.,18,34
5:36,2348,Erik McCree made Jumper. Assisted by DaQuan Bracey.,18,36
5:13,2016,Marquis Vance made Layup.,20,36
4:53,2016,Foul on Devon Brewer.,20,36
4:53,2348,Erik McCree made Free Throw.,20,37
4:53,2348,Erik McCree made Free Throw.,20,38
4:45,2016,Devon Brewer missed Layup.,20,38
4:45,2348,Joniah White Block.,20,38
4:42,2348,Jy'lan Washington Defensive Rebound.,20,38
4:32,2016,Foul on Juwan Henderson.,20,38
4:29,2016,Foul on Marquis Vance.,20,38
4:29,2348,Jy'lan Washington missed Free Throw.,20,38
4:29,2348,Louisiana Tech Deadball Team Rebound.,20,38
4:29,2348,Jy'lan Washington missed Free Throw.,20,38
4:29,2016,Reginal Johnson Defensive Rebound.,20,38
4:12,2016,Rahamanh Katumbusi Turnover.,20,38
4:10,2348,Da'Shawn Robinson Steal.,20,38
3:57,2348,Official TV Timeout,20,38
3:52,2348,Erik McCree Turnover.,20,38
3:40,2016,Denzel Dulin missed Jumper.,20,38
3:40,2348,Erik McCree Defensive Rebound.,20,38
3:31,2348,Omar Sherman missed Jumper.,20,38
3:31,2016,Marquis Vance Defensive Rebound.,20,38
3:21,2016,Marquis Vance missed Jumper.,20,38
3:21,2348,Erik McCree Defensive Rebound.,20,38
3:12,2348,Erik McCree Turnover.,20,38
2:50,2016,Reginal Johnson missed Layup.,20,38
2:50,2016,Reginal Johnson Offensive Rebound.,20,38
2:47,2016,Reginal Johnson missed Layup.,20,38
2:47,2348,Jy'lan Washington Block.,20,38
2:44,2348,Da'Shawn Robinson Defensive Rebound.,20,38
2:36,2348,Omar Sherman Turnover.,20,38
2:14,2016,Reginal Johnson missed Jumper.,20,38
2:14,2348,Jy'lan Washington Defensive Rebound.,20,38
2:01,2348,Derric Jean missed Three Point Jumper.,20,38
2:01,2348,Omar Sherman Offensive Rebound.,20,38
1:56,2348,Omar Sherman made Two Point Tip Shot.,20,40
1:37,2016,Reginal Johnson made Jumper. Assisted by Marquis Vance.,22,40
1:19,2348,Derric Jean made Three Point Jumper. Assisted by Omar Sherman.,22,43
0:55,2348,Foul on Derric Jean.,22,43
0:44,2016,Marquis Vance missed Jumper.,22,43
0:44,2348,Omar Sherman Defensive Rebound.,22,43
0:30,2348,Derric Jean made Jumper.,22,45
0:21,2016,Marquis Vance missed Layup.,22,45
0:21,2348,Omar Sherman Defensive Rebound.,22,45
0:00,2348,Derric Jean made Jumper. Assisted by DaQuan Bracey.,22,47
0:00,2348,End of 1st half,22,47
19:47,2348,Derric Jean missed Three Point Jumper.,22,47
19:47,2016,Marquis Vance Defensive Rebound.,22,47
19:36,2016,Denzel Dulin made Jumper. Assisted by Marquis Vance.,24,47
19:16,2348,Omar Sherman Turnover.,24,47
19:14,2016,A.J. Mosby Steal.,24,47
19:11,2348,Foul on Jacobi Boykins.,24,47
19:11,2016,A.J. Mosby missed Free Throw.,24,47
19:11,2016,Alcorn St Deadball Team Rebound.,24,47
19:11,2016,A.J. Mosby made Free Throw.,25,47
18:53,2348,Jacobi Boykins made Three Point Jumper. Assisted by DaQuan Bracey.,25,50
18:38,2016,Devon Brewer made Layup. Assisted by A.J. Mosby.,27,50
18:21,2016,Foul on Devon Brewer.,27,50
18:10,2348,DaQuan Bracey missed Three Point Jumper.,27,50
18:10,2016,Avery Patterson Defensive Rebound.,27,50
18:01,2348,Foul on Omar Sherman.,27,50
17:56,2016,A.J. Mosby missed Three Point Jumper.,27,50
17:56,2348,Omar Sherman Defensive Rebound.,27,50
17:49,2348,Derric Jean Turnover.,27,50
17:48,2016,A.J. Mosby Steal.,27,50
17:46,2016,A.J. Mosby made Layup.,29,50
17:40,2016,Foul on Denzel Dulin.,29,50
17:40,2348,DaQuan Bracey made Free Throw.,29,51
17:40,2348,DaQuan Bracey made Free Throw.,29,52
17:26,2016,Denzel Dulin made Jumper. Assisted by Avery Patterson.,31,52
17:07,2016,Avery Patterson Defensive Rebound.,31,52
17:07,2348,Omar Sherman missed Jumper.,31,52
16:53,2016,Denzel Dulin made Layup.,33,52
16:47,2348,Louisiana Tech  Timeout,33,52
16:30,2016,Foul on Avery Patterson.,33,52
16:24,2016,Foul on A.J. Mosby.,33,52
16:24,2348,Jacobi Boykins made Free Throw.,33,53
16:24,2348,Jacobi Boykins made Free Throw.,33,54
16:24,2348,Jacobi Boykins made Free Throw.,33,55
16:17,2016,A.J. Mosby Turnover.,33,55
16:15,2348,Jacobi Boykins Steal.,33,55
16:11,2348,Joniah White made Dunk. Assisted by DaQuan Bracey.,33,57
16:03,2016,Avery Patterson made Layup. Assisted by A.J. Mosby.,35,57
15:47,2348,Jacobi Boykins missed Three Point Jumper.,35,57
15:47,2016,Reginal Johnson Defensive Rebound.,35,57
15:13,2016,Marquis Vance missed Jumper.,35,57
15:13,2016,Reginal Johnson Offensive Rebound.,35,57
15:13,2348,Foul on DaQuan Bracey.,35,57
15:13,2016,Reginal Johnson made Layup.,37,57
15:13,2016,Reginal Johnson missed Free Throw.,37,57
15:13,2348,Erik McCree Defensive Rebound.,37,57
14:59,2348,Erik McCree made Three Point Jumper.,37,60
14:34,2016,Denzel Dulin missed Three Point Jumper.,37,60
14:34,2348,Erik McCree Defensive Rebound.,37,60
14:18,2348,Erik McCree made Layup. Assisted by Jacobi Boykins.,37,62
14:08,2016,Avery Patterson missed Three Point Jumper.,37,62
14:08,2348,Erik McCree Defensive Rebound.,37,62
14:06,2016,Foul on Denzel Dulin.,37,62
13:49,2348,Derric Jean made Three Point Jumper. Assisted by Jacobi Boykins.,37,65
13:37,2016,Marquis Vance missed Three Point Jumper.,37,65
13:37,2348,Erik McCree Defensive Rebound.,37,65
13:27,2348,Joniah White missed Layup.,37,65
13:27,2016,Reginal Johnson Defensive Rebound.,37,65
13:20,2016,Rahamanh Katumbusi made Three Point Jumper.,40,65
13:00,2348,Joniah White missed Jumper.,40,65
13:00,2016,Marquis Vance Defensive Rebound.,40,65
12:49,2016,Denzel Dulin missed Layup.,40,65
12:49,2348,Erik McCree Defensive Rebound.,40,65
12:44,2016,Foul on Marquis Vance.,40,65
12:21,2016,Foul on Denzel Dulin.,40,65
12:21,2348,DaQuan Bracey missed Free Throw.,40,65
12:21,2016,Marquis Vance Defensive Rebound.,40,65
12:17,2016,A.J. Mosby missed Three Point Jumper.,40,65
12:17,2348,Jacobi Boykins Defensive Rebound.,40,65
12:01,2348,Joniah White missed Jumper.,40,65
12:01,2016,A.J. Mosby Defensive Rebound.,40,65
11:59,2348,Foul on Jacobi Boykins.,40,65
11:59,2348,Official TV Timeout,40,65
11:58,2016,Reginal Johnson Turnover.,40,65
11:54,2348,Jacobi Boykins Steal.,40,65
11:51,2348,Joniah White made Dunk.,40,67
11:48,2016,Maurice Howard Turnover.,40,67
11:38,2348,DaQuan Bracey Steal.,40,67
11:36,2348,DaQuan Bracey made Layup.,40,69
11:31,2016,Rahamanh Katumbusi missed Three Point Jumper.,40,69
11:31,2348,Louisiana Tech Defensive Rebound.,40,69
11:23,2016,Foul on Denzel Dulin.,40,69
11:23,2348,Jy'lan Washington made Free Throw.,40,70
11:23,2348,Jy'lan Washington made Free Throw.,40,71
11:22,2016,Denzel Dulin missed Jumper.,40,71
11:22,2348,DaQuan Bracey Defensive Rebound.,40,71
10:17,2348,Jy'lan Washington made Three Point Jumper.,40,74
10:04,2016,Reginal Johnson missed Jumper.,40,74
10:04,2348,Jacobi Boykins Defensive Rebound.,40,74
9:58,2348,Foul on Jacobi Boykins.,40,74
9:58,2348,Jacobi Boykins Turnover.,40,74
9:58,2016,Reginal Johnson made Three Point Jumper. Assisted by Juwan Henderson.,43,74
9:40,2348,Omar Sherman made Layup. Assisted by Derric Jean.,43,76
9:06,2348,Foul on Omar Sherman.,43,76
8:59,2348,Foul on Oliver Powell.,43,76
8:59,2016,Marquis Vance made Free Throw.,44,76
8:59,2016,Marquis Vance made Free Throw.,45,76
8:46,2348,Oliver Powell missed Layup.,45,76
8:46,2016,Juwan Henderson Defensive Rebound.,45,76
8:33,2016,Reginal Johnson made Jumper.,47,76
8:22,2016,Foul on Avery Patterson.,47,76
8:22,2348,Omar Sherman missed Free Throw.,47,76
8:22,2348,Louisiana Tech Deadball Team Rebound.,47,76
8:22,2348,Omar Sherman made Free Throw.,47,77
8:13,2016,Juwan Henderson Turnover.,47,77
8:12,2348,Derric Jean Steal.,47,77
8:09,2348,Derric Jean made Layup.,47,79
7:57,2016,Reginal Johnson made Three Point Jumper. Assisted by Juwan Henderson.,50,79
7:44,2348,Omar Sherman made Jumper.,50,81
7:32,2016,Tyler Carter Turnover.,50,81
7:30,2348,Oliver Powell Steal.,50,81
7:11,2016,Foul on Avery Patterson.,50,81
7:11,2348,Official TV Timeout,50,81
7:11,2348,Erik McCree made Free Throw.,50,82
7:11,2348,Erik McCree made Free Throw.,50,83
6:56,2348,Foul on Joniah White.,50,83
6:56,2016,Reginal Johnson made Free Throw.,51,83
6:56,2016,Reginal Johnson made Free Throw.,52,83
6:41,2348,Oliver Powell missed Jumper.,52,83
6:41,2016,Denzel Dulin Defensive Rebound.,52,83
6:39,2348,Foul on Erik McCree.,52,83
6:39,2016,Reginal Johnson made Free Throw.,53,83
6:39,2016,Reginal Johnson made Free Throw.,54,83
6:32,2348,Erik McCree made Layup. Assisted by Da'Shawn Robinson.,54,85
6:24,2016,Maurice Howard missed Three Point Jumper.,54,85
6:24,2348,Derric Jean Defensive Rebound.,54,85
6:13,2348,Joniah White missed Jumper.,54,85
6:13,2016,Reginal Johnson Defensive Rebound.,54,85
5:59,2016,Marquis Vance made Layup. Assisted by Denzel Dulin.,56,85
5:39,2348,Derric Jean made Three Point Jumper. Assisted by Da'Shawn Robinson.,56,88
5:31,2016,Foul on Avery Patterson.,56,88
5:31,2016,Avery Patterson Turnover.,56,88
5:18,2348,DaQuan Bracey missed Three Point Jumper.,56,88
5:18,2016,Denzel Dulin Defensive Rebound.,56,88
5:03,2016,Reginal Johnson missed Jumper.,56,88
5:03,2016,Denzel Dulin Offensive Rebound.,56,88
5:00,2016,Maurice Howard missed Three Point Jumper.,56,88
5:00,2348,Erik McCree Defensive Rebound.,56,88
4:52,2348,Erik McCree made Layup.,56,90
4:40,2016,Maurice Howard made Jumper.,58,90
4:09,2348,DaQuan Bracey missed Three Point Jumper.,58,90
4:09,2016,Marquis Vance Defensive Rebound.,58,90
3:58,2016,Denzel Dulin missed Three Point Jumper.,58,90
3:58,2016,Marquis Vance Offensive Rebound.,58,90
3:50,2016,Reginal Johnson made Three Point Jumper. Assisted by Maurice Howard.,61,90
3:37,2348,Official TV Timeout,61,90
3:32,2348,Jy'lan Washington made Dunk.,61,92
3:05,2016,Marquis Vance missed Layup.,61,92
3:05,2348,Omar Sherman Defensive Rebound.,61,92
2:58,2016,Foul on Tyler Carter.,61,92
2:58,2348,Omar Sherman made Free Throw.,61,93
2:58,2348,Omar Sherman made Free Throw.,61,94
2:56,2016,Tyler Carter missed Three Point Jumper.,61,94
2:56,2348,Luke Walker Defensive Rebound.,61,94
2:33,2348,Luke Walker missed Jumper.,61,94
2:33,2016,Marquis Vance Block.,61,94
2:30,2348,Louisiana Tech Offensive Rebound.,61,94
2:17,2348,Oliver Powell missed Jumper.,61,94
2:17,2016,Marquis Vance Defensive Rebound.,61,94
1:59,2016,Reginal Johnson missed Jumper.,61,94
1:59,2348,Oliver Powell Defensive Rebound.,61,94
1:56,2348,Oliver Powell Turnover.,61,94
1:54,2016,Maurice Howard Steal.,61,94
1:47,2016,Reginal Johnson made Layup.,63,94
1:25,2348,Luke Walker made Jumper.,63,96
1:12,2016,Alcorn St  Timeout,63,96
0:53,2016,Rahamanh Katumbusi missed Jumper.,63,96
0:53,2348,Jy'lan Washington Defensive Rebound.,63,96
0:44,2348,Oliver Powell made Layup.,63,98
0:16,2348,Foul on Jeremiah Taylor.,63,98
0:16,2016,Maurice Howard made Free Throw.,64,98
0:16,2016,Maurice Howard made Free Throw.,65,98
0:00,2348,End of Game,65,98
