CO Christian,Error,Wyoming,2751
13:22,-1,Dimitri Saliba Steal.,7,10
13:15,-1,Andre Lane made Three Point Jumper. Assisted by Jacob Taylor.,10,10
12:57,2751,Jonathan Barnes made Dunk. Assisted by Hayden Dalton.,10,12
12:47,-1,Jacob Taylor made Jumper. Assisted by Dimitri Saliba.,12,12
12:34,2751,Cody Kelley Turnover.,12,12
12:05,-1,Dimitri Saliba missed Three Point Jumper.,12,12
12:05,2751,Wyoming Defensive Rebound.,12,12
11:53,-1,Foul on Dimitri Saliba.,12,12
11:53,2751,Wyoming  Timeout,12,12
11:38,2751,Justin James Turnover.,12,12
11:37,-1,Ty McGee Steal.,12,12
11:19,-1,Brett Brady missed Three Point Jumper.,12,12
11:19,2751,Alan Herndon Defensive Rebound.,12,12
11:01,2751,Alan Herndon made Jumper. Assisted by Cody Kelley.,12,14
10:35,2751,Foul on Justin James.,12,14
10:35,-1,Ty McGee missed Free Throw.,12,14
10:35,-1,Colorado Christian Deadball Team Rebound.,12,14
10:35,-1,Ty McGee made Free Throw.,13,14
10:24,-1,Foul on Stefan Hackethal.,13,14
10:24,2751,Foul on Alan Herndon.,13,14
10:11,2751,Jason McManamen missed Jumper.,13,14
10:11,2751,Hayden Dalton Offensive Rebound.,13,14
10:08,2751,Hayden Dalton made Layup.,13,16
9:59,-1,Ty McGee Turnover.,13,16
9:59,-1,Foul on Ty McGee.,13,16
9:47,2751,Jeremy Lieberman missed Three Point Jumper.,13,16
9:47,-1,Stefan Hackethal Defensive Rebound.,13,16
9:32,-1,Dimitri Saliba missed Jumper.,13,16
9:32,2751,Hayden Dalton Defensive Rebound.,13,16
9:25,2751,Alexander Aka Gorski missed Three Point Jumper.,13,16
9:25,-1,Ty McGee Defensive Rebound.,13,16
9:18,2751,Foul on Hayden Dalton.,13,16
9:11,-1,Dimitri Saliba missed Layup.,13,16
9:11,2751,Alan Herndon Defensive Rebound.,13,16
9:00,-1,Foul on Dimitri Saliba.,13,16
8:56,2751,Hayden Dalton missed Three Point Jumper.,13,16
8:56,-1,Ty McGee Defensive Rebound.,13,16
8:42,-1,Ty McGee missed Layup.,13,16
8:42,2751,Hayden Dalton Defensive Rebound.,13,16
8:33,2751,Alan Herndon missed Three Point Jumper.,13,16
8:33,-1,Brenden Mann Defensive Rebound.,13,16
8:16,-1,Ty McGee made Three Point Jumper.,16,16
8:00,2751,Jeremy Lieberman missed Jumper.,16,16
8:00,-1,Ty McGee Defensive Rebound.,16,16
7:35,-1,Ty McGee missed Jumper.,16,16
7:35,2751,Alan Herndon Defensive Rebound.,16,16
7:25,2751,Jason McManamen missed Three Point Jumper.,16,16
7:25,-1,Brenden Mann Defensive Rebound.,16,16
6:54,2751,Foul on Alan Herndon.,16,16
6:54,-1,Colorado Christian  Timeout,16,16
6:54,2751,Wyoming  Timeout,16,16
6:54,-1,Brenden Mann made Free Throw.,17,16
6:54,-1,Brenden Mann made Free Throw.,18,16
6:44,2751,Louis Adams missed Three Point Jumper.,18,16
6:44,2751,Andrew Moemeka Offensive Rebound.,18,16
6:40,-1,Foul on Brenden Mann.,18,16
6:40,2751,Andrew Moemeka missed Free Throw.,18,16
6:40,-1,Jacob Taylor Defensive Rebound.,18,16
6:30,-1,Brett Brady made Jumper. Assisted by Jacob Taylor.,20,16
6:12,2751,Louis Adams made Three Point Jumper. Assisted by Jason McManamen.,20,19
6:00,-1,Jacob Taylor made Jumper. Assisted by Jeremiah Hanson.,22,19
5:44,2751,Justin James made Three Point Jumper. Assisted by Jason McManamen.,22,22
5:24,2751,Foul on Louis Adams.,22,22
5:24,-1,Isaiah Hanson made Free Throw.,23,22
5:24,-1,Isaiah Hanson made Free Throw.,24,22
5:12,2751,Louis Adams missed Layup.,24,22
5:12,-1,Brett Brady Defensive Rebound.,24,22
5:05,-1,Brenden Mann missed Three Point Jumper.,24,22
5:05,2751,Andrew Moemeka Defensive Rebound.,24,22
4:59,2751,Cody Kelley Turnover.,24,22
4:59,-1,Colorado Christian  Timeout,24,22
4:35,2751,Foul on Louis Adams.,24,22
4:35,-1,Dimitri Saliba made Free Throw.,25,22
4:35,-1,Dimitri Saliba made Free Throw.,26,22
4:23,2751,Alexander Aka Gorski made Three Point Jumper. Assisted by Cody Kelley.,26,25
4:11,-1,Jacob Taylor missed Jumper.,26,25
4:11,2751,Hayden Dalton Defensive Rebound.,26,25
4:04,2751,Cody Kelley missed Three Point Jumper.,26,25
4:04,-1,Andre Lane Defensive Rebound.,26,25
3:43,-1,Jacob Taylor made Layup. Assisted by Dimitri Saliba.,28,25
3:43,2751,Wyoming  Timeout,28,25
3:33,2751,Hayden Dalton missed Three Point Jumper.,28,25
3:33,2751,Justin James Offensive Rebound.,28,25
3:27,-1,Foul on Jonathan Stevens.,28,25
3:27,2751,Jordan Naughton missed Free Throw.,28,25
3:27,2751,Wyoming Deadball Team Rebound.,28,25
3:27,2751,Jordan Naughton made Free Throw.,28,26
3:13,-1,Jonathan Stevens missed Jumper.,28,26
3:13,2751,Justin James Defensive Rebound.,28,26
2:57,2751,Cody Kelley missed Three Point Jumper.,28,26
2:57,2751,Cody Kelley Offensive Rebound.,28,26
2:52,2751,Cody Kelley missed Layup.,28,26
2:52,-1,Brett Brady Defensive Rebound.,28,26
2:24,-1,Dimitri Saliba made Layup.,30,26
2:08,-1,Foul on Andre Lane.,30,26
2:08,2751,Jordan Naughton missed Free Throw.,30,26
2:08,-1,Isaiah Hanson Defensive Rebound.,30,26
1:53,-1,Ty McGee missed Jumper.,30,26
1:53,2751,Wyoming Defensive Rebound.,30,26
1:42,2751,Justin James missed Three Point Jumper.,30,26
1:42,-1,Ty McGee Defensive Rebound.,30,26
1:24,-1,Ty McGee missed Jumper.,30,26
1:24,2751,Wyoming Defensive Rebound.,30,26
1:24,2751,Hayden Dalton Block.,30,26
1:05,2751,Alexander Aka Gorski made Layup.,30,28
0:26,-1,Ty McGee missed Jumper.,30,28
0:26,2751,Justin James Defensive Rebound.,30,28
0:04,-1,Foul on Brett Brady.,30,28
0:04,2751,Justin James missed Free Throw.,30,28
0:04,2751,Wyoming Deadball Team Rebound.,30,28
0:04,2751,Justin James made Free Throw.,30,29
0:02,-1,Ty McGee missed Layup.,30,29
0:02,2751,Wyoming Defensive Rebound.,30,29
0:00,2751,End of 1st half,30,29
19:48,-1,Brett Brady missed Three Point Jumper.,30,29
19:48,-1,Jacob Taylor Offensive Rebound.,30,29
19:34,-1,Brett Brady made Jumper.,32,29
19:06,2751,Jason McManamen missed Three Point Jumper.,32,29
19:06,-1,Brett Brady Defensive Rebound.,32,29
18:50,-1,Dimitri Saliba missed Layup.,32,29
18:50,2751,Louis Adams Defensive Rebound.,32,29
18:48,-1,Foul on Jacob Taylor.,32,29
18:37,2751,Andrew Moemeka Turnover.,32,29
18:37,2751,Foul on Andrew Moemeka.,32,29
18:08,-1,Stefan Hackethal missed Three Point Jumper.,32,29
18:08,2751,Andrew Moemeka Defensive Rebound.,32,29
17:46,2751,Alan Herndon missed Jumper.,32,29
17:46,-1,Ty McGee Block.,32,29
17:43,-1,Ty McGee Defensive Rebound.,32,29
17:41,-1,Ty McGee made Layup.,34,29
17:25,2751,Louis Adams missed Jumper.,34,29
17:25,-1,Dimitri Saliba Defensive Rebound.,34,29
17:21,2751,Foul on Andrew Moemeka.,34,29
17:08,-1,Brett Brady made Three Point Jumper. Assisted by Dimitri Saliba.,37,29
16:51,-1,Foul on Brett Brady.,37,29
16:51,2751,Jason McManamen made Free Throw.,37,30
16:51,2751,Jason McManamen made Free Throw.,37,31
16:34,-1,Dimitri Saliba Turnover.,37,31
16:22,-1,Foul on Jonathan Stevens.,37,31
16:22,2751,Justin James missed Free Throw.,37,31
16:22,2751,Wyoming Deadball Team Rebound.,37,31
16:22,2751,Justin James missed Free Throw.,37,31
16:22,-1,Jonathan Stevens Defensive Rebound.,37,31
16:07,-1,Andre Lane missed Three Point Jumper.,37,31
16:07,2751,Justin James Defensive Rebound.,37,31
15:57,2751,Alan Herndon made Layup. Assisted by Jeremy Lieberman.,37,33
15:45,-1,Ty McGee missed Three Point Jumper.,37,33
15:45,-1,Jonathan Stevens Offensive Rebound.,37,33
15:39,-1,Jonathan Stevens missed Layup.,37,33
15:39,2751,Alan Herndon Defensive Rebound.,37,33
15:33,2751,Justin James missed Layup.,37,33
15:33,-1,Ty McGee Defensive Rebound.,37,33
15:27,-1,Colorado Christian Defensive Rebound.,37,33
15:27,-1,Brett Brady missed Three Point Jumper.,37,33
15:19,2751,Wyoming  Timeout,37,33
15:06,-1,Dimitri Saliba missed Three Point Jumper.,37,33
15:06,2751,Hayden Dalton Defensive Rebound.,37,33
14:58,2751,Justin James missed Three Point Jumper.,37,33
14:58,-1,Dimitri Saliba Defensive Rebound.,37,33
14:40,-1,Isaiah Hanson missed Three Point Jumper.,37,33
14:40,2751,Jeremy Lieberman Defensive Rebound.,37,33
14:32,2751,Alan Herndon made Three Point Jumper. Assisted by Jeremy Lieberman.,37,36
14:13,2751,Foul on Hayden Dalton.,37,36
14:13,-1,Dimitri Saliba made Free Throw.,38,36
14:13,-1,Dimitri Saliba made Free Throw.,39,36
13:59,2751,Jeremy Lieberman made Three Point Jumper. Assisted by Jason McManamen.,39,39
13:38,-1,Isaiah Hanson missed Three Point Jumper.,39,39
13:38,-1,Jacob Taylor Offensive Rebound.,39,39
13:20,-1,Brett Brady missed Jumper.,39,39
13:20,2751,Hayden Dalton Defensive Rebound.,39,39
13:07,2751,Jason McManamen made Three Point Jumper. Assisted by Hayden Dalton.,39,42
13:01,-1,Colorado Christian  Timeout,39,42
12:45,-1,Jacob Taylor missed Jumper.,39,42
12:45,2751,Justin James Defensive Rebound.,39,42
12:33,2751,Jason McManamen missed Three Point Jumper.,39,42
12:33,-1,Colorado Christian Defensive Rebound.,39,42
12:09,-1,Dimitri Saliba missed Jumper.,39,42
12:09,2751,Hayden Dalton Defensive Rebound.,39,42
12:00,2751,Alan Herndon made Three Point Jumper. Assisted by Hayden Dalton.,39,45
11:39,-1,Brenden Mann Turnover.,39,45
11:37,2751,Jeremy Lieberman Steal.,39,45
11:36,2751,Jeremy Lieberman made Layup.,39,47
11:07,-1,Ty McGee Turnover.,39,47
11:07,2751,Wyoming  Timeout,39,47
10:49,-1,Foul on Jacob Taylor.,39,47
10:49,-1,Foul on Brenden Mann.,39,47
10:49,2751,Alan Herndon missed Free Throw.,39,47
10:49,2751,Wyoming Deadball Team Rebound.,39,47
10:49,2751,Alan Herndon made Free Throw.,39,48
10:35,-1,Stefan Hackethal made Three Point Jumper. Assisted by Jacob Taylor.,42,48
10:24,2751,Jeremy Lieberman missed Three Point Jumper.,42,48
10:24,-1,Colorado Christian Defensive Rebound.,42,48
10:01,-1,Andre Lane missed Three Point Jumper.,42,48
10:01,2751,Justin James Defensive Rebound.,42,48
9:53,-1,Foul on Stefan Hackethal.,42,48
9:53,2751,Hayden Dalton made Free Throw.,42,49
9:53,2751,Hayden Dalton made Free Throw.,42,50
9:37,-1,Stefan Hackethal made Three Point Jumper. Assisted by Dimitri Saliba.,45,50
9:24,2751,Alan Herndon made Layup. Assisted by Justin James.,45,52
8:55,-1,Dimitri Saliba Turnover.,45,52
8:55,-1,Foul on Dimitri Saliba.,45,52
8:42,2751,Jason McManamen made Three Point Jumper. Assisted by Alexander Aka Gorski.,45,55
8:29,-1,Stefan Hackethal missed Three Point Jumper.,45,55
8:29,2751,Wyoming Defensive Rebound.,45,55
8:12,2751,Cody Kelley missed Layup.,45,55
8:12,-1,Jonathan Stevens Block.,45,55
8:10,2751,Wyoming Offensive Rebound.,45,55
8:07,2751,Cody Kelley missed Three Point Jumper.,45,55
8:07,-1,Jacob Taylor Defensive Rebound.,45,55
7:49,-1,Stefan Hackethal missed Jumper.,45,55
7:49,-1,Brett Brady Offensive Rebound.,45,55
7:37,-1,Jacob Taylor made Jumper. Assisted by Brett Brady.,47,55
7:27,2751,Cody Kelley Turnover.,47,55
7:26,-1,Ty McGee Steal.,47,55
7:19,-1,Ty McGee missed Layup.,47,55
7:19,2751,Hayden Dalton Block.,47,55
7:18,2751,Andrew Moemeka Defensive Rebound.,47,55
7:09,2751,Andrew Moemeka made Dunk. Assisted by Cody Kelley.,47,57
6:39,-1,Ty McGee missed Jumper.,47,57
6:38,2751,Andrew Moemeka Block.,47,57
6:37,2751,Jason McManamen Defensive Rebound.,47,57
6:23,2751,Cody Kelley missed Three Point Jumper.,47,57
6:23,-1,Stefan Hackethal Defensive Rebound.,47,57
6:03,-1,Ty McGee made Three Point Jumper. Assisted by Dimitri Saliba.,50,57
6:00,-1,Colorado Christian  Timeout,50,57
5:55,-1,Foul on Dimitri Saliba.,50,57
5:55,2751,Alexander Aka Gorski made Free Throw.,50,58
5:55,2751,Alexander Aka Gorski made Free Throw.,50,59
5:31,-1,Brett Brady missed Jumper.,50,59
5:31,2751,Jeremy Lieberman Defensive Rebound.,50,59
5:27,2751,Alexander Aka Gorski missed Layup.,50,59
5:27,2751,Andrew Moemeka Offensive Rebound.,50,59
5:24,2751,Alan Herndon missed Three Point Jumper.,50,59
5:24,-1,Stefan Hackethal Defensive Rebound.,50,59
5:07,-1,Ty McGee missed Layup.,50,59
5:07,2751,Andrew Moemeka Block.,50,59
5:05,2751,Alexander Aka Gorski Defensive Rebound.,50,59
4:46,2751,Alexander Aka Gorski missed Three Point Jumper.,50,59
4:46,-1,Ty McGee Defensive Rebound.,50,59
4:23,2751,Foul on Jason McManamen.,50,59
4:22,-1,Brett Brady missed Three Point Jumper.,50,59
4:22,2751,Jeremy Lieberman Defensive Rebound.,50,59
3:54,2751,Jeremy Lieberman missed Three Point Jumper.,50,59
3:54,-1,Ty McGee Defensive Rebound.,50,59
3:50,2751,Foul on Alexander Aka Gorski.,50,59
3:50,-1,Jacob Taylor Defensive Rebound.,50,59
3:37,-1,Jacob Taylor missed Jumper.,50,59
3:37,2751,Cody Kelley Defensive Rebound.,50,59
3:30,2751,Justin James Turnover.,50,59
3:29,-1,Dimitri Saliba Steal.,50,59
3:27,-1,Brett Brady missed Three Point Jumper.,50,59
3:27,2751,Alexander Aka Gorski Defensive Rebound.,50,59
3:10,2751,Hayden Dalton made Jumper.,50,61
2:58,-1,Ty McGee made Jumper.,52,61
2:41,-1,Foul on Stefan Hackethal.,52,61
2:41,2751,Justin James made Free Throw.,52,62
2:41,2751,Justin James made Free Throw.,52,63
2:25,-1,Ty McGee made Jumper.,54,63
2:05,2751,Hayden Dalton missed Three Point Jumper.,54,63
2:05,-1,Ty McGee Defensive Rebound.,54,63
1:53,-1,Dimitri Saliba missed Jumper.,54,63
1:53,2751,Alan Herndon Block.,54,63
1:51,-1,Colorado Christian Offensive Rebound.,54,63
1:47,-1,Dimitri Saliba missed Jumper.,54,63
1:47,2751,Justin James Block.,54,63
1:45,2751,Jason McManamen Defensive Rebound.,54,63
1:40,-1,Foul on Brett Brady.,54,63
1:40,2751,Justin James made Free Throw.,54,64
1:40,2751,Justin James made Free Throw.,54,65
1:29,-1,Brett Brady missed Three Point Jumper.,54,65
1:29,2751,Hayden Dalton Defensive Rebound.,54,65
1:22,2751,Hayden Dalton Turnover.,54,65
1:21,-1,Brett Brady Steal.,54,65
1:19,-1,Ty McGee made Dunk.,56,65
1:02,2751,Alan Herndon missed Free Throw.,56,65
1:02,2751,Wyoming Deadball Team Rebound.,56,65
1:02,2751,Alan Herndon missed Free Throw.,56,65
1:02,-1,Isaiah Hanson Defensive Rebound.,56,65
0:45,-1,Dimitri Saliba made Layup.,58,65
0:33,2751,Justin James missed Jumper.,58,65
0:33,2751,Jason McManamen Offensive Rebound.,58,65
0:25,-1,Foul on Brett Brady.,58,65
0:25,2751,Alexander Aka Gorski missed Free Throw.,58,65
0:25,2751,Wyoming Deadball Team Rebound.,58,65
0:25,2751,Alexander Aka Gorski made Free Throw.,58,66
0:19,-1,Dimitri Saliba missed Layup.,58,66
0:19,2751,Alan Herndon Block.,58,66
0:18,-1,Colorado Christian Offensive Rebound.,58,66
0:18,-1,Ty McGee made Layup. Assisted by Dimitri Saliba.,60,66
0:12,-1,Foul on Ty McGee.,60,66
0:12,2751,Justin James made Free Throw.,60,67
0:11,-1,Dimitri Saliba missed Three Point Jumper.,60,67
0:11,-1,Ty McGee Offensive Rebound.,60,67
0:06,-1,Brett Brady missed Three Point Jumper.,60,68
0:06,2751,Justin James Defensive Rebound.,60,67
0:00,2751,End of Game,60,67
