Stetson,2294,Iowa,56
1:56,56,Leo Goodman made Free Throw.,66,92
1:36,2294,Isaiah Moss missed Three Point Jumper.,66,92
1:36,56,Angel Rivera Defensive Rebound.,66,92
1:24,56,Luke Doyle missed Three Point Jumper.,66,92
1:24,56,Angel Rivera Offensive Rebound.,66,92
1:08,56,Luke Doyle missed Three Point Jumper.,66,92
1:06,2294,Maishe Dailey Defensive Rebound.,66,92
1:06,56,Foul on Kevin Ndahiro.,66,92
1:06,2294,Maishe Dailey made Free Throw.,66,93
1:06,2294,Maishe Dailey missed Free Throw.,66,93
1:06,56,Kevin Ndahiro Defensive Rebound.,66,93
0:57,56,Divine Myles made Jumper.,68,93
0:39,2294,Charlie Rose missed Three Point Jumper.,68,93
0:39,2294,Maishe Dailey Offensive Rebound.,68,93
0:34,2294,Maishe Dailey made Jumper.,68,95
0:22,56,Divine Myles missed Jumper.,68,95
0:22,2294,Christian Williams Defensive Rebound.,68,95
0:00,2294,End of Game,68,95
