UT Rio Grande Valley,2501,Portland,292
11:33,2501,Alec Wintering made Layup. Assisted by D'Marques Tyson.,9,15
11:32,2501,Official TV Timeout,9,15
11:14,292,Lew Stallworth missed Three Point Jumper.,9,15
11:14,2501,Portland Defensive Rebound.,9,15
10:48,2501,Gabe Taylor Turnover.,9,15
10:47,292,Xavier McDaniel Jr. Steal.,9,15
10:43,292,Xavier McDaniel Jr. Turnover.,9,15
10:43,2501,Philipp Hartwich Steal.,9,15
10:36,2501,Alec Wintering Turnover.,9,15
10:18,292,Xavier McDaniel Jr. missed Jumper.,9,15
10:18,2501,Joseph Smoyer Defensive Rebound.,9,15
9:53,2501,Alec Wintering missed Layup.,9,15
9:53,292,Dan Kimasa Defensive Rebound.,9,15
9:39,292,Lesley Varner Jr. made Three Point Jumper. Assisted by Lew Stallworth.,12,15
9:25,292,Foul on Lew Stallworth.,12,15
9:24,2501,Gabe Taylor made Layup. Assisted by Alec Wintering.,12,17
9:09,292,Moe McDonald missed Three Point Jumper.,12,17
9:09,292,Dan Kimasa Offensive Rebound.,12,17
9:02,292,Xavier McDaniel Jr. missed Jumper.,12,17
9:02,2501,Jarrel Marshall Defensive Rebound.,12,17
8:42,2501,Gabe Taylor missed Three Point Jumper.,12,17
8:42,292,Dan Kimasa Defensive Rebound.,12,17
8:30,292,Xavier McDaniel Jr. Turnover.,12,17
8:30,2501,Jarrel Marshall Steal.,12,17
8:30,292,Foul on Xavier McDaniel Jr..,12,17
8:22,2501,Alec Wintering Turnover.,12,17
8:21,292,Nick Dixon Steal.,12,17
8:18,292,Mike Hoffman made Layup. Assisted by Nick Dixon.,14,17
8:01,2501,Gabe Taylor missed Layup.,14,17
8:01,2501,Jarrel Marshall Offensive Rebound.,14,17
7:55,2501,Gabe Taylor made Layup. Assisted by Jarrel Marshall.,14,19
7:43,292,Mike Hoffman made Jumper.,16,19
7:26,292,Foul on Gage Loy.,16,19
7:26,2501,Official TV Timeout,16,19
7:21,2501,Alec Wintering made Layup.,16,21
7:21,2501,Foul on Ray Barreno.,16,21
7:21,292,Foul on Adonis Rwabigwi.,16,21
7:21,2501,Alec Wintering made Free Throw.,16,22
7:16,292,Antonio Green made Three Point Jumper. Assisted by Moe McDonald.,19,22
6:58,2501,Gabe Taylor missed Layup.,19,22
6:58,292,Mike Hoffman Block.,19,22
6:56,292,Moe McDonald Defensive Rebound.,19,22
6:54,292,Antonio Green made Layup. Assisted by Moe McDonald.,21,22
6:40,292,Foul on Mike Hoffman.,21,22
6:40,2501,Alec Wintering made Free Throw.,21,23
6:40,2501,Alec Wintering made Free Throw.,21,24
6:16,292,Antonio Green made Layup.,23,24
5:56,2501,Joseph Smoyer missed Layup.,23,24
5:56,2501,Gabe Taylor Offensive Rebound.,23,24
5:54,2501,Gabe Taylor made Layup.,23,26
5:43,2501,Foul on Alec Wintering.,23,26
5:28,292,Nick Dixon missed Jumper.,23,26
5:28,292,Antonio Green Offensive Rebound.,23,26
5:26,292,Antonio Green missed Jumper.,23,26
5:26,2501,D'Marques Tyson Defensive Rebound.,23,26
5:18,2501,Alec Wintering made Jumper.,23,28
5:16,2501,Foul on Philipp Hartwich.,23,28
5:16,2501,Technical Foul on Philipp Hartwich.,23,28
5:16,292,Antonio Green missed Free Throw.,23,28
5:16,292,UT Rio Grande Valley Deadball Team Rebound.,23,28
5:16,292,Antonio Green made Free Throw.,24,28
4:59,292,Mike Hoffman missed Jumper.,24,28
4:59,2501,Gabe Taylor Defensive Rebound.,24,28
4:47,292,Foul on Moe McDonald.,24,28
4:47,2501,Gabe Taylor missed Free Throw.,24,28
4:47,292,Mike Hoffman Defensive Rebound.,24,28
4:38,292,Antonio Green missed Three Point Jumper.,24,28
4:38,292,Moe McDonald Offensive Rebound.,24,28
4:33,292,Moe McDonald made Two Point Tip Shot.,26,28
4:21,292,Foul on Antonio Green.,26,28
4:21,2501,Alec Wintering missed Free Throw.,26,28
4:21,292,Antonio Green Defensive Rebound.,26,28
4:02,292,Nick Dixon made Jumper.,28,28
3:45,2501,D'Marques Tyson missed Three Point Jumper.,28,28
3:45,292,Mike Hoffman Defensive Rebound.,28,28
3:33,292,Antonio Green missed Layup.,28,28
3:33,2501,Jarrel Marshall Defensive Rebound.,28,28
3:11,2501,Jarrel Marshall missed Jumper.,28,28
3:11,2501,Jarrel Marshall Offensive Rebound.,28,28
3:08,2501,Jarrel Marshall missed Two Point Tip Shot.,28,28
3:08,2501,Portland Offensive Rebound.,28,28
3:08,2501,Official TV Timeout,28,28
3:08,2501,Jazz Johnson made Jumper.,28,30
3:08,292,Nick Dixon Turnover.,28,30
3:08,2501,D'Marques Tyson Steal.,28,30
2:15,2501,Jazz Johnson missed Jumper.,28,30
2:15,292,Xavier McDaniel Jr. Defensive Rebound.,28,30
2:15,2501,Foul on Jarrel Marshall.,28,30
2:02,292,Nick Dixon missed Jumper.,28,30
2:02,2501,Jarrel Marshall Defensive Rebound.,28,30
1:44,2501,Jazz Johnson Turnover.,28,30
1:44,292,Lesley Varner Jr. Steal.,28,30
1:37,292,Nick Dixon made Layup.,30,30
1:37,2501,Foul on Philipp Hartwich.,30,30
1:37,292,Nick Dixon made Free Throw.,31,30
1:23,2501,Jazz Johnson Turnover.,31,30
1:23,292,Mike Nwabuzor Steal.,31,30
1:20,292,Mike Nwabuzor Turnover.,31,30
1:19,2501,Jazz Johnson Steal.,31,30
1:18,2501,Portland  Timeout,31,30
0:58,2501,Jarrel Marshall missed Jumper.,31,30
0:58,2501,Philipp Hartwich Offensive Rebound.,31,30
0:50,2501,D'Marques Tyson missed Three Point Jumper.,31,30
0:50,292,Dan Kimasa Defensive Rebound.,31,30
0:33,292,Dan Kimasa missed Three Point Jumper.,31,30
0:33,2501,Alec Wintering Defensive Rebound.,31,30
0:04,2501,Jarrel Marshall missed Layup.,31,30
0:04,292,Lesley Varner Jr. Block.,31,30
0:03,292,Mike Nwabuzor Defensive Rebound.,31,30
0:01,292,Antonio Green missed Three Point Jumper.,31,30
0:01,2501,D'Marques Tyson Defensive Rebound.,31,30
0:00,2501,End of 1st half,31,30
19:49,292,Antonio Green made Jumper.,33,30
19:29,2501,Gabe Taylor Turnover.,33,30
19:18,292,Gage Loy made Layup.,35,30
18:46,2501,Philipp Hartwich Turnover.,35,30
18:30,292,Lew Stallworth missed Three Point Jumper.,35,30
18:30,2501,Jazz Johnson Defensive Rebound.,35,30
18:09,292,Foul on Mike Hoffman.,35,30
17:48,2501,Jazz Johnson missed Three Point Jumper.,35,30
17:48,2501,Philipp Hartwich Offensive Rebound.,35,30
17:42,2501,Philipp Hartwich made Jumper.,35,32
17:19,292,Gage Loy made Jumper. Assisted by Lew Stallworth.,37,32
16:53,2501,Portland  Timeout,37,32
16:46,2501,D'Marques Tyson made Three Point Jumper. Assisted by Alec Wintering.,37,35
16:24,292,Gage Loy made Jumper. Assisted by Lew Stallworth.,39,35
16:10,2501,D'Marques Tyson made Three Point Jumper. Assisted by Alec Wintering.,39,38
16:01,2501,Foul on D'Marques Tyson.,39,38
15:55,292,Lew Stallworth made Layup.,41,38
15:43,292,Foul on Mike Hoffman.,41,38
15:43,2501,Official TV Timeout,41,38
15:43,2501,Gabe Taylor missed Free Throw.,41,38
15:43,2501,Portland Deadball Team Rebound.,41,38
15:43,2501,Gabe Taylor made Free Throw.,41,39
15:26,292,Antonio Green missed Jumper.,41,39
15:26,2501,Gabe Taylor Defensive Rebound.,41,39
15:13,2501,Jazz Johnson missed Layup.,41,39
15:13,292,Dan Kimasa Defensive Rebound.,41,39
15:07,292,Antonio Green made Three Point Jumper. Assisted by Lew Stallworth.,44,39
14:42,292,Foul on Dan Kimasa.,44,39
14:42,2501,Gabe Taylor missed Free Throw.,44,39
14:42,2501,Portland Deadball Team Rebound.,44,39
14:42,2501,Gabe Taylor made Free Throw.,44,40
14:33,292,Xavier McDaniel Jr. missed Jumper.,44,40
14:33,2501,Philipp Hartwich Defensive Rebound.,44,40
14:30,292,Foul on Dan Kimasa.,44,40
14:21,292,Foul on Lesley Varner Jr..,44,40
14:20,2501,D'Marques Tyson Turnover.,44,40
14:19,292,Lew Stallworth Steal.,44,40
14:17,2501,Foul on Jazz Johnson.,44,40
14:17,292,Lew Stallworth missed Free Throw.,44,40
14:17,292,UT Rio Grande Valley Deadball Team Rebound.,44,40
14:17,292,Lew Stallworth made Free Throw.,45,40
14:17,292,Foul on Lew Stallworth.,45,40
14:02,2501,D'Marques Tyson missed Three Point Jumper.,45,40
14:02,292,Nick Dixon Defensive Rebound.,45,40
13:54,292,Antonio Green missed Three Point Jumper.,45,40
13:54,2501,Jazz Johnson Defensive Rebound.,45,40
13:46,292,Foul on Xavier McDaniel Jr..,45,40
13:46,2501,Jazz Johnson made Free Throw.,45,41
13:46,2501,Jazz Johnson missed Free Throw.,45,41
13:46,292,Xavier McDaniel Jr. Defensive Rebound.,45,41
13:34,292,Antonio Green missed Jumper.,45,41
13:34,292,Antonio Green Offensive Rebound.,45,41
13:28,2501,Foul on Philipp Hartwich.,45,41
13:23,292,Lesley Varner Jr. made Three Point Jumper. Assisted by Xavier McDaniel Jr..,48,41
13:04,292,Foul on Lesley Varner Jr..,48,41
13:04,2501,Alec Wintering missed Free Throw.,48,41
13:04,292,Dan Kimasa Defensive Rebound.,48,41
12:46,292,Xavier McDaniel Jr. made Jumper.,50,41
12:29,2501,Jazz Johnson made Layup. Assisted by D'Marques Tyson.,50,43
12:29,292,Foul on Dan Kimasa.,50,43
12:29,2501,Jazz Johnson made Free Throw.,50,44
12:16,292,Nick Dixon made Layup.,52,44
11:54,2501,D'Marques Tyson made Three Point Jumper. Assisted by Alec Wintering.,52,47
11:40,2501,Official TV Timeout,52,47
11:19,292,Nick Dixon made Three Point Jumper.,55,47
11:08,292,Foul on Nick Dixon.,55,47
11:08,2501,Alec Wintering made Free Throw.,55,48
11:08,2501,Alec Wintering missed Free Throw.,55,48
11:08,292,Xavier McDaniel Jr. Defensive Rebound.,55,48
10:52,292,Dan Kimasa missed Jumper.,55,48
10:52,2501,Gabe Taylor Defensive Rebound.,55,48
10:41,292,Foul on Dan Kimasa.,55,48
10:41,2501,Alec Wintering missed Free Throw.,55,48
10:41,2501,Portland Deadball Team Rebound.,55,48
10:41,2501,Alec Wintering made Free Throw.,55,49
10:31,292,Gage Loy missed Three Point Jumper.,55,49
10:31,2501,Joseph Smoyer Defensive Rebound.,55,49
10:10,2501,Joseph Smoyer made Layup. Assisted by Alec Wintering.,55,51
9:59,292,Nick Dixon missed Layup.,55,51
9:59,292,Moe McDonald Offensive Rebound.,55,51
9:39,292,Gage Loy Turnover.,55,51
9:38,2501,Gabe Taylor Steal.,55,51
9:35,292,Foul on Moe McDonald.,55,51
9:35,2501,Alec Wintering made Free Throw.,55,52
9:35,2501,Alec Wintering missed Free Throw.,55,52
9:35,292,Mike Hoffman Defensive Rebound.,55,52
9:28,292,Antonio Green Turnover.,55,52
9:27,2501,Alec Wintering Steal.,55,52
9:25,2501,Alec Wintering missed Layup.,55,52
9:25,292,UT Rio Grande Valley Deadball Team Rebound.,55,52
9:24,2501,Foul on Jazz Johnson.,55,52
9:12,292,Antonio Green made Three Point Jumper. Assisted by Nick Dixon.,58,52
8:55,292,Foul on Adonis Rwabigwi.,58,52
8:55,2501,Joseph Smoyer missed Free Throw.,58,52
8:55,2501,Portland Deadball Team Rebound.,58,52
8:55,2501,Joseph Smoyer missed Free Throw.,58,52
8:55,292,Mike Hoffman Defensive Rebound.,58,52
8:43,292,Antonio Green made Three Point Jumper. Assisted by Nick Dixon.,61,52
8:24,2501,Portland  Timeout,61,52
8:09,2501,Joseph Smoyer made Dunk. Assisted by Jazz Johnson.,61,54
7:58,2501,Foul on Alec Wintering.,61,54
7:43,292,Antonio Green missed Three Point Jumper.,61,54
7:43,292,Nick Dixon Offensive Rebound.,61,54
7:39,292,Nick Dixon made Two Point Tip Shot.,63,54
7:24,2501,Jarrel Marshall missed Layup.,63,54
7:24,292,Nick Dixon Defensive Rebound.,63,54
7:15,292,Nick Dixon made Layup.,65,54
7:02,2501,Jazz Johnson missed Three Point Jumper.,65,54
7:02,292,Nick Dixon Defensive Rebound.,65,54
6:53,292,Adonis Rwabigwi made Dunk. Assisted by Nick Dixon.,67,54
6:43,2501,Portland  Timeout,67,54
6:30,2501,Jarrel Marshall missed Three Point Jumper.,67,54
6:30,292,Adonis Rwabigwi Defensive Rebound.,67,54
6:14,292,Antonio Green Turnover.,67,54
6:13,2501,Jarrel Marshall Steal.,67,54
6:12,2501,Alec Wintering made Layup. Assisted by Jarrel Marshall.,67,56
5:52,292,Nick Dixon Turnover.,67,56
5:51,2501,Alec Wintering Steal.,67,56
5:41,2501,Alec Wintering missed Layup.,67,56
5:41,292,Mike Hoffman Block.,67,56
5:40,2501,Portland Offensive Rebound.,67,56
5:25,2501,Gabe Taylor missed Layup.,67,56
5:25,292,Moe McDonald Defensive Rebound.,67,56
5:13,292,Mike Hoffman missed Three Point Jumper.,67,56
5:13,2501,Alec Wintering Defensive Rebound.,67,56
5:10,292,Foul on Adonis Rwabigwi.,67,56
5:10,2501,Alec Wintering made Free Throw.,67,57
5:10,2501,Alec Wintering made Free Throw.,67,58
4:58,292,Antonio Green Turnover.,67,58
4:58,2501,Jazz Johnson Steal.,67,58
4:58,292,Foul on Adonis Rwabigwi.,67,58
4:58,2501,Jazz Johnson made Free Throw.,67,59
4:58,2501,Jazz Johnson made Free Throw.,67,60
4:48,292,UT Rio Grande Valley  Timeout,67,60
4:25,292,Gage Loy made Three Point Jumper. Assisted by Lew Stallworth.,70,60
4:08,2501,Gabe Taylor missed Three Point Jumper.,70,60
4:08,292,Mike Hoffman Block.,70,60
4:04,292,Gage Loy Defensive Rebound.,70,60
3:57,292,Antonio Green missed Three Point Jumper.,70,60
3:57,2501,Portland Defensive Rebound.,70,60
3:51,2501,Official TV Timeout,70,60
3:39,2501,D'Marques Tyson missed Three Point Jumper.,70,60
3:39,292,Lew Stallworth Defensive Rebound.,70,60
3:15,292,Nick Dixon missed Layup.,70,60
3:15,2501,Joseph Smoyer Block.,70,60
3:14,2501,D'Marques Tyson Defensive Rebound.,70,60
3:05,292,Foul on Gage Loy.,70,60
3:05,2501,Joseph Smoyer missed Free Throw.,70,60
3:05,2501,Portland Deadball Team Rebound.,70,60
3:05,2501,Joseph Smoyer made Free Throw.,70,61
2:49,2501,Gabe Taylor made Layup. Assisted by Jazz Johnson.,70,63
2:31,292,Moe McDonald Turnover.,70,63
2:31,2501,Alec Wintering Steal.,70,63
2:22,2501,D'Marques Tyson made Three Point Jumper. Assisted by Alec Wintering.,70,66
2:17,292,UT Rio Grande Valley  Timeout,70,66
1:59,292,Gage Loy missed Three Point Jumper.,70,66
1:59,2501,Jazz Johnson Defensive Rebound.,70,66
1:40,2501,Alec Wintering made Jumper.,70,68
1:15,292,Mike Hoffman Turnover.,70,68
1:13,2501,Alec Wintering Steal.,70,68
1:12,2501,Alec Wintering missed Three Point Jumper.,70,68
1:12,2501,Joseph Smoyer Offensive Rebound.,70,68
1:08,292,Foul on Mike Hoffman.,70,68
1:08,2501,Joseph Smoyer missed Free Throw.,70,68
1:08,2501,Portland Deadball Team Rebound.,70,68
1:08,2501,Joseph Smoyer made Free Throw.,70,69
0:56,292,Lew Stallworth made Layup.,72,69
0:46,2501,Alec Wintering Turnover.,72,69
0:45,292,Gage Loy Steal.,72,69
0:45,2501,Foul on Gabe Taylor.,72,69
0:17,292,Antonio Green missed Jumper.,72,69
0:17,292,Antonio Green Offensive Rebound.,72,69
0:12,292,Antonio Green Turnover.,72,69
0:11,2501,Alec Wintering Steal.,72,69
0:11,292,Foul on Gage Loy.,72,69
0:11,2501,Alec Wintering made Free Throw.,72,70
0:11,2501,Alec Wintering made Free Throw.,72,71
0:10,2501,Foul on Alec Wintering.,72,71
0:10,292,Lew Stallworth missed Free Throw.,72,71
0:10,292,Antonio Green Offensive Rebound.,72,71
0:09,2501,Foul on Joseph Smoyer.,72,71
0:09,292,Antonio Green made Free Throw.,73,71
0:09,292,Antonio Green missed Free Throw.,73,71
0:09,2501,Joseph Smoyer Defensive Rebound.,73,71
0:01,2501,Joseph Smoyer made Dunk. Assisted by Alec Wintering.,73,73
0:00,2501,End of 2nd half,73,73
4:45,2501,Foul on D'Marques Tyson.,73,73
4:45,292,Nick Dixon made Free Throw.,74,73
4:45,292,Nick Dixon missed Free Throw.,74,73
4:45,2501,Joseph Smoyer Defensive Rebound.,74,73
4:21,2501,D'Marques Tyson made Three Point Jumper. Assisted by Jazz Johnson.,74,76
3:59,2501,Foul on D'Marques Tyson.,74,76
3:59,292,Nick Dixon made Free Throw.,75,76
3:59,292,Nick Dixon missed Free Throw.,75,76
3:59,2501,Joseph Smoyer Defensive Rebound.,75,76
3:47,2501,Alec Wintering missed Jumper.,75,76
3:47,2501,Alec Wintering Offensive Rebound.,75,76
3:32,2501,Jazz Johnson made Layup.,75,78
3:09,292,Gage Loy made Three Point Jumper. Assisted by Antonio Green.,78,78
2:53,292,Foul on Mike Hoffman.,78,78
2:53,2501,Jazz Johnson made Free Throw.,78,79
2:53,2501,Jazz Johnson made Free Throw.,78,80
2:27,292,Antonio Green missed Three Point Jumper.,78,80
2:27,2501,Joseph Smoyer Defensive Rebound.,78,80
2:11,2501,Gabe Taylor missed Three Point Jumper.,78,80
2:11,292,Gage Loy Defensive Rebound.,78,80
1:49,2501,Foul on Alec Wintering.,78,80
1:49,292,Dan Kimasa made Free Throw.,79,80
1:49,292,Dan Kimasa made Free Throw.,80,80
1:38,2501,Alec Wintering Turnover.,80,80
1:28,292,Nick Dixon missed Layup.,80,80
1:28,2501,D'Marques Tyson Block.,80,80
1:26,292,Gage Loy Offensive Rebound.,80,80
1:24,292,Gage Loy made Layup.,82,80
0:57,2501,D'Marques Tyson missed Three Point Jumper.,82,80
0:57,292,Antonio Green Defensive Rebound.,82,80
0:32,292,Lew Stallworth missed Layup.,82,80
0:32,2501,D'Marques Tyson Defensive Rebound.,82,80
0:08,2501,Jazz Johnson made Layup.,82,82
0:02,292,Antonio Green missed Jumper.,82,82
0:02,2501,Alec Wintering Defensive Rebound.,82,82
0:00,2501,End of 1st overtime,82,82
4:41,2501,Gabe Taylor Turnover.,82,82
4:40,292,Nick Dixon Steal.,82,82
4:39,292,Nick Dixon made Dunk.,84,82
4:27,2501,D'Marques Tyson missed Three Point Jumper.,84,82
4:27,292,Lew Stallworth Defensive Rebound.,84,82
4:11,292,Foul on Lew Stallworth.,84,82
4:11,292,Lew Stallworth Turnover.,84,82
3:56,2501,Jazz Johnson missed Jumper.,84,82
3:56,292,Dan Kimasa Defensive Rebound.,84,82
3:43,292,UT Rio Grande Valley  Timeout,84,82
3:43,2501,Official TV Timeout,84,82
3:31,292,Lew Stallworth missed Layup.,84,82
3:31,2501,Joseph Smoyer Block.,84,82
3:31,292,UT Rio Grande Valley Offensive Rebound.,84,82
3:25,292,Nick Dixon Turnover.,84,82
3:01,2501,D'Marques Tyson missed Layup.,84,82
3:01,2501,Portland Offensive Rebound.,84,82
2:51,292,Foul on Dan Kimasa.,84,82
2:51,2501,Jazz Johnson made Free Throw.,84,83
2:51,2501,Jazz Johnson missed Free Throw.,84,83
2:51,292,Antonio Green Defensive Rebound.,84,83
2:49,2501,Foul on D'Marques Tyson.,84,83
2:49,292,Antonio Green made Free Throw.,85,83
2:49,292,Antonio Green missed Free Throw.,85,83
2:49,2501,Gabe Taylor Defensive Rebound.,85,83
2:49,292,Foul on Nick Dixon.,85,83
2:49,2501,Gabe Taylor made Free Throw.,85,84
2:49,2501,Gabe Taylor made Free Throw.,85,85
2:33,292,Gage Loy missed Three Point Jumper.,85,85
2:33,2501,Alec Wintering Defensive Rebound.,85,85
2:15,2501,Alec Wintering missed Jumper.,85,85
2:15,2501,Alec Wintering Offensive Rebound.,85,85
2:07,2501,Portland  Timeout,85,85
1:46,292,Foul on Nick Dixon.,85,85
1:46,2501,D'Marques Tyson missed Free Throw.,85,85
1:46,2501,Portland Deadball Team Rebound.,85,85
1:46,2501,D'Marques Tyson missed Free Throw.,85,85
1:46,292,Xavier McDaniel Jr. Defensive Rebound.,85,85
1:27,292,Antonio Green made Jumper.,87,85
1:05,2501,Alec Wintering missed Layup.,87,85
1:05,2501,Jazz Johnson Offensive Rebound.,87,85
0:51,2501,D'Marques Tyson made Three Point Jumper. Assisted by Jazz Johnson.,87,88
0:36,292,UT Rio Grande Valley  Timeout,87,88
0:25,292,Lew Stallworth missed Three Point Jumper.,87,88
0:25,292,Nick Dixon Offensive Rebound.,87,88
0:22,292,Nick Dixon made Layup.,89,88
0:11,2501,Portland  Timeout,89,88
0:04,2501,Alec Wintering missed Layup.,89,88
0:04,2501,Gabe Taylor Offensive Rebound.,89,88
0:02,2501,Gabe Taylor made Two Point Tip Shot.,89,90
0:00,2501,End of Game,89,90
