VMI,2166,Davidson,2678
6:32,2166,Jon Axel Gudmundsson missed Three Point Jumper.,21,24
6:32,2678,Tyler Creammer Defensive Rebound.,21,24
6:23,2678,Sarju Patel Turnover.,21,24
6:23,2166,Davidson  Timeout,21,24
6:04,2166,Peyton Aldridge made Three Point Jumper. Assisted by Kellan Grady.,21,27
5:51,2678,Austin Vereen missed Three Point Jumper.,21,27
5:51,2166,Peyton Aldridge Defensive Rebound.,21,27
5:34,2166,Peyton Aldridge Turnover.,21,27
5:33,2678,Garrett Gilkeson Steal.,21,27
5:26,2678,Greg Parham missed Three Point Jumper.,21,27
5:26,2166,KiShawn Pritchett Defensive Rebound.,21,27
5:20,2166,Kellan Grady made Layup. Assisted by KiShawn Pritchett.,21,29
5:03,2678,Greg Parham missed Jumper.,21,29
5:03,2678,Greg Parham Offensive Rebound.,21,29
4:57,2678,Austin Vereen made Three Point Jumper. Assisted by Garrett Gilkeson.,24,29
4:38,2166,Dusan Kovacevic missed Layup.,24,29
4:38,2678,Fred Iruafemi Defensive Rebound.,24,29
4:08,2678,Austin Vereen missed Jumper.,24,29
4:08,2678,Austin Vereen Offensive Rebound.,24,29
4:07,2166,Foul on Kellan Grady.,24,29
4:00,2678,Sarju Patel missed Jumper.,24,29
4:00,2166,Jon Axel Gudmundsson Defensive Rebound.,24,29
3:51,2678,Foul on Sarju Patel.,24,29
3:51,2166,Davidson  Timeout,24,29
3:51,2166,Jon Axel Gudmundsson made Free Throw.,24,30
3:51,2166,Jon Axel Gudmundsson made Free Throw.,24,31
3:39,2678,Keith Smith missed Layup.,24,31
3:39,2166,Will Magarity Block.,24,31
3:38,2166,KiShawn Pritchett Defensive Rebound.,24,31
3:18,2166,Rusty Reigel missed Three Point Jumper.,24,31
3:18,2678,VMI Defensive Rebound.,24,31
2:47,2678,Keith Smith missed Jumper.,24,31
2:47,2166,Davidson Defensive Rebound.,24,31
2:28,2166,Kellan Grady missed Three Point Jumper.,24,31
2:28,2678,Fred Iruafemi Defensive Rebound.,24,31
2:07,2678,Garrett Gilkeson missed Three Point Jumper.,24,31
2:07,2166,Jon Axel Gudmundsson Defensive Rebound.,24,31
2:01,2678,Foul on Bubba Parham.,24,31
2:01,2166,Jon Axel Gudmundsson made Free Throw.,24,32
2:01,2166,Jon Axel Gudmundsson made Free Throw.,24,33
1:40,2678,Fred Iruafemi missed Jumper.,24,33
1:40,2166,KiShawn Pritchett Defensive Rebound.,24,33
1:30,2678,Foul on Fred Iruafemi.,24,33
1:30,2166,Peyton Aldridge made Free Throw.,24,34
1:30,2166,Peyton Aldridge missed Free Throw.,24,34
1:30,2678,Myles Lewis Defensive Rebound.,24,34
1:09,2678,Myles Lewis missed Layup.,24,34
1:09,2678,Fred Iruafemi Offensive Rebound.,24,34
1:03,2678,Jordan Ratliffe made Three Point Jumper. Assisted by Fred Iruafemi.,27,34
0:57,2166,Davidson  Timeout,27,34
0:34,2166,Kellan Grady missed Three Point Jumper.,27,34
0:34,2678,Austin Vereen Defensive Rebound.,27,34
0:29,2678,VMI  Timeout,27,34
0:14,2166,Foul on Peyton Aldridge.,27,34
0:07,2678,Bubba Parham missed Layup.,27,34
0:07,2166,Kellan Grady Defensive Rebound.,27,34
0:00,2166,End of 1st half,27,34
19:30,2678,Bubba Parham made Three Point Jumper.,30,34
19:14,2678,Foul on Garrett Gilkeson.,30,34
19:11,2166,Peyton Aldridge made Layup. Assisted by Oskar Michelsen.,30,36
18:55,2678,Bubba Parham made Jumper.,32,36
18:31,2166,Kellan Grady missed Layup.,32,36
18:31,2166,Oskar Michelsen Offensive Rebound.,32,36
18:31,2166,Oskar Michelsen made Layup.,32,38
18:31,2678,Foul on Will Miller.,32,38
18:31,2166,Oskar Michelsen missed Free Throw.,32,38
18:31,2678,Bubba Parham Defensive Rebound.,32,38
18:10,2678,Will Miller Turnover.,32,38
18:10,2678,Foul on Will Miller.,32,38
17:49,2166,Peyton Aldridge made Three Point Jumper. Assisted by KiShawn Pritchett.,32,41
17:24,2678,Tyler Creammer Turnover.,32,41
17:10,2678,Foul on Austin Vereen.,32,41
17:10,2166,Jon Axel Gudmundsson missed Free Throw.,32,41
17:10,2166,Davidson Deadball Team Rebound.,32,41
17:10,2166,Jon Axel Gudmundsson made Free Throw.,32,42
16:59,2678,Bubba Parham missed Jumper.,32,42
16:59,2166,KiShawn Pritchett Defensive Rebound.,32,42
16:49,2166,KiShawn Pritchett Turnover.,32,42
16:49,2678,Keith Smith Steal.,32,42
16:49,2166,Foul on Kellan Grady.,32,42
16:32,2678,Austin Vereen missed Layup.,32,42
16:32,2166,Kellan Grady Defensive Rebound.,32,42
16:00,2166,Peyton Aldridge missed Three Point Jumper.,32,42
16:00,2678,Tyler Creammer Defensive Rebound.,32,42
15:48,2678,Sarju Patel missed Jumper.,32,42
15:48,2166,Peyton Aldridge Defensive Rebound.,32,42
15:30,2166,Will Magarity missed Three Point Jumper.,32,42
15:30,2166,Rusty Reigel Offensive Rebound.,32,42
15:26,2166,Jon Axel Gudmundsson missed Three Point Jumper.,32,42
15:26,2678,Austin Vereen Defensive Rebound.,32,42
15:10,2678,Bubba Parham missed Jumper.,32,42
15:10,2166,Peyton Aldridge Defensive Rebound.,32,42
15:03,2166,Jon Axel Gudmundsson made Layup.,32,44
14:48,2166,Foul on Kellan Grady.,32,44
14:48,2678,VMI  Timeout,32,44
14:48,2678,Keith Smith missed Free Throw.,32,44
14:48,2678,VMI Deadball Team Rebound.,32,44
14:48,2678,Keith Smith made Free Throw.,33,44
14:19,2166,Peyton Aldridge missed Three Point Jumper.,33,44
14:19,2678,Tyler Creammer Defensive Rebound.,33,44
14:07,2678,Austin Vereen missed Three Point Jumper.,33,44
14:07,2166,Kellan Grady Defensive Rebound.,33,44
13:59,2166,Kellan Grady missed Layup.,33,44
13:59,2166,Peyton Aldridge Offensive Rebound.,33,44
13:57,2166,Peyton Aldridge made Layup.,33,46
13:37,2678,Tyler Creammer made Jumper.,35,46
13:16,2166,Jon Axel Gudmundsson missed Three Point Jumper.,35,46
13:16,2678,VMI Defensive Rebound.,35,46
12:41,2678,VMI  Turnover.,35,46
12:25,2166,Jon Axel Gudmundsson made Three Point Jumper. Assisted by Peyton Aldridge.,35,49
12:04,2166,Foul on Oskar Michelsen.,35,49
12:04,2678,Austin Vereen made Free Throw.,36,49
12:04,2678,Austin Vereen made Free Throw.,37,49
11:50,2166,Peyton Aldridge missed Jumper.,37,49
11:50,2166,Oskar Michelsen Offensive Rebound.,37,49
11:50,2678,Foul on Greg Parham.,37,49
11:50,2166,Davidson  Timeout,37,49
11:50,2166,Peyton Aldridge missed Jumper.,37,49
11:50,2678,Sarju Patel Defensive Rebound.,37,49
11:45,2678,Austin Vereen made Jumper. Assisted by Greg Parham.,39,49
11:24,2166,Peyton Aldridge missed Layup.,39,49
11:24,2678,Bubba Parham Defensive Rebound.,39,49
11:10,2678,Greg Parham made Layup.,41,49
10:48,2678,Foul on Sarju Patel.,41,49
10:48,2166,KiShawn Pritchett made Free Throw.,41,50
10:48,2166,KiShawn Pritchett made Free Throw.,41,51
10:30,2678,Austin Vereen made Jumper. Assisted by Sarju Patel.,43,51
10:15,2166,Kellan Grady missed Jumper.,43,51
10:15,2678,Bubba Parham Defensive Rebound.,43,51
10:03,2678,Sarju Patel missed Three Point Jumper.,43,51
10:03,2166,Jon Axel Gudmundsson Defensive Rebound.,43,51
9:35,2166,Kellan Grady missed Three Point Jumper.,43,51
9:35,2678,VMI Defensive Rebound.,43,51
9:15,2678,Bubba Parham missed Jumper.,43,51
9:15,2166,Will Magarity Defensive Rebound.,43,51
8:54,2166,Peyton Aldridge missed Jumper.,43,51
8:54,2678,Fred Iruafemi Defensive Rebound.,43,51
8:37,2678,Austin Vereen made Jumper.,45,51
8:29,2166,Davidson  Timeout,45,51
8:23,2678,Foul on Austin Vereen.,45,51
8:23,2166,Peyton Aldridge made Free Throw.,45,52
8:23,2166,Peyton Aldridge made Free Throw.,45,53
8:18,2678,Greg Parham Turnover.,45,53
8:18,2678,Foul on Greg Parham.,45,53
8:05,2678,Foul on Fred Iruafemi.,45,53
8:05,2166,Jon Axel Gudmundsson made Free Throw.,45,54
8:05,2166,Jon Axel Gudmundsson made Free Throw.,45,55
7:53,2678,Greg Parham Turnover.,45,55
7:52,2166,Jon Axel Gudmundsson Steal.,45,55
7:36,2166,Rusty Reigel missed Layup.,45,55
7:36,2678,Greg Parham Block.,45,55
7:36,2166,Davidson Offensive Rebound.,45,55
7:36,2166,Davidson  Timeout,45,55
7:32,2166,Peyton Aldridge missed Three Point Jumper.,45,55
7:32,2166,KiShawn Pritchett Offensive Rebound.,45,55
7:21,2166,KiShawn Pritchett missed Three Point Jumper.,45,55
7:21,2166,Jon Axel Gudmundsson Offensive Rebound.,45,55
7:19,2166,Jon Axel Gudmundsson made Layup.,45,57
6:54,2678,Austin Vereen missed Three Point Jumper.,45,57
6:54,2166,Davidson Defensive Rebound.,45,57
6:31,2166,Jon Axel Gudmundsson made Layup.,45,59
6:17,2678,Garrett Gilkeson made Three Point Jumper. Assisted by Keith Smith.,48,59
5:59,2166,Peyton Aldridge made Layup. Assisted by KiShawn Pritchett.,48,61
5:45,2678,Bubba Parham Turnover.,48,61
5:45,2166,Peyton Aldridge Steal.,48,61
5:35,2166,Kellan Grady made Layup. Assisted by Peyton Aldridge.,48,63
5:33,2678,VMI  Timeout,48,63
5:18,2166,Foul on Rusty Reigel.,48,63
5:18,2678,Austin Vereen missed Free Throw.,48,63
5:18,2678,VMI Deadball Team Rebound.,48,63
5:18,2678,Austin Vereen made Free Throw.,49,63
4:57,2166,Rusty Reigel Turnover.,49,63
4:56,2678,Tyler Creammer Steal.,49,63
4:52,2678,Garrett Gilkeson missed Jumper.,49,63
4:52,2166,Jon Axel Gudmundsson Defensive Rebound.,49,63
4:24,2166,KiShawn Pritchett made Three Point Jumper. Assisted by Kellan Grady.,49,66
4:00,2166,Foul on Rusty Reigel.,49,66
4:00,2678,VMI  Timeout,49,66
3:57,2166,Foul on Kellan Grady.,49,66
3:49,2678,Myles Lewis Turnover.,49,66
3:49,2678,Foul on Myles Lewis.,49,66
3:19,2166,Peyton Aldridge missed Layup.,49,66
3:19,2678,Tyler Creammer Defensive Rebound.,49,66
3:06,2678,Keith Smith Turnover.,49,66
3:06,2166,Rusty Reigel Steal.,49,66
2:51,2678,Foul on Tyler Creammer.,49,66
2:51,2166,Jon Axel Gudmundsson made Free Throw.,49,67
2:51,2166,Jon Axel Gudmundsson made Free Throw.,49,68
2:43,2166,Foul on Rusty Reigel.,49,68
2:43,2678,Sarju Patel made Free Throw.,50,68
2:43,2678,Sarju Patel made Free Throw.,51,68
2:12,2166,Jon Axel Gudmundsson missed Layup.,51,68
2:12,2678,Myles Lewis Defensive Rebound.,51,68
2:09,2678,Myles Lewis Turnover.,51,68
2:08,2166,Jon Axel Gudmundsson Steal.,51,68
2:05,2166,Jon Axel Gudmundsson missed Layup.,51,68
2:05,2678,Myles Lewis Block.,51,68
2:04,2166,KiShawn Pritchett Offensive Rebound.,51,68
2:04,2166,KiShawn Pritchett made Layup.,51,70
2:04,2678,Foul on Myles Lewis.,51,70
2:04,2166,KiShawn Pritchett made Free Throw.,51,71
1:52,2678,Sarju Patel missed Three Point Jumper.,51,71
1:52,2166,Peyton Aldridge Defensive Rebound.,51,71
1:33,2678,Foul on Sarju Patel.,51,71
1:33,2166,Jon Axel Gudmundsson missed Free Throw.,51,71
1:33,2166,Davidson Deadball Team Rebound.,51,71
1:33,2166,Jon Axel Gudmundsson made Free Throw.,51,72
1:21,2678,Greg Parham Turnover.,51,72
1:20,2166,Kellan Grady Steal.,51,72
1:19,2166,Kellan Grady made Layup.,51,74
1:01,2678,Myles Lewis missed Three Point Jumper.,51,74
1:01,2166,Rusty Reigel Defensive Rebound.,51,74
0:40,2166,Oskar Michelsen Turnover.,51,74
0:39,2678,Greg Parham Steal.,51,74
0:28,2678,Greg Parham missed Three Point Jumper.,51,74
0:28,2166,Rusty Reigel Defensive Rebound.,51,74
0:00,2166,End of Game,51,74
