Texas Lutheran,Error,Incarnate Word,2916
3:18,2916,Devin Wyatt made Dunk.,26,35
2:51,-1,Alex Cage missed Jumper.,26,35
2:51,2916,Charles Brown III Defensive Rebound.,26,35
2:42,2916,Charles Brown III missed Three Point Jumper.,26,35
2:42,-1,Cameron DeHart Defensive Rebound.,26,35
2:29,2916,Foul on Keaton Hervey.,26,35
2:29,-1,Nathan Josephs made Free Throw.,27,35
2:29,-1,Nathan Josephs missed Free Throw.,27,35
2:29,2916,Charles Brown III Defensive Rebound.,27,35
2:12,-1,Foul on Matthew Gillette.,27,35
2:12,2916,Shawn Johnson missed Free Throw.,27,35
2:12,2916,Incarnate Word Deadball Team Rebound.,27,35
2:12,2916,Shawn Johnson missed Free Throw.,27,35
2:12,-1,Shawn Hamilton Defensive Rebound.,27,35
1:46,-1,Nathan Josephs made Three Point Jumper. Assisted by Alex Cage.,30,35
1:30,2916,Charles Brown III made Layup.,30,37
1:18,-1,Jacob Kouremetis missed Three Point Jumper.,30,37
1:18,2916,Incarnate Word Defensive Rebound.,30,37
0:59,2916,Sam Burmeister made Layup.,30,39
0:47,2916,Incarnate Word  Timeout,30,39
0:45,-1,Foul on Austin Dotson.,30,39
0:45,-1,Austin Dotson Turnover.,30,39
0:32,2916,Charles Brown III missed Jumper.,30,39
0:32,-1,Alex Cage Defensive Rebound.,30,39
0:04,-1,Nathan Josephs Turnover.,30,39
0:04,2916,Shawn Johnson Steal.,30,39
0:00,2916,Shawn Johnson made Layup.,30,41
0:00,-1,Foul on Nathan Josephs.,30,41
0:00,2916,Shawn Johnson made Free Throw.,30,42
0:00,2916,End of 1st half,30,41
19:40,-1,Matthew Gillette made Jumper. Assisted by Jacob Kouremetis.,32,42
19:24,2916,Shawn Johnson made Three Point Jumper. Assisted by Jalin Hart.,32,45
19:10,-1,Shawn Hamilton missed Layup.,32,45
19:10,2916,Simi Socks Defensive Rebound.,32,45
19:03,2916,Simi Socks made Three Point Jumper. Assisted by Jalin Hart.,32,48
18:30,-1,Alex Cage made Jumper.,34,48
18:09,2916,Shawn Johnson missed Three Point Jumper.,34,48
18:09,-1,Alex Cage Defensive Rebound.,34,48
18:00,-1,Shawn Hamilton missed Three Point Jumper.,34,48
18:00,-1,Jacob Kouremetis Offensive Rebound.,34,48
17:56,-1,Foul on Nathan Josephs.,34,48
17:48,2916,Simi Socks missed Three Point Jumper.,34,48
17:48,-1,Texas Lutheran Defensive Rebound.,34,48
17:24,-1,Nathan Josephs missed Three Point Jumper.,34,48
17:24,2916,Shawn Johnson Defensive Rebound.,34,48
17:15,2916,Keaton Hervey made Layup. Assisted by Shawn Johnson.,34,50
17:02,-1,Matthew Gillette made Jumper. Assisted by Jacob Kouremetis.,36,50
16:51,-1,Foul on Matthew Gillette.,36,50
16:51,2916,Simi Socks made Free Throw.,36,51
16:51,2916,Simi Socks made Free Throw.,36,52
16:37,2916,Foul on Christian Peevy.,36,52
16:30,-1,Matthew Gillette made Jumper. Assisted by Jacob Kouremetis.,38,52
16:17,2916,Jalin Hart made Layup.,38,54
16:04,-1,Alex Cage made Three Point Jumper. Assisted by Jacob Kouremetis.,41,54
15:46,2916,Shawn Johnson made Layup.,41,56
15:29,-1,Jacob Kouremetis missed Jumper.,41,56
15:29,-1,Alex Cage Offensive Rebound.,41,56
15:27,2916,Foul on Christian Peevy.,41,56
15:27,2916,Official TV Timeout,41,56
15:27,-1,Alex Cage made Free Throw.,42,56
15:27,-1,Alex Cage missed Free Throw.,42,56
15:27,2916,Christian Peevy Defensive Rebound.,42,56
15:00,2916,Jalin Hart missed Three Point Jumper.,42,56
15:00,2916,Sam Burmeister Offensive Rebound.,42,56
14:53,2916,Christian Peevy made Layup. Assisted by Jalin Hart.,42,58
14:39,-1,Alex Cage Turnover.,42,58
14:38,2916,Jalin Hart Steal.,42,58
14:35,2916,Foul on Christian Peevy.,42,58
14:35,2916,Christian Peevy Turnover.,42,58
14:20,-1,Matthew Gillette made Layup. Assisted by Nathan Josephs.,44,58
13:56,2916,Jalin Hart made Three Point Jumper. Assisted by Sam Burmeister.,44,61
13:39,-1,Jacob Kouremetis missed Three Point Jumper.,44,61
13:39,2916,Jalin Hart Defensive Rebound.,44,61
13:27,2916,Jalin Hart missed Three Point Jumper.,44,61
13:27,-1,Jacob Kouremetis Defensive Rebound.,44,61
13:13,-1,Shawn Hamilton missed Jumper.,44,61
13:13,2916,Sam Burmeister Defensive Rebound.,44,61
13:02,2916,Simi Socks made Jumper. Assisted by Jalin Hart.,44,63
12:39,-1,Matthew Gillette Turnover.,44,63
12:38,2916,Simi Socks Steal.,44,63
12:33,2916,Christian Peevy made Jumper.,44,65
12:12,-1,Nathan Josephs missed Three Point Jumper.,44,65
12:12,-1,Texas Lutheran Offensive Rebound.,44,65
12:07,-1,Sebastian Andrade made Layup. Assisted by Nathan Josephs.,46,65
11:56,2916,Keaton Hervey made Layup.,46,67
11:38,-1,Sebastian Andrade missed Three Point Jumper.,46,67
11:38,2916,Sam Burmeister Defensive Rebound.,46,67
11:29,2916,Jalin Hart missed Jumper.,46,67
11:29,-1,Texas Lutheran Defensive Rebound.,46,67
11:27,2916,Foul on Devin Wyatt.,46,67
11:27,2916,Official TV Timeout,46,67
11:19,-1,Foul on Caleb Lister.,46,67
11:19,-1,Caleb Lister Turnover.,46,67
11:08,2916,Foul on Keaton Hervey.,46,67
11:08,2916,Keaton Hervey Turnover.,46,67
10:57,-1,Sebastian Andrade missed Jumper.,46,67
10:57,2916,Sam Burmeister Defensive Rebound.,46,67
10:49,2916,Cody Graham made Layup. Assisted by Sam Burmeister.,46,69
10:42,-1,Texas Lutheran  Timeout,46,69
10:23,-1,Jacob Kouremetis Turnover.,46,69
10:22,2916,Sam Burmeister Steal.,46,69
10:19,2916,Cody Graham made Layup.,46,71
10:01,-1,Sebastian Andrade Turnover.,46,71
9:49,2916,Sam Burmeister missed Layup.,46,71
9:49,2916,Simi Socks Offensive Rebound.,46,71
9:47,2916,Simi Socks made Layup.,46,73
9:33,2916,Foul on Sam Burmeister.,46,73
9:19,-1,Caleb Lister missed Three Point Jumper.,46,73
9:19,-1,Matthew Gillette Offensive Rebound.,46,73
9:16,-1,Matthew Gillette made Layup.,48,73
9:02,2916,Devin Wyatt missed Layup.,48,73
9:02,2916,Devin Wyatt Offensive Rebound.,48,73
8:59,2916,Devin Wyatt missed Layup.,48,73
8:59,-1,Matt Perry Defensive Rebound.,48,73
8:50,-1,Sebastian Andrade missed Three Point Jumper.,48,73
8:50,2916,Sam Burmeister Defensive Rebound.,48,73
8:42,2916,Sam Burmeister Turnover.,48,73
8:40,-1,Sebastian Andrade Steal.,48,73
8:36,2916,Foul on Cody Graham.,48,73
8:36,-1,Matt Perry made Free Throw.,49,73
8:36,-1,Matt Perry missed Free Throw.,49,73
8:36,2916,Simi Socks Defensive Rebound.,49,73
8:26,2916,Sam Burmeister missed Three Point Jumper.,49,73
8:26,-1,Sebastian Andrade Defensive Rebound.,49,73
8:19,-1,Matt Perry missed Three Point Jumper.,49,73
8:19,-1,Cameron DeHart Offensive Rebound.,49,73
8:15,-1,Cameron DeHart missed Layup.,49,73
8:15,2916,Simi Socks Block.,49,73
8:14,2916,Incarnate Word Defensive Rebound.,49,73
8:01,-1,Foul on Jamir Mason.,49,73
8:01,2916,Simi Socks made Free Throw.,49,74
8:01,2916,Simi Socks made Free Throw.,49,75
7:42,-1,Caleb Lister made Layup. Assisted by Matt Perry.,51,75
7:25,2916,Sam Burmeister missed Three Point Jumper.,51,75
7:25,2916,Christian Peevy Offensive Rebound.,51,75
7:20,2916,Christian Peevy missed Layup.,51,75
7:20,-1,Matt Perry Defensive Rebound.,51,75
6:59,-1,Matt Perry made Layup. Assisted by Jamir Mason.,53,75
6:44,2916,Simi Socks missed Layup.,53,75
6:44,-1,Caleb Lister Defensive Rebound.,53,75
6:26,-1,Caleb Lister made Jumper.,55,75
6:18,2916,Foul on Sam Burmeister.,55,75
6:18,2916,Sam Burmeister Turnover.,55,75
6:18,2916,Official TV Timeout,55,75
6:06,-1,Jamir Mason missed Three Point Jumper.,55,75
6:06,2916,Christian Peevy Defensive Rebound.,55,75
5:58,2916,Christian Peevy Turnover.,55,75
5:57,-1,Sebastian Andrade Steal.,55,75
5:44,-1,Matt Perry Turnover.,55,75
5:44,2916,Cody Graham Steal.,55,75
5:33,2916,Shawn Johnson missed Three Point Jumper.,55,75
5:33,-1,Caleb Lister Defensive Rebound.,55,75
5:13,-1,Sebastian Andrade missed Jumper.,55,75
5:13,2916,Cody Graham Defensive Rebound.,55,75
5:00,-1,Foul on Matt Perry.,55,75
5:00,2916,Christian Peevy made Free Throw.,55,76
5:00,2916,Christian Peevy made Free Throw.,55,77
4:50,-1,Jamir Mason missed Jumper.,55,77
4:50,2916,Jalin Hart Block.,55,77
4:48,2916,Christian Peevy Defensive Rebound.,55,77
4:44,2916,Foul on Christian Peevy.,55,77
4:44,2916,Christian Peevy Turnover.,55,77
4:28,-1,Cameron DeHart missed Jumper.,55,77
4:28,-1,Jamir Mason Offensive Rebound.,55,77
4:24,-1,Jamir Mason missed Layup.,55,77
4:24,-1,Jamir Mason Offensive Rebound.,55,77
4:21,2916,Christian Peevy Defensive Rebound.,55,77
4:17,2916,Christian Peevy made Three Point Jumper. Assisted by Cody Graham.,55,80
3:54,2916,Official TV Timeout,55,80
3:46,-1,Austin Dotson made Jumper. Assisted by Jamir Mason.,57,80
3:30,2916,Keaton Hervey missed Layup.,57,80
3:30,2916,Keaton Hervey Offensive Rebound.,57,80
3:27,-1,Foul on Cameron DeHart.,57,80
3:27,2916,Keaton Hervey made Free Throw.,57,81
3:27,2916,Keaton Hervey missed Free Throw.,57,81
3:27,-1,Jamir Mason Defensive Rebound.,57,81
3:14,-1,Matt Perry Turnover.,57,81
3:13,2916,Jalin Hart Steal.,57,81
3:09,2916,Jalin Hart missed Dunk.,57,81
3:09,-1,Texas Lutheran Defensive Rebound.,57,81
2:56,-1,Matt Perry missed Layup.,57,81
2:56,2916,Simi Socks Block.,57,81
2:56,-1,Texas Lutheran Offensive Rebound.,57,81
2:54,-1,Matt Perry made Jumper. Assisted by Jamir Mason.,59,81
2:38,-1,Foul on Austin Dotson.,59,81
2:38,2916,Keaton Hervey made Free Throw.,59,82
2:38,2916,Keaton Hervey made Free Throw.,59,83
2:24,-1,Jamir Mason made Layup.,61,83
2:16,2916,Incarnate Word  Timeout,61,83
2:12,2916,Keaton Hervey made Three Point Jumper. Assisted by Cody Graham.,61,86
1:57,-1,Nick Orange missed Jumper.,61,86
1:57,2916,Keaton Hervey Defensive Rebound.,61,86
1:49,2916,Keaton Hervey made Dunk.,61,88
1:24,-1,Logan Hopkins missed Jumper.,61,88
1:24,2916,Keaton Hervey Defensive Rebound.,61,88
1:06,2916,Keaton Hervey made Three Point Jumper. Assisted by Cody Graham.,61,91
0:50,2916,Foul on Cody Graham.,61,91
0:50,-1,Matt Perry made Free Throw.,62,91
0:50,-1,Matt Perry made Free Throw.,63,91
0:30,2916,Cody Graham Turnover.,63,91
0:28,-1,Jacob Cooper Steal.,63,91
0:27,-1,Nick Orange Turnover.,63,91
0:00,2916,End of Game,63,91
