Ball State,87,Notre Dame,2050
7:32,2050,Sean Sellers made Layup.,21,15
7:25,2050,Foul on Tahjai Teague.,21,15
7:25,87,Official TV Timeout,21,15
7:13,87,Bonzie Colson Turnover.,21,15
6:51,2050,Zach Gunn missed Layup.,21,15
6:51,87,John Mooney Defensive Rebound.,21,15
6:41,87,Bonzie Colson missed Jumper.,21,15
6:41,2050,Tayler Persons Defensive Rebound.,21,15
6:32,2050,Tayler Persons made Jumper.,23,15
6:19,87,Bonzie Colson made Jumper. Assisted by Matt Farrell.,23,17
6:00,2050,Trey Moses made Jumper. Assisted by Jontrell Walker.,25,17
5:36,87,Bonzie Colson made Layup. Assisted by Matt Farrell.,25,19
5:06,2050,Jontrell Walker Turnover.,25,19
4:55,87,TJ Gibbs missed Three Point Jumper.,25,19
4:55,2050,Ball State Defensive Rebound.,25,19
4:34,2050,Zach Gunn missed Layup.,25,19
4:34,87,Martinas Geben Block.,25,19
4:34,87,Bonzie Colson Defensive Rebound.,25,19
4:28,87,Bonzie Colson Turnover.,25,19
4:16,2050,Kyle Mallers Turnover.,25,19
4:16,87,Rex Pflueger Steal.,25,19
4:09,87,TJ Gibbs made Layup. Assisted by Rex Pflueger.,25,21
3:52,2050,Ishmael El-Amin missed Jumper.,25,21
3:52,2050,Jeremie Tyler Offensive Rebound.,25,21
3:45,2050,Sean Sellers missed Three Point Jumper.,25,21
3:45,87,John Mooney Defensive Rebound.,25,21
3:26,87,Martinas Geben made Jumper.,25,23
3:26,2050,Foul on Trey Moses.,25,23
3:26,87,Official TV Timeout,25,23
3:26,87,Martinas Geben made Free Throw.,25,24
3:03,87,Foul on TJ Gibbs.,25,24
3:03,2050,Tayler Persons made Free Throw.,26,24
3:03,2050,Tayler Persons made Free Throw.,27,24
2:51,87,Bonzie Colson missed Three Point Jumper.,27,24
2:51,2050,Jeremie Tyler Defensive Rebound.,27,24
2:39,2050,Tayler Persons Turnover.,27,24
2:34,87,Matt Farrell missed Jumper.,27,24
2:34,2050,Ball State Defensive Rebound.,27,24
2:09,2050,Kyle Mallers missed Three Point Jumper.,27,24
2:09,87,Bonzie Colson Defensive Rebound.,27,24
1:57,87,Martinas Geben Turnover.,27,24
1:57,2050,Ishmael El-Amin Steal.,27,24
1:53,2050,Tayler Persons Turnover.,27,24
1:53,87,Rex Pflueger Steal.,27,24
1:50,87,Bonzie Colson made Dunk. Assisted by Rex Pflueger.,27,26
1:33,2050,Trey Moses made Layup. Assisted by Tayler Persons.,29,26
1:33,87,Foul on Martinas Geben.,29,26
1:33,2050,Trey Moses made Free Throw.,30,26
1:17,87,John Mooney made Three Point Jumper. Assisted by Matt Farrell.,30,29
0:56,2050,Kyle Mallers Turnover.,30,29
0:56,87,John Mooney Steal.,30,29
0:50,2050,Foul on Jeremie Tyler.,30,29
0:50,87,TJ Gibbs missed Free Throw.,30,29
0:50,87,Notre Dame Deadball Team Rebound.,30,29
0:50,87,TJ Gibbs missed Free Throw.,30,29
0:50,2050,Trey Moses Defensive Rebound.,30,29
0:37,2050,Jontrell Walker missed Three Point Jumper.,30,29
0:37,2050,Sean Sellers Offensive Rebound.,30,29
0:31,87,Foul on John Mooney.,30,29
0:31,87,Notre Dame  Timeout,30,29
0:31,2050,Sean Sellers made Free Throw.,31,29
0:31,2050,Sean Sellers made Free Throw.,32,29
0:10,87,John Mooney missed Three Point Jumper.,32,29
0:10,2050,Trey Moses Defensive Rebound.,32,29
0:02,87,Foul on Rex Pflueger.,32,29
0:02,2050,Ball State  Timeout,32,29
0:01,2050,Kyle Mallers made Jumper.,34,29
0:00,87,End of 1st half,34,29
20:00,87,Jump Ball won by Notre Dame,34,29
19:41,87,Rex Pflueger made Layup.,34,31
19:41,2050,Foul on Jontrell Walker.,34,31
19:41,87,Rex Pflueger made Free Throw.,34,32
19:27,87,Foul on TJ Gibbs.,34,32
19:24,2050,Kyle Mallers missed Three Point Jumper.,34,32
19:24,87,TJ Gibbs Defensive Rebound.,34,32
19:05,87,Martinas Geben made Layup.,34,34
18:46,2050,Tahjai Teague missed Jumper.,34,34
18:46,2050,Tahjai Teague Offensive Rebound.,34,34
18:39,2050,Tahjai Teague made Jumper.,36,34
18:26,87,Rex Pflueger made Three Point Jumper. Assisted by Matt Farrell.,36,37
18:11,2050,Jontrell Walker made Jumper.,38,37
17:51,87,Bonzie Colson made Layup.,38,39
17:39,2050,Sean Sellers missed Three Point Jumper.,38,39
17:39,87,Bonzie Colson Defensive Rebound.,38,39
17:15,2050,Foul on Jontrell Walker.,38,39
17:13,87,Rex Pflueger made Jumper. Assisted by Matt Farrell.,38,41
17:04,2050,Tayler Persons missed Layup.,38,41
17:04,87,Bonzie Colson Block.,38,41
17:04,2050,Ball State Offensive Rebound.,38,41
16:53,2050,Tayler Persons made Jumper.,40,41
16:34,87,Bonzie Colson made Jumper.,40,43
16:34,2050,Foul on Kyle Mallers.,40,43
16:34,87,Bonzie Colson made Free Throw.,40,44
16:21,2050,Sean Sellers missed Three Point Jumper.,40,44
16:21,2050,Jontrell Walker Offensive Rebound.,40,44
16:12,2050,Jontrell Walker missed Jumper.,40,44
16:12,87,Notre Dame Defensive Rebound.,40,44
16:07,2050,Ball State  Timeout,40,44
15:57,2050,Foul on Trey Moses.,40,44
15:57,87,Official TV Timeout,40,44
15:50,87,Rex Pflueger missed Three Point Jumper.,40,44
15:50,2050,Kyle Mallers Defensive Rebound.,40,44
15:34,2050,Kyle Mallers made Three Point Jumper. Assisted by Sean Sellers.,43,44
15:08,87,TJ Gibbs Turnover.,43,44
15:08,2050,Kyle Mallers Steal.,43,44
15:01,2050,Tayler Persons made Jumper.,45,44
14:44,87,Bonzie Colson missed Jumper.,45,44
14:44,2050,Tayler Persons Defensive Rebound.,45,44
14:38,2050,Ishmael El-Amin made Layup. Assisted by Tayler Persons.,47,44
14:34,87,Notre Dame  Timeout,47,44
14:31,87,Bonzie Colson made Jumper. Assisted by Martinas Geben.,47,46
14:12,2050,Tayler Persons missed Three Point Jumper.,47,46
14:12,87,Bonzie Colson Defensive Rebound.,47,46
13:52,87,Bonzie Colson made Jumper. Assisted by Martinas Geben.,47,48
13:35,2050,Ishmael El-Amin missed Three Point Jumper.,47,48
13:35,87,D.J. Harvey Defensive Rebound.,47,48
13:09,2050,Foul on Tayler Persons.,47,48
13:09,87,Matt Farrell missed Jumper.,47,48
13:09,2050,Tahjai Teague Defensive Rebound.,47,48
12:56,2050,Tahjai Teague made Layup. Assisted by Trey Moses.,49,48
12:38,2050,Foul on Jeremie Tyler.,49,48
12:38,87,John Mooney made Layup. Assisted by Rex Pflueger.,49,50
12:20,87,Foul on Martinas Geben.,49,50
12:20,2050,Tahjai Teague made Free Throw.,50,50
12:20,2050,Tahjai Teague missed Free Throw.,50,50
12:20,87,John Mooney Defensive Rebound.,50,50
12:05,87,Martinas Geben missed Jumper.,50,50
12:05,2050,Tahjai Teague Block.,50,50
12:05,2050,Tahjai Teague Defensive Rebound.,50,50
11:58,87,Foul on John Mooney.,50,50
11:58,87,Official TV Timeout,50,50
11:58,2050,Tahjai Teague made Free Throw.,51,50
11:58,2050,Tahjai Teague made Free Throw.,52,50
11:46,87,Bonzie Colson Turnover.,52,50
11:31,2050,Jeremie Tyler made Three Point Jumper. Assisted by Ishmael El-Amin.,55,50
11:16,87,Bonzie Colson missed Jumper.,55,50
11:16,87,TJ Gibbs Offensive Rebound.,55,50
11:01,87,TJ Gibbs Turnover.,55,50
10:47,2050,Ishmael El-Amin Turnover.,55,50
10:47,87,Martinas Geben Steal.,55,50
10:36,87,Bonzie Colson made Jumper. Assisted by TJ Gibbs.,55,52
10:23,2050,Zach Gunn Turnover.,55,52
10:23,87,Rex Pflueger Steal.,55,52
10:14,2050,Foul on Tahjai Teague.,55,52
10:14,87,Martinas Geben made Free Throw.,55,53
10:14,87,Martinas Geben made Free Throw.,55,54
10:05,2050,Zach Gunn Turnover.,55,54
10:05,87,Bonzie Colson Steal.,55,54
10:01,87,Bonzie Colson made Layup.,55,56
9:36,2050,Tahjai Teague made Jumper.,57,56
9:33,2050,Ball State  Timeout,57,56
9:19,87,Rex Pflueger missed Jumper.,57,56
9:19,2050,Trey Moses Defensive Rebound.,57,56
9:04,2050,Kyle Mallers made Three Point Jumper. Assisted by Sean Sellers.,60,56
8:30,2050,Foul on Trey Moses.,60,56
8:30,87,Bonzie Colson missed Free Throw.,60,56
8:30,87,Notre Dame Deadball Team Rebound.,60,56
8:30,87,Bonzie Colson made Free Throw.,60,57
8:12,87,Foul on Austin Torres.,60,57
8:08,87,Foul on Matt Farrell.,60,57
7:52,2050,Tayler Persons made Jumper.,62,57
7:47,2050,Foul on Jeremie Tyler.,62,57
7:47,87,Official TV Timeout,62,57
7:47,87,TJ Gibbs made Free Throw.,62,58
7:47,87,TJ Gibbs missed Free Throw.,62,58
7:47,2050,Sean Sellers Defensive Rebound.,62,58
7:23,2050,Tayler Persons made Three Point Jumper.,65,58
7:00,87,TJ Gibbs missed Jumper.,65,58
7:00,2050,Trey Moses Defensive Rebound.,65,58
6:47,2050,Tayler Persons made Jumper.,67,58
6:37,87,Notre Dame  Timeout,67,58
6:30,2050,Foul on Kyle Mallers.,67,58
6:30,87,Bonzie Colson missed Free Throw.,67,58
6:30,87,Notre Dame Deadball Team Rebound.,67,58
6:30,87,Bonzie Colson made Free Throw.,67,59
6:17,2050,Tayler Persons missed Jumper.,67,59
6:17,2050,Trey Moses Offensive Rebound.,67,59
6:11,2050,Trey Moses Turnover.,67,59
6:11,87,Martinas Geben Steal.,67,59
5:52,87,Martinas Geben missed Jumper.,67,59
5:52,2050,Trey Moses Defensive Rebound.,67,59
5:40,2050,Trey Moses Turnover.,67,59
5:25,87,Matt Farrell made Three Point Jumper.,67,62
5:00,2050,Jontrell Walker Turnover.,67,62
4:51,87,Matt Farrell made Layup.,67,64
4:33,87,Foul on Bonzie Colson.,67,64
4:23,2050,Tayler Persons missed Layup.,67,64
4:23,2050,Kyle Mallers Offensive Rebound.,67,64
4:23,2050,Kyle Mallers missed Two Point Tip Shot.,67,64
4:23,2050,Tahjai Teague Offensive Rebound.,67,64
4:13,2050,Tahjai Teague made Layup.,69,64
4:11,2050,Foul on Tahjai Teague.,69,64
4:11,87,Matt Farrell made Free Throw.,69,65
4:11,87,Matt Farrell made Free Throw.,69,66
3:57,2050,Kyle Mallers missed Three Point Jumper.,69,66
3:57,87,John Mooney Defensive Rebound.,69,66
3:53,2050,Foul on Tahjai Teague.,69,66
3:53,87,Official TV Timeout,69,66
3:53,87,John Mooney made Free Throw.,69,67
3:53,87,John Mooney missed Free Throw.,69,67
3:53,2050,Sean Sellers Defensive Rebound.,69,67
3:35,87,Foul on John Mooney.,69,67
3:35,2050,Trey Moses made Free Throw.,70,67
3:35,2050,Trey Moses made Free Throw.,71,67
3:25,87,Bonzie Colson missed Three Point Jumper.,71,67
3:25,2050,Tayler Persons Defensive Rebound.,71,67
3:05,2050,Tayler Persons missed Jumper.,71,67
3:05,2050,Sean Sellers Offensive Rebound.,71,67
3:05,2050,Sean Sellers made Two Point Tip Shot.,73,67
2:45,87,TJ Gibbs missed Layup.,73,67
2:45,2050,Sean Sellers Defensive Rebound.,73,67
2:27,2050,Tayler Persons missed Three Point Jumper.,73,67
2:27,87,John Mooney Defensive Rebound.,73,67
2:17,2050,Foul on Jeremie Tyler.,73,67
2:17,87,Matt Farrell made Free Throw.,73,68
2:17,87,Matt Farrell made Free Throw.,73,69
1:56,2050,Trey Moses made Layup. Assisted by Sean Sellers.,75,69
1:47,87,TJ Gibbs made Three Point Jumper. Assisted by Matt Farrell.,75,72
1:44,87,Notre Dame  Timeout,75,72
1:26,2050,Kyle Mallers missed Three Point Jumper.,75,72
1:26,87,Rex Pflueger Defensive Rebound.,75,72
1:15,87,Bonzie Colson made Layup. Assisted by Matt Farrell.,75,74
0:51,87,Foul on TJ Gibbs.,75,74
0:51,2050,Sean Sellers made Free Throw.,76,74
0:51,2050,Sean Sellers made Free Throw.,77,74
0:31,87,Bonzie Colson missed Three Point Jumper.,77,74
0:31,87,Rex Pflueger Offensive Rebound.,77,74
0:24,87,Matt Farrell made Three Point Jumper.,77,77
0:02,2050,Tayler Persons made Three Point Jumper.,80,77
0:00,87,End of Game,80,77
