Alcorn State,36,Colorado State,2016
8:09,2016,A.J. Mosby made Jumper.,14,23
8:09,36,Foul on Anthony Bonner.,14,23
8:09,2016,A.J. Mosby made Free Throw.,15,23
7:55,2016,Foul on A.J. Mosby.,15,23
7:55,36,Official TV Timeout,15,23
7:55,36,J.D. Paige made Free Throw.,15,24
7:55,36,J.D. Paige made Free Throw.,15,25
7:50,36,Foul on Braden Koelliker.,15,25
7:50,2016,Denzel Dulin made Free Throw.,16,25
7:50,2016,Denzel Dulin made Free Throw.,17,25
7:32,36,Anthony Bonner missed Three Point Jumper.,17,25
7:32,2016,Maurice Howard Defensive Rebound.,17,25
7:11,2016,Denzel Dulin missed Layup.,17,25
7:11,36,Che Bob Block.,17,25
7:10,36,Anthony Bonner Defensive Rebound.,17,25
7:03,36,Che Bob missed Jumper.,17,25
7:03,2016,Reginal Johnson Defensive Rebound.,17,25
6:36,2016,Reginal Johnson made Layup. Assisted by Maurice Howard.,19,25
6:15,36,Emmanuel Omogbo made Jumper.,19,27
6:01,2016,Reginal Johnson made Layup. Assisted by Maurice Howard.,21,27
5:54,36,Colorado St  Timeout,21,27
5:41,36,Prentiss Nixon made Layup. Assisted by J.D. Paige.,21,29
5:41,2016,Foul on Marquis Vance.,21,29
5:41,36,Prentiss Nixon made Free Throw.,21,30
5:20,2016,Reginal Johnson made Three Point Jumper. Assisted by Avery Patterson.,24,30
4:54,36,Kimani Jackson Turnover.,24,30
4:37,2016,Avery Patterson missed Layup.,24,30
4:37,36,Devocio Butler Defensive Rebound.,24,30
4:04,2016,Foul on Avery Patterson.,24,30
4:04,36,J.D. Paige made Free Throw.,24,31
4:04,36,J.D. Paige made Free Throw.,24,32
4:04,36,J.D. Paige made Free Throw.,24,33
3:46,2016,Marquis Vance missed Layup.,24,33
3:46,2016,Alcorn St Offensive Rebound.,24,33
3:42,36,Official TV Timeout,24,33
3:33,2016,Tyler Carter made Jumper.,26,33
3:11,36,Foul on Prentiss Nixon.,26,33
3:11,36,Prentiss Nixon Turnover.,26,33
2:52,2016,Tyler Carter missed Three Point Jumper.,26,33
2:52,36,Kimani Jackson Defensive Rebound.,26,33
2:28,36,J.D. Paige made Three Point Jumper. Assisted by Emmanuel Omogbo.,26,36
2:15,2016,Marquis Vance missed Layup.,26,36
2:15,36,Kimani Jackson Block.,26,36
2:13,36,Emmanuel Omogbo Defensive Rebound.,26,36
2:01,36,J.D. Paige Turnover.,26,36
1:57,36,Foul on Anthony Bonner.,26,36
1:57,2016,Denzel Dulin made Free Throw.,27,36
1:57,2016,Denzel Dulin missed Free Throw.,27,36
1:57,36,Emmanuel Omogbo Defensive Rebound.,27,36
1:48,36,Anthony Bonner made Layup.,27,38
1:35,2016,Marquis Vance missed Layup.,27,38
1:35,2016,Reginal Johnson Offensive Rebound.,27,38
1:32,2016,Reginal Johnson made Jumper.,29,38
1:13,36,Anthony Bonner missed Layup.,29,38
1:13,36,Kimani Jackson Offensive Rebound.,29,38
1:09,2016,Foul on Tyler Carter.,29,38
1:09,36,Kimani Jackson made Free Throw.,29,39
1:09,36,Kimani Jackson made Free Throw.,29,40
1:09,36,Kimani Jackson made Free Throw.,29,39
1:09,36,Kimani Jackson made Free Throw.,29,40
1:09,36,Kimani Jackson made Free Throw.,29,39
1:09,36,Kimani Jackson made Free Throw.,29,40
0:46,2016,Reginal Johnson made Jumper. Assisted by Marquis Vance.,31,40
0:46,2016,Reginal Johnson made Jumper. Assisted by Marquis Vance.,31,40
0:46,2016,Reginal Johnson made Jumper. Assisted by Marquis Vance.,31,40
0:34,36,Kimani Jackson made Jumper. Assisted by J.D. Paige.,31,42
0:34,36,Kimani Jackson made Jumper. Assisted by J.D. Paige.,31,42
0:34,36,Kimani Jackson made Jumper. Assisted by J.D. Paige.,31,42
0:27,36,Foul on Emmanuel Omogbo.,31,42
0:27,2016,Denzel Dulin made Free Throw.,32,42
0:27,2016,Denzel Dulin made Free Throw.,33,42
0:27,36,Foul on Emmanuel Omogbo.,31,42
0:27,2016,Denzel Dulin made Free Throw.,32,42
0:27,2016,Denzel Dulin made Free Throw.,33,42
0:01,2016,Foul on Marquis Vance.,33,42
0:01,36,Nico Carvacho made Free Throw.,33,43
0:01,36,Nico Carvacho made Free Throw.,33,44
0:01,2016,Foul on Marquis Vance.,33,42
0:01,36,Nico Carvacho made Free Throw.,33,43
0:01,36,Nico Carvacho made Free Throw.,33,44
0:00,36,End of 1st half,33,44
19:44,36,Prentiss Nixon made Jumper.,33,46
19:18,2016,Yalen Reed missed Three Point Jumper.,33,46
19:18,36,Kimani Jackson Defensive Rebound.,33,46
19:01,36,Nico Carvacho Turnover.,33,46
19:00,2016,Yalen Reed Steal.,33,46
18:54,2016,A.J. Mosby made Layup.,35,46
18:28,36,Emmanuel Omogbo missed Jumper.,35,46
18:28,36,Nico Carvacho Offensive Rebound.,35,46
18:26,36,Nico Carvacho missed Layup.,35,46
18:26,2016,Yalen Reed Defensive Rebound.,35,46
18:21,36,Foul on Emmanuel Omogbo.,35,46
18:08,36,Foul on Kimani Jackson.,35,46
17:43,2016,Marquis Vance missed Three Point Jumper.,35,46
17:43,36,Prentiss Nixon Defensive Rebound.,35,46
17:25,36,Prentiss Nixon missed Three Point Jumper.,35,46
17:25,2016,Alcorn St Defensive Rebound.,35,46
17:09,2016,Foul on Marquis Vance.,35,46
17:09,2016,Marquis Vance Turnover.,35,46
16:44,2016,Foul on Denzel Dulin.,35,46
16:31,36,Emmanuel Omogbo made Layup.,35,48
16:14,36,Foul on Che Bob.,35,48
16:14,2016,Denzel Dulin missed Free Throw.,35,48
16:14,2016,Alcorn St Deadball Team Rebound.,35,48
16:14,2016,Denzel Dulin made Free Throw.,36,48
15:58,36,Foul on Che Bob.,36,48
15:58,36,Che Bob Turnover.,36,48
15:58,36,Official TV Timeout,36,48
15:45,2016,Denzel Dulin missed Jumper.,36,48
15:45,36,Emmanuel Omogbo Defensive Rebound.,36,48
15:26,36,Kimani Jackson Turnover.,36,48
15:20,2016,A.J. Mosby missed Three Point Jumper.,36,48
15:20,2016,Yalen Reed Offensive Rebound.,36,48
15:18,2016,Yalen Reed made Layup.,38,48
15:18,36,Foul on Che Bob.,38,48
15:18,2016,Yalen Reed missed Free Throw.,38,48
15:18,36,Emmanuel Omogbo Defensive Rebound.,38,48
15:01,36,J.D. Paige missed Three Point Jumper.,38,48
15:01,36,Devocio Butler Offensive Rebound.,38,48
14:56,36,Devocio Butler made Layup.,38,50
14:35,2016,Denzel Dulin missed Jumper.,38,50
14:35,36,Devocio Butler Defensive Rebound.,38,50
14:19,2016,Foul on Yalen Reed.,38,50
14:19,36,Emmanuel Omogbo made Free Throw.,38,51
14:19,36,Emmanuel Omogbo made Free Throw.,38,52
14:05,2016,Avery Patterson missed Jumper.,38,52
14:05,36,Devocio Butler Defensive Rebound.,38,52
13:54,2016,Foul on Avery Patterson.,38,52
13:52,36,Emmanuel Omogbo made Layup. Assisted by J.D. Paige.,38,54
13:44,2016,Avery Patterson missed Layup.,38,54
13:44,36,Kimani Jackson Block.,38,54
13:43,36,Kimani Jackson Defensive Rebound.,38,54
13:35,2016,Foul on Maurice Howard.,38,54
13:20,36,J.D. Paige Turnover.,38,54
13:16,2016,Devon Brewer Steal.,38,54
13:15,36,Foul on Prentiss Nixon.,38,54
13:15,2016,A.J. Mosby made Free Throw.,39,54
13:15,2016,A.J. Mosby made Free Throw.,40,54
12:58,36,J.D. Paige Turnover.,40,54
12:57,2016,Tyler Carter Steal.,40,54
12:34,2016,Tyler Carter missed Jumper.,40,54
12:34,36,Braden Koelliker Defensive Rebound.,40,54
12:23,36,Colorado St  Timeout,40,54
12:23,36,Official TV Timeout,40,54
12:08,36,Braden Koelliker Turnover.,40,54
11:42,2016,Marquis Vance made Three Point Jumper.,43,54
11:16,36,Devocio Butler Turnover.,43,54
11:14,2016,Tyler Carter Steal.,43,54
11:12,2016,Tyler Carter missed Layup.,43,54
11:12,36,Braden Koelliker Defensive Rebound.,43,54
11:04,36,Anthony Bonner made Layup. Assisted by Prentiss Nixon.,43,56
10:34,36,Foul on Kimani Jackson.,43,56
10:34,36,Official TV Timeout,43,56
10:34,2016,Devon Brewer missed Free Throw.,43,56
10:34,2016,Alcorn St Deadball Team Rebound.,43,56
10:34,2016,Devon Brewer made Free Throw.,44,56
10:08,2016,Foul on Denzel Dulin.,44,56
10:08,36,Emmanuel Omogbo missed Free Throw.,44,56
10:08,36,Colorado St Deadball Team Rebound.,44,56
10:08,36,Emmanuel Omogbo made Free Throw.,44,57
10:00,2016,Marquis Vance missed Three Point Jumper.,44,57
10:00,36,Emmanuel Omogbo Defensive Rebound.,44,57
9:41,36,J.D. Paige made Jumper.,44,59
9:23,36,Foul on Devocio Butler.,44,59
9:23,2016,Denzel Dulin made Free Throw.,45,59
9:23,2016,Denzel Dulin missed Free Throw.,45,59
9:23,36,Emmanuel Omogbo Defensive Rebound.,45,59
9:06,36,Devocio Butler made Three Point Jumper.,45,62
8:54,2016,Denzel Dulin Turnover.,45,62
8:53,36,Anthony Bonner Steal.,45,62
8:30,36,Anthony Bonner made Jumper.,45,64
8:13,2016,Marquis Vance missed Jumper.,45,64
8:13,36,Emmanuel Omogbo Defensive Rebound.,45,64
7:55,36,Braden Koelliker missed Layup.,45,64
7:55,2016,Marquis Vance Block.,45,64
7:55,2016,Alcorn St Defensive Rebound.,45,64
7:55,36,Official TV Timeout,45,64
7:43,2016,Yalen Reed Turnover.,45,64
7:27,2016,Foul on Avery Patterson.,45,64
7:27,36,J.D. Paige made Free Throw.,45,65
7:27,36,J.D. Paige made Free Throw.,45,66
7:15,2016,Avery Patterson Turnover.,45,66
7:13,36,Devocio Butler Steal.,45,66
7:05,36,J.D. Paige Turnover.,45,66
7:04,2016,Marquis Vance Steal.,45,66
6:59,36,Foul on Nico Carvacho.,45,66
6:59,2016,Devon Brewer made Free Throw.,46,66
6:59,2016,Devon Brewer missed Free Throw.,46,66
6:59,36,Emmanuel Omogbo Defensive Rebound.,46,66
6:59,2016,Foul on Yalen Reed.,46,66
6:59,36,Emmanuel Omogbo missed Free Throw.,46,66
6:59,2016,Yalen Reed Defensive Rebound.,46,66
6:39,2016,Devon Brewer Turnover.,46,66
6:38,36,Anthony Bonner Steal.,46,66
6:35,36,Emmanuel Omogbo made Dunk. Assisted by Devocio Butler.,46,68
6:20,2016,Alcorn St  Timeout,46,68
6:11,2016,Marquis Vance made Three Point Jumper. Assisted by Reginal Johnson.,49,68
5:48,36,Devocio Butler missed Three Point Jumper.,49,68
5:48,36,Nico Carvacho Offensive Rebound.,49,68
5:44,36,Nico Carvacho made Layup.,49,70
5:30,2016,Marquis Vance missed Three Point Jumper.,49,70
5:30,2016,Yalen Reed Offensive Rebound.,49,70
5:12,2016,Denzel Dulin missed Three Point Jumper.,49,70
5:12,36,Emmanuel Omogbo Defensive Rebound.,49,70
4:53,36,Emmanuel Omogbo missed Three Point Jumper.,49,70
4:53,36,Nico Carvacho Offensive Rebound.,49,70
4:42,36,Emmanuel Omogbo made Layup. Assisted by J.D. Paige.,49,72
4:30,2016,Denzel Dulin made Layup.,51,72
4:30,36,Foul on Anthony Bonner.,51,72
4:30,2016,Denzel Dulin made Free Throw.,52,72
4:11,36,Anthony Bonner made Three Point Jumper. Assisted by Prentiss Nixon.,52,75
3:58,2016,Marquis Vance missed Layup.,52,75
3:58,36,Devocio Butler Defensive Rebound.,52,75
3:54,36,Devocio Butler Turnover.,52,75
3:54,2016,Yalen Reed Steal.,52,75
3:53,2016,Yalen Reed missed Layup.,52,75
3:53,36,Anthony Bonner Defensive Rebound.,52,75
3:44,36,Devocio Butler Turnover.,52,75
3:42,2016,Rahamanh Katumbusi Steal.,52,75
3:40,2016,A.J. Mosby missed Jumper.,52,75
3:40,36,Che Bob Defensive Rebound.,52,75
3:11,36,Prentiss Nixon missed Three Point Jumper.,52,75
3:11,2016,Yalen Reed Defensive Rebound.,52,75
2:39,2016,Alcorn St  Turnover.,52,75
2:39,36,Official TV Timeout,52,75
2:21,36,Anthony Bonner missed Three Point Jumper.,52,75
2:21,2016,Alcorn St Defensive Rebound.,52,75
2:00,2016,Rahamanh Katumbusi missed Three Point Jumper.,52,75
2:00,2016,Denzel Dulin Offensive Rebound.,52,75
1:38,36,Foul on Braden Koelliker.,52,75
1:38,2016,Denzel Dulin made Free Throw.,53,75
1:38,2016,Denzel Dulin missed Free Throw.,53,75
1:38,36,Prentiss Nixon Defensive Rebound.,53,75
1:28,36,Prentiss Nixon made Layup. Assisted by Che Bob.,53,77
1:17,2016,Denzel Dulin made Three Point Jumper. Assisted by Rahamanh Katumbusi.,56,77
0:52,36,Che Bob made Layup.,56,79
0:46,36,Foul on Braden Koelliker.,56,79
0:46,2016,Denzel Dulin made Free Throw.,57,79
0:46,2016,Denzel Dulin made Free Throw.,58,79
0:23,2016,Foul on Avery Patterson.,58,79
0:23,36,Prentiss Nixon made Free Throw.,58,80
0:23,36,Prentiss Nixon missed Free Throw.,58,80
0:23,2016,Reginal Johnson Defensive Rebound.,58,80
0:17,2016,Avery Patterson missed Three Point Jumper.,58,80
0:17,2016,Rahamanh Katumbusi Offensive Rebound.,58,80
0:06,2016,Avery Patterson missed Jumper.,58,80
0:06,36,Braden Koelliker Defensive Rebound.,58,80
0:00,36,End of Game,58,80
