Miami,57,Florida,2390
7:48,57,Official TV Timeout,20,19
7:35,2390,Bruce Brown missed Layup.,20,19
7:35,57,John Egbunu Block.,20,19
7:35,57,Chris Chiozza Defensive Rebound.,20,19
7:23,2390,Foul on Dejan Vasiljevic.,20,19
7:21,57,Foul on John Egbunu.,20,19
7:21,57,John Egbunu Turnover.,20,19
7:05,2390,Dejan Vasiljevic missed Three Point Jumper.,20,19
7:05,57,John Egbunu Defensive Rebound.,20,19
6:58,2390,Foul on Ebuka Izundu.,20,19
6:58,57,Kasey Hill made Free Throw.,20,20
6:58,57,Kasey Hill missed Free Throw.,20,20
6:58,2390,Kamari Murphy Defensive Rebound.,20,20
6:33,2390,Davon Reed missed Jumper.,20,20
6:33,57,Keith Stone Block.,20,20
6:32,57,Florida Defensive Rebound.,20,20
6:18,57,John Egbunu missed Layup.,20,20
6:18,2390,Dewan Huell Block.,20,20
6:16,57,John Egbunu Offensive Rebound.,20,20
6:14,57,John Egbunu missed Layup.,20,20
6:14,2390,Kamari Murphy Defensive Rebound.,20,20
6:11,57,Foul on Keith Stone.,20,20
6:11,2390,Ja'Quan Newton made Free Throw.,21,20
6:11,2390,Ja'Quan Newton made Free Throw.,22,20
6:02,57,Kasey Hill Turnover.,22,20
6:02,2390,Ja'Quan Newton Steal.,22,20
5:43,2390,Davon Reed made Jumper.,24,20
5:29,57,Keith Stone made Three Point Jumper. Assisted by Kasey Hill.,24,23
5:16,2390,Ja'Quan Newton Turnover.,24,23
5:16,57,Chris Chiozza Steal.,24,23
5:04,57,Kasey Hill made Layup.,24,25
4:31,2390,Ja'Quan Newton missed Jumper.,24,25
4:31,57,Keith Stone Defensive Rebound.,24,25
4:18,57,Kasey Hill made Layup.,24,27
4:06,2390,Miami  Timeout,24,27
3:47,2390,Ja'Quan Newton missed Layup.,24,27
3:47,57,Devin Robinson Block.,24,27
3:45,2390,Dewan Huell Offensive Rebound.,24,27
3:45,57,Foul on Kevarrius Hayes.,24,27
3:45,2390,Dewan Huell made Free Throw.,25,27
3:45,2390,Dewan Huell made Free Throw.,26,27
3:19,57,Keith Stone missed Layup.,26,27
3:19,57,Keith Stone Offensive Rebound.,26,27
3:16,57,Keith Stone missed Layup.,26,27
3:16,2390,Kamari Murphy Defensive Rebound.,26,27
3:04,2390,Dewan Huell missed Jumper.,26,27
3:04,57,John Egbunu Block.,26,27
3:03,2390,Miami Offensive Rebound.,26,27
2:53,2390,Dewan Huell missed Jumper.,26,27
2:53,57,Devin Robinson Defensive Rebound.,26,27
2:42,57,Keith Stone made Three Point Jumper. Assisted by Devin Robinson.,26,30
2:16,2390,Dewan Huell made Dunk. Assisted by Davon Reed.,28,30
2:05,57,Devin Robinson made Jumper.,28,32
1:34,2390,Kamari Murphy made Layup. Assisted by Dewan Huell.,30,32
1:24,57,Devin Robinson missed Three Point Jumper.,30,32
1:24,2390,Kamari Murphy Defensive Rebound.,30,32
1:14,2390,Foul on Kamari Murphy.,30,32
1:14,2390,Kamari Murphy Turnover.,30,32
1:11,57,KeVaughn Allen made Layup.,30,34
0:33,57,Foul on John Egbunu.,30,34
0:33,2390,Davon Reed missed Free Throw.,30,34
0:33,2390,Miami Deadball Team Rebound.,30,34
0:33,2390,Davon Reed missed Free Throw.,30,34
0:33,57,Keith Stone Defensive Rebound.,30,34
0:05,57,KeVaughn Allen missed Three Point Jumper.,30,34
0:05,57,Canyon Barry Offensive Rebound.,30,34
0:00,57,Canyon Barry missed Jumper.,30,34
0:00,57,Florida Deadball Team Rebound.,30,34
0:00,57,End of 1st half,30,34
19:38,2390,Bruce Brown made Three Point Jumper. Assisted by Anthony Lawrence Jr..,33,34
19:06,57,KeVaughn Allen missed Three Point Jumper.,33,34
19:06,2390,Ja'Quan Newton Defensive Rebound.,33,34
18:36,2390,Bruce Brown made Jumper.,35,34
18:05,57,KeVaughn Allen missed Jumper.,35,34
18:05,2390,Anthony Lawrence Jr. Defensive Rebound.,35,34
17:58,2390,Kamari Murphy missed Layup.,35,34
17:58,57,Devin Robinson Block.,35,34
17:58,2390,Miami Offensive Rebound.,35,34
17:41,2390,Bruce Brown missed Jumper.,35,34
17:41,2390,Ja'Quan Newton Offensive Rebound.,35,34
17:38,2390,Ja'Quan Newton made Layup.,37,34
17:10,2390,Foul on Anthony Lawrence Jr..,37,34
17:10,57,John Egbunu missed Free Throw.,37,34
17:10,57,Florida Deadball Team Rebound.,37,34
17:10,57,John Egbunu missed Free Throw.,37,34
17:10,2390,Kamari Murphy Defensive Rebound.,37,34
16:49,2390,Bruce Brown missed Jumper.,37,34
16:49,57,John Egbunu Block.,37,34
16:49,2390,Miami Offensive Rebound.,37,34
16:43,2390,Davon Reed missed Jumper.,37,34
16:43,2390,Bruce Brown Offensive Rebound.,37,34
16:36,2390,Davon Reed missed Layup.,37,34
16:36,57,Justin Leon Defensive Rebound.,37,34
16:27,57,KeVaughn Allen missed Jumper.,37,34
16:27,2390,Anthony Lawrence Jr. Defensive Rebound.,37,34
16:18,2390,Davon Reed missed Three Point Jumper.,37,34
16:18,57,Justin Leon Defensive Rebound.,37,34
15:52,57,Chris Chiozza Turnover.,37,34
15:49,2390,Ja'Quan Newton made Layup.,39,34
15:40,57,Florida  Timeout,39,34
15:40,57,Official TV Timeout,39,34
15:33,2390,Foul on Davon Reed.,39,34
15:09,57,Kasey Hill missed Jumper.,39,34
15:09,57,Keith Stone Offensive Rebound.,39,34
15:04,57,Canyon Barry missed Jumper.,39,34
15:04,2390,Dewan Huell Defensive Rebound.,39,34
14:48,2390,Davon Reed Turnover.,39,34
14:48,57,Canyon Barry Steal.,39,34
14:36,57,Canyon Barry missed Layup.,39,34
14:36,57,Keith Stone Offensive Rebound.,39,34
14:34,2390,Foul on Bruce Brown.,39,34
14:34,57,Keith Stone made Free Throw.,39,35
14:34,57,Keith Stone made Free Throw.,39,36
14:06,2390,Bruce Brown made Jumper.,41,36
13:51,57,Chris Chiozza missed Layup.,41,36
13:51,57,Chris Chiozza Offensive Rebound.,41,36
13:39,57,Chris Chiozza missed Three Point Jumper.,41,36
13:39,2390,Kamari Murphy Defensive Rebound.,41,36
13:30,2390,Ja'Quan Newton missed Jumper.,41,36
13:30,57,Florida Defensive Rebound.,41,36
13:11,2390,Foul on Dewan Huell.,41,36
13:11,57,Kasey Hill missed Free Throw.,41,36
13:11,57,Florida Deadball Team Rebound.,41,36
13:11,57,Kasey Hill made Free Throw.,41,37
12:51,2390,Anthony Lawrence Jr. Turnover.,41,37
12:49,57,Kasey Hill Steal.,41,37
12:47,57,Kasey Hill made Layup.,41,39
12:19,2390,Dewan Huell missed Jumper.,41,39
12:19,57,Canyon Barry Block.,41,39
12:15,57,John Egbunu Defensive Rebound.,41,39
12:04,57,John Egbunu missed Jumper.,41,39
12:04,57,Keith Stone Offensive Rebound.,41,39
12:01,57,Keith Stone made Layup.,41,41
11:51,2390,Miami  Timeout,41,41
11:51,57,Official TV Timeout,41,41
11:40,2390,Davon Reed missed Three Point Jumper.,41,41
11:40,2390,Bruce Brown Offensive Rebound.,41,41
11:36,2390,Bruce Brown made Layup.,43,41
11:17,57,Foul on John Egbunu.,43,41
11:17,57,John Egbunu Turnover.,43,41
10:57,2390,Bruce Brown missed Layup.,43,41
10:57,57,Devin Robinson Block.,43,41
10:57,2390,Miami Offensive Rebound.,43,41
10:51,2390,Kamari Murphy missed Jumper.,43,41
10:51,57,Keith Stone Defensive Rebound.,43,41
10:19,57,Devin Robinson made Jumper.,43,43
9:49,2390,Davon Reed missed Layup.,43,43
9:49,2390,Kamari Murphy Offensive Rebound.,43,43
9:46,2390,Kamari Murphy Turnover.,43,43
9:44,57,Kasey Hill Steal.,43,43
9:41,57,Kasey Hill made Layup.,43,45
9:26,2390,Ja'Quan Newton missed Jumper.,43,45
9:26,57,Kevarrius Hayes Defensive Rebound.,43,45
9:11,57,Kasey Hill missed Jumper.,43,45
9:11,2390,Davon Reed Defensive Rebound.,43,45
8:58,2390,Anthony Lawrence Jr. missed Three Point Jumper.,43,45
8:58,57,KeVaughn Allen Defensive Rebound.,43,45
8:50,57,Devin Robinson made Layup. Assisted by KeVaughn Allen.,43,47
8:24,2390,Bruce Brown made Jumper.,45,47
8:01,2390,Foul on Anthony Lawrence Jr..,45,47
7:51,57,Justin Leon made Layup.,45,49
7:24,57,Foul on Justin Leon.,45,49
7:24,57,Official TV Timeout,45,49
7:09,2390,Bruce Brown Turnover.,45,49
7:07,57,Devin Robinson Steal.,45,49
7:04,57,Justin Leon made Layup. Assisted by Chris Chiozza.,45,51
6:44,2390,Dewan Huell made Layup. Assisted by Kamari Murphy.,47,51
6:28,57,Devin Robinson missed Jumper.,47,51
6:28,2390,Dewan Huell Defensive Rebound.,47,51
6:10,57,Foul on Justin Leon.,47,51
6:02,2390,Dewan Huell missed Layup.,47,51
6:02,57,John Egbunu Defensive Rebound.,47,51
5:53,57,Keith Stone made Layup. Assisted by Chris Chiozza.,47,53
5:31,2390,Ja'Quan Newton Turnover.,47,53
5:22,57,Chris Chiozza Turnover.,47,53
5:20,2390,Bruce Brown Steal.,47,53
5:14,2390,Dewan Huell Turnover.,47,53
5:12,57,Keith Stone Steal.,47,53
5:09,57,KeVaughn Allen missed Layup.,47,53
5:09,2390,Kamari Murphy Block.,47,53
5:09,57,Florida Offensive Rebound.,47,53
5:05,57,John Egbunu made Dunk. Assisted by Chris Chiozza.,47,55
4:52,2390,Miami  Timeout,47,55
4:40,2390,Davon Reed made Jumper.,49,55
4:15,57,Keith Stone missed Layup.,49,55
4:15,2390,Miami Defensive Rebound.,49,55
3:51,2390,Ja'Quan Newton made Jumper.,51,55
3:18,2390,Foul on Anthony Lawrence Jr..,51,55
3:18,57,Official TV Timeout,51,55
3:18,57,Kasey Hill made Free Throw.,51,56
3:18,57,Kasey Hill made Free Throw.,51,57
2:54,2390,Bruce Brown missed Three Point Jumper.,51,57
2:54,57,Devin Robinson Defensive Rebound.,51,57
2:34,57,John Egbunu made Dunk. Assisted by Kasey Hill.,51,59
2:12,2390,Kamari Murphy missed Layup.,51,59
2:12,2390,Davon Reed Offensive Rebound.,51,59
2:10,2390,Davon Reed missed Layup.,51,59
2:10,57,John Egbunu Block.,51,59
2:08,2390,Bruce Brown Offensive Rebound.,51,59
2:03,2390,Ja'Quan Newton made Jumper.,53,59
1:28,57,John Egbunu made Layup.,53,61
1:18,57,Foul on Kasey Hill.,53,61
1:11,57,Foul on John Egbunu.,53,61
0:58,2390,Dewan Huell missed Jumper.,53,61
0:58,2390,Kamari Murphy Offensive Rebound.,53,61
0:50,2390,Ja'Quan Newton missed Three Point Jumper.,53,61
0:50,57,Kevarrius Hayes Defensive Rebound.,53,61
0:47,2390,Foul on Bruce Brown.,53,61
0:47,57,Kevarrius Hayes made Free Throw.,53,62
0:47,57,Kevarrius Hayes made Free Throw.,53,63
0:40,2390,Davon Reed made Three Point Jumper. Assisted by Ja'Quan Newton.,56,63
0:39,2390,Foul on Bruce Brown.,56,63
0:39,57,Kasey Hill made Free Throw.,56,64
0:39,57,Kasey Hill made Free Throw.,56,65
0:30,2390,Ja'Quan Newton Turnover.,56,65
0:29,57,Devin Robinson Steal.,56,65
0:10,57,Florida  Timeout,56,65
0:00,57,End of Game,56,65
