Lehigh,2032,Arkansas State,2329
8:01,2329,Lehigh Deadball Team Rebound.,17,30
7:56,2032,Nelson Nweke Defensive Rebound.,17,30
7:56,2329,Jordan Cohen missed Three Point Jumper.,17,30
7:36,2329,Foul on Tim Kempton.,17,30
7:36,2032,Official TV Timeout,17,30
7:22,2329,Foul on Kyle Leufroy.,17,30
7:22,2032,Donte Thomas made Free Throw.,17,31
7:22,2032,Donte Thomas missed Free Throw.,17,31
7:22,2329,Lehigh Defensive Rebound.,17,31
6:59,2329,Kahron Ross made Jumper.,19,31
6:38,2032,Devin Carter made Three Point Jumper. Assisted by Donte Thomas.,19,34
6:13,2329,Tim Kempton missed Jumper.,19,34
6:13,2032,Donte Thomas Defensive Rebound.,19,34
6:06,2032,Donte Thomas made Layup.,19,36
6:06,2329,Foul on Austin Price.,19,36
6:06,2032,Donte Thomas made Free Throw.,19,37
5:51,2329,Kahron Ross made Layup.,21,37
5:51,2032,Foul on C.J. Foster.,21,37
5:51,2329,Kahron Ross made Free Throw.,22,37
5:25,2032,Devin Carter missed Three Point Jumper.,22,37
5:25,2032,Donte Thomas Offensive Rebound.,22,37
5:21,2329,Foul on Jordan Cohen.,22,37
5:21,2032,Donte Thomas missed Free Throw.,22,37
5:21,2032,Arkansas St Deadball Team Rebound.,22,37
5:21,2032,Donte Thomas made Free Throw.,22,38
5:10,2329,Brandon Alston missed Jumper.,22,38
5:10,2329,Matt Holba Offensive Rebound.,22,38
5:06,2329,Matt Holba missed Two Point Tip Shot.,22,38
5:06,2032,Deven Simms Block.,22,38
5:04,2032,Deven Simms Defensive Rebound.,22,38
4:49,2032,Rashad Lindsey missed Three Point Jumper.,22,38
4:49,2032,Nelson Nweke Offensive Rebound.,22,38
4:45,2032,Connor Kern made Three Point Jumper. Assisted by Devin Carter.,22,41
4:31,2329,Tim Kempton made Layup. Assisted by Matt Holba.,24,41
4:31,2032,Foul on Nelson Nweke.,24,41
4:31,2329,Tim Kempton made Free Throw.,25,41
4:15,2032,Deven Simms missed Jumper.,25,41
4:15,2329,Tim Kempton Defensive Rebound.,25,41
3:59,2329,Tim Kempton missed Jumper.,25,41
3:59,2032,Devin Carter Defensive Rebound.,25,41
3:37,2032,Deven Simms made Layup.,25,43
3:18,2329,Matt Holba Turnover.,25,43
3:18,2329,Foul on Matt Holba.,25,43
3:18,2032,Official TV Timeout,25,43
3:06,2032,Devin Carter missed Three Point Jumper.,25,43
3:06,2329,Austin Price Defensive Rebound.,25,43
2:57,2329,Kahron Ross missed Three Point Jumper.,25,43
2:57,2329,Tim Kempton Offensive Rebound.,25,43
2:50,2329,Austin Price missed Three Point Jumper.,25,43
2:50,2032,Tamas Bruce Defensive Rebound.,25,43
2:27,2032,Tamas Bruce made Jumper.,25,45
2:15,2329,Tim Kempton made Layup. Assisted by Kyle Leufroy.,27,45
2:15,2032,Foul on Devin Carter.,27,45
2:15,2329,Tim Kempton made Free Throw.,28,45
2:02,2032,Connor Kern made Three Point Jumper. Assisted by Donte Thomas.,28,48
1:47,2329,Tim Kempton made Jumper.,30,48
1:32,2032,Connor Kern missed Three Point Jumper.,30,48
1:32,2329,Pat Andree Defensive Rebound.,30,48
1:23,2329,Kahron Ross Turnover.,30,48
1:22,2032,Donte Thomas Steal.,30,48
1:17,2032,Donte Thomas missed Layup.,30,48
1:17,2329,Austin Price Defensive Rebound.,30,48
1:10,2329,Pat Andree missed Three Point Jumper.,30,48
1:10,2032,Donte Thomas Defensive Rebound.,30,48
1:07,2329,Foul on Austin Price.,30,48
1:07,2032,Connor Kern made Free Throw.,30,49
1:07,2032,Connor Kern made Free Throw.,30,50
0:53,2329,Tim Kempton made Jumper.,32,50
0:45,2032,Arkansas St  Timeout,32,50
0:25,2032,Nelson Nweke made Layup. Assisted by Rashad Lindsey.,32,52
0:02,2329,Matt Holba missed Three Point Jumper.,32,52
0:02,2032,Deven Simms Defensive Rebound.,32,52
0:00,2329,Foul on Jordan Cohen.,32,52
0:00,2032,Deven Simms made Free Throw.,32,53
0:00,2032,Deven Simms missed Free Throw.,32,53
0:00,2329,Tim Kempton Defensive Rebound.,32,53
0:00,2032,End of 1st half,32,52
19:44,2329,Foul on Kyle Leufroy.,32,53
19:28,2032,Donte Thomas Turnover.,32,53
19:27,2329,Kahron Ross Steal.,32,53
19:24,2329,Kyle Leufroy missed Layup.,32,53
19:24,2032,Rashad Lindsey Defensive Rebound.,32,53
19:07,2032,Devin Carter made Three Point Jumper. Assisted by Donte Thomas.,32,56
18:57,2032,Foul on C.J. Foster.,32,56
18:57,2329,Kyle Leufroy made Free Throw.,33,56
18:57,2329,Kyle Leufroy made Free Throw.,34,56
18:49,2032,Deven Simms missed Layup.,34,56
18:49,2329,Kahron Ross Defensive Rebound.,34,56
18:38,2329,Austin Price missed Three Point Jumper.,34,56
18:38,2032,Deven Simms Defensive Rebound.,34,56
18:32,2032,Donte Thomas missed Layup.,34,56
18:32,2329,Tim Kempton Block.,34,56
18:30,2329,Kahron Ross Defensive Rebound.,34,56
18:26,2329,Kyle Leufroy made Three Point Jumper. Assisted by Kahron Ross.,37,56
18:18,2032,Arkansas St  Timeout,37,56
18:18,2032,Official TV Timeout,37,56
18:18,2329,Foul on Kyle Leufroy.,37,56
18:18,2329,Technical Foul on Kyle Leufroy.,37,56
18:18,2032,Rashad Lindsey made Free Throw.,37,57
18:18,2032,Rashad Lindsey made Free Throw.,37,58
18:07,2032,Nelson Nweke missed Jumper.,37,58
18:07,2329,Tim Kempton Defensive Rebound.,37,58
18:05,2032,Foul on Deven Simms.,37,58
17:42,2329,Austin Price missed Layup.,37,58
17:42,2329,Austin Price Offensive Rebound.,37,58
17:42,2032,Foul on Rashad Lindsey.,37,58
17:42,2329,Austin Price made Free Throw.,38,58
17:42,2329,Austin Price made Free Throw.,39,58
17:10,2032,Donte Thomas Turnover.,39,58
17:09,2329,Jordan Cohen Steal.,39,58
17:00,2329,Kahron Ross missed Three Point Jumper.,39,58
17:00,2329,Tim Kempton Offensive Rebound.,39,58
16:52,2329,Tim Kempton made Layup.,41,58
16:27,2032,Deven Simms made Layup.,41,60
16:17,2329,Tim Kempton made Layup.,43,60
15:54,2329,Foul on Austin Price.,43,60
15:54,2032,Official TV Timeout,43,60
15:54,2032,Devin Carter made Free Throw.,43,61
15:54,2032,Devin Carter made Free Throw.,43,62
15:31,2329,Kahron Ross missed Jumper.,43,62
15:31,2032,Deven Simms Defensive Rebound.,43,62
15:10,2032,Devin Carter missed Three Point Jumper.,43,62
15:10,2329,Brandon Alston Defensive Rebound.,43,62
14:56,2329,Kyle Leufroy missed Three Point Jumper.,43,62
14:56,2032,Devin Carter Defensive Rebound.,43,62
14:26,2032,Tamas Bruce made Jumper.,43,64
14:07,2329,Jordan Cohen missed Three Point Jumper.,43,64
14:07,2032,Deven Simms Defensive Rebound.,43,64
14:01,2032,Tamas Bruce made Dunk. Assisted by Deven Simms.,43,66
14:00,2329,Lehigh  Timeout,43,66
13:50,2329,Tim Kempton made Layup.,45,66
13:29,2032,Arkansas St  Turnover.,45,66
13:22,2329,Tim Kempton Turnover.,45,66
13:03,2032,Devin Carter missed Three Point Jumper.,45,66
13:03,2032,Tamas Bruce Offensive Rebound.,45,66
12:43,2032,Devin Carter made Three Point Jumper. Assisted by Donte Thomas.,45,69
12:27,2329,Brandon Alston missed Three Point Jumper.,45,69
12:27,2032,Donte Thomas Defensive Rebound.,45,69
12:22,2032,Devin Carter made Three Point Jumper. Assisted by Donte Thomas.,45,72
12:06,2032,Foul on Deven Simms.,45,72
11:59,2329,Brandon Alston Turnover.,45,72
11:58,2032,Official TV Timeout,45,72
11:32,2329,Foul on Matt Holba.,45,72
11:26,2032,Tamas Bruce made Layup.,45,74
11:14,2329,Jordan Cohen missed Three Point Jumper.,45,74
11:14,2032,C.J. Foster Defensive Rebound.,45,74
11:04,2032,Rashad Lindsey Turnover.,45,74
11:04,2032,Foul on Rashad Lindsey.,45,74
10:49,2329,Austin Price missed Three Point Jumper.,45,74
10:49,2032,Donte Thomas Defensive Rebound.,45,74
10:25,2032,C.J. Foster Turnover.,45,74
10:23,2329,Kyle Leufroy Steal.,45,74
10:20,2329,Kahron Ross made Layup.,47,74
10:09,2329,Foul on Jordan Cohen.,47,74
9:58,2032,Connor Kern missed Three Point Jumper.,47,74
9:58,2329,Lehigh Defensive Rebound.,47,74
9:56,2032,Foul on Tamas Bruce.,47,74
9:47,2032,Foul on Donte Thomas.,47,74
9:47,2329,Kahron Ross made Free Throw.,48,74
9:47,2329,Kahron Ross made Free Throw.,49,74
9:31,2329,Foul on Matt Holba.,49,74
9:29,2329,Foul on Kahron Ross.,49,74
9:29,2032,C.J. Foster made Free Throw.,49,75
9:29,2032,C.J. Foster missed Free Throw.,49,75
9:29,2329,Tim Kempton Defensive Rebound.,49,75
9:15,2329,Tim Kempton Turnover.,49,75
9:13,2032,Deven Simms Steal.,49,75
8:58,2032,C.J. Foster missed Three Point Jumper.,49,75
8:58,2329,Pat Andree Defensive Rebound.,49,75
8:48,2329,Kahron Ross made Three Point Jumper.,52,75
8:26,2032,C.J. Foster made Dunk.,52,77
8:02,2329,Tim Kempton made Layup. Assisted by Pat Andree.,54,77
7:37,2032,Donte Thomas missed Three Point Jumper.,54,77
7:37,2329,Tim Kempton Defensive Rebound.,54,77
7:22,2329,Jordan Cohen made Layup. Assisted by Tim Kempton.,56,77
7:00,2032,Nelson Nweke Turnover.,56,77
7:00,2032,Foul on Nelson Nweke.,56,77
7:00,2032,Official TV Timeout,56,77
6:51,2329,Tim Kempton made Layup.,58,77
6:16,2032,Devin Carter missed Jumper.,58,77
6:16,2329,Brandon Alston Defensive Rebound.,58,77
6:11,2032,Foul on Deven Simms.,58,77
6:11,2329,Brandon Alston missed Free Throw.,58,77
6:11,2032,Deven Simms Defensive Rebound.,58,77
5:47,2032,Donte Thomas missed Jumper.,58,77
5:47,2329,Brandon Alston Defensive Rebound.,58,77
5:38,2329,Tim Kempton made Layup. Assisted by Austin Price.,60,77
5:15,2032,Donte Thomas made Layup.,60,79
5:15,2329,Foul on Tim Kempton.,60,79
5:15,2032,Donte Thomas made Free Throw.,60,80
4:58,2329,Kyle Leufroy Turnover.,60,80
4:56,2032,Donte Thomas Steal.,60,80
4:39,2032,Deven Simms made Layup. Assisted by Donte Thomas.,60,82
4:28,2329,Austin Price made Layup.,62,82
4:11,2032,Rashad Lindsey Turnover.,62,82
4:09,2329,Tim Kempton Steal.,62,82
4:05,2329,Kahron Ross Turnover.,62,82
4:03,2032,Donte Thomas Steal.,62,82
3:59,2032,Donte Thomas missed Layup.,62,82
3:59,2329,Tim Kempton Defensive Rebound.,62,82
3:56,2032,Foul on C.J. Foster.,62,82
3:56,2032,Official TV Timeout,62,82
3:56,2329,Tim Kempton made Free Throw.,63,82
3:56,2329,Tim Kempton made Free Throw.,64,82
3:40,2032,Deven Simms made Layup. Assisted by Donte Thomas.,64,84
3:27,2329,Brandon Alston made Layup.,66,84
3:21,2032,Devin Carter missed Three Point Jumper.,66,84
3:21,2329,Kyle Leufroy Defensive Rebound.,66,84
3:12,2329,Kyle Leufroy missed Layup.,66,84
3:12,2032,Rashad Lindsey Defensive Rebound.,66,84
3:04,2032,C.J. Foster made Layup. Assisted by Devin Carter.,66,86
2:50,2329,Tim Kempton made Layup.,68,86
2:49,2329,Lehigh  Timeout,68,86
2:37,2032,C.J. Foster made Dunk. Assisted by Donte Thomas.,68,88
2:23,2329,Brandon Alston made Layup.,70,88
2:23,2032,Foul on Donte Thomas.,70,88
2:23,2329,Brandon Alston made Free Throw.,71,88
2:14,2032,C.J. Foster missed Layup.,71,88
2:14,2329,Jordan Cohen Defensive Rebound.,71,88
1:58,2329,Devon Carter missed Three Point Jumper.,71,88
1:58,2329,Brandon Alston Offensive Rebound.,71,88
1:52,2329,Brandon Alston made Jumper.,73,88
1:46,2032,Donte Thomas Turnover.,73,88
1:45,2329,Jordan Cohen Steal.,73,88
1:44,2329,Jordan Cohen made Layup.,75,88
1:43,2032,Arkansas St  Timeout,75,88
1:30,2329,Foul on Brandon Alston.,75,88
1:30,2032,Rashad Lindsey missed Free Throw.,75,88
1:30,2329,Brandon Alston Defensive Rebound.,75,88
1:23,2329,Brandon Alston made Three Point Jumper. Assisted by Kahron Ross.,78,88
1:00,2032,Deven Simms missed Jumper.,78,88
1:00,2329,Matt Holba Defensive Rebound.,78,88
0:47,2329,Tim Kempton made Layup.,80,88
0:44,2329,Lehigh  Timeout,80,88
0:44,2329,Foul on Brandon Alston.,80,88
0:44,2032,Donte Thomas missed Free Throw.,80,88
0:44,2032,Arkansas St Deadball Team Rebound.,80,88
0:44,2032,Donte Thomas made Free Throw.,80,89
0:44,2329,Technical Foul on Lehigh.,80,89
0:44,2032,Connor Kern made Free Throw.,80,90
0:34,2329,Brandon Alston made Layup.,82,90
0:31,2329,Foul on Kahron Ross.,82,90
0:31,2032,Rashad Lindsey made Free Throw.,82,91
0:31,2032,Rashad Lindsey made Free Throw.,82,92
0:26,2329,Kahron Ross made Layup.,84,92
0:23,2329,Foul on Kahron Ross.,84,92
0:23,2032,Connor Kern missed Free Throw.,84,92
0:23,2032,Arkansas St Deadball Team Rebound.,84,92
0:23,2032,Connor Kern made Free Throw.,84,93
0:14,2329,Jordan Cohen made Three Point Jumper. Assisted by Kahron Ross.,87,93
0:10,2329,Foul on Matt Holba.,87,93
0:10,2032,Rashad Lindsey made Free Throw.,87,94
0:10,2032,Rashad Lindsey made Free Throw.,87,95
0:06,2329,Kahron Ross made Layup.,89,95
0:03,2329,Foul on Matt Holba.,89,95
0:03,2032,Rashad Lindsey made Free Throw.,89,96
0:03,2032,Rashad Lindsey made Free Throw.,89,97
0:01,2329,Kahron Ross missed Three Point Jumper.,89,97
0:01,2329,Lehigh Deadball Team Rebound.,89,97
0:00,2032,End of Game,89,97
