Eastern Kentucky,242,Rice,2198
15:03,2198,Dedric Boyd made Layup.,35,44
14:57,242,Ako Adams missed Three Point Jumper.,35,44
14:57,2198,Nick Mayo Defensive Rebound.,35,44
14:46,242,Official TV Timeout,35,44
14:35,242,Foul on A.J. Lapray.,35,44
14:30,2198,A.J. Youngman made Jumper.,37,44
14:11,2198,Foul on Nick Mayo.,37,44
14:11,242,Dylan Jones made Free Throw.,37,45
14:11,242,Dylan Jones made Free Throw.,37,46
13:56,2198,A.J. Youngman made Three Point Jumper. Assisted by Asante Gist.,40,46
13:41,2198,Foul on Zach Charles.,40,46
13:41,242,Robert Martin missed Free Throw.,40,46
13:41,242,Rice Deadball Team Rebound.,40,46
13:41,242,Robert Martin missed Free Throw.,40,46
13:41,2198,Nick Mayo Defensive Rebound.,40,46
13:26,2198,Asante Gist missed Three Point Jumper.,40,46
13:26,2198,Zach Charles Offensive Rebound.,40,46
13:14,242,Foul on Dylan Jones.,40,46
13:14,2198,Asante Gist made Three Point Jumper. Assisted by A.J. Youngman.,43,46
12:58,242,Connor Cashaw missed Jumper.,43,46
12:58,2198,A.J. Youngman Defensive Rebound.,43,46
12:40,2198,Asante Gist missed Three Point Jumper.,43,46
12:40,242,Rice Defensive Rebound.,43,46
12:29,2198,Foul on A.J. Youngman.,43,46
12:23,2198,Foul on Nick Mayo.,43,46
12:23,242,Robert Martin made Free Throw.,43,47
12:23,242,Robert Martin made Free Throw.,43,48
12:06,2198,A.J. Youngman missed Jumper.,43,48
12:06,242,Connor Cashaw Defensive Rebound.,43,48
11:56,2198,Foul on A.J. Youngman.,43,48
11:56,242,Official TV Timeout,43,48
11:56,242,Ako Adams made Free Throw.,43,49
11:56,242,Ako Adams made Free Throw.,43,50
11:33,2198,Nick Mayo missed Jumper.,43,50
11:33,2198,Zach Charles Offensive Rebound.,43,50
11:29,2198,Zach Charles made Layup.,45,50
11:08,242,Robert Martin Turnover.,45,50
10:50,242,Foul on Austin Meyer.,45,50
10:50,2198,Nick Mayo missed Free Throw.,45,50
10:50,2198,Eastern Kentucky Deadball Team Rebound.,45,50
10:50,2198,Nick Mayo made Free Throw.,46,50
10:49,2198,Foul on Dillon Avare.,46,50
10:49,242,Connor Cashaw made Free Throw.,46,51
10:49,242,Connor Cashaw made Free Throw.,46,52
10:36,2198,A.J. Youngman missed Three Point Jumper.,46,52
10:36,242,Connor Cashaw Defensive Rebound.,46,52
10:26,242,Bishop Mency made Three Point Jumper. Assisted by Connor Cashaw.,46,55
10:01,2198,Nick Mayo made Jumper.,48,55
9:47,242,Bishop Mency missed Three Point Jumper.,48,55
9:47,242,Robert Martin Offensive Rebound.,48,55
9:42,242,Robert Martin made Layup.,48,57
9:28,2198,Nick Mayo missed Jumper.,48,57
9:28,2198,Zach Charles Offensive Rebound.,48,57
9:22,2198,A.J. Youngman missed Three Point Jumper.,48,57
9:22,242,Rice Defensive Rebound.,48,57
9:11,242,A.J. Lapray made Jumper.,48,59
8:46,2198,Dedric Boyd missed Three Point Jumper.,48,59
8:46,242,Austin Meyer Block.,48,59
8:44,2198,Eastern Kentucky Offensive Rebound.,48,59
8:35,2198,Asante Gist missed Jumper.,48,59
8:35,242,Robert Martin Defensive Rebound.,48,59
8:12,2198,Foul on Dedric Boyd.,48,59
8:12,242,Ako Adams made Free Throw.,48,60
8:12,242,Ako Adams made Free Throw.,48,61
7:56,2198,Nick Mayo made Dunk. Assisted by DeAndre Dishman.,50,61
7:48,242,Connor Cashaw missed Jumper.,50,61
7:48,2198,Nick Mayo Defensive Rebound.,50,61
7:24,242,Foul on Connor Cashaw.,50,61
7:24,242,Official TV Timeout,50,61
7:20,2198,DeAndre Dishman made Dunk.,52,61
7:07,242,Connor Cashaw missed Three Point Jumper.,52,61
7:07,2198,Asante Gist Defensive Rebound.,52,61
6:54,2198,Dillon Avare missed Three Point Jumper.,52,61
6:54,242,Connor Cashaw Defensive Rebound.,52,61
6:43,242,Connor Cashaw made Jumper.,52,63
6:31,2198,Nick Mayo made Jumper.,54,63
6:01,242,Connor Cashaw made Jumper.,54,65
5:51,2198,A.J. Youngman missed Three Point Jumper.,54,65
5:51,2198,DeAndre Dishman Offensive Rebound.,54,65
5:49,242,Foul on Austin Meyer.,54,65
5:47,2198,Dedric Boyd made Jumper.,56,65
5:44,2198,Eastern Kentucky  Timeout,56,65
5:31,242,Ako Adams Turnover.,56,65
5:12,2198,Dedric Boyd made Three Point Jumper. Assisted by Asante Gist.,59,65
4:53,242,Connor Cashaw missed Three Point Jumper.,59,65
4:53,2198,Dedric Boyd Defensive Rebound.,59,65
4:34,2198,DeAndre Dishman made Dunk.,61,65
4:29,2198,Technical Foul on DeAndre Dishman.,61,65
4:29,242,Ako Adams made Free Throw.,61,66
4:29,242,Ako Adams missed Free Throw.,61,66
4:29,242,Rice Deadball Team Rebound.,61,66
4:21,242,Foul on Dylan Jones.,61,66
4:21,242,Dylan Jones Turnover.,61,66
4:08,2198,DeAndre Dishman Turnover.,61,66
4:07,242,Bishop Mency Steal.,61,66
4:03,242,Foul on Connor Cashaw.,61,66
4:03,242,Connor Cashaw Turnover.,61,66
3:51,2198,Dedric Boyd missed Three Point Jumper.,61,66
3:51,2198,Nick Mayo Offensive Rebound.,61,66
3:47,2198,Nick Mayo missed Jumper.,61,66
3:47,2198,DeAndre Dishman Offensive Rebound.,61,66
3:45,242,Foul on Robert Martin.,61,66
3:45,242,Official TV Timeout,61,66
3:45,2198,DeAndre Dishman made Free Throw.,62,66
3:45,2198,DeAndre Dishman made Free Throw.,63,66
3:23,242,Foul on Bishop Mency.,63,66
3:07,2198,Nick Mayo made Layup.,65,66
2:44,242,Robert Martin made Layup.,65,68
2:25,2198,Nick Mayo missed Jumper.,65,68
2:25,2198,DeAndre Dishman Offensive Rebound.,65,68
2:22,242,Foul on Robert Martin.,65,68
2:22,2198,DeAndre Dishman made Free Throw.,66,68
2:22,2198,DeAndre Dishman missed Free Throw.,66,68
2:21,242,Austin Meyer Defensive Rebound.,66,68
2:21,2198,Foul on Dedric Boyd.,66,68
2:21,242,Austin Meyer made Free Throw.,66,69
2:21,242,Austin Meyer made Free Throw.,66,70
2:05,2198,Dedric Boyd Turnover.,66,70
1:51,242,Connor Cashaw missed Jumper.,66,70
1:51,2198,Nick Mayo Defensive Rebound.,66,70
1:48,242,Foul on Austin Meyer.,66,70
1:48,2198,Nick Mayo made Free Throw.,67,70
1:48,2198,Nick Mayo made Free Throw.,68,70
1:43,242,Rice  Timeout,68,70
1:36,242,Foul on Dylan Jones.,68,70
1:36,242,Dylan Jones Turnover.,68,70
1:23,2198,Nick Mayo missed Layup.,68,70
1:23,242,Bishop Mency Defensive Rebound.,68,70
1:19,242,Bishop Mency Turnover.,68,70
1:19,2198,Nick Mayo Steal.,68,70
1:17,242,Foul on Bishop Mency.,68,70
1:17,2198,Nick Mayo made Free Throw.,69,70
1:17,2198,Nick Mayo made Free Throw.,70,70
1:13,242,Rice  Timeout,70,70
0:51,242,Connor Cashaw missed Jumper.,70,70
0:51,242,Connor Cashaw Offensive Rebound.,70,70
0:24,2198,Foul on A.J. Youngman.,70,70
0:24,2198,Eastern Kentucky  Timeout,70,70
0:24,242,Robert Martin made Free Throw.,70,71
0:24,242,Robert Martin made Free Throw.,70,72
0:05,242,Foul on Ako Adams.,70,72
0:05,2198,Dedric Boyd made Free Throw.,71,72
0:05,2198,Dedric Boyd made Free Throw.,72,72
0:05,2198,Dedric Boyd made Free Throw.,73,72
0:05,2198,Eastern Kentucky  Timeout,73,72
0:02,242,Ako Adams missed Jumper.,73,72
0:02,242,Tim Harrison Offensive Rebound.,73,72
0:02,242,Tim Harrison missed Jumper.,73,72
0:02,2198,Eastern Kentucky Defensive Rebound.,73,72
0:00,242,End of Game,73,72
