Pepperdine,197,Oklahoma State,2492
10:46,197,Tavarius Shine Defensive Rebound.,6,13
10:25,197,Foul on Cameron McGriff.,6,13
10:25,197,Cameron McGriff Turnover.,6,13
10:05,2492,Darnell Dunn missed Layup.,6,13
10:05,197,Lucas N'Guessan Block.,6,13
10:03,197,Lindy Waters III Defensive Rebound.,6,13
9:41,2492,Foul on Darnell Dunn.,6,13
9:41,197,Mitchell Solomon made Free Throw.,6,14
9:41,197,Mitchell Solomon made Free Throw.,6,15
9:34,2492,Knox Hellums made Three Point Jumper. Assisted by Colbey Ross.,9,15
9:07,197,Thomas Dziagwa missed Three Point Jumper.,9,15
9:07,2492,Knox Hellums Defensive Rebound.,9,15
8:52,2492,Matthew Atewe missed Layup.,9,15
8:52,197,Tavarius Shine Block.,9,15
8:49,197,Tavarius Shine Defensive Rebound.,9,15
8:42,197,Thomas Dziagwa Turnover.,9,15
8:37,2492,Amadi Udenyi missed Jumper.,9,15
8:37,197,Kendall Smith Defensive Rebound.,9,15
8:26,2492,Foul on Kameron Edwards.,9,15
8:26,197,Kendall Smith made Free Throw.,9,16
8:26,197,Kendall Smith made Free Throw.,9,17
8:12,2492,Knox Hellums missed Three Point Jumper.,9,17
8:12,197,Tavarius Shine Defensive Rebound.,9,17
7:52,197,Kendall Smith missed Jumper.,9,17
7:52,2492,Kameron Edwards Defensive Rebound.,9,17
7:46,197,Foul on Thomas Dziagwa.,9,17
7:46,197,Official TV Timeout,9,17
7:46,2492,Kameron Edwards missed Free Throw.,9,17
7:46,2492,Pepperdine Deadball Team Rebound.,9,17
7:46,2492,Kameron Edwards missed Free Throw.,9,17
7:46,197,Lucas N'Guessan Defensive Rebound.,9,17
7:29,197,Thomas Dziagwa made Three Point Jumper. Assisted by Kendall Smith.,9,20
7:18,2492,Knox Hellums made Three Point Jumper. Assisted by Colbey Ross.,12,20
7:03,197,Kendall Smith missed Jumper.,12,20
7:03,2492,Colbey Ross Defensive Rebound.,12,20
6:53,2492,Matthew Atewe made Layup.,14,20
6:30,197,Tavarius Shine made Jumper. Assisted by Kendall Smith.,14,22
6:13,197,Foul on Tavarius Shine.,14,22
6:13,2492,Colbey Ross made Free Throw.,15,22
6:13,2492,Colbey Ross made Free Throw.,16,22
5:57,197,Brandon Averette missed Jumper.,16,22
5:57,2492,Matthew Atewe Defensive Rebound.,16,22
5:42,2492,Trae Berhow made Jumper. Assisted by Amadi Udenyi.,18,22
5:27,197,Mitchell Solomon missed Three Point Jumper.,18,22
5:27,2492,Trae Berhow Defensive Rebound.,18,22
5:19,2492,Colbey Ross missed Jumper.,18,22
5:19,197,Mitchell Solomon Defensive Rebound.,18,22
5:01,197,Tavarius Shine made Jumper. Assisted by Brandon Averette.,18,24
4:41,2492,Foul on Darnell Dunn.,18,24
4:41,2492,Darnell Dunn Turnover.,18,24
4:14,197,Brandon Averette made Jumper.,18,26
3:44,2492,Colbey Ross missed Jumper.,18,26
3:44,2492,Jade' Smith Offensive Rebound.,18,26
3:44,197,Foul on Brandon Averette.,18,26
3:44,197,Official TV Timeout,18,26
3:44,2492,Jade' Smith missed Free Throw.,18,26
3:44,197,Lucas N'Guessan Defensive Rebound.,18,26
3:44,2492,Foul on Nolan Taylor.,18,26
3:44,197,Lucas N'Guessan missed Free Throw.,18,26
3:44,197,Oklahoma State Deadball Team Rebound.,18,26
3:44,197,Lucas N'Guessan missed Free Throw.,18,26
3:44,2492,Trae Berhow Defensive Rebound.,18,26
3:43,197,Official TV Timeout,18,26
3:22,2492,Jade' Smith missed Three Point Jumper.,18,26
3:22,197,Cameron McGriff Defensive Rebound.,18,26
3:16,197,Kendall Smith Turnover.,18,26
3:15,2492,Jade' Smith Steal.,18,26
3:06,2492,Darnell Dunn Turnover.,18,26
2:47,197,Lindy Waters III made Layup.,18,28
2:33,2492,Trae Berhow made Three Point Jumper. Assisted by Amadi Udenyi.,21,28
2:05,197,Thomas Dziagwa missed Three Point Jumper.,21,28
2:05,2492,Amadi Udenyi Defensive Rebound.,21,28
1:51,2492,Darnell Dunn missed Jumper.,21,28
1:51,197,Oklahoma State Defensive Rebound.,21,28
1:30,197,Lindy Waters III made Layup.,21,30
1:04,2492,Amadi Udenyi missed Three Point Jumper.,21,30
1:04,197,Mitchell Solomon Defensive Rebound.,21,30
0:55,2492,Foul on Trae Berhow.,21,30
0:55,197,Lucas N'Guessan made Free Throw.,21,31
0:55,197,Lucas N'Guessan made Free Throw.,21,32
0:31,2492,Matthew Atewe Turnover.,21,32
0:31,197,Oklahoma State  Timeout,21,32
0:05,197,Mitchell Solomon made Layup. Assisted by Lindy Waters III.,21,34
0:00,197,End of 1st half,21,34
19:53,2492,Kameron Edwards missed Layup.,21,34
19:53,197,Mitchell Solomon Defensive Rebound.,21,34
19:28,197,Mitchell Solomon missed Three Point Jumper.,21,34
19:28,2492,Pepperdine Defensive Rebound.,21,34
19:07,2492,Kameron Edwards missed Layup.,21,34
19:07,2492,Matthew Atewe Offensive Rebound.,21,34
19:03,197,Foul on Lucas N'Guessan.,21,34
19:03,2492,Matthew Atewe missed Free Throw.,21,34
19:03,2492,Pepperdine Deadball Team Rebound.,21,34
19:03,2492,Matthew Atewe made Free Throw.,22,34
18:57,197,Kendall Smith made Layup.,22,36
18:48,2492,Kameron Edwards missed Three Point Jumper.,22,36
18:48,2492,Pepperdine Offensive Rebound.,22,36
18:37,2492,Colbey Ross missed Jumper.,22,36
18:37,197,Kendall Smith Defensive Rebound.,22,36
18:23,2492,Foul on Trae Berhow.,22,36
18:23,197,Tavarius Shine made Free Throw.,22,37
18:23,197,Tavarius Shine missed Free Throw.,22,37
18:23,197,Mitchell Solomon Offensive Rebound.,22,37
18:18,197,Tavarius Shine missed Three Point Jumper.,22,37
18:18,197,Mitchell Solomon Offensive Rebound.,22,37
18:11,197,Lindy Waters III made Three Point Jumper. Assisted by Kendall Smith.,22,40
17:52,2492,Pepperdine  Timeout,22,40
17:47,197,Foul on Lucas N'Guessan.,22,40
17:47,2492,Kameron Edwards made Free Throw.,23,40
17:47,2492,Kameron Edwards made Free Throw.,24,40
17:21,197,Lindy Waters III made Jumper.,24,42
17:05,197,Foul on Mitchell Solomon.,24,42
17:05,2492,Kameron Edwards made Free Throw.,25,42
17:05,2492,Kameron Edwards missed Free Throw.,25,42
17:05,197,Cameron McGriff Defensive Rebound.,25,42
16:41,197,Thomas Dziagwa Turnover.,25,42
16:40,2492,Jade' Smith Steal.,25,42
16:36,2492,Foul on Jade' Smith.,25,42
16:36,2492,Jade' Smith Turnover.,25,42
16:10,197,Brandon Averette made Layup.,25,44
15:52,197,Foul on Thomas Dziagwa.,25,44
15:52,197,Official TV Timeout,25,44
15:52,2492,Trae Berhow missed Free Throw.,25,44
15:52,2492,Pepperdine Deadball Team Rebound.,25,44
15:52,2492,Trae Berhow missed Free Throw.,25,44
15:52,197,Lindy Waters III Defensive Rebound.,25,44
15:36,197,Thomas Dziagwa missed Three Point Jumper.,25,44
15:36,2492,Kameron Edwards Defensive Rebound.,25,44
15:14,2492,Trae Berhow Turnover.,25,44
15:09,197,Brandon Averette Steal.,25,44
15:05,197,Cameron McGriff made Three Point Jumper. Assisted by Brandon Averette.,25,47
14:56,197,Foul on Thomas Dziagwa.,25,47
14:56,2492,Pepperdine  Timeout,25,47
14:40,2492,Colbey Ross missed Three Point Jumper.,25,47
14:40,197,Brandon Averette Defensive Rebound.,25,47
14:11,197,Lindy Waters III missed Jumper.,25,47
14:11,2492,Jade' Smith Defensive Rebound.,25,47
13:51,2492,Jade' Smith missed Three Point Jumper.,25,47
13:51,197,Brandon Averette Defensive Rebound.,25,47
13:21,197,Brandon Averette made Jumper.,25,49
13:01,2492,Knox Hellums missed Three Point Jumper.,25,49
13:01,197,Brandon Averette Defensive Rebound.,25,49
12:55,2492,Foul on Jade' Smith.,25,49
12:41,197,Mitchell Solomon made Jumper. Assisted by Lindy Waters III.,25,51
12:06,2492,Knox Hellums missed Jumper.,25,51
12:06,197,Lindy Waters III Defensive Rebound.,25,51
11:45,197,Lindy Waters III missed Three Point Jumper.,25,51
11:45,2492,Kameron Edwards Defensive Rebound.,25,51
11:45,197,Foul on Cameron McGriff.,25,51
11:44,197,Official TV Timeout,25,51
11:27,2492,Amadi Udenyi missed Layup.,25,51
11:27,2492,Kameron Edwards Offensive Rebound.,25,51
11:23,2492,Kameron Edwards made Layup.,27,51
11:14,197,Kendall Smith made Jumper.,27,53
10:57,2492,Jade' Smith made Layup.,29,53
10:57,197,Foul on Mitchell Solomon.,29,53
10:57,2492,Jade' Smith missed Free Throw.,29,53
10:57,197,Cameron McGriff Defensive Rebound.,29,53
10:31,197,Tavarius Shine missed Three Point Jumper.,29,53
10:31,2492,Pepperdine Defensive Rebound.,29,53
10:18,197,Foul on Tavarius Shine.,29,53
10:18,2492,Darnell Dunn made Free Throw.,30,53
10:18,2492,Darnell Dunn missed Free Throw.,30,53
10:18,197,Tavarius Shine Defensive Rebound.,30,53
9:52,197,Cameron McGriff made Three Point Jumper. Assisted by Brandon Averette.,30,56
9:29,2492,Elijah Lee Turnover.,30,56
9:26,197,Brandon Averette Steal.,30,56
9:25,197,Cameron McGriff made Dunk. Assisted by Brandon Averette.,30,58
9:10,2492,Darnell Dunn missed Jumper.,30,58
9:10,197,Kendall Smith Defensive Rebound.,30,58
9:03,2492,Foul on Amadi Udenyi.,30,58
9:03,197,Tavarius Shine made Free Throw.,30,59
9:03,197,Tavarius Shine made Free Throw.,30,60
8:52,197,Foul on Brandon Averette.,30,60
8:52,2492,Elijah Lee made Free Throw.,31,60
8:52,2492,Elijah Lee missed Free Throw.,31,60
8:52,197,Lindy Waters III Defensive Rebound.,31,60
8:35,197,Kendall Smith missed Jumper.,31,60
8:35,2492,Darnell Dunn Defensive Rebound.,31,60
8:21,2492,Nolan Taylor made Jumper. Assisted by Colbey Ross.,33,60
8:06,197,Lindy Waters III made Layup. Assisted by Mitchell Solomon.,33,62
7:50,2492,Colbey Ross made Layup.,35,62
7:36,197,Tavarius Shine missed Three Point Jumper.,35,62
7:36,2492,Colbey Ross Defensive Rebound.,35,62
7:31,2492,Colbey Ross Turnover.,35,62
7:30,197,Lindy Waters III Steal.,35,62
7:28,197,Tavarius Shine made Layup. Assisted by Kendall Smith.,35,64
7:04,2492,Nolan Taylor missed Jumper.,35,64
7:04,197,Lindy Waters III Defensive Rebound.,35,64
6:57,197,Thomas Dziagwa missed Three Point Jumper.,35,64
6:57,2492,Darnell Dunn Defensive Rebound.,35,64
6:48,2492,Trae Berhow missed Three Point Jumper.,35,64
6:48,197,Mitchell Solomon Defensive Rebound.,35,64
6:47,2492,Foul on Nolan Taylor.,35,64
6:47,197,Official TV Timeout,35,64
6:29,197,Thomas Dziagwa Turnover.,35,64
6:07,197,Foul on Tavarius Shine.,35,64
6:07,2492,Colbey Ross made Free Throw.,36,64
6:07,2492,Colbey Ross made Free Throw.,37,64
6:07,2492,Colbey Ross made Free Throw.,38,64
5:47,197,Kendall Smith missed Three Point Jumper.,38,64
5:47,2492,Matthew Atewe Defensive Rebound.,38,64
5:42,197,Foul on Cameron McGriff.,38,64
5:42,2492,Matthew Atewe made Free Throw.,39,64
5:42,2492,Matthew Atewe missed Free Throw.,39,64
5:42,197,Lindy Waters III Defensive Rebound.,39,64
5:12,197,Lindy Waters III missed Three Point Jumper.,39,64
5:12,2492,Trae Berhow Defensive Rebound.,39,64
5:05,197,Foul on Kendall Smith.,39,64
5:05,2492,Colbey Ross made Free Throw.,40,64
5:05,2492,Colbey Ross made Free Throw.,41,64
4:45,197,Thomas Dziagwa made Three Point Jumper. Assisted by Kendall Smith.,41,67
4:35,197,Foul on Lucas N'Guessan.,41,67
4:35,2492,Trae Berhow made Free Throw.,42,67
4:35,2492,Trae Berhow made Free Throw.,43,67
4:11,197,Cameron McGriff missed Jumper.,43,67
4:11,2492,Colbey Ross Defensive Rebound.,43,67
4:01,2492,Kameron Edwards missed Jumper.,43,67
4:01,197,Lucas N'Guessan Defensive Rebound.,43,67
3:42,197,Cameron McGriff missed Jumper.,43,67
3:42,2492,Matthew Atewe Defensive Rebound.,43,67
3:24,2492,Trae Berhow missed Layup.,43,67
3:24,197,Cameron McGriff Defensive Rebound.,43,67
3:18,197,Kendall Smith made Three Point Jumper. Assisted by Lindy Waters III.,43,70
2:55,2492,Trae Berhow missed Three Point Jumper.,43,70
2:55,197,Lindy Waters III Defensive Rebound.,43,70
2:34,197,Thomas Dziagwa made Three Point Jumper. Assisted by Kendall Smith.,43,73
2:31,197,Oklahoma State  Timeout,43,73
2:31,197,Official TV Timeout,43,73
2:13,2492,Trae Berhow made Jumper.,45,73
1:51,197,Thomas Dziagwa made Three Point Jumper. Assisted by Brandon Averette.,45,76
1:28,2492,Trae Berhow missed Three Point Jumper.,45,76
1:28,197,Lucas N'Guessan Defensive Rebound.,45,76
1:10,197,Trey Reeves Turnover.,45,76
1:08,2492,Jade' Smith Steal.,45,76
1:05,2492,Jade' Smith missed Layup.,45,76
1:05,2492,Trae Berhow Offensive Rebound.,45,76
0:55,2492,Trae Berhow made Dunk.,47,76
0:42,197,Lucas N'Guessan made Dunk. Assisted by Thomas Dziagwa.,47,78
0:26,2492,Elijah Lee Turnover.,47,78
0:00,197,End of Game,47,78
