Life Pacific,Error,CSU Northridge,2463
7:57,-1,Jonathan Cortez made Free Throw.,42,56
7:57,-1,Jonathan Cortez missed Free Throw.,42,56
7:57,2463,Lyrik Shreiner Defensive Rebound.,42,56
7:39,2463,Zeno Lake missed Jumper.,42,56
7:39,-1,James Noble Defensive Rebound.,42,56
7:12,-1,Jonathan Cortez missed Layup.,42,56
7:12,2463,Terrell Gomez Defensive Rebound.,42,56
6:49,2463,Terrell Gomez missed Jumper.,42,56
6:49,-1,Chez Lister Defensive Rebound.,42,56
6:33,-1,Jonathan Cortez missed Layup.,42,56
6:33,2463,Carl Brown Defensive Rebound.,42,56
6:24,-1,Foul on James Noble.,42,56
6:24,2463,Zeno Lake made Free Throw.,42,57
6:24,2463,Zeno Lake missed Free Throw.,42,57
6:24,-1,Jonathan Cortez Defensive Rebound.,42,57
5:59,-1,Jonathan Cortez missed Jumper.,42,57
5:59,-1,James Noble Offensive Rebound.,42,57
5:54,-1,Jonathan Cortez missed Jumper.,42,57
5:54,2463,Anthony Swan Defensive Rebound.,42,57
5:22,2463,Lyrik Shreiner missed Jumper.,42,57
5:22,-1,Life Pacific Defensive Rebound.,42,57
5:07,-1,Trey Huckabay missed Jumper.,42,57
5:07,2463,Lyrik Shreiner Defensive Rebound.,42,57
4:59,2463,Lyrik Shreiner made Layup.,42,59
4:46,-1,Trey Huckabay missed Three Point Jumper.,42,59
4:46,2463,Zeno Lake Defensive Rebound.,42,59
4:36,2463,Tavrion Dawson made Layup. Assisted by Terrell Gomez.,42,61
4:19,-1,Mark Eden made Layup.,44,61
3:57,2463,Anthony Swan made Three Point Jumper. Assisted by Terrell Gomez.,44,64
3:40,-1,Mark Eden missed Layup.,44,64
3:40,2463,Lyrik Shreiner Defensive Rebound.,44,64
3:34,-1,Foul on Chez Lister.,44,64
3:34,2463,CSU Northridge  Timeout,44,64
3:34,2463,Lyrik Shreiner made Free Throw.,44,65
3:34,2463,Lyrik Shreiner made Free Throw.,44,66
3:08,-1,Dean Waltz missed Three Point Jumper.,44,66
3:08,2463,Anthony Swan Defensive Rebound.,44,66
2:46,2463,Terrell Gomez Turnover.,44,66
2:44,-1,Chez Lister Steal.,44,66
2:41,-1,James Noble made Three Point Jumper. Assisted by Chez Lister.,47,66
2:24,2463,Terrell Gomez made Jumper.,47,68
2:10,-1,James Noble made Layup. Assisted by Mark Eden.,49,68
1:52,2463,Terrell Gomez made Layup.,49,70
1:36,-1,Jonathan Cortez missed Layup.,49,70
1:36,2463,Tavrion Dawson Defensive Rebound.,49,70
1:29,2463,Tavrion Dawson made Three Point Jumper. Assisted by Terrell Gomez.,49,73
1:04,-1,Jonathan Cortez missed Jumper.,49,73
1:04,2463,Jalon Pipkins Defensive Rebound.,49,73
1:00,2463,CSU Northridge  Timeout,49,73
0:50,2463,Anthony Swan made Three Point Jumper. Assisted by Alex Sokol.,49,76
0:36,2463,Foul on Blair Orr.,49,76
0:36,-1,Jonathan Cortez made Free Throw.,50,76
0:36,-1,Jonathan Cortez missed Free Throw.,50,76
0:36,2463,Anthony Swan Defensive Rebound.,50,76
0:28,2463,Alex Sokol missed Three Point Jumper.,50,76
0:28,-1,James Noble Defensive Rebound.,50,76
0:18,-1,Dean Waltz missed Three Point Jumper.,50,76
0:18,2463,Jonathan Guevara Defensive Rebound.,50,76
0:00,2463,End of Game,50,76
