Samford,8,Arkansas,2535
14:47,8,Trey Thompson made Jumper. Assisted by Daryl Macon.,27,61
14:35,2535,Josh Sharkey Turnover.,27,61
14:33,8,Adrio Bailey Steal.,27,61
14:32,8,Anton Beard made Layup.,27,63
14:22,2535,Alex Thompson missed Three Point Jumper.,27,63
14:22,8,Jaylen Barford Defensive Rebound.,27,63
14:10,8,Anton Beard made Layup. Assisted by Trey Thompson.,27,65
14:10,2535,Foul on Wyatt Walker.,27,65
14:10,8,Anton Beard made Free Throw.,27,66
13:45,2535,Josh Sharkey Turnover.,27,66
13:37,8,C.J. Jones made Jumper.,27,68
13:08,2535,Christen Cunningham missed Jumper.,27,68
13:08,8,Daniel Gafford Defensive Rebound.,27,68
13:00,8,Darious Hall Turnover.,27,68
12:59,2535,Josh Sharkey Steal.,27,68
12:57,2535,Josh Sharkey missed Three Point Jumper.,27,68
12:57,2535,Demetrius Denzel-Dyson Offensive Rebound.,27,68
12:51,2535,Stefan Lakic missed Layup.,27,68
12:51,8,Trey Thompson Defensive Rebound.,27,68
12:44,8,Daniel Gafford made Dunk. Assisted by Daryl Macon.,27,70
12:41,2535,Samford  Timeout,27,70
12:41,8,Foul on Darious Hall.,27,70
12:33,2535,Demetrius Denzel-Dyson missed Three Point Jumper.,27,70
12:33,8,Darious Hall Defensive Rebound.,27,70
12:09,2535,Foul on Alex Peters.,27,70
12:09,8,Daniel Gafford made Free Throw.,27,71
12:09,8,Daniel Gafford missed Free Throw.,27,71
12:09,2535,Eric Adams Defensive Rebound.,27,71
11:45,2535,Josh Sharkey missed Jumper.,27,71
11:45,8,Jaylen Barford Defensive Rebound.,27,71
11:38,8,Darious Hall missed Three Point Jumper.,27,71
11:38,8,Arkansas Deadball Team Rebound.,27,71
11:35,2535,Foul on Eric Adams.,27,71
11:35,8,Official TV Timeout,27,71
11:11,8,Darious Hall missed Jumper.,27,71
11:11,2535,Eric Adams Defensive Rebound.,27,71
10:53,2535,Wyatt Walker missed Jumper.,27,71
10:53,8,Daniel Gafford Block.,27,71
10:53,2535,Samford Offensive Rebound.,27,71
10:51,8,Foul on Jaylen Barford.,27,71
10:48,2535,Justin Coleman made Three Point Jumper. Assisted by Josh Sharkey.,30,71
10:34,8,Jaylen Barford Turnover.,30,71
10:33,2535,Eric Adams Steal.,30,71
10:29,2535,Demetrius Denzel-Dyson missed Jumper.,30,71
10:29,8,Daniel Gafford Block.,30,71
10:29,2535,Eric Adams Offensive Rebound.,30,71
10:28,8,Foul on Darious Hall.,30,71
10:16,2535,Justin Coleman missed Three Point Jumper.,30,71
10:16,2535,Samford Offensive Rebound.,30,71
10:10,8,Foul on Daniel Gafford.,30,71
10:10,2535,Demetrius Denzel-Dyson missed Free Throw.,30,71
10:10,2535,Samford Deadball Team Rebound.,30,71
10:10,2535,Demetrius Denzel-Dyson made Free Throw.,31,71
10:01,8,Daniel Gafford made Dunk. Assisted by Trey Thompson.,31,73
9:44,8,Foul on Daryl Macon.,31,73
9:44,2535,Josh Sharkey missed Free Throw.,31,73
9:44,2535,Wyatt Walker Offensive Rebound.,31,73
9:44,2535,Wyatt Walker missed Jumper.,31,73
9:44,2535,Josh Sharkey Offensive Rebound.,31,73
9:39,8,Foul on Daniel Gafford.,31,73
9:39,2535,Josh Sharkey made Free Throw.,32,73
9:39,2535,Josh Sharkey made Free Throw.,33,73
9:31,8,Arkansas  Timeout,33,73
9:27,8,Trey Thompson made Dunk. Assisted by Daryl Macon.,33,75
8:59,2535,Demetrius Denzel-Dyson made Jumper. Assisted by Josh Sharkey.,35,75
8:43,8,Daryl Macon Turnover.,35,75
8:41,2535,Demetrius Denzel-Dyson Steal.,35,75
8:38,2535,Eric Adams made Layup. Assisted by Demetrius Denzel-Dyson.,37,75
8:23,8,Jaylen Barford missed Layup.,37,75
8:23,2535,Wyatt Walker Defensive Rebound.,37,75
8:15,8,Foul on Daniel Gafford.,37,75
8:15,2535,Demetrius Denzel-Dyson made Free Throw.,38,75
8:15,2535,Demetrius Denzel-Dyson made Free Throw.,39,75
8:06,2535,Foul on Josh Sharkey.,39,75
7:53,8,Adrio Bailey made Jumper. Assisted by Daryl Macon.,39,77
7:31,2535,Josh Sharkey made Jumper.,41,77
7:18,8,Jaylen Barford missed Three Point Jumper.,41,77
7:18,8,Adrio Bailey Offensive Rebound.,41,77
7:12,8,Jaylen Barford made Layup. Assisted by Adrio Bailey.,41,79
6:54,2535,Wyatt Walker missed Jumper.,41,79
6:54,8,Trey Thompson Defensive Rebound.,41,79
6:49,8,Official TV Timeout,41,79
6:44,8,Daryl Macon missed Three Point Jumper.,41,79
6:44,8,Trey Thompson Offensive Rebound.,41,79
6:38,8,Anton Beard missed Jumper.,41,79
6:38,8,Anton Beard Offensive Rebound.,41,79
6:31,2535,Foul on Alex Thompson.,41,79
6:31,8,Jaylen Barford missed Free Throw.,41,79
6:31,8,Arkansas Deadball Team Rebound.,41,79
6:31,8,Jaylen Barford made Free Throw.,41,80
6:31,8,Jaylen Barford made Free Throw.,41,81
6:11,2535,Triston Chambers missed Three Point Jumper.,41,81
6:11,2535,Alex Peters Offensive Rebound.,41,81
6:08,2535,Alex Thompson made Three Point Jumper. Assisted by Alex Peters.,44,81
5:55,8,Adrio Bailey missed Jumper.,44,81
5:55,2535,Alex Peters Defensive Rebound.,44,81
5:44,2535,Alex Peters made Layup. Assisted by Justin Coleman.,46,81
5:34,8,Adrio Bailey made Dunk. Assisted by Daryl Macon.,46,83
5:10,2535,Alex Thompson Turnover.,46,83
5:09,8,Daryl Macon Steal.,46,83
5:06,8,Jaylen Barford made Dunk.,46,85
5:05,8,Arkansas  Timeout,46,85
4:52,2535,Christen Cunningham made Layup.,48,85
4:34,2535,Foul on Justin Coleman.,48,85
4:34,8,Anton Beard made Free Throw.,48,86
4:34,8,Anton Beard made Free Throw.,48,87
4:16,2535,Alex Thompson missed Three Point Jumper.,48,87
4:16,2535,Alex Peters Offensive Rebound.,48,87
4:13,8,Foul on Trey Thompson.,48,87
4:13,2535,Alex Peters missed Free Throw.,48,87
4:13,2535,Samford Deadball Team Rebound.,48,87
4:13,2535,Alex Peters missed Free Throw.,48,87
4:13,8,Daryl Macon Defensive Rebound.,48,87
4:06,8,C.J. Jones missed Three Point Jumper.,48,87
4:06,2535,Kevion Nolan Defensive Rebound.,48,87
3:47,2535,Justin Coleman made Layup.,50,87
3:35,8,Anton Beard made Jumper.,50,89
3:18,2535,Alex Peters Turnover.,50,89
3:14,8,C.J. Jones made Dunk. Assisted by Anton Beard.,50,91
2:42,2535,Alex Peters missed Jumper.,50,91
2:42,8,Daniel Gafford Block.,50,91
2:41,8,Arkansas Defensive Rebound.,50,91
2:40,8,Official TV Timeout,50,91
2:33,2535,Foul on Alex Peters.,50,91
2:33,8,Gabe Osabuohien missed Free Throw.,50,91
2:33,8,Arkansas Deadball Team Rebound.,50,91
2:33,8,Gabe Osabuohien missed Free Throw.,50,91
2:33,2535,Samford Defensive Rebound.,50,91
2:18,2535,Josh Sharkey missed Jumper.,50,91
2:18,2535,Stefan Lakic Offensive Rebound.,50,91
2:06,2535,Josh Sharkey Turnover.,50,91
2:05,8,Darious Hall Steal.,50,91
2:01,2535,Foul on Triston Chambers.,50,91
2:01,8,Darious Hall missed Free Throw.,50,91
2:01,8,Arkansas Deadball Team Rebound.,50,91
2:01,8,Darious Hall made Free Throw.,50,92
1:49,2535,Kevion Nolan missed Three Point Jumper.,50,92
1:49,8,Daniel Gafford Defensive Rebound.,50,92
1:39,8,Jonathan Holmes missed Three Point Jumper.,50,92
1:39,2535,Samford Deadball Team Rebound.,50,92
1:35,8,Foul on Daniel Gafford.,50,92
1:35,2535,Alex Peters missed Free Throw.,50,92
1:35,2535,Samford Deadball Team Rebound.,50,92
1:35,2535,Alex Peters missed Free Throw.,50,92
1:35,8,Darious Hall Defensive Rebound.,50,92
1:20,2535,Foul on Josh Sharkey.,50,92
1:20,8,Jonathan Holmes missed Free Throw.,50,92
1:20,8,Arkansas Deadball Team Rebound.,50,92
1:20,8,Jonathan Holmes made Free Throw.,50,93
1:13,2535,Kevion Nolan made Three Point Jumper. Assisted by Josh Sharkey.,53,93
0:57,8,Gabe Osabuohien missed Jumper.,53,93
0:57,2535,Alex Peters Defensive Rebound.,53,93
0:43,2535,Stefan Lakic missed Three Point Jumper.,53,93
0:43,2535,Triston Chambers Offensive Rebound.,53,93
0:34,2535,Triston Chambers made Three Point Jumper. Assisted by Gerald Smith.,56,93
0:20,8,Jonathan Holmes missed Jumper.,56,93
0:20,2535,Samford Deadball Team Rebound.,56,93
0:07,2535,Triston Chambers missed Three Point Jumper.,56,93
0:07,8,Jonathan Holmes Defensive Rebound.,56,93
0:01,8,Darious Hall made Dunk. Assisted by Jonathan Holmes.,56,95
0:00,8,End of Game,56,95
