Southern-New Orleans,Error,Southern Miss,2572
4:25,2572,Tyree Griffin made Free Throw.,19,29
4:10,2572,Foul on Tyree Griffin.,19,29
4:10,-1,George Brock made Free Throw.,20,29
4:10,-1,George Brock made Free Throw.,21,29
3:57,-1,Foul on Andre Fuches.,21,29
3:57,2572,Official TV Timeout,21,29
3:57,2572,Dominic Magee made Free Throw.,21,30
3:57,2572,Dominic Magee missed Free Throw.,21,30
3:57,-1,Terrance Collins-Lun Defensive Rebound.,21,30
3:50,2572,Foul on LaDavius Draine.,21,30
3:50,-1,Teandre Jones missed Free Throw.,21,30
3:50,-1,Southern (NO) Deadball Team Rebound.,21,30
3:50,-1,Teandre Jones made Free Throw.,22,30
3:26,2572,Cortez Edwards missed Jumper.,22,30
3:26,2572,Anfernee Hampton Offensive Rebound.,22,30
2:54,2572,Foul on D'Angelo Richardson.,22,30
2:54,2572,D'Angelo Richardson Turnover.,22,30
2:39,-1,Teandre Jones missed Three Point Jumper.,22,30
2:39,2572,Southern Miss Defensive Rebound.,22,30
2:18,-1,Foul on Teandre Jones.,22,30
2:18,2572,LaDavius Draine made Free Throw.,22,31
2:18,2572,LaDavius Draine made Free Throw.,22,32
2:07,-1,Antonio Williams made Three Point Jumper. Assisted by George Brock.,25,32
1:49,-1,Foul on Tevin Lewis.,25,32
1:49,2572,Cortez Edwards made Free Throw.,25,33
1:49,2572,Cortez Edwards made Free Throw.,25,34
1:39,-1,George Brock missed Layup.,25,34
1:39,2572,Cortez Edwards Block.,25,34
1:36,2572,Anfernee Hampton Defensive Rebound.,25,34
1:34,2572,Cortez Edwards missed Layup.,25,34
1:34,2572,LaDavius Draine Offensive Rebound.,25,34
1:31,2572,LaDavius Draine made Jumper.,25,36
1:22,2572,Foul on LaDavius Draine.,25,36
1:22,-1,D'Ante Russell-Hall missed Free Throw.,25,36
1:22,-1,Southern (NO) Deadball Team Rebound.,25,36
1:22,-1,D'Ante Russell-Hall missed Free Throw.,25,36
1:22,2572,Southern Miss Defensive Rebound.,25,36
1:19,-1,Foul on Antonio Williams.,25,36
1:19,2572,Anfernee Hampton made Free Throw.,25,37
1:19,2572,Anfernee Hampton made Free Throw.,25,38
1:09,-1,Tevin Lewis missed Three Point Jumper.,25,38
1:09,2572,LaDavius Draine Defensive Rebound.,25,38
0:56,2572,LaDavius Draine missed Three Point Jumper.,25,38
0:56,-1,George Brock Defensive Rebound.,25,38
0:37,-1,Terrance Collins-Lun missed Three Point Jumper.,25,38
0:37,-1,Terrance Collins-Lun Offensive Rebound.,25,38
0:34,-1,Terrance Collins-Lun missed Jumper.,25,38
0:34,-1,D'Ante Russell-Hall Offensive Rebound.,25,38
0:31,-1,D'Ante Russell-Hall missed Jumper.,25,38
0:31,2572,Dominic Magee Defensive Rebound.,25,38
0:30,-1,Foul on Matthew Haynes.,25,38
0:30,2572,Dominic Magee made Free Throw.,25,39
0:30,2572,Dominic Magee made Free Throw.,25,40
0:03,-1,George Brock missed Three Point Jumper.,25,40
0:03,-1,Matthew Haynes Offensive Rebound.,25,40
0:00,-1,Matthew Haynes made Two Point Tip Shot.,27,40
0:00,2572,End of 1st half,25,40
19:50,2572,Tyree Griffin missed Three Point Jumper.,27,40
19:50,-1,Teandre Jones Defensive Rebound.,27,40
19:38,-1,Marcel Daniels Turnover.,27,40
19:29,2572,Cortez Edwards made Jumper.,27,42
19:20,-1,George Brock Turnover.,27,42
19:20,2572,Cortez Edwards missed Jumper.,27,42
19:20,-1,D'Ante Russell-Hall Defensive Rebound.,27,42
18:47,-1,Marcel Daniels made Jumper. Assisted by Teandre Jones.,29,42
18:33,-1,Foul on George Brock.,29,42
18:22,2572,Tim Rowe Turnover.,29,42
18:06,-1,Teandre Jones missed Jumper.,29,42
18:06,-1,Darrell Jacob Offensive Rebound.,29,42
17:56,-1,George Brock missed Three Point Jumper.,29,42
17:56,2572,D'Angelo Richardson Defensive Rebound.,29,42
17:45,-1,Foul on Darrell Jacob.,29,42
17:45,2572,Tim Rowe made Free Throw.,29,43
17:45,2572,Tim Rowe missed Free Throw.,29,43
17:45,-1,Darrell Jacob Defensive Rebound.,29,43
17:29,2572,Foul on Kevin Holland.,29,43
17:29,-1,D'Ante Russell-Hall missed Free Throw.,29,43
17:29,-1,Southern (NO) Deadball Team Rebound.,29,43
17:29,-1,D'Ante Russell-Hall made Free Throw.,30,43
17:06,2572,Tim Rowe missed Jumper.,30,43
17:06,2572,Southern Miss Offensive Rebound.,30,43
17:05,-1,Foul on D'Ante Russell-Hall.,30,43
17:05,2572,Kevin Holland made Free Throw.,30,44
17:05,2572,Kevin Holland made Free Throw.,30,45
16:51,-1,Marcel Daniels missed Jumper.,30,45
16:51,-1,Southern (NO) Offensive Rebound.,30,45
16:50,2572,Foul on Tim Rowe.,30,45
16:34,-1,D'Ante Russell-Hall made Three Point Jumper. Assisted by Marcel Daniels.,33,45
16:16,2572,Eddie Davis III Turnover.,33,45
15:59,-1,Teandre Jones missed Three Point Jumper.,33,45
15:59,2572,Eddie Davis III Defensive Rebound.,33,45
15:53,2572,Tyree Griffin made Layup.,33,47
15:52,-1,Foul on Darrell Jacob.,33,47
15:52,2572,Tyree Griffin made Free Throw.,33,48
15:38,-1,Lewis Ntolla made Jumper.,35,48
15:38,2572,Foul on Dominic Magee.,35,48
15:38,-1,Lewis Ntolla missed Free Throw.,35,48
15:38,2572,Dominic Magee Defensive Rebound.,35,48
15:23,-1,Foul on Marcel Daniels.,35,48
15:04,2572,Tyree Griffin made Jumper.,35,50
14:50,-1,George Brock missed Three Point Jumper.,35,50
14:50,2572,Kevin Holland Defensive Rebound.,35,50
14:42,2572,Cortez Edwards made Dunk. Assisted by Tyree Griffin.,35,52
14:39,-1,Southern (NO)  Timeout,35,52
14:27,-1,Marcel Daniels missed Jumper.,35,52
14:27,2572,Cortez Edwards Defensive Rebound.,35,52
14:25,-1,Foul on Teandre Jones.,35,52
14:23,2572,Cortez Edwards made Dunk. Assisted by Tyree Griffin.,35,54
14:15,-1,Teandre Jones Turnover.,35,54
14:11,2572,Dominic Magee missed Three Point Jumper.,35,54
14:11,-1,Lewis Ntolla Defensive Rebound.,35,54
14:01,-1,Andre Fuches made Three Point Jumper. Assisted by George Brock.,38,54
13:37,2572,Dominic Magee made Layup.,38,56
12:57,2572,Foul on Tyree Griffin.,38,56
12:49,-1,George Brock missed Three Point Jumper.,38,56
12:49,2572,Tyree Griffin Defensive Rebound.,38,56
12:41,2572,Cortez Edwards missed Jumper.,38,56
12:41,2572,Dominic Magee Offensive Rebound.,38,56
12:36,2572,Dominic Magee missed Dunk.,38,56
12:36,2572,Cortez Edwards Offensive Rebound.,38,56
12:29,2572,Kevin Holland made Three Point Jumper. Assisted by Cortez Edwards.,38,59
12:24,-1,George Brock missed Jumper.,38,59
12:24,2572,Tyree Griffin Defensive Rebound.,38,59
12:19,-1,Foul on Andre Fuches.,38,59
12:19,2572,Tyree Griffin missed Free Throw.,38,59
12:19,2572,Southern Miss Deadball Team Rebound.,38,59
12:19,2572,Tyree Griffin made Free Throw.,38,60
12:10,-1,Antonio Williams made Three Point Jumper.,41,60
11:47,2572,Cortez Edwards missed Jumper.,41,60
11:47,2572,Eddie Davis III Offensive Rebound.,41,60
11:43,2572,Eddie Davis III made Jumper.,41,62
11:31,-1,D'Ante Russell-Hall missed Three Point Jumper.,41,62
11:31,2572,Dominic Magee Defensive Rebound.,41,62
11:21,2572,D'Angelo Richardson Turnover.,41,62
11:20,2572,Official TV Timeout,41,62
11:17,2572,Foul on D'Angelo Richardson.,41,62
11:09,-1,D'Ante Russell-Hall made Three Point Jumper. Assisted by Marcel Daniels.,44,62
10:45,2572,Cortez Edwards Turnover.,44,62
10:44,-1,D'Ante Russell-Hall Steal.,44,62
10:40,-1,Andre Fuches missed Layup.,44,62
10:40,2572,D'Angelo Richardson Defensive Rebound.,44,62
10:40,-1,Foul on Lewis Ntolla.,44,62
10:40,2572,D'Angelo Richardson missed Free Throw.,44,62
10:40,-1,Lewis Ntolla Defensive Rebound.,44,62
10:23,-1,Antonio Williams missed Three Point Jumper.,44,62
10:23,2572,LaDavius Draine Defensive Rebound.,44,62
10:01,2572,Tim Rowe made Layup. Assisted by D'Angelo Richardson.,44,64
10:01,-1,Foul on Marcel Daniels.,44,64
10:01,2572,Tim Rowe made Free Throw.,44,65
9:50,-1,Antonio Williams Turnover.,44,65
9:50,2572,Dominic Magee Steal.,44,65
9:39,-1,Foul on D'Ante Russell-Hall.,44,65
9:39,2572,Dominic Magee made Free Throw.,44,66
9:39,2572,Dominic Magee missed Free Throw.,44,66
9:39,-1,D'Ante Russell-Hall Defensive Rebound.,44,66
9:30,2572,Foul on Tim Rowe.,44,66
9:29,-1,Za'Quan Brooks Turnover.,44,66
9:28,2572,Cortez Edwards Steal.,44,66
9:24,-1,Foul on Andre Fuches.,44,66
9:24,2572,Dominic Magee made Free Throw.,44,67
9:24,2572,Dominic Magee made Free Throw.,44,68
9:20,-1,Antonio Williams missed Three Point Jumper.,44,68
9:20,2572,Dominic Magee Defensive Rebound.,44,68
9:09,2572,LaDavius Draine made Three Point Jumper. Assisted by Tyree Griffin.,44,71
9:00,-1,D'Ante Russell-Hall made Three Point Jumper. Assisted by Darrell Jacob.,47,71
8:43,2572,LaDavius Draine missed Layup.,47,71
8:43,-1,D'Ante Russell-Hall Block.,47,71
8:41,2572,Southern Miss Offensive Rebound.,47,71
8:30,2572,Tyree Griffin made Layup. Assisted by Kevin Holland.,47,73
8:20,-1,D'Ante Russell-Hall missed Three Point Jumper.,47,73
8:20,2572,Tyree Griffin Defensive Rebound.,47,73
8:09,2572,Dominic Magee Turnover.,47,73
7:58,-1,George Brock missed Three Point Jumper.,47,73
7:58,2572,Tyree Griffin Defensive Rebound.,47,73
7:45,2572,Kevin Holland missed Three Point Jumper.,47,73
7:45,-1,George Brock Defensive Rebound.,47,73
7:42,-1,George Brock Turnover.,47,73
7:42,2572,Official TV Timeout,47,73
7:38,-1,Foul on Teandre Jones.,47,73
7:38,2572,Dominic Magee missed Free Throw.,47,73
7:38,2572,Southern Miss Deadball Team Rebound.,47,73
7:38,2572,Dominic Magee missed Free Throw.,47,73
7:38,-1,D'Ante Russell-Hall Defensive Rebound.,47,73
7:21,-1,George Brock made Three Point Jumper. Assisted by Darrell Jacob.,50,73
7:03,2572,Dominic Magee missed Jumper.,50,73
7:03,-1,Tevin Lewis Defensive Rebound.,50,73
6:56,-1,George Brock missed Three Point Jumper.,50,73
6:56,2572,Tyree Griffin Defensive Rebound.,50,73
6:50,2572,Anfernee Hampton missed Three Point Jumper.,50,73
6:50,-1,Matthew Haynes Defensive Rebound.,50,73
6:44,-1,George Brock missed Jumper.,50,73
6:44,2572,Anfernee Hampton Defensive Rebound.,50,73
6:38,-1,Foul on D'Ante Russell-Hall.,50,73
6:38,2572,Anfernee Hampton missed Free Throw.,50,73
6:38,2572,Southern Miss Deadball Team Rebound.,50,73
6:38,2572,Anfernee Hampton missed Free Throw.,50,73
6:38,-1,Southern (NO) Defensive Rebound.,50,73
6:23,2572,Foul on D'Angelo Richardson.,50,73
6:23,-1,Darrell Jacob made Free Throw.,51,73
6:23,-1,Darrell Jacob made Free Throw.,52,73
6:11,2572,D'Angelo Richardson Turnover.,52,73
6:10,-1,Matthew Haynes Steal.,52,73
6:04,-1,George Brock missed Three Point Jumper.,52,73
6:04,2572,Josh Conley Defensive Rebound.,52,73
5:58,2572,Josh Conley Turnover.,52,73
5:56,-1,Darrell Jacob Steal.,52,73
5:54,-1,Matthew Haynes made Three Point Jumper. Assisted by Darrell Jacob.,55,73
5:27,-1,Foul on Tevin Lewis.,55,73
5:27,2572,Tyree Griffin missed Free Throw.,55,73
5:27,2572,Southern Miss Deadball Team Rebound.,55,73
5:27,2572,Tyree Griffin made Free Throw.,55,74
5:16,2572,Foul on Kevin Holland.,55,74
5:16,-1,Darrell Jacob missed Free Throw.,55,74
5:16,-1,Southern (NO) Deadball Team Rebound.,55,74
5:16,-1,Darrell Jacob made Free Throw.,56,74
5:13,-1,Foul on Tevin Lewis.,56,74
5:13,2572,Tyree Griffin made Free Throw.,56,75
5:13,2572,Tyree Griffin made Free Throw.,56,76
5:01,-1,Foul on Terrance Collins-Lun.,56,76
5:01,-1,Terrance Collins-Lun Turnover.,56,76
4:41,2572,Kevin Holland missed Three Point Jumper.,56,76
4:41,2572,Cortez Edwards Offensive Rebound.,56,76
4:35,2572,Eddie Davis III made Jumper. Assisted by Tyree Griffin.,56,78
4:17,-1,Tevin Lewis missed Jumper.,56,78
4:17,-1,Matthew Haynes Offensive Rebound.,56,78
4:08,-1,Giovanni Lee made Jumper.,58,78
3:47,2572,Tyree Griffin Turnover.,58,78
3:45,-1,Tevin Lewis Steal.,58,78
3:40,-1,Terrance Collins-Lun missed Three Point Jumper.,58,78
3:40,-1,Tevin Lewis Offensive Rebound.,58,78
3:33,2572,Foul on Eddie Davis III.,58,78
3:33,2572,Official TV Timeout,58,78
3:32,-1,Darrell Jacob made Free Throw.,59,78
3:32,-1,Darrell Jacob missed Free Throw.,59,78
3:32,-1,Andre Fuches Offensive Rebound.,59,78
3:21,2572,Foul on Rodney Gill.,59,78
3:21,-1,Darrell Jacob made Free Throw.,60,78
3:21,-1,Darrell Jacob made Free Throw.,61,78
2:54,-1,Foul on Antonio Williams.,61,78
2:54,2572,Josh Conley made Free Throw.,61,79
2:54,2572,Josh Conley missed Free Throw.,61,79
2:54,-1,Darrell Jacob Defensive Rebound.,61,79
2:47,-1,Andre Fuches missed Three Point Jumper.,61,79
2:47,2572,Southern Miss Defensive Rebound.,61,79
2:34,2572,LaDavius Draine Turnover.,61,79
2:19,-1,Southern (NO)  Timeout,61,79
2:04,-1,Matthew Haynes missed Three Point Jumper.,61,79
2:04,2572,D'Angelo Richardson Defensive Rebound.,61,79
1:40,2572,Anfernee Hampton missed Three Point Jumper.,61,79
1:40,-1,Andre Fuches Defensive Rebound.,61,79
1:32,-1,Andre Fuches made Layup.,63,79
1:32,2572,Foul on Clay Weatherspoon.,63,79
1:32,-1,Andre Fuches made Free Throw.,64,79
1:22,-1,Foul on Tevin Lewis.,64,79
1:22,2572,Foul on Clay Weatherspoon.,64,79
1:21,2572,Foul on Josh Conley.,64,79
1:21,2572,Josh Conley Turnover.,64,79
1:02,-1,Tevin Lewis made Jumper. Assisted by Darrell Jacob.,66,79
1:02,2572,Foul on Josh Conley.,66,79
1:02,-1,Tevin Lewis made Free Throw.,67,79
0:47,2572,Rodney Gill missed Jumper.,67,79
0:47,-1,Southern (NO) Defensive Rebound.,67,79
0:35,-1,Andre Fuches missed Layup.,67,79
0:35,2572,Clay Weatherspoon Defensive Rebound.,67,79
0:30,2572,D'Angelo Richardson Turnover.,67,79
0:28,-1,Matthew Haynes Steal.,67,79
0:26,-1,Tevin Lewis made Dunk. Assisted by Matthew Haynes.,69,79
0:00,2572,End of Game,69,79
