Savannah State,2132,Cincinnati,2542
13:19,2542,Jahir Cabeza made Layup. Assisted by Isaiah Felder.,15,16
13:19,2132,Foul on Gary Clark.,15,16
13:19,2542,Jahir Cabeza made Free Throw.,16,16
13:10,2542,Foul on Zach Sellers.,16,16
13:01,2132,Justin Jenifer missed Three Point Jumper.,16,16
13:01,2542,Dexter McClanahan Defensive Rebound.,16,16
12:42,2542,Austin Dasent Turnover.,16,16
12:30,2132,Jacob Evans missed Three Point Jumper.,16,16
12:30,2542,Savannah State Deadball Team Rebound.,16,16
12:28,2132,Foul on Tre Scott.,16,16
12:18,2542,Austin Dasent made Three Point Jumper. Assisted by Ty'lik Evans.,19,16
12:04,2542,Foul on Dexter McClanahan.,19,16
11:54,2132,Jacob Evans made Three Point Jumper. Assisted by Cane Broome.,19,19
11:43,2542,Ty'lik Evans Turnover.,19,19
11:43,2132,Official TV Timeout,19,19
11:36,2132,Kyle Washington made Jumper. Assisted by Tre Scott.,19,21
11:36,2542,Foul on Jahlin Smith.,19,21
11:36,2132,Kyle Washington made Free Throw.,19,22
11:33,2542,Jahlin Smith Turnover.,19,22
11:26,2132,Trevor Moore made Three Point Jumper. Assisted by Cane Broome.,19,25
11:13,2542,Jahlin Smith made Layup. Assisted by Ty'lik Evans.,21,25
10:55,2132,Kyle Washington Turnover.,21,25
10:55,2542,Ty'lik Evans Steal.,21,25
10:49,2542,John Grant Jr. missed Layup.,21,25
10:49,2132,Trevor Moore Defensive Rebound.,21,25
10:43,2132,Trevor Moore Turnover.,21,25
10:32,2542,John Grant Jr. missed Jumper.,21,25
10:32,2542,Jahlin Smith Offensive Rebound.,21,25
10:26,2542,Jahlin Smith missed Jumper.,21,25
10:26,2132,Kyle Washington Defensive Rebound.,21,25
10:11,2132,Trevor Moore missed Three Point Jumper.,21,25
10:11,2542,Austin Dasent Defensive Rebound.,21,25
10:08,2132,Foul on Kyle Washington.,21,25
10:02,2542,Austin Dasent missed Three Point Jumper.,21,25
10:02,2132,Nysier Brooks Defensive Rebound.,21,25
9:59,2542,Foul on Ty'lik Evans.,21,25
9:54,2132,Keith Williams made Layup. Assisted by Justin Jenifer.,21,27
9:47,2542,Zach Sellers missed Jumper.,21,27
9:47,2132,Nysier Brooks Defensive Rebound.,21,27
9:43,2542,Foul on Zach Sellers.,21,27
9:43,2132,Justin Jenifer made Free Throw.,21,28
9:43,2132,Justin Jenifer made Free Throw.,21,29
9:29,2542,John Grant Jr. missed Three Point Jumper.,21,29
9:29,2542,Ty'lik Evans Offensive Rebound.,21,29
9:23,2542,Austin Dasent Turnover.,21,29
9:02,2132,Keith Williams missed Three Point Jumper.,21,29
9:02,2132,Jarron Cumberland Offensive Rebound.,21,29
8:58,2132,Jarron Cumberland made Layup.,21,31
8:52,2542,Javaris Jenkins Turnover.,21,31
8:52,2132,Gary Clark Steal.,21,31
8:45,2132,Nysier Brooks missed Layup.,21,31
8:45,2132,Keith Williams Offensive Rebound.,21,31
8:45,2132,Keith Williams made Two Point Tip Shot.,21,33
8:37,2542,Ty'lik Evans missed Three Point Jumper.,21,33
8:37,2132,Nysier Brooks Defensive Rebound.,21,33
8:30,2132,Gary Clark made Layup. Assisted by Justin Jenifer.,21,35
8:29,2542,Savannah State  Timeout,21,35
8:29,2132,Official TV Timeout,21,35
8:07,2542,Juwan Grant missed Jumper.,21,35
8:07,2132,Cincinnati Deadball Team Rebound.,21,35
8:05,2542,Foul on Jahir Cabeza.,21,35
8:05,2132,Gary Clark missed Free Throw.,21,35
8:05,2542,Juwan Grant Defensive Rebound.,21,35
7:57,2542,Austin Dasent made Three Point Jumper. Assisted by Javaris Jenkins.,24,35
7:38,2132,Keith Williams missed Jumper.,24,35
7:38,2132,Keith Williams Offensive Rebound.,24,35
7:31,2132,Keith Williams made Layup.,24,37
7:27,2542,Ty'lik Evans missed Three Point Jumper.,24,37
7:27,2132,Kyle Washington Defensive Rebound.,24,37
7:14,2132,Keith Williams missed Three Point Jumper.,24,37
7:14,2542,Javaris Jenkins Defensive Rebound.,24,37
7:05,2542,Jahir Cabeza missed Three Point Jumper.,24,37
7:05,2132,Gary Clark Defensive Rebound.,24,37
6:55,2132,Jarron Cumberland missed Three Point Jumper.,24,37
6:55,2132,Jarron Cumberland Offensive Rebound.,24,37
6:50,2132,Jarron Cumberland made Layup.,24,39
6:41,2542,Jahir Cabeza missed Three Point Jumper.,24,39
6:41,2132,Gary Clark Defensive Rebound.,24,39
6:29,2132,Justin Jenifer missed Jumper.,24,39
6:29,2542,Ty'lik Evans Defensive Rebound.,24,39
6:12,2542,Dexter McClanahan Turnover.,24,39
6:09,2542,Foul on Khalen Pinkett.,24,39
6:09,2132,Justin Jenifer missed Free Throw.,24,39
6:09,2542,Jahlin Smith Defensive Rebound.,24,39
6:01,2542,Austin Dasent Turnover.,24,39
6:01,2132,Jacob Evans Steal.,24,39
5:44,2132,Justin Jenifer missed Three Point Jumper.,24,39
5:44,2542,Savannah State Defensive Rebound.,24,39
5:34,2542,Austin Dasent Turnover.,24,39
5:34,2132,Jacob Evans Steal.,24,39
5:28,2132,Tre Scott made Dunk. Assisted by Justin Jenifer.,24,41
5:18,2542,Jahlin Smith Turnover.,24,41
5:15,2132,Jacob Evans Turnover.,24,41
5:15,2542,Austin Dasent Steal.,24,41
5:12,2542,Austin Dasent missed Layup.,24,41
5:12,2132,Cincinnati Defensive Rebound.,24,41
4:58,2132,Jacob Evans missed Three Point Jumper.,24,41
4:58,2132,Eliel Nsoseme Offensive Rebound.,24,41
4:54,2132,Eliel Nsoseme made Layup.,24,43
4:54,2542,Foul on Jahir Cabeza.,24,43
4:54,2132,Eliel Nsoseme made Free Throw.,24,44
4:41,2542,Jahlin Smith made Jumper. Assisted by Jahir Cabeza.,26,44
4:28,2132,Tre Scott Turnover.,26,44
4:28,2542,Jahlin Smith Steal.,26,44
4:23,2542,Dexter McClanahan made Jumper.,28,44
4:23,2132,Foul on Tre Scott.,28,44
4:23,2542,Dexter McClanahan made Free Throw.,29,44
4:13,2132,Mamoudou Diarra Turnover.,29,44
4:13,2542,Jahir Cabeza Steal.,29,44
4:00,2542,Ty'lik Evans made Three Point Jumper.,32,44
3:37,2132,Cane Broome made Three Point Jumper. Assisted by Jacob Evans.,32,47
3:26,2542,Jahlin Smith missed Three Point Jumper.,32,47
3:26,2132,Jarron Cumberland Defensive Rebound.,32,47
3:21,2542,Foul on Jahir Cabeza.,32,47
3:21,2132,Official TV Timeout,32,47
3:21,2132,Eliel Nsoseme missed Free Throw.,32,47
3:21,2132,Cincinnati Deadball Team Rebound.,32,47
3:21,2132,Eliel Nsoseme missed Free Throw.,32,47
3:21,2132,Eliel Nsoseme Offensive Rebound.,32,47
3:06,2132,Cane Broome made Three Point Jumper. Assisted by Jarron Cumberland.,32,50
2:54,2132,Foul on Cane Broome.,32,50
2:51,2542,Dexter McClanahan made Three Point Jumper. Assisted by Ty'lik Evans.,35,50
2:33,2132,Eliel Nsoseme Turnover.,35,50
2:33,2542,Ty'lik Evans Steal.,35,50
2:15,2542,Jahlin Smith missed Three Point Jumper.,35,50
2:15,2132,Cane Broome Defensive Rebound.,35,50
2:07,2132,Jarron Cumberland missed Jumper.,35,50
2:07,2542,Jahlin Smith Defensive Rebound.,35,50
2:00,2542,Ty'lik Evans made Layup. Assisted by Austin Dasent.,37,50
1:45,2132,Cane Broome missed Three Point Jumper.,37,50
1:45,2132,Jacob Evans Offensive Rebound.,37,50
1:45,2132,Jacob Evans made Two Point Tip Shot.,37,52
1:21,2542,Austin Dasent made Three Point Jumper.,40,52
1:04,2132,Cane Broome made Three Point Jumper. Assisted by Jacob Evans.,40,55
0:47,2542,Jahlin Smith missed Three Point Jumper.,40,55
0:47,2132,Cane Broome Defensive Rebound.,40,55
0:39,2132,Cane Broome made Layup.,40,57
0:30,2542,Ty'lik Evans missed Three Point Jumper.,40,57
0:30,2132,Kyle Washington Defensive Rebound.,40,57
0:04,2132,Trevor Moore made Three Point Jumper. Assisted by Cane Broome.,40,60
0:00,2132,End of 1st half,40,60
20:00,2542,Jump Ball won by Savannah State,40,60
19:37,2542,Dexter McClanahan missed Three Point Jumper.,40,60
19:37,2132,Cane Broome Defensive Rebound.,40,60
19:31,2132,Foul on Jacob Evans.,40,60
19:31,2132,Jacob Evans Turnover.,40,60
19:21,2542,Austin Dasent made Three Point Jumper. Assisted by Ty'lik Evans.,43,60
19:00,2132,Jacob Evans Turnover.,43,60
19:00,2542,Austin Dasent Steal.,43,60
18:55,2542,Dexter McClanahan made Layup.,45,60
18:43,2132,Gary Clark missed Three Point Jumper.,45,60
18:43,2542,Javaris Jenkins Defensive Rebound.,45,60
18:34,2542,Jahlin Smith Turnover.,45,60
18:34,2132,Jarron Cumberland Steal.,45,60
18:29,2132,Jarron Cumberland made Layup.,45,62
18:12,2132,Foul on Cane Broome.,45,62
18:12,2542,Ty'lik Evans missed Free Throw.,45,62
18:12,2542,Savannah State Deadball Team Rebound.,45,62
18:12,2542,Ty'lik Evans missed Free Throw.,45,62
18:12,2132,Kyle Washington Defensive Rebound.,45,62
18:01,2132,Gary Clark made Dunk. Assisted by Jarron Cumberland.,45,64
17:53,2542,Dexter McClanahan missed Layup.,45,64
17:53,2542,Dexter McClanahan Offensive Rebound.,45,64
17:50,2542,Dexter McClanahan missed Layup.,45,64
17:50,2542,Savannah State Deadball Team Rebound.,45,64
17:50,2132,Foul on Kyle Washington.,45,64
17:45,2542,Ty'lik Evans missed Jumper.,45,64
17:45,2132,Gary Clark Block.,45,64
17:45,2542,Jahlin Smith Offensive Rebound.,45,64
17:39,2542,Jahlin Smith made Layup.,47,64
17:31,2132,Jarron Cumberland missed Three Point Jumper.,47,64
17:31,2542,Savannah State Defensive Rebound.,47,64
17:16,2542,Jahlin Smith made Jumper.,49,64
17:03,2132,Kyle Washington made Jumper. Assisted by Keith Williams.,49,66
16:55,2542,Isaiah Felder made Three Point Jumper. Assisted by Austin Dasent.,52,66
16:54,2542,Savannah State  Timeout,52,66
16:54,2132,Official TV Timeout,52,66
16:31,2132,Keith Williams missed Three Point Jumper.,52,66
16:31,2542,Austin Dasent Defensive Rebound.,52,66
16:22,2542,Juwan Grant made Layup. Assisted by Austin Dasent.,54,66
16:06,2132,Gary Clark made Jumper.,54,68
16:06,2542,Foul on Isaiah Felder.,54,68
16:06,2132,Gary Clark made Free Throw.,54,69
15:54,2542,Javaris Jenkins Turnover.,54,69
15:54,2132,Official TV Timeout,54,69
15:35,2132,Keith Williams missed Jumper.,54,69
15:35,2132,Keith Williams Offensive Rebound.,54,69
15:23,2132,Justin Jenifer missed Three Point Jumper.,54,69
15:23,2542,Austin Dasent Defensive Rebound.,54,69
15:21,2132,Foul on Kyle Washington.,54,69
15:00,2132,Foul on Eliel Nsoseme.,54,69
15:00,2132,Foul on Gary Clark.,54,69
14:58,2542,Dexter McClanahan Turnover.,54,69
14:34,2132,Justin Jenifer Turnover.,54,69
14:13,2542,Ty'lik Evans missed Three Point Jumper.,54,69
14:13,2132,Eliel Nsoseme Defensive Rebound.,54,69
14:08,2542,Foul on Zach Sellers.,54,69
14:03,2132,Cane Broome missed Three Point Jumper.,54,69
14:03,2542,Savannah State Deadball Team Rebound.,54,69
13:56,2132,Foul on Eliel Nsoseme.,54,69
13:56,2542,Jahir Cabeza made Free Throw.,55,69
13:56,2542,Jahir Cabeza made Free Throw.,56,69
13:45,2132,Jacob Evans Turnover.,56,69
13:45,2542,Ty'lik Evans Steal.,56,69
13:40,2542,Jahlin Smith missed Layup.,56,69
13:40,2132,Jacob Evans Block.,56,69
13:40,2132,Gary Clark Defensive Rebound.,56,69
13:29,2132,Cane Broome missed Layup.,56,69
13:29,2542,Zach Sellers Block.,56,69
13:29,2132,Cincinnati Offensive Rebound.,56,69
13:26,2132,Cane Broome Turnover.,56,69
13:26,2542,Jahir Cabeza Steal.,56,69
13:21,2542,Ty'lik Evans made Layup. Assisted by Dexter McClanahan.,58,69
13:06,2132,Jacob Evans missed Three Point Jumper.,58,69
13:06,2132,Trevor Moore Offensive Rebound.,58,69
13:04,2542,Foul on Jahir Cabeza.,58,69
12:51,2132,Jacob Evans missed Three Point Jumper.,58,69
12:51,2542,Savannah State Deadball Team Rebound.,58,69
12:49,2132,Foul on Trevor Moore.,58,69
12:49,2542,Ty'lik Evans made Free Throw.,59,69
12:49,2542,Ty'lik Evans made Free Throw.,60,69
12:32,2132,Cane Broome Turnover.,60,69
12:32,2542,Dexter McClanahan Steal.,60,69
12:09,2542,Savannah State  Timeout,60,69
12:09,2132,Official TV Timeout,60,69
12:07,2132,Foul on Justin Jenifer.,60,69
12:07,2542,Ty'lik Evans made Free Throw.,61,69
12:07,2542,Ty'lik Evans made Free Throw.,62,69
11:49,2132,Jarron Cumberland missed Three Point Jumper.,62,69
11:49,2132,Nysier Brooks Offensive Rebound.,62,69
11:49,2132,Nysier Brooks missed Two Point Tip Shot.,62,69
11:49,2132,Gary Clark Offensive Rebound.,62,69
11:42,2542,Foul on Austin Dasent.,62,69
11:36,2132,Cane Broome missed Three Point Jumper.,62,69
11:36,2132,Nysier Brooks Offensive Rebound.,62,69
11:33,2542,Foul on Jahlin Smith.,62,69
11:31,2132,Gary Clark made Layup. Assisted by Jacob Evans.,62,71
11:22,2542,Dexter McClanahan missed Jumper.,62,71
11:22,2132,Jacob Evans Block.,62,71
11:22,2132,Jacob Evans Defensive Rebound.,62,71
11:14,2132,Cane Broome Turnover.,62,71
11:04,2542,Ty'lik Evans missed Three Point Jumper.,62,71
11:04,2132,Jacob Evans Defensive Rebound.,62,71
10:51,2132,Justin Jenifer missed Three Point Jumper.,62,71
10:51,2132,Jarron Cumberland Offensive Rebound.,62,71
10:46,2542,Foul on Austin Dasent.,62,71
10:46,2132,Jarron Cumberland made Free Throw.,62,72
10:46,2132,Jarron Cumberland missed Free Throw.,62,72
10:46,2132,Jacob Evans Offensive Rebound.,62,72
10:40,2132,Jacob Evans made Two Point Tip Shot.,62,74
10:35,2542,Austin Dasent made Jumper.,64,74
10:17,2542,Foul on Ty'lik Evans.,64,74
10:17,2132,Jacob Evans made Free Throw.,64,75
10:17,2132,Jacob Evans missed Free Throw.,64,75
10:17,2132,Cincinnati Deadball Team Rebound.,64,75
10:17,2132,Jacob Evans missed Free Throw.,64,75
10:17,2132,Jarron Cumberland Offensive Rebound.,64,75
10:12,2132,Jarron Cumberland missed Layup.,64,75
10:12,2132,Gary Clark Offensive Rebound.,64,75
10:12,2542,Foul on Austin Dasent.,64,75
10:12,2132,Gary Clark made Free Throw.,64,76
10:12,2132,Gary Clark made Free Throw.,64,77
10:05,2542,Austin Dasent missed Three Point Jumper.,64,77
10:05,2132,Gary Clark Defensive Rebound.,64,77
9:59,2132,Gary Clark made Jumper.,64,79
9:52,2542,Jahlin Smith Turnover.,64,79
9:39,2132,Jacob Evans made Three Point Jumper. Assisted by Justin Jenifer.,64,82
9:19,2542,Jahlin Smith missed Jumper.,64,82
9:19,2132,Gary Clark Defensive Rebound.,64,82
9:14,2132,Justin Jenifer made Jumper. Assisted by Jacob Evans.,64,84
9:01,2542,Dexter McClanahan missed Three Point Jumper.,64,84
9:01,2132,Nysier Brooks Defensive Rebound.,64,84
8:39,2132,Jacob Evans missed Three Point Jumper.,64,84
8:39,2542,Austin Dasent Defensive Rebound.,64,84
8:30,2542,Ty'lik Evans missed Three Point Jumper.,64,84
8:30,2132,Jarron Cumberland Defensive Rebound.,64,84
8:23,2132,Justin Jenifer made Layup. Assisted by Jarron Cumberland.,64,86
8:10,2132,Foul on Nysier Brooks.,64,86
8:10,2542,Jahlin Smith missed Free Throw.,64,86
8:10,2542,Savannah State Deadball Team Rebound.,64,86
8:10,2542,Jahlin Smith made Free Throw.,65,86
7:53,2132,Kyle Washington missed Layup.,65,86
7:53,2542,Javaris Jenkins Block.,65,86
7:53,2132,Tre Scott Offensive Rebound.,65,86
7:51,2542,Foul on Ralueke Orizu.,65,86
7:51,2132,Official TV Timeout,65,86
7:51,2132,Tre Scott made Free Throw.,65,87
7:51,2132,Tre Scott made Free Throw.,65,88
7:37,2542,Javaris Jenkins missed Three Point Jumper.,65,88
7:37,2542,Ralueke Orizu Offensive Rebound.,65,88
7:32,2542,Ralueke Orizu Turnover.,65,88
7:32,2132,Tre Scott Steal.,65,88
7:20,2132,Jacob Evans made Three Point Jumper. Assisted by Justin Jenifer.,65,91
7:04,2132,Foul on Jacob Evans.,65,91
7:04,2542,Dexter McClanahan missed Free Throw.,65,91
7:04,2542,Savannah State Deadball Team Rebound.,65,91
7:04,2542,Dexter McClanahan made Free Throw.,66,91
6:50,2132,Jacob Evans missed Three Point Jumper.,66,91
6:50,2542,Savannah State Defensive Rebound.,66,91
6:27,2542,Zach Sellers Turnover.,66,91
6:12,2132,Keith Williams missed Jumper.,66,91
6:12,2542,Savannah State Defensive Rebound.,66,91
5:51,2542,Javaris Jenkins made Three Point Jumper. Assisted by Jahlin Smith.,69,91
5:47,2132,Justin Jenifer made Layup.,69,93
5:47,2542,Foul on Jahlin Smith.,69,93
5:47,2132,Justin Jenifer missed Free Throw.,69,93
5:47,2132,Cincinnati Offensive Rebound.,69,93
5:44,2542,Foul on Chris Dubose.,69,93
5:44,2132,Nysier Brooks made Free Throw.,69,94
5:44,2132,Nysier Brooks missed Free Throw.,69,94
5:44,2542,Jahlin Smith Defensive Rebound.,69,94
5:28,2542,Ty'lik Evans missed Jumper.,69,94
5:28,2132,Cincinnati Defensive Rebound.,69,94
5:18,2132,Tre Scott missed Jumper.,69,94
5:18,2542,Ralueke Orizu Block.,69,94
5:18,2542,Dexter McClanahan Defensive Rebound.,69,94
5:13,2132,Foul on Justin Jenifer.,69,94
5:13,2542,Dexter McClanahan made Free Throw.,70,94
5:13,2542,Dexter McClanahan made Free Throw.,71,94
5:02,2132,Trevor Moore missed Three Point Jumper.,71,94
5:02,2542,Ty'lik Evans Defensive Rebound.,71,94
4:50,2542,Khalen Pinkett missed Three Point Jumper.,71,94
4:50,2132,Tre Scott Defensive Rebound.,71,94
4:41,2132,Trevor Moore made Layup.,71,96
4:29,2542,Ty'lik Evans missed Three Point Jumper.,71,96
4:29,2542,Khalen Pinkett Offensive Rebound.,71,96
4:21,2542,Ty'lik Evans Turnover.,71,96
4:21,2132,Nysier Brooks Steal.,71,96
4:12,2132,Justin Jenifer made Jumper.,71,98
4:04,2542,Chris Dubose made Three Point Jumper. Assisted by Ty'lik Evans.,74,98
4:02,2542,Savannah State  Timeout,74,98
4:02,2132,Official TV Timeout,74,98
3:41,2132,Keith Williams missed Three Point Jumper.,74,98
3:41,2542,Austin Dasent Defensive Rebound.,74,98
3:34,2542,Austin Dasent Turnover.,74,98
3:34,2132,Justin Jenifer Steal.,74,98
3:32,2132,Cane Broome Turnover.,74,98
3:32,2542,Austin Dasent Steal.,74,98
3:27,2542,Ralueke Orizu missed Layup.,74,98
3:27,2132,Eliel Nsoseme Block.,74,98
3:27,2132,Cane Broome Defensive Rebound.,74,98
3:15,2132,Keith Williams made Layup. Assisted by Tre Scott.,74,100
3:05,2542,Chris Dubose made Three Point Jumper. Assisted by Austin Dasent.,77,100
2:49,2132,Cane Broome made Three Point Jumper. Assisted by Tre Scott.,77,103
2:39,2542,Austin Dasent missed Three Point Jumper.,77,103
2:39,2132,Eliel Nsoseme Defensive Rebound.,77,103
2:29,2132,Eliel Nsoseme missed Layup.,77,103
2:29,2132,Eliel Nsoseme Offensive Rebound.,77,103
2:25,2542,Foul on Ralueke Orizu.,77,103
2:25,2132,Eliel Nsoseme missed Free Throw.,77,103
2:25,2132,Cincinnati Deadball Team Rebound.,77,103
2:25,2132,Eliel Nsoseme missed Free Throw.,77,103
2:25,2542,Maricus Glenn Defensive Rebound.,77,103
2:04,2542,Zach Sellers missed Three Point Jumper.,77,103
2:04,2132,Keith Williams Defensive Rebound.,77,103
1:53,2132,Eliel Nsoseme missed Jumper.,77,103
1:53,2132,Eliel Nsoseme Offensive Rebound.,77,103
1:49,2132,Eliel Nsoseme Turnover.,77,103
1:40,2542,Dexter McClanahan missed Three Point Jumper.,77,103
1:40,2132,Tre Scott Defensive Rebound.,77,103
1:35,2132,Keith Williams Turnover.,77,103
1:25,2542,John Grant Jr. missed Three Point Jumper.,77,103
1:25,2132,Cincinnati Defensive Rebound.,77,103
1:03,2132,Keith Williams made Jumper.,77,105
0:52,2542,Isaiah Felder missed Three Point Jumper.,77,105
0:52,2542,Khalen Pinkett Offensive Rebound.,77,105
0:44,2542,John Grant Jr. missed Three Point Jumper.,77,105
0:44,2132,Keith Williams Defensive Rebound.,77,105
0:35,2132,Justin Jenifer made Layup.,77,107
0:35,2542,Foul on Isaiah Felder.,77,107
0:35,2132,Justin Jenifer missed Free Throw.,77,107
0:35,2542,John Grant Jr. Defensive Rebound.,77,107
0:31,2542,Chris Dubose missed Three Point Jumper.,77,107
0:31,2132,Cincinnati Defensive Rebound.,77,107
0:00,2132,End of Game,77,107
