Bridgewater,Error,James Madison,256
14:44,2079,Monte Simpkins Defensive Rebound.,10,10
14:19,2079,Davrion Grier Turnover.,10,10
14:17,256,Darius Banks Steal.,10,10
14:03,256,Matt Lewis missed Three Point Jumper.,10,10
14:03,2079,Miles Barrett Defensive Rebound.,10,10
13:57,2079,Miles Barrett missed Three Point Jumper.,10,10
13:57,256,Dwight Wilson Defensive Rebound.,10,10
13:46,256,Joey McLean made Jumper.,10,12
13:24,2079,Josh Cammon missed Layup.,10,12
13:24,2079,Davrion Grier Offensive Rebound.,10,12
13:20,2079,Davrion Grier made Layup.,12,12
13:07,256,Joey McLean missed Three Point Jumper.,12,12
13:07,256,Greg Jones Offensive Rebound.,12,12
13:01,256,Joey McLean missed Three Point Jumper.,12,12
13:01,256,Greg Jones Offensive Rebound.,12,12
12:57,256,Greg Jones made Layup.,12,14
12:32,2079,Josh Cammon missed Three Point Jumper.,12,14
12:32,256,Joey McLean Defensive Rebound.,12,14
12:30,2079,Foul on Miles Barrett.,12,14
12:11,256,Stuckey Mosley made Jumper.,12,16
11:50,2079,Aj Horde Turnover.,12,16
11:48,256,Stuckey Mosley Steal.,12,16
11:37,256,Matt Lewis Turnover.,12,16
11:37,2079,Aj Horde Steal.,12,16
11:37,256,Official TV Timeout,12,16
11:19,2079,Dimetri Chambers missed Jumper.,12,16
11:19,256,Stuckey Mosley Defensive Rebound.,12,16
11:07,256,Stuckey Mosley missed Jumper.,12,16
11:07,256,Dwight Wilson Offensive Rebound.,12,16
11:02,256,Dwight Wilson made Layup.,12,18
10:46,2079,Sami El-Rafey made Jumper. Assisted by Miles Barrett.,14,18
10:21,256,Matt Lewis missed Three Point Jumper.,14,18
10:21,2079,Mark James Defensive Rebound.,14,18
9:59,2079,Sami El-Rafey missed Layup.,14,18
9:59,256,Stuckey Mosley Defensive Rebound.,14,18
9:53,256,Darius Banks missed Three Point Jumper.,14,18
9:53,2079,Mark James Defensive Rebound.,14,18
9:36,2079,Zach Breathwaite missed Layup.,14,18
9:36,256,James Madison Deadball Team Rebound.,14,18
9:15,256,Darius Banks missed Three Point Jumper.,14,18
9:15,256,Dwight Wilson Offensive Rebound.,14,18
9:08,256,Dwight Wilson Turnover.,14,18
9:07,2079,Drew Bethoney Steal.,14,18
8:56,2079,Josh Cammon missed Three Point Jumper.,14,18
8:56,256,Dwight Wilson Defensive Rebound.,14,18
8:46,256,Greg Jones missed Three Point Jumper.,14,18
8:46,2079,Bridgewater (VA) Defensive Rebound.,14,18
8:34,2079,Dimetri Chambers made Free Throw.,15,18
8:34,2079,Dimetri Chambers made Free Throw.,16,18
8:32,256,Foul on Greg Jones.,16,18
8:14,256,Dwight Wilson missed Jumper.,16,18
8:14,256,Dwight Wilson Offensive Rebound.,16,18
8:03,256,Stuckey Mosley missed Three Point Jumper.,16,18
8:03,2079,Zach Breathwaite Defensive Rebound.,16,18
7:58,2079,Davrion Grier made Layup.,18,18
7:49,256,Antanee Pinkard missed Layup.,18,18
7:49,256,Dwight Wilson Offensive Rebound.,18,18
7:45,256,Official TV Timeout,18,18
7:45,2079,Foul on Drew Bethoney.,18,18
7:45,256,Official TV Timeout,18,18
7:32,256,Stuckey Mosley Turnover.,18,18
7:30,2079,Josh Cammon Steal.,18,18
7:26,2079,Aj Horde missed Three Point Jumper.,18,18
7:26,2079,Bridgewater (VA) Offensive Rebound.,18,18
7:08,256,Foul on Greg Jones.,18,18
6:57,256,Foul on Joey McLean.,18,18
6:57,2079,Aj Horde made Free Throw.,19,18
6:57,2079,Aj Horde missed Free Throw.,19,18
6:57,256,Greg Jones Defensive Rebound.,19,18
6:44,256,Joey McLean missed Layup.,19,18
6:44,256,Joey McLean Offensive Rebound.,19,18
6:40,256,Stuckey Mosley made Three Point Jumper. Assisted by Joey McLean.,19,21
6:18,2079,Drew Bethoney made Three Point Jumper.,22,21
5:59,256,Stuckey Mosley made Three Point Jumper.,22,24
5:41,256,Foul on Cameron Smith.,22,24
5:41,2079,Zach Breathwaite made Free Throw.,23,24
5:41,2079,Zach Breathwaite missed Free Throw.,23,24
5:41,256,Darius Banks Defensive Rebound.,23,24
5:26,2079,Foul on Monte Simpkins.,23,24
5:26,256,Joey McLean missed Free Throw.,23,24
5:26,256,James Madison Deadball Team Rebound.,23,24
5:26,256,Joey McLean missed Free Throw.,23,24
5:26,2079,Davrion Grier Defensive Rebound.,23,24
5:13,2079,Aj Horde Turnover.,23,24
5:12,256,Ramone Snowden Steal.,23,24
5:10,256,Darius Banks made Dunk. Assisted by Ramone Snowden.,23,26
4:34,256,James Madison Deadball Team Rebound.,23,26
4:34,2079,Monte Simpkins missed Three Point Jumper.,23,26
4:34,2079,Bridgewater (VA)  Turnover.,23,26
4:20,256,Darius Banks missed Jumper.,23,26
4:20,2079,Chandler Murray Defensive Rebound.,23,26
4:17,2079,Chandler Murray Turnover.,23,26
4:15,256,Cameron Smith Steal.,23,26
3:59,256,Official TV Timeout,23,26
3:59,256,Official TV Timeout,23,26
3:59,256,Darius Banks Turnover.,23,26
3:58,2079,Chandler Murray Steal.,23,26
3:50,2079,Dimetri Chambers Turnover.,23,26
3:48,256,Joey McLean Steal.,23,26
3:46,256,Joey McLean made Layup.,23,28
3:38,2079,Chandler Murray missed Three Point Jumper.,23,28
3:38,256,Cameron Smith Defensive Rebound.,23,28
3:15,2079,Foul on Dimetri Chambers.,23,28
3:15,256,Darius Banks made Free Throw.,23,29
3:15,256,Darius Banks made Free Throw.,23,30
3:00,2079,Drew Bethoney missed Three Point Jumper.,23,30
3:00,256,Ramone Snowden Defensive Rebound.,23,30
2:51,256,Foul on Stuckey Mosley.,23,30
2:51,256,Stuckey Mosley Turnover.,23,30
2:32,2079,Miles Barrett missed Three Point Jumper.,23,30
2:32,256,Joey McLean Defensive Rebound.,23,30
2:22,256,Stuckey Mosley made Layup.,23,32
2:22,2079,Bridgewater (VA)  Timeout,23,32
2:09,2079,Zach Breathwaite made Layup. Assisted by Davrion Grier.,25,32
1:56,256,Joey McLean made Jumper.,25,34
1:31,256,Foul on Stuckey Mosley.,25,34
1:31,2079,Aj Horde made Free Throw.,26,34
1:31,2079,Aj Horde missed Free Throw.,26,34
1:31,256,Matt Lewis Defensive Rebound.,26,34
1:21,256,Joey McLean made Jumper.,26,36
0:57,256,Joey McLean Turnover.,26,36
0:54,256,Joey McLean made Free Throw.,26,37
0:54,2079,Foul on Zach Breathwaite.,26,37
0:53,256,Joey McLean made Free Throw.,26,38
0:46,2079,Dimetri Chambers Turnover.,26,38
0:45,256,Joey McLean Steal.,26,38
0:43,256,Joey McLean made Layup.,26,40
0:37,2079,Miles Barrett Turnover.,26,40
0:36,256,Cameron Smith Steal.,26,40
0:34,256,Cameron Smith Turnover.,26,40
0:32,2079,Miles Barrett Steal.,26,40
0:26,2079,Sami El-Rafey missed Layup.,26,40
0:25,2079,Monte Simpkins Offensive Rebound.,26,40
0:12,2079,Aj Horde missed Three Point Jumper.,26,40
0:12,256,Cameron Smith Block.,26,40
0:08,256,James Madison Deadball Team Rebound.,26,40
0:04,2079,Bridgewater (VA)  Turnover.,26,40
0:02,256,Ramone Snowden Turnover.,26,40
0:00,256,End of 1st half,26,40
19:43,2079,Dimetri Chambers missed Layup.,26,40
19:43,256,Ramone Snowden Defensive Rebound.,26,40
19:38,256,Joey McLean missed Three Point Jumper.,26,40
19:38,256,Develle Phillips Offensive Rebound.,26,40
19:35,2079,Foul on Mark James.,26,40
19:33,256,Joey McLean made Layup.,26,42
19:06,2079,Davrion Grier missed Jumper.,26,42
19:06,256,Develle Phillips Defensive Rebound.,26,42
19:00,256,Develle Phillips Turnover.,26,42
18:59,2079,Aj Horde Steal.,26,42
18:55,2079,Zach Breathwaite made Layup. Assisted by Aj Horde.,28,42
18:37,256,Ramone Snowden missed Jumper.,28,42
18:37,2079,Davrion Grier Block.,28,42
18:37,256,James Madison Offensive Rebound.,28,42
18:36,256,Ramone Snowden Turnover.,28,42
18:34,2079,Davrion Grier Steal.,28,42
18:10,2079,Dimetri Chambers missed Jumper.,28,42
18:10,256,Joey McLean Block.,28,42
18:07,256,Stuckey Mosley Defensive Rebound.,28,42
17:52,256,Develle Phillips missed Jumper.,28,42
17:52,2079,Dimetri Chambers Defensive Rebound.,28,42
17:40,2079,Aj Horde missed Layup.,28,42
17:40,256,Joey McLean Defensive Rebound.,28,42
17:32,256,Stuckey Mosley missed Jumper.,28,42
17:32,256,Stuckey Mosley Offensive Rebound.,28,42
17:18,256,Stuckey Mosley missed Three Point Jumper.,28,42
17:18,256,Develle Phillips Offensive Rebound.,28,42
17:15,2079,Foul on Monte Simpkins.,28,42
17:11,256,Ramone Snowden made Jumper.,28,44
17:03,2079,Monte Simpkins Turnover.,28,44
17:01,256,Ramone Snowden Steal.,28,44
17:00,256,Stuckey Mosley made Three Point Jumper. Assisted by Ramone Snowden.,28,47
16:42,2079,Mark James missed Three Point Jumper.,28,47
16:42,256,Gerron Scissum Defensive Rebound.,28,47
16:25,256,Develle Phillips made Layup.,28,49
16:25,2079,Foul on Mark James.,28,49
16:25,256,Develle Phillips made Free Throw.,28,50
16:24,2079,Drew Bethoney Turnover.,28,50
16:20,2079,Foul on Drew Bethoney.,28,50
16:16,2079,Foul on Davrion Grier.,28,50
16:09,256,Develle Phillips Turnover.,28,50
15:53,2079,Monte Simpkins missed Three Point Jumper.,28,50
15:53,256,Gerron Scissum Defensive Rebound.,28,50
15:45,2079,Foul on Miles Barrett.,28,50
15:45,256,Official TV Timeout,28,50
15:41,256,Darius Banks missed Jumper.,28,50
15:41,256,Gerron Scissum Offensive Rebound.,28,50
15:38,256,Gerron Scissum made Two Point Tip Shot.,28,52
15:17,256,Foul on Develle Phillips.,28,52
15:14,2079,Drew Bethoney missed Jumper.,28,52
15:14,2079,Davrion Grier Offensive Rebound.,28,52
15:10,2079,Davrion Grier Turnover.,28,52
15:08,256,Darius Banks Steal.,28,52
15:07,256,Darius Banks Turnover.,28,52
15:05,2079,Monte Simpkins Steal.,28,52
15:04,2079,Monte Simpkins Turnover.,28,52
15:03,256,Greg Jones Steal.,28,52
15:00,256,Greg Jones Turnover.,28,52
14:59,2079,Davrion Grier Steal.,28,52
14:49,2079,Aj Horde missed Three Point Jumper.,28,52
14:49,2079,Aj Horde Offensive Rebound.,28,52
14:31,256,Foul on Greg Jones.,28,52
14:31,2079,Dimetri Chambers made Free Throw.,29,52
14:31,2079,Dimetri Chambers made Free Throw.,30,52
14:09,2079,Foul on Mark James.,30,52
14:09,256,Darius Banks made Free Throw.,30,53
14:09,256,Darius Banks made Free Throw.,30,54
13:41,2079,Tj Turner missed Three Point Jumper.,30,54
13:41,2079,Sami El-Rafey Offensive Rebound.,30,54
13:35,2079,Sami El-Rafey made Layup.,32,54
13:22,256,Antanee Pinkard Turnover.,32,54
13:10,2079,Dimetri Chambers missed Three Point Jumper.,32,54
13:10,256,Joey McLean Defensive Rebound.,32,54
13:02,256,Joey McLean missed Three Point Jumper.,32,54
13:02,2079,Dimetri Chambers Defensive Rebound.,32,54
12:56,2079,Aj Horde missed Three Point Jumper.,32,54
12:56,256,Antanee Pinkard Defensive Rebound.,32,54
12:53,2079,Foul on Tj Turner.,32,54
12:53,256,Antanee Pinkard missed Free Throw.,32,54
12:53,2079,Tj Turner Defensive Rebound.,32,54
12:32,2079,Zach Breathwaite missed Layup.,32,54
12:32,2079,Sami El-Rafey Offensive Rebound.,32,54
12:27,2079,Sami El-Rafey missed Layup.,32,54
12:27,256,Antanee Pinkard Defensive Rebound.,32,54
12:19,256,Greg Jacobs missed Three Point Jumper.,32,54
12:19,256,Matt Lewis Offensive Rebound.,32,54
12:15,256,Matt Lewis made Dunk.,32,56
11:55,2079,Dimetri Chambers missed Layup.,32,56
11:55,2079,Zach Breathwaite Offensive Rebound.,32,56
11:54,256,Foul on Matt Lewis.,32,56
11:54,256,Official TV Timeout,32,56
11:51,2079,Sami El-Rafey missed Layup.,32,56
11:51,256,Matt Lewis Defensive Rebound.,32,56
11:30,256,Matt Lewis made Jumper.,32,58
11:07,2079,Dimetri Chambers missed Layup.,32,58
11:07,2079,Monte Simpkins Offensive Rebound.,32,58
11:04,2079,Monte Simpkins missed Layup.,32,58
11:04,2079,Dimetri Chambers Offensive Rebound.,32,58
11:01,2079,Dimetri Chambers made Layup.,34,58
10:43,256,Antanee Pinkard missed Dunk.,34,58
10:43,256,Antanee Pinkard missed Free Throw.,34,58
10:43,256,James Madison Deadball Team Rebound.,34,58
10:43,2079,Foul on Sami El-Rafey.,34,58
10:43,256,James Madison Deadball Team Rebound.,34,58
10:43,256,Antanee Pinkard missed Free Throw.,34,58
10:43,2079,Davrion Grier Defensive Rebound.,34,58
10:25,2079,Davrion Grier missed Three Point Jumper.,34,58
10:25,2079,Monte Simpkins Offensive Rebound.,34,58
10:20,2079,Monte Simpkins made Jumper.,36,58
10:19,2079,Bridgewater (VA)  Timeout,36,58
9:51,256,Darius Banks missed Jumper.,36,58
9:51,2079,Monte Simpkins Defensive Rebound.,36,58
9:49,256,Foul on Greg Jacobs.,36,58
9:39,2079,Aj Horde Turnover.,36,58
9:37,256,Darius Banks Steal.,36,58
9:37,256,Darius Banks Turnover.,36,58
9:22,256,Foul on Antanee Pinkard.,36,58
9:22,2079,Davrion Grier made Free Throw.,37,58
9:22,2079,Davrion Grier made Free Throw.,38,58
9:08,256,Gerron Scissum made Jumper.,38,60
8:50,2079,Drew Bethoney made Three Point Jumper.,41,60
8:29,2079,Foul on Aj Horde.,41,60
8:29,256,Matt Lewis made Free Throw.,41,61
8:29,256,Matt Lewis made Free Throw.,41,62
8:24,2079,Tj Turner Turnover.,41,62
8:13,256,Dwight Wilson Turnover.,41,62
8:11,2079,Tj Turner Steal.,41,62
8:04,2079,Tj Turner missed Three Point Jumper.,41,62
8:04,2079,Aj Horde Offensive Rebound.,41,62
7:52,2079,Drew Bethoney missed Three Point Jumper.,41,62
7:52,256,James Madison Defensive Rebound.,41,62
7:47,256,Official TV Timeout,41,62
7:20,256,Matt Lewis missed Jumper.,41,62
7:20,256,Dwight Wilson Offensive Rebound.,41,62
7:18,2079,Foul on Dimetri Chambers.,41,62
7:18,256,Dwight Wilson missed Free Throw.,41,62
7:18,256,James Madison Deadball Team Rebound.,41,62
7:18,256,Dwight Wilson made Free Throw.,41,63
6:59,2079,Dimetri Chambers made Layup.,43,63
6:49,256,Stuckey Mosley made Three Point Jumper. Assisted by Matt Lewis.,43,66
6:36,2079,Dimetri Chambers made Three Point Jumper.,46,66
6:22,256,Stuckey Mosley missed Three Point Jumper.,46,66
6:22,256,James Madison Offensive Rebound.,46,66
6:15,256,Matt Lewis missed Three Point Jumper.,46,66
6:15,2079,Bridgewater (VA) Defensive Rebound.,46,66
6:01,2079,Dimetri Chambers made Layup.,48,66
5:50,256,Stuckey Mosley Turnover.,48,66
5:49,2079,Aj Horde Steal.,48,66
5:30,2079,Dimetri Chambers missed Three Point Jumper.,48,66
5:28,256,Gerron Scissum Defensive Rebound.,48,66
5:01,2079,Foul on Miles Barrett.,48,66
5:01,256,Matt Lewis made Free Throw.,48,67
5:01,256,Matt Lewis made Free Throw.,48,68
4:31,2079,Bridgewater (VA)  Turnover.,48,68
4:10,256,Matt Lewis made Three Point Jumper. Assisted by Stuckey Mosley.,48,71
3:53,2079,Dimetri Chambers made Jumper.,50,71
3:39,256,Official TV Timeout,50,71
3:20,2079,Foul on Sami El-Rafey.,50,71
3:20,256,Stuckey Mosley made Free Throw.,50,72
3:20,256,Stuckey Mosley made Free Throw.,50,73
3:16,256,Foul on Matt Lewis.,50,73
2:59,2079,Davrion Grier missed Layup.,50,73
2:59,256,Darius Banks Defensive Rebound.,50,73
2:40,2079,Foul on Zach Breathwaite.,50,73
2:40,256,Cameron Smith missed Free Throw.,50,73
2:40,256,James Madison Deadball Team Rebound.,50,73
2:40,256,Cameron Smith made Free Throw.,50,74
2:30,2079,Chandler Murray Turnover.,50,74
2:28,256,Darius Banks Steal.,50,74
2:24,256,Matt Lewis made Dunk. Assisted by Darius Banks.,50,76
2:11,2079,Chandler Murray Turnover.,50,76
2:09,256,Matt Lewis Steal.,50,76
2:07,256,Darius Banks made Dunk. Assisted by Matt Lewis.,50,78
1:48,256,Foul on Darius Banks.,50,78
1:48,2079,Chandler Murray missed Free Throw.,50,78
1:48,256,Gerron Scissum Defensive Rebound.,50,78
1:20,256,Darius Banks missed Three Point Jumper.,50,78
1:20,256,Alex Schulz Offensive Rebound.,50,78
1:07,2079,Foul on Chandler Murray.,50,78
1:07,256,Matt Lewis missed Free Throw.,50,78
1:07,256,James Madison Deadball Team Rebound.,50,78
1:07,256,Matt Lewis made Free Throw.,50,79
0:54,2079,Monte Simpkins missed Jumper.,50,79
0:54,256,Alex Schulz Defensive Rebound.,50,79
0:42,256,Matt Lewis missed Jumper.,50,79
0:42,256,Alex Schulz Offensive Rebound.,50,79
0:38,2079,Foul on Chandler Murray.,50,79
0:38,256,Alex Schulz missed Free Throw.,50,79
0:38,256,James Madison Deadball Team Rebound.,50,79
0:38,256,Alex Schulz made Free Throw.,50,80
0:28,2079,Chandler Murray missed Layup.,50,80
0:28,256,Matt Lewis Defensive Rebound.,50,80
0:00,256,End of Game,50,80
