East Tennessee State,94,Northern Kentucky,2193
12:18,94,Foul on Jalen Tate.,6,12
12:03,2193,Jalan McCloud made Layup.,8,12
12:03,94,Foul on Jeff Garrett.,8,12
12:03,2193,Jalan McCloud made Free Throw.,9,12
11:48,94,Mason Faulkner missed Three Point Jumper.,9,12
11:48,2193,Jalan McCloud Defensive Rebound.,9,12
11:39,2193,Devontavius Payne made Layup.,11,12
11:33,2193,Foul on James Harrison.,11,12
11:32,94,Official TV Timeout,11,12
11:32,94,Drew McDonald made Free Throw.,11,13
11:32,94,Drew McDonald made Free Throw.,11,14
11:30,2193,Devontavius Payne Turnover.,11,14
11:22,94,Drew McDonald missed Layup.,11,14
11:22,2193,James Harrison Block.,11,14
11:20,2193,Bo Hodges Defensive Rebound.,11,14
11:14,2193,Bo Hodges missed Jumper.,11,14
11:14,94,Lavone Holland II Defensive Rebound.,11,14
10:57,94,Lavone Holland II Turnover.,11,14
10:56,2193,Jalan McCloud Steal.,11,14
10:52,2193,Jalan McCloud made Layup.,13,14
10:45,94,Jordan Garnett made Layup. Assisted by Lavone Holland II.,13,16
10:28,2193,Devontavius Payne missed Layup.,13,16
10:28,94,Drew McDonald Defensive Rebound.,13,16
10:16,94,Carson Williams made Layup.,13,18
10:16,2193,Foul on Bo Hodges.,13,18
10:16,94,Carson Williams made Free Throw.,13,19
9:55,2193,Desonta Bradford Turnover.,13,19
9:41,94,Carson Williams made Layup. Assisted by Drew McDonald.,13,21
9:26,2193,Jermaine Long missed Three Point Jumper.,13,21
9:26,94,Drew McDonald Defensive Rebound.,13,21
9:09,94,Carson Williams made Layup.,13,23
9:09,2193,Foul on Jermaine Long.,13,23
9:09,94,Carson Williams missed Free Throw.,13,23
9:09,2193,Kanayo Obi-Rapu Defensive Rebound.,13,23
8:52,2193,David Burrell missed Three Point Jumper.,13,23
8:52,2193,Mladen Armus Offensive Rebound.,13,23
8:44,94,Foul on Jordan Garnett.,13,23
8:21,94,Foul on Jordan Garnett.,13,23
8:21,2193,Kanayo Obi-Rapu made Free Throw.,14,23
8:21,2193,Kanayo Obi-Rapu made Free Throw.,15,23
8:15,94,Lavone Holland II Turnover.,15,23
8:14,2193,Jalan McCloud Steal.,15,23
8:11,2193,Jalan McCloud made Layup.,17,23
7:53,94,Carson Williams Turnover.,17,23
7:53,94,Foul on Carson Williams.,17,23
7:53,94,Official TV Timeout,17,23
7:37,94,Foul on Tre Cobbs.,17,23
7:37,2193,Desonta Bradford made Free Throw.,18,23
7:37,2193,Desonta Bradford made Free Throw.,19,23
7:16,94,Drew McDonald missed Layup.,19,23
7:16,2193,Bo Hodges Defensive Rebound.,19,23
7:01,2193,Kanayo Obi-Rapu made Three Point Jumper. Assisted by Jalan McCloud.,22,23
6:49,2193,Foul on Desonta Bradford.,22,23
6:49,94,Tre Cobbs missed Free Throw.,22,23
6:49,94,Northern Kentucky Deadball Team Rebound.,22,23
6:49,94,Tre Cobbs made Free Throw.,22,24
6:40,2193,Kanayo Obi-Rapu missed Three Point Jumper.,22,24
6:40,94,Drew McDonald Defensive Rebound.,22,24
6:32,94,Mason Faulkner made Three Point Jumper. Assisted by Dantez Walton.,22,27
6:20,2193,Jalan McCloud Turnover.,22,27
6:20,2193,Foul on Jalan McCloud.,22,27
6:09,94,Drew McDonald missed Three Point Jumper.,22,27
6:09,94,Carson Williams Offensive Rebound.,22,27
5:52,94,Dantez Walton made Three Point Jumper. Assisted by Lavone Holland II.,22,30
5:31,2193,Bo Hodges made Jumper.,24,30
5:02,94,Drew McDonald made Three Point Jumper. Assisted by Mason Faulkner.,24,33
4:38,2193,Peter Jurkin made Jumper.,26,33
4:24,94,Drew McDonald made Three Point Jumper. Assisted by Mason Faulkner.,26,36
4:06,2193,Desonta Bradford made Jumper.,28,36
3:53,94,Mason Faulkner missed Layup.,28,36
3:53,2193,Peter Jurkin Defensive Rebound.,28,36
3:47,2193,Jalan McCloud made Jumper.,30,36
3:26,94,Drew McDonald missed Jumper.,30,36
3:26,2193,David Burrell Block.,30,36
3:24,94,Northern Kentucky Offensive Rebound.,30,36
3:23,94,Official TV Timeout,30,36
3:16,94,Lavone Holland II missed Three Point Jumper.,30,36
3:16,2193,Mladen Armus Defensive Rebound.,30,36
2:56,2193,Mladen Armus Turnover.,30,36
2:56,2193,Foul on Mladen Armus.,30,36
2:27,94,Dantez Walton missed Three Point Jumper.,30,36
2:27,94,Carson Williams Offensive Rebound.,30,36
2:21,94,Mason Faulkner missed Three Point Jumper.,30,36
2:21,2193,Desonta Bradford Defensive Rebound.,30,36
2:14,94,Foul on Mason Faulkner.,30,36
2:14,2193,Kanayo Obi-Rapu made Free Throw.,31,36
2:14,2193,Kanayo Obi-Rapu made Free Throw.,32,36
2:01,94,Mason Faulkner Turnover.,32,36
2:00,2193,Bo Hodges Steal.,32,36
1:55,2193,Desonta Bradford missed Layup.,32,36
1:55,94,Mason Faulkner Defensive Rebound.,32,36
1:46,94,Lavone Holland II missed Three Point Jumper.,32,36
1:46,2193,Jalan McCloud Defensive Rebound.,32,36
1:37,2193,Jalan McCloud Turnover.,32,36
1:37,94,Lavone Holland II Steal.,32,36
1:37,2193,Foul on Bo Hodges.,32,36
1:37,94,Lavone Holland II made Free Throw.,32,37
1:37,94,Lavone Holland II made Free Throw.,32,38
1:18,2193,Jalan McCloud missed Jumper.,32,38
1:18,2193,James Harrison Offensive Rebound.,32,38
1:14,2193,James Harrison missed Jumper.,32,38
1:14,2193,Bo Hodges Offensive Rebound.,32,38
1:07,2193,Kanayo Obi-Rapu Turnover.,32,38
1:04,94,Lavone Holland II Steal.,32,38
1:00,94,Mason Faulkner made Three Point Jumper. Assisted by Dantez Walton.,32,41
0:47,2193,Bo Hodges missed Layup.,32,41
0:47,94,Drew McDonald Defensive Rebound.,32,41
0:39,94,Drew McDonald missed Three Point Jumper.,32,41
0:39,2193,James Harrison Defensive Rebound.,32,41
0:29,2193,East Tennessee State  Timeout,32,41
0:15,2193,Devontavius Payne missed Three Point Jumper.,32,41
0:15,2193,Bo Hodges Offensive Rebound.,32,41
0:02,94,Foul on Lavone Holland II.,32,41
0:02,2193,Jalan McCloud missed Free Throw.,32,41
0:02,2193,East Tennessee State Deadball Team Rebound.,32,41
0:02,2193,Jalan McCloud missed Free Throw.,32,41
0:02,94,Drew McDonald Defensive Rebound.,32,41
0:00,94,End of 1st half,32,41
19:50,2193,Desonta Bradford missed Three Point Jumper.,32,41
19:50,94,Lavone Holland II Defensive Rebound.,32,41
19:32,94,Carson Williams made Layup.,32,43
19:27,2193,Jermaine Long Turnover.,32,43
19:27,2193,Foul on Jermaine Long.,32,43
19:17,94,Lavone Holland II missed Jumper.,32,43
19:17,94,Carson Williams Offensive Rebound.,32,43
19:13,94,Carson Williams made Two Point Tip Shot.,32,45
19:05,2193,Devontavius Payne Turnover.,32,45
19:05,94,Jalen Tate Steal.,32,45
19:04,94,Jalen Tate made Layup.,32,47
19:04,2193,Foul on Devontavius Payne.,32,47
19:04,2193,East Tennessee State  Timeout,32,47
19:04,94,Official TV Timeout,32,47
19:04,94,Jalen Tate missed Free Throw.,32,47
19:04,2193,Desonta Bradford Defensive Rebound.,32,47
18:41,94,Foul on Drew McDonald.,32,47
18:41,2193,Desonta Bradford made Free Throw.,33,47
18:41,2193,Desonta Bradford made Free Throw.,34,47
18:30,94,Lavone Holland II missed Layup.,34,47
18:30,2193,Jalan McCloud Defensive Rebound.,34,47
18:25,2193,Jalan McCloud Turnover.,34,47
18:24,94,Carson Williams Steal.,34,47
18:18,94,Lavone Holland II missed Layup.,34,47
18:18,94,Lavone Holland II Offensive Rebound.,34,47
18:13,94,Lavone Holland II made Two Point Tip Shot.,34,49
17:53,94,Foul on Lavone Holland II.,34,49
17:46,2193,Jalan McCloud missed Layup.,34,49
17:46,94,Drew McDonald Block.,34,49
17:45,2193,East Tennessee State Offensive Rebound.,34,49
17:36,2193,David Burrell Turnover.,34,49
17:34,94,Lavone Holland II Steal.,34,49
17:32,94,Lavone Holland II made Layup.,34,51
17:32,2193,Foul on Jalan McCloud.,34,51
17:32,94,Lavone Holland II made Free Throw.,34,52
17:13,2193,David Burrell missed Three Point Jumper.,34,52
17:13,94,Carson Williams Defensive Rebound.,34,52
16:56,94,Drew McDonald made Three Point Jumper. Assisted by Lavone Holland II.,34,55
16:39,94,Foul on Lavone Holland II.,34,55
16:36,2193,Mladen Armus Turnover.,34,55
16:36,2193,Foul on Mladen Armus.,34,55
16:21,94,Drew McDonald missed Three Point Jumper.,34,55
16:21,2193,Desonta Bradford Defensive Rebound.,34,55
16:19,94,Foul on Jordan Garnett.,34,55
16:10,2193,Peter Jurkin Turnover.,34,55
15:49,94,Mason Faulkner missed Jumper.,34,55
15:45,2193,Jermaine Long Defensive Rebound.,34,55
15:43,94,Official TV Timeout,34,55
15:43,94,Foul on Jalen Tate.,34,55
15:43,94,Official TV Timeout,34,55
15:43,2193,Jermaine Long made Free Throw.,35,55
15:43,2193,Jermaine Long made Free Throw.,36,55
15:20,94,Jalen Tate Turnover.,36,55
15:19,2193,Bo Hodges Steal.,36,55
15:06,2193,David Burrell Turnover.,36,55
15:05,94,Mason Faulkner Steal.,36,55
14:59,94,Carson Williams missed Jumper.,36,55
14:59,94,Jeff Garrett Offensive Rebound.,36,55
14:55,94,Mason Faulkner missed Three Point Jumper.,36,55
14:55,2193,Desonta Bradford Block.,36,55
14:52,94,Jeff Garrett Offensive Rebound.,36,55
14:52,2193,Foul on David Burrell.,36,55
14:51,94,Mason Faulkner Turnover.,36,55
14:50,2193,Peter Jurkin Steal.,36,55
14:44,2193,Jalan McCloud missed Layup.,36,55
14:44,94,Mason Faulkner Defensive Rebound.,36,55
14:28,94,Carson Williams missed Three Point Jumper.,36,55
14:28,2193,Peter Jurkin Defensive Rebound.,36,55
14:09,2193,Peter Jurkin missed Jumper.,36,55
14:09,94,Jeff Garrett Defensive Rebound.,36,55
14:01,94,Mason Faulkner Turnover.,36,55
13:42,2193,Kanayo Obi-Rapu Turnover.,36,55
13:42,94,Drew McDonald Steal.,36,55
13:19,2193,Foul on Kanayo Obi-Rapu.,36,55
13:16,2193,Foul on Bo Hodges.,36,55
13:16,94,Drew McDonald made Free Throw.,36,56
13:16,94,Drew McDonald made Free Throw.,36,57
12:57,2193,Devontavius Payne made Three Point Jumper. Assisted by Bo Hodges.,39,57
12:38,94,Dantez Walton missed Three Point Jumper.,39,57
12:38,94,Drew McDonald Offensive Rebound.,39,57
12:34,94,Drew McDonald made Layup.,39,59
12:09,2193,Devontavius Payne missed Layup.,39,59
12:09,94,Jeff Garrett Defensive Rebound.,39,59
12:03,94,Lavone Holland II missed Three Point Jumper.,39,59
12:03,2193,Bo Hodges Defensive Rebound.,39,59
11:54,94,Foul on Drew McDonald.,39,59
11:54,94,Official TV Timeout,39,59
11:54,2193,Bo Hodges missed Free Throw.,39,59
11:54,2193,East Tennessee State Deadball Team Rebound.,39,59
11:54,2193,Bo Hodges made Free Throw.,40,59
11:31,94,Drew McDonald made Three Point Jumper. Assisted by Jordan Garnett.,40,62
11:10,2193,Bo Hodges missed Layup.,40,62
11:10,2193,Bo Hodges Offensive Rebound.,40,62
11:07,2193,Bo Hodges missed Layup.,40,62
11:07,2193,Mladen Armus Offensive Rebound.,40,62
11:01,2193,Devontavius Payne missed Jumper.,40,62
11:01,94,Drew McDonald Defensive Rebound.,40,62
10:45,2193,Foul on Jermaine Long.,40,62
10:45,94,Lavone Holland II made Free Throw.,40,63
10:45,94,Lavone Holland II made Free Throw.,40,64
10:19,2193,Desonta Bradford made Jumper.,42,64
10:06,94,Drew McDonald missed Three Point Jumper.,42,64
10:06,2193,Desonta Bradford Defensive Rebound.,42,64
9:56,2193,Desonta Bradford missed Layup.,42,64
9:56,2193,Mladen Armus Offensive Rebound.,42,64
9:54,2193,Mladen Armus made Free Throw.,43,64
9:54,2193,Mladen Armus missed Free Throw.,43,64
9:54,94,Drew McDonald Defensive Rebound.,43,64
9:54,94,Foul on Drew McDonald.,42,64
9:29,94,Jordan Garnett missed Three Point Jumper.,43,64
9:29,2193,Jalan McCloud Defensive Rebound.,43,64
9:21,2193,Desonta Bradford missed Three Point Jumper.,43,64
9:21,94,Lavone Holland II Defensive Rebound.,43,64
9:15,2193,Foul on Jalan McCloud.,43,64
9:15,94,Lavone Holland II made Free Throw.,43,65
9:15,94,Lavone Holland II made Free Throw.,43,66
8:58,2193,Desonta Bradford made Dunk.,45,66
8:42,94,Lavone Holland II made Layup.,45,68
8:39,94,Northern Kentucky  Timeout,45,68
8:20,2193,Desonta Bradford missed Jumper.,45,68
8:20,2193,Mladen Armus Offensive Rebound.,45,68
8:14,2193,Mladen Armus made Layup.,47,68
7:58,94,Jordan Garnett made Three Point Jumper. Assisted by Drew McDonald.,47,71
7:44,2193,Bo Hodges missed Three Point Jumper.,47,71
7:44,2193,Devontavius Payne Offensive Rebound.,47,71
7:39,2193,Bo Hodges made Layup.,49,71
7:39,94,Foul on Drew McDonald.,49,71
7:39,2193,Bo Hodges missed Free Throw.,49,71
7:39,94,Northern Kentucky Defensive Rebound.,49,71
7:24,94,Jeff Garrett Turnover.,49,71
7:23,2193,Desonta Bradford Steal.,49,71
7:20,2193,Devontavius Payne missed Three Point Jumper.,49,71
7:20,94,Carson Williams Defensive Rebound.,49,71
6:50,94,Lavone Holland II Turnover.,49,71
6:44,2193,Devontavius Payne missed Three Point Jumper.,49,71
6:44,94,Jeff Garrett Defensive Rebound.,49,71
6:25,94,Lavone Holland II missed Three Point Jumper.,49,71
6:25,2193,Mladen Armus Defensive Rebound.,49,71
6:17,2193,Desonta Bradford Turnover.,49,71
5:49,94,Carson Williams made Dunk. Assisted by Lavone Holland II.,49,73
5:33,2193,James Harrison Turnover.,49,73
5:32,94,Mason Faulkner Steal.,49,73
5:26,94,Carson Williams made Layup. Assisted by Mason Faulkner.,49,75
5:20,2193,East Tennessee State  Timeout,49,75
5:08,2193,Bo Hodges made Jumper.,51,75
4:50,94,Lavone Holland II missed Three Point Jumper.,51,75
4:50,2193,Desonta Bradford Defensive Rebound.,51,75
4:38,94,Foul on Jeff Garrett.,51,75
4:38,2193,David Burrell made Free Throw.,52,75
4:38,2193,David Burrell made Free Throw.,53,75
4:31,94,Jeff Garrett made Dunk. Assisted by Carson Williams.,53,77
4:14,2193,Desonta Bradford made Layup.,55,77
3:57,94,Mason Faulkner Turnover.,55,77
3:57,94,Foul on Mason Faulkner.,55,77
3:39,2193,Kanayo Obi-Rapu missed Three Point Jumper.,55,77
3:39,2193,Mladen Armus Offensive Rebound.,55,77
3:33,2193,Mladen Armus made Layup.,57,77
3:02,94,Jalen Tate Turnover.,57,77
3:02,2193,David Burrell Steal.,57,77
2:49,2193,Jalan McCloud missed Three Point Jumper.,57,77
2:49,94,Jordan Garnett Defensive Rebound.,57,77
2:42,94,Jalen Tate made Jumper.,57,79
2:20,94,Foul on Jalen Tate.,57,79
2:20,2193,Desonta Bradford made Free Throw.,58,79
2:20,2193,Desonta Bradford missed Free Throw.,58,79
2:20,94,Jeff Garrett Defensive Rebound.,58,79
2:03,94,Jeff Garrett missed Jumper.,58,79
2:03,2193,Mladen Armus Defensive Rebound.,58,79
1:55,2193,Jalan McCloud missed Layup.,58,79
1:55,94,Jeff Garrett Defensive Rebound.,58,79
1:28,94,Mason Faulkner missed Jumper.,58,79
1:28,2193,Mladen Armus Defensive Rebound.,58,79
1:18,2193,Desonta Bradford missed Three Point Jumper.,58,79
1:18,2193,David Burrell Offensive Rebound.,58,79
1:07,2193,Desonta Bradford made Layup.,60,79
0:55,94,Mason Faulkner Turnover.,60,79
0:54,2193,Desonta Bradford Steal.,60,79
0:51,2193,Desonta Bradford made Layup.,62,79
0:43,94,Jeff Garrett made Dunk. Assisted by Mason Faulkner.,62,81
0:36,94,Foul on Jalen Tate.,62,81
0:36,2193,Kanayo Obi-Rapu missed Free Throw.,62,81
0:36,2193,East Tennessee State Deadball Team Rebound.,62,81
0:36,2193,Kanayo Obi-Rapu made Free Throw.,63,81
0:12,94,Jeff Garrett missed Jumper.,63,81
0:12,2193,Kanayo Obi-Rapu Defensive Rebound.,63,81
0:05,2193,Kanayo Obi-Rapu missed Three Point Jumper.,63,81
0:05,94,Mason Faulkner Defensive Rebound.,63,81
0:00,94,End of Game,63,81
