McNeese,248,Houston,2377
16:12,248,Foul on Wes VanBeck.,38,56
15:51,2377,Kalob Ledoux missed Three Point Jumper.,38,56
15:51,2377,McNeese Offensive Rebound.,38,56
15:48,2377,McNeese  Timeout,38,56
15:37,2377,Jarren Greenwood missed Jumper.,38,56
15:37,2377,Quatarrius Wilson Offensive Rebound.,38,56
15:22,2377,Kalob Ledoux Turnover.,38,56
15:20,248,Wes VanBeck Steal.,38,56
15:18,2377,Foul on Kalob Ledoux.,38,56
15:04,248,Devin Davis missed Jumper.,38,56
15:04,248,Wes VanBeck Offensive Rebound.,38,56
14:51,248,Breaon Brady missed Dunk.,38,56
14:51,2377,Quatarrius Wilson Block.,38,56
14:50,2377,Quatarrius Wilson Defensive Rebound.,38,56
14:25,248,Foul on Nura Zanna.,38,56
14:25,2377,Demarco Owens missed Free Throw.,38,56
14:25,2377,McNeese Deadball Team Rebound.,38,56
14:25,2377,Demarco Owens missed Free Throw.,38,56
14:25,248,Fabian White Jr. Defensive Rebound.,38,56
14:22,248,Wes VanBeck missed Three Point Jumper.,38,56
14:22,2377,McNeese Defensive Rebound.,38,56
13:53,2377,Demarco Owens missed Jumper.,38,56
13:53,2377,Kalob Ledoux Offensive Rebound.,38,56
13:47,2377,Kalob Ledoux missed Jumper.,38,56
13:47,248,Corey Davis Jr. Defensive Rebound.,38,56
13:40,248,Wes VanBeck missed Three Point Jumper.,38,56
13:40,2377,McNeese Defensive Rebound.,38,56
13:08,2377,Jacob Ledoux missed Layup.,38,56
13:08,248,Nura Zanna Defensive Rebound.,38,56
13:07,2377,Foul on Demarco Owens.,38,56
12:56,248,Armoni Brooks missed Three Point Jumper.,38,56
12:56,248,Gabe Grant Offensive Rebound.,38,56
12:37,248,Armoni Brooks made Three Point Jumper. Assisted by Galen Robinson Jr..,38,59
12:07,2377,Quatarrius Wilson made Layup.,40,59
11:53,248,Houston  Timeout,40,59
11:43,248,Armoni Brooks missed Three Point Jumper.,40,59
11:43,2377,LaBarrius Hill Defensive Rebound.,40,59
11:41,248,Foul on Nura Zanna.,40,59
11:24,2377,Jarren Greenwood Turnover.,40,59
11:14,248,Gabe Grant made Three Point Jumper. Assisted by Galen Robinson Jr..,40,62
11:03,248,Foul on Galen Robinson Jr..,40,62
10:57,2377,James Harvey missed Three Point Jumper.,40,62
10:57,2377,Jacob Ledoux Offensive Rebound.,40,62
10:51,248,Foul on Galen Robinson Jr..,40,62
10:51,2377,Jacob Ledoux missed Free Throw.,40,62
10:51,2377,McNeese Deadball Team Rebound.,40,62
10:51,2377,Jacob Ledoux made Free Throw.,41,62
10:45,248,Wes VanBeck Turnover.,41,62
10:44,2377,Jacob Ledoux Steal.,41,62
10:42,2377,Jacob Ledoux missed Dunk.,41,62
10:42,248,Wes VanBeck Block.,41,62
10:40,2377,McNeese Offensive Rebound.,41,62
10:24,248,Foul on Cedrick Alley Jr..,41,62
10:24,2377,Quatarrius Wilson missed Free Throw.,41,62
10:24,248,Cedrick Alley Jr. Defensive Rebound.,41,62
10:13,248,Armoni Brooks made Three Point Jumper. Assisted by Cedrick Alley Jr..,41,65
9:50,2377,Jarren Greenwood missed Three Point Jumper.,41,65
9:50,248,Armoni Brooks Defensive Rebound.,41,65
9:40,2377,Foul on Quatarrius Wilson.,41,65
9:40,248,Nura Zanna made Free Throw.,41,66
9:40,248,Nura Zanna missed Free Throw.,41,66
9:40,2377,Quatarrius Wilson Defensive Rebound.,41,66
9:20,2377,James Harvey Turnover.,41,66
9:14,248,Corey Davis Jr. Turnover.,41,66
9:13,2377,Jacob Ledoux Steal.,41,66
9:11,2377,Jacob Ledoux made Layup.,43,66
9:11,248,Foul on Corey Davis Jr..,43,66
9:11,2377,McNeese  Timeout,44,66
9:11,2377,Jacob Ledoux made Free Throw.,44,66
8:48,248,Breaon Brady missed Jumper.,44,66
8:48,2377,Richard Laku Defensive Rebound.,44,66
8:47,248,Foul on Wes VanBeck.,44,66
8:47,2377,Quatarrius Wilson missed Free Throw.,44,66
8:47,248,Breaon Brady Defensive Rebound.,44,66
8:24,2377,Foul on Quatarrius Wilson.,44,66
8:24,248,Wes VanBeck made Free Throw.,44,67
8:24,248,Wes VanBeck missed Free Throw.,44,67
8:24,2377,Quatarrius Wilson Defensive Rebound.,44,67
8:14,2377,Jarren Greenwood Turnover.,44,67
8:13,248,Galen Robinson Jr. Steal.,44,67
8:11,248,Wes VanBeck missed Three Point Jumper.,44,67
8:11,2377,Richard Laku Defensive Rebound.,44,67
7:44,2377,Quatarrius Wilson Turnover.,44,67
7:43,248,Galen Robinson Jr. Steal.,44,67
7:39,248,Galen Robinson Jr. Turnover.,44,67
7:38,2377,McNeese  Timeout,44,67
7:38,2377,Jacob Ledoux made Free Throw.,45,67
7:38,2377,Jacob Ledoux made Free Throw.,46,67
7:37,2377,Jacob Ledoux Steal.,46,67
7:37,248,Foul on Galen Robinson Jr..,46,67
7:16,248,Foul on Breaon Brady.,46,67
7:16,248,Breaon Brady Turnover.,46,67
6:56,2377,Richard Laku Turnover.,46,67
6:43,248,Gabe Grant missed Jumper.,46,67
6:43,2377,Jacob Ledoux Defensive Rebound.,46,67
6:38,2377,Kalob Ledoux missed Jumper.,46,67
6:38,248,Devin Davis Defensive Rebound.,46,67
6:14,248,Foul on Breaon Brady.,46,67
6:14,248,Breaon Brady Turnover.,46,67
6:07,2377,Kalob Ledoux missed Three Point Jumper.,46,67
6:07,248,Breaon Brady Defensive Rebound.,46,67
5:58,248,Wes VanBeck missed Three Point Jumper.,46,67
5:58,2377,Quatarrius Wilson Defensive Rebound.,46,67
5:32,2377,Quatarrius Wilson made Jumper.,48,67
5:20,248,Houston  Timeout,48,67
5:00,248,Gabe Grant missed Three Point Jumper.,48,67
5:00,2377,McNeese Defensive Rebound.,48,67
4:39,2377,Richard Laku missed Jumper.,48,67
4:39,248,Armoni Brooks Defensive Rebound.,48,67
4:23,248,Corey Davis Jr. missed Jumper.,48,67
4:23,248,Chris Harris Jr. Offensive Rebound.,48,67
4:21,248,Chris Harris Jr. made Layup.,48,69
4:08,2377,Quatarrius Wilson missed Three Point Jumper.,48,69
4:08,2377,Adrian Brown Offensive Rebound.,48,69
4:02,248,Foul on Armoni Brooks.,48,69
4:02,2377,Adrian Brown made Free Throw.,49,69
4:02,2377,Adrian Brown missed Free Throw.,49,69
4:02,248,Chris Harris Jr. Defensive Rebound.,49,69
3:51,2377,Foul on Jacob Ledoux.,49,69
3:51,248,Houston  Timeout,49,69
3:51,248,Corey Davis Jr. missed Free Throw.,49,69
3:51,2377,Kalob Ledoux Defensive Rebound.,49,69
3:31,2377,Demarco Owens missed Jumper.,49,69
3:31,248,Gabe Grant Defensive Rebound.,49,69
3:20,248,Corey Davis Jr. made Jumper. Assisted by Gabe Grant.,49,71
2:48,2377,Jarren Greenwood missed Three Point Jumper.,49,71
2:48,2377,McNeese Offensive Rebound.,49,71
2:23,2377,Kalob Ledoux Turnover.,49,71
2:08,248,Chris Harris Jr. made Jumper. Assisted by Corey Davis Jr..,49,73
1:53,248,Foul on Cedrick Alley Jr..,49,73
1:53,2377,Adrian Brown made Free Throw.,50,73
1:53,2377,Adrian Brown missed Free Throw.,50,73
1:53,2377,Richard Laku Offensive Rebound.,50,73
1:51,2377,Richard Laku missed Jumper.,50,73
1:51,248,Gabe Grant Defensive Rebound.,50,73
1:50,2377,Foul on Jacob Ledoux.,50,73
1:50,248,Gabe Grant made Free Throw.,50,74
1:50,248,Gabe Grant missed Free Throw.,50,74
1:50,248,Valentine Sangoyomi Offensive Rebound.,50,74
1:28,248,Corey Davis Jr. made Three Point Jumper. Assisted by Gabe Grant.,50,77
1:21,2377,Richard Laku made Three Point Jumper. Assisted by Myles Hutchinson.,53,77
0:53,248,Mike Adewunmi missed Three Point Jumper.,53,77
0:53,248,Corey Davis Jr. Offensive Rebound.,53,77
0:40,248,Valentine Sangoyomi made Layup. Assisted by Corey Davis Jr..,53,79
0:34,2377,Fred Haywood missed Jumper.,53,79
0:34,248,Gabe Grant Defensive Rebound.,53,79
0:32,2377,Foul on Fred Haywood.,53,79
0:32,248,Gabe Grant made Free Throw.,53,80
0:32,248,Gabe Grant made Free Throw.,53,81
0:11,2377,Jacob Bonnington missed Three Point Jumper.,53,81
0:11,248,Armoni Brooks Defensive Rebound.,53,81
0:00,248,End of Game,53,81
