Florida Atlantic,58,South Florida,2226
9:48,58,Stephan Jiggetts missed Jumper.,44,48
9:48,2226,Defensive Rebound.,44,48
9:46,58,Foul on Malik Martin.,44,48
9:32,2226,Justin Massey missed Layup.,44,48
9:32,2226,Amir Smith Offensive Rebound.,44,48
9:28,2226,Amir Smith made Layup.,46,48
9:06,58,Tulio Da Silva missed Jumper.,46,48
9:06,58,Justin Brown Offensive Rebound.,46,48
8:46,58,Terrence Samuel missed Layup.,46,48
8:46,2226,Jailyn Ingram Defensive Rebound.,46,48
8:39,2226,Amir Smith missed Dunk.,46,48
8:39,2226,Amir Smith Offensive Rebound.,46,48
8:37,2226,Amir Smith made Layup.,48,48
8:08,2226,Foul on Justin Massey.,48,48
8:00,2226,Foul on Justin Massey.,48,48
7:59,58,Official TV Timeout,48,48
7:47,58,Payton Banks missed Layup.,48,48
7:47,2226,Amir Smith Block.,48,48
7:46,58,Tulio Da Silva Offensive Rebound.,48,48
7:46,2226,Foul on Jailyn Ingram.,48,48
7:46,58,Tulio Da Silva missed Free Throw.,48,48
7:46,58,South Florida Deadball Team Rebound.,48,48
7:46,58,Tulio Da Silva made Free Throw.,48,49
7:28,2226,Ronald Delph missed Jumper.,48,49
7:28,2226,Payton Hulsey Offensive Rebound.,48,49
7:27,58,Foul on Tulio Da Silva.,48,49
7:27,2226,Payton Hulsey made Free Throw.,49,49
7:27,2226,Payton Hulsey missed Free Throw.,49,49
7:27,58,Payton Banks Defensive Rebound.,49,49
7:17,2226,Foul on Amir Smith.,49,49
7:17,58,Payton Banks made Free Throw.,49,50
7:17,58,Payton Banks made Free Throw.,49,51
7:01,2226,Justin Massey missed Layup.,49,51
7:01,58,Tulio Da Silva Defensive Rebound.,49,51
6:38,58,Stephan Jiggetts missed Jumper.,49,51
6:38,2226,Payton Hulsey Defensive Rebound.,49,51
6:05,2226,Turnover.,49,51
5:33,58,South Florida  Turnover.,49,51
5:19,2226,Payton Hulsey missed Jumper.,49,51
5:19,2226,William Pfister Offensive Rebound.,49,51
4:57,2226,Payton Hulsey made Layup.,51,51
4:57,58,Foul on Nikola Scekic.,51,51
4:57,2226,Payton Hulsey missed Free Throw.,51,51
4:57,58,Malik Martin Defensive Rebound.,51,51
4:35,58,Stephan Jiggetts missed Layup.,51,51
4:35,2226,Ronald Delph Block.,51,51
4:33,2226,Anthony Adger Defensive Rebound.,51,51
4:28,2226,Payton Hulsey Turnover.,51,51
4:09,58,Tulio Da Silva made Three Point Jumper. Assisted by Terrence Samuel.,51,54
3:47,2226,Ronald Delph made Jumper. Assisted by Anthony Adger.,53,54
3:23,58,Terrence Samuel made Jumper.,53,56
3:04,2226,Anthony Adger missed Jumper.,53,56
3:04,2226,Ronald Delph Offensive Rebound.,53,56
2:59,2226,Ronald Delph missed Layup.,53,56
2:59,2226,Ronald Delph Offensive Rebound.,53,56
2:57,2226,Ronald Delph made Layup.,55,56
2:31,58,Payton Banks Turnover.,55,56
2:30,2226,Payton Hulsey Steal.,55,56
2:28,2226,Payton Hulsey made Layup. Assisted by William Pfister.,57,56
2:19,58,South Florida  Timeout,57,56
2:19,58,Official TV Timeout,57,56
2:00,58,Stephan Jiggetts missed Three Point Jumper.,57,56
2:00,2226,Anthony Adger Defensive Rebound.,57,56
1:26,2226,Jailyn Ingram missed Three Point Jumper.,57,56
1:26,2226,Anthony Adger Offensive Rebound.,57,56
1:23,2226,Anthony Adger missed Layup.,57,56
1:23,2226,Ronald Delph Offensive Rebound.,57,56
1:20,2226,Ronald Delph made Layup.,59,56
0:54,2226,Foul on Jailyn Ingram.,59,56
0:54,58,Stephan Jiggetts made Free Throw.,59,57
0:54,58,Stephan Jiggetts made Free Throw.,59,58
0:27,2226,Payton Hulsey Turnover.,59,58
0:27,58,Tulio Da Silva Steal.,59,58
0:23,58,South Florida  Timeout,59,58
0:12,58,Stephan Jiggetts made Jumper.,59,60
0:11,2226,Florida Atlantic  Timeout,59,60
0:02,2226,Gerdarius Troutman missed Three Point Jumper.,59,60
0:02,58,Malik Martin Defensive Rebound.,59,60
0:00,58,End of Game,59,60
