Loyola (MD),77,Northwestern,2352
5:37,2352,Cam Gregory missed Free Throw.,18,24
5:37,2352,Loyola (MD) Deadball Team Rebound.,18,24
5:37,2352,Cam Gregory made Free Throw.,19,24
5:19,77,Bryant McIntosh made Jumper.,19,26
5:06,2352,Brent Holcombe missed Three Point Jumper.,19,26
5:06,77,Barret Benson Defensive Rebound.,19,26
4:57,77,Foul on Bryant McIntosh.,19,26
4:57,77,Bryant McIntosh Turnover.,19,26
4:42,2352,Andre Walker made Layup. Assisted by Cam Gregory.,21,26
4:23,77,Vic Law made Layup.,21,28
4:23,2352,Foul on Nevell Provo.,21,28
4:23,77,Vic Law missed Free Throw.,21,28
4:23,2352,Cam Gregory Defensive Rebound.,21,28
4:09,2352,Cam Gregory Turnover.,21,28
3:46,2352,Foul on Nevell Provo.,21,28
3:46,77,Official TV Timeout,21,28
3:46,77,Gavin Skelly made Free Throw.,21,29
3:46,77,Gavin Skelly missed Free Throw.,21,29
3:46,77,Northwestern Offensive Rebound.,21,29
3:35,77,Bryant McIntosh missed Layup.,21,29
3:35,2352,Isaiah Hart Block.,21,29
3:35,77,Northwestern Offensive Rebound.,21,29
3:30,77,Vic Law made Dunk. Assisted by Bryant McIntosh.,21,31
3:17,2352,James Fives missed Layup.,21,31
3:17,77,Barret Benson Defensive Rebound.,21,31
3:11,77,Bryant McIntosh made Layup. Assisted by Barret Benson.,21,33
2:51,2352,Cam Gregory missed Layup.,21,33
2:51,77,Gavin Skelly Defensive Rebound.,21,33
2:45,77,Bryant McIntosh Turnover.,21,33
2:44,2352,Isaiah Hart Steal.,21,33
2:42,77,Foul on Gavin Skelly.,21,33
2:42,2352,Isaiah Hart made Free Throw.,22,33
2:42,2352,Isaiah Hart missed Free Throw.,22,33
2:42,77,Vic Law Defensive Rebound.,22,33
2:36,77,Isiah Brown missed Layup.,22,33
2:36,2352,Isaiah Hart Defensive Rebound.,22,33
2:07,2352,Andre Walker missed Jumper.,22,33
2:07,2352,Sam Norton Offensive Rebound.,22,33
2:01,2352,Isaiah Hart missed Layup.,22,33
2:01,77,Bryant McIntosh Block.,22,33
2:00,77,Bryant McIntosh Defensive Rebound.,22,33
1:52,2352,Foul on Sam Norton.,22,33
1:52,77,Anthony Gaines made Free Throw.,22,34
1:52,77,Anthony Gaines made Free Throw.,22,35
1:28,2352,Cam Gregory missed Layup.,22,35
1:28,77,Barret Benson Block.,22,35
1:26,2352,Cam Gregory Offensive Rebound.,22,35
1:24,2352,Cam Gregory made Layup.,24,35
1:02,77,Anthony Gaines missed Layup.,24,35
1:02,2352,Loyola (MD) Defensive Rebound.,24,35
0:36,2352,Foul on Andrew Kostecka.,24,35
0:36,2352,Andrew Kostecka Turnover.,24,35
0:07,77,Scottie Lindsey made Dunk. Assisted by Vic Law.,24,37
0:01,2352,Isaiah Hart missed Three Point Jumper.,24,37
0:01,77,Vic Law Block.,24,37
0:00,77,Barret Benson Defensive Rebound.,24,37
0:00,77,End of 1st half,24,37
19:50,2352,Foul on Andre Walker.,24,37
19:44,77,Bryant McIntosh made Jumper.,24,39
19:43,2352,Foul on Ian Langendoerfer.,24,39
19:17,77,Bryant McIntosh made Jumper.,24,41
19:02,77,Foul on Anthony Gaines.,24,41
18:46,2352,Andre Walker made Jumper.,26,41
18:33,77,Dererk Pardon missed Layup.,26,41
18:33,2352,Andre Walker Defensive Rebound.,26,41
18:26,2352,Andrew Kostecka made Three Point Jumper. Assisted by Andre Walker.,29,41
18:13,2352,Foul on Ian Langendoerfer.,29,41
18:12,2352,Foul on James Fives.,29,41
18:12,77,Vic Law made Free Throw.,29,42
18:12,77,Vic Law made Free Throw.,29,43
18:01,2352,Andre Walker missed Jumper.,29,43
18:01,77,Vic Law Defensive Rebound.,29,43
17:54,77,Scottie Lindsey missed Three Point Jumper.,29,43
17:54,2352,James Fives Defensive Rebound.,29,43
17:41,2352,Brent Holcombe made Three Point Jumper. Assisted by Andrew Kostecka.,32,43
17:24,77,Vic Law missed Jumper.,32,43
17:24,77,Dererk Pardon Offensive Rebound.,32,43
17:20,77,Dererk Pardon missed Layup.,32,43
17:20,2352,Cam Gregory Defensive Rebound.,32,43
17:09,2352,Foul on Brent Holcombe.,32,43
17:09,2352,Brent Holcombe Turnover.,32,43
17:01,2352,Foul on Isaiah Hart.,32,43
16:59,77,Scottie Lindsey missed Jumper.,32,43
16:59,77,Scottie Lindsey Offensive Rebound.,32,43
16:58,2352,Foul on Andre Walker.,32,43
16:58,2352,Technical Foul on Andre Walker.,32,43
16:58,2352,Foul on Andre Walker.,32,43
16:58,77,Bryant McIntosh made Free Throw.,32,44
16:58,77,Bryant McIntosh made Free Throw.,32,45
16:58,77,Scottie Lindsey made Free Throw.,32,46
16:58,77,Scottie Lindsey missed Free Throw.,32,46
16:58,2352,Cam Gregory Defensive Rebound.,32,46
16:49,2352,Andre Walker made Layup.,34,46
16:33,77,Bryant McIntosh missed Three Point Jumper.,34,46
16:33,2352,Andrew Kostecka Defensive Rebound.,34,46
16:27,2352,Andre Walker missed Layup.,34,46
16:27,77,Vic Law Block.,34,46
16:25,77,Scottie Lindsey Defensive Rebound.,34,46
16:21,77,Gavin Skelly Turnover.,34,46
16:19,2352,Brent Holcombe missed Layup.,34,46
16:18,77,Gavin Skelly Block.,34,46
16:17,2352,Loyola (MD) Offensive Rebound.,34,46
16:07,77,Foul on Gavin Skelly.,34,46
16:07,2352,Nevell Provo Turnover.,34,46
16:06,77,Scottie Lindsey made Jumper. Assisted by Bryant McIntosh.,34,48
15:42,2352,Foul on Andre Walker.,34,48
15:42,2352,Andre Walker Turnover.,34,48
15:42,77,Official TV Timeout,34,48
15:23,77,Bryant McIntosh missed Three Point Jumper.,34,48
15:23,77,Dererk Pardon Offensive Rebound.,34,48
15:20,2352,Foul on Brent Holcombe.,34,48
15:20,77,Dererk Pardon missed Free Throw.,34,48
15:20,77,Northwestern Deadball Team Rebound.,34,48
15:20,77,Dererk Pardon missed Free Throw.,34,48
15:20,2352,Cam Gregory Defensive Rebound.,34,48
14:58,77,Foul on Jordan Ash.,34,48
14:48,2352,Brent Holcombe made Three Point Jumper. Assisted by James Fives.,37,48
14:34,77,Scottie Lindsey missed Three Point Jumper.,37,48
14:34,2352,James Fives Defensive Rebound.,37,48
14:24,2352,Isaiah Hart missed Layup.,37,48
14:24,77,Dererk Pardon Block.,37,48
14:22,2352,Cam Gregory Offensive Rebound.,37,48
14:22,77,Foul on Scottie Lindsey.,37,48
14:22,2352,Cam Gregory made Free Throw.,38,48
14:22,2352,Cam Gregory made Free Throw.,39,48
13:56,2352,Foul on Cam Gregory.,39,48
13:56,77,Isiah Brown made Free Throw.,39,49
13:56,77,Isiah Brown made Free Throw.,39,50
13:46,2352,Andrew Kostecka made Layup.,41,50
13:46,77,Foul on Vic Law.,41,50
13:46,2352,Andrew Kostecka made Free Throw.,42,50
13:34,77,Isiah Brown made Jumper.,42,52
13:15,2352,Cam Gregory made Jumper.,44,52
12:54,77,Dererk Pardon made Layup.,44,54
12:54,2352,Foul on Brent Holcombe.,44,54
12:54,77,Dererk Pardon missed Free Throw.,44,54
12:54,2352,Brent Holcombe Defensive Rebound.,44,54
12:47,2352,Cam Gregory made Dunk. Assisted by Isaiah Hart.,46,54
12:34,77,Vic Law missed Three Point Jumper.,46,54
12:34,2352,Isaiah Hart Defensive Rebound.,46,54
12:26,2352,Isaiah Hart missed Layup.,46,54
12:26,77,Dererk Pardon Defensive Rebound.,46,54
12:22,77,Dererk Pardon Turnover.,46,54
12:22,2352,Andrew Kostecka Steal.,46,54
12:22,77,Foul on Dererk Pardon.,46,54
12:19,2352,Andrew Kostecka Turnover.,46,54
12:03,77,Bryant McIntosh Turnover.,46,54
12:03,2352,James Fives Steal.,46,54
11:52,2352,Cam Gregory missed Layup.,46,54
11:52,77,Northwestern Defensive Rebound.,46,54
11:52,2352,Foul on Brent Holcombe.,46,54
11:52,77,Official TV Timeout,46,54
11:52,77,Vic Law made Free Throw.,46,55
11:52,77,Vic Law missed Free Throw.,46,55
11:52,2352,Sam Norton Defensive Rebound.,46,55
11:36,2352,Isaiah Hart missed Layup.,46,55
11:36,2352,Andrew Kostecka Offensive Rebound.,46,55
11:32,2352,Andrew Kostecka made Three Point Jumper.,49,55
11:16,77,Scottie Lindsey missed Jumper.,49,55
11:16,2352,Sam Norton Defensive Rebound.,49,55
11:14,77,Foul on Barret Benson.,49,55
11:14,2352,Sam Norton made Free Throw.,50,55
11:14,2352,Sam Norton missed Free Throw.,50,55
11:14,77,Dererk Pardon Defensive Rebound.,50,55
10:59,77,Isiah Brown Turnover.,50,55
10:58,2352,Cam Gregory Steal.,50,55
10:48,2352,Andrew Kostecka made Three Point Jumper. Assisted by Sam Norton.,53,55
10:33,77,Northwestern  Timeout,53,55
10:24,77,Bryant McIntosh missed Jumper.,53,55
10:24,2352,Andrew Kostecka Defensive Rebound.,53,55
10:18,77,Foul on Dererk Pardon.,53,55
10:18,2352,Cam Gregory made Free Throw.,54,55
10:18,2352,Cam Gregory made Free Throw.,55,55
10:04,77,Vic Law missed Layup.,55,55
10:04,77,Bryant McIntosh Offensive Rebound.,55,55
9:58,77,Vic Law made Three Point Jumper. Assisted by Bryant McIntosh.,55,58
9:31,2352,Andrew Kostecka missed Layup.,55,58
9:31,77,Scottie Lindsey Defensive Rebound.,55,58
9:19,77,Barret Benson missed Layup.,55,58
9:19,2352,Isaiah Hart Block.,55,58
9:17,2352,James Fives Defensive Rebound.,55,58
9:14,2352,James Fives missed Layup.,55,58
9:14,77,Vic Law Block.,55,58
9:10,77,Scottie Lindsey Defensive Rebound.,55,58
9:07,77,Gavin Skelly Turnover.,55,58
8:52,77,Foul on Anthony Gaines.,55,58
8:52,2352,Andre Walker missed Free Throw.,55,58
8:52,77,Barret Benson Defensive Rebound.,55,58
8:31,77,Barret Benson missed Three Point Jumper.,55,58
8:31,2352,Nevell Provo Defensive Rebound.,55,58
8:18,77,Foul on Barret Benson.,55,58
8:18,2352,Brent Holcombe made Free Throw.,56,58
8:18,2352,Brent Holcombe missed Free Throw.,56,58
8:18,77,Bryant McIntosh Defensive Rebound.,56,58
8:10,77,Anthony Gaines Turnover.,56,58
8:09,2352,Andrew Kostecka Steal.,56,58
8:02,77,Foul on Anthony Gaines.,56,58
8:02,2352,Andrew Kostecka made Free Throw.,57,58
8:02,2352,Andrew Kostecka missed Free Throw.,57,58
8:02,77,Scottie Lindsey Defensive Rebound.,57,58
7:49,77,Scottie Lindsey made Jumper.,57,60
7:35,77,Foul on Vic Law.,57,60
7:35,77,Official TV Timeout,57,60
7:35,2352,Andrew Kostecka missed Free Throw.,57,60
7:35,2352,Loyola (MD) Deadball Team Rebound.,57,60
7:35,2352,Andrew Kostecka made Free Throw.,58,60
7:23,77,Bryant McIntosh Turnover.,58,60
7:21,2352,Andrew Kostecka Steal.,58,60
7:05,2352,Brent Holcombe made Three Point Jumper. Assisted by Andrew Kostecka.,61,60
6:52,77,Dererk Pardon made Layup. Assisted by Isiah Brown.,61,62
6:37,2352,Cam Gregory missed Layup.,61,62
6:37,77,Scottie Lindsey Block.,61,62
6:35,2352,James Fives Offensive Rebound.,61,62
6:25,2352,Andrew Kostecka missed Three Point Jumper.,61,62
6:25,77,Vic Law Defensive Rebound.,61,62
6:06,77,Vic Law missed Jumper.,61,62
6:06,77,Dererk Pardon Offensive Rebound.,61,62
6:02,2352,Foul on Andrew Kostecka.,61,62
6:02,77,Dererk Pardon missed Free Throw.,61,62
6:02,77,Northwestern Deadball Team Rebound.,61,62
6:02,77,Dererk Pardon made Free Throw.,61,63
5:52,2352,Andrew Kostecka missed Jumper.,61,63
5:52,77,Isiah Brown Defensive Rebound.,61,63
5:40,77,Bryant McIntosh missed Layup.,61,63
5:40,77,Vic Law Offensive Rebound.,61,63
5:34,77,Vic Law missed Dunk.,61,63
5:34,2352,Brent Holcombe Defensive Rebound.,61,63
5:18,77,Foul on Isiah Brown.,61,63
5:18,2352,Andre Walker missed Free Throw.,61,63
5:18,2352,Loyola (MD) Deadball Team Rebound.,61,63
5:18,2352,Andre Walker made Free Throw.,62,63
5:04,77,Bryant McIntosh missed Three Point Jumper.,62,63
5:04,2352,James Fives Defensive Rebound.,62,63
4:44,2352,Isaiah Hart made Jumper.,64,63
4:34,2352,Foul on Cam Gregory.,64,63
4:34,77,Dererk Pardon made Free Throw.,64,64
4:34,77,Dererk Pardon made Free Throw.,64,65
4:18,2352,Isaiah Hart made Jumper. Assisted by Cam Gregory.,66,65
4:02,77,Scottie Lindsey made Three Point Jumper. Assisted by Bryant McIntosh.,66,68
3:33,2352,Loyola (MD)  Timeout,66,68
3:28,2352,Cam Gregory made Dunk. Assisted by Isaiah Hart.,68,68
3:14,77,Scottie Lindsey made Three Point Jumper.,68,71
3:00,2352,Isaiah Hart Turnover.,68,71
2:46,2352,Foul on Cam Gregory.,68,71
2:46,77,Scottie Lindsey missed Free Throw.,68,71
2:46,77,Northwestern Deadball Team Rebound.,68,71
2:46,77,Scottie Lindsey made Free Throw.,68,72
2:36,2352,Brent Holcombe Turnover.,68,72
2:35,77,Gavin Skelly Steal.,68,72
2:13,77,Dererk Pardon made Dunk. Assisted by Gavin Skelly.,68,74
2:13,2352,Foul on Andrew Kostecka.,68,74
2:13,77,Dererk Pardon missed Free Throw.,68,74
2:13,2352,James Fives Defensive Rebound.,68,74
1:54,2352,Andrew Kostecka made Jumper. Assisted by Isaiah Hart.,70,74
1:54,77,Foul on Scottie Lindsey.,70,74
1:54,2352,Andrew Kostecka missed Free Throw.,70,74
1:54,77,Scottie Lindsey Defensive Rebound.,70,74
1:41,2352,Foul on Andrew Kostecka.,70,74
1:41,77,Dererk Pardon missed Free Throw.,70,74
1:41,77,Northwestern Deadball Team Rebound.,70,74
1:41,77,Dererk Pardon made Free Throw.,70,75
1:31,2352,Brent Holcombe made Three Point Jumper. Assisted by Andre Walker.,73,75
1:15,77,Scottie Lindsey missed Three Point Jumper.,73,75
1:15,2352,Andrew Kostecka Defensive Rebound.,73,75
0:56,2352,Andre Walker Turnover.,73,75
0:53,77,Scottie Lindsey Steal.,73,75
0:24,77,Scottie Lindsey missed Three Point Jumper.,73,75
0:24,77,Northwestern Offensive Rebound.,73,75
0:24,77,Northwestern  Turnover.,73,75
0:23,2352,Loyola (MD)  Timeout,73,75
0:14,2352,Brent Holcombe Turnover.,73,75
0:14,77,Bryant McIntosh Steal.,73,75
0:14,2352,Foul on Brent Holcombe.,73,75
0:14,77,Bryant McIntosh made Free Throw.,73,76
0:14,77,Bryant McIntosh made Free Throw.,73,77
0:14,77,Northwestern  Timeout,73,77
0:07,2352,Andre Walker missed Jumper.,73,77
0:07,2352,James Fives Offensive Rebound.,73,77
0:07,77,Foul on Vic Law.,73,77
0:07,2352,James Fives made Free Throw.,74,77
0:07,2352,James Fives made Free Throw.,75,77
0:07,2352,Loyola (MD)  Timeout,75,77
0:06,2352,Foul on James Fives.,75,77
0:06,77,Scottie Lindsey missed Free Throw.,75,77
0:06,77,Northwestern Deadball Team Rebound.,75,77
0:06,77,Scottie Lindsey missed Free Throw.,75,77
0:06,2352,Cam Gregory Defensive Rebound.,75,77
0:02,2352,Andre Walker Turnover.,75,77
0:01,2352,Foul on Isaiah Hart.,75,77
0:01,77,Bryant McIntosh made Free Throw.,75,78
0:01,77,Bryant McIntosh made Free Throw.,75,79
0:00,77,Official TV Timeout,75,79
0:00,77,End of Game,75,77
