Seattle,139,Saint Louis,2547
9:14,2547,Jordan Hill made Free Throw.,16,19
8:49,139,Davell Roby made Jumper.,16,21
8:32,139,Foul on Jalen Johnson.,16,21
8:29,2547,Morgan Means missed Three Point Jumper.,16,21
8:29,139,Javon Bess Defensive Rebound.,16,21
8:07,139,Davell Roby made Jumper. Assisted by Jordan Goodwin.,16,23
7:43,2547,Matej Kavas Turnover.,16,23
7:42,139,Jordan Goodwin Steal.,16,23
7:39,139,Official TV Timeout,16,23
7:30,139,Hasahn French missed Layup.,16,23
7:30,2547,Aaron Menzies Block.,16,23
7:27,139,Hasahn French Offensive Rebound.,16,23
7:25,139,Hasahn French made Layup.,16,25
7:14,2547,Richaud Gittens missed Jumper.,16,25
7:14,139,Jordan Goodwin Block.,16,25
7:14,139,Saint Louis Defensive Rebound.,16,25
7:14,2547,Foul on Aaron Menzies.,16,25
7:00,139,Javon Bess made Jumper.,16,27
6:42,2547,Jordan Hill made Jumper.,18,27
6:21,139,Davell Roby missed Three Point Jumper.,18,27
6:21,2547,Aaron Menzies Defensive Rebound.,18,27
6:05,2547,Jordan Hill made Layup.,20,27
6:04,139,Saint Louis  Timeout,20,27
5:53,139,Foul on Hasahn French.,20,27
5:53,139,Hasahn French Turnover.,20,27
5:35,2547,Jordan Hill missed Layup.,20,27
5:35,139,Saint Louis Defensive Rebound.,20,27
5:18,139,Jordan Goodwin missed Jumper.,20,27
5:18,2547,Jordan Hill Block.,20,27
5:17,139,Jordan Goodwin Offensive Rebound.,20,27
5:14,139,Javon Bess Turnover.,20,27
4:58,2547,Matej Kavas missed Jumper.,20,27
4:58,139,Jalen Johnson Defensive Rebound.,20,27
4:38,139,Aaron Hines missed Three Point Jumper.,20,27
4:38,2547,Matej Kavas Defensive Rebound.,20,27
4:25,2547,Matej Kavas Turnover.,20,27
4:24,139,Jordan Goodwin Steal.,20,27
4:06,139,Javon Bess missed Jumper.,20,27
4:06,2547,Scott Ulaneo Defensive Rebound.,20,27
3:45,2547,Jordan Hill made Three Point Jumper. Assisted by Richaud Gittens.,23,27
3:29,139,Jalen Johnson missed Three Point Jumper.,23,27
3:29,139,Jordan Goodwin Offensive Rebound.,23,27
3:26,2547,Foul on Jordan Hill.,23,27
3:26,139,Official TV Timeout,23,27
3:26,139,Jordan Goodwin missed Free Throw.,23,27
3:26,139,Saint Louis Deadball Team Rebound.,23,27
3:26,139,Jordan Goodwin made Free Throw.,23,28
3:15,2547,Richaud Gittens missed Three Point Jumper.,23,28
3:15,139,Jordan Goodwin Defensive Rebound.,23,28
3:06,139,Aaron Hines made Three Point Jumper. Assisted by Jordan Goodwin.,23,31
2:51,2547,Jordan Hill made Three Point Jumper.,26,31
2:15,139,Davell Roby missed Jumper.,26,31
2:15,139,Davell Roby Offensive Rebound.,26,31
2:02,139,Hasahn French missed Layup.,26,31
2:02,2547,Scott Ulaneo Block.,26,31
2:00,2547,Richaud Gittens Defensive Rebound.,26,31
1:57,2547,Richaud Gittens missed Layup.,26,31
1:57,139,Jordan Goodwin Block.,26,31
1:57,2547,Seattle Offensive Rebound.,26,31
1:47,2547,Josh Hearlihy Turnover.,26,31
1:24,139,Javon Bess missed Jumper.,26,31
1:24,139,Saint Louis Offensive Rebound.,26,31
1:21,139,Davell Roby missed Layup.,26,31
1:21,2547,Matej Kavas Block.,26,31
1:19,2547,Aaron Nettles Defensive Rebound.,26,31
1:05,2547,Richaud Gittens Turnover.,26,31
1:05,139,Jordan Goodwin Steal.,26,31
1:04,2547,Foul on Aaron Nettles.,26,31
1:04,139,Jordan Goodwin missed Free Throw.,26,31
1:04,139,Saint Louis Deadball Team Rebound.,26,31
1:04,139,Jordan Goodwin made Free Throw.,26,32
0:49,139,Jordan Goodwin missed Jumper.,26,32
0:49,2547,Matej Kavas Defensive Rebound.,26,32
0:31,2547,Richaud Gittens missed Three Point Jumper.,26,32
0:31,2547,Seattle Offensive Rebound.,26,32
0:29,139,Foul on Hasahn French.,26,32
0:29,2547,Scott Ulaneo made Free Throw.,27,32
0:29,2547,Scott Ulaneo missed Free Throw.,27,32
0:29,139,Aaron Hines Defensive Rebound.,27,32
0:02,2547,Foul on Scott Ulaneo.,27,32
0:02,139,Javon Bess made Free Throw.,27,33
0:02,139,Javon Bess made Free Throw.,27,34
0:00,139,End of 1st half,27,34
19:50,2547,Richaud Gittens missed Jumper.,27,34
19:50,139,Jalen Johnson Defensive Rebound.,27,34
19:41,139,Davell Roby missed Three Point Jumper.,27,34
19:41,2547,Morgan Means Offensive Rebound.,27,34
19:17,139,Hasahn French Steal.,27,34
19:17,2547,Morgan Means Turnover.,27,34
19:10,139,Hasahn French made Dunk. Assisted by Davell Roby.,27,36
18:53,2547,Morgan Means Turnover.,27,36
18:53,139,Hasahn French Steal.,27,36
18:37,139,Javon Bess made Jumper. Assisted by Davell Roby.,27,38
18:19,2547,Morgan Means missed Three Point Jumper.,27,38
18:19,139,Davell Roby Defensive Rebound.,27,38
17:48,139,Davell Roby missed Three Point Jumper.,27,38
17:48,139,Javon Bess Offensive Rebound.,27,38
17:42,139,Javon Bess Turnover.,27,38
17:40,2547,Jordan Hill Steal.,27,38
17:26,2547,Matej Kavas made Jumper.,29,38
17:07,139,Davell Roby missed Jumper.,29,38
17:07,139,Jordan Goodwin Offensive Rebound.,29,38
17:02,139,Jordan Goodwin Turnover.,29,38
17:00,2547,Josh Hearlihy Steal.,29,38
16:46,2547,Richaud Gittens missed Three Point Jumper.,29,38
16:46,2547,Richaud Gittens Offensive Rebound.,29,38
16:42,2547,Richaud Gittens missed Three Point Jumper.,29,38
16:42,139,Javon Bess Defensive Rebound.,29,38
16:33,139,Davell Roby missed Three Point Jumper.,29,38
16:33,2547,Josh Hearlihy Defensive Rebound.,29,38
16:19,2547,Jordan Hill missed Jumper.,29,38
16:19,139,Jalen Johnson Defensive Rebound.,29,38
16:02,139,Jordan Goodwin missed Three Point Jumper.,29,38
16:02,2547,Scott Ulaneo Defensive Rebound.,29,38
15:43,139,Foul on Jordan Goodwin.,29,38
15:43,139,Official TV Timeout,29,38
15:31,2547,Matej Kavas missed Jumper.,29,38
15:31,139,Javon Bess Defensive Rebound.,29,38
15:14,139,Aaron Hines made Layup.,29,40
15:01,2547,Josh Hearlihy missed Three Point Jumper.,29,40
15:01,139,Davell Roby Defensive Rebound.,29,40
14:46,2547,Foul on Scott Ulaneo.,29,40
14:46,139,Jalen Johnson missed Free Throw.,29,40
14:46,139,Saint Louis Deadball Team Rebound.,29,40
14:46,139,Jalen Johnson made Free Throw.,29,41
14:24,2547,Richaud Gittens missed Layup.,29,41
14:24,139,Jalen Johnson Block.,29,41
14:24,139,Saint Louis Defensive Rebound.,29,41
14:12,139,Javon Bess missed Three Point Jumper.,29,41
14:12,2547,Matej Kavas Defensive Rebound.,29,41
13:57,2547,Morgan Means missed Three Point Jumper.,29,41
13:57,139,Javon Bess Defensive Rebound.,29,41
13:37,139,Aaron Hines made Three Point Jumper. Assisted by Davell Roby.,29,44
13:34,2547,Foul on Morgan Means.,29,44
13:34,2547,Seattle  Timeout,29,44
13:34,139,Aaron Hines missed Free Throw.,29,44
13:34,2547,Jordan Hill Defensive Rebound.,29,44
13:22,2547,Josh Hearlihy missed Layup.,29,44
13:22,139,Saint Louis Defensive Rebound.,29,44
13:02,139,Foul on D.J. Foreman.,29,44
13:02,139,D.J. Foreman Turnover.,29,44
12:50,2547,Josh Hearlihy missed Layup.,29,44
12:50,139,Jordan Goodwin Defensive Rebound.,29,44
12:44,139,Jordan Goodwin missed Layup.,29,44
12:44,2547,Matej Kavas Defensive Rebound.,29,44
12:31,2547,Matej Kavas made Layup. Assisted by Josh Hearlihy.,31,44
12:10,2547,Foul on Jordan Hill.,31,44
11:51,2547,Foul on Matej Kavas.,31,44
11:51,139,Jalen Johnson made Free Throw.,31,45
11:51,139,Jalen Johnson made Free Throw.,31,46
11:51,139,Jalen Johnson made Free Throw.,31,47
11:42,139,Foul on Jalen Johnson.,31,47
11:42,2547,Matej Kavas made Three Point Jumper. Assisted by Jordan Hill.,34,47
11:05,139,Davell Roby missed Jumper.,34,47
11:05,2547,Seattle Defensive Rebound.,34,47
10:52,139,Foul on Jalen Johnson.,34,47
10:52,2547,Matej Kavas made Free Throw.,35,47
10:52,2547,Matej Kavas made Free Throw.,36,47
10:24,139,D.J. Foreman missed Jumper.,36,47
10:24,2547,Richaud Gittens Defensive Rebound.,36,47
10:01,2547,Richaud Gittens Turnover.,36,47
10:00,139,Aaron Hines Steal.,36,47
9:53,139,Jordan Goodwin missed Three Point Jumper.,36,47
9:53,2547,Morgan Means Defensive Rebound.,36,47
9:33,2547,Richaud Gittens missed Three Point Jumper.,36,47
9:33,139,D.J. Foreman Defensive Rebound.,36,47
9:18,139,Jordan Goodwin Turnover.,36,47
9:17,2547,Jordan Hill Steal.,36,47
9:15,2547,Jordan Hill made Layup.,38,47
9:14,139,Saint Louis  Timeout,38,47
8:58,2547,Foul on Jordan Hill.,38,47
8:46,139,Hasahn French made Jumper. Assisted by Javon Bess.,38,49
8:09,2547,Morgan Means missed Jumper.,38,49
8:09,139,Aaron Hines Defensive Rebound.,38,49
7:46,139,Aaron Hines missed Three Point Jumper.,38,49
7:46,139,Javon Bess Offensive Rebound.,38,49
7:41,139,Javon Bess missed Layup.,38,49
7:41,139,Jordan Goodwin Offensive Rebound.,38,49
7:38,139,Official TV Timeout,38,49
7:20,139,Aaron Hines missed Jumper.,38,49
7:20,139,Hasahn French Offensive Rebound.,38,49
6:49,139,Jordan Goodwin missed Jumper.,38,49
6:49,139,Javon Bess Offensive Rebound.,38,49
6:18,139,Aaron Hines made Layup.,38,51
6:04,2547,Richaud Gittens missed Three Point Jumper.,38,51
6:04,139,Jordan Goodwin Defensive Rebound.,38,51
5:51,139,Jordan Goodwin missed Layup.,38,51
5:51,139,Jordan Goodwin Offensive Rebound.,38,51
5:50,2547,Foul on Josh Hearlihy.,38,51
5:50,139,Jordan Goodwin made Free Throw.,38,52
5:50,139,Jordan Goodwin missed Free Throw.,38,52
5:50,2547,Josh Hearlihy Defensive Rebound.,38,52
5:49,139,Foul on Javon Bess.,38,52
5:38,2547,Matej Kavas missed Three Point Jumper.,38,52
5:38,139,Hasahn French Defensive Rebound.,38,52
5:09,139,Jordan Goodwin missed Jumper.,38,52
5:09,139,Hasahn French Offensive Rebound.,38,52
5:08,2547,Foul on Matej Kavas.,38,52
5:08,139,Javon Bess made Free Throw.,38,53
5:08,139,Javon Bess made Free Throw.,38,54
4:51,2547,Jordan Hill missed Three Point Jumper.,38,54
4:51,139,Jordan Goodwin Defensive Rebound.,38,54
4:28,2547,Foul on Morgan Means.,38,54
4:28,139,Jordan Goodwin made Free Throw.,38,55
4:28,139,Jordan Goodwin missed Free Throw.,38,55
4:28,2547,Aaron Menzies Defensive Rebound.,38,55
4:06,2547,Matej Kavas Turnover.,38,55
3:39,139,Aaron Hines made Three Point Jumper. Assisted by Javon Bess.,38,58
3:21,2547,Matej Kavas made Three Point Jumper. Assisted by Jordan Hill.,41,58
2:54,2547,Foul on Aaron Menzies.,41,58
2:54,139,Javon Bess made Free Throw.,41,59
2:54,139,Javon Bess made Free Throw.,41,60
2:36,2547,Aaron Nettles Turnover.,41,60
2:36,139,Javon Bess Steal.,41,60
2:36,2547,Foul on Jake Spurgeon.,41,60
2:36,139,Javon Bess made Free Throw.,41,61
2:36,139,Javon Bess made Free Throw.,41,62
2:11,2547,Matej Kavas missed Three Point Jumper.,41,62
2:11,139,Davell Roby Defensive Rebound.,41,62
1:47,139,Aaron Hines missed Three Point Jumper.,41,62
1:47,2547,Seattle Defensive Rebound.,41,62
1:27,2547,Jake Spurgeon missed Three Point Jumper.,41,62
1:27,139,Jordan Goodwin Defensive Rebound.,41,62
0:57,139,Foul on Rashed Anthony.,41,62
0:57,139,Rashed Anthony Turnover.,41,62
0:49,2547,Jordan Hill made Three Point Jumper. Assisted by Mattia Da Campo.,44,62
0:21,139,Jordan Goodwin Turnover.,44,62
0:12,2547,Aaron Menzies made Layup.,46,62
0:00,139,End of Game,46,62
