Webber Int.,Error,Stetson,56
13:04,56,Abayomi Iyiola made Jumper. Assisted by Angel Rivera.,15,16
12:25,-1,Johnathan Childs missed Layup.,15,16
12:25,56,Abayomi Iyiola Defensive Rebound.,15,16
12:14,56,Keith Matthews missed Three Point Jumper.,15,16
12:14,-1,Johnathan Childs Defensive Rebound.,15,16
12:01,-1,Johnathan Childs made Three Point Jumper. Assisted by Osandai Vaughn.,18,16
11:50,56,Keith Matthews missed Three Point Jumper.,18,16
11:50,56,Abayomi Iyiola Offensive Rebound.,18,16
11:46,-1,Foul on Osandai Vaughn.,18,16
11:46,56,Official TV Timeout,18,16
11:46,56,Abayomi Iyiola made Free Throw.,18,17
11:46,56,Abayomi Iyiola missed Free Throw.,18,17
11:46,-1,Nikita Orap Defensive Rebound.,18,17
11:26,-1,Rasheem Etienne missed Three Point Jumper.,18,17
11:26,56,Christiaan Jones Defensive Rebound.,18,17
11:21,56,Raine McKeython Turnover.,18,17
10:54,-1,Rasheem Etienne made Layup.,20,17
10:33,56,Raine McKeython made Jumper. Assisted by Angel Rivera.,20,19
10:18,-1,McDonald Jean-Louis Turnover.,20,19
10:17,56,Keith Matthews Steal.,20,19
10:15,56,Abayomi Iyiola made Dunk.,20,21
9:55,-1,Nikita Orap missed Three Point Jumper.,20,21
9:55,56,Keith Matthews Defensive Rebound.,20,21
9:47,56,Angel Rivera made Layup.,20,23
9:30,-1,McDonald Jean-Louis Turnover.,20,23
9:28,56,Kenny Aninye Steal.,20,23
9:27,56,Kenny Aninye made Layup.,20,25
9:26,56,Stetson  Timeout,20,25
9:15,-1,Rasheem Etienne made Three Point Jumper. Assisted by Andre Brooks.,23,25
9:01,56,Larry Dennis made Layup. Assisted by Christiaan Jones.,23,27
9:01,-1,Foul on Nikita Orap.,23,27
9:01,56,Larry Dennis missed Free Throw.,23,27
9:01,-1,Joseph Serrano Defensive Rebound.,23,27
8:40,-1,Johnathan Childs Turnover.,23,27
8:23,56,Larry Dennis missed Layup.,23,27
8:23,56,Larry Dennis Offensive Rebound.,23,27
8:21,56,Larry Dennis missed Layup.,23,27
8:21,-1,Joseph Serrano Defensive Rebound.,23,27
8:11,-1,Joseph Serrano made Jumper. Assisted by McDonald Jean-Louis.,25,27
7:56,56,Larry Dennis missed Jumper.,25,27
7:56,-1,McDonald Jean-Louis Defensive Rebound.,25,27
7:33,-1,Johnathan Childs made Layup.,27,27
7:33,56,Foul on Larry Dennis.,27,27
7:33,56,Official TV Timeout,27,27
7:33,-1,Johnathan Childs made Free Throw.,28,27
7:16,56,B.J. Glasford missed Jumper.,28,27
7:16,-1,Joseph Serrano Defensive Rebound.,28,27
7:10,-1,Joseph Serrano made Jumper.,30,27
6:55,56,Abayomi Iyiola missed Jumper.,30,27
6:55,56,Christiaan Jones Offensive Rebound.,30,27
6:49,56,Abayomi Iyiola made Layup. Assisted by Christiaan Jones.,30,29
6:30,-1,Johnathan Childs made Three Point Jumper. Assisted by Osandai Vaughn.,33,29
6:20,56,B.J. Glasford Turnover.,33,29
6:19,-1,Joseph Serrano Steal.,33,29
6:18,-1,Joseph Serrano made Jumper.,35,29
6:06,56,Abayomi Iyiola made Jumper.,35,31
5:54,-1,Johnathan Childs made Three Point Jumper. Assisted by Rasheem Etienne.,38,31
5:36,56,Luke Doyle missed Three Point Jumper.,38,31
5:36,56,Christiaan Jones Offensive Rebound.,38,31
5:35,-1,Foul on Tommie Luke.,38,31
5:34,56,Abayomi Iyiola missed Jumper.,38,31
5:34,-1,Joseph Serrano Defensive Rebound.,38,31
5:14,-1,Johnathan Childs missed Jumper.,38,31
5:14,56,Keith Matthews Defensive Rebound.,38,31
5:06,56,Abayomi Iyiola made Layup. Assisted by Luke Doyle.,38,33
4:41,56,Foul on Christiaan Jones.,38,33
4:30,-1,Osandai Vaughn made Three Point Jumper.,41,33
4:17,56,Luke Doyle Turnover.,41,33
4:03,56,Foul on B.J. Glasford.,41,33
4:01,-1,Osandai Vaughn Turnover.,41,33
4:01,-1,Foul on Osandai Vaughn.,41,33
3:50,56,Keith Matthews made Jumper.,41,35
3:28,-1,Tommie Luke missed Layup.,41,35
3:28,56,Keith Matthews Defensive Rebound.,41,35
3:27,56,Official TV Timeout,41,35
3:26,-1,Foul on Tommie Luke.,41,35
3:26,56,Official TV Timeout,41,35
3:14,56,Abayomi Iyiola made Layup. Assisted by Luke Doyle.,41,37
3:02,-1,Joseph Serrano made Three Point Jumper. Assisted by Tommie Luke.,44,37
2:50,56,Luke Doyle Turnover.,44,37
2:49,-1,Tommie Luke Steal.,44,37
2:46,-1,Shaquille Williams missed Three Point Jumper.,44,37
2:46,56,Angel Rivera Defensive Rebound.,44,37
2:39,56,Luke Doyle made Three Point Jumper. Assisted by Angel Rivera.,44,40
2:18,-1,Tommie Luke Turnover.,44,40
2:04,56,Luke Doyle made Three Point Jumper. Assisted by Angel Rivera.,44,43
1:54,56,Foul on Angel Rivera.,44,43
1:33,56,Foul on Abayomi Iyiola.,44,43
1:33,-1,Joseph Serrano made Free Throw.,45,43
1:33,-1,Joseph Serrano made Free Throw.,46,43
1:20,56,Kenny Aninye made Layup.,46,45
1:06,-1,Garrett Woodmansee made Three Point Jumper. Assisted by Joseph Serrano.,49,45
0:52,56,Keith Matthews missed Layup.,49,45
0:52,-1,Andre Brooks Block.,49,45
0:49,56,B.J. Glasford Offensive Rebound.,49,45
0:45,56,Adam Webb made Jumper. Assisted by B.J. Glasford.,49,47
0:26,-1,Garrett Woodmansee missed Three Point Jumper.,49,47
0:26,56,B.J. Glasford Defensive Rebound.,49,47
0:02,56,Keith Matthews missed Three Point Jumper.,49,47
0:02,-1,Garrett Woodmansee Defensive Rebound.,49,47
0:00,56,End of 1st half,49,47
19:47,-1,Andre Brooks missed Layup.,49,47
19:47,56,B.J. Glasford Defensive Rebound.,49,47
19:29,56,Larry Dennis made Layup.,49,49
19:29,-1,Foul on Rasheem Etienne.,49,49
19:29,56,Larry Dennis missed Free Throw.,49,49
19:29,56,Abayomi Iyiola Offensive Rebound.,49,49
19:25,56,Abayomi Iyiola made Layup.,49,51
18:52,-1,Rasheem Etienne missed Three Point Jumper.,49,51
18:52,-1,Johnathan Childs Offensive Rebound.,49,51
18:51,56,Foul on B.J. Glasford.,49,51
18:50,56,Foul on Larry Dennis.,49,51
18:50,-1,Osandai Vaughn made Free Throw.,50,51
18:50,-1,Osandai Vaughn made Free Throw.,51,51
18:36,56,B.J. Glasford made Three Point Jumper. Assisted by Angel Rivera.,51,54
18:18,-1,Foul on Andre Brooks.,51,54
18:18,-1,Andre Brooks Turnover.,51,54
17:54,56,Larry Dennis missed Layup.,51,54
17:54,-1,Rasheem Etienne Defensive Rebound.,51,54
17:43,-1,Rasheem Etienne missed Jumper.,51,54
17:43,56,Abayomi Iyiola Defensive Rebound.,51,54
17:39,56,Abayomi Iyiola Turnover.,51,54
17:38,-1,Andre Brooks Steal.,51,54
17:34,-1,Andre Brooks Turnover.,51,54
17:31,56,B.J. Glasford made Dunk. Assisted by Angel Rivera.,51,56
17:30,56,Official TV Timeout,51,56
17:30,-1,Webber  Timeout,51,56
17:21,-1,Joseph Serrano made Layup.,53,56
17:02,-1,Foul on Johnathan Childs.,53,56
16:57,56,Abayomi Iyiola made Jumper. Assisted by B.J. Glasford.,53,58
16:43,-1,Osandai Vaughn made Jumper.,55,58
16:16,56,Keith Matthews made Jumper.,55,60
16:01,-1,Osandai Vaughn missed Three Point Jumper.,55,60
16:01,-1,Joseph Serrano Offensive Rebound.,55,60
15:52,-1,Johnathan Childs missed Jumper.,55,60
15:52,56,Foul on Angel Rivera.,55,60
15:52,-1,Webber Deadball Team Rebound.,55,60
15:52,56,Official TV Timeout,55,60
15:49,-1,Osandai Vaughn missed Jumper.,55,60
15:49,-1,Osandai Vaughn Offensive Rebound.,55,60
15:45,-1,Osandai Vaughn made Layup.,57,60
15:34,-1,Foul on Osandai Vaughn.,57,60
15:33,56,Luke Doyle missed Jumper.,57,60
15:33,-1,Tommie Luke Defensive Rebound.,57,60
15:24,-1,Tommie Luke missed Layup.,57,60
15:24,56,Abayomi Iyiola Block.,57,60
15:22,56,Christiaan Jones Defensive Rebound.,57,60
15:18,56,Christiaan Jones Turnover.,57,60
15:17,-1,Osandai Vaughn Steal.,57,60
15:16,-1,Osandai Vaughn Turnover.,57,60
15:03,56,Christiaan Jones missed Three Point Jumper.,57,60
15:03,-1,Austin Evans Defensive Rebound.,57,60
14:57,-1,Joseph Serrano Turnover.,57,60
14:57,56,Kenny Aninye Steal.,57,60
14:47,56,Kenny Aninye missed Three Point Jumper.,57,60
14:47,56,Christiaan Jones Offensive Rebound.,57,60
14:44,-1,Foul on Joseph Serrano.,57,60
14:44,56,Christiaan Jones made Free Throw.,57,61
14:44,56,Christiaan Jones missed Free Throw.,57,61
14:44,-1,Austin Evans Defensive Rebound.,57,61
14:43,56,Foul on Adam Webb.,57,61
14:35,-1,Nicholas Blocker Turnover.,57,61
14:35,-1,Foul on Nicholas Blocker.,57,61
14:19,56,Adam Webb missed Jumper.,57,61
14:19,-1,Joseph Serrano Defensive Rebound.,57,61
14:05,-1,Tommie Luke missed Layup.,57,61
14:05,56,Luke Doyle Defensive Rebound.,57,61
13:57,-1,Foul on Nicholas Blocker.,57,61
13:57,56,Keith Matthews missed Free Throw.,57,61
13:57,56,Stetson Deadball Team Rebound.,57,61
13:57,56,Keith Matthews missed Free Throw.,57,61
13:57,-1,Nicholas Blocker Defensive Rebound.,57,61
13:50,-1,Tommie Luke missed Layup.,57,61
13:50,56,Adam Webb Defensive Rebound.,57,61
13:32,56,Adam Webb missed Jumper.,57,61
13:32,-1,Joseph Serrano Defensive Rebound.,57,61
13:08,-1,Austin Evans missed Three Point Jumper.,57,61
13:08,56,Adam Webb Defensive Rebound.,57,61
13:02,56,Adam Webb Turnover.,57,61
12:39,-1,McDonald Jean-Louis missed Three Point Jumper.,57,61
12:39,56,Abayomi Iyiola Defensive Rebound.,57,61
12:25,56,Kenny Aninye made Three Point Jumper. Assisted by Angel Rivera.,57,64
11:49,-1,Austin Evans missed Layup.,57,64
11:49,-1,Austin Evans Offensive Rebound.,57,64
11:49,-1,Austin Evans made Two Point Tip Shot.,59,64
11:29,56,Abayomi Iyiola missed Jumper.,59,64
11:29,-1,Austin Evans Defensive Rebound.,59,64
11:23,-1,McDonald Jean-Louis Turnover.,59,64
11:23,56,Official TV Timeout,59,64
11:15,56,Kenny Aninye made Three Point Jumper. Assisted by Angel Rivera.,59,67
10:53,-1,Nikita Orap made Three Point Jumper. Assisted by Nicholas Blocker.,62,67
10:35,56,Raine McKeython made Three Point Jumper. Assisted by Angel Rivera.,62,70
10:16,-1,McDonald Jean-Louis missed Three Point Jumper.,62,70
10:16,56,Angel Rivera Defensive Rebound.,62,70
10:08,56,Abayomi Iyiola Turnover.,62,70
10:07,-1,Nicholas Blocker Steal.,62,70
10:01,-1,McDonald Jean-Louis made Layup. Assisted by Rasheem Etienne.,64,70
9:36,56,Kenny Aninye Turnover.,64,70
9:35,-1,Rasheem Etienne Steal.,64,70
9:21,56,Foul on B.J. Glasford.,64,70
9:21,-1,Nikita Orap missed Free Throw.,64,70
9:21,-1,Webber Deadball Team Rebound.,64,70
9:21,-1,Nikita Orap made Free Throw.,65,70
9:21,-1,Nikita Orap made Free Throw.,66,70
9:12,56,Christiaan Jones missed Three Point Jumper.,66,70
9:12,-1,Johnathan Childs Defensive Rebound.,66,70
8:43,-1,Johnathan Childs missed Layup.,66,70
8:43,56,Luke Doyle Defensive Rebound.,66,70
8:37,56,Christiaan Jones missed Three Point Jumper.,66,70
8:37,-1,Rasheem Etienne Defensive Rebound.,66,70
8:26,-1,Garrett Woodmansee missed Three Point Jumper.,66,70
8:22,56,Luke Doyle Defensive Rebound.,66,70
8:05,56,Larry Dennis Turnover.,66,70
8:04,-1,Joseph Serrano Steal.,66,70
7:57,-1,Joseph Serrano made Layup.,68,70
7:44,-1,Foul on Nicholas Blocker.,68,70
7:44,56,Official TV Timeout,68,70
7:44,-1,Technical Foul on Nicholas Blocker.,68,70
7:44,-1,Foul on Nicholas Blocker.,68,70
7:44,56,Luke Doyle made Free Throw.,68,71
7:44,56,Luke Doyle made Free Throw.,68,72
7:44,56,Angel Rivera made Free Throw.,68,73
7:44,56,Angel Rivera missed Free Throw.,68,73
7:44,-1,Osandai Vaughn Defensive Rebound.,68,73
7:23,-1,Garrett Woodmansee missed Jumper.,68,73
7:23,56,Angel Rivera Defensive Rebound.,68,73
7:15,56,Raine McKeython made Three Point Jumper. Assisted by Angel Rivera.,68,76
7:10,56,Foul on Raine McKeython.,68,76
6:54,-1,Nikita Orap missed Three Point Jumper.,68,76
6:53,56,Raine McKeython Block.,68,76
6:52,-1,Osandai Vaughn Offensive Rebound.,68,76
6:51,-1,Osandai Vaughn made Layup.,70,76
6:34,56,Luke Doyle missed Three Point Jumper.,70,76
6:34,56,Keith Matthews Offensive Rebound.,70,76
6:27,56,Raine McKeython made Three Point Jumper. Assisted by Keith Matthews.,70,79
6:27,56,Stetson  Timeout,70,79
6:15,-1,Osandai Vaughn missed Jumper.,70,79
6:15,56,B.J. Glasford Defensive Rebound.,70,79
6:07,56,Keith Matthews missed Three Point Jumper.,70,79
6:07,-1,Johnathan Childs Defensive Rebound.,70,79
6:02,56,Foul on Larry Dennis.,70,79
6:02,-1,Johnathan Childs made Free Throw.,71,79
6:02,-1,Johnathan Childs made Free Throw.,72,79
5:49,56,Keith Matthews made Layup.,72,81
5:36,-1,Austin Evans Turnover.,72,81
5:35,56,Keith Matthews Steal.,72,81
5:30,56,Keith Matthews Turnover.,72,81
5:30,-1,Garrett Woodmansee Steal.,72,81
5:26,-1,Garrett Woodmansee missed Three Point Jumper.,72,81
5:26,56,Larry Dennis Defensive Rebound.,72,81
5:17,56,Raine McKeython made Layup. Assisted by B.J. Glasford.,72,83
5:10,-1,Tommie Luke made Jumper.,74,83
4:53,56,Raine McKeython missed Three Point Jumper.,74,83
4:53,-1,Garrett Woodmansee Defensive Rebound.,74,83
4:45,-1,Tommie Luke missed Layup.,74,83
4:45,56,Larry Dennis Defensive Rebound.,74,83
4:22,56,B.J. Glasford missed Jumper.,74,83
4:22,-1,Johnathan Childs Defensive Rebound.,74,83
4:14,56,Foul on Keith Matthews.,74,83
4:14,-1,Garrett Woodmansee made Free Throw.,75,83
4:14,-1,Garrett Woodmansee made Free Throw.,76,83
3:55,56,B.J. Glasford missed Three Point Jumper.,76,83
3:55,56,Abayomi Iyiola Offensive Rebound.,76,83
3:52,56,Abayomi Iyiola missed Layup.,76,83
3:52,56,Christiaan Jones Offensive Rebound.,76,83
3:48,56,Christiaan Jones made Layup.,76,85
3:36,56,Foul on Abayomi Iyiola.,76,85
3:36,56,Official TV Timeout,76,85
3:36,-1,Tommie Luke made Free Throw.,77,85
3:36,-1,Tommie Luke missed Free Throw.,77,85
3:36,56,Angel Rivera Defensive Rebound.,77,85
3:27,-1,Foul on Joseph Serrano.,77,85
3:27,56,Angel Rivera missed Free Throw.,77,85
3:27,56,Stetson Deadball Team Rebound.,77,85
3:27,56,Angel Rivera made Free Throw.,77,86
3:19,-1,Shaquille Williams missed Three Point Jumper.,77,86
3:19,56,B.J. Glasford Defensive Rebound.,77,86
3:06,56,Christiaan Jones made Three Point Jumper. Assisted by Angel Rivera.,77,89
2:48,-1,Shaquille Williams made Layup. Assisted by Rasheem Etienne.,79,89
2:40,56,Luke Doyle missed Layup.,79,89
2:40,-1,Tommie Luke Defensive Rebound.,79,89
2:32,-1,Rasheem Etienne missed Three Point Jumper.,79,89
2:32,56,B.J. Glasford Block.,79,89
2:30,56,Abayomi Iyiola Defensive Rebound.,79,89
2:27,-1,Foul on Tommie Luke.,79,89
2:27,56,Angel Rivera missed Free Throw.,79,89
2:27,56,Stetson Deadball Team Rebound.,79,89
2:27,56,Angel Rivera made Free Throw.,79,90
2:19,56,Foul on Abayomi Iyiola.,79,90
2:19,-1,Shaquille Williams made Free Throw.,80,90
2:19,-1,Shaquille Williams made Free Throw.,81,90
2:11,-1,Foul on Shaquille Williams.,81,90
2:11,56,Angel Rivera missed Free Throw.,81,90
2:11,56,Stetson Deadball Team Rebound.,81,90
2:11,56,Angel Rivera missed Free Throw.,81,90
2:11,-1,Andre Brooks Defensive Rebound.,81,90
2:03,-1,Shaquille Williams missed Layup.,81,90
2:03,-1,Tommie Luke Offensive Rebound.,81,90
1:59,-1,Tommie Luke made Layup.,83,90
1:43,56,Angel Rivera Turnover.,83,90
1:21,-1,Shaquille Williams missed Jumper.,83,90
1:21,56,Stetson Deadball Team Rebound.,83,90
1:21,-1,Foul on Garrett Woodmansee.,83,90
1:21,56,Luke Doyle made Free Throw.,83,91
1:21,56,Luke Doyle made Free Throw.,83,92
1:12,-1,Joseph Serrano missed Layup.,83,92
1:12,56,Abayomi Iyiola Defensive Rebound.,83,92
0:58,-1,Foul on Andre Brooks.,83,92
0:58,56,Angel Rivera made Free Throw.,83,93
0:58,56,Angel Rivera missed Free Throw.,83,93
0:58,-1,Garrett Woodmansee Defensive Rebound.,83,93
0:45,-1,Garrett Woodmansee made Three Point Jumper.,86,93
0:45,-1,Webber  Timeout,86,93
0:36,56,Keith Matthews made Layup. Assisted by Angel Rivera.,86,95
0:25,-1,Nicholas Blocker missed Layup.,86,95
0:25,56,Luke Doyle Defensive Rebound.,86,95
0:20,-1,Foul on Andre Brooks.,86,95
0:20,56,B.J. Glasford made Free Throw.,86,96
0:20,56,B.J. Glasford missed Free Throw.,86,96
0:20,-1,Garrett Woodmansee Defensive Rebound.,86,96
0:15,-1,Garrett Woodmansee made Three Point Jumper.,89,96
0:15,-1,Webber  Timeout,89,96
0:15,-1,Foul on Nicholas Blocker.,89,96
0:15,56,Kenny Aninye made Free Throw.,89,97
0:15,56,Kenny Aninye made Free Throw.,89,98
0:09,-1,Shaquille Williams missed Jumper.,89,98
0:09,56,B.J. Glasford Defensive Rebound.,89,98
0:00,56,End of Game,89,98
